index,회사명,거래소코드,회계년도,상장일,상장폐지일,부실기업1,부실기업2,부실기업,이자보상배율,매출액증가율
0,(주)CMG제약,58820.0,201112.0,200108.0,,0,0,0,3.53,56.39690481910844
1,(주)CMG제약,58820.0,201212.0,200108.0,,0,0,0,-7.75,-8.429134465063184
2,(주)CMG제약,58820.0,201312.0,200108.0,,0,0,0,0.7,25.51000778880161
3,(주)CMG제약,58820.0,201412.0,200108.0,,0,0,0,3.6,11.520575782736517
4,(주)CMG제약,58820.0,201512.0,200108.0,,0,0,0,-32.22,18.851968637935805
5,(주)CMG제약,58820.0,201612.0,200108.0,,0,0,0,50.08571428571429,21.9212862826842
6,(주)CMG제약,58820.0,201712.0,200108.0,,0,0,0,50.08571428571429,25.980614091824872
7,(주)CMG제약,58820.0,201812.0,200108.0,,0,0,0,50.08571428571429,20.05315056572692
8,(주)CMG제약,58820.0,201912.0,200108.0,,0,0,0,303.0,17.563295473747385
9,(주)CMG제약,58820.0,202012.0,200108.0,,0,0,0,79.74,9.957255281449854
10,(주)DB하이텍,990.0,201112.0,197512.0,,0,0,0,-0.75,-21.21911982706425
11,(주)DB하이텍,990.0,201212.0,197512.0,,1,0,1,-0.31,6.984626647482998
12,(주)DB하이텍,990.0,201312.0,197512.0,,1,0,1,-0.16,-16.424624119026905
13,(주)DB하이텍,990.0,201412.0,197512.0,,1,0,1,0.67,14.980433862643295
14,(주)DB하이텍,990.0,201512.0,197512.0,,1,0,1,2.5,17.416520876032333
15,(주)DB하이텍,990.0,201612.0,197512.0,,1,0,1,4.41,15.983497487658124
16,(주)DB하이텍,990.0,201712.0,197512.0,,1,0,1,6.05,-12.08091862461475
17,(주)DB하이텍,990.0,201812.0,197512.0,,1,0,1,6.77,-1.5386239902546883
18,(주)DB하이텍,990.0,201912.0,197512.0,,1,0,1,13.44,20.63971212752701
19,(주)DB하이텍,990.0,202012.0,197512.0,,1,0,1,36.79,15.915373943291714
20,(주)ES큐브,50120.0,201112.0,200204.0,,0,0,0,-245.99,54.098256635605935
21,(주)ES큐브,50120.0,201212.0,200204.0,,0,0,0,1.72,4.854247527236442
22,(주)ES큐브,50120.0,201312.0,200204.0,,0,0,0,-37.44,4.692085370342688
23,(주)ES큐브,50120.0,201412.0,200204.0,,0,0,0,22.2,-24.12699097490073
24,(주)ES큐브,50120.0,201512.0,200204.0,,0,0,0,-11.86,-5.188114570850319
25,(주)ES큐브,50120.0,201612.0,200204.0,,0,0,0,8.98,-18.654871909728204
26,(주)ES큐브,50120.0,201712.0,200204.0,,0,0,0,2.86,4.247404845552056
27,(주)ES큐브,50120.0,201812.0,200204.0,,0,0,0,-0.82,-5.545508375055258
28,(주)ES큐브,50120.0,201912.0,200204.0,,0,0,0,-0.68,29.45408101551533
29,(주)ES큐브,50120.0,202012.0,200204.0,,0,0,0,3.09,84.57029348631502
30,(주)HJ중공업,97230.0,201112.0,200708.0,,0,0,0,0.55,-9.364472804473884
31,(주)HJ중공업,97230.0,201212.0,200708.0,,1,0,1,0.27,-11.834000288431708
32,(주)HJ중공업,97230.0,201312.0,200708.0,,1,0,1,-0.4,-0.7836602637802488
33,(주)HJ중공업,97230.0,201412.0,200708.0,,1,0,1,-0.88,-0.3564564841197766
34,(주)HJ중공업,97230.0,201512.0,200708.0,,1,0,1,-0.5,23.61393867854344
35,(주)HJ중공업,97230.0,201612.0,200708.0,,1,0,1,-0.58,-9.700035917499529
36,(주)HJ중공업,97230.0,201712.0,200708.0,,1,0,1,-1.08,-12.830509396357478
37,(주)HJ중공업,97230.0,201812.0,200708.0,,1,0,1,0.62,-30.764616602930943
38,(주)HJ중공업,97230.0,201912.0,200708.0,,1,0,1,0.69,-4.070867658223338
39,(주)HJ중공업,97230.0,202012.0,200708.0,,1,0,1,0.89,4.117510902525924
40,(주)MH에탄올,23150.0,201112.0,199612.0,,0,0,0,0.12,-17.1965320991676
41,(주)MH에탄올,23150.0,201212.0,199612.0,,0,0,0,1.08,33.45531496270897
42,(주)MH에탄올,23150.0,201312.0,199612.0,,0,0,0,0.87,4.068573283356904
43,(주)MH에탄올,23150.0,201412.0,199612.0,,0,0,0,5.62,-21.247797443747768
44,(주)MH에탄올,23150.0,201512.0,199612.0,,0,0,0,12.69,2.863033378333943
45,(주)MH에탄올,23150.0,201612.0,199612.0,,0,0,0,29.41,-2.955527329574725
