회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,매출액증가율,정상영업손익증가율,총자본정상영업이익률,유보율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,타인자본회전률,순운전자본회전률,시장구분
하나머티리얼즈(주),166090,202012,201704,,0,0,0,제조업,1,1.3744117864772425,0.3176000443053302,1.892063492063492,0.549062280408517,0.7110266159695818,2.311602209944751,-0.5285714285714287,0.295081967213115,KOSDAQ
코웰패션(주),033290,201312,199710,,0,0,0,도매 및 소매업,1,-2.0353976937624334,-1.7603265984096346,-1.0714285714285714,-0.3638038191009625,1.3513307984790874,2.477348066298342,-0.8476190476190478,-1.180327868852459,KOSDAQ
(주)지디,155960,201512,201302,43385.0,0,1,1,제조업,1,-1.8470707422931127,-4.874182993897838,-1.4952380952380953,0.0179834764870821,0.3813688212927756,1.087292817679558,-0.4190476190476191,-0.7377049180327866,KOSDAQ
에쓰-오일(주),010950,201312,198705,,0,0,0,제조업,1,-0.6594020773521517,-0.6458998920600877,-0.2349206349206349,0.4706881613327967,-0.1323193916349809,-0.4806629834254143,1.0285714285714287,1.7049180327868854,KOSPI
(주)탑코미디어,134580,201512,201311,,0,0,0,제조업,1,0.7027592187315335,0.0431026588214293,0.4174603174603174,-0.1674660080911999,0.3034220532319392,-0.4806629834254143,1.9,0.5081967213114755,KOSDAQ
(주)코메론,049430,202012,200101,,0,0,0,제조업,1,-0.1503809574994605,-0.0139628610776534,0.7,1.5398658743749103,3.1,1.5303867403314912,1.161904761904762,-0.80327868852459,KOSDAQ
한화에어로스페이스(주),012450,201512,198705,,0,0,0,제조업,1,-0.1402372913874422,-4.874182993897838,-0.9571428571428572,-0.2066257785903846,-0.6015209125475285,-0.8066298342541436,-0.4857142857142858,-0.5573770491803276,KOSPI
동성제약(주),002210,201412,199001,,1,0,1,제조업,1,-0.2727576642185049,0.0515955045459836,-0.9333333333333332,-0.5993218673889165,-0.5486692015209125,-0.6696132596685082,-0.6571428571428574,-0.9999999999999998,KOSPI
(주)디엔오토모티브,007340,201612,198809,,0,0,0,제조업,1,0.1361111567033666,0.0698053193403394,0.6301587301587299,3.737022356544936,0.8916349809885933,0.6928176795580111,0.2380952380952381,0.1639344262295083,KOSPI
(주)홈센타홀딩스,060560,201412,200207,,0,0,0,도매 및 소매업,1,0.1883076929395659,-2.56949517303457,-0.9936507936507936,-0.2686810525382216,-0.0235741444866919,-0.2220994475138121,0.0857142857142855,0.2459016393442625,KOSDAQ
가온미디어(주),078890,201512,200507,,0,0,0,제조업,1,0.345009144291706,0.1462737606258428,0.8555555555555553,0.2917812237769394,-0.7239543726235741,-0.8917127071823204,0.4333333333333332,0.3114754098360658,KOSDAQ
(주)덴티움,145720,202012,201703,,0,0,0,제조업,1,-0.5969573122150724,-0.1602764864946415,0.4777777777777777,1.9567946295171887,-0.1422053231939163,0.7900552486187844,-0.7857142857142859,-0.901639344262295,KOSPI
(주)에스씨디,042110,202012,200007,,0,0,0,제조업,1,0.3273697871709986,0.5507872837117377,-0.1507936507936508,-0.4907183157205329,-0.0110266159695817,-0.2994475138121547,0.8571428571428574,0.3442622950819675,KOSDAQ
(주)에스제이엠,123700,202012,201005,,0,0,0,제조업,1,-0.752183607782524,0.0320934440749044,-0.226984126984127,0.6453175420762866,1.005703422053232,0.9469613259668508,0.2285714285714286,-0.5737704918032784,KOSPI
에스케이디앤디(주),210980,201612,201506,,0,0,0,부동산업,1,0.8577810244664751,0.5537303279948043,0.011111111111111,0.5525348105799603,-1.1977186311787071,-1.971270718232044,-0.8476190476190478,-1.2295081967213113,KOSPI
(주)백금티앤에이,046310,201412,200202,,1,0,1,제조업,1,0.6946106174229255,6.030962740106674,-0.5666666666666667,-0.4900224452343105,-0.6433460076045626,-0.8441988950276242,-0.1238095238095239,-0.0655737704918029,KOSDAQ
씨제이제일제당(주),097950,202012,200709,,0,0,0,제조업,1,0.295967386409713,0.5699582147570204,0.1206349206349205,3.6939124976974873,-0.0646387832699619,0.1933701657458564,-0.4238095238095239,0.7377049180327871,KOSPI
(주)한라,014790,201312,199408,,1,0,1,건설업,1,-0.0938880782339739,-0.3489994169319208,-2.09047619047619,-0.5895796805818023,-0.7961977186311786,-1.4,-0.7142857142857144,-0.80327868852459,KOSPI
일성신약(주),003120,201412,198501,,0,0,0,제조업,1,-0.1341840270802072,0.8667605238566608,-0.607936507936508,1.4179998499102875,-0.220912547528517,0.061878453038674,-0.5380952380952383,-1.1639344262295082,KOSPI
바이온(주),032980,201512,199708,,1,0,1,도매 및 소매업,1,1.3351594687338453,6.030962740106674,-0.7063492063492063,-0.658532259054844,-1.1977186311787071,-1.971270718232044,-0.1476190476190476,-0.4098360655737703,KOSDAQ
(주)에스엠코어,007820,201512,201111,,0,1,1,제조업,1,-1.170652038100218,-0.8265345221963702,-0.2571428571428572,-0.2763492724060062,1.1159695817490494,1.137016574585635,0.1,-0.442622950819672,KOSDAQ
성호전자(주),043260,201312,200111,,1,0,1,제조업,1,-1.0940115479734795,0.2504867706222194,-1.1047619047619048,-0.5556730500276301,-0.3121673003802281,-0.2353591160220994,-0.4380952380952382,-0.3278688524590161,KOSDAQ
(주)세중,039310,201612,200006,,0,0,0,임대업,1,0.3568333051647845,0.0703866807241042,0.7126984126984126,-0.1631748067594948,1.2114068441064638,0.4961325966850827,1.004761904761905,0.9016393442622952,KOSDAQ
세명전기공업(주),017510,201512,199112,,0,0,0,제조업,1,-0.0441831220671359,0.3126316194157055,0.4857142857142856,-0.2329119450944541,1.593916349809886,2.3723756906077345,-0.161904761904762,-0.3606557377049178,KOSDAQ
(주)메디프론디비티,065650,201312,200301,,1,0,1,도매 및 소매업,1,1.3029745213528157,0.2596333281316814,-1.4428571428571426,-0.5975958356926981,-1.1977186311787071,-1.971270718232044,2.7952380952380955,0.5245901639344264,KOSDAQ
(주)휴메딕스,200670,201412,201412,,1,0,1,제조업,1,1.0851712185638067,0.045953319719034,2.3539682539682536,0.3757359512617769,4.26615969581749,2.233149171270718,0.7571428571428572,-0.5081967213114753,KOSDAQ
(주)아이티엑스에이아이,099520,201512,200912,,1,1,1,제조업,1,-2.0353976937624334,-4.874182993897838,-2.295238095238095,-0.5701908186029376,-0.3479087452471482,-0.3712707182320441,-0.1952380952380953,0.1803278688524592,KOSDAQ
(주)콤텍시스템,031820,201612,199702,,0,0,0,정보통신업,0,0.5810301231815193,1.3289996631193235,-0.5079365079365079,-0.5412985489053684,-0.4136882129277566,-0.5458563535911601,0.1142857142857142,0.0163934426229508,KOSPI
(주)이수화학,005950,201412,198804,,1,0,1,제조업,1,-0.6799159388042896,-4.874182993897838,-1.1873015873015873,-0.4755183211783407,-0.7121673003802281,-0.906077348066298,-0.042857142857143,0.8360655737704918,KOSPI
(주)메카로,241770,202012,201712,,0,0,0,제조업,1,-0.1186055369109133,-1.1693820517253928,-0.6968253968253968,1.145054885079036,2.4384030418250946,1.3359116022099446,0.923809523809524,-0.4262295081967212,KOSDAQ
(주)케이씨씨건설,021320,201312,200108,,1,0,1,건설업,1,-0.8737392521990581,-4.874182993897838,-1.4587301587301589,-0.1242333485697132,-0.8847908745247148,-1.4430939226519337,-0.442857142857143,-0.5573770491803276,KOSDAQ
우림피티에스(주),101170,201612,200904,,0,0,0,제조업,1,-0.4796453206685015,-0.8233352953490837,-0.6063492063492063,0.1142455604145205,1.7790874524714828,0.6121546961325967,0.9761904761904764,-0.2295081967213113,KOSDAQ
대화제약(주),067080,201312,200302,,0,0,0,제조업,1,-0.6762123580532766,-0.5356387233543607,-0.1365079365079365,-0.3137216108719529,0.0395437262357414,0.0839779005524861,-0.1904761904761905,0.2295081967213116,KOSDAQ
(주)글로벌스탠다드테크놀로지,083450,202012,200602,,0,0,0,제조업,1,-0.1768799959230978,-0.2278419723654827,1.3571428571428568,0.8889881906685133,2.0570342205323198,0.5359116022099447,1.442857142857143,0.459016393442623,KOSDAQ
(주)동원에프앤비,049770,201512,200011,,0,0,0,제조업,1,0.250867893659834,-0.1022631636525366,0.6111111111111109,1.0631127241965086,0.25893536121673,-0.2110497237569061,1.0285714285714287,2.344262295081968,KOSPI
피에이치에이(주),043370,201412,200112,,0,0,0,제조업,1,0.1613543263466835,-0.3285197903783632,0.3634920634920633,1.9314635793667576,0.0174904942965779,-0.1447513812154695,0.2904761904761904,0.6885245901639346,KOSDAQ
코리아오토글라스(주),152330,201612,201512,44183.0,0,0,0,제조업,1,-0.1000155189517894,0.3315013640216398,0.8301587301587301,-0.5922130728139774,0.2661596958174905,0.3845303867403314,-0.1142857142857144,0.2786885245901642,KOSPI
(주)상보,027580,201312,200710,,0,0,0,제조업,1,-0.7896619486073754,-0.7005065246910915,0.1174603174603173,-0.0866017642363503,-0.0174904942965779,0.0508287292817679,-0.1857142857142858,0.0491803278688525,KOSDAQ
(주)아모텍,052710,201412,200308,,0,0,0,제조업,1,-1.564307173303703,-1.0571299587153482,-0.580952380952381,1.0377270959687268,-0.1688212927756653,0.5149171270718232,-0.6714285714285716,-0.5737704918032784,KOSDAQ
(주)티씨케이,064760,202012,200308,,0,0,0,제조업,1,1.5549702739663236,0.384977498562043,2.519047619047619,2.378151031184549,4.26615969581749,1.7204419889502762,2.0333333333333337,-0.0655737704918029,KOSDAQ
(주)포스코엠텍,009520,201412,199711,,0,0,0,제조업,1,-2.0353976937624334,-4.450652626174988,-1.8285714285714283,-0.6277229343903287,-0.5718631178707224,-0.7469613259668507,-0.2714285714285715,-0.1147540983606554,KOSDAQ
(주)디에스케이,109740,201412,200909,,0,0,0,제조업,1,0.3372873417176414,0.409048104830571,0.4301587301587301,-0.101515223872451,1.7638783269961975,1.9502762430939224,0.5380952380952382,-0.442622950819672,KOSDAQ
(주)연이비앤티,090740,201512,200709,,0,0,0,제조업,1,-0.0352870067153203,-0.1006626299883809,-0.3428571428571429,-0.046480055123858,-0.2923954372623574,-0.5657458563535911,0.7285714285714286,1.540983606557377,KOSDAQ
(주)케이티아이에스,058860,201612,201012,,0,0,0,정보통신업,0,-0.4054051210937153,1.2610889678120951,0.2555555555555554,-0.1516383656594736,0.1897338403041825,-0.4254143646408839,2.3380952380952387,2.344262295081968,KOSPI
(주)엠제이비,074150,201312,200507,42618.0,0,1,1,건설업,1,-1.323073340376158,6.030962740106674,-0.4015873015873016,-0.5661383963596422,-0.0057034220532318,0.1701657458563535,-0.3095238095238096,-0.9999999999999998,KOSDAQ
롯데제과(주),280360,202012,201710,,0,0,0,제조업,1,-0.1772141590435045,0.1527313398458718,-0.0444444444444444,4.652617359921954,-0.0193916349809885,0.3082872928176795,-0.4285714285714287,0.754098360655738,KOSPI
(주)나이스디앤비,130580,202012,201112,,0,0,0,임대업,1,0.1849171518547114,0.0882213009452553,1.984126984126984,-0.2299374398788366,2.647908745247148,1.387845303867403,0.9571428571428574,-0.0819672131147538,KOSDAQ
(주)신원,009270,201412,198808,,0,0,0,제조업,1,0.0183349338784947,0.9624064660513284,-0.1396825396825397,-0.3798088402840788,-0.3984790874524715,-0.5403314917127071,0.0047619047619046,0.3770491803278692,KOSPI
(주)파인디지털,038950,201512,200005,,0,0,0,제조업,1,-0.8120548227032875,-1.414512826459359,-0.9015873015873016,0.5594730486631784,-0.497338403041825,-0.7171270718232043,1.6476190476190478,-0.3770491803278686,KOSDAQ
(주)이브이첨단소재,131400,201312,201012,,0,0,0,제조업,1,0.4535104304487591,0.3924186571160927,-0.107936507936508,-0.3782056092618996,-0.3730038022813687,-0.5414364640883977,0.1857142857142855,0.39344262295082,KOSDAQ
(주)에쎈테크,043340,201512,200008,,0,0,0,제조업,1,-0.8400364442306578,-0.3802123993484705,-0.2317460317460317,-0.6940830541892085,-0.4003802281368821,-0.4640883977900551,-0.2952380952380953,-0.1967213114754096,KOSDAQ
커머스마이너 (주),223310,201612,201512,,0,1,1,정보통신업,0,-2.0353976937624334,-1.8141777385893176,-2.295238095238095,-0.2287708334754637,-1.1977186311787071,-1.971270718232044,1.5714285714285718,-0.3278688524590161,KOSDAQ
(주)제이브이엠,054950,201612,200606,,0,0,0,제조업,1,0.4226120652790383,1.4635329653693434,0.6746031746031745,1.9149741777471536,0.2562737642585551,0.8353591160220993,-0.3714285714285715,-0.4754098360655736,KOSDAQ
(주)피엘에이,082390,201312,200507,42577.0,1,0,1,제조업,1,0.6110275998969686,-0.0037017839607798,-1.8507936507936509,-0.6861282994153323,-1.1977186311787071,-1.971270718232044,-0.6000000000000002,-0.1967213114754096,KOSDAQ
(주)노블엠앤비,106520,201612,201207,,1,0,1,제조업,1,-0.6443497531879564,-0.8745770227926266,-2.295238095238095,-0.3753607269799903,-1.185551330798479,-1.971270718232044,-0.6761904761904763,-0.8196721311475408,KOSDAQ
(주)태광,023160,202012,199409,,0,0,0,제조업,1,-0.1722056036751082,-2.4458930131940764,-0.8158730158730159,1.4450637540166056,0.3262357414448669,-0.2320441988950275,1.0190476190476192,-0.8360655737704916,KOSDAQ
조선내화(주),000480,201512,197806,,0,0,0,제조업,1,-0.8974126350345099,-0.6878976481037039,-0.3031746031746032,0.9916154428669864,0.1950570342205323,0.1779005524861878,-0.2285714285714287,0.1803278688524592,KOSPI
(주)성안,011300,201312,199511,,1,0,1,제조업,1,-0.302983365237381,-0.7363477853633702,-0.5349206349206349,-0.5745502425313311,-0.2703422053231938,-0.1458563535911601,-0.4666666666666668,-0.3278688524590161,KOSPI
(주)태웅로직스,124560,202012,201912,,0,0,0,운수 및 창고업,0,0.8482685103691012,-0.0541161691687328,1.5031746031746027,1.3339632553094236,-0.1410646387832699,-0.5171270718232044,1.823809523809524,2.295081967213114,KOSDAQ
해성옵틱스(주),076610,201512,201311,,0,0,0,제조업,1,2.720311158192206,0.3697103749253574,-0.0777777777777778,-0.1876735412303262,0.3307984790874525,0.1325966850828729,0.3666666666666667,1.6557377049180333,KOSDAQ
(주)녹원씨엔아이,065560,201312,200307,,1,1,1,제조업,1,-2.0353976937624334,-1.3977358897049437,-2.295238095238095,-0.6940830541892085,-1.1977186311787071,-1.971270718232044,-0.3238095238095239,-0.4262295081967212,KOSDAQ
(주)삼기,122350,201612,201003,,0,0,0,제조업,1,0.3873283348017174,-0.1440705035339657,0.4301587301587301,1.689901009012205,0.1923954372623574,0.6883977900552485,-0.3761904761904763,1.1475409836065578,KOSDAQ
엔시트론(주),101400,201312,200903,,1,0,1,제조업,1,-1.0964915676423783,-4.874182993897838,-2.295238095238095,-0.5382967546510755,-0.5551330798479087,-0.7171270718232043,-0.2190476190476191,0.0,KOSDAQ
(주)엔케이,085310,201612,200801,,1,1,1,제조업,1,-1.881356629046574,-4.874182993897838,-2.295238095238095,-0.4037754385007401,0.0091254752851711,0.4773480662983424,-0.542857142857143,-0.5901639344262293,KOSPI
(주)와이어블,065530,201512,200206,,0,1,1,정보통신업,0,-1.5184597189165,-0.5209830819271669,0.1603174603174602,-0.5804787861835596,0.7631178707224334,2.477348066298342,-0.7238095238095239,-0.7868852459016391,KOSDAQ
제룡산업(주),147830,202012,201202,,0,0,0,제조업,1,-0.2408771501325561,1.2303254220650095,0.0587301587301586,0.0570272685718964,2.5384030418250947,0.8187845303867404,1.585714285714286,-1.1147540983606556,KOSDAQ
금호전기(주),001210,201312,197311,,1,0,1,제조업,1,-0.0428705161179424,0.7585979700514169,-0.8507936507936508,-0.414070228341031,-0.6311787072243346,-0.8983425414364639,-0.5619047619047621,-0.2950819672131146,KOSPI
(주)잉크테크,049550,201412,200202,,1,0,1,제조업,1,-0.3692860658788107,-3.282481655319308,-1.2730158730158727,-0.1550494954938974,-0.3034220532319391,0.1425414364640884,-0.7095238095238098,-0.3278688524590161,KOSDAQ
크루셜텍(주),114120,201312,201007,,1,0,1,제조업,1,2.374956143731114,-1.2276816193391862,-1.53015873015873,-0.3139467454410249,-0.7022813688212927,-0.9701657458563534,-0.1857142857142858,0.1803278688524592,KOSDAQ
(주)모바일리더,100030,201512,201005,,0,0,0,정보통신업,0,0.1109479558830728,-4.874182993897838,-1.1222222222222222,0.6441441134132448,-0.417490494296578,-0.667403314917127,1.690476190476191,-0.721311475409836,KOSDAQ
디와이피엔에프(주),104460,201512,200912,,0,0,0,제조업,1,0.1010805646133178,-0.4507809473576532,-0.1634920634920635,0.0009210050552945,-0.3923954372623574,-0.5071823204419889,0.0476190476190476,-0.442622950819672,KOSDAQ
엘티씨(주),170920,201412,201310,,0,0,0,제조업,1,-0.947734477925454,-0.57153251740608,1.1349206349206349,0.8519160316279959,2.2779467680608367,0.1933701657458564,2.7952380952380955,0.2459016393442625,KOSDAQ
(주)오스템,031510,201312,199702,,0,0,0,제조업,1,0.1756487219244633,-0.101694053682142,-0.007936507936508,-0.2289550344865225,0.2053231939163498,0.7867403314917126,-0.4714285714285716,-0.0983606557377046,KOSDAQ
(주)아스트,067390,201412,201412,,0,0,0,제조업,1,0.3386451019994503,0.2720960569011009,-1.1619047619047618,-0.2752167773009775,-0.8661596958174905,-1.646408839779005,-0.6857142857142859,-0.8524590163934425,KOSDAQ
(주)에스비에스콘텐츠허브,046140,202012,200302,,0,0,0,정보통신업,0,-0.3989453449569632,3.175072550693733,-0.1253968253968254,0.2579973938968065,-1.1977186311787071,-1.971270718232044,0.5904761904761905,-0.5901639344262293,KOSDAQ
영화금속(주),012280,201412,199001,,0,0,0,제조업,1,-0.2977566987042522,0.3255417423256754,0.8730158730158729,-0.6250349640808027,0.2231939163498098,-0.0011049723756905,0.6095238095238096,1.8196721311475412,KOSPI
(주)휴먼엔,032860,201312,199707,,1,0,1,"수도, 하수 및 폐기물 처리, 원료 재생업",0,0.2877588353303065,-4.874182993897838,-2.295238095238095,-0.6940830541892085,-1.1977186311787071,-1.6574585635359114,-0.1095238095238095,0.7213114754098363,KOSDAQ
(주)우리기술,032820,201312,200006,,1,0,1,제조업,1,-0.7551408449759681,-0.6693435365352272,-1.987301587301587,-0.6940830541892085,-0.8581749049429658,-1.971270718232044,-0.8476190476190478,-1.2295081967213113,KOSDAQ
(주)시공테크,020710,202012,199908,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.8198842350511778,-0.4902618231435961,-0.2174603174603175,0.0043662461880624,0.6425855513307986,0.698342541436464,-0.0333333333333334,-0.2786885245901638,KOSDAQ
케이에이치전자(주),111870,201412,201011,,0,0,0,제조업,1,-1.1907102346686247,-0.7721915805122932,-0.1936507936507937,0.4037140381637206,-1.1977186311787071,-1.47292817679558,1.3000000000000005,-0.8688524590163933,KOSDAQ
한국전력기술(주),052690,201512,200912,,0,1,1,"전문, 과학 및 기술 서비스업",0,-1.2522156346763558,-0.9405667670063677,-0.4317460317460318,2.885863595740181,-0.4536121673003802,-0.5160220994475138,-0.361904761904762,-0.2295081967213113,KOSPI
(주)빅솔론,093190,201412,200708,,0,0,0,제조업,1,-0.4474881886765831,-0.1903881363926817,1.2349206349206348,0.5587294223592739,2.720912547528517,1.0563535911602209,1.4285714285714286,-0.4918032786885244,KOSDAQ
세종공업(주),033530,201512,200209,,0,0,0,제조업,1,0.2399717732954537,-0.594428050639951,-0.3238095238095238,1.904972745072623,-0.3596958174904942,-0.4795580110497237,0.0047619047619046,0.2131147540983608,KOSPI
(주)영우디에스피,143540,201612,201410,,0,0,0,제조업,1,3.922669333258433,6.030962740106674,0.4190476190476189,-0.3384659466908629,-0.6349809885931559,-0.8685082872928176,-0.4238095238095239,-0.6393442622950818,KOSDAQ
(주)트루윈,105550,201612,201407,,1,0,1,제조업,1,0.0327151145552678,-4.407943587986275,-2.295238095238095,-0.4577599792603306,-0.993916349809886,-1.971270718232044,-0.8190476190476192,-0.7540983606557374,KOSDAQ
삼현철강(주),017480,201412,200101,,0,0,0,제조업,1,-0.5933746300104329,-0.0742855552745068,0.1523809523809523,0.2590753109244844,0.0741444866920152,-0.4585635359116022,1.3380952380952384,1.1475409836065578,KOSDAQ
(주)하나투어,039130,202012,201111,,1,0,1,임대업,1,-2.0353976937624334,-4.874182993897838,-2.295238095238095,0.8717005846676537,-0.91787072243346,-1.971270718232044,-0.8476190476190478,-1.2295081967213113,KOSPI
(주)대유에이피,290120,202012,201812,,0,0,0,제조업,1,0.3302716553201691,0.4325277588583476,0.7761904761904759,-0.156052367665218,-0.3235741444866919,-0.2287292817679557,-0.3333333333333335,-0.163934426229508,KOSDAQ
뉴지랩파마(주),214870,201512,201510,,0,0,0,도매 및 소매업,1,0.4353567340974943,0.0747868486544717,1.0380952380952375,0.0272958609350589,0.5581749049429658,-0.4563535911602209,2.3190476190476192,1.6065573770491803,KOSDAQ
(주)아이에이치큐,003560,201512,197312,,0,0,0,정보통신업,0,2.378300933283275,1.7854671488192797,-0.0158730158730159,-0.5721624516472346,1.1136882129277563,1.1270718232044197,0.1333333333333332,-0.0327868852459013,KOSPI
제일약품(주),271980,202012,201707,,0,0,0,제조업,1,0.015344384577081,6.030962740106674,-0.2047619047619048,0.850483357097538,-0.4954372623574144,-0.6718232044198894,0.2666666666666667,0.4918032786885247,KOSPI
(주)고영테크놀러지,098460,201312,200806,,0,0,0,제조업,1,0.056094086012429,-0.2814999221528982,1.6634920634920634,0.7119096187039072,1.4984790874524716,0.467403314917127,1.3666666666666667,-0.0655737704918029,KOSDAQ
케이씨코트렐(주),119650,201412,201001,,1,0,1,제조업,1,-1.559264880770997,-4.874182993897838,-1.3142857142857145,0.0402581543058691,-0.7897338403041825,-1.0795580110497236,-0.1523809523809525,-0.2459016393442621,KOSPI
(주)국순당,043650,201412,200008,,0,0,0,제조업,1,-0.5117662686686708,-0.3179622308010446,-0.6317460317460317,0.7325605987215087,0.0714828897338403,-0.3281767955801104,0.842857142857143,-0.5245901639344259,KOSDAQ
(주)대호에이엘,069460,201312,200211,,1,0,1,제조업,1,-0.5399902802056691,-0.7958273774036436,-0.5317460317460317,-0.6134575894227686,-0.1418250950570341,0.0906077348066298,-0.4904761904761905,-0.4262295081967212,KOSPI
(주)시노펙스,025320,201512,199504,,0,1,1,제조업,1,-2.0353976937624334,-4.874182993897838,-2.295238095238095,-0.6170529202682512,-0.0863117870722433,-0.2143646408839778,-0.2047619047619048,-0.2131147540983604,KOSDAQ
(주)프리엠스,053160,202012,200110,,1,0,1,제조업,1,-0.1505801216350605,-0.0408774593172523,-0.8476190476190476,0.400030017942543,-0.5273764258555133,-0.7193370165745856,1.3190476190476192,-1.0983606557377048,KOSDAQ
(주)에코프로,086520,202012,200707,,0,0,0,제조업,1,1.6396058520416468,0.8101929239733845,0.4714285714285713,1.265194877847441,-0.1802281368821292,0.0895027624309392,-0.3714285714285715,0.1803278688524592,KOSDAQ
(주)예스코홀딩스,015360,201512,199612,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.8345879235792644,3.4253032355629607,-0.5,0.5897161257751793,-0.2935361216730037,-0.3303867403314917,-0.2761904761904762,-0.1311475409836063,KOSPI
(주)무학,033920,202012,201007,,0,0,0,제조업,1,-0.9642029946666472,6.030962740106674,-0.6587301587301587,4.652617359921954,-0.361977186311787,-0.4232044198895027,-0.4142857142857144,-0.6557377049180326,KOSPI
(주)한국특강,007280,201312,198911,,1,0,1,제조업,1,-0.7996405184211319,-1.1809750622832258,-0.7095238095238096,0.6789103486856918,-0.496958174904943,-0.580110497237569,-0.5142857142857145,-0.2622950819672129,KOSPI
(주)코리아써키트,007810,201612,198509,,0,0,0,제조업,1,-0.3079297133350573,-0.7934957300312763,-0.2253968253968254,0.9538337688209088,0.5460076045627377,0.0232044198895027,0.8761904761904765,1.131147540983607,KOSPI
(주)에이치시티,072990,201612,201610,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.6537977753877728,-0.1268064796175731,0.9777777777777776,0.4973768411573283,0.3403041825095057,0.5845303867403314,-0.261904761904762,-0.4918032786885244,KOSDAQ
현대오토에버(주),307950,202012,201903,,0,0,0,정보통신업,0,-0.1658512610400373,0.0667500986150077,0.5984126984126983,2.8234740310685718,0.1482889733840304,-0.0585635359116022,0.3142857142857141,0.3278688524590167,KOSPI
테라사이언스(주),073640,201312,200401,,1,0,1,제조업,1,-1.710979946022993,-2.471944112827077,-1.1968253968253968,-0.3513190839069716,-0.7178707224334601,-1.9116022099447516,-0.8476190476190478,-1.2295081967213113,KOSDAQ
(주)아가방앤컴퍼니,013990,201512,200201,,0,0,0,도매 및 소매업,1,-0.2258963358336791,6.030962740106674,-0.7031746031746032,-0.0778488050812189,-0.2692015209125475,-0.4585635359116022,0.1380952380952381,-0.0163934426229504,KOSDAQ
(주)풍산,103140,201612,200807,,0,0,0,제조업,1,-0.114055661134261,1.0867474336671872,0.5873015873015871,-0.1824545125836579,0.1775665399239543,0.3922651933701657,-0.2380952380952382,0.1639344262295083,KOSPI
(주)에이티세미콘,089530,202012,201111,,0,0,0,제조업,1,-0.0803429908491599,-4.874182993897838,-1.641269841269841,-0.6940830541892085,-0.1049429657794676,0.6220994475138121,-0.6333333333333335,-0.0819672131147538,KOSDAQ
(주)아이톡시,052770,201312,200208,,0,0,0,도매 및 소매업,1,-0.4302589698767512,6.030962740106674,2.044444444444444,-0.6781667223817873,-0.2653992395437262,-0.2972375690607734,-0.1952380952380953,-0.1475409836065571,KOSDAQ
(주)대림제지,017650,201612,199411,,0,0,0,제조업,1,1.0465081050874916,1.3976515318217673,0.2984126984126983,0.7115412166817895,-0.1292775665399239,-0.3082872928176795,0.2619047619047618,1.540983606557377,KOSDAQ
씨큐브(주),101240,202012,201111,,0,0,0,제조업,1,-1.021913306982704,-0.5691611100034112,0.0746031746031745,0.099461723712128,0.0699619771863118,0.6662983425414365,-0.5095238095238096,-0.8196721311475408,KOSDAQ
(주)유비쿼스홀딩스,078070,201512,200901,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.6711770758907556,0.411439532614227,1.2174603174603174,0.5947304866317822,1.2684410646387831,1.0828729281767957,0.3904761904761905,-0.3770491803278686,KOSDAQ
(주)에스엠컬처앤콘텐츠,048550,201312,200101,,1,0,1,"전문, 과학 및 기술 서비스업",0,3.922669333258433,1.0523902611572908,-0.7523809523809524,-0.6682880903812961,-1.1539923954372624,-1.7005524861878452,0.0714285714285714,-0.1967213114754096,KOSDAQ
씨비아이(주),013720,201412,199312,,0,0,0,제조업,1,-0.1793491826212063,0.0912794701655209,-0.3333333333333333,-0.401544559589027,0.126615969581749,0.8187845303867404,-0.5285714285714287,0.3770491803278692,KOSDAQ
(주)서플러스글로벌,140070,202012,201701,,0,0,0,도매 및 소매업,1,0.5680739480415152,5.392247568047195,0.503174603174603,1.770246761132222,0.1988593155893536,0.8441988950276242,-0.3000000000000001,-0.6065573770491801,KOSDAQ
(주)일야,058450,201512,200201,,0,0,0,제조업,1,-2.0353976937624334,-0.3580290079786839,0.749206349206349,-0.43751833482286,1.096958174904943,0.1988950276243093,0.5809523809523809,2.344262295081968,KOSDAQ
우리손에프앤지농업회사법인(주),073560,201612,201607,,1,0,1,제조업,1,0.9059786559464066,0.0074914100573251,0.9999999999999996,-0.5179800653572476,0.2163498098859315,0.8220994475138121,-0.4857142857142858,0.0327868852459016,KOSDAQ
(주)지니틱스,303030,202012,201808,,0,0,0,제조업,1,-1.486368274242105,-0.8569353454463761,-0.126984126984127,-0.2031396038996035,0.7650190114068443,0.3535911602209944,0.3619047619047618,-0.2622950819672129,KOSDAQ
메디포스트(주),078160,201312,200507,,1,0,1,제조업,1,-0.0440719711089646,0.9384917741384522,-0.7333333333333333,1.4839301673500298,-0.94106463878327,-1.4784530386740329,-0.3238095238095239,-0.7540983606557374,KOSDAQ
대동기어(주),008830,201312,199105,,1,0,1,제조업,1,-0.0093596021696361,6.030962740106674,-0.6634920634920635,-0.0144359014592812,-0.6178707224334601,-0.8397790055248617,-0.3571428571428573,0.0327868852459016,KOSDAQ
