회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본정상영업이익률,금융비용부담률,1주당순이익,유동비율,당좌비율,부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,총자본투자효율,부가가치율,종업원1인당부가가치율_계산,자기자본회전률,타인자본회전률,시장구분
상신브레이크(주),041650,201412,200410,,0,0,0,제조업,1,12.52492876,13.44712118,10.20646086,0.47,2.135476752,9.36,1.05,881.5769778,100.6,62.18,165.28,11.2,6.25,34.92,31.26,119.6529688,3.311490822,1.89,KOSPI
(주)와이투솔루션,011690,201212,199512,,1,0,1,제조업,1,-7.196067924,-4.338381544,-4.418502125,-4.64,268.47299,1.55,2.26,-40.71024185,118.62,73.25,179.97,26.31,12.44,11.36,8.36,57.02891892,3.809407874,2.02,KOSPI
(주)코스온,069110,202012,200310,,0,0,0,제조업,1,-17.35899646,-16.46417861,-15.91878655,-24.71,-432.3986363,-6.7,5.3,-1406.63451,92.01,80.02,119.94,15.07,17.74,-3.59,-5.86,-75.62221774,0.99189399,0.77,KOSDAQ
(주)네이처셀,007390,201112,199211,,0,1,1,제조업,1,15.44834058,102.2875763,-22.89703556,0.0,-224.6944344,-3.39,2.35,-64.45911961,85.98,49.74,227.53,6.9,5.51,7.86,9.04,29.43642857,2.848836349,1.08,KOSDAQ
(주)에스에스알,275630,201812,201808,,0,0,0,정보통신업,0,78.27578096,102.2875763,27.09930506,0.0,-40.6925325,3.11,-0.36,163.536608,508.67,508.67,20.14,2.58,0.93,23.8,51.01,60.94742574,0.560453463,2.78,KOSDAQ
(주)클리오,237880,201712,201611,,0,0,0,제조업,1,-3.346963543,2.590261238,0.046590745,14.4,-57.68183472,4.59,1.48,430.3485764,225.43,197.21,61.02,1.8,0.82,5.32,6.4,52.34546763,1.372688715,2.06,KOSDAQ
(주)모다이노칩,080420,201412,200512,,0,0,0,도매 및 소매업,1,12.55827098,6.395389667,13.10063861,14.78,-1.736867921,17.12,-0.67,1233.418835,353.74,304.35,19.19,121.58,24.58,45.43,54.48,121.753176,1.024758952,6.39,KOSDAQ
(주)라이트론,069540,201112,200402,,0,0,0,제조업,1,19.14484487,17.51307595,25.94209115,2.83,4.140466912,12.23,-0.69,764.1132709,348.5,200.31,34.99,43.76,11.76,32.09,33.28,84.88146789,1.301587957,4.12,KOSDAQ
(주)한국화장품제조,003350,201812,197802,,0,0,0,제조업,1,2.746042595,5.86817384,31.34735501,1.65,64.28755902,6.75,0.15,732.1855693,209.84,170.63,42.73,2.55,0.62,20.29,16.51,78.73448649,1.468185994,4.02,KOSPI
(주)이오테크닉스,039030,201812,200008,,0,1,1,제조업,1,-2.283162155,4.805649245,-27.2314902,-7.98,-70.22476371,4.12,0.03,1777.999822,519.11,320.39,13.12,49.95,8.44,19.09,27.81,55.85598716,1.182445468,4.64,KOSDAQ
(주)파나진,046210,201112,200008,,1,0,1,제조업,1,38.09322437,-3.886580435,22.96240697,3.0,87.24173489,-0.76,3.06,-64.09371984,164.21,119.75,166.18,-13.9,-8.88,10.35,10.59,38.26640777,2.959961488,1.57,KOSDAQ
사조동아원(주),008040,201212,198906,,1,0,1,제조업,1,8.197301167,-1.329054634,16.84428216,0.71,218.5750871,0.94,2.52,16.02096362,88.01,56.69,297.03,-6.95,-6.14,9.38,11.06,110.2383009,2.843263927,1.2,KOSPI
(주)에스앤더블류,103230,201212,200908,,1,0,1,제조업,1,-10.17080023,5.84527367,-18.39477033,-11.48,-50.98899494,0.56,1.64,356.29625,125.16,63.2,55.94,20.04,8.75,20.25,24.64,80.48430556,1.317529265,1.9,KOSDAQ
베뉴지(주),019010,201212,199311,,0,1,1,도매 및 소매업,1,-22.36308992,-14.83235318,-24.89298474,-30.12,-131.0881109,-0.54,5.3,-2238.020276,84.74,67.1,107.23,-8.92,-13.66,-1.12,-4.33,-55.03550296,0.605898893,0.58,KOSDAQ
(주)케이사인,192250,202012,201404,,0,0,0,정보통신업,0,13.5517956,14.28924305,35.78619321,2.33,30.84502463,6.93,-1.01,60.62812778,435.95,435.39,18.3,70.22,23.37,14.45,31.08,111.4993182,0.480597175,3.14,KOSDAQ
고려제약(주),014570,201112,200012,,0,0,0,제조업,1,6.84528708,7.452548072,1.383955242,-7.01,17.1379013,8.05,1.33,344.2664545,321.26,272.83,41.97,4.89,2.07,25.57,36.63,67.6543254,0.949041521,2.28,KOSDAQ
(주)오리엔탈정공,014940,201112,200112,,0,1,1,제조업,1,10.23225841,-31.51271657,13.14113149,8.73,-432.3986363,-10.89,5.3,-2238.020276,55.56,40.15,388.92,1.87,2.74,-3.59,-5.86,-75.62221774,0.921202901,0.76,KOSDAQ
(주)마이크로프랜드,147760,202012,201612,,0,0,0,제조업,1,13.55980833,16.19657629,39.13877718,-4.29,156.0196696,7.94,0.16,595.0215095,234.38,167.05,38.39,34.67,12.47,25.43,32.96,107.7980769,1.147634392,2.88,KOSDAQ
(주)삼기,122350,201912,201003,,1,0,1,제조업,1,6.58666262,1.232851215,8.833470532,2.92,5.213711704,1.41,2.38,54.35256126,61.96,45.75,212.4,11.05,10.58,19.58,27.58,167.4247059,2.23197061,1.09,KOSDAQ
(주)코미코,183300,201912,201703,,0,0,0,제조업,1,25.50701956,22.52375488,4.13891023,1.57,-14.89704727,13.15,2.38,2600.163305,153.55,142.6,139.15,20.21,19.8,35.0,58.93,130.3156395,1.940833734,1.15,KOSDAQ
세원이앤씨(주),091090,201212,200607,,1,0,1,제조업,1,-2.446146345,-1.355413963,19.72215295,1.47,307.8224246,2.5,3.56,14.97134643,89.23,82.07,236.06,-1.59,-1.43,11.63,14.96,80.30786232,2.152848467,1.09,KOSPI
이트론(주),096040,201112,200801,,0,0,0,도매 및 소매업,1,-22.36308992,-31.51271657,-11.48311587,-19.75,-432.3986363,-10.89,-2.69,-1520.445735,765.12,765.12,8.48,-19.54,-11.34,-3.59,-5.86,8.608461538,2.30385101,3.36,KOSDAQ
(주)브이원텍,251630,202012,201707,,0,0,0,제조업,1,7.273143623,3.660549803,16.08448662,13.7,35.41826762,7.21,-2.61,366.452057,630.47,521.01,10.56,40.55,11.67,12.49,37.63,134.9096386,0.373691451,4.28,KOSDAQ
대주전자재료(주),078600,201112,200412,,0,0,0,제조업,1,19.33247182,46.79504402,60.14802353,4.92,72.4474466,8.83,0.0,589.6393153,83.87,48.33,183.8,-0.86,-0.42,16.57,12.62,87.09869792,1.60454688,2.05,KOSDAQ
(주)아모레퍼시픽그룹,002790,201712,197304,,0,0,0,제조업,1,3.482322708,6.558348489,-9.981197274,-13.02,-32.44509843,10.14,-0.35,5506.605401,215.74,176.66,23.66,52.25,12.16,23.71,28.84,647.4734014,1.048637546,4.12,KOSPI
(주)특수건설,026150,201112,199708,,0,0,0,건설업,1,14.10385289,-1.013020941,-3.466677195,0.0,-321.7418686,-3.07,0.6,-424.8868463,154.33,130.32,63.7,2.9,1.28,40.61,45.96,229.4246696,1.22912789,2.65,KOSDAQ
스튜디오드래곤(주),253450,201812,201711,,0,0,0,정보통신업,0,11.51817535,8.913721734,32.36450659,24.05,20.96634387,8.21,-0.89,1277.41956,228.45,227.91,27.68,-16.31,-4.77,26.62,35.93,685.3952381,0.778378719,3.76,KOSDAQ
쌍용씨앤이(주),003410,201412,197505,,0,0,0,제조업,1,-2.308759212,7.301380323,-1.942281556,-1.01,17.51528724,5.34,2.89,1283.222245,51.15,33.02,134.02,15.46,13.16,15.88,23.6,281.8833164,1.754993738,1.12,KOSPI
에스지에이솔루션즈(주),184230,202012,201312,,0,0,0,정보통신업,0,-3.259893267,47.28397153,-10.01723024,7.94,318.1404712,8.25,3.27,141.890891,128.45,124.01,90.7,10.24,5.57,39.96,45.71,60.64382353,1.629498845,1.52,KOSDAQ
(주)셀트리온,068270,201912,201802,,0,0,0,제조업,1,10.17777366,10.69849969,14.90567665,18.8,18.07341733,10.36,-0.11,2348.821388,271.61,224.95,34.35,42.5,28.6,19.45,65.0,316.6491142,0.412737475,1.19,KOSPI
(주)ES큐브,050120,201912,200204,,0,0,0,도매 및 소매업,1,78.27578096,4.65013396,29.45408102,0.0,-116.0852395,-0.91,5.3,-165.7002906,156.01,152.69,388.92,9.52,28.6,-0.12,-1.28,-75.62221774,0.603758667,0.58,KOSDAQ
대원화성(주),024890,201112,199710,,1,0,1,제조업,1,-7.039360629,-20.26074241,12.28559953,15.0,-13.69131716,-3.44,2.7,-205.9298839,79.98,49.71,182.14,-3.24,-1.89,8.54,7.71,6.263438735,1.479663721,1.76,KOSPI
(주)혜인,003010,201612,198809,,0,0,0,도매 및 소매업,1,-0.881985573,0.059948772,-20.9167782,0.59,100.4587008,2.2,1.73,23.68921524,97.19,36.0,156.88,11.44,7.77,13.73,15.27,81.57029326,2.844480428,1.46,KOSPI
남화산업(주),111710,201912,201811,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,1.290059218,1.741558117,11.58677318,2.67,48.5688208,3.79,-2.9,149.6076841,1062.09,940.6,9.15,46.11,28.6,6.84,65.0,130.9409091,0.348038399,1.19,KOSDAQ
(주)브리지텍,064480,201612,200806,,0,0,0,정보통신업,0,1.122514949,13.97032545,5.262173775,-1.72,30.8453235,13.1,-0.66,663.6463501,395.74,392.25,27.45,66.93,16.34,38.14,43.24,139.6090058,1.197690001,3.42,KOSDAQ
(주)제일기획,030000,201512,199803,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.247919936,-9.32942059,5.267983894,-2.78,0.351416128,6.86,-0.18,710.5362534,145.76,145.76,133.26,7.42,2.82,42.85,28.5,174.875362,3.437557647,2.77,KOSPI
(주)희림종합건축사사무소,037440,201212,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,9.287062096,0.693002578,7.630508197,4.75,136.379264,4.49,1.63,74.01133778,266.07,266.07,126.65,-11.03,-5.41,50.1,43.96,67.41303797,2.416707133,2.2,KOSDAQ
(주)키이스트,054780,201512,200311,,0,0,0,정보통신업,0,14.01246616,18.34754834,19.49255676,0.0,-3.663370816,8.42,-0.02,77.91953127,262.65,262.35,34.33,39.16,9.07,19.45,17.62,157.9944444,1.89667888,4.38,KOSDAQ
(주)서울제약,018680,201612,200008,,1,0,1,제조업,1,6.054785611,9.740510816,-14.89354011,-6.98,-414.9396588,-2.5,5.3,-602.4750133,271.81,202.19,138.3,-0.46,-0.62,16.79,38.67,73.60015,1.082684395,0.76,KOSDAQ
(주)한진중공업홀딩스,003480,201312,195603,,1,0,1,"전기, 가스, 증기 및 공기조절 공급업",0,9.339179688,-7.484814727,5.173014495,-30.12,-432.3986363,-1.7,0.56,-2238.020276,82.97,82.61,112.87,1.92,2.15,3.99,8.44,685.3952381,0.881012367,1.01,KOSPI
세명전기공업(주),017510,201212,199112,,0,0,0,제조업,1,5.815133213,6.160169524,-3.901938395,-3.09,-14.41190734,3.25,-2.14,256.8859373,285.69,248.77,23.92,35.03,23.62,11.77,41.11,81.63106383,0.39191053,1.51,KOSDAQ
(주)알톤스포츠,123750,201612,201007,,1,0,1,제조업,1,15.77493422,1.120028191,-15.61078749,-9.46,-141.503243,-7.67,1.07,-353.8296652,171.68,80.57,56.76,-19.54,-13.66,8.38,13.05,36.70619403,1.011574321,2.16,KOSDAQ
동국제약(주),086450,201812,200705,,0,0,0,제조업,1,28.64569539,18.64688961,12.97727729,10.17,10.07399428,12.91,-0.38,5464.592966,325.26,256.5,44.82,20.81,7.72,29.47,35.31,134.2591329,1.370204826,3.31,KOSDAQ
(주)토탈소프트뱅크,045340,201112,200207,,0,1,1,정보통신업,0,17.26909959,-2.341735736,-20.11600306,-1.43,-432.3986363,-10.89,-0.95,-202.9947278,336.61,335.7,57.5,21.9,13.0,29.74,48.36,36.69797101,1.441962389,1.87,KOSDAQ
(주)삼양옵틱스,225190,202012,201706,,0,0,0,제조업,1,-10.04653284,-12.14750003,-38.67458151,-15.13,-81.06783274,6.34,0.2,211.9828193,619.17,438.45,28.99,121.58,28.6,42.79,49.37,127.1254264,1.045488665,3.82,KOSDAQ
(주)세동,053060,201112,200108,,1,0,1,제조업,1,-11.73438376,-26.84260764,-14.70999267,5.96,-86.29194073,1.05,1.34,25.20940185,64.58,50.91,231.32,8.13,4.64,25.33,20.68,46.23758278,4.057401819,1.88,KOSDAQ
(주)파워넷,037030,202012,201806,,0,0,0,제조업,1,13.08085948,38.23733854,14.49245851,1.9,27.88950853,5.82,0.89,12.92993141,189.03,127.67,63.7,8.61,2.74,15.78,12.88,108.8957944,2.557227353,2.95,KOSDAQ
(주)포메탈,119500,201512,201009,,0,0,0,제조업,1,-7.637926574,2.124140403,-12.57462759,-1.55,-27.53443433,0.97,0.35,72.07559785,136.3,99.59,43.17,10.28,3.8,16.88,20.71,73.29637795,1.364846075,2.33,KOSDAQ
(주)모토닉,009680,202012,199401,,0,0,0,제조업,1,0.348611491,1.638596528,-14.00581584,0.72,17.18635438,2.57,-2.6,450.2698485,1062.09,940.6,8.48,99.34,15.47,8.82,21.85,138.2754286,0.434138519,5.88,KOSPI
(주)대륙제관,004780,201712,199412,,0,0,0,제조업,1,3.985063204,7.290398813,5.84807045,1.57,-31.47462741,8.58,0.16,604.7435488,207.34,145.39,54.29,35.61,9.81,28.75,22.51,97.75006608,2.039325649,3.6,KOSDAQ
(주)파인테크닉스,106240,201512,200903,,0,0,0,제조업,1,-0.584337156,4.575308435,2.592229396,11.93,-43.80798172,3.1,1.1,145.2920044,84.67,67.82,159.23,10.86,5.8,22.99,20.01,94.76150735,3.467607943,1.84,KOSDAQ
(주)하이텍팜,106190,201512,201007,,0,0,0,제조업,1,4.535709855,5.583591431,-15.47535528,3.03,-31.55816162,4.95,-1.18,923.0825549,432.02,355.3,14.63,80.43,23.79,11.05,25.59,181.0029412,0.639683088,3.34,KOSDAQ
(주)제로투세븐,159580,201512,201302,,1,0,1,도매 및 소매업,1,14.572442,-1.274710137,10.65235002,20.09,-291.2046378,-0.38,0.03,-91.18852726,191.11,74.96,111.54,-19.37,-4.74,23.89,11.09,61.89939163,4.1440556,4.68,KOSDAQ
(주)코리아나화장품,027050,201112,199912,,1,0,1,제조업,1,8.726093393,25.79544016,0.456100545,-11.97,-214.304665,-0.49,1.26,16.103325,122.17,102.31,87.97,30.53,15.7,20.42,22.44,68.35640483,0.396569257,1.94,KOSDAQ
(주)솔고바이오메디칼,043100,201712,200008,,0,0,0,제조업,1,31.62607243,44.38662982,-2.155769399,7.48,22.27995905,-10.64,1.13,-71.17581229,234.84,120.29,37.7,-19.54,-13.66,1.22,3.39,-11.46417722,0.583323761,1.35,KOSDAQ
STX엔진(주),077970,201112,200405,,0,0,0,제조업,1,22.54426052,32.51396453,9.102024659,-2.91,20.64733474,5.47,2.49,2613.071392,92.58,61.51,243.28,-4.89,-5.83,9.35,15.72,180.7341932,0.496897796,0.91,KOSPI
(주)인포바인,115310,201412,201002,,0,0,0,정보통신업,0,12.29388368,16.27328112,5.158056969,0.0,3.638878204,16.94,-2.91,3981.216313,442.2,442.2,29.09,54.01,28.6,23.9,65.0,306.2047541,0.401834939,1.15,KOSDAQ
(주)엘지유플러스,032640,201612,200804,,0,0,0,정보통신업,0,0.31896081,8.495745552,6.075171432,9.79,18.05257057,6.24,0.94,1128.55286,73.29,65.97,148.41,28.05,17.54,26.78,28.04,360.0068672,2.469299864,1.56,KOSPI
경남스틸(주),039240,201112,200003,,0,0,0,제조업,1,30.44021207,22.03426437,29.74529251,14.29,98.8153753,11.69,0.79,1870.341,129.91,67.93,125.81,-10.48,-2.11,16.64,6.01,253.952,0.348038399,4.55,KOSDAQ
(주)이엠앤아이,083470,201712,200809,,1,1,1,제조업,1,-22.36308992,-31.51271657,-22.21602122,19.66,-25.03795801,-2.84,1.14,-1586.408118,77.74,66.52,372.11,-13.47,-7.66,-3.59,-5.86,-75.62221774,2.669315956,1.73,KOSDAQ
(주)현대에버다임,041440,202012,200311,,0,0,0,제조업,1,-10.88094103,-3.24751049,5.982916348,-4.0,-6.054174442,1.09,-0.23,-396.8337923,276.32,102.35,35.99,25.31,6.35,11.13,10.55,28.50481771,1.302156798,3.37,KOSDAQ
(주)삼화네트웍스,046390,201312,200101,,1,0,1,정보통신업,0,27.17552396,20.42455951,82.96258463,25.0,124.9512217,7.95,-1.09,80.48136483,397.75,397.75,21.77,121.58,22.95,14.12,13.02,184.7336667,1.442790714,7.66,KOSDAQ
더이앤엠(주),089230,201112,200610,,1,0,1,정보통신업,0,4.033772175,-14.01876622,47.83582456,32.47,49.85891088,-5.17,4.28,-2238.020276,81.2,38.8,247.79,-7.44,-10.8,0.17,0.34,1.960392157,1.284886391,0.73,KOSDAQ
부산주공(주),005030,201612,197512,,1,0,1,제조업,1,6.065484434,-10.48050907,-6.528206892,44.64,-248.7955532,-2.19,2.05,-403.845354,51.15,33.02,388.92,7.07,8.99,7.64,11.74,33.14522013,3.907428755,0.83,KOSPI
(주)엘에프,093050,201212,200612,,0,0,0,제조업,1,3.011539273,6.033453629,1.888185422,6.59,-39.56241544,6.54,-0.04,1940.683242,322.66,154.29,38.11,17.76,4.04,44.35,36.53,560.5031887,1.725651745,4.31,KOSPI
(주)이엘피,063760,201812,201704,,0,0,0,제조업,1,28.04573359,23.95502021,11.40511389,9.17,-16.56346478,20.54,-0.83,3022.665376,579.9,523.58,15.92,121.58,28.6,31.29,47.42,194.3070588,0.851079301,5.94,KOSDAQ
(주)상아프론테크,089980,201512,201107,,0,0,0,제조업,1,16.83191377,9.867916367,11.96183983,0.23,74.44846787,6.0,0.86,607.8953475,110.78,79.11,95.26,10.65,6.53,25.2,31.7,99.03186047,1.625211463,1.81,KOSDAQ
(주)인포피아,036220,201212,200706,42499.0,0,0,0,제조업,1,17.20708063,3.516886194,6.900155628,0.0,-110.0169658,-0.82,0.25,-565.974757,717.14,597.38,39.14,23.74,12.06,8.94,16.16,37.99012448,0.745966458,2.52,KOSDAQ
(주)인텍플러스,064290,201412,201101,,1,0,1,제조업,1,-19.58828855,-26.92510984,-18.4585288,-7.45,28.9623924,-10.89,4.05,-607.1329627,169.81,112.76,97.36,-19.54,-13.66,14.32,37.93,31.96241611,0.58368607,0.72,KOSDAQ
와이엠티(주),251370,202012,201704,,0,0,0,제조업,1,21.06465792,30.53523836,18.91439015,7.43,6.220940016,12.96,1.04,1322.047883,236.63,202.87,68.12,23.72,16.8,23.14,40.44,105.7640252,1.158506087,1.48,KOSDAQ
휴림네트웍스(주),192410,201512,201408,,0,1,1,제조업,1,16.33684166,2.630901486,-38.26590385,9.88,-92.96960858,0.94,-1.25,349.4814692,503.34,488.6,21.44,50.19,12.32,18.84,26.21,78.18752809,1.451726013,4.07,KOSDAQ
제이더블유생명과학(주),234080,202012,201610,,0,0,0,제조업,1,6.453729961,8.056386085,7.81353844,1.46,32.61148406,18.98,0.64,1092.550633,81.56,57.33,61.82,43.36,19.35,27.4,32.01,197.5243165,1.46822438,2.28,KOSPI
(주)파트론,091700,201612,200612,,0,0,0,제조업,1,-0.666447683,6.213084273,-1.785538073,-2.07,-34.98186117,7.53,0.05,521.9714712,165.25,110.28,31.44,80.17,12.26,32.25,20.63,116.7279661,2.307042239,5.9,KOSDAQ
대보마그네틱(주),290670,201812,201811,,0,0,0,제조업,1,78.27578096,102.2875763,56.63339415,0.0,-9.373240525,11.34,-0.06,1053.419848,493.57,420.76,24.79,45.59,16.28,19.67,35.37,202.5675,0.950820111,2.8,KOSDAQ
휴마시스(주),205470,201812,201412,,0,0,0,제조업,1,18.48167364,-1.280930831,13.50919946,-3.61,-432.3986363,-3.26,0.25,-30.41187242,503.77,451.55,112.66,-8.63,-13.66,8.67,30.78,37.152625,0.520865019,0.63,KOSDAQ
(주)스타플렉스,115570,201312,201001,,0,0,0,제조업,1,-22.36308992,-4.044742864,-38.67458151,2.95,58.26862186,3.65,3.29,-343.3422222,61.07,33.69,163.94,15.18,13.12,14.07,19.57,86.31184426,1.857803642,0.87,KOSDAQ
한국제지(주),002300,201212,197106,44025.0,0,0,0,제조업,1,-3.207729786,1.582027547,-0.187509355,1.42,16.53212381,1.12,-0.12,2235.733471,232.17,178.47,30.81,28.58,6.55,9.64,9.38,119.6629459,1.368356714,3.98,KOSPI
(주)한진칼,180640,202012,201309,,1,0,1,운수 및 창고업,0,29.51041708,17.14588594,-38.67458151,-9.09,-432.3986363,-7.15,5.3,-2238.020276,134.86,134.58,109.62,-1.54,-6.88,0.38,3.21,685.3952381,0.765436114,0.58,KOSPI
(주)좋은사람들,033340,201612,199711,,0,0,0,제조업,1,-2.517370377,-4.163077081,2.156930338,-3.93,-432.3986363,-3.68,0.0,-158.0030785,310.96,178.51,37.27,22.47,5.37,22.15,19.48,54.38429668,1.475961821,4.23,KOSDAQ
(주)서진오토모티브,122690,201812,201005,,1,0,1,제조업,1,4.597713509,-14.10802894,3.887924511,-10.71,-60.99590609,-1.47,1.05,-1254.232335,51.76,37.31,388.92,7.53,4.09,18.28,12.31,63.80690909,6.550720162,1.93,KOSDAQ
롯데관광개발(주),032350,201112,200606,,1,0,1,임대업,1,12.66453051,-9.110454528,49.38029498,17.43,-432.3986363,-2.63,5.3,-948.7970909,51.15,33.02,149.81,0.18,0.43,9.76,37.88,25.54208333,2.597045552,0.58,KOSPI
(주)노루홀딩스,000320,201212,197308,,0,0,0,"전문, 과학 및 기술 서비스업",0,6.20055238,2.534777069,6.872745387,0.0,11.8500804,2.1,2.2,1403.986272,117.42,85.93,124.74,5.18,4.11,18.0,25.69,372.2167532,1.5942147,1.32,KOSPI
(주)케스피온,079190,201112,200511,,1,0,1,제조업,1,25.33576655,-0.499027575,34.02805305,-25.45,-90.83896232,-5.03,0.73,-254.4428912,84.49,64.02,89.98,0.41,0.33,9.16,15.2,25.2908982,0.501515005,1.59,KOSDAQ
(주)이브이첨단소재,131400,201412,201012,,0,1,1,제조업,1,-12.82667866,-15.08918694,-25.03992461,-19.81,-258.5613995,-6.15,0.74,-371.3758,138.25,83.34,77.05,6.36,2.75,15.07,14.97,30.16718147,2.189495749,2.2,KOSDAQ
강남제비스코(주),000860,202012,197511,,0,0,0,제조업,1,5.932958102,3.798981421,2.486303781,-1.74,172.0843463,0.39,-0.19,3856.539077,293.2,223.8,22.26,16.09,6.12,12.65,26.44,83.21717873,0.598780415,2.83,KOSPI
(주)투비소프트,079970,201312,201006,,0,0,0,정보통신업,0,35.35356395,17.35358546,0.992009605,-0.38,15.1882387,12.21,-0.26,433.4557522,482.47,482.47,44.28,49.52,17.45,50.49,65.0,77.46235521,1.585397092,3.83,KOSDAQ
(주)티피씨,130740,201512,201102,,0,0,0,제조업,1,4.250848686,8.346591378,3.043400472,3.85,61.19430164,5.49,-0.98,420.0425397,292.32,242.27,30.05,24.42,6.71,19.27,22.92,71.89882716,1.182907295,3.5,KOSDAQ
(주)위메이드,112040,201412,200912,,0,1,1,정보통신업,0,46.71340923,36.08673981,-28.46924379,2.76,-354.8905329,-6.9,-1.53,12280.0219,438.22,438.22,15.77,4.5,2.04,50.49,65.0,321.054565,0.666056273,3.28,KOSDAQ
케이씨코트렐(주),119650,201412,201001,,1,0,1,제조업,1,4.29165827,-16.01410921,-27.91387687,-5.68,-432.3986363,-3.8,0.1,-764.8413,127.15,121.15,182.99,-5.65,-2.97,8.56,6.97,52.06670683,4.013267722,2.07,KOSPI
(주)피에이치씨,057880,201112,200312,,0,0,0,도매 및 소매업,1,-13.64519074,-1.392483402,-9.989861188,-4.23,594.6717064,0.66,0.41,148.9474259,673.83,458.65,35.05,-19.31,-6.51,6.6,8.58,60.32676471,3.846473082,2.28,KOSDAQ
(주)체리부로,066360,201912,201712,,1,0,1,제조업,1,4.508093432,-5.096567446,2.607407324,-7.26,-432.3986363,-5.27,1.5,-737.8014047,51.15,33.02,192.42,-0.17,-0.1,11.7,10.88,31.04630435,2.795487326,1.71,KOSDAQ
(주)국영지앤엠,006050,201712,199410,,0,0,0,제조업,1,0.654912452,4.061674383,22.16453235,-1.77,466.7860229,2.14,-0.06,41.02633703,266.88,238.44,25.64,-11.33,-2.43,14.66,15.42,87.32018018,1.218608391,4.4,KOSDAQ
핸즈코퍼레이션(주),143210,201612,201612,,0,0,0,제조업,1,2.708013868,61.17833701,0.122491047,0.0,30.5937466,8.92,1.0,1603.536273,112.05,68.65,121.02,9.3,5.06,28.66,28.5,82.67999333,2.22095387,1.62,KOSPI
(주)동방아그로,007590,201112,197706,,0,0,0,제조업,1,9.890796617,6.477545019,2.114412802,3.54,-16.72071789,4.6,-0.27,466.4955734,449.7,234.47,32.57,41.23,14.58,18.27,26.3,116.4751709,0.921225359,2.83,KOSPI
(주)서린바이오사이언스,038070,202012,200510,,0,0,0,도매 및 소매업,1,-3.048913232,0.195749215,19.62074271,-2.22,147.9923695,5.63,-0.36,600.0626697,306.37,219.56,27.47,32.63,8.45,17.14,20.6,138.8267045,1.061349435,3.59,KOSDAQ
(주)서플러스글로벌,140070,202012,201701,,0,0,0,도매 및 소매업,1,25.27123042,7.893252398,13.80646654,0.0,467.1160501,7.65,-0.04,316.0200335,270.7,94.29,66.07,20.35,14.44,12.84,22.9,405.9654902,0.966166704,1.76,KOSDAQ
(주)테스,095610,201612,200805,,0,0,0,제조업,1,53.25311549,57.35220514,78.28966467,11.57,283.6572669,20.54,-0.13,1610.638357,361.62,292.75,24.76,26.53,5.44,30.54,31.55,220.6238174,1.126592759,5.67,KOSDAQ
(주)비에이치,090460,201912,200701,,0,0,0,제조업,1,1.742959237,48.71869334,-14.71953761,-1.17,-31.2664536,13.2,0.67,1731.958031,133.44,108.28,71.03,58.41,17.71,42.9,31.31,88.0272892,2.802300946,2.73,KOSDAQ
