회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,매출액증가율,정상영업손익증가율,자기자본정상영업이익률,금융비용부담률,1주당순이익,1주당 CASH FLOW,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,부가가치율,종업원1인당부가가치율_계산,자본집약도_계산,타인자본회전률,순운전자본회전률,시장구분
신라교역(주),004970,201212,197606,,0,0,0,"농업, 임업 및 어업",0,1.6231035909789977,1.7405281981375598,0.999176276771005,-1.5714285714285714,3.0341380053258686,1.1826388969212536,0.5268350434096291,0.1070640176600441,0.3285638579756227,1.1955773121703592,0.2401665022125956,0.8654708520179373,0.8437499999999997,KOSPI
코스모신소재(주),005070,201212,198709,,1,0,1,제조업,1,-1.1156740301500212,-4.029712818195541,-1.5535420098846786,2.461038961038961,-1.114013641102101,-0.6514046188022192,-0.7067876874506709,-1.3211920529801324,-0.6756756756756758,-0.7563971989423821,-0.0665967092094779,-0.618834080717489,-0.3125000000000001,KOSPI
(주)엘지생활건강,051900,201812,200104,,0,0,0,제조업,1,0.1771516594267954,0.188227855854434,1.9250411861614491,-0.1558441558441558,11.313521373728785,13.140001190915845,1.3370165745856353,0.6501103752759381,0.2623211446740858,1.5302285958656705,0.1472112092455016,0.7309417040358746,1.875,KOSPI
에코플라스틱(주),038110,201812,200003,,0,0,0,제조업,1,-0.0044426295175258,-0.0129649228839088,-0.886326194398682,0.2467532467532467,-0.6529010416884897,0.495499459051913,-0.1022099447513812,-0.1313465783664459,-0.4202437731849497,0.3024371987360342,-0.1905177227406827,-0.0313901345291481,1.109375,KOSDAQ
동아에스티(주),170900,201912,201304,,0,0,0,제조업,1,0.1922798261555025,0.5500432851606296,0.1210873146622735,-0.0454545454545454,6.142256189546231,3.041797979859246,0.0939226519337017,0.3399558498896246,0.8871224165341812,0.420967010817438,-0.0769546182981546,-0.3139013452914799,-0.3437500000000001,KOSPI
(주)덕산테코피아,317330,201912,201908,,0,0,0,제조업,1,-0.8512303029352647,-0.4623490105811583,0.4324546952224052,-0.6038961038961038,0.1692595915605263,0.0434199718521258,4.147987371744278,2.43598233995585,1.4181240063593008,0.9394008473365536,0.403976257300365,0.4080717488789237,-0.0625,KOSDAQ
미래산업(주),025560,201212,199611,,1,0,1,제조업,1,-1.973388654690997,0.1672598248134835,-2.2545304777594724,3.720779220779221,-0.3678085652374109,-0.3112643103807887,-0.3666140489344909,-0.0507726269315673,-1.4753577106518283,-1.915432251215084,0.097200568213171,-0.8026905829596415,-1.0156250000000002,KOSPI
(주)아시아경제,127710,201912,201507,,0,0,0,정보통신업,0,-0.2097395279266027,-0.4361464831558379,-0.3797364085667215,-0.4935064935064935,-0.1722492167002963,-0.4495712548726815,-0.6176006314127861,-0.932671081677704,2.2496025437201914,-0.2569994457111609,-0.3081912059022376,-0.6457399103139014,-0.953125,KOSDAQ
(주)에이스토리,241840,201912,201907,,0,1,1,정보통신업,0,-1.973388654690997,-2.118579377530765,-0.9835255354200988,-0.5584415584415585,-0.392416242065284,-0.7421827999776415,-1.2734806629834252,-2.041942604856512,0.9713831478537364,3.682027557180688,1.1273636428885103,1.982062780269059,0.0156249999999996,KOSDAQ
(주)드림텍,192650,201912,201903,,0,1,1,제조업,1,-0.5563900303244812,-0.2661290053183804,0.7397034596375617,0.0909090909090908,-0.0012198742143156,0.0516559392407994,0.8622730860299922,0.4304635761589403,0.0259671436142023,-0.25463562600132,-0.3512411809959374,0.6188340807174889,1.5156249999999996,KOSPI
(주)흥국에프엔비,189980,201912,201508,,0,0,0,제조업,1,0.4403293460598984,0.473468303874255,0.1342668863261944,-0.5324675324675325,-0.1842017560794336,-0.1791006058020294,0.6247040252565115,0.8377483443708608,0.8532061473237944,0.1614882618527899,-0.1595335922088043,-0.0448430493273543,-0.3593750000000001,KOSDAQ
(주)유티아이,179900,201912,201709,,0,0,0,제조업,1,1.3797656564469576,-0.1876812536105022,0.2207578253706754,-0.1688311688311688,-0.0573567450176709,0.0865388822692744,1.612075769534333,1.3289183222958056,1.2734499205087442,0.5457234774684918,-0.3215377556829055,0.3811659192825113,0.0156249999999996,KOSDAQ
신라에스지(주),025870,201212,199507,,0,0,0,도매 및 소매업,1,2.6663402362550173,-0.7730058138479772,-0.4349258649093904,0.6558441558441558,-0.1701727014360219,-0.3284771879296946,-0.7790055248618784,-0.955849889624724,-0.4043455219925809,-0.4710815496319407,-0.515239714252219,0.1524663677130044,0.9062499999999998,KOSDAQ
삼화전기(주),009470,201212,198611,,0,0,0,제조업,1,-0.0389899695249261,2.228738125917367,-0.2001647446457989,0.8506493506493505,-0.0676373709127106,-0.6088592580648144,-0.4881610102604578,-0.6247240618101545,0.1091679915209326,-0.5700017986918909,-0.6197004940834949,-0.2914798206278028,-0.078125,KOSPI
(주)드래곤플라이,030350,201212,199711,,1,0,1,정보통신업,0,-0.5793158103505524,0.6708718060706881,-0.1688632619439868,-0.961038961038961,-0.7056803542904638,0.0031791379601312,0.2280978689818468,2.43598233995585,-1.276629570747218,-1.0934111188221307,-0.3019128340120846,-0.7130044843049329,-0.8750000000000001,KOSDAQ
엘아이지넥스원(주),079550,201912,201510,,0,0,0,제조업,1,-0.290606140507941,-0.228603496796452,-0.4036243822075783,0.396103896103896,-0.183966746193237,3.1434087459478985,-0.1306235201262825,0.5286975717439293,0.2776894541600423,0.2347291002597473,0.0593411676756642,-0.6771300448430496,-0.8906250000000001,KOSPI
(주)쿠첸,225650,201812,201509,43724.0,0,0,0,제조업,1,-0.5011191999552163,5.9948781588505815,-0.3673805601317957,-0.2922077922077922,-0.2458838370518708,-0.4750116217407684,-0.0726124704025256,-0.434878587196468,-0.6942236354001061,-0.3676277355631782,-0.4440247938464006,1.394618834080718,1.7500000000000002,KOSDAQ
(주)하츠,066130,201912,200302,,0,0,0,제조업,1,0.2207550382909797,1.1923903719107425,-0.387149917627677,-0.577922077922078,-0.1528149619619124,0.0006089145588523,0.9558011049723756,-0.0949227373068433,-0.4356120826709063,-0.3126541939416363,-0.2782259531095736,2.4843049327354265,0.6093749999999999,KOSDAQ
(주)지누스,013890,201912,201910,,1,0,1,제조업,1,1.3761369452203966,1.1457428600711652,2.187808896210873,0.7337662337662337,3.61271192838234,-1.0962079539753995,-0.5390686661404893,-0.6898454746136865,0.1669316375198727,5.642676849503958,4.550532822249672,-0.0448430493273543,0.0,KOSPI
(주)율호,072770,201812,200707,,0,0,0,정보통신업,0,-0.2979322481466288,0.8699775223168513,-1.3253706754530477,-0.2727272727272727,-0.3478834230095948,-0.313128098114613,-0.8484609313338595,-0.9481236203090508,-1.1701112877583468,-1.1065057092019044,0.0538381708347561,0.1569506726457399,-0.1406250000000001,KOSDAQ
(주)유유제약,000220,201912,197511,,0,0,0,제조업,1,0.265551733667797,0.6428946088211583,0.1103789126853377,0.7792207792207791,0.2613082697432902,0.5522289207703232,0.3224151539068666,0.552980132450331,1.0031796502384738,-0.0270434746745381,-0.349883168673376,-0.2107623318385651,-0.3593750000000001,KOSPI
(주)케이피엠테크,042040,201212,200301,,1,0,1,제조업,1,0.4543317401320819,-3.661792944752401,-2.2545304777594724,2.636363636363636,-1.4223084067691028,-0.0135437273207903,-0.3433307024467245,-0.228476821192053,-1.4228934817170114,-1.915432251215084,0.1383086248168495,-0.5695067264573992,-0.6406250000000002,KOSDAQ
(주)케이씨,029460,201912,199711,,0,0,0,제조업,1,-0.3414386977853676,-0.1076076772546573,0.5280065897858319,-0.7467532467532467,2.930718708567132,0.8429367130020996,0.5489344909234413,0.3587196467991169,0.9390567037625864,5.406926333748341,3.909287123491137,0.3273542600896861,0.2187499999999998,KOSPI
가온전선(주),000500,201212,198706,,0,0,0,제조업,1,-0.3361210231725083,2.059703147140932,-0.1696869851729818,0.1948051948051948,0.4836351588146547,4.397626522387061,-0.3338595106550907,-0.5132450331125827,-0.907790143084261,0.098314782473776,0.5782996841669563,0.7354260089686099,1.6718749999999998,KOSPI
(주)위니아,071460,201912,201607,,0,0,0,제조업,1,1.5385674317031075,1.2626856644762294,1.1227347611202636,0.3506493506493506,-0.0592427002052185,0.2412905946630336,-0.2277032359905288,-0.282560706401766,-0.2660307366189719,0.3795733200060009,-0.1847197959092857,0.0179372197309417,0.7968749999999997,KOSDAQ
(주)이엠텍,091120,201912,200705,,0,0,0,제조업,1,-0.5207004029470519,-1.3878732839899692,-0.886326194398682,-0.0129870129870129,-0.3159823416845588,0.3394300831491399,1.0307813733228095,0.281456953642384,0.4594594594594594,-0.6121228445373715,-0.3112253121691858,0.4977578475336323,0.9687499999999998,KOSDAQ
무림에스피(주),001810,201212,200001,,0,0,0,제조업,1,-0.3753544292231155,-0.2320804979184664,-0.2207578253706754,0.4025974025974025,-0.0830983324663363,0.142846876637147,0.2726913970007893,0.8532008830022074,-0.1197668256491786,0.622454966642515,0.5669926122179134,-0.4170403587443947,-0.1562500000000001,KOSDAQ
(주)빅텍,065450,201212,200302,,0,0,0,제조업,1,-0.7007875567020626,-0.2026901213720909,-1.8500823723228996,-0.5714285714285715,-0.4584146958141108,-0.3746980382088503,-1.2734806629834252,-2.08167770419426,-0.1875993640699522,-0.769881064851768,-0.5453109490051535,-0.2242152466367713,-0.3906250000000001,KOSDAQ
(주)뉴로스,126870,201812,201202,,1,0,1,제조업,1,0.5309876299730374,-0.6448686522215697,-0.5090609555189456,1.9415584415584413,-0.5926607997886135,-0.4924637685572073,-0.7383583267561169,-1.9657836644591609,-0.8304186539480659,-1.0878482690843656,0.3883506851220109,-0.7892376681614353,-1.2031250000000002,KOSDAQ
대양제지공업(주),006580,201912,199312,,0,0,0,제조업,1,-0.6047556696090438,-0.1889780944176546,1.3525535420098846,0.0454545454545454,0.4384876006331965,0.2906661190501099,1.286503551696922,1.0022075055187636,0.059353471118177,3.1690057083900385,1.4453039358183213,0.2152466367713005,1.2968749999999998,KOSDAQ
(주)팜스빌,318010,201912,201910,,0,0,0,제조업,1,2.362991376609692,0.3612969775038085,0.7792421746293244,-0.8831168831168832,0.4045341777242713,0.0456453720914255,1.2371744277821626,1.359823399558499,0.6958134605193429,2.861876674406496,2.1377776492383727,0.3721973094170405,-0.4531250000000002,KOSDAQ
(주)루멘스,038060,201812,200608,,1,0,1,제조업,1,-0.7034777133293522,-1.3290332216201433,-1.4514003294892914,0.2142857142857143,-0.8054167614773616,-0.3714749168772928,-0.4996053670086819,-0.6379690949227373,-0.6401695813460521,-1.1577786345642052,0.768975385959262,0.0403587443946187,0.0,KOSDAQ
안국약품(주),001540,201812,200006,,0,0,0,제조업,1,-0.1470648311412455,0.59883160393404,0.2504118616144976,-0.1688311688311688,0.4795281456733489,-0.3605680912271931,0.0039463299131807,-0.1357615894039735,0.6099629040805513,0.1594024237160884,-0.3592205161172335,0.1614349775784753,-0.2656250000000002,KOSDAQ
한신기계공업(주),011700,201212,198707,,0,0,0,제조업,1,0.0830634479403681,-0.1466529290884141,0.2174629324546952,-0.7727272727272727,-0.1764121013304029,-0.25816253828598,-0.1345698500394633,-0.2991169977924945,-0.1891891891891892,0.3243720745015392,0.1691317056820684,0.4080717488789237,-0.2812500000000002,KOSPI
(주)에스비엠,037630,201212,199912,41479.0,0,0,0,제조업,1,0.1254988687605269,-0.1046622510740627,1.1614497528830312,-1.9285714285714288,0.0365184281677481,-0.119082072655107,4.147987371744278,2.1589403973509933,0.94223635400106,0.5802521511910181,-0.1506530019040973,1.9282511210762332,-0.5000000000000001,KOSDAQ
(주)파커스,065690,201912,200207,,0,0,0,제조업,1,-0.1749166915603473,-3.220486337992694,-1.0247116968698518,-0.1363636363636363,-0.5027599960365232,-0.1471657085646815,0.1211523283346487,-0.0264900662251655,-0.1446740858505565,-0.6526632017392536,0.3329517751089043,0.3991031390134528,-0.1562500000000001,KOSDAQ
(주)에스엠컬처앤콘텐츠,048550,201212,200101,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.7937848707518755,-4.029712818195541,-1.403624382207578,-0.9220779220779222,-0.457146811838142,-0.3715673735820705,-0.935674822415154,-1.4525386313465782,-1.4753577106518283,-1.2293515557059025,-0.5538107567130481,-0.3183856502242154,-0.7500000000000001,KOSDAQ
(주)다날,064260,201212,200407,,1,0,1,정보통신업,0,0.2381109791221642,-0.0945657122119992,-0.8920922570016474,2.896103896103896,-0.7768806812399555,-0.7688453735919343,-0.8216258879242305,-2.08167770419426,-1.4753577106518283,-1.4622110770980232,1.2635106698151124,-0.8116591928251123,-1.234375,KOSDAQ
(주)스마트솔루션즈,136510,201912,201111,,1,1,1,제조업,1,-1.3189629446337483,-4.029712818195541,-2.2545304777594724,0.2142857142857143,-1.1073177063140578,-1.0807857289042315,-1.2734806629834252,-2.08167770419426,-0.886592474827769,-1.0528665988731938,-0.3422519277841169,-0.3632286995515696,-0.8906250000000001,KOSDAQ
(주)엘앤케이바이오메드,156100,201812,201611,,1,0,1,제조업,1,-0.2364531322566441,-0.067459047586763,-2.2545304777594724,3.142857142857143,-0.5458472395568769,-0.7371561035619459,-1.091160220994475,-2.08167770419426,0.960254372019078,-0.2186918543640093,0.2187247626022806,-0.7802690582959644,-1.234375,KOSDAQ
(주)넥솔론,110570,201212,201110,42842.0,1,0,1,제조업,1,-1.973388654690997,-4.029712818195541,-2.2545304777594724,3.720779220779221,-1.2407391999168036,-0.0006945409380791,-0.1527229676400947,1.6578366445916113,-1.447270800211977,-1.2666348869033672,0.5934467012761946,-0.8116591928251123,-1.0312500000000002,KOSPI
(주)지어소프트,051160,201212,200205,,1,0,1,정보통신업,0,-1.245331433355824,0.8885981003420401,-1.9258649093904447,-0.4415584415584415,-0.2936117015014452,-0.4296095653572257,-1.0978689818468823,-1.1236203090507726,0.5124536301006889,-0.6093241883650141,-0.6423393412390275,0.0358744394618834,-0.1875000000000001,KOSDAQ
(주)인포바인,115310,201912,201002,,0,0,0,정보통신업,0,-0.4520512978716429,-0.1091187216261569,0.3196046128500824,-2.1818181818181817,1.8642862164401468,0.9188233279705617,4.147987371744278,2.43598233995585,2.2496025437201914,1.0798566227532551,0.6363698235487525,0.8565022421524666,-1.234375,KOSDAQ
삼영화학공업(주),003720,201212,197606,,0,0,0,제조업,1,-0.7353281470615599,-0.7988451277238867,-0.229818780889621,-0.2142857142857143,-0.1804506888702473,-0.0966249266994045,0.2016574585635359,0.0165562913907284,-0.4054054054054055,-0.2406689414093611,-0.0709887761234464,0.1883408071748879,0.4062499999999996,KOSPI
(주)씨앤에스자산관리,032040,201212,199701,43384.0,0,0,0,임대업,1,0.3334831830252828,-0.5548940794191841,0.1359143327841845,-0.9935064935064934,0.423328447278777,-0.4638970960525604,-1.112470402525651,-1.1037527593818983,2.2496025437201914,-0.8688945689478657,-0.6423393412390275,0.5605381165919283,0.5468749999999998,KOSDAQ
(주)필옵틱스,161580,201812,201706,,0,0,0,제조업,1,-1.973388654690997,-2.4684884685517123,-2.2545304777594724,0.987012987012987,-1.5138512518796132,-1.248612354694547,-0.9510655090765588,-2.08167770419426,-1.3751987281399047,-1.1643464740546612,-0.3442903781625825,-0.7892376681614353,-1.1562500000000002,KOSDAQ
(주)케이피에프,024880,201912,199412,,0,0,0,제조업,1,-0.1893722640645583,0.0868862780977238,0.2281713344316309,0.7402597402597402,0.0394570849162393,0.7099954179551935,-0.032359905288082,0.2339955849889624,-0.1664016958134605,0.0615074834381242,0.0683782770125247,-0.4080717488789239,-0.5156250000000001,KOSDAQ
성호전자(주),043260,201212,200111,,0,0,0,제조업,1,-1.1750263891856736,-3.0850726004891693,-1.202635914332784,0.6298701298701298,-0.4313082573136578,-0.2124003878929876,-0.1436464088397789,-0.0883002207505519,-0.4864864864864866,-0.5406218200561949,0.3928572150898708,-0.242152466367713,-0.046875,KOSDAQ
(주)위노바,039790,201212,200007,43168.0,0,1,1,제조업,1,-1.5604932220472625,-1.6028289194604437,-1.1820428336079076,2.487012987012987,-0.3834802828664972,-0.2510874184070696,-0.5370955011838989,-0.7560706401766004,-0.4483306836248014,-0.6938790296552055,0.0177270454531189,-0.6457399103139014,-1.0468750000000002,KOSDAQ
에이치엘비테라퓨틱스(주),115450,201212,201003,,1,0,1,도매 및 소매업,1,3.714848436545574,1.1579444624265125,-1.1803953871499175,1.74025974025974,-0.7232868595653917,-0.9190437246374976,-0.9759273875295974,-1.551876379690949,-0.5098039215686275,-1.0649167270142192,-0.2069323977364398,-0.4304932735426011,-0.3125000000000001,KOSDAQ
(주)수산아이앤티,050960,201912,201610,,0,0,0,정보통신업,0,-0.2888991244907351,0.1147932563649359,-0.3303130148270181,-2.1818181818181817,0.034667925333225,0.0911393746923376,4.147987371744278,2.43598233995585,1.9030206677265504,0.0546765075516165,0.3074403507735321,1.5470852017937224,-1.1875000000000002,KOSDAQ
(주)멜파스,096640,201212,200912,,0,0,0,제조업,1,2.290009253547709,0.7794275022367955,0.6672158154859966,0.0714285714285714,0.3018167101624185,-0.3261447187192921,-0.4301499605367008,-0.5485651214128036,-0.5135135135135136,0.5043372511059002,0.487685243505882,0.3497757847533632,0.4843749999999997,KOSDAQ
(주)셀피글로벌,068940,201212,201010,,0,0,0,제조업,1,0.67673930505903,-0.1385781486203902,1.313838550247117,-0.5,0.0336755535562073,-0.153662165326232,1.760457774269929,0.7560706401766004,0.2898781134075252,-0.2126809149162359,-0.5335192550559646,0.89237668161435,0.4687499999999997,KOSDAQ
(주)아이씨디,040910,201812,201108,,0,1,1,제조업,1,-1.463156725905413,0.1287337834843684,1.8088962108731463,0.5064935064935066,1.0705685392982582,0.5832539783755359,0.1207576953433307,-0.1865342163355408,0.3412824589295177,1.1257573800948817,-0.071977837322803,0.2331838565022422,0.1562499999999997,KOSDAQ
(주)동운아나텍,094170,201812,201506,,1,0,1,제조업,1,-0.9649826858068344,-2.7867140320648582,-2.2545304777594724,0.5714285714285714,-0.7466647505205898,-0.4741149535804159,-0.8520126282557222,-1.0816777041942605,-0.649178590355061,-0.6899008118759621,-0.4189448571870446,0.0582959641255605,0.1562499999999997,KOSDAQ
(주)쎄노텍,222420,201912,201508,,1,0,1,제조업,1,-0.9104753093348174,1.1136211134360128,-0.6647446457990115,1.1363636363636362,-0.3360726768156612,-0.3023908622641428,-0.425808997632202,-0.3245033112582782,-0.2443031266560678,-0.625623104218926,0.1129310166435707,-0.7623318385650226,-0.8281250000000002,KOSDAQ
(주)엔텔스,069410,201812,200706,,0,0,0,정보통신업,0,1.4431061128221805,2.3838041565270065,-0.2874794069192751,-0.4415584415584415,-0.0354337505803533,-0.3847890099456536,-0.0990528808208366,-0.3520971302428256,0.8706942236354,-0.313168916480211,-0.5726764889052438,0.6681614349775785,0.4062499999999996,KOSDAQ
(주)지티앤티,053870,201212,200112,42292.0,1,0,1,제조업,1,1.5196992247599894,-0.0600613403057086,-2.2545304777594724,3.2142857142857144,-0.6132624404488234,-0.563463662062129,-0.9905288082083664,-2.08167770419426,-1.4753577106518283,-1.7444923375063894,0.6268253227074357,-0.6278026905829598,-0.3593750000000001,KOSDAQ
(주)제이브이엠,054950,201812,200606,,0,0,0,제조업,1,-0.326373188931159,-0.2766034110018842,0.2578253706754531,-0.487012987012987,0.6928314081591654,1.2696200832326463,0.9116022099447516,1.399558498896247,0.7058823529411764,-0.1294103812602969,-0.2327395175526104,-0.1748878923766817,-0.3906250000000001,KOSDAQ
남해화학(주),025860,201212,199511,,0,0,0,제조업,1,-0.3433444760581213,-4.029712818195541,-1.548599670510708,-0.0389610389610389,-0.6793690056315745,-0.4969447510622953,-0.8235990528808207,-0.7626931567328918,-1.0704822469528352,-0.3879840899354487,0.8861384757372112,1.650224215246637,1.9375,KOSPI
대우조선해양(주),042660,201212,200102,,1,0,1,제조업,1,-0.3220620349381999,-1.1672055971911452,-0.7850082372322899,-0.2142857142857143,-1.41161863701985,-1.248612354694547,-0.6531176006314127,-1.024282560706402,-1.2835188129305777,-1.3794413265368983,0.4497609361400949,-0.556053811659193,-0.4375000000000002,KOSPI
(주)파워넷,037030,201912,201806,,0,0,0,제조업,1,0.2972967297343885,1.0345528017710108,0.2059308072487644,0.4545454545454545,0.0508644137553066,-0.1449997974369946,-0.2352012628255722,-0.3300220750551876,-0.2962374138844727,0.3469671342851299,0.3666393983491045,0.242152466367713,0.4999999999999997,KOSDAQ
티와이엠(주),002900,201212,197306,,0,0,0,제조업,1,0.2423354733877574,1.0365002599004312,-0.1243822075782536,0.7402597402597402,-0.4467376080034412,1.328137196898258,-0.3697711128650355,-0.4481236203090508,-0.3158452570217277,-0.1903633364177313,-0.2229399233705727,-0.1973094170403588,-0.03125,KOSPI
(주)쏠리드,050890,201912,200507,,1,0,1,제조업,1,-0.0543853222397262,-4.029712818195541,-0.887149917627677,0.409090909090909,-0.2154706416893864,-0.1188434905165211,-0.3681925808997631,-0.3918322295805739,0.1176470588235293,0.3253945864760473,0.553985560851016,-0.4170403587443947,-0.3750000000000001,KOSDAQ
(주)에스코넥,096630,201912,200712,,0,1,1,제조업,1,-1.7500437108312892,-2.017324331419417,-1.8962108731466225,0.1753246753246753,-0.4385169020964847,-0.2158258547665764,0.4119968429360694,0.0783664459161147,-0.3778484366719661,-0.3357622371122751,0.5141426271889605,0.4977578475336323,0.9999999999999998,KOSDAQ
다스코(주),058730,201812,200408,,0,0,0,제조업,1,0.1915679267275845,-0.0331021535479901,0.6540362438220757,0.0454545454545454,0.6089449444831451,0.5133382858746274,-0.2194159431728492,-0.3554083885209713,-0.1595124536301008,0.7353818200913033,0.1424957940078078,0.0672645739910313,-0.03125,KOSPI
(주)대창솔루션,096350,201212,200712,,0,0,0,제조업,1,-0.8416725883329724,-0.77202789601596,-0.528830313014827,1.0974025974025974,-0.452691044567179,0.0232252250883497,-0.154696132596685,0.5816777041942605,-0.361420243773185,-0.4151263356157127,0.1802563687820813,-0.7174887892376683,-0.6250000000000002,KOSDAQ
(주)코센,009730,201212,199007,,0,0,0,제조업,1,-1.2071894756954793,0.7307105062199906,-2.2545304777594724,1.1688311688311688,-0.5152605578764489,-0.3213506994115799,-0.5292028413575375,-0.695364238410596,-1.116587175410705,-1.0545956841384645,-0.3731645954934318,-0.3004484304932737,-0.2500000000000002,KOSDAQ
매일유업(주),267980,201812,201706,,0,0,0,제조업,1,2.190419398774108,0.5724131001945425,1.1260296540362438,-0.1623376623376623,5.405973354773678,3.577791141284977,0.4052880820836622,-0.1048565121412803,-0.1754107048224696,0.1067934667162804,-0.5050638739182827,1.1076233183856503,2.0625,KOSDAQ
(주)특수건설,026150,201212,199708,,1,0,1,건설업,1,1.2067855696276917,7.390980493740282,-0.5840197693574959,0.2987012987012987,-0.1795382462366723,-0.5978186424804436,-0.5027624309392266,-0.6423841059602649,1.1409644939056705,1.6965372201985278,-0.1000698848889051,0.0448430493273543,0.0156249999999996,KOSDAQ
한라아이엠에스(주),092460,201912,200705,,0,0,0,제조업,1,2.164915032424584,1.4697987005488948,-0.5131795716639208,-1.811688311688312,-0.0101103728145222,-0.3404105669998566,-0.4865824782951854,-0.6225165562913908,0.1860095389507153,-0.4540833417769622,-0.0897597116374663,-0.3452914798206278,-0.7656250000000001,KOSDAQ
파나케이아(주),058530,201812,200202,,1,1,1,제조업,1,-1.5599677019864873,0.0207283417370708,-2.2545304777594724,3.720779220779221,-0.5222680098660081,-0.3213496839778742,-0.8212312549329124,-2.08167770419426,-1.045045045045045,-1.8668860454611915,1.047056390783697,-0.7488789237668164,-0.8906250000000001,KOSDAQ
(주)하림,136480,201212,201105,,1,0,1,제조업,1,0.0274572844641095,-1.5868028891797927,-1.1779242174629323,0.3116883116883117,-0.2270957945316302,-0.5811027285227791,-0.8089976322020521,-1.04083885209713,-0.4038155802861686,-0.5306728752651886,-0.5247749379740584,-0.0986547085201794,0.2968749999999999,KOSDAQ
(주)씨엔플러스,115530,201212,201111,,0,0,0,제조업,1,-0.2444851557138879,-0.5180879128135396,0.2059308072487644,0.0064935064935064,0.5756609215107095,0.2199512462709368,0.8930544593528017,1.32560706401766,0.4568097509273981,-0.359424968576037,-0.4661505682786185,-0.2062780269058297,0.1718749999999998,KOSDAQ
한국주강(주),025890,201812,199707,,1,0,1,제조업,1,1.3448898862385223,-3.651399518824029,-2.0799011532125204,0.2467532467532467,-0.980847517347203,-0.4497142272130592,-1.2557221783741122,-1.455849889624724,-1.0217276099629042,-0.8455384972724462,0.8325231017718568,-0.2600896860986548,-0.3593750000000001,KOSPI
테라사이언스(주),073640,201212,200401,,0,0,0,제조업,1,-0.8822327129208604,-0.5127640501291141,-0.0799011532125205,3.720779220779221,-0.1716797765020382,-0.3366635351866907,-0.4960536700868192,-0.6754966887417219,0.4366719660837307,0.1008574471881994,0.8224483307602846,-0.8116591928251123,-1.1718750000000002,KOSDAQ
(주)원일특강,012620,201212,199406,,0,0,0,제조업,1,-0.4113776413372214,-0.1390410450458311,0.6647446457990115,0.7402597402597402,0.8208203222896241,1.6695979766918,-0.5059194948697712,-0.6412803532008831,-0.6603073661897193,0.6559439530232081,0.7780716014831219,0.1210762331838565,0.0937499999999997,KOSDAQ
제이엠티(주),094970,201912,200710,,0,0,0,제조업,1,-1.973388654690997,-0.9117075824512856,-0.3360790774299835,-0.3636363636363636,-0.2511623647596593,-0.0799288844237214,4.147987371744278,2.206401766004415,-0.1155272919978802,5.417462598456496,8.44920056879965,0.4260089686098654,0.0624999999999997,KOSDAQ
(주)엠피대산,065150,201212,200707,,0,0,0,도매 및 소매업,1,0.3735975824365789,0.4406468738786598,2.187808896210873,-0.0584415584415584,-0.2616818380519209,-0.1678018777798784,0.998816101026046,0.5540838852097131,-0.2941176470588236,-0.2654941685506955,-0.614211010272911,0.5246636771300449,2.1875,KOSDAQ
(주)알에프텍,061040,201212,200205,,0,0,0,제조업,1,3.714848436545574,2.178428813338071,2.187808896210873,-0.1428571428571428,1.4368425922136043,0.3507042736223094,-0.0568271507498026,-0.3289183222958057,-0.5151033386327505,0.0942411355878189,-0.3324853293003347,1.0896860986547086,1.6875,KOSDAQ
(주)에스피지,058610,201212,200207,,0,0,0,제조업,1,-0.152905334585295,-0.0594178643948705,-0.0238879736408566,0.6103896103896104,-0.2048257135099087,-0.4468208135486024,-0.095895816890292,0.0220750551876378,-0.1589825119236884,-0.4006306733185258,-0.2323615359431917,-0.2690582959641256,-0.4062500000000001,KOSDAQ
(주)앤씨앤,092600,201212,200706,,0,0,0,제조업,1,0.5936496606648112,-1.070670889792678,-0.6309719934102141,-1.863636363636364,-0.1108930661520224,-0.2704289220495399,-0.0327545382794001,-0.379690949227373,0.0312665606783253,-0.1255043248913259,-0.1181524023083454,1.3004484304932735,-0.4218750000000001,KOSDAQ
(주)매커스,093520,201212,200702,,0,0,0,도매 및 소매업,1,-0.1634078533825243,0.2644055748873679,0.5988467874794069,-0.4025974025974025,-0.0909026104295097,-0.2563064314079605,-0.1783741120757695,-0.2196467991169978,-0.0429252782193959,2.1658491840438523,1.2382582843345482,-0.1031390134529148,-0.5781250000000001,KOSDAQ
코오롱인더스트리(주),120110,201912,201002,,0,0,0,제조업,1,-0.5718025530266356,0.2753400185612462,0.0181219110378913,0.6103896103896104,0.2750813015539123,1.7760386493227327,-0.1949486977111286,-0.0375275938189846,-0.1669316375198729,-0.0495178840343236,0.3998771419948726,-0.4573991031390135,-0.1562500000000001,KOSPI
(주)국영지앤엠,006050,201212,199410,,0,0,0,제조업,1,-0.0625922452100343,0.6185091795116734,-0.9514003294892917,0.0909090909090908,-0.1690124276002198,-0.4403118888851953,-1.1783741120757696,-1.2505518763796908,0.37413884472708,0.2607335129525184,-0.103669752779915,-0.1390134529147982,0.2187499999999998,KOSDAQ
