회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,매출액증가율,정상영업손익증가율,자기자본정상영업이익률,금융비용부담률,1주당순이익,1주당 CASH FLOW,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,부가가치율,종업원1인당부가가치율_계산,자본집약도_계산,타인자본회전률,순운전자본회전률,시장구분
(주)서연탑메탈,019770,201812,201106,,0,0,0,제조업,1,-1.7167107694321058,-1.324903678277265,-0.7718286655683689,0.9025974025974024,-0.9827884151737418,0.5376756446048149,-0.0292028413575375,0.1997792494481235,-0.2819289878113408,-0.6638643190511974,-0.2340073851083098,-0.4663677130044844,-0.5312500000000001,KOSDAQ
(주)HJ중공업,097230,201212,200708,,1,0,1,건설업,1,-0.8017193384582973,-0.5268846479594188,-0.3962108731466227,3.720779220779221,-1.1396363578504554,-1.1945276116729069,-0.6815311760063141,-1.672185430463576,-0.0381558028616853,0.8404866572391924,1.9239668139587216,-0.8116591928251123,-0.921875,KOSPI
(주)에스지글로벌,001380,201212,197606,,0,0,0,제조업,1,1.1238263748252528,-4.029712818195541,-1.0617792421746293,0.7662337662337662,-0.4900589825362567,-0.3324396158798652,-0.6085240726124704,-0.8200883002207505,-0.9719130895601484,-1.0434801433224334,-0.0248669051073046,-0.2376681614349776,0.1093749999999997,KOSPI
(주)티피씨,130740,201912,201102,,1,0,1,제조업,1,0.1951893034183205,-0.5404670252319914,-0.5741350906095551,1.1428571428571428,-0.5069997296128782,-0.0026340781524442,-0.2352012628255722,-0.1092715231788079,-0.1059883412824589,-0.4292733099409041,-0.103905855359349,-0.4753363228699552,-0.5000000000000001,KOSDAQ
(주)웹스,196700,201912,201508,,1,0,1,제조업,1,-0.197670855239523,0.1789430693245798,-0.558484349258649,1.5974025974025974,-0.3075852035386733,-0.2535914354602151,-0.3547750591949486,-0.2406181015452538,0.3873873873873873,-0.3485627451111437,0.0747359287016233,-0.618834080717489,-0.921875,KOSDAQ
한세엠케이(주),069640,201212,201106,,0,0,0,도매 및 소매업,1,0.0804400402814794,-0.350968114273397,0.0906095551894563,-0.1753246753246753,0.605182243502911,-0.0155454850616814,-1.2253354380426202,-0.9072847682119204,-0.4880763116057234,-0.278565207419188,-0.3166851802080421,1.6681614349775786,0.78125,KOSPI
(주)혜인,003010,201812,198809,,0,0,0,도매 및 소매업,1,-0.6468473020490905,1.715728957487918,-0.086490939044481,0.9675324675324676,-0.3401106319818619,-0.1952678504221836,-0.7446724546172059,-1.0783664459161146,-0.5098039215686275,-0.2469946872194554,0.0185055138645285,-0.3497757847533633,-0.484375,KOSPI
에이피시스템(주),265520,201812,201704,,0,1,1,제조업,1,-1.5042345943692152,0.9089576905199084,2.187808896210873,0.2272727272727273,0.9704204012287662,-1.248612354694547,-0.4439621152328334,-0.5695364238410596,-0.5665076841547432,0.4457557539698417,0.1016085364822843,-0.1390134529147982,0.0468749999999996,KOSDAQ
(주)파인디앤씨,049120,201212,200107,,1,0,1,제조업,1,-1.472611563268642,0.5877229299633083,-0.8879736408566721,0.5909090909090908,-0.4120058861410194,-0.2310507456761469,-0.3693764798737174,-0.4724061810154525,-0.3206147323794383,-0.6647748275688578,-0.2815177320437636,-0.0807174887892377,0.7031249999999999,KOSDAQ
팅크웨어(주),084730,201912,200605,,0,0,0,제조업,1,-0.5223969267284518,0.0701533335580025,-0.2018121911037891,-0.2597402597402597,0.0028642493481238,0.6735155404505648,0.4932912391475928,0.2737306843267107,0.0466348701642818,-0.2797390037518786,-0.2017990385122264,0.3856502242152466,0.0624999999999997,KOSDAQ
(주)야스,255440,201912,201709,,0,1,1,제조업,1,-1.973388654690997,-0.7621444335171519,0.0708401976935749,-1.5,0.6629349114801164,0.8488391085547708,1.446329913180742,2.43598233995585,0.7578166401695815,0.1475082620229487,0.150738019171593,-0.5739910313901346,-1.1875000000000002,KOSDAQ
(주)대현,016090,201212,199009,,0,0,0,제조업,1,0.3247950880623147,-0.204577197313309,0.128500823723229,0.0584415584415584,-0.1794242961101791,-0.2230498138130281,-0.3729281767955801,-0.4768211920529801,-0.2395336512983572,-0.2247701596756672,-0.3216116405801044,0.0358744394618834,0.6249999999999999,KOSPI
(주)엔케이,085310,201212,200801,,0,0,0,제조업,1,-0.5680146909116274,-0.9601654785857668,-0.5370675453047775,3.662337662337662,-0.5840896205596927,-0.1095117435702304,-0.4439621152328334,-0.4988962472406181,-0.6724960254372021,-0.7035543915886264,0.9289178448142332,-0.6547085201793723,-0.8593750000000002,KOSPI
(주)오리콤,010470,201812,200010,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.254689226550066,0.8166192910309388,0.5313014827018122,-0.4675324675324675,0.3006639818707747,0.3712030637445493,-0.0035516969218626,0.3123620309050771,0.1187069422363539,-0.0647709651310385,-0.2770434688770557,-0.4349775784753365,-0.6093750000000002,KOSDAQ
(주)창해에탄올,004650,201812,201407,,0,0,0,제조업,1,-0.7066744759392904,-0.1043544252642242,-0.1334431630971993,0.8246753246753247,-1.508389337524454,0.1819498180271706,-0.1503551696921862,0.3708609271523179,-0.041335453100159,4.515395352557868,2.8977274617453426,-0.6322869955156952,-0.6406250000000002,KOSDAQ
계양전기(주),012200,201912,198807,,0,0,0,제조업,1,-0.0686274241959693,-0.7750247171145322,-0.5321252059308073,-0.1168831168831169,-0.3521778651805434,-0.3536153399655191,-0.5915548539857931,-0.7019867549668874,-0.0519342872284049,-0.0954357527383021,-0.4246174331258801,0.6681614349775785,1.09375,KOSPI
(주)핸디소프트,220180,201812,201611,,1,0,1,정보통신업,0,0.0319010588354234,-3.542442406765974,-2.116144975288303,-0.1753246753246753,-1.1792825014916126,-1.0476218726240387,-1.2734806629834252,-2.08167770419426,-1.1176470588235297,-1.0003786346713348,-0.5503265656330127,-0.4439461883408073,-0.7812500000000001,KOSDAQ
