회사명,거래소코드,회계년도,상장일,상장폐지일,자기자본회전률
(주)상아프론테크,89980,201412,201107,,1.557729482427966
(주)상아프론테크,89980,201512,201107,,1.6252114627857805
(주)상아프론테크,89980,201612,201107,,1.6365761032345054
(주)상아프론테크,89980,201712,201107,,1.4742492716417308
(주)상아프론테크,89980,201812,201107,,1.5922416732338944
(주)상아프론테크,89980,201912,201107,,1.4156271795149513
(주)상아프론테크,89980,202012,201107,,1.0438114009806574
(주)상지카일룸,42940,201112,200010,,1.858015095287125
(주)상지카일룸,42940,201212,200010,,1.615986692055914
(주)상지카일룸,42940,201312,200010,,1.5396427077483998
(주)상지카일룸,42940,201412,200010,,2.2852842940602125
(주)상지카일룸,42940,201512,200010,,3.6294387931641876
(주)상지카일룸,42940,201612,200010,,1.219070807027933
(주)상지카일룸,42940,201712,200010,,0.9163020392530956
(주)상지카일룸,42940,201812,200010,,0.8699698915021402
(주)상지카일룸,42940,201912,200010,,2.3465236566359944
(주)상지카일룸,42940,202012,200010,,0.4125290456377765
(주)새로닉스,42600,201112,200210,,1.6723554802860696
(주)새로닉스,42600,201212,200210,,2.4297841390567467
(주)새로닉스,42600,201312,200210,,2.4677540694454416
(주)새로닉스,42600,201412,200210,,2.558111159868975
(주)새로닉스,42600,201512,200210,,2.1322478943174223
(주)새로닉스,42600,201612,200210,,1.6613126952753572
(주)새로닉스,42600,201712,200210,,1.700325861950361
(주)새로닉스,42600,201812,200210,,1.8790063098908028
(주)새로닉스,42600,201912,200210,,2.0300834188408934
(주)새로닉스,42600,202012,200210,,2.0463730713440866
(주)새빗켐,107600,201112,202208,,
(주)새빗켐,107600,201212,202208,,
(주)새빗켐,107600,201312,202208,,
(주)새빗켐,107600,201912,202208,,
(주)새빗켐,107600,202012,202208,,
(주)샘씨엔에스,252990,201712,202105,,1.0530223331544737
(주)샘씨엔에스,252990,201812,202105,,1.312222253416135
(주)샘씨엔에스,252990,201912,202105,,1.1617317632741062
(주)샘씨엔에스,252990,202012,202105,,1.6793664491971163
(주)서남,294630,201112,202002,,
(주)서남,294630,201212,202002,,
(주)서남,294630,201312,202002,,
(주)서남,294630,201412,202002,,
(주)서남,294630,201512,202002,,
(주)서남,294630,201612,202002,,
(주)서남,294630,201712,202002,,
(주)서남,294630,201812,202002,,0.8056166275837037
(주)서남,294630,201912,202002,,0.21558683919174404
(주)서남,294630,202012,202002,,0.15542884841133903
(주)서린바이오사이언스,38070,201112,200510,,1.2812605626653402
(주)서린바이오사이언스,38070,201212,200510,,1.5679932440178888
(주)서린바이오사이언스,38070,201312,200510,,1.0700364195016068
(주)서린바이오사이언스,38070,201412,200510,,0.8892003997462959
(주)서린바이오사이언스,38070,201512,200510,,0.9305298156661796
(주)서린바이오사이언스,38070,201612,200510,,0.9349952695934919
(주)서린바이오사이언스,38070,201712,200510,,0.8316637503835308
(주)서린바이오사이언스,38070,201812,200510,,0.9230603708129931
(주)서린바이오사이언스,38070,201912,200510,,0.9338192729830634
(주)서린바이오사이언스,38070,202012,200510,,1.0613494353394928
(주)서부티엔디,6730,201112,199510,,0.08012629125423759
(주)서부티엔디,6730,201212,199510,,0.09644332958564962
(주)서부티엔디,6730,201312,199510,,0.12027030904074197
(주)서부티엔디,6730,201412,199510,,0.1321911037227061
(주)서부티엔디,6730,201512,199510,,0.13505892244342926
(주)서부티엔디,6730,201612,199510,,0.13087821343427072
(주)서부티엔디,6730,201712,199510,,0.12293876587530024
(주)서부티엔디,6730,201812,199510,,0.19099484528876107
(주)서부티엔디,6730,201912,199510,,0.19372086682815187
(주)서부티엔디,6730,202012,199510,,0.13012831982803394
(주)서산,79650,201112,200501,,1.3591966419767032
(주)서산,79650,201212,200501,,1.7156711118124341
(주)서산,79650,201312,200501,,1.5093946992035778
(주)서산,79650,201412,200501,,1.399100641388596
(주)서산,79650,201512,200501,,1.3042138778894823
(주)서산,79650,201612,200501,,1.0874012395498496
(주)서산,79650,201712,200501,,0.8783369233669641
(주)서산,79650,201812,200501,,0.7165112886082758
(주)서산,79650,201912,200501,,0.4612097076050851
(주)서산,79650,202012,200501,,0.37946624094889714
(주)서연,7860,201112,198909,,3.116418754517293
(주)서연,7860,201212,198909,,4.514138808252244
(주)서연,7860,201312,198909,,5.104696738931043
(주)서연,7860,201412,198909,,2.527159738626413
(주)서연,7860,201512,198909,,3.284684740228061
(주)서연,7860,201612,198909,,3.106314500523831
(주)서연,7860,201712,198909,,2.811968224587458
(주)서연,7860,201812,198909,,2.9252641520271934
(주)서연,7860,201912,198909,,2.5097357354886762
(주)서연,7860,202012,198909,,2.7424284862409367
(주)서연이화,200880,201412,201408,,2.152382152062134
(주)서연이화,200880,201512,201408,,4.037038093320528
(주)서연이화,200880,201612,201408,,3.7220311068224876
(주)서연이화,200880,201712,201408,,2.969023928064778
(주)서연이화,200880,201812,201408,,2.8475929919318057
(주)서연이화,200880,201912,201408,,3.0689827733889534
(주)서연이화,200880,202012,201408,,3.130623372740875
(주)서연탑메탈,19770,201112,201106,,2.0289805131512844
(주)서연탑메탈,19770,201212,201106,,2.164809420597254
(주)서연탑메탈,19770,201312,201106,,2.472321618858991
(주)서연탑메탈,19770,201412,201106,,2.3414876938992766
(주)서연탑메탈,19770,201512,201106,,1.988427889345587
(주)서연탑메탈,19770,201612,201106,,2.55455396866993
(주)서연탑메탈,19770,201712,201106,,2.6694816072599696
(주)서연탑메탈,19770,201812,201106,,1.9636651675919239
(주)서연탑메탈,19770,201912,201106,,2.3272043715583224
(주)서연탑메탈,19770,202012,201106,,2.063728317934201
(주)서울리거,43710,201112,200207,,2.2329042622534128
(주)서울리거,43710,201212,200207,,4.043694318310312
(주)서울리거,43710,201312,200207,,6.124819666751276
(주)서울리거,43710,201412,200207,,0.8636721035286323
(주)서울리거,43710,201512,200207,,0.3613730186464283
(주)서울리거,43710,201612,200207,,0.6881166265345141
(주)서울리거,43710,201712,200207,,0.37679607593545905
(주)서울리거,43710,201812,200207,,0.41389418443472303
(주)서울리거,43710,201912,200207,,1.3790791475518673
(주)서울리거,43710,202012,200207,,0.8703980029743592
(주)서울옥션,63170,201112,200807,,0.3011036880461327
(주)서울옥션,63170,201212,200807,,0.3797084786397382
(주)서울옥션,63170,201312,200807,,0.28235982035422663
(주)서울옥션,63170,201412,200807,,0.43575409140887883
(주)서울옥션,63170,201512,200807,,0.889370805106143
(주)서울옥션,63170,201612,200807,,0.7269889948577986
(주)서울옥션,63170,201712,200807,,0.747692846446758
(주)서울옥션,63170,201812,200807,,0.8250212134856435
(주)서울옥션,63170,201912,200807,,0.6148766669100436
(주)서울옥션,63170,202012,200807,,0.43128518128821774
(주)서울제약,18680,201112,200008,,2.1498894239206305
(주)서울제약,18680,201212,200008,,2.0266791812342144
(주)서울제약,18680,201312,200008,,1.4589185089627108
(주)서울제약,18680,201412,200008,,1.3832420120990927
(주)서울제약,18680,201512,200008,,1.3842387020505136
(주)서울제약,18680,201612,200008,,1.0826843951171357
(주)서울제약,18680,201712,200008,,0.9213564562327187
(주)서울제약,18680,201812,200008,,1.2922077994300831
(주)서울제약,18680,201912,200008,,1.8362753735106463
(주)서울제약,18680,202012,200008,,1.823007732996653
(주)서원,21050,201112,199601,,5.0128483520873255
(주)서원,21050,201212,199601,,5.488136409247521
(주)서원,21050,201312,199601,,7.124453348211594
(주)서원,21050,201412,199601,,3.131145617130918
(주)서원,21050,201512,199601,,3.094700016195418
(주)서원,21050,201612,199601,,3.111722122308681
(주)서원,21050,201712,199601,,2.7693242971345353
(주)서원,21050,201812,199601,,2.6003066326485498
(주)서원,21050,201912,199601,,2.4199944539064218
(주)서원,21050,202012,199601,,2.233004834059708
(주)서원인텍,93920,201112,200712,,2.5871101660967013
(주)서원인텍,93920,201212,200712,,2.597057690744332
(주)서원인텍,93920,201312,200712,,3.3468884719747867
(주)서원인텍,93920,201412,200712,,3.0241018543974443
(주)서원인텍,93920,201512,200712,,2.4689412888348508
(주)서원인텍,93920,201612,200712,,2.2173618603582375
(주)서원인텍,93920,201712,200712,,1.7835256920493328
(주)서원인텍,93920,201812,200712,,1.6094783677330906
(주)서원인텍,93920,201912,200712,,1.92910487886399
(주)서원인텍,93920,202012,200712,,1.8967677224927533
(주)서전기전,189860,201112,201412,,
(주)서전기전,189860,201212,201412,,
(주)서전기전,189860,201312,201412,,
(주)서전기전,189860,201412,201412,,2.3851915441434612
(주)서전기전,189860,201512,201412,,1.3382627108838139
(주)서전기전,189860,201612,201412,,1.6253230746089122
(주)서전기전,189860,201712,201412,,1.5426601241576958
(주)서전기전,189860,201812,201412,,1.6247793729338889
(주)서전기전,189860,201912,201412,,1.6356301568728915
(주)서전기전,189860,202012,201412,,1.5783271833562849
(주)서진시스템,178320,201112,201703,,
(주)서진시스템,178320,201212,201703,,
(주)서진시스템,178320,201312,201703,,
(주)서진시스템,178320,201412,201703,,
(주)서진시스템,178320,201512,201703,,
(주)서진시스템,178320,201612,201703,,3.122484729830348
(주)서진시스템,178320,201712,201703,,2.455576987344081
(주)서진시스템,178320,201812,201703,,1.8927852839679562
(주)서진시스템,178320,201912,201703,,1.606196331465173
(주)서진시스템,178320,202012,201703,,1.265323546587752
(주)서진오토모티브,122690,201112,201005,,
(주)서진오토모티브,122690,201212,201005,,
(주)서진오토모티브,122690,201312,201005,,5.988362298752821
(주)서진오토모티브,122690,201412,201005,,6.347982360918793
(주)서진오토모티브,122690,201512,201005,,6.5263839666637935
(주)서진오토모티브,122690,201612,201005,,6.1605722390945665
(주)서진오토모티브,122690,201712,201005,,6.070556357060498
(주)서진오토모티브,122690,201812,201005,,7.081944813253173
(주)서진오토모티브,122690,201912,201005,,8.95896900216681
(주)서진오토모티브,122690,202012,201005,,10.634917095846255
(주)서플러스글로벌,140070,201112,201701,,
(주)서플러스글로벌,140070,201212,201701,,
(주)서플러스글로벌,140070,201312,201701,,
(주)서플러스글로벌,140070,201412,201701,,
(주)서플러스글로벌,140070,201512,201701,,2.6131950006368285
(주)서플러스글로벌,140070,201612,201701,,2.0699873955371633
(주)서플러스글로벌,140070,201712,201701,,1.3501372036460757
(주)서플러스글로벌,140070,201812,201701,,1.240794657776638
(주)서플러스글로벌,140070,201912,201701,,0.8812126857584582
(주)서플러스글로벌,140070,202012,201701,,0.9661667039828274
(주)서한,11370,201112,199405,,1.7108988954725115
(주)서한,11370,201212,199405,,1.9437531543179272
(주)서한,11370,201312,199405,,3.489324287846459
(주)서한,11370,201412,199405,,4.553123354155507
(주)서한,11370,201512,199405,,3.3647837261842106
(주)서한,11370,201612,199405,,2.7559781048744423
(주)서한,11370,201712,199405,,2.1196041724502286
(주)서한,11370,201812,199405,,2.1893486374179516
(주)서한,11370,201912,199405,,1.8254609777692095
(주)서한,11370,202012,199405,,1.5656401777553226
(주)서흥,8490,201112,199003,,0.8994879264115733
(주)서흥,8490,201212,199003,,1.0128108355779573
(주)서흥,8490,201312,199003,,1.2912527071335274
(주)서흥,8490,201412,199003,,1.2781787367081938
(주)서흥,8490,201512,199003,,1.2156922689056047
(주)서흥,8490,201612,199003,,1.2343542594254655
(주)서흥,8490,201712,199003,,1.18791742104192
(주)서흥,8490,201812,199003,,1.2921766642867334
(주)서흥,8490,201912,199003,,1.4461778189054573
(주)서흥,8490,202012,199003,,1.5666579399882485
(주)서희건설,35890,201112,199912,,4.167407705843765
(주)서희건설,35890,201212,199912,,3.8533556263594426
(주)서희건설,35890,201312,199912,,3.915724093900684
(주)서희건설,35890,201412,199912,,5.150565754197392
(주)서희건설,35890,201512,199912,,5.446208372240389
(주)서희건설,35890,201612,199912,,4.986245994594444
(주)서희건설,35890,201712,199912,,4.141192943308622
(주)서희건설,35890,201812,199912,,4.01699740305235
(주)서희건설,35890,201912,199912,,3.5934931525056952
(주)서희건설,35890,202012,199912,,2.7364500719060563
(주)석경에이티,357550,201112,202012,,
(주)석경에이티,357550,201212,202012,,
(주)석경에이티,357550,201312,202012,,
(주)석경에이티,357550,201412,202012,,
(주)석경에이티,357550,201512,202012,,
(주)석경에이티,357550,201612,202012,,
(주)석경에이티,357550,201712,202012,,
(주)석경에이티,357550,201812,202012,,
(주)석경에이티,357550,201912,202012,,
(주)석경에이티,357550,202012,202012,,0.43629318421837726
(주)선광,3100,201112,199912,,0.44206028070160636
(주)선광,3100,201212,199912,,0.4215436457351161
(주)선광,3100,201312,199912,,0.3915555973227616
(주)선광,3100,201412,199912,,0.37099329523956026
(주)선광,3100,201512,199912,,0.35669780984986765
(주)선광,3100,201612,199912,,0.43605318365564405
(주)선광,3100,201712,199912,,0.4751153926322436
(주)선광,3100,201812,199912,,0.4455225230315487
(주)선광,3100,201912,199912,,0.4739455302376513
(주)선광,3100,202012,199912,,0.4956136868690363
(주)선앤엘,2820,201112,197605,,1.2397702006879732
(주)선앤엘,2820,201212,197605,,1.239176829392874
(주)선앤엘,2820,201312,197605,,1.5220651409146746
(주)선앤엘,2820,201412,197605,,1.8033506966921662
(주)선앤엘,2820,201512,197605,,2.037496960423401
(주)선앤엘,2820,201612,197605,,1.9846800004637575
(주)선앤엘,2820,201712,197605,,2.2505116448312648
(주)선앤엘,2820,201812,197605,,2.155455598982158
(주)선앤엘,2820,201912,197605,,1.9322450504738355
(주)선앤엘,2820,202012,197605,,1.9640985557793689
(주)선익시스템,171090,201112,201709,,2.0011448285381133
(주)선익시스템,171090,201212,201709,,2.1070704379278924
(주)선익시스템,171090,201312,201709,,1.6373853496064217
(주)선익시스템,171090,201412,201709,,1.8325686728089914
(주)선익시스템,171090,201512,201709,,1.2521280039106624
(주)선익시스템,171090,201612,201709,,4.410935625445957
(주)선익시스템,171090,201712,201709,,1.8289025562426227
(주)선익시스템,171090,201812,201709,,1.350273566467989
(주)선익시스템,171090,201912,201709,,1.0042187524848374
(주)선익시스템,171090,202012,201709,,0.724273583311004
(주)선진,136490,201112,201102,,4.135615886837092
(주)선진,136490,201212,201102,,4.312289881406727
(주)선진,136490,201312,201102,,3.9905214532236895
(주)선진,136490,201412,201102,,3.8058439491923868
(주)선진,136490,201512,201102,,3.3791034411085437
(주)선진,136490,201612,201102,,3.3564473766033673
(주)선진,136490,201712,201102,,3.084025632113396
(주)선진,136490,201812,201102,,2.740194046963129
(주)선진,136490,201912,201102,,3.0616718704401
(주)선진,136490,202012,201102,,3.769128012456601
(주)선진지주,14300,201112,199401,2013/01/18,1.481704891452687
(주)성광벤드,14620,201112,200101,,0.864519150774101
(주)성광벤드,14620,201212,200101,,1.0859966984775402
(주)성광벤드,14620,201312,200101,,1.0005703965337134
(주)성광벤드,14620,201412,200101,,0.6585185684249242
(주)성광벤드,14620,201512,200101,,0.5446567840582061
(주)성광벤드,14620,201612,200101,,0.4345306182180828
(주)성광벤드,14620,201712,200101,,0.31703662626719353
(주)성광벤드,14620,201812,200101,,0.38338378448292104
(주)성광벤드,14620,201912,200101,,0.46239493777743795
(주)성광벤드,14620,202012,200101,,0.41247729667273997
(주)성도이엔지,37350,201112,200001,,2.145270493194556
(주)성도이엔지,37350,201212,200001,,3.642180064531561
(주)성도이엔지,37350,201312,200001,,3.331004809854735
(주)성도이엔지,37350,201412,200001,,2.2972945155950053
(주)성도이엔지,37350,201512,200001,,1.9805700308883725
(주)성도이엔지,37350,201612,200001,,2.3781015002428054
(주)성도이엔지,37350,201712,200001,,2.0904936446981797
(주)성도이엔지,37350,201812,200001,,2.772808949133735
(주)성도이엔지,37350,201912,200001,,4.168862312591557
(주)성도이엔지,37350,202012,200001,,2.926117758260916
(주)성안,11300,201112,199511,,2.862200449061808
(주)성안,11300,201212,199511,,2.6611296759650607
(주)성안,11300,201312,199511,,2.4685267929953527
(주)성안,11300,201412,199511,,2.1377096665441573
(주)성안,11300,201512,199511,,1.958781778279082
(주)성안,11300,201612,199511,,2.1146397775249377
(주)성안,11300,201712,199511,,2.0788238505959002
(주)성안,11300,201812,199511,,2.1732752453448287
(주)성안,11300,201912,199511,,3.347175583302358
(주)성안,11300,202012,199511,,2.538821575111165
(주)성우하이텍,15750,201112,199511,,3.0759194062641164
(주)성우하이텍,15750,201212,199511,,3.360525044316748
(주)성우하이텍,15750,201312,199511,,3.166073035240618
(주)성우하이텍,15750,201412,199511,,3.0996989401298003
(주)성우하이텍,15750,201512,199511,,3.154628991965606
(주)성우하이텍,15750,201612,199511,,3.3586941206868755
(주)성우하이텍,15750,201712,199511,,2.882621733965355
(주)성우하이텍,15750,201812,199511,,2.8069656446800133
(주)성우하이텍,15750,201912,199511,,2.6116031324138795
(주)성우하이텍,15750,202012,199511,,2.314649219919264
(주)성창오토텍,80470,201112,200611,,1.7788941523551498
(주)성창오토텍,80470,201212,200611,,1.8708800072975857
(주)성창오토텍,80470,201312,200611,,3.6103787319395333
(주)성창오토텍,80470,201412,200611,,3.0452014924754787
(주)성창오토텍,80470,201512,200611,,3.0283557595393096
(주)성창오토텍,80470,201612,200611,,3.202412795617953
(주)성창오토텍,80470,201712,200611,,3.014725131921719
(주)성창오토텍,80470,201812,200611,,2.9387596154272164
(주)성창오토텍,80470,201912,200611,,3.1180968764230004
(주)성창오토텍,80470,202012,200611,,2.9824844453863584
(주)세경하이테크,148150,201112,201907,,
(주)세경하이테크,148150,201212,201907,,
(주)세경하이테크,148150,201312,201907,,
(주)세경하이테크,148150,201412,201907,,
(주)세경하이테크,148150,201512,201907,,
(주)세경하이테크,148150,201612,201907,,1.9325663391100423
(주)세경하이테크,148150,201712,201907,,2.0131613368977685
(주)세경하이테크,148150,201812,201907,,3.726756153623495
(주)세경하이테크,148150,201912,201907,,2.4810076767911777
(주)세경하이테크,148150,202012,201907,,1.6269132193984126
(주)세기리텍,199870,201112,201512,2018/03/28,
(주)세기리텍,199870,201212,201512,2018/03/28,
(주)세기리텍,199870,201312,201512,2018/03/28,
(주)세기리텍,199870,201412,201512,2018/03/28,
(주)세기리텍,199870,201512,201512,2018/03/28,
(주)세기리텍,199870,201612,201512,2018/03/28,
(주)세동,53060,201112,200108,,4.057401818937901
(주)세동,53060,201212,200108,,4.6297630599120945
(주)세동,53060,201312,200108,,5.194865453075739
(주)세동,53060,201412,200108,,4.7568293043137935
(주)세동,53060,201512,200108,,5.2972792359964
(주)세동,53060,201612,200108,,6.0274476946305455
(주)세동,53060,201712,200108,,5.949011209134284
(주)세동,53060,201812,200108,,6.615311918856577
(주)세동,53060,201912,200108,,8.331931444497586
(주)세동,53060,202012,200108,,11.19613764414451
(주)세림비앤지,340440,201912,201912,,
(주)세림비앤지,340440,202012,201912,,
(주)세보엠이씨,11560,201112,199612,,3.9826123582169157
(주)세보엠이씨,11560,201212,199612,,2.6535857002256202
(주)세보엠이씨,11560,201312,199612,,2.55758308492621
(주)세보엠이씨,11560,201412,199612,,4.18615479891965
(주)세보엠이씨,11560,201512,199612,,3.1064769916111397
(주)세보엠이씨,11560,201612,199612,,3.493093652682692
(주)세보엠이씨,11560,201712,199612,,4.739794930892179
(주)세보엠이씨,11560,201812,199612,,3.203670663547309
(주)세보엠이씨,11560,201912,199612,,4.007406080688966
(주)세보엠이씨,11560,202012,199612,,4.25606033029346
(주)세아메카닉스,396300,201112,202203,,
(주)세아메카닉스,396300,201212,202203,,
(주)세아메카닉스,396300,201312,202203,,
(주)세아메카닉스,396300,201412,202203,,
(주)세아메카닉스,396300,201512,202203,,
(주)세아메카닉스,396300,201612,202203,,
(주)세아메카닉스,396300,201712,202203,,
(주)세아메카닉스,396300,201812,202203,,
(주)세아메카닉스,396300,201912,202203,,
(주)세아메카닉스,396300,202012,202203,,
(주)세아베스틸지주,1430,201112,199103,,1.9291079548421877
(주)세아베스틸지주,1430,201212,199103,,1.663606452259505
(주)세아베스틸지주,1430,201312,199103,,1.5238162515164386
(주)세아베스틸지주,1430,201412,199103,,1.5048425802498167
(주)세아베스틸지주,1430,201512,199103,,1.4773887219307753
(주)세아베스틸지주,1430,201612,199103,,1.2944043451538945
(주)세아베스틸지주,1430,201712,199103,,1.4913543179642053
(주)세아베스틸지주,1430,201812,199103,,1.599766283638348
(주)세아베스틸지주,1430,201912,199103,,1.4884918916935854
(주)세아베스틸지주,1430,202012,199103,,1.3718718752616934
(주)세아제강,306200,201812,201810,,0.7831017302986426
(주)세아제강,306200,201912,201810,,2.1823330190849966
(주)세아제강,306200,202012,201810,,1.9725936207820485
(주)세아제강지주,3030,201112,196905,,2.248141043123299
(주)세아제강지주,3030,201212,196905,,2.521958868816785
(주)세아제강지주,3030,201312,196905,,2.110080665446378
(주)세아제강지주,3030,201412,196905,,2.1574286201007484
(주)세아제강지주,3030,201512,196905,,1.8249934108147263
(주)세아제강지주,3030,201612,196905,,1.427030975137212
(주)세아제강지주,3030,201712,196905,,1.7881767558531536
(주)세아제강지주,3030,201812,196905,,1.359176254814264
(주)세아제강지주,3030,201912,196905,,1.9548680612771365
(주)세아제강지주,3030,202012,196905,,1.719197221310381
(주)세아특수강,19440,201112,201106,,3.3351948947375365
(주)세아특수강,19440,201212,201106,,3.360747854400015
(주)세아특수강,19440,201312,201106,,3.3200433466117847
(주)세아특수강,19440,201412,201106,,2.8932491132592033
(주)세아특수강,19440,201512,201106,,2.423883452486028
(주)세아특수강,19440,201612,201106,,2.254851481306567
(주)세아특수강,19440,201712,201106,,2.3275937213579203
(주)세아특수강,19440,201812,201106,,2.238798709473628
(주)세아특수강,19440,201912,201106,,2.1991887766632545
(주)세아특수강,19440,202012,201106,,2.039961354317276
(주)세아홀딩스,58650,201112,200107,,1.9798865035714537
(주)세아홀딩스,58650,201212,200107,,1.7726035536478832
(주)세아홀딩스,58650,201312,200107,,1.6767377561422399
(주)세아홀딩스,58650,201412,200107,,1.7318568169243493
(주)세아홀딩스,58650,201512,200107,,1.5861606638005066
(주)세아홀딩스,58650,201612,200107,,1.412629760558816
(주)세아홀딩스,58650,201712,200107,,1.6061356865580858
(주)세아홀딩스,58650,201812,200107,,1.7104431811250969
(주)세아홀딩스,58650,201912,200107,,1.6327585347538327
(주)세아홀딩스,58650,202012,200107,,1.4784029012325266
(주)세우글로벌,13000,201112,198909,,1.077562356165859
(주)세우글로벌,13000,201212,198909,,1.214374999639167
(주)세우글로벌,13000,201312,198909,,1.370920954571326
(주)세우글로벌,13000,201412,198909,,1.467792447248873
(주)세우글로벌,13000,201512,198909,,1.2759289694333769
(주)세우글로벌,13000,201612,198909,,1.3334870276201376
(주)세우글로벌,13000,201712,198909,,1.1357001104392714
(주)세우글로벌,13000,201812,198909,,0.9934391623016774
(주)세우글로벌,13000,201912,198909,,0.7577948833709868
(주)세우글로벌,13000,202012,198909,,0.6629606992596316
(주)세운메디칼,100700,201112,200809,,0.9473816213703614
(주)세운메디칼,100700,201212,200809,,1.0034255577415798
(주)세운메디칼,100700,201312,200809,,0.9351799184361099
(주)세운메디칼,100700,201412,200809,,0.8591951758621499
(주)세운메디칼,100700,201512,200809,,0.8529637148568697
(주)세운메디칼,100700,201612,200809,,0.8036066234021679
(주)세운메디칼,100700,201712,200809,,0.8006943455789192
(주)세운메디칼,100700,201812,200809,,0.7727316068479886
(주)세운메디칼,100700,201912,200809,,0.7272796643432384
(주)세운메디칼,100700,202012,200809,,0.6390228363513019
(주)세원물산,24830,201112,199412,,0.6915113660098159
(주)세원물산,24830,201212,199412,,0.6799355039560937
(주)세원물산,24830,201312,199412,,0.5407177712026027
(주)세원물산,24830,201412,199412,,0.4899814125557954
(주)세원물산,24830,201512,199412,,0.5492571484561586
(주)세원물산,24830,201612,199412,,0.4175223162129216
(주)세원물산,24830,201712,199412,,0.38709299558960186
(주)세원물산,24830,201812,199412,,0.4799265993727934
(주)세원물산,24830,201912,199412,,0.6320016953108004
(주)세원물산,24830,202012,199412,,0.7869693763806402
(주)세이브존아이앤씨,67830,201112,200207,,0.6663709834231917
(주)세이브존아이앤씨,67830,201212,200207,,0.6709988168884289
(주)세이브존아이앤씨,67830,201312,200207,,0.6487151831556585
(주)세이브존아이앤씨,67830,201412,200207,,0.6087648387887784
(주)세이브존아이앤씨,67830,201512,200207,,0.57781894715281
(주)세이브존아이앤씨,67830,201612,200207,,0.5235779868426134
(주)세이브존아이앤씨,67830,201712,200207,,0.4743487069145384
(주)세이브존아이앤씨,67830,201812,200207,,0.42198351135427914
(주)세이브존아이앤씨,67830,201912,200207,,0.3608266550253053
(주)세이브존아이앤씨,67830,202012,200207,,0.29938204146663033
(주)세종메디칼,258830,201212,201805,,
(주)세종메디칼,258830,201312,201805,,
(주)세종메디칼,258830,201412,201805,,
(주)세종메디칼,258830,201512,201805,,
(주)세종메디칼,258830,201612,201805,,0.748827124433517
(주)세종메디칼,258830,201712,201805,,0.7127842495426032
(주)세종메디칼,258830,201812,201805,,0.45837834633933394
(주)세종메디칼,258830,201912,201805,,0.3659336092619874
(주)세종메디칼,258830,202012,201805,,0.338787498276904
(주)세중,39310,201112,200006,,2.902260553568275
(주)세중,39310,201212,200006,,3.037555172133475
(주)세중,39310,201312,200006,,2.817914035762481
(주)세중,39310,201412,200006,,3.1390104781022172
(주)세중,39310,201512,200006,,2.941354307193765
(주)세중,39310,201612,200006,,3.051019782197514
(주)세중,39310,201712,200006,,1.8597193392278228
(주)세중,39310,201812,200006,,1.5279316016688431
(주)세중,39310,201912,200006,,1.808220311979321
(주)세중,39310,202012,200006,,1.5653522266446849
(주)세진중공업,75580,201112,201511,,
(주)세진중공업,75580,201212,201511,,
(주)세진중공업,75580,201312,201511,,
(주)세진중공업,75580,201412,201511,,4.412899784665979
(주)세진중공업,75580,201512,201511,,3.716010428250077
(주)세진중공업,75580,201612,201511,,2.601250371901202
(주)세진중공업,75580,201712,201511,,1.5966008318434688
(주)세진중공업,75580,201812,201511,,1.3838628235039232
(주)세진중공업,75580,201912,201511,,1.8450405999868689
(주)세진중공업,75580,202012,201511,,1.7654758889111226
(주)세진티에스,67770,201112,200401,,1.361429485543726
(주)세진티에스,67770,201212,200401,,1.0470509254642406
(주)세진티에스,67770,201312,200401,,0.6679405540970471
(주)세진티에스,67770,201412,200401,,0.755445988764925
(주)세진티에스,67770,201512,200401,,0.6055323247650773
(주)세진티에스,67770,201612,200401,,0.727815266010815
(주)세진티에스,67770,201712,200401,,0.5302517696844193
(주)세진티에스,67770,201812,200401,,0.5166913515167395
(주)세진티에스,67770,201912,200401,,0.552542344184251
(주)세진티에스,67770,202012,200401,,0.8304409373150385
(주)세코닉스,53450,201112,200108,,1.2893462156477238
(주)세코닉스,53450,201212,200108,,1.9130993459991956
(주)세코닉스,53450,201312,200108,,2.1952883285280915
(주)세코닉스,53450,201412,200108,,1.879032197955637
(주)세코닉스,53450,201512,200108,,1.9365889742694062
(주)세코닉스,53450,201612,200108,,2.344056435111369
(주)세코닉스,53450,201712,200108,,2.4871719024701475
(주)세코닉스,53450,201812,200108,,3.248412172855091
(주)세코닉스,53450,201912,200108,,3.896947765216032
(주)세코닉스,53450,202012,200108,,3.877167507056413
(주)세토피아,222810,201512,201508,,
(주)세토피아,222810,201612,201508,,
(주)세토피아,222810,201712,201508,,1.2365148294392838
(주)세토피아,222810,201812,201508,,0.8765241444428732
(주)세토피아,222810,201912,201508,,1.1099113340037192
(주)세토피아,222810,202012,201508,,0.39736122195681545
(주)세화피앤씨,85980,201112,201309,2017/09/19,2.9279436005015387
(주)세화피앤씨,85980,201212,201309,2017/09/19,2.445211609952691
(주)세화피앤씨,85980,201312,201309,2017/09/19,1.8172002523451487
(주)세화피앤씨,85980,201412,201309,2017/09/19,1.744611098098872
(주)세화피앤씨,85980,201512,201309,2017/09/19,1.8537615388271642
(주)세화피앤씨,252500,201612,201611,,2.217438848497448
(주)세화피앤씨,85980,201612,201309,2017/09/19,
(주)세화피앤씨,252500,201712,201611,,
(주)세화피앤씨,252500,201812,201611,,1.1194430406510012
(주)세화피앤씨,252500,201912,201611,,1.1261485500322421
