,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,매출액정상영업이익률,매출액순이익률,총자본순이익률,총자본정상영업이익률,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율,사내유보 대 자기자본비율,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,자기자본구성비율,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,부채비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,재고자산대순운전자본비율,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,종업원1인당부가가치율_계산,노동장비율_계산,기계장비율_계산,자본집약도_계산,총자본회전률,자기자본회전률,타인자본회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,순운전자본회전률
1165,(주)디알비동일,4840,201212,197605,,0,0,0,제조업,1,-29.32692953,6.039806326,-34.75897328,-33.56382229,-68.83,-23.96750674,8.31,8.89,6.71,6.27,14.88,15.9,1.64,93.08,21.06,27330.15275,2429.395784,3026.733833,10071.49459,2346.48,40.13852513,85.54,69.31,28.0,141.29,149.14,4.56,16.16,28.54,9.67,10.62,-112.2024967,24.01,67.84,179.24,26.36,53.98796318,149.0105634,99.80633803,28.58639437,786.7359155,0.75,1.79199681,1.3,1.57,2.04,6.87,3.61,0.75
1171,(주)디알비동일,4840,201812,197605,,0,0,0,제조업,1,5.433732646,-42.57213897,2.10790263,-0.262055248,-2.79,-20.23968566,4.96,2.01,1.58,3.89,6.12,1.73,0.74,95.93,11.74,27999.55683,563.9845483,1428.997382,11046.56057,3440.08,62.48366589,143.34,102.72,44.16,341.49,60.04,5.88,9.32,15.42,3.5,4.58,93.73206958,20.31,47.49,140.22,26.59,66.69200795,94.88352436,153.6074499,62.71655014,785.7879656,0.78,1.234917471,2.15,1.79,2.46,6.63,5.11,1.06
1172,(주)디알비동일,4840,201912,197605,,0,0,0,제조업,1,4.34631389,22.6950474,3.415067377,0.286671082,-1.43,-2.112018792,4.84,2.46,1.85,3.63,5.83,2.55,0.85,96.03,6.73,27445.80838,676.356849,2098.941495,10975.3136,3477.48,61.92602572,142.94,105.38,44.77,331.28,61.48,5.3,12.28,20.03,4.67,6.37,87.47433273,19.18,40.35,123.75,26.13,65.15915431,84.21502907,165.5116279,63.48438953,809.8488372,0.75,1.205096905,1.98,1.74,2.4,6.39,5.08,1.03
1174,(주)디알젬,263690,201812,201811,,0,0,0,제조업,1,34.51398826,16.55358458,83.19180331,14.80529087,0.0,0.886531033,7.43,8.22,11.53,10.42,18.97,20.99,0.19,92.78,31.53,4999.83321,410.8619315,176.4576919,2565.601323,406.42,61.95911562,267.94,166.04,71.4,107.91,61.4,33.85,12.45,182.25,4.74,3.87,60.67986387,32.95,138.62,12310.26,26.94,68.48487033,75.13593137,53.8627451,0.08429902,228.7990196,1.4,1.97456564,3.11,2.12,3.72,4.93,7.54,1.41
1175,(주)디알젬,263690,201912,201811,,0,0,0,제조업,1,36.21312189,17.56883666,13.40333131,6.112439796,1.96,8.735615894,7.61,9.1,10.01,8.36,14.94,17.88,0.0,92.52,42.69,5305.445005,483.0455931,263.1596002,2927.171252,491.11,51.58365082,176.08,101.87,43.31,78.24,93.86,114.19,8.16,40.62,3.95,4.14,97.53740172,26.82,135.66,16210.67,28.14,68.88607284,82.45009615,59.88461538,0.0575,305.2403846,1.1,1.963661732,2.5,1.58,2.66,3.92,5.63,1.07
1178,(주)디알텍,214680,201812,201504,,0,0,0,제조업,1,14.44664616,245.6792591,18.20181541,15.22979905,8.47,167.3845711,3.52,2.79,2.67,3.37,5.44,4.31,0.45,96.67,13.77,1011.430499,28.17857972,67.44143942,724.6034892,608.62,62.90878893,227.24,158.43,11.56,895.8,58.96,7.03,0.39,0.69,0.14,0.16,54.07600249,29.93,280.54,564.64,33.33,78.20974623,74.59630208,31.56770833,13.50972396,258.609375,0.96,1.546392756,2.52,1.34,1.99,4.15,2.74,1.02
1179,(주)디알텍,214680,201912,201504,,0,0,0,제조업,1,42.49240752,-24.17352801,19.25473531,7.001595484,14.06,-11.05418539,2.92,1.97,1.56,2.32,4.07,2.75,0.55,97.69,15.37,976.9117096,19.28719032,73.5003488,790.471674,662.82,52.64961905,340.28,250.32,95.41,448.03,89.93,3.63,9.79,13.76,4.64,6.88,37.43903568,25.9,301.34,487.42,38.41,75.03245577,80.48127854,36.55707763,16.90743836,326.7625571,0.79,1.393141697,1.84,1.14,1.59,4.07,2.77,0.84
1182,(주)디앤씨미디어,263720,201812,201708,,0,0,0,정보통신업,0,22.07865954,8.403820026,14.21780057,24.0168107,6.82,6.789893364,17.63,14.94,11.27,13.29,15.88,13.46,-1.17,81.31,42.95,2733.102279,408.3774542,363.6206526,3087.031073,515.9,83.68899741,591.37,580.52,131.88,1276.6,19.49,3241.04,61.51,1205.95,10.03,13.3,2.208915565,21.15,407.33,13658.28,28.05,34.96446456,200.8234043,48.04255319,0.0,931.2553191,0.75,0.960923146,4.62,0.83,0.85,45.32,9.54,0.71
1183,(주)디앤씨미디어,263720,201912,201708,,0,0,0,정보통신업,0,22.47921487,-1.320552087,13.6899346,28.04514354,12.77,36.40975645,18.78,11.52,10.0,16.3,20.28,12.44,-1.01,79.78,48.96,3432.95804,395.3101524,410.2066368,3409.663668,589.51,77.68335756,432.5,423.54,77.48,2657.34,28.73,2138.85,39.46,210.36,8.81,11.17,2.695730308,21.32,445.49,25880.85,27.04,29.8967039,172.5575472,46.83018868,0.0,997.7358491,0.87,1.079914724,4.43,0.95,0.97,48.39,9.16,0.79
1188,(주)디에스케이,109740,201212,200909,,0,0,0,제조업,1,-9.645660675,-120.3275878,-4.388912791,-48.47646219,-15.66,-114.2903883,-3.81,-5.04,-2.54,-1.92,-2.69,-3.56,-2.52,105.3,64.64,3007.786,-151.6406154,20.70753846,4201.538462,758.35,73.44906748,371.67,337.56,59.23,349.01,36.15,-5.74,-23.57,-83.03,-6.26,-11.81,12.55680679,9.54,41.66,1025.21,18.01,122.7779025,48.32442857,120.5428571,0.0,527.5428571,0.5,0.705388473,1.75,0.68,0.74,8.76,1.18,0.53
1194,(주)디에스케이,109740,201812,200909,,0,0,0,제조업,1,0.691556268,348.4685166,39.87388649,14.14995089,8.85,64.77583048,18.89,14.44,10.39,13.59,24.35,21.27,3.13,83.47,30.43,5792.613405,836.4984156,536.9587944,4933.587289,960.74,64.84820932,169.8,161.58,117.68,350.68,54.21,5.14,18.99,31.1,6.67,9.31,11.77689219,21.56,265.04,11903.6,30.07,28.11630826,313.8384553,110.398374,0.0,1177.666667,0.72,1.28940431,1.63,1.17,1.21,34.51,5.52,0.71
1195,(주)디에스케이,109740,201912,200909,,0,1,1,제조업,1,4.528145215,-77.14242438,17.45982334,-35.13535505,4.07,-75.4131966,7.16,5.09,2.31,3.26,4.72,5.7,0.75,91.79,36.48,3757.358118,191.2032579,-256.3784211,5430.080419,1027.27,72.87089229,153.58,143.28,62.09,680.51,37.23,3.28,6.12,9.22,1.66,3.73,19.2138019,12.33,44.37,222.24,27.72,54.16120417,191.7110156,172.4375,0.0,1159.835938,0.45,0.659575418,1.46,1.0,1.05,17.73,4.29,0.62
1200,(주)디에이테크놀로지,196490,201812,201411,,0,0,0,제조업,1,71.17548017,-1626.88245,77.58702155,-9.092161661,24.52,-54.55130281,2.29,-18.69,-13.79,1.69,3.51,-28.63,1.25,116.78,-2.64,1758.379185,-328.7039333,14.97416508,1459.44275,195.07,48.79138318,125.95,120.58,51.61,416.49,104.95,1.14,-1.0,-1.42,-0.51,-0.88,20.68736348,-2.62,-17.67,-481.39,-4.48,-253.5700176,-25.2,120.9689119,0.616072539,814.5544041,0.74,1.53180841,1.42,1.23,1.3,24.0,2.4,0.69
1201,(주)디에이테크놀로지,196490,201912,201411,,0,0,0,제조업,1,-22.51419043,-20.67074822,-14.66537278,18.13942683,18.13,-69.18171049,0.6,-19.09,-14.85,0.46,0.91,-29.14,4.42,105.02,-34.73,1894.10506,-361.6625809,373.042709,1139.117817,129.77,53.73363869,145.52,140.39,31.34,275.71,86.1,0.11,19.65,27.96,9.09,10.21,11.26744145,-1.8,-9.48,-110.51,-2.02,-801.6875178,-12.30868421,97.22368421,0.760504386,542.9868421,0.78,1.526267561,1.59,1.25,1.3,31.81,4.39,0.72
1204,(주)디에이피,66900,201212,200405,,0,0,0,제조업,1,10.00347971,701.1839784,24.8012242,45.76388529,16.16,266.8982277,8.94,6.76,9.99,13.21,44.79,33.89,1.67,92.31,68.12,13613.94153,920.3693306,2837.25826,3015.761655,589.22,31.25986032,49.74,33.02,0.75,67.46,219.9,5.25,27.61,55.82,18.98,13.45,-16.71582505,48.95,65.73,123.95,34.69,51.21456016,100.295761,153.1727358,80.91866947,204.8786181,1.48,5.012307352,2.1,6.25,10.35,15.78,13.25,2.08
1210,(주)디에이피,66900,201812,200405,,0,0,0,제조업,1,-4.558579962,42.30843928,7.9851729,2.08206737,1.25,55.58316632,3.82,2.47,3.34,5.18,11.74,7.58,0.88,96.73,85.42,13370.62111,330.2174156,1535.534146,4522.191582,951.08,46.87359697,70.33,36.91,6.17,144.59,113.34,4.31,30.23,63.14,16.06,11.59,-33.41651096,38.56,58.3,228.89,27.82,60.67843668,74.87075221,128.4761062,32.70974956,194.1876106,1.35,3.070168976,2.42,4.83,10.0,9.34,13.95,2.04
1211,(주)디에이피,66900,201912,200405,,0,0,0,제조업,1,2.896293536,-86.73641402,-2.18618167,-11.05657017,-7.61,-93.05570736,0.3,0.37,0.45,0.36,0.79,0.98,0.72,99.69,86.17,11892.28901,43.79867083,633.9358569,4423.354513,940.85,44.55831538,92.09,41.11,12.18,126.72,124.43,0.42,19.71,37.68,10.93,9.12,-50.98746014,33.12,53.93,239.96,27.64,70.42146007,71.62206897,133.2701149,29.84717912,216.2710728,1.22,2.658812874,2.24,4.13,8.57,7.98,12.94,1.85
1214,(주)디엔에프,92070,201212,200711,,0,0,0,제조업,1,23.94930089,-74.73794098,4.759771599,7.284307372,11.72,-66.74766656,3.7,1.73,0.76,1.63,3.37,1.57,7.16,102.14,43.97,2878.237007,49.67251146,83.26467296,3234.372364,550.04,44.67901798,125.26,37.05,3.38,287.19,123.82,0.48,4.26,4.83,2.36,5.93,-88.21431115,18.39,32.38,135.08,46.25,64.44459651,77.57845679,256.1666667,57.4297284,421.9012346,0.44,0.910573159,0.85,1.49,5.06,2.11,12.24,0.86
1220,(주)디엔에프,92070,201812,200711,,0,0,0,제조업,1,13.03839398,6.68611653,10.52724627,-0.185627547,2.28,-2.048822396,19.91,19.01,12.96,13.58,17.23,16.46,0.1,79.89,68.23,6898.697136,1311.701785,754.3824339,8369.39598,1704.05,77.94702313,240.86,134.31,44.38,109.19,28.29,32.25,56.78,77.95,12.52,19.49,-106.5459295,30.76,72.04,449.0,47.88,45.39123052,158.6923214,259.8482143,35.34320536,515.8616071,0.68,0.865492088,3.21,1.92,3.1,5.01,18.73,1.41
1221,(주)디엔에프,92070,201912,200711,,0,0,0,제조업,1,-4.702413817,-84.19440238,0.220837781,-20.78057162,1.34,-64.52019294,8.92,3.79,1.98,4.65,5.82,2.47,0.14,95.32,68.07,5465.108437,207.3223062,364.9729395,8387.887262,1707.74,81.97391218,256.22,116.55,26.38,409.31,21.99,12.9,30.34,36.68,5.47,10.24,-139.6757589,21.28,41.63,218.04,39.84,68.64304796,103.230793,248.1409692,47.34436123,485.1057269,0.52,0.652265626,2.59,1.66,3.25,3.39,14.89,1.18
1224,(주)디엔오토모티브,7340,201212,198809,,0,0,0,제조업,1,-1.280139185,9.316620058,10.65384277,12.43936661,9.5,-22.04843982,6.52,9.16,7.89,5.61,7.75,11.01,-1.21,89.3,6.65,26670.11466,2444.246981,2659.868622,20364.33568,4645.32,76.58057866,223.51,155.65,49.13,228.77,30.58,9.63,19.38,48.07,4.54,5.24,54.94209482,19.95,76.85,197.85,23.03,43.01588504,87.68905992,134.481405,47.97027479,595.821281,0.86,1.188238237,3.12,1.74,2.47,5.88,5.42,1.16
1230,(주)디엔오토모티브,7340,201812,198809,,0,0,0,제조업,1,11.83297762,9.339451294,9.894071844,3.49281914,13.79,20.54830668,7.89,6.44,7.09,8.69,13.32,10.76,0.24,91.63,20.6,90906.60071,5850.757129,7419.94936,33285.15445,10835.32,64.71689823,159.95,112.87,53.41,118.54,54.52,20.28,25.05,57.18,8.84,8.47,78.52676669,27.34,88.02,228.0,26.2,52.81460747,125.3725541,218.2813853,76.53100866,1548.731602,1.1,1.68819687,3.17,2.16,3.08,7.18,6.39,1.32
1231,(주)디엔오토모티브,7340,201912,198809,,0,0,0,제조업,1,4.706990515,16.79017431,11.10370293,2.339137399,-3.46,11.91015397,8.63,7.34,7.66,9.0,13.49,11.5,-0.09,90.93,4.07,93033.031,6833.109449,9060.221803,33586.03483,12027.38,68.6705539,160.93,109.9,45.81,136.63,45.62,24.35,28.83,68.69,9.03,8.86,83.75571649,28.13,83.7,222.52,27.59,52.45218949,163.8979372,210.2914798,78.24532735,1618.44843,1.04,1.563129283,3.14,2.1,3.02,6.87,6.85,1.29
1234,(주)디엠에스,68790,201212,200410,,1,0,1,제조업,1,-27.89101118,-673.8193807,-27.0911252,-60.26454785,-42.05,-204.2190528,-13.44,-47.79,-12.98,-3.65,-9.0,-32.88,10.0,137.42,59.58,4599.363377,-2197.911967,3112.950481,5655.282738,1139.7,40.78774383,93.56,87.39,13.68,0.0,145.17,-1.23,0.98,1.36,0.58,1.8,-95.6993036,-4.71,-18.72,-167.5,-14.55,-240.2035188,-79.2248366,204.4281046,9.305078431,889.1601307,0.27,0.67001422,0.46,0.58,0.63,8.22,0.0,0.31
1236,(주)디오,39840,201212,200006,,0,0,0,제조업,1,-6.288525439,-181.6553164,-7.76550312,-6.605659474,1.12,-26.4585169,13.91,-8.58,-3.87,6.28,14.0,-8.64,12.37,112.35,7.2,4015.4866,-344.6682408,578.6149499,3748.88761,751.3,44.45822159,333.88,246.0,29.45,501.98,124.93,1.11,9.04,12.63,5.02,10.77,37.5738863,18.14,49.69,311.99,38.89,88.37896782,56.87051852,138.8259259,22.27955185,376.3740741,0.45,1.006585015,0.82,0.83,1.04,4.19,1.37,0.65
1242,(주)디오,39840,201812,200006,,0,0,0,제조업,1,28.24402969,-35.12716213,-1.384732186,-3.697404102,6.28,-65.97621227,8.88,7.89,3.58,4.03,6.73,4.74,1.89,93.46,28.13,6000.969324,473.6334537,802.6568143,7907.047226,1638.19,52.9433282,168.73,141.21,27.04,960.36,88.88,4.35,8.47,18.79,3.99,9.86,40.04761749,19.39,51.66,283.36,47.98,68.26907892,58.97438424,190.9852217,22.16149754,491.6403941,0.45,0.757919379,1.13,0.81,0.98,4.93,1.48,0.54
1243,(주)디오,39840,201912,200006,,0,0,0,제조업,1,21.25023132,256.2870424,20.42749013,39.67578595,16.01,330.040614,27.34,20.13,10.27,13.95,26.45,16.97,1.61,74.77,32.03,8191.732756,1649.208798,620.4368677,8932.334132,1996.1,52.58408223,148.46,122.27,11.27,1754.41,90.17,14.72,8.42,16.0,3.99,8.58,54.05247284,30.22,91.44,514.9,64.92,43.93404163,100.0184501,179.7940552,16.55243949,509.9214437,0.51,0.967268069,1.08,0.92,1.1,5.38,1.81,0.56
1245,(주)디와이디,219550,201812,201507,,0,0,0,도매 및 소매업,1,-28.16821307,-37.81485522,-23.74180764,-14.96980498,0.0,-50.29603651,9.87,7.39,10.45,13.96,15.77,11.8,-0.39,90.64,65.21,952.9555648,70.38200976,26.2532933,516.1595016,565.92,91.65843623,1117.15,731.65,230.26,331.46,9.1,908.05,132.42,0.0,11.05,6.53,-385.5012728,29.71,11468.45,154094.26,17.56,48.21453551,100.0802105,0.873684211,0.0,336.8736842,1.41,1.597577354,12.37,1.63,2.08,7.46,11.64,1.45
1246,(주)디와이디,219550,201912,201507,,0,0,0,도매 및 소매업,1,63.19969653,-172.2159985,5.253409776,-11.16863307,12.63,-132.9691673,-3.66,-6.0,-5.53,-3.37,-5.71,-9.56,0.18,105.69,54.49,846.5234544,-50.82707108,-85.82234745,518.5349544,586.35,59.11385348,148.91,102.62,3.79,1421.3,69.17,-3.85,-22.84,-26.86,-9.34,-10.14,94.6519848,5.66,369.62,88968.87,6.14,180.9395882,27.09859813,7.476635514,0.0,472.3457944,0.92,1.598087908,2.25,1.64,2.39,5.29,7.79,0.98
1250,(주)디지아이,43360,201212,200107,,1,0,1,제조업,1,2.244570748,462.3857608,0.812318931,14.30469999,6.17,2793.579767,0.09,2.82,1.46,0.05,0.05,1.66,-3.24,97.72,63.71,3423.504,96.47477778,94.38011111,5839.0,1080.81,87.33761276,840.59,704.84,25.46,290.8,14.5,0.23,19.46,112.66,2.46,4.81,-135.7492352,4.65,27.34,895.91,9.08,85.613834,32.52418605,119.372093,5.765744186,699.6511628,0.52,0.588692784,4.3,0.9,1.07,5.75,4.36,0.81
1251,(주)디지캡,197140,201812,201809,,0,0,0,정보통신업,0,25.67241464,-44.63451608,55.31245583,10.49713239,8.42,-38.11126355,8.5,6.28,3.41,4.62,7.49,5.53,1.1,94.47,37.74,2609.474514,163.9286395,421.9972097,3606.365783,678.62,67.44279097,422.46,422.46,40.62,173.07,48.27,5.14,26.37,51.65,8.59,17.6,0.0,22.27,46.83,25178.78,45.64,71.76856028,79.86320388,171.2330097,0.0,358.5631068,0.54,0.723584373,1.42,1.31,1.31,0.0,4.87,1.05
1252,(주)디지캡,197140,201912,201809,,0,0,0,정보통신업,0,32.06290525,4.000346228,19.87606063,32.34350721,0.0,-55.64386123,2.85,4.94,2.41,1.39,2.28,4.38,1.26,96.75,37.84,3226.852823,159.2990104,298.5684527,3898.144438,740.16,61.21912951,381.36,338.96,124.37,316.26,63.35,1.72,11.67,16.39,4.52,9.25,15.07137601,20.4,55.25,1247.48,41.7,71.24060925,84.64504854,170.8640777,0.0,430.6601942,0.49,0.871051568,1.26,1.25,1.41,11.26,4.05,0.99
1255,(주)디지털대성,68930,201212,200310,,0,0,0,교육 서비스업,0,7.750918667,31.53558767,7.711341203,5.13647833,-1.75,91.3535574,7.73,6.01,5.5,7.07,8.22,6.4,-1.96,92.26,22.19,2438.69488,146.677122,273.4279466,2377.126835,399.85,85.94411652,208.36,205.72,19.01,1057.53,16.35,89.06833333,59.52,0.0,8.37,9.49,-2.640827732,24.62,896.12,2577.12,27.92,66.20308444,65.42415179,7.299107143,0.0,265.7410714,0.91,1.063977955,6.51,3.0,3.06,162.57,12.24,2.06
1261,(주)디지털대성,68930,201812,200310,,0,0,0,교육 서비스업,0,7.297464695,19.27902185,3.963993234,18.99592685,4.52,25.94312615,11.79,9.22,9.09,11.63,16.66,8.48,-0.61,88.47,29.28,4763.083643,438.9974427,911.777392,2622.710024,558.01,68.71889041,126.62,124.1,48.91,263.85,45.52,124.76,46.02,807.63,14.39,15.11,9.453747644,32.4,262.64,1933.45,34.01,53.76865375,62.93844156,7.575757576,0.0,353.3679654,0.99,1.413337108,3.26,3.14,3.21,133.91,20.49,1.72
1262,(주)디지털대성,68930,201912,200310,,0,0,0,교육 서비스업,0,26.95283346,92.6292497,22.54348004,31.5459363,8.66,67.32765379,15.0,13.5,14.91,16.56,24.58,19.7,-0.67,83.36,34.45,6234.394234,841.4200188,1293.002556,3124.232092,713.43,66.33213096,143.72,141.93,46.57,257.18,50.76,80.35,51.74,382.81,17.42,17.65,4.095122048,36.81,258.09,3170.09,37.29,42.09197402,112.4414741,29.01593625,0.0,419.940239,1.1,1.638999711,3.39,3.03,3.07,194.84,23.52,1.74
1265,(주)디지텍시스템스,91690,201212,200707,42025.0,0,0,0,제조업,1,50.23735657,107.9280135,17.10603937,70.91624694,15.97,95.74980627,6.05,4.34,4.52,6.29,11.64,8.36,0.92,94.24,64.44,15768.87855,684.9853474,-1234.10904,8918.747814,1778.99,48.78846725,144.7,106.72,19.79,157.02,104.97,5.06,-10.99,-20.41,-5.63,-6.52,-37.98270046,20.67,84.77,184.07,23.96,61.79004127,186.0175082,245.3344262,100.5565082,900.147541,1.04,1.907362436,2.27,1.57,2.28,5.01,4.75,1.0
1268,(주)디지틀조선일보,33130,201212,199708,,0,0,0,정보통신업,0,-1.702967764,53.70570896,10.87424798,2.813897893,2.55,38.72470728,13.09,15.17,10.8,9.31,10.77,12.48,-3.32,83.16,29.07,1138.032713,172.6762197,269.4743918,1426.744418,190.79,91.74080505,598.4,596.37,124.49,428.92,9.0,27.705,179.79,0.0,14.85,20.69,0.406652994,41.12,785.07,941.17,57.29,57.24742634,95.82564315,12.5186722,0.0,239.3029046,0.71,0.82263393,5.27,1.53,1.54,422.85,5.23,1.21
1274,(주)디지틀조선일보,33130,201812,199708,,0,0,0,정보통신업,0,4.517712058,-3.02134862,5.737464575,0.423468017,-15.74,17.07217185,16.04,12.95,6.51,8.07,8.88,7.24,-2.12,82.08,46.97,1069.091945,138.4904492,148.2977611,1937.639301,294.81,91.29964269,714.04,711.53,125.82,431.17,9.53,27.705,88.32,0.0,7.68,15.62,0.40922511,29.34,1007.08,1203.35,59.63,57.91034051,114.165303,11.55050505,0.0,397.5757576,0.5,0.553967568,5.46,0.8,0.81,301.61,7.08,0.7
1275,(주)디지틀조선일보,33130,201912,199708,,0,0,0,정보통신업,0,6.463116835,-32.62737568,4.933314358,-14.70990672,-5.56,-53.852973,8.68,10.23,4.16,3.53,3.89,4.54,-2.91,87.67,46.85,911.8295175,93.30465008,160.4278638,2024.396052,314.09,89.98772901,653.54,651.56,123.34,281.15,11.13,31.03,66.65,257.82,6.67,16.93,0.357597592,23.18,1102.08,1416.13,58.8,65.7549685,98.42149733,9.401069519,0.0,446.7433155,0.41,0.448595442,4.34,0.69,0.69,210.73,6.32,0.6
1277,(주)디케이앤디,263020,201812,201811,,0,0,0,제조업,1,17.38749781,138.8451032,30.65926393,5.100522607,0.0,-1.762241579,6.73,6.81,6.83,6.74,8.67,8.78,0.07,92.4,30.31,7129.952187,485.8381531,320.9832021,5487.939435,1153.61,81.57141396,316.47,246.92,133.06,132.97,22.59,19.26,29.18,82.71,5.38,5.8,32.12778871,18.0,57.23,185.94,19.4,48.78321094,76.97626506,114.2650602,4.409674699,572.373494,1.0,1.137506184,4.51,2.23,2.85,10.23,11.25,1.62
1278,(주)디케이앤디,263020,201912,201811,,0,0,0,제조업,1,5.222281801,-24.16481878,6.897112028,9.233819981,-2.41,-19.83535225,4.94,4.73,4.67,4.88,5.93,5.68,-0.13,94.4,34.17,7705.876261,364.5361798,227.5430937,5789.234906,1225.89,82.86979171,326.79,256.44,89.97,136.27,20.67,19.37,19.89,93.37,3.41,3.54,31.01914267,17.16,51.43,142.3,17.82,57.54308343,83.35839506,121.9506173,4.708617284,620.0246914,0.99,1.201120156,5.56,2.06,2.63,9.47,9.09,1.57
1280,(주)디케이티,290550,201812,201812,,0,0,0,제조업,1,-17.5561796,-115.4364458,98.18543205,-13.87056586,0.0,-38.35023002,3.61,-0.7,-2.12,10.93,40.63,-7.87,0.28,100.09,-5.71,29732.34767,-208.0553264,31.81940349,2035.013674,725.53,39.54747468,116.69,90.21,53.02,84.41,152.86,11.26,20.27,100.03,12.25,3.66,158.6547204,18.92,88.31,164.89,5.66,67.7555022,-37.82377778,11.33333333,4.732244444,948.0222222,3.02,8.457051257,4.13,4.16,5.36,18.56,10.51,2.18
1281,(주)디케이티,290550,201912,201812,,0,0,0,제조업,1,59.45191604,121.1588735,105.3672248,40.62061463,13.33,48.4518503,3.82,2.35,8.53,13.83,29.72,18.32,-0.06,96.84,5.95,41028.8805,964.9343551,1170.226135,4988.256459,1317.04,50.93545018,152.99,112.28,42.11,76.98,96.33,53.53,8.8,89.86,4.32,1.46,76.82481237,26.26,139.18,208.07,8.9,47.27784663,139.7633333,9.784313725,4.504607843,1087.588235,3.63,7.788889239,6.78,5.0,6.68,19.87,13.38,2.89
1287,(주)디티앤씨,187220,201812,201412,,0,0,0,"전문, 과학 및 기술 서비스업",0,23.54994698,-59.20429854,4.143266518,19.60220961,7.45,-27.81662473,6.74,2.8,1.22,2.93,5.27,1.98,2.55,96.39,34.63,6046.797389,169.4006345,628.5833222,8040.853034,1458.34,51.42455062,87.59,87.14,27.44,2059.07,94.46,2.34,9.25,11.35,4.49,11.41,-3.636261661,22.79,42.62,87.74,57.92,64.41888248,96.32587591,315.7043796,94.27419708,530.2189781,0.43,0.780764933,0.98,1.79,1.79,640.46,3.39,0.85
1288,(주)디티앤씨,187220,201912,201412,,0,0,0,"전문, 과학 및 기술 서비스업",0,18.77021911,-354.6220743,9.408631906,23.83475447,-1.82,-91.109421,0.48,-5.76,-2.57,0.22,0.44,-4.49,3.42,103.15,24.44,6737.658845,-388.107591,1007.735282,7551.47214,1447.57,47.37121622,85.18,84.41,36.21,1249.36,111.1,0.14,9.1,11.36,4.79,11.68,-5.195804744,22.46,37.23,86.42,54.75,68.34457805,74.43936803,283.6802974,89.78911524,560.9702602,0.45,0.905049081,0.88,1.83,1.85,251.38,3.61,0.85
1293,(주)딜리,131180,201212,201101,,0,0,0,제조업,1,7.483845972,-13.21750201,5.642422847,13.83585732,-1.23,-21.08260324,8.76,10.49,7.44,6.21,6.62,7.93,-2.45,89.34,64.18,1122.387189,117.7555707,98.49730835,1535.093697,1440.71,93.12463751,1076.36,980.72,109.87,343.7,7.38,422.48,76.68,519.93,5.27,7.7,9.7959948,13.55,72.86,7453.1,19.79,51.06213913,78.423125,111.1375,0.9602625,599.925,0.71,0.755336673,11.64,1.08,1.19,11.44,7.98,1.0
1299,(주)딜리,131180,201812,201101,,0,0,0,제조업,1,1.094624349,0.591482883,1.523160906,-13.89237116,-4.55,-96.15482512,0.22,5.83,4.14,0.15,0.17,4.52,-0.9,94.58,70.48,1493.311857,87.09032368,110.5087564,1963.918228,1880.95,92.69226729,914.43,740.7,221.77,302.78,7.88,30.21,91.36,1438.76,6.68,9.45,21.3309624,13.66,79.24,8477.55,19.34,69.11125032,72.66180952,101.8285714,2.410780952,585.1238095,0.71,0.767843336,9.47,1.11,1.38,5.59,7.67,1.0
1300,(주)딜리,131180,201912,201101,,0,0,0,제조업,1,2.840277538,-18.15640305,0.149108806,-7.625678542,-1.9,758.5268417,2.01,5.17,3.32,1.29,1.42,3.66,-1.22,95.32,70.91,1379.436695,71.27785349,205.9860988,2005.110733,1916.0,90.26665606,729.51,610.16,185.89,156.35,10.78,27.41,74.78,275.95,7.28,11.47,18.95938204,11.88,68.11,5397.8,18.72,71.35787909,73.79514563,125.4951456,2.636213592,628.4757282,0.64,0.703444851,7.54,1.1,1.33,6.16,10.53,0.98
1307,(주)라이온켐텍,171120,201812,201311,,0,0,0,제조업,1,6.742168216,-50.37071472,-5.077227508,5.001636413,9.91,-65.07468757,2.04,1.36,1.45,2.17,2.68,1.79,-0.1,97.98,77.11,8965.514245,122.1890283,339.6667296,6639.280307,1333.48,76.39390512,238.86,184.94,63.54,594.56,30.9,14.86,22.32,45.67,5.27,5.11,-53.92411095,14.07,35.4,238.78,13.64,63.61338924,77.11233607,250.295082,32.2942541,548.0245902,1.07,1.315196436,5.61,2.46,3.07,12.34,7.16,1.82
1308,(주)라이온켐텍,171120,201912,201311,,0,0,0,제조업,1,-0.649791056,469.5022503,6.7365893,13.14454901,11.48,310.7338349,7.39,6.86,8.03,8.65,10.92,10.14,0.16,91.36,78.25,8501.520709,583.1972023,382.7545527,5939.143956,1176.4,82.07355538,274.86,187.7,48.31,820.67,21.84,30.44,25.73,48.57,4.61,3.93,-87.16371849,24.85,56.05,251.93,21.16,41.60072856,121.3909559,234.6360294,37.66422426,488.4154412,1.17,1.478083869,5.64,3.04,4.17,11.24,7.25,2.18
