,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,매출액정상영업이익률,매출액순이익률,총자본순이익률,총자본정상영업이익률,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율,사내유보 대 자기자본비율,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,자기자본구성비율,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,부채비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,재고자산대순운전자본비율,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,종업원1인당부가가치율_계산,노동장비율_계산,기계장비율_계산,자본집약도_계산,총자본회전률,자기자본회전률,타인자본회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,순운전자본회전률
298,(주)금호에이치티,214330,201712,201511,,0,0,0,제조업,1,-4.113791735,-40.94589823,5.18345477,-13.84023874,-8.17,-37.57293845,4.97,2.75,3.22,5.82,10.08,5.57,0.53,96.39,8.13,18403.23902,505.2146441,1451.347773,9990.885817,1758.77,60.4366698,188.9,121.55,15.42,0.0,65.46,7.78,31.68,53.48,12.53,10.47,75.76244033,27.0,73.02,272.04,22.56,63.31052701,76.50283898,101.9639831,17.90833898,310.184322,1.17,2.030176599,2.77,2.01,3.06,5.82,7.05,1.3
299,(주)금호에이치티,214330,201812,201511,,0,0,0,제조업,1,58.74595123,57.96091596,37.57111775,16.44469807,8.47,17.58383501,5.01,3.72,4.01,5.4,9.73,7.23,1.24,96.09,5.19,13218.35354,492.2536572,92.833822,8278.999602,1477.31,52.37513242,179.32,122.32,50.23,187.65,90.93,3.66,6.89,11.1,3.28,3.74,71.85752975,19.57,89.83,349.22,22.3,60.99781116,78.38396484,88.12304688,12.42440039,449.7441406,1.08,1.941130808,2.42,1.72,2.57,5.17,7.95,1.11
300,(주)금호에이치티,214330,201912,201511,,0,0,0,제조업,1,35.11121627,-100.9652789,38.26840479,19.99190232,2.54,-61.31730225,1.62,-0.03,-0.03,1.45,2.73,-0.05,4.32,99.84,2.36,10635.75364,-3.186256591,305.6020476,7656.961354,1362.44,53.59899948,154.66,117.86,48.55,200.82,86.57,0.35,2.91,4.08,1.35,1.73,67.31912818,16.36,94.68,360.29,20.99,62.81783724,89.37020952,88.51238095,11.89217905,599.3638095,0.9,1.688132997,1.91,1.39,1.91,5.11,4.55,0.87
302,(주)금화피에스시,36190,201112,200012,,0,0,0,건설업,1,18.08261122,30.46384203,16.60799654,-15.27485406,11.99,30.25097259,19.88,18.35,17.19,18.62,23.26,21.47,-2.41,77.04,19.0,13789.69883,2530.416667,2638.6105,12724.16667,2487.71,81.06827325,434.44,434.44,15.37,1259.44,23.35,1374.805,75.51,0.0,14.29,16.27,0.0,60.21,440.56,130932.58,68.53,62.72103324,108.4111663,24.60803059,0.082799235,180.0650096,0.94,1.083737315,4.69,1.35,1.35,0.0,8.39,1.09
303,(주)금화피에스시,36190,201212,200012,,0,0,0,건설업,1,12.00899858,21.75561337,20.9049399,30.80329782,7.27,24.34610346,18.9,17.08,18.52,20.49,24.26,21.92,-2.23,77.89,19.79,18037.38083,3080.924333,1877.982833,15384.16667,3019.71,87.50685061,723.2,723.2,33.85,1149.46,14.28,1374.805,102.82,0.0,12.85,12.52,0.0,68.09,511.84,760487.07,66.36,62.88095901,128.0221034,25.01247772,0.016834225,188.026738,1.08,1.283415526,6.98,1.56,1.56,0.0,12.78,1.32
308,(주)금화피에스시,36190,201712,200012,,0,0,0,건설업,1,7.721032954,-15.73629501,9.197697546,-12.44010596,-2.5,13.57566976,16.46,9.79,9.02,15.16,19.19,11.48,-0.98,85.38,12.46,34296.9735,3358.9875,7754.543167,29384.0,6030.28,79.53204784,381.74,379.24,56.22,921.0,25.74,539.47,83.07,1341.98,17.0,19.14,0.887747159,48.16,439.51,7239.51,54.21,67.42315319,127.6678362,21.59168704,0.488569682,264.3667482,0.92,1.16610995,4.39,1.36,1.37,220.32,5.86,1.07
309,(주)금화피에스시,36190,201812,200012,,0,0,0,건설업,1,13.32991822,96.73442766,19.81230171,13.38548235,70.66,22.20939963,17.74,16.99,16.05,16.75,20.44,19.63,-1.03,78.83,19.78,38887.78883,6608.284833,3716.79,35227.66667,7248.29,84.08121933,489.72,486.58,66.66,829.24,18.93,431.66,82.35,637.41,13.11,14.75,0.804539406,52.97,544.12,7097.88,59.59,58.18219778,92.13024355,12.48567335,0.20897851,173.5752149,0.94,1.152360539,5.23,1.39,1.4,214.5,9.8,1.13
310,(주)금화피에스시,36190,201912,200012,,0,0,0,건설업,1,7.304871176,-30.19509677,8.464116209,-10.23946922,-37.25,-17.05335828,16.39,13.22,10.17,12.62,14.92,12.04,-1.07,82.66,10.45,34905.88567,4612.906833,3829.2945,37957.16667,7880.32,84.98957265,474.92,471.78,82.88,892.78,17.66,280.27,53.54,464.33,8.04,10.81,0.838168619,46.68,548.61,179971.27,62.79,67.21657205,136.6392808,20.00799087,0.077490868,291.2659817,0.77,0.91031786,4.98,1.16,1.16,177.69,8.7,0.96
316,(주)기가레인,49080,201712,201312,,0,0,0,제조업,1,16.62879145,91.10107546,53.94615727,32.72070087,-42.86,274.0832821,5.23,-0.92,-0.55,3.1,7.15,-1.88,2.47,99.07,2.0,2060.274312,-18.94616398,-62.90053769,1831.734873,258.31,48.81898643,93.25,61.93,9.53,178.2,104.84,1.96,-2.58,-3.58,-1.32,-2.4,-464.0782921,13.02,36.36,105.08,23.62,53.48403213,90.44555,320.205,109.708085,898.78,0.59,1.369160426,1.05,1.69,2.32,6.24,6.21,0.75
317,(주)기가레인,49080,201812,201312,,0,0,0,제조업,1,-1.384368662,-2249.692496,-22.67870232,24.60868476,11.0,-147.7334722,-2.0,-17.34,-12.0,-1.38,-3.18,-27.86,2.59,109.66,-37.16,2476.000071,-429.3481688,-194.7126019,1327.137985,172.25,38.27737379,121.04,74.65,8.13,229.41,161.25,-0.71,-5.82,-9.37,-3.59,-5.16,220.4642667,8.4,26.7,98.32,12.07,109.6633821,38.78238739,245.8333333,57.20454054,794.1261261,0.69,1.587137458,1.23,1.47,2.31,4.05,4.51,0.76
318,(주)기가레인,49080,201912,201312,,1,1,1,제조업,1,-34.23281661,-112.8859033,-59.06568126,-41.67818786,-10.36,-1085.142608,-40.67,-63.3,-31.03,-19.94,-61.27,-95.33,5.02,160.8,-247.32,1392.020123,-881.0901995,153.2780168,533.4749404,5.29,23.82431691,96.45,68.18,9.39,281.69,319.74,-8.09,-1.0,-1.42,-0.76,-1.24,-797.487143,-14.25,-36.07,-98.61,-23.07,-95.55258725,-110.6786935,210.2713568,65.57770352,580.5979899,0.49,1.506227448,0.73,0.92,1.42,2.65,2.39,0.49
319,(주)기산텔레콤,35460,201112,199911,,0,0,0,제조업,1,-6.653860292,-644.6506114,-24.29330508,-30.49397053,-26.4,-383.0117673,-15.77,-18.41,-13.21,-11.32,-26.08,-31.86,3.31,118.18,-60.58,4580.988872,-843.4180259,-268.8001401,2265.343502,348.59,39.28686737,131.22,86.83,11.32,139.88,154.54,-3.73,-2.73,-4.32,-1.66,-2.17,142.1738713,-4.53,-28.51,-350.74,-5.95,-184.7483728,-47.61163043,4.923913043,2.223347826,645.8369565,0.72,1.938089355,1.27,1.09,1.59,3.45,3.46,0.64
320,(주)기산텔레콤,35460,201212,199911,,0,0,0,제조업,1,-15.0997019,84.43430986,-6.999350313,13.14984448,-8.7,704.2449372,2.31,-2.53,-2.36,2.15,5.24,-2.03,2.42,102.47,-53.77,5183.381785,-131.2838365,867.8719344,2365.710794,326.27,43.03523393,152.48,116.13,38.57,215.88,132.37,0.71,10.29,18.83,5.86,5.78,69.26168074,15.83,515.09,1085.22,15.6,74.5660337,60.8052381,6.273809524,3.837035714,554.6190476,0.93,2.27247431,1.58,1.34,1.88,4.64,4.9,0.78
325,(주)기산텔레콤,35460,201712,199911,,1,0,1,제조업,1,-5.487987443,-109.8126977,-12.2359314,7.258911046,-6.32,-10.84656529,-5.09,-8.73,-7.67,-4.48,-8.63,-13.79,0.41,108.34,-52.94,4353.85228,-379.9400988,41.87588408,2431.033371,350.8,49.89107728,231.57,147.39,61.54,0.0,100.44,-6.37,-2.09,0.0,-1.05,-1.16,63.9797789,7.55,264.18,498.92,8.35,160.975247,1.035730337,4.08988764,0.850404494,500.6067416,0.88,1.695563518,1.83,1.05,1.53,3.29,3.24,0.72
326,(주)까뮤이앤씨,13700,201112,198911,,0,1,1,건설업,1,-29.22803642,-8645.676411,-71.90536835,-58.95148678,-24.53,-861.9515435,-147.44,-128.62,-38.42,-44.04,-126.82,-110.63,9.62,242.82,-44.21,19943.22502,-25650.61078,-4500.798188,10206.12913,104.12,18.51579805,42.03,39.47,8.73,48.57,440.08,-14.28,-11.8,-18.97,-9.61,-26.57,-2.554452664,-49.07,-226.43,-26428.44,-135.62,-7.535178368,-1526.5015,674.1625,4.9127375,3111.0625,0.3,1.954041378,0.46,0.73,0.77,14.0,9.44,0.31
327,(주)까스텔바작,308100,201912,201906,,0,0,0,도매 및 소매업,1,12.2854985,-38.74406512,22.12495586,-11.89865492,0.0,-38.11790936,11.09,8.44,8.16,10.72,12.93,9.85,-0.04,89.23,29.84,12333.2298,1041.372808,311.416769,11719.95088,2224.74,86.15040148,666.58,292.61,152.27,239.31,16.08,214.89,51.68,600.5,7.16,7.83,66.00563753,17.97,631.35,1115.68,19.66,29.90912643,269.2766102,37.91525424,0.0,1501.932203,0.97,1.061039375,5.65,1.26,2.85,2.26,15.99,1.06
330,(주)나노신소재,121600,201112,201102,,0,0,0,제조업,1,48.07400399,-31.94028243,124.0758881,20.34390838,27.62,-48.1714704,13.41,14.0,7.63,7.31,10.68,11.15,0.31,88.25,36.28,4629.387206,648.2059041,-289.9763033,8044.415672,1591.45,79.6560803,493.78,212.11,83.9,3651.51,25.54,9.69,12.6,16.4,2.56,5.59,71.52983374,16.71,56.13,97.45,36.47,43.12450398,90.80522388,166.4253731,93.95783582,545.0671642,0.55,0.57533127,1.73,0.89,2.03,1.58,5.88,0.7
331,(주)나노신소재,121600,201212,201102,,0,0,0,제조업,1,-6.439724874,-130.8605283,-2.751691651,-29.37929179,-0.75,-115.5866049,-2.96,-6.12,-2.05,-0.99,-1.22,-2.52,0.1,102.82,34.61,3269.306031,-200.0397665,147.8578783,7839.499396,1547.16,82.79602692,467.61,166.59,58.54,2166.89,20.78,-2.32,-4.37,-6.09,-0.75,-2.17,81.88489466,12.47,40.17,73.22,36.05,72.60503314,63.28518797,161.5789474,88.29846617,514.6691729,0.33,0.411971105,1.78,0.53,1.34,0.88,7.4,0.44
336,(주)나노신소재,121600,201712,201102,,0,0,0,제조업,1,5.608202128,14.94650389,6.862202862,10.84133023,7.87,35.52337753,18.72,14.98,7.88,9.85,10.63,8.51,-0.03,84.96,48.74,4170.707069,624.9250293,874.6583015,7593.676439,1464.75,93.1993321,1573.4,783.43,166.55,3550.33,7.3,114.62,133.43,602.39,9.07,17.72,53.61542293,24.17,116.98,283.34,47.18,51.04191182,108.6151042,103.6979167,41.47880729,463.6145833,0.53,0.56782757,7.18,0.73,1.44,1.5,4.36,0.69
337,(주)나노신소재,121600,201812,201102,,0,0,0,제조업,1,10.6975453,12.35714289,7.166090248,14.66153228,1.56,2.560603141,16.75,14.68,8.19,9.34,10.19,8.93,-0.26,84.51,52.7,4782.196633,702.1479081,361.2331322,8127.726941,1573.48,90.22610219,923.16,401.62,96.42,1892.1,10.83,127.97,70.14,613.71,6.86,12.92,63.35876311,24.86,125.79,316.56,46.85,51.69116998,122.1752308,107.2358974,42.58371282,502.8564103,0.56,0.608376694,6.67,0.79,1.7,1.47,4.51,0.73
338,(주)나노신소재,121600,201912,201102,,0,0,0,제조업,1,3.465810626,-24.37991919,5.551223156,-6.424883387,9.23,-41.20938936,10.52,11.87,5.79,5.13,5.63,6.35,-0.31,87.33,54.14,4478.717305,531.4122824,1090.462779,8590.02414,1657.55,92.04466084,1398.81,690.04,236.63,1742.46,8.64,42.91,97.77,549.02,7.78,16.21,54.5705056,22.56,124.02,320.15,47.02,60.31146971,104.6583099,95.27699531,37.1766338,477.8262911,0.49,0.535394818,5.51,0.67,1.45,1.26,4.73,0.62
340,(주)나노엔텍,39860,201112,200008,,1,0,1,제조업,1,38.95437893,-79.17241878,2.112256499,-12.86666603,43.1,-589.9793384,-84.51,-92.77,-24.58,-22.39,-38.67,-42.45,-1.11,174.67,-18.37,676.0777202,-627.1852972,-272.2126006,1501.426489,195.52,57.90217288,584.92,524.49,48.43,386.98,72.71,-12.31,-25.34,-33.64,-10.67,-40.26,12.46129272,-12.36,-63.98,-332.18,-46.66,-53.52939451,-79.25903614,118.6746988,21.53450602,603.3855422,0.26,0.457556926,0.63,0.36,0.4,3.48,2.39,0.31
341,(주)나노트로닉스,10670,201112,199605,41740.0,0,0,0,제조업,1,6.88898749,75.23327335,-7.338471427,-7.928747179,5.41,466.6984308,2.53,-9.94,-3.62,0.92,2.06,-8.09,9.55,109.08,26.15,1360.598815,-135.2265333,-241.6272631,1946.148785,298.83,41.73443635,129.2,117.95,2.28,489.59,139.61,0.21,-12.9,-16.72,-7.52,-21.32,38.53196779,4.26,265.56,316.59,12.08,65.88466031,50.9625641,3.58974359,1.340282051,1271.589744,0.36,0.844520549,0.66,0.52,0.57,5.31,0.87,0.33
342,(주)나노트로닉스,10670,201212,199605,41740.0,0,0,0,제조업,1,6.23859397,-87.15605769,13.78255897,13.53135034,-20.51,670.2429379,17.18,-16.38,-6.36,6.67,15.41,-14.7,10.32,115.72,5.58,1393.778436,-228.3566442,-180.4573456,1849.181057,315.9,44.69798392,128.9,116.35,11.65,1394.81,123.72,1.4,-9.74,-11.89,-5.38,-14.29,43.44966253,2.22,266.99,320.94,5.89,127.3137923,-45.60580645,2.483870968,0.854064516,1693.225806,0.39,0.896982043,0.68,0.54,0.59,5.84,0.88,0.3
345,(주)나무가,190510,201712,201511,,0,0,0,제조업,1,-27.30717085,-876.9525832,-57.34307061,-11.97760374,-7.25,-4601.971905,-12.22,-15.89,-24.19,-18.61,-61.54,-79.31,0.57,115.42,-100.73,75293.82822,-11961.77295,-12671.54915,8216.503868,1695.52,21.47932385,88.79,60.56,19.52,52.31,365.56,-18.62,-15.03,-28.51,-11.81,-6.53,-251.6464458,-1.51,-4.61,-8.17,-0.84,-1161.685415,-299.5092969,31.046875,5.858234375,576.9140625,1.52,5.035461222,2.18,2.37,3.13,9.65,11.57,1.25
346,(주)나무가,190510,201812,201511,,0,0,0,제조업,1,-16.60413012,1241.322517,15.79883943,21.45474732,-16.41,1795.034154,0.59,1.15,2.75,1.42,5.63,12.19,0.5,98.49,-45.29,91202.06063,1045.244634,7566.940426,11227.92287,1969.06,29.82498746,90.88,76.85,24.34,54.27,235.29,1.01,-10.43,-22.24,-7.32,-2.78,-153.7133015,30.9,81.4,141.03,11.73,50.22453158,143.3492523,43.24299065,6.931028037,728.9813084,2.4,9.477808461,3.21,4.17,5.52,17.01,13.94,1.97
347,(주)나무가,190510,201912,201511,,0,0,0,제조업,1,63.78072647,-116.3432268,24.9734321,15.74010645,36.45,43.55185749,0.74,-0.16,-0.37,1.7,6.69,-0.94,0.53,100.31,-29.02,105429.3415,-170.6195211,3022.20323,14456.70516,2248.84,22.75805661,80.42,51.97,5.68,41.21,339.4,1.15,12.09,36.2,9.34,5.02,-145.3227995,20.7,72.28,102.74,11.12,62.75809016,81.42273973,23.90410959,5.244061644,1076.123288,2.31,9.086684922,3.1,4.02,5.58,14.35,12.72,1.83
353,(주)나스미디어,89600,201712,201307,,0,0,0,"전문, 과학 및 기술 서비스업",0,19.71846307,122.8127913,22.35761089,71.96199123,17.22,122.2349552,28.52,22.18,9.2,11.83,29.54,22.56,-0.31,71.12,57.4,13738.39362,3047.058086,1675.835732,13231.76341,2523.74,40.43769605,140.61,140.61,10.08,28.53,147.29,147.4,8.45,529.81,5.03,13.22,0.0,25.99,699.91,0.0,68.29,51.21187368,152.8165313,33.4,0.0,748.5625,0.41,1.035995001,0.69,0.56,0.56,0.0,3.35,0.32
354,(주)나스미디어,89600,201812,201307,,0,0,0,"전문, 과학 및 기술 서비스업",0,-4.068323848,-22.79092124,11.09730051,-11.3642208,-0.31,-27.26650377,23.4,19.32,6.65,8.06,18.5,15.03,-1.01,75.76,60.01,12177.13224,2352.605477,2442.876054,14267.55096,2798.18,46.83040108,157.27,157.27,10.48,23.46,113.54,326.73,11.19,0.0,5.95,16.91,0.0,24.7,626.37,0.0,70.24,58.68154498,134.5101567,33.39498433,0.0,718.4858934,0.34,0.790505794,0.61,0.45,0.45,0.0,3.08,0.27
355,(주)나스미디어,89600,201912,201307,,0,0,0,"전문, 과학 및 기술 서비스업",0,17.52604067,9.165485469,7.87793697,9.755274113,10.03,22.49787062,26.12,19.22,6.82,9.27,20.71,15.07,-0.32,73.54,68.0,13365.04487,2568.233191,3702.855075,15140.56864,3180.57,42.98593764,147.79,147.79,15.24,21.07,132.63,35.89,13.25,292.26,7.55,22.99,0.0,25.32,807.95,0.0,77.09,52.28431916,158.4166952,28.78917379,0.0,796.5441595,0.35,0.793051209,0.64,0.46,0.46,0.0,3.77,0.28
357,(주)나이스디앤비,130580,201112,201112,,0,0,0,임대업,1,59.78159901,32.45566779,79.40174386,7.045572708,0.0,22.31462065,16.37,14.23,13.49,15.51,19.88,17.29,-1.99,82.1,33.06,1132.927662,161.2537662,226.2853247,1197.532468,139.51,81.45193478,515.49,515.49,75.51,0.0,22.77,344.49,69.31,0.0,12.86,16.68,0.0,12.61,1025.99,0.0,16.37,0.0,29.43536082,2.865979381,0.0,233.4226804,0.95,0.946049678,4.31,1.16,1.16,0.0,17.47,0.93
358,(주)나이스디앤비,130580,201212,201112,,0,0,0,임대업,1,9.491634058,21.80325598,11.27087893,10.53667071,6.19,12.0860189,16.59,15.68,12.75,13.49,16.43,15.53,-3.7,80.61,39.48,1252.300519,196.4123377,200.2737013,1332.532468,166.5,82.77553305,610.17,610.17,61.12,0.0,20.81,344.49,76.92,0.0,13.25,17.03,0.0,44.65,3968.68,0.0,57.4,69.24754379,107.4747573,2.708737864,0.0,240.6893204,0.81,0.989944116,4.55,0.95,0.95,0.0,19.08,0.8
363,(주)나이스디앤비,130580,201712,201112,,0,0,0,임대업,1,15.96873124,11.96685801,14.24626234,24.49006426,32.47,30.7627441,19.99,15.17,14.68,19.35,23.4,17.75,-1.13,81.33,63.3,2745.645909,416.4994805,512.5774675,2312.467532,400.47,82.11723165,355.01,354.98,112.41,5164395.45,21.78,344.49,86.21,0.0,15.42,17.11,0.011552455,57.81,2451.95,10028.56,64.16,64.80267135,101.5545588,3.808823529,0.0,210.8235294,0.97,1.170189713,5.59,1.43,1.43,21479.78,11.94,1.15
364,(주)나이스디앤비,130580,201812,201112,,0,0,0,임대업,1,20.73854055,44.98688201,17.29174642,23.07781906,28.43,23.29026894,20.03,17.87,17.95,20.12,24.9,22.21,-1.0,78.23,71.41,3379.281104,603.8696104,740.8586364,2659.415584,487.01,79.77298274,342.56,342.55,113.3,0.0,25.36,344.49,84.21,0.0,17.03,18.55,0.005519525,63.21,3230.88,16680.08,68.82,62.27326755,110.493626,3.194656489,0.0,195.0458015,1.0,1.242979857,5.24,1.59,1.59,27225.18,10.52,1.24
365,(주)나이스디앤비,130580,201912,201112,,0,0,0,임대업,1,38.85466773,21.29959035,32.94364825,48.59540651,12.21,22.78374872,16.55,14.59,16.67,18.91,24.31,21.19,-0.88,81.99,75.44,5021.456494,732.4913636,872.473961,3041.363636,608.04,76.37706049,317.03,317.02,87.44,0.0,30.93,323.47,66.84,412.41,15.79,16.06,0.003886205,62.42,970.44,11646.2,63.51,63.972565,114.6137755,11.1292517,0.0,205.8605442,1.14,1.468907269,5.15,1.72,1.72,54228.91,9.93,1.31
367,(주)나이스홀딩스,34310,201112,200402,,0,0,0,"전문, 과학 및 기술 서비스업",0,2.732331362,27.11705523,6.552605508,91.75803062,18.75,130.3040767,23.81,17.36,8.02,10.99,14.85,9.82,-0.6,76.23,38.01,56325.33524,9779.008731,10509.27773,74526.32626,1976.1,75.3780494,156.42,153.74,72.96,0.0,32.66,23.73,28.66,118.26,7.06,15.49,4.75566183,10.85,73.27,183.15,23.81,0.0,220.7373684,530.3947368,58.85402632,8675.973684,0.46,0.604442713,1.78,1.86,1.89,123.95,9.89,1.08
368,(주)나이스홀딩스,34310,201212,200402,,0,0,0,"전문, 과학 및 기술 서비스업",0,16.01594247,32.52261818,22.45693244,8.773742459,7.89,-3.598904427,21.1,21.15,9.71,9.68,12.47,12.09,-0.78,79.57,35.77,55936.97954,11831.94104,9806.6865,83494.66637,1999.75,79.56289891,133.55,130.45,42.14,46313.68,25.69,42.71,36.25,146.47,7.41,17.34,9.22469524,8.52,61.85,159.44,19.95,0.0,316.6239024,228.7073171,31.25182927,7965.195122,0.46,0.591103143,2.05,2.15,2.2,106.89,9.41,1.27
373,(주)나이스홀딩스,34310,201712,200402,,0,0,0,"전문, 과학 및 기술 서비스업",0,23.72541936,2.172019463,13.54057817,7.698802192,6.06,-3.410317805,8.45,6.4,5.89,7.78,14.85,9.21,0.27,91.61,35.97,38278.2721,2448.399226,3403.417269,8595.307043,3018.14,50.38753158,146.14,137.26,62.91,286.11,98.46,15.51,15.53,35.08,7.71,9.26,19.25553043,29.52,227.92,468.38,35.47,59.10353121,458.2217143,539.9142857,48.8342,10995.54286,0.92,1.756412789,1.93,1.55,1.65,24.85,11.29,0.91
374,(주)나이스홀딩스,34310,201812,200402,,0,0,0,"전문, 과학 및 기술 서비스업",0,24.71411731,7.062935627,18.46061408,11.15968705,5.71,4.675956957,7.96,6.16,5.07,6.56,13.38,10.01,0.43,92.0,27.79,42550.00747,2621.328087,6558.193668,8878.816756,3301.59,47.86096444,131.68,120.89,51.78,304.95,108.94,9.62,16.65,38.72,8.68,11.71,34.06376175,28.22,154.04,350.16,38.04,55.14538709,-207.3583784,539.6756757,22.16427027,11442.97297,0.82,1.680854298,1.61,1.41,1.52,19.57,10.58,0.82
375,(주)나이스홀딩스,34310,201912,200402,,0,0,0,"전문, 과학 및 기술 서비스업",0,18.0328379,-21.78827589,17.65495317,16.49313469,29.73,20.18534388,8.21,4.14,3.28,6.51,13.63,4.39,0.53,91.2,27.17,49567.83751,2050.185892,6890.2583,8836.026324,3520.06,47.7077365,132.68,125.45,47.31,300.0,109.61,8.47,18.99,47.47,9.93,13.57,22.12991557,26.2,134.25,302.0,35.78,50.08747868,287.3758333,426.7916667,16.622125,9128.0625,0.79,1.659055889,1.52,1.39,1.48,20.76,9.92,0.79
377,(주)남선알미늄,8350,201112,197805,,0,0,0,제조업,1,4.854921271,326.8654402,24.52956307,11.63976303,2.29,1355.091835,1.63,8.18,10.53,2.09,8.39,42.18,1.75,91.42,-30.68,2737.073527,223.9917952,-18.95833337,395.5850726,34.38,28.59821368,88.7,73.41,2.72,192.02,249.67,0.85,-1.67,-3.54,-1.19,-1.03,-135.3068379,28.41,104.11,688.08,24.39,46.0082747,64.00180597,106.338806,15.99854925,334.7656716,1.29,4.073763751,1.71,2.49,2.98,14.94,4.0,1.15
378,(주)남선알미늄,8350,201212,197805,,0,0,0,제조업,1,-8.804721256,-166.8208531,-17.3786307,2.0290893,-2.24,-179.8449515,-1.27,-5.36,-7.17,-1.7,-7.48,-31.49,1.6,100.41,0.38,2792.611193,-149.6732285,-34.89878174,555.1151819,11.02,25.9094945,82.22,69.6,0.84,269.65,285.96,-0.73,-1.7,-3.17,-1.26,-0.96,-12.6214041,13.34,46.18,318.76,10.24,120.811296,48.22667176,104.4687023,16.04603511,361.4045802,1.34,4.551958045,1.73,2.51,3.0,15.33,3.8,1.16
383,(주)남선알미늄,8350,201712,197805,,0,0,0,제조업,1,0.435988374,6.58228347,20.59265313,-0.01657607,-3.0,-14.18304516,5.18,5.43,7.65,7.31,15.35,16.08,0.34,93.05,56.01,3626.380946,196.7869879,273.9527861,1337.80469,167.56,51.92687231,130.39,107.44,3.76,294.3,92.58,8.89,26.15,67.58,12.57,8.93,-22.94572363,29.55,135.85,1014.03,20.99,57.96445398,144.2538422,106.5214408,15.39480617,488.2487136,1.41,2.963752202,2.69,2.89,3.81,11.94,4.92,1.56
384,(주)남선알미늄,8350,201812,197805,,0,0,0,제조업,1,6.45484232,15.99694146,14.14674065,-13.1862225,8.4,-54.57354161,2.71,7.25,8.32,3.11,5.59,14.95,0.33,91.61,64.71,3148.198285,228.2668872,219.1162072,1528.460639,205.41,55.67885027,141.88,123.31,14.89,254.21,79.6,5.19,18.03,52.2,7.99,6.96,44.3493679,25.94,103.42,624.53,22.6,51.29769673,124.6067089,120.2626582,20.97132437,466.693038,1.15,2.197805566,2.59,2.7,3.1,20.6,4.88,1.58
385,(주)남선알미늄,8350,201912,197805,,0,0,0,제조업,1,-2.472884317,-42.58877464,6.152505123,-6.627495576,-2.06,22.83943263,3.57,4.46,4.84,3.87,6.66,8.33,0.22,94.52,66.21,2939.551583,131.050817,250.3054116,1596.179025,224.2,60.60313993,164.72,141.79,37.84,238.2,65.01,7.9,22.27,72.87,8.77,7.98,35.42004842,22.86,91.96,605.15,20.8,63.18586609,96.75502423,118.8642973,19.09727141,472.6332795,1.09,1.867530114,2.59,2.61,3.01,19.32,5.08,1.57
387,(주)남성,4270,201112,198911,,0,0,0,도매 및 소매업,1,-8.042526361,-59.06312472,3.752875794,-19.42786599,-11.94,-110.7135081,-0.5,-2.75,-0.82,-0.15,-0.37,-1.87,7.76,104.2,71.93,18269.06349,-503.1691012,880.1521367,22216.01804,424.23,38.76652963,63.88,42.43,2.59,391.27,157.95,-0.06,-2.45,-3.26,-1.5,-5.06,-59.37767129,4.98,132.19,36825.79,16.78,67.13542025,164.169322,63.88135593,0.510728814,3141.711864,0.3,0.765485131,0.49,0.93,1.67,2.1,4.01,0.37
388,(주)남성,4270,201212,198911,,1,0,1,도매 및 소매업,1,-0.681715427,-276.6205619,-7.509038094,2.81785123,15.25,89.04912658,-0.05,-10.09,-3.09,-0.02,-0.04,-7.94,7.5,103.38,71.58,18783.85852,-1895.038297,-1580.863997,22462.62029,389.34,36.10164665,56.62,39.22,0.54,231.63,177.0,-0.01,-0.9,-1.24,-0.57,-1.87,-40.11608024,5.58,149.94,54631.42,18.16,68.92593534,136.5119118,54.20588235,0.332323529,2785.897059,0.31,0.817758253,0.49,0.99,1.46,3.07,3.07,0.37
392,(주)네오리진,94860,201112,200704,,0,0,0,정보통신업,0,87.56402373,393.8214314,39.02172124,104.3369431,7.69,500.0615081,3.34,1.51,1.54,3.4,5.4,3.18,1.75,98.25,-9.34,2950.994305,44.65715953,1.522437522,1613.961048,203.31,60.26806502,139.62,92.34,25.32,692.48,65.93,1.61,-17.83,-21.77,-7.09,-8.33,119.3339928,15.7,128.5,459.77,18.47,66.78989122,87.51214286,28.97142857,0.0,545.8857143,1.02,1.410923904,2.75,1.83,2.57,6.33,4.72,1.16
393,(주)네오리진,94860,201212,200704,,0,0,0,정보통신업,0,-14.20400999,-529.5726885,-12.40669169,-42.56384988,0.0,5.563679089,6.14,-11.32,-6.85,3.71,6.04,-11.13,4.53,85.93,0.0,1486.859431,-168.2844455,225.6765217,1607.140155,222.26,61.53060533,121.46,89.02,7.09,244.55,62.52,1.27,15.54,27.27,5.98,10.5,-32.44895417,2.05,41.17,647.76,3.59,401.7118388,6.330857143,15.37857143,0.0,309.5214286,0.61,0.863975777,1.57,1.46,2.01,5.28,2.87,0.79
