,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,매출액정상영업이익률,매출액순이익률,총자본순이익률,총자본정상영업이익률,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율,사내유보 대 자기자본비율,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,자기자본구성비율,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,부채비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,재고자산대순운전자본비율,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,종업원1인당부가가치율_계산,노동장비율_계산,기계장비율_계산,자본집약도_계산,총자본회전률,자기자본회전률,타인자본회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,순운전자본회전률
7866,계룡건설산업(주),13580,201912,199601,,0,0,0,건설업,1,16.25111369,-21.1283095,14.28798119,-0.739221613,13.87,-11.57503654,5.97,3.28,3.99,7.28,28.84,16.94,0.6,94.27,43.72,254812.8779,8348.182105,1521.816317,46151.07962,927.75,25.04894279,110.76,74.95,29.8,0.0,299.22,6.73,3.91,7.57,2.93,2.59,332.8899189,18.26,163.57,227410.08,16.1,61.51370971,173.8473496,23.33381089,0.0,1099.338825,1.22,5.577192936,1.63,1.93,2.79,6.28,0.0,1.01
7868,계양전기(주),12200,201112,198807,,0,0,0,제조업,1,9.842387636,19.51212069,5.68377524,21.22639586,4.82,80.08366041,3.55,2.82,3.99,5.03,6.1,4.85,-0.32,96.32,10.29,6901.627618,194.6601471,80.5645,4036.323529,729.76,81.23653223,430.05,280.9,89.92,318.25,23.1,79.4,16.08,124.48,3.02,2.19,45.18975352,26.67,88.78,230.01,19.39,70.99010571,92.16200837,100.9414226,37.38944561,346.667364,1.42,3.968653012,8.03,2.13,3.21,6.36,5.91,1.75
7869,계양전기(주),12200,201212,198807,,0,0,0,제조업,1,2.310943819,-24.44988211,4.139486556,5.44022184,5.02,-67.34023106,1.1,2.02,2.9,1.58,1.92,3.53,-0.31,97.29,7.27,7277.091471,147.0659706,409.2092647,4324.0,749.03,82.68842453,479.66,346.2,113.32,347.64,20.94,27.19,27.55,239.64,4.77,3.37,35.15377633,27.26,91.58,231.04,19.23,75.63501681,93.51306773,98.96613546,37.96926892,349.0756972,1.43,1.693062795,7.95,2.14,3.12,6.87,5.75,1.76
7874,계양전기(주),12200,201712,198807,,0,0,0,제조업,1,4.084543647,-55.04977419,0.197637387,0.012814857,2.02,-27.87087218,3.28,2.28,3.11,4.48,6.22,4.11,-0.01,97.19,5.22,9997.720176,227.8412059,581.7465,5279.029412,955.81,70.67856443,195.13,133.16,21.45,149.44,41.49,516.42,25.86,0.0,7.58,5.67,65.14521955,32.52,86.23,168.41,24.3,76.46631734,111.1507072,133.0749646,67.56714993,351.1089109,1.37,2.00174941,4.88,2.72,3.99,8.51,4.97,1.84
7875,계양전기(주),12200,201812,198807,,0,0,0,제조업,1,7.643435182,-0.591588492,1.772460083,7.398401999,6.79,-22.70354104,2.36,2.11,2.92,3.27,4.76,4.25,0.0,97.81,2.9,10737.39171,226.4933235,-87.42429412,5362.735294,974.52,66.82368846,229.35,149.54,17.53,185.98,49.65,207.14,9.27,48.02,3.07,2.3,61.69808094,31.41,83.7,176.3,23.52,77.19226186,106.6996159,122.0834437,57.6251947,344.9072848,1.38,1.895723849,4.42,2.76,4.14,8.28,5.04,1.87
7876,계양전기(주),12200,201912,198807,,0,0,0,제조업,1,3.064795683,-132.9655867,-2.597521434,2.726616283,-0.79,-72.75002043,0.63,-0.68,-0.91,0.85,1.3,-1.41,0.15,101.12,-1.68,11030.15918,-74.66485294,-78.29629412,5223.794118,946.61,63.1524357,198.12,131.21,7.66,197.28,58.35,3.91,-2.71,-9.22,-1.0,-0.75,68.19224998,28.04,83.11,180.74,21.07,88.59778905,96.0877036,108.1428571,54.49082377,354.6528705,1.35,2.016101862,3.86,2.68,4.08,7.83,4.74,1.82
7878,고려개발(주),4200,201112,197810,44033.0,0,0,0,건설업,1,-3.008468249,-3801.932627,-65.43877705,-1.68825935,5.29,-1005.382689,-36.2,-38.44,-21.21,-19.98,-92.05,-97.73,4.62,139.83,-124.92,30576.51735,-11752.88645,3321.3893,6146.65,22.98,11.40724077,129.94,96.46,8.24,0.0,776.64,-6.13,4.5,7.58,3.98,7.02,-33.48192982,-15.81,-2691.17,-137421.97,-27.87,-27.87036209,-407.6632536,15.14832536,0.296650718,2578.165072,0.55,2.088185848,0.7,0.68,0.94,2.43,0.0,0.4
7879,고려개발(주),4200,201212,197810,44033.0,0,0,0,건설업,1,-14.98879591,98.87589061,-2.179782033,13.51370646,-4.31,930.7940122,3.84,-0.38,-0.27,2.67,21.92,-2.17,2.43,100.26,-2.2,34708.53815,-132.1153,-330.2703,6012.65,20.3,13.12602015,129.44,96.86,9.67,0.0,661.85,1.39,3.76,6.32,3.26,4.31,-32.58758221,7.58,1148.9,89073.1,10.01,69.81156218,173.69255,15.1175,0.195,2290.3575,0.7,4.974509382,0.79,0.9,1.21,3.52,0.0,0.51
7884,고려개발(주),4200,201712,197810,44033.0,0,0,0,건설업,1,9.264623006,633.6077312,265.1132934,6.288900903,-8.18,113.6986223,8.49,0.86,0.9,8.87,113.01,11.49,1.32,98.54,-107.23,24463.59163,211.1224823,1310.986237,2885.682084,-42.25,11.80333606,163.35,142.05,30.92,0.0,747.22,5.75,4.54,8.6,4.0,4.0,-21.30577389,12.6,2431.86,0.0,12.6,62.022992,239.9952874,9.867816092,0.0,1904.247126,1.04,-28.89949861,1.13,1.78,2.12,10.9,0.0,0.87
7885,고려개발(주),4200,201812,197810,44033.0,0,0,0,건설업,1,-10.52205921,-89.1403387,74.05273209,-16.4443547,10.63,-29.01755055,7.21,0.11,0.1,6.37,37.29,0.58,2.08,99.55,-49.21,15392.84268,17.26527812,454.2939536,3782.278701,-24.33,22.95988118,84.99,72.8,22.13,0.0,335.54,3.09,5.68,10.35,4.38,4.68,-12.18897354,12.39,2179.84,0.0,13.26,64.91483816,190.8139481,8.753246753,0.0,1540.132468,0.88,13.30975456,1.06,1.47,1.7,10.75,0.0,0.78
7886,고려개발(주),4200,201912,197810,44033.0,0,0,0,건설업,1,3.452664173,5423.766844,24.16732149,23.62275653,2.08,57.91387073,9.21,5.01,5.69,10.46,41.36,22.5,1.75,90.78,-6.54,38058.11392,1907.387469,2191.593101,9392.67339,87.92,27.55721151,153.89,136.32,26.6,0.0,262.88,4.96,6.28,17.07,4.55,4.07,-17.57161934,20.43,11883.19,0.0,18.3,42.70819908,318.8660814,2.684478372,0.0,1560.872774,1.14,5.169431861,1.52,1.78,2.05,13.97,0.0,0.94
7887,고려산업(주),2140,201112,199101,,0,0,0,제조업,1,-2.15665908,-25.95721441,-4.229213832,9.146032029,-13.13,11.1140776,3.77,2.47,3.5,5.34,11.9,7.8,0.64,96.81,29.83,35461.4507,875.4834965,892.1797515,10943.51614,126.95,44.89008829,113.93,72.48,25.87,214.94,122.77,4.47,6.47,10.06,3.56,2.52,297.4774403,10.45,34.84,652.78,7.38,40.38293582,149.3459302,434.7093023,23.25084884,1435.05814,1.42,4.488717018,2.57,2.89,4.55,7.96,7.99,1.54
7888,고려산업(주),2140,201212,199101,,0,0,0,제조업,1,18.75663756,77.86659418,10.73558878,8.050091103,5.81,0.041730328,3.49,4.06,5.69,4.89,11.3,13.17,0.5,94.62,31.78,38316.12978,1557.192678,-1695.330185,11717.9927,150.94,41.8581265,137.57,93.45,27.16,366.71,138.9,4.01,-2.32,-3.22,-1.35,-1.05,117.4301585,12.12,47.8,799.92,9.4,30.50035998,163.6456044,412.3186813,24.69114286,1581.428571,1.4,3.154856265,2.46,2.68,4.05,7.9,7.26,1.5
7893,고려산업(주),2140,201712,199101,,0,0,0,제조업,1,9.103887666,-26.00920851,4.396400327,1.302941609,4.72,-10.96804687,3.41,2.91,2.89,3.39,6.84,5.93,0.07,95.61,8.67,6997.93247,203.3035244,40.24046264,3311.022608,256.8,48.46884322,115.36,94.6,18.71,336.7,106.32,3.45,8.89,12.6,4.58,4.81,135.1684498,11.28,41.36,306.42,11.83,52.12626816,152.694955,393.2882883,46.34736036,1524.648649,0.99,2.096340899,1.97,1.89,2.29,10.68,5.75,1.01
7894,고려산업(주),2140,201812,199101,,0,0,0,제조업,1,16.65466761,-26.7680261,4.09142871,-9.221877797,18.02,-2.305094744,3.67,2.34,1.87,2.93,6.41,4.34,0.18,97.02,6.75,6352.59169,148.883184,-229.3810302,3412.348119,272.26,43.24894359,112.13,86.78,17.4,292.57,131.22,2.33,-1.95,-2.52,-1.1,-1.49,208.9383357,8.32,28.99,183.31,11.22,58.20837319,105.5567939,419.1984733,63.45869466,1514.167939,0.8,2.008585808,1.47,1.47,1.85,7.19,4.62,0.78
7895,고려산업(주),2140,201912,199101,,0,0,0,제조업,1,-3.339024721,27.35209575,3.716229285,21.47768127,-0.76,0.04489106,3.02,2.46,2.25,2.77,6.18,4.75,0.57,96.72,7.31,7716.981085,189.605855,418.9143896,3544.748927,285.03,46.4056703,114.95,84.35,21.94,247.85,115.49,1.9,2.14,3.2,1.14,1.23,204.6664352,10.9,36.28,256.46,11.69,49.79375253,143.2185385,418.4923077,58.51076154,1476.030769,0.92,1.74918014,1.66,1.71,2.26,6.95,5.04,0.91
7897,고려신용정보(주),49720,201112,200201,,0,0,0,임대업,1,14.96414909,174.4464959,18.42150296,17.93507449,11.61,126.4254854,3.32,2.82,12.43,14.65,23.13,19.62,-0.64,96.05,25.98,5637.029021,158.9358042,175.3256643,862.8671329,75.85,64.91857934,159.0,159.0,11.13,0.0,54.04,207.95,53.7,0.0,18.84,4.44,0.0,137.46,942.72,1500.73,32.41,64.92190723,14.92949714,1.583428571,0.0,10.86114286,4.41,1.919806763,12.02,8.92,8.92,0.0,26.25,5.33
7898,고려신용정보(주),49720,201212,200201,,0,0,0,임대업,1,5.497731788,-61.73108552,0.245250436,3.409526779,4.74,-31.11355852,2.21,1.04,4.34,9.2,14.92,7.26,-0.29,97.51,25.3,5829.225035,60.82300699,31.02531469,861.4685315,73.67,61.68643756,175.12,173.83,22.69,0.0,62.11,171.61,5.77,0.0,2.21,0.53,1.710024313,135.13,1119.84,2074.96,32.51,67.1012341,14.82142935,1.314784506,0.0,10.0872886,4.16,6.533002437,10.85,6.69,6.74,911.66,16.2,4.26
7903,고려신용정보(주),49720,201712,200201,,0,0,0,임대업,1,-0.961168131,-3.602729741,2.965694662,3.438156298,43.6,-7.883108524,5.68,4.08,13.14,18.3,29.27,21.02,-0.14,94.69,42.1,6138.950559,250.5346853,252.9008392,1210.48951,144.55,63.71542358,153.89,153.89,65.67,0.0,56.95,11000.55,45.22,0.0,16.41,5.08,0.0,110.11,1675.06,4490.69,34.08,63.54073969,60.55380567,3.615384615,0.0,54.99595142,3.22,5.289398783,8.59,5.75,5.75,0.0,20.54,3.47
7904,고려신용정보(주),49720,201812,200201,,0,0,0,임대업,1,21.361102,30.45801902,10.65903477,17.91190182,14.37,46.80168505,7.08,4.52,15.54,24.36,40.17,25.63,-0.16,94.17,46.22,7238.553357,326.8425874,580.2023077,1339.51049,170.36,58.09676377,148.79,148.79,89.34,0.0,72.13,11000.55,43.11,0.0,18.07,5.75,0.0,115.03,2064.12,5121.24,36.64,66.94221064,67.12815929,3.251327434,0.0,58.35575221,3.44,5.145569719,8.74,6.13,6.13,0.0,22.51,3.69
7905,고려신용정보(주),49720,201912,200201,,0,0,0,임대업,1,47.79603759,41.66343414,17.7171472,12.50611612,18.58,10.3738281,6.94,5.69,13.59,16.59,35.85,29.36,-0.17,93.51,53.55,8143.815245,463.0164336,515.803986,1596.853147,217.82,46.27313021,108.64,108.64,56.07,0.0,116.11,60.71,28.17,85.62,15.14,6.33,0.0,92.05,535.22,4224.95,38.52,66.34079156,67.07559701,12.27910448,0.0,68.30447761,2.39,5.677290367,4.45,5.84,5.84,0.0,19.39,3.04
7907,고려아연(주),10130,201112,199007,,0,0,0,제조업,1,19.4798372,46.63781541,27.87665633,44.69334593,7.89,71.66698126,17.36,12.85,16.64,22.48,30.51,23.09,-0.23,82.74,30.21,294457.3058,37823.31431,48188.63508,175282.141,3549.81,76.21092063,355.31,226.73,117.07,145.38,31.21,64.52,69.25,157.78,16.47,13.66,50.36288098,26.21,80.94,130.99,21.73,10.36409441,1008.690263,1106.532683,621.7529249,3805.92,1.3,5.149342492,4.92,2.48,4.2,6.05,25.08,1.93
7908,고려아연(주),10130,201212,199007,,0,0,0,제조업,1,7.259000472,-20.41329671,13.54923137,-1.05966406,8.59,-21.45060758,13.78,10.33,11.9,15.87,20.21,15.45,-0.75,86.43,23.31,291337.0475,30102.32893,26422.10541,203224.8543,4047.22,80.68032913,403.13,243.88,75.94,114.61,23.95,68.19,73.75,214.14,14.25,12.8,52.5343669,19.85,60.85,97.45,17.84,13.80982061,832.0431716,1169.352201,665.2216083,4031.280323,1.15,1.582836891,5.36,2.22,3.57,5.85,23.27,1.75
7913,고려아연(주),10130,201712,199007,,0,0,0,제조업,1,8.569110141,6.63434911,7.82216423,12.81157016,-0.51,17.00933667,13.56,9.61,9.38,13.24,15.21,10.96,-0.6,86.25,13.89,349585.1276,33599.95458,42226.40927,304950.0795,6273.95,86.75088565,605.05,381.61,98.41,93.55,15.27,1122.56,79.22,2188.58,10.5,11.2,44.24133052,18.83,55.36,90.64,20.09,14.83046758,765.6540698,1555.022529,873.7574956,4581.480378,0.98,1.07470568,7.53,2.01,3.29,5.16,20.1,1.71
7914,고려아연(주),10130,201812,199007,,0,0,0,제조업,1,2.667633926,-15.64847486,4.40374058,4.345400392,1.09,-14.53291494,11.11,7.77,7.5,10.72,12.25,8.64,-0.78,88.97,12.25,364776.0011,28342.07414,47076.37827,316764.9179,6580.99,88.21784056,736.56,497.35,121.85,107.16,13.36,726.23,98.97,2759.46,11.66,12.24,37.57769651,16.61,45.35,71.74,17.43,17.50156045,683.2610568,1518.438533,902.0696679,4640.153127,0.97,1.121086355,7.72,1.8,2.76,5.21,22.05,1.57
7915,고려아연(주),10130,201912,199007,,0,0,0,제조업,1,8.506450077,19.40828601,7.27683895,-2.738680811,1.87,5.310458552,12.03,9.54,8.48,10.69,12.19,9.76,-0.82,87.29,13.18,354785.9507,33842.78495,36706.95702,336249.4966,7074.28,87.21814295,652.86,431.96,97.9,88.94,14.66,573.48,78.88,1942.11,10.08,11.81,39.95552076,16.97,49.5,81.54,19.88,16.31433355,780.3753987,1462.482004,834.6202879,4899.377558,0.89,1.103080877,7.22,1.56,2.34,4.71,20.86,1.37
7917,고려제강(주),2240,201112,197605,,0,0,0,제조업,1,17.72256788,8.441868577,21.54711536,-5.359654989,9.99,16.24096549,9.59,9.58,6.16,6.17,8.85,8.49,0.25,88.54,81.37,86159.24885,8253.335692,7868.941231,70362.61538,8763.2,69.75305594,161.84,99.15,13.52,230.72,43.36,21.01,13.91,35.56,4.21,6.85,101.378659,15.51,52.93,122.8,25.25,29.31342736,118.0836639,293.6732777,98.5960334,1262.375783,0.64,1.088933266,2.12,1.95,3.15,5.13,4.25,1.21
7918,고려제강(주),2240,201212,197605,,0,0,0,제조업,1,-0.509234599,-59.13101019,-1.001884565,-0.128912898,4.59,-52.30091385,4.58,3.92,2.41,2.82,4.05,3.7,0.38,93.89,83.61,74575.088,2923.314267,8016.316933,66021.06667,7520.52,69.40765865,152.17,95.46,12.26,242.92,44.08,7.01,20.05,46.49,6.13,9.95,108.6999677,13.03,37.36,83.7,21.14,38.34550215,192.3814072,323.0958084,99.75149701,1300.550898,0.62,0.880709822,2.02,1.9,3.07,5.01,4.21,1.16
7923,고려제강(주),2240,201712,197605,,0,0,0,제조업,1,-2.141554282,-44.27642312,-1.621369672,9.383953626,0.95,4.895051774,2.5,1.45,0.93,1.6,2.64,1.72,0.68,97.34,84.41,86136.49239,1247.270944,6333.721056,59030.38889,7487.5,60.74834282,127.89,89.79,16.42,279.05,64.61,3.03,12.23,21.9,4.8,7.43,136.5921109,15.18,36.54,128.43,23.51,55.82538137,123.3907652,247.8039832,35.46750524,1448.493711,0.64,0.964785529,1.62,1.71,2.43,5.71,3.63,0.95
7924,고려제강(주),2240,201812,197605,,0,0,0,제조업,1,-0.545365237,-91.64385872,-0.083711764,1.727156726,-7.65,-2.086379118,2.41,0.12,0.08,1.59,2.61,0.25,0.82,98.9,84.76,78861.78415,93.80135,6202.39115,53744.1,6720.8,61.0303275,137.58,90.81,21.79,250.51,63.85,2.42,12.79,24.25,4.99,7.55,124.4500469,13.0,31.88,114.9,19.67,60.18794142,121.7319977,252.8898978,28.10896708,1560.407491,0.66,1.054505679,1.68,1.69,2.49,5.3,3.82,0.97
7925,고려제강(주),2240,201912,197605,,0,0,0,제조업,1,-1.41630502,222.9341582,1.70135945,3.961377026,-2.72,-16.74942818,1.93,0.37,0.26,1.34,2.15,0.73,0.65,97.89,85.05,81985.79675,302.9166,4087.78405,54136.95,6783.86,62.96038382,143.05,91.28,19.1,291.4,58.83,2.32,11.8,22.19,4.37,6.28,120.2604439,13.97,33.05,137.49,20.05,59.85611347,128.722182,243.0478413,19.18786464,1638.099183,0.69,1.082011222,1.82,1.76,2.71,5.01,4.06,1.03
7927,고려제약(주),14570,201112,200012,,0,0,0,제조업,1,6.84528708,15.8523964,7.452548072,1.383955242,-7.01,17.1379013,11.42,8.14,5.74,8.05,11.66,8.3,1.33,89.94,72.17,4231.431909,344.2664545,350.3316364,4270.0,754.01,70.43894487,321.26,272.83,14.1,1529.2,41.97,8.51,4.89,7.65,1.45,2.07,-48.42595128,25.57,104.28,1798.43,36.63,62.67631657,67.6543254,65.07539683,3.761845238,264.6111111,0.71,0.949041521,2.28,0.99,1.18,6.23,1.24,0.74
7928,고려제약(주),14570,201212,200012,,0,0,0,제조업,1,-1.109093537,-60.28821228,1.286415326,-5.68385501,-1.98,-53.88894804,5.58,3.43,2.27,3.7,5.19,3.18,1.21,96.36,71.58,3990.923455,136.7143636,277.3060909,4325.0,764.99,72.14524045,325.19,266.65,16.0,1253.08,38.61,4.43,18.79,30.02,5.23,7.86,-58.53394511,20.24,82.86,1648.02,30.4,76.52162445,54.03145749,65.36032389,3.278562753,266.9757085,0.66,0.990959917,2.31,0.92,1.1,5.57,1.18,0.7
7933,고려제약(주),14570,201712,200012,,0,0,0,제조업,1,5.334819276,-7.262762319,6.170814731,0.170734384,-0.4,-13.61032731,9.56,8.45,7.19,8.14,9.58,8.47,0.03,90.42,78.26,5036.596636,425.7534545,40.65472727,5179.363636,942.28,85.29681281,566.47,460.99,27.86,1042.67,17.24,201.37,22.45,220.51,3.3,3.98,-105.4819787,26.98,121.21,2478.14,32.53,64.95931686,71.5077381,59.03968254,2.885539683,265.0555556,0.85,1.070405031,5.66,1.18,1.45,6.37,1.62,1.0
7934,고려제약(주),14570,201812,200012,,0,0,0,제조업,1,9.234391963,40.12533502,10.22641301,-6.091588218,1.98,-33.43731983,6.78,12.61,9.39,5.05,5.89,10.96,-0.02,85.72,0.0,4729.787909,596.5884545,526.1657273,5709.0,1049.42,86.07144278,776.29,633.29,83.52,1234.39,16.18,217.89,30.68,0.0,4.27,5.99,-143.0042445,28.86,168.56,2227.94,40.47,57.14122437,81.9381323,49.14396887,3.677750973,283.8988327,0.74,1.001537768,5.21,1.04,1.28,5.64,1.51,0.91
7935,고려제약(주),14570,201912,200012,,0,0,0,제조업,1,3.957458272,-40.64266626,3.583175254,6.730524742,0.39,-3.136291466,6.15,7.01,5.24,4.59,5.34,6.09,-0.11,92.14,81.12,5048.127455,354.119,564.4122727,5913.636364,1091.8,85.76155564,790.04,608.54,96.13,914.61,16.6,859.68,55.54,7482.17,7.91,10.8,-181.4971274,23.62,124.76,796.82,32.26,69.43542794,69.44337209,57.24806202,8.715077519,293.9922481,0.75,0.868773537,5.3,1.08,1.37,5.23,1.82,0.96
7937,광동제약(주),9290,201112,198911,,0,0,0,제조업,1,10.28400071,18.56187368,13.00317378,8.482534555,-0.14,0.8224641,12.3,9.52,9.57,12.36,16.2,12.62,-0.28,87.28,14.16,5989.721972,570.2663431,528.0133472,4679.607357,429.19,77.5664438,284.53,204.0,32.59,513.59,28.92,30.42,40.31,122.23,9.04,9.27,43.64294413,25.83,74.51,569.31,26.46,44.93918832,110.6553232,149.2448418,16.12044429,431.7345254,1.0,0.982770127,4.24,1.78,2.37,7.04,4.69,1.33
7938,광동제약(주),9290,201212,198911,,0,0,0,제조업,1,21.06170677,-7.132852456,7.114929713,5.941333629,3.03,-5.889262864,10.92,8.35,7.81,10.22,14.06,10.82,-0.23,88.87,11.29,6345.591337,529.5900862,452.8402067,4992.669806,478.15,68.63048934,279.11,195.11,49.79,435.29,45.71,28.76,21.04,37.52,6.6,7.73,46.89716931,22.58,63.71,695.14,26.44,49.67470215,113.2131909,178.0520694,13.8950761,510.105474,0.94,1.258374645,3.42,1.78,2.51,6.07,4.71,1.31
7943,광동제약(주),9290,201712,198911,,0,0,0,제조업,1,6.313750881,-17.26371655,4.158838753,8.058954023,-0.2,-19.49020371,3.13,2.02,3.29,5.1,8.76,6.07,0.08,97.09,6.6,21776.9437,440.3417259,447.624286,7339.560359,735.16,57.60361878,160.19,119.53,16.97,166.07,73.6,14.54,8.53,23.7,3.62,2.29,67.54763583,17.0,71.39,441.41,10.76,59.67875446,111.3147782,169.1995968,27.98635484,588.8054435,1.63,2.717827175,3.89,2.65,3.51,10.83,5.2,1.65
7944,광동제약(주),9290,201812,198911,,0,0,0,제조업,1,1.294737705,-4.802944909,3.492039401,3.386052902,0.1,-5.015878301,2.88,1.86,3.02,4.67,8.01,5.61,0.07,97.35,6.0,22514.32254,419.1923553,1012.888402,7607.030264,766.1,58.85316572,169.18,127.0,24.87,153.82,69.91,12.19,12.71,37.67,5.23,3.24,60.97712589,17.12,73.75,426.9,10.62,60.41661034,114.4489023,162.9466264,27.69660423,593.3121853,1.62,2.798022927,3.88,2.6,3.47,10.33,5.35,1.62
7945,광동제약(주),9290,201912,198911,,0,0,0,제조업,1,8.294330258,3.10079629,3.857267164,4.917282507,0.6,23.150265,3.38,1.83,2.97,5.48,9.52,5.57,0.05,97.04,5.89,23621.41538,432.1906563,558.6572412,8030.716632,807.99,56.44181871,170.57,122.91,24.74,145.4,77.17,13.16,11.93,36.73,5.2,3.33,67.53326805,17.37,100.25,527.31,11.12,59.24819944,124.5824825,127.0790791,22.93337137,656.6966967,1.62,2.786364042,3.83,2.51,3.42,9.47,5.56,1.58
7947,광전자(주),17900,201112,199610,,0,0,0,제조업,1,-9.662594338,-397.3022677,-4.526086802,19.3160607,-8.27,-300.7349202,-10.25,-11.29,-10.96,-9.95,-15.75,-17.33,0.91,110.37,6.67,6727.998853,-759.5134786,340.8366315,3972.938382,892.74,64.93629678,144.34,74.37,17.14,257.17,54.0,-9.6,32.11,58.36,11.26,10.12,157.7941757,13.13,26.08,45.35,11.8,113.2715843,25.62117006,119.6366279,68.95011701,245.6991279,0.97,2.619458162,2.64,2.34,4.18,5.32,6.39,1.35
7948,광전자(주),17900,201212,199610,,1,0,1,제조업,1,-19.34294098,69.48308313,-7.966535584,-18.28671461,-42.08,85.16320798,-1.86,-4.22,-4.25,-1.87,-2.71,-5.08,0.12,104.22,0.44,5497.668904,-231.7800969,754.7332575,3724.352524,838.45,74.09534183,223.73,155.79,9.89,176.39,34.96,-3.78,43.38,269.81,11.24,9.96,54.9122763,21.89,49.15,107.28,19.42,61.09764477,67.90909661,166.217064,79.26382309,336.5696361,1.01,1.714159581,3.25,2.53,4.21,6.32,5.69,1.6
7949,광진실업(주),26910,201112,199601,,0,0,0,제조업,1,31.26821215,38.7729191,32.37059112,22.75050213,24.55,42.71694651,8.07,5.52,8.09,11.83,24.19,16.54,1.18,93.25,21.67,12083.16086,667.0252701,87.68500977,4462.793531,792.56,48.89577839,159.78,58.97,14.43,466.47,104.52,6.1,3.48,4.49,1.78,1.34,-100.8168078,25.08,70.57,176.89,18.94,43.77206528,107.0149635,151.649635,60.49725547,426.7372263,1.47,0.708883877,2.87,2.57,6.67,4.17,8.32,1.56
7950,광진실업(주),26910,201212,199601,,0,0,0,제조업,1,-8.450006833,-72.63895452,0.878211698,-5.301346855,-10.22,-70.18483703,2.54,1.59,2.09,3.33,6.49,4.07,1.32,98.14,6.97,11442.59059,182.5050875,878.9595662,4501.979188,819.06,53.87787058,183.46,80.34,10.69,436.04,85.6,1.83,12.54,16.19,5.78,4.22,-103.1140919,18.3,51.44,146.91,13.36,54.38237492,79.6204878,155.3902439,54.1983252,435.1463415,1.31,2.707528666,2.69,2.21,5.52,3.7,6.91,1.39
7955,광진실업(주),26910,201712,199601,,0,0,0,제조업,1,-4.189992317,103.4139379,1.776424532,11.13875254,6.32,692.791403,1.79,1.28,1.37,1.92,2.65,1.89,0.41,98.36,5.29,6634.11931,84.65928384,387.616552,4524.304084,804.85,74.61969671,207.21,102.16,41.87,160.42,34.01,3.84,35.56,243.81,9.03,8.25,-105.0532578,19.96,46.52,476.98,18.24,71.6771911,76.73485149,167.990099,16.08760396,384.5148515,1.07,1.339053977,3.88,2.05,4.25,3.95,7.93,1.42
7956,광진실업(주),26910,201812,199601,,0,0,0,제조업,1,-6.678466258,-50.83011081,0.550152844,2.711368682,-1.98,-61.16890083,0.68,0.61,0.71,0.79,1.02,0.92,0.38,99.21,5.81,6813.994744,41.62687605,120.657476,4549.12687,809.83,80.39968492,344.24,161.78,60.59,324.78,24.38,1.62,22.92,41.63,4.49,3.73,-182.4588784,21.38,48.59,711.7,17.75,74.57900158,78.2530303,161.1515152,10.99522222,366.0909091,1.16,1.479259965,5.15,2.22,4.61,4.29,7.97,1.6
7957,광진실업(주),26910,201912,199601,,0,0,0,제조업,1,-0.319849256,-467.1395943,-3.639999499,-1.522008827,10.1,-509.5282271,-2.81,-2.28,-2.71,-3.34,-4.23,-3.42,0.25,102.89,2.19,6710.285142,-152.8287438,80.00243544,4383.48551,776.71,77.72172917,287.63,127.16,48.67,202.86,28.66,-10.15,7.98,15.79,1.78,1.5,-160.4694992,15.28,35.38,654.23,12.85,110.4220286,50.65302752,143.293578,7.742357798,331.440367,1.19,1.501976906,5.67,2.3,5.04,4.23,8.49,1.74
7959,국도화학(주),7690,201112,198908,,0,0,0,제조업,1,11.27358903,-7.991338912,9.952818254,9.669372509,6.69,-4.397907929,4.33,2.85,4.37,6.65,12.49,8.21,0.36,96.07,70.26,150556.5475,4290.156844,13159.72971,50865.86345,957.32,55.60145962,198.36,153.62,14.2,272.77,79.85,6.85,10.5,20.35,4.66,3.02,45.48546716,12.29,38.67,119.48,7.97,33.19247414,152.8826646,353.2068966,124.9982038,1463.918495,1.53,2.915746406,3.28,2.34,2.97,11.02,4.12,1.51
7960,국도화학(주),7690,201212,198908,,0,0,0,제조업,1,-3.466291633,20.02393329,6.75861813,-3.82258405,2.82,6.91264363,4.82,3.56,5.37,7.27,12.43,9.32,0.19,95.34,71.86,144801.397,5149.214989,10638.57756,54604.36553,1031.67,61.49080042,200.17,152.05,3.92,229.32,62.63,9.05,32.78,78.44,12.62,8.22,48.03844812,13.92,39.58,116.74,9.06,32.72566617,172.6082012,336.152439,115.7557104,1415.728659,1.51,2.772759348,3.64,2.46,3.2,10.56,4.79,1.64
