,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,매출액정상영업이익률,매출액순이익률,총자본순이익률,총자본정상영업이익률,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율,사내유보 대 자기자본비율,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,자기자본구성비율,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,부채비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,재고자산대순운전자본비율,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,종업원1인당부가가치율_계산,노동장비율_계산,기계장비율_계산,자본집약도_계산,총자본회전률,자기자본회전률,타인자본회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,순운전자본회전률
51,(주)SIMPAC,9160,202012,198907,,0,0,0,제조업,1,8.559551973,259.8358517,5.16566483,-14.93235868,-1.43,-30.10362597,2.13,9.33,4.82,1.1,1.72,7.54,0.6,89.67,18.28,5591.716482,521.7749739,-260.4751195,6636.347425,1389.64,62.93234829,141.82,88.93,49.68,102.77,58.9,2.64,3.74,7.06,1.39,2.79,126.4750844,13.08,42.37,372.74,26.37,39.734838,142.1464256,298.8016529,49.07327479,1356.657025,0.52,0.808375431,1.43,1.14,1.73,3.33,7.19,0.66
54,(주)SNT에너지,100840,201312,200802,,0,0,0,제조업,1,6.445735983,78.14904309,8.105755924,-12.98465446,7.18,11.0463951,8.37,8.06,5.36,5.56,8.81,8.49,-0.56,90.16,74.22,28336.2002,2285.190495,2841.211911,27971.186,5494.23,63.58049045,197.1,177.76,71.62,108.13,57.28,50.81,20.6,450.13,7.5,11.65,-19.34265656,11.6,30.03,880.31,18.01,39.89592521,172.9437321,575.9186603,19.64580383,1491.267943,0.66,1.052509861,1.8,1.17,1.31,11.41,4.16,0.77
55,(주)SNT에너지,100840,201412,200802,,0,0,0,제조업,1,-2.298373815,-30.42328549,4.818130776,20.91940132,4.31,-18.01169455,5.68,4.64,3.66,4.47,6.79,5.55,-0.31,93.92,75.09,34263.96364,1589.960466,-3496.919238,29318.89566,5763.77,68.2116401,222.54,199.37,50.89,158.47,46.6,41.09,-2.4,-42.0,-0.76,-0.96,-23.16495805,10.48,26.6,763.41,13.15,49.05022201,146.4270642,550.7614679,19.18069725,1396.844037,0.79,1.196159345,2.31,1.38,1.54,13.66,5.39,0.93
56,(주)SNT에너지,100840,201512,200802,,0,0,0,제조업,1,3.837053075,139.9620463,11.40395236,7.146191304,6.42,146.181537,13.04,10.39,8.71,10.93,15.45,12.31,-0.18,86.36,77.63,36712.53203,3815.301671,311.2161965,32662.33917,6432.47,73.18241494,286.28,269.65,49.36,216.31,36.64,359.1,-13.31,0.0,-3.57,-4.34,-16.63309944,16.98,45.23,1511.99,20.65,30.11322367,231.4545259,511.7025862,15.30794397,1362.913793,0.84,1.184635276,2.86,1.47,1.6,18.29,4.59,1.05
57,(주)SNT에너지,100840,201612,200802,,0,0,0,제조업,1,10.07167717,-93.85961459,-0.691604331,-2.308449238,-6.03,-96.47637586,0.47,0.65,0.5,0.36,0.52,0.72,-0.09,98.68,77.51,35865.04187,234.274227,4942.792209,32436.49758,6387.29,66.02632399,207.24,200.61,57.56,202.26,51.45,389.0242857,15.74,0.0,5.35,7.32,-6.634530319,6.05,17.82,701.11,8.28,75.91191483,96.55591743,541.9633028,13.77177523,1596.522936,0.77,1.101865473,2.5,1.28,1.34,29.08,4.51,0.9
61,(주)SNT홀딩스,36530,201312,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,3.579555216,-15.00436598,4.274764453,-5.53596676,-11.11,-1.044982685,5.38,3.41,2.55,4.01,6.3,4.41,-0.19,95.53,70.47,105630.4887,3602.595799,6310.49867,26592.55856,6793.14,63.94846622,188.1,133.44,48.56,109.33,56.38,30.38,9.78,94.02,3.52,4.8,62.04396417,13.37,29.4,217.13,18.23,61.3042469,1102.7075,6.875,0.0,49667.0,0.75,1.170981598,2.06,1.52,2.13,5.33,4.29,0.99
62,(주)SNT홀딩스,36530,201412,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-5.108346682,24.59344158,-1.333292015,-1.52208437,0.0,-22.75182731,4.22,4.32,3.2,3.13,4.8,5.51,-0.24,95.25,70.78,104022.7035,4488.598092,6384.500526,26727.31316,7118.65,66.49251459,208.24,148.81,50.97,121.85,50.39,34.38,13.86,284.03,4.64,6.1,54.90367272,13.74,30.84,236.39,18.05,59.10541609,935.4225,9.375,0.0,49905.5,0.74,1.137101739,2.13,1.5,2.11,5.22,4.7,1.0
63,(주)SNT홀딩스,36530,201512,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,6.370655606,73.79935803,12.77307699,3.889017186,0.0,146.5975508,10.02,7.22,5.53,7.68,11.2,5.75,-0.28,89.46,72.73,104927.7134,7574.453828,7824.511993,27451.06791,7370.38,70.49468131,263.0,201.03,82.77,143.28,41.85,218.55,16.84,1448.33,4.97,6.68,38.01578705,17.68,42.17,312.8,23.78,43.88689703,4584.28,6.875,0.0,53823.0,0.77,1.117909751,2.44,1.51,2.04,5.84,5.17,1.06
64,(주)SNT홀딩스,36530,201612,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.883875307,-91.28450952,0.107472354,-4.653343476,0.0,-55.25201112,4.7,0.66,0.46,3.3,4.72,0.47,-0.3,97.69,72.56,97137.71797,640.9665634,9088.106807,26953.89576,7190.35,69.26556669,247.45,198.81,88.69,136.89,44.37,286.46,19.44,1852.23,5.98,8.59,32.98459307,10.42,25.68,197.68,14.98,65.42289175,826.4225,4.5,0.0,53375.25,0.7,1.004986321,2.33,1.31,1.67,6.08,4.86,0.94
68,(주)SNT홀딩스,36530,202012,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.511469219,-37.44289232,-0.516871344,-5.049873056,-10.0,0.640743452,8.85,5.42,3.46,5.64,7.84,4.62,-0.43,93.0,77.06,88062.11593,4777.35308,16026.38776,25986.68808,10362.75,71.24154257,269.15,222.26,79.06,113.5,40.37,152.96,26.84,10098.25,7.72,12.21,27.71777185,11.94,35.33,269.56,18.88,49.39128789,2755.547778,5.0,0.0,47106.77778,0.64,0.885322319,2.27,1.14,1.39,6.44,4.83,0.85
71,(주)STX,11810,201312,199009,,1,1,1,도매 및 소매업,1,-73.50478949,-225.0232213,-133.8278114,-60.23602847,-52.8,-134.1164185,-39.27,-65.14,-49.79,-30.01,0.0,-521.17,3.01,148.06,0.0,39841.75539,-25954.38646,2127.240468,-8492.273038,-416.07,-37.96315884,62.06,54.71,5.09,127.51,0.0,-10.71,10.3,13.35,14.21,7.79,-19.39419428,-92.75,-577.77,-1841.96,-50.83,-10.3417342,-8579.158192,351.1412429,0.0,6138.79661,0.76,4.913660911,0.91,2.15,2.45,17.71,5.87,0.83
74,(주)TCC스틸,2710,201312,198412,,1,0,1,제조업,1,-0.604258967,-16118.35753,-8.964950568,-0.1006749,-2.51,-230.532425,-1.55,-3.98,-3.66,-1.42,-3.59,-8.85,2.24,104.23,41.41,27824.04189,-1108.657222,-1623.335444,11671.44444,1064.71,37.83977371,141.27,66.03,8.87,175.95,164.27,-0.59,-5.0,-6.63,-3.11,-3.38,182.2952632,7.37,26.42,80.14,8.0,100.605043,119.2485209,229.1189711,67.08546302,1428.311897,0.92,2.320083244,1.52,2.28,4.54,4.6,7.22,1.27
