,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,매출액정상영업이익률,매출액순이익률,총자본순이익률,총자본정상영업이익률,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율,사내유보 대 자기자본비율,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,자기자본구성비율,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,부채비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,재고자산대순운전자본비율,총자본투자효율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,종업원1인당부가가치율_계산,노동장비율_계산,기계장비율_계산,자본집약도_계산,총자본회전률,자기자본회전률,타인자본회전률,유동자산회전률,당좌자산회전률,재고자산회전률,매출채권회전률,순운전자본회전률
1914,(주)비엘팜텍,65170,201312,200211,,0,0,0,도매 및 소매업,1,-8.133388913,-59.50070243,-13.09967167,-21.61112971,81.82,-21.02255531,3.74,-7.95,-5.9,2.77,5.71,-11.04,2.86,104.86,-54.32,1687.954076,-134.1793434,107.3850085,1021.86624,88.96,47.18179478,67.92,51.6,12.25,246.55,111.95,1.12,4.39,6.1,2.32,2.99,-50.88674187,10.43,27.42,154.08,13.46,90.94235914,-4.666,95.8,0.0,1958.1,0.74,1.527359194,1.44,1.86,2.77,5.62,6.17,0.84
1915,(주)비엘팜텍,65170,201412,200211,,0,0,0,도매 및 소매업,1,0.523763432,66.80833633,18.58840862,21.48193408,20.0,4.108001913,3.2,-2.17,-2.04,3.01,5.85,-3.5,1.86,102.22,-46.38,1787.161437,-38.8155857,-18.30101315,1060.921991,81.35,55.66060967,82.45,54.31,12.56,215.12,79.66,1.53,4.45,6.41,1.97,2.11,-160.3615802,13.16,36.62,236.01,14.05,82.80991621,49.0775,77.45833333,0.0,1736.916667,0.94,1.825636877,1.93,2.82,3.97,9.68,9.25,1.2
1916,(주)비엘팜텍,65170,201512,200211,,0,0,0,도매 및 소매업,1,-3.913793746,-481.4577165,-10.81296814,-7.2245026,75.0,-107.7969974,-0.27,-13.61,-12.06,-0.24,-0.44,-22.04,1.57,106.6,-65.75,1504.479202,-204.792192,26.72361937,896.7618635,46.71,51.66407085,156.48,101.99,25.88,142.83,93.56,-0.15,0.63,1.01,0.3,0.34,96.47420416,5.65,15.49,103.73,6.25,265.3456951,-90.29119048,71.14285714,0.0,935.6190476,0.89,1.6502176,1.91,2.63,4.01,7.63,11.09,1.36
1917,(주)비엘팜텍,65170,201612,200211,,0,0,0,도매 및 소매업,1,16.12510168,35.89822141,-11.06991855,29.42966948,2.38,108.474213,2.45,-6.74,-7.3,2.66,5.88,-19.56,1.41,102.65,-87.67,1861.056675,-125.4651305,58.85106265,773.1049361,21.04,39.56500328,158.76,116.52,37.27,116.02,152.75,1.51,3.78,5.79,2.29,2.27,71.8809027,11.33,34.59,217.89,11.25,130.2804287,-61.55813953,128.6744186,0.0,1115.27907,1.08,2.398079617,1.98,2.87,4.1,9.56,17.64,1.76
1921,(주)비엘팜텍,65170,202012,200211,,0,0,0,도매 및 소매업,1,50.73546523,4.965354918,43.26599521,11.58700092,-10.34,27.01427361,-3.1,-25.25,-14.85,-1.82,-3.29,-32.18,2.96,103.2,-87.81,755.0994045,-190.6613411,66.71234382,815.4504509,51.97,54.28400305,114.89,79.57,39.02,186.33,84.22,-0.95,7.68,10.73,3.51,7.18,237.2232717,2.34,6.5,23.22,4.78,414.5190805,-725.0796154,74.61538462,0.0,3074.461538,0.59,1.061123551,1.32,1.71,2.23,7.42,9.03,1.05
1924,(주)비엠티,86670,201312,200711,,0,0,0,제조업,1,28.5911444,177.0909004,26.86987962,15.80674873,24.19,103.8919639,13.46,6.36,3.93,8.33,14.63,7.68,1.16,88.33,52.35,6288.574066,399.952667,-30.21409486,6781.906748,1226.74,56.60373699,156.62,83.0,32.44,290.14,76.67,8.61,3.25,4.22,1.41,2.56,130.0314598,16.11,41.43,212.34,29.29,44.20357799,60.83458874,140.2813853,29.28983983,394.1471861,0.62,1.086496187,1.44,1.13,2.42,2.12,4.15,0.71
1925,(주)비엠티,86670,201412,200711,,0,0,0,제조업,1,3.697306644,26.06501206,7.532740693,17.15085937,8.23,-17.1511955,9.52,6.84,4.33,6.02,10.44,7.79,1.33,91.76,52.32,7367.118561,504.2003779,284.1253005,6967.139011,1316.62,58.69732946,161.65,86.69,23.2,315.52,70.37,5.88,2.59,3.37,1.07,1.72,121.5908601,16.22,40.81,238.34,26.11,50.11718697,51.51072,140.424,24.658888,378.264,0.63,1.096744277,1.49,1.11,2.07,2.37,3.46,0.68
1926,(주)비엠티,86670,201512,200711,,0,0,0,제조업,1,-2.26468782,-42.49726657,0.99678696,-8.1526305,-1.6,-60.93569521,4.05,4.28,2.47,2.34,3.92,4.37,1.38,95.02,54.52,6766.504606,289.9289992,290.538093,7059.571015,1358.59,60.65608782,163.35,99.41,25.78,942.41,64.86,2.66,6.3,7.19,2.48,4.25,100.9368142,15.51,38.69,226.47,26.57,61.46756368,59.51768293,139.9349593,23.42037398,378.504065,0.58,0.967228068,1.43,1.02,1.78,2.38,2.68,0.63
1927,(주)비엠티,86670,201612,200711,,0,0,0,제조업,1,-0.091654717,-150.3039271,-3.451703134,-25.39451123,-2.03,-151.8806518,-2.82,-2.89,-1.26,-1.23,-2.06,-1.77,1.51,102.75,52.97,5048.183834,-145.8456724,837.1262166,6847.087882,1319.77,58.6161442,140.86,86.81,33.28,440.57,70.6,-1.5,11.77,14.09,4.87,11.17,132.2692709,10.73,27.27,161.81,24.6,85.16686901,41.45551867,140.7427386,23.71960996,389.1161826,0.44,0.730654298,1.08,0.76,1.25,1.97,2.06,0.46
1931,(주)비엠티,86670,202012,200711,,0,0,0,제조업,1,25.91664789,-25.63053524,3.954725158,20.51940185,5.17,5.75533329,7.52,4.47,3.02,5.08,9.4,5.58,0.73,94.55,60.29,11001.10513,491.6304846,358.3667351,9004.939404,1694.72,49.45104298,152.39,80.23,12.67,259.21,102.22,6.68,8.94,10.84,4.52,7.46,137.7429327,12.89,33.9,223.17,21.28,56.95696433,65.87129825,199.4842105,26.27303509,509.0807018,0.68,1.248798391,1.47,1.19,2.28,2.47,4.99,0.73
1934,(주)비와이씨,1460,201312,197506,,0,0,0,제조업,1,3.897583093,-37.06164647,4.375689096,-15.91671141,41.06,-24.80027697,13.77,8.5,3.01,4.87,7.37,4.58,1.78,88.27,7.03,217200.825,18469.85476,45564.56548,425016.6667,8191.24,66.2532817,85.19,17.99,2.34,143.47,50.94,7.44,19.15,40.86,6.46,18.61,-453.8251562,10.48,84.17,804.11,30.17,39.85666717,80.40693593,79.70612813,5.930697772,733.1267409,0.35,0.535604078,1.04,1.66,9.63,2.0,14.97,0.94
1935,(주)비와이씨,1460,201412,197506,,0,0,0,제조업,1,15.84868482,22.78830408,5.028401887,-3.035866089,5.57,11.08034271,15.77,10.77,3.36,4.92,7.82,5.34,1.88,86.07,6.15,210606.8988,22678.82143,33184.95476,446411.9048,8607.91,60.06521617,67.5,12.76,1.57,142.32,66.49,8.23,13.61,23.32,5.44,18.7,-168.4547061,9.92,81.52,0.0,34.12,39.42429124,77.26783641,97.68337731,0.0,804.73219,0.31,0.495987635,0.84,2.23,11.16,2.79,15.92,0.96
1936,(주)비와이씨,1460,201512,197506,,0,0,0,제조업,1,13.65518291,-30.92917611,3.471996529,2.988072537,4.35,-24.26638175,11.6,7.22,2.02,3.25,5.68,3.55,2.34,90.39,5.03,216899.9857,15664.44881,33415.5369,463420.2381,8910.59,54.68354086,72.07,18.27,4.17,105.85,82.87,4.86,8.93,13.89,4.05,15.35,-192.6051615,8.42,89.71,0.0,31.95,44.55434422,71.33948167,68.34134008,0.0,877.6321113,0.28,0.490072579,0.66,2.09,9.39,2.7,17.52,0.86
1937,(주)비와이씨,1460,201612,197506,,0,0,0,제조업,1,6.009549651,33.32636679,4.161081672,16.28006759,-4.68,-23.54949521,7.63,8.28,2.46,2.27,4.19,4.54,2.74,90.75,3.34,252211.45,20884.84048,52312.14167,470519.0476,9285.29,53.73003455,75.16,31.92,18.54,72.27,86.12,2.7,10.62,16.33,4.91,17.0,-174.0790819,8.48,95.99,0.0,29.34,39.66494959,66.58029178,69.42440318,0.0,957.6525199,0.3,0.548876375,0.65,2.01,5.75,3.1,21.49,0.85
1941,(주)비와이씨,1460,202012,197506,,0,0,0,제조업,1,-2.125429233,-34.20002555,4.222751942,-5.115012468,-10.88,-1.935364015,14.17,11.3,2.66,3.34,5.17,4.12,2.69,83.76,5.88,192694.4964,21768.00238,42153.22738,530119.0476,10686.53,66.65362787,96.03,67.39,37.43,115.62,50.03,4.48,11.95,25.32,3.98,16.72,-721.082502,10.49,117.12,0.0,44.03,36.83135413,113.5772542,86.64067797,0.0,1125.994915,0.24,0.364970016,0.67,1.38,2.1,4.03,31.55,0.7
1944,(주)비즈니스온커뮤니케이션,138580,202012,201711,,0,0,0,정보통신업,0,10.76595211,-31.11486384,65.52448029,17.55652134,9.72,-11.6154035,29.72,16.49,4.28,7.72,8.88,5.01,1.04,81.86,76.29,1619.992898,267.0899684,602.352845,5341.565551,1021.63,86.94607657,447.54,447.54,91.76,465.99,15.01,9.9,73.98,1586.03,9.66,37.18,0.0,12.18,905.25,4134.3,46.88,43.56627711,98.33329114,8.594936709,0.0,818.8227848,0.26,0.372452098,1.99,0.47,0.47,0.0,2.64,0.38
1945,(주)비지에프,27410,201412,201405,,0,0,0,"전문, 과학 및 기술 서비스업",0,15.39730547,44.85223583,181.865309,7.603404018,0.0,18.17283862,3.69,3.01,7.58,9.27,21.7,18.18,-0.2,95.99,87.68,136687.8389,4117.990607,10563.85478,22370.666,2168.59,42.74154727,120.56,110.06,35.15,2.4,133.96,11.47,33.96,230.59,19.45,7.73,51.06627713,42.99,156.2,1882.85,17.09,27.96612256,291.5222941,167.7276888,0.0,677.2168192,2.52,5.887240327,4.39,4.66,5.1,53.48,460.17,2.55
1946,(주)비지에프,27410,201512,201405,,0,0,0,"전문, 과학 및 기술 서비스업",0,21.15452609,50.63059428,35.24577072,28.69005225,1.72,47.93305009,4.24,3.53,10.33,12.41,27.29,22.77,-0.2,95.5,86.8,174953.029,6169.431586,14503.55954,28757.65057,3021.26,47.71273257,137.29,129.66,22.05,2.82,109.59,19.54,36.54,456.8,19.1,7.15,20.45105931,40.95,177.42,2541.95,15.32,25.79612742,329.2113667,171.2896513,0.0,821.2604049,2.93,6.441172251,5.37,5.19,5.57,74.98,478.9,2.93
1947,(주)비지에프,27410,201612,201405,,0,0,0,"전문, 과학 및 기술 서비스업",0,18.25205214,20.79146408,21.77027694,16.57340525,5.51,18.26325897,4.3,3.65,10.43,12.27,25.31,21.62,-0.13,95.29,89.08,101974.9753,3726.096155,6687.838317,17107.70193,1764.96,49.13227765,133.06,122.14,13.72,4.0,103.53,21.32,35.4,623.6,18.01,6.83,33.05037748,38.43,127.79,3156.39,14.59,24.31985407,337.4123721,181.9429638,0.0,910.206823,2.86,5.889239125,5.54,5.23,5.62,75.75,352.64,3.01
1951,(주)비지에프,27410,202012,201405,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.04965073,2.087667165,0.578723092,-35.75865432,-0.88,-50.17593943,9.48,11.58,1.08,0.88,0.96,1.81,-0.14,90.31,43.49,1612.896592,186.8110372,223.0567466,15275.03153,1478.32,92.69660141,671.0,667.63,11.85,147.9,7.88,42.19,14.53,88.21,1.06,11.4,0.590496382,3.02,94.24,1211.72,32.48,42.11273095,320.4172321,220.3035714,0.0,13410.03571,0.09,0.100726569,1.23,0.39,0.4,58.91,12.93,0.34
1954,(주)비지에프리테일,282330,202012,201712,,0,0,0,도매 및 소매업,1,9.149222092,-18.93667914,11.92300888,3.955575185,-0.15,-17.50507242,2.62,1.99,5.4,7.14,24.59,18.6,0.13,97.38,48.53,357631.511,7099.741632,29353.4031,38848.79957,3941.64,29.38751874,82.63,70.51,2.39,9.54,240.28,9.0,31.06,83.93,21.93,8.41,-69.73025486,30.31,123.48,1706.23,11.63,25.33867849,259.4888396,188.9472886,0.0,875.3522943,2.72,9.369650629,3.83,7.86,9.08,58.2,112.13,3.5
1957,(주)비츠로셀,82920,202012,200910,,0,0,0,제조업,1,14.83694049,-29.64127573,10.18031973,-15.18177115,-5.07,-28.32714232,16.04,12.48,8.02,10.31,12.22,9.51,0.08,86.24,78.54,5254.613413,655.9803747,1134.930939,7224.982673,1347.08,82.77118392,883.67,648.74,332.56,469.92,20.81,92.14,78.37,140.51,13.5,22.46,29.97830115,21.92,52.21,114.01,36.46,37.93082852,114.2618258,222.0280899,78.04664045,527.6516854,0.64,0.761411222,4.12,1.31,1.88,4.31,6.77,1.12
1962,(주)비트컴퓨터,32850,201312,199707,,0,0,0,정보통신업,0,1.336945462,-228.8014508,-1.024254369,7.766310661,6.21,-0.244924364,3.75,-1.29,-0.84,2.44,4.4,-1.51,0.99,98.05,33.57,2127.333916,-27.42904189,161.8812229,1805.839553,276.21,54.76902012,158.28,157.02,24.24,143.89,82.58,2.03,5.75,13.22,2.6,4.03,2.156820818,13.44,48.93,0.0,20.82,95.06197991,43.0637013,97.28571429,0.0,354.1688312,0.65,1.172807457,1.46,1.64,1.65,158.07,3.37,1.02
1963,(주)비트컴퓨터,32850,201412,199707,,0,0,0,정보통신업,0,-6.107503415,134.6561301,4.190819953,-1.988762642,-6.49,92.51206892,7.37,3.8,2.48,4.81,8.34,4.3,0.19,95.58,36.2,2085.026294,79.14629189,218.9311107,1880.012582,291.34,60.77619961,180.07,179.99,49.34,161.02,64.54,4.82,15.69,35.17,6.15,9.13,0.094031196,16.22,56.74,0.0,24.06,73.97493383,55.84756944,101.6041667,0.0,355.7361111,0.65,1.131716731,1.54,1.59,1.59,363.22,3.5,0.99
1964,(주)비트컴퓨터,32850,201512,199707,,0,0,0,정보통신업,0,-2.72513137,252.262646,14.92260774,7.649566562,-13.19,95.84906665,13.4,12.42,9.14,9.86,14.89,13.8,0.37,85.18,44.18,2244.521768,278.802822,300.0610048,2158.236638,347.45,71.80230049,241.95,241.25,73.09,155.17,39.27,14.85,30.58,62.32,8.62,11.56,0.496765915,26.29,74.39,0.0,35.25,51.43321438,98.63032,140.944,0.0,398.616,0.74,1.110899261,2.18,1.9,1.9,1192.52,6.15,1.28
1965,(주)비트컴퓨터,32850,201612,199707,,0,0,0,정보통신업,0,4.399319995,-10.23574527,11.09705959,-6.728291715,4.8,-30.12753692,10.04,11.95,8.14,6.83,9.22,10.97,0.02,85.73,50.33,2093.503796,250.2652754,283.3604629,2404.637878,395.41,76.40877792,223.91,223.79,64.28,160.5,30.88,16.35,39.36,109.11,9.29,13.93,0.099528377,25.49,86.29,0.0,38.26,56.79861324,95.42633588,117.4885496,0.0,397.740458,0.68,0.917950059,2.63,1.9,1.9,1089.22,9.61,1.33
1969,(주)비트컴퓨터,32850,202012,199707,,0,0,0,정보통신업,0,12.90646769,-8.722061948,11.46183048,-0.251932273,14.81,-10.11859986,14.64,17.37,9.73,8.21,10.53,12.49,-0.01,80.2,63.89,2242.78956,389.4774639,671.0481491,3289.600923,572.99,77.48223482,205.82,202.24,85.87,186.31,29.06,28.09,41.8,111.96,9.41,17.81,3.382581684,27.28,111.16,0.0,51.63,50.07465238,114.2380645,112.5419355,0.0,453.9483871,0.56,0.718989056,2.54,1.7,1.73,82.32,9.25,1.19
1972,(주)빅솔론,93190,201312,200708,,0,0,0,제조업,1,22.40379483,41.71051906,21.22642002,12.14260783,-1.27,43.78245868,17.92,20.24,18.68,16.54,19.23,21.72,-0.25,77.9,85.93,8234.136176,1666.933333,1448.268039,8387.745098,1660.9,85.63442107,579.57,431.77,40.88,221.87,16.78,334.19,72.53,0.0,10.42,12.43,30.81899084,36.25,345.79,1103.75,43.24,38.97652204,372.1326923,130.9230769,38.84802564,1232.858974,0.92,1.072854764,6.59,1.21,1.64,4.67,8.28,1.04
1973,(주)빅솔론,93190,201412,200708,,0,0,0,제조업,1,10.95074933,-23.97002362,12.2116291,-6.11024843,5.13,-13.92677752,16.43,16.39,12.23,12.26,14.23,14.2,-0.66,81.84,87.52,7731.01,1267.36902,1081.807549,9440.294118,1866.33,86.607598,636.27,491.08,53.29,247.47,15.46,5431.73,86.68,0.0,11.61,16.36,27.07339724,27.98,330.56,1264.42,39.44,44.19290807,293.8465854,111.9878049,28.22580488,1331.45122,0.75,0.866222891,5.39,0.97,1.28,4.03,7.17,0.83
1974,(주)빅솔론,93190,201512,200708,,0,0,0,제조업,1,15.03399359,50.30296668,16.24827577,6.346753364,3.66,15.83468516,17.89,23.17,16.26,12.56,14.42,18.67,-1.1,76.12,90.85,8221.678137,1904.893235,943.917451,10947.05882,2221.91,87.52181526,628.59,470.39,51.1,243.25,14.26,5549.56,64.75,0.0,8.08,12.32,29.92887057,30.55,419.45,1473.68,46.58,37.01563921,375.6916471,107.5882353,31.27117647,1476.035294,0.7,0.805624287,5.44,0.95,1.26,3.97,7.1,0.82
1975,(주)빅솔론,93190,201612,200708,,0,0,0,제조업,1,7.396894613,-26.10096361,7.376731011,4.428544638,1.18,-11.99133787,15.08,16.4,10.83,9.96,11.38,12.34,-1.12,83.9,93.69,8585.778824,1407.697745,1058.172255,11601.66667,2416.51,87.50538318,541.57,390.92,28.8,223.97,14.28,5329.53,59.51,0.0,7.44,11.66,34.1169317,25.47,312.03,937.34,39.94,47.25766333,288.4718605,123.1046512,40.00097674,1539.837209,0.66,0.754671389,5.29,1.0,1.36,3.79,7.3,0.86
1979,(주)빅솔론,93190,202012,200708,,0,0,0,제조업,1,0.440978573,-41.56294142,0.706232531,-12.23710572,0.0,-56.34594861,5.57,7.51,3.4,2.52,2.81,3.8,-2.35,95.35,100.65,3870.384463,290.4902332,794.3371517,7575.015314,1632.76,89.77666887,1026.89,817.17,395.66,231.92,11.39,61.92,80.95,768.15,8.28,18.32,22.62685952,16.85,203.62,4526.97,37.29,76.87014829,146.4244954,115.3211009,4.911431193,1467.449541,0.45,0.504990077,4.38,0.59,0.76,2.74,6.14,0.54
1982,(주)빅텍,65450,201312,200302,,0,0,0,제조업,1,10.93260564,551.1018175,7.471567158,16.59425261,-4.32,497.044579,3.38,3.57,2.64,2.5,3.67,3.87,-0.18,96.02,46.64,1324.612694,47.2762449,285.9165306,1264.122449,551.24,67.05156976,197.06,129.83,74.52,77.51,49.14,10.14,13.34,88.86,4.4,6.26,-67.22767513,23.55,136.13,657.9,33.51,72.19909917,70.1716129,52.78064516,10.66606452,298.0,0.74,1.085575395,2.31,1.63,2.75,4.01,9.71,1.1
1983,(주)빅텍,65450,201412,200302,,0,0,0,제조업,1,9.826158844,55.24360511,3.191915493,6.176419193,1.29,41.25989185,4.5,5.22,3.71,3.2,4.93,5.71,-0.23,94.51,50.22,1406.426327,73.39334694,270.3564898,1304.489796,582.85,63.00120111,170.37,116.11,69.7,105.31,58.73,18.92,36.31,241.93,13.43,19.78,-54.25725162,23.39,142.99,1050.81,34.44,69.97754154,75.58191083,61.89171975,7.192719745,323.1146497,0.71,1.095082016,2.03,1.62,2.42,4.92,8.88,1.05
1984,(주)빅텍,65450,201512,200302,,0,0,0,제조업,1,16.0002975,-19.06239625,2.920567477,17.88791653,2.55,-0.738563006,3.79,3.58,2.66,2.81,4.75,4.49,0.04,96.02,53.16,1658.006694,59.40281633,-54.06791837,1342.571429,611.66,55.89743741,167.12,104.74,46.59,81.4,78.9,14.69,10.21,20.98,4.5,6.52,-62.38319214,21.39,65.8,116.44,30.99,72.93900702,78.17726708,118.9254658,67.13957764,365.5031056,0.74,1.252710223,1.82,1.98,3.02,5.73,9.0,1.24
1985,(주)빅텍,65450,201612,200302,,0,0,0,제조업,1,5.075874151,-156.5136402,7.17359416,-5.586179165,6.21,-157.7369925,-2.32,-2.14,-1.36,-1.47,-2.61,-2.41,0.17,103.02,46.79,1565.387469,-33.57069388,-239.148449,1438.897959,619.45,57.01336601,171.55,116.59,17.92,222.1,75.4,-8.26,-13.51,-26.87,-5.81,-9.37,-54.96422797,19.55,66.67,127.2,31.52,81.96708972,70.70081871,107.5555556,55.58177193,361.5964912,0.64,1.125578245,1.46,1.75,2.67,5.08,4.68,1.1
1989,(주)빅텍,65450,202012,200302,,0,0,0,제조업,1,20.42017086,48.92410034,30.35484081,37.37771913,3.74,21.13748695,4.7,4.38,2.86,3.06,6.85,6.39,-0.23,94.64,37.36,2348.351784,102.9001354,-178.69032,1823.835716,815.78,46.35513006,140.06,110.23,8.05,133.13,115.73,164.9,3.94,144.06,2.12,3.55,-29.83057731,18.22,110.54,339.56,30.52,65.48675626,105.8543299,96.25773196,31.27308247,581.1082474,0.65,1.457252118,1.18,1.01,1.23,5.45,15.55,0.57
1992,(주)빙그레,5180,201312,197808,,0,0,0,제조업,1,3.420108455,-25.21426776,6.633395274,2.019521425,0.39,-23.80093538,6.3,4.7,6.83,9.14,11.2,8.42,-0.62,93.85,9.04,81814.23904,3849.202248,5270.595552,47194.7646,879.19,82.86557327,419.58,358.01,40.38,165.76,20.68,192.19,61.32,1534.66,10.51,7.36,19.26532558,26.17,70.97,160.06,18.33,54.11674094,94.87960103,139.8558559,59.38081017,361.2619048,1.45,1.778947909,7.91,2.68,3.13,18.25,12.87,2.14
1993,(주)빙그레,5180,201412,197808,,0,0,0,제조업,1,2.579982266,-0.927648707,3.508675076,1.864172079,1.8,-17.6128768,5.09,4.58,6.57,7.31,8.79,7.98,-0.61,94.17,8.65,83339.39724,3813.495173,4502.625507,49134.72323,917.95,83.61578457,430.44,355.5,10.73,174.76,19.59,394.35,50.76,1711.54,8.32,5.86,22.67733509,26.36,67.08,139.98,18.58,55.39378109,96.40178887,144.5372946,68.90226233,365.6744627,1.44,1.725476458,8.57,2.68,3.19,16.69,12.63,2.17
1994,(주)빙그레,5180,201512,197808,,0,0,0,제조업,1,6.588236052,-34.13859687,6.849240274,-2.609613602,1.71,-24.18253932,3.96,3.09,4.14,5.3,6.33,4.94,-0.42,95.97,5.95,81164.56099,2511.621429,6569.544791,52470.14056,984.57,83.82053581,440.51,386.82,22.92,184.99,19.3,720.29,54.63,39334.52,8.84,6.82,15.76772385,22.42,62.42,129.76,17.3,60.17704254,85.38837787,141.4891237,66.2391821,383.0652579,1.34,1.597266468,8.21,2.53,2.97,17.15,11.93,2.06
1995,(주)빙그레,5180,201612,197808,,0,0,0,제조업,1,1.096034976,16.11865339,0.888027226,1.700217358,-1.93,17.49024452,4.58,3.53,4.63,6.0,7.17,5.53,-0.49,95.48,6.62,82544.53495,2916.460982,6654.911092,52808.27055,993.8,83.64807285,417.06,376.43,25.45,168.46,19.55,7167.63,63.86,0.0,10.44,8.01,12.81318484,23.8,70.05,145.78,18.26,60.47143931,92.76593156,143.3998733,64.53309632,394.2446134,1.31,1.56540852,8.06,2.44,2.74,22.35,11.92,1.98
1999,(주)빙그레,5180,202012,197808,,0,0,0,제조업,1,11.56563412,-15.05592006,3.220152967,9.198688208,4.62,-12.96298286,4.15,3.64,4.81,5.5,6.87,6.01,-0.44,95.12,7.15,97361.28575,3540.290203,7265.820621,59869.41138,1130.02,77.14978194,257.55,213.77,65.06,117.04,29.62,144.9,38.48,531.81,8.79,7.01,27.78870362,27.09,81.1,170.81,21.58,58.53058963,109.3760425,131.1425377,54.73458468,398.9714925,1.32,1.652715923,6.65,2.63,3.04,19.25,15.37,2.02
2001,(주)사람인에이치알,143240,201312,201202,,0,0,0,정보통신업,0,78.12143123,1.89663315,108.4863207,6.947454214,3.47,12.21540588,11.93,9.37,9.4,11.98,13.76,10.8,-1.94,84.89,26.01,4487.985874,420.4207864,412.5097567,5262.301531,952.47,91.85805086,1035.82,1035.82,197.44,0.0,8.86,216.95,84.46,0.0,6.88,8.78,0.0,65.49,562.48,8267.9,83.59,85.60154583,86.0904931,15.30571992,0.0,131.4595661,1.0,1.152773533,7.75,1.25,1.25,0.0,10.42,1.09
2002,(주)사람인에이치알,143240,201412,201202,,0,0,0,정보통신업,0,-0.920471279,-33.53852136,-2.347574819,5.912463855,-20.91,-31.82515029,7.68,5.88,4.92,6.43,7.11,5.44,-2.31,88.72,30.31,4753.336417,279.4178712,389.513371,5166.206059,988.35,90.53496272,786.75,786.75,76.68,0.0,10.45,1230.65,72.5,1124.49,6.86,8.19,0.0,70.23,608.85,10864.57,83.86,91.09910357,116.4060848,18.88279302,0.0,164.5062344,0.84,0.914002253,8.85,1.12,1.12,0.0,12.01,1.0
2003,(주)사람인에이치알,143240,201512,201202,,0,0,0,정보통신업,0,9.290909608,167.243967,7.323594823,23.85911278,5.24,141.5906912,14.98,12.68,12.58,14.86,16.52,13.98,-1.21,83.86,39.88,5887.440313,746.7274034,942.0644006,5515.175306,1119.31,88.90526843,283.44,283.44,69.29,0.0,12.48,1642.12,97.16,0.0,10.78,11.36,0.0,81.3,746.17,11083.5,85.67,80.38596991,139.0477251,18.76777251,0.0,171.0236967,0.99,1.105212058,9.88,1.91,1.91,0.0,13.32,1.6
2004,(주)사람인에이치알,143240,201612,201202,,0,0,0,정보통신업,0,14.9412924,19.94435072,14.93725063,7.599190896,-17.3,30.48813853,18.17,14.14,12.56,16.14,18.16,14.13,-0.63,80.88,47.58,6334.838141,895.6573356,1131.060214,6366.711841,1284.07,88.90214219,324.86,324.86,191.93,0.0,12.48,26572.03,142.94,0.0,15.86,17.85,0.0,72.77,613.9,11135.47,81.91,76.65978097,123.4387106,28.12034384,0.0,229.6733524,0.89,1.068800013,8.01,2.46,2.46,0.0,12.61,1.88
2008,(주)사람인에이치알,143240,202012,201202,,0,0,0,정보통신업,0,11.39105586,-15.08435632,12.40167449,2.915244146,7.03,-11.82224866,24.99,22.45,15.65,17.43,20.37,18.4,-1.37,72.85,65.33,8259.089876,1854.324497,1856.927578,10383.84673,2145.25,85.91867451,440.82,440.82,67.18,0.0,16.39,550.71,124.2,3263.91,17.49,26.43,0.0,56.26,691.72,24494.33,85.04,64.03538853,125.0316545,26.02676399,0.0,337.5255474,0.7,0.814969042,4.83,1.23,1.23,0.0,12.51,0.99
2011,(주)사조대림,3960,201312,197609,,0,0,0,제조업,1,-2.379915352,59.69049827,-1.603573613,11.87606228,-2.38,74.33674694,2.92,-0.08,-0.12,4.14,10.43,-0.61,0.82,97.71,76.18,85192.08833,-70.33501527,1604.092815,22300.48346,366.83,39.83558396,81.04,60.61,3.27,137.29,151.03,2.52,3.39,5.8,2.04,1.42,-107.6987113,19.62,60.1,304.21,13.65,78.45928073,71.28840391,105.3338762,13.11327199,433.8517915,1.42,3.577572154,2.35,3.58,4.88,13.39,11.37,1.57
2012,(주)사조대림,3960,201412,197609,,0,0,0,제조업,1,2.737724904,106.3134739,4.452761253,6.989048155,1.95,-19.79719753,2.19,1.22,1.85,3.31,8.25,4.4,0.71,98.44,75.97,91146.20441,1114.046196,1694.519357,22689.62864,386.59,40.50057313,81.16,56.55,1.56,131.47,146.91,2.29,4.55,7.77,2.71,1.81,-130.5774451,19.32,60.98,290.41,12.91,72.19899013,65.53322684,101.8450479,13.39786741,430.7284345,1.52,3.774759306,2.53,3.69,5.11,13.26,11.85,1.65
2013,(주)사조대림,3960,201512,197609,,0,0,0,제조업,1,80.83296644,111.8541509,69.38545474,31.53397031,-2.08,49.84074291,2.49,1.97,2.76,3.49,8.98,7.63,0.78,97.34,82.17,119888.2214,2360.15311,3070.615683,29992.17853,489.29,37.93671105,79.11,50.93,2.17,109.41,163.6,2.7,3.48,5.62,2.16,1.99,-134.9358968,16.02,43.42,211.78,14.72,64.0171479,160.3792496,92.55301794,12.33099021,507.6280587,1.4,3.607664196,2.29,3.62,5.45,10.77,11.37,1.61
