,회사명,거래소코드,회계년도,상장일,상장폐지일,1주당매출액,1주당순이익,1주당Cashflow,1주당순자산,노동소득분배율
4537,(주)시공테크,20710,Dec-19,1999-08-13,,5974.292509,765.2035593,729.1792137,4480.353871,48.6627715
4538,(주)시공테크,20710,Dec-20,1999-08-13,,5172.930776,261.3438169,628.621202,4628.797828,74.4098765
4539,(주)시냅스엠,246830,Dec-14,2016-07-13,2018-05-14,,,,,
4540,(주)시냅스엠,246830,Dec-15,2016-07-13,2018-05-14,,,,,
4541,(주)시냅스엠,246830,Dec-16,2016-07-13,2018-05-14,,,,,
4542,(주)시냅스엠,246830,Dec-17,2016-07-13,2018-05-14,,,,,
4543,(주)시너지이노베이션,48870,Dec-11,2004-08-13,,4022.354389,-957.011555,-316.763689,6768.419675,82.88953065
4544,(주)시너지이노베이션,48870,Dec-12,2004-08-13,,3973.055423,-266.7815755,136.362117,5006.854293,72.87800673
4545,(주)시너지이노베이션,48870,Dec-13,2004-08-13,,2143.945165,-2409.006578,217.804847,2744.995492,-34.90398804
4546,(주)시너지이노베이션,48870,Dec-14,2004-08-13,,1977.656326,-762.0263416,-102.9739158,1664.929388,-132.6964276
4547,(주)시너지이노베이션,48870,Dec-15,2004-08-13,,867.9016,-2997.811457,-354.652475,-1192.323489,-10.12648368
4548,(주)시너지이노베이션,48870,Dec-16,2004-08-13,,393.7469776,238.1968998,-26.43986449,268.6701053,25.11279873
4549,(주)시너지이노베이션,48870,Dec-17,2004-08-13,,618.992418,-221.2098664,-88.12587342,561.2031544,127.5694854
4550,(주)시너지이노베이션,48870,Dec-18,2004-08-13,,773.9682357,-37.92006841,49.00682276,812.3845776,66.73301145
4551,(주)시너지이노베이션,48870,Dec-19,2004-08-13,,838.3870814,64.84225078,81.87081464,1025.412024,51.52761113
4552,(주)시너지이노베이션,48870,Dec-20,2004-08-13,,940.492041,-265.7873111,139.1944687,962.8450342,298.0470709
4553,(주)시노펙스,25320,Dec-11,1995-04-20,,10611.72331,63.63369747,657.9250748,2580.97752,45.9139755
4554,(주)시노펙스,25320,Dec-12,1995-04-20,,9706.888883,-530.7245727,66.37451587,1573.879186,172.0860211
4555,(주)시노펙스,25320,Dec-13,1995-04-20,,7778.328057,61.17521159,135.597867,1698.435621,63.58080145
4556,(주)시노펙스,25320,Dec-14,1995-04-20,,6909.083917,-74.33583179,206.9426143,1589.718064,79.81533899
4557,(주)시노펙스,25320,Dec-15,1995-04-20,,3064.493438,-549.3268036,110.6925358,1377.759746,842.4014553
4558,(주)시노펙스,25320,Dec-16,1995-04-20,,2409.715132,-65.70795103,176.0972317,1060.328153,84.87150322
4559,(주)시노펙스,25320,Dec-17,1995-04-20,,2765.486259,-210.4818799,342.836883,1098.366822,129.1614788
4560,(주)시노펙스,25320,Dec-18,1995-04-20,,2357.913503,8.467316687,41.43488996,1193.780515,64.1809423
4561,(주)시노펙스,25320,Dec-19,1995-04-20,,2991.354476,85.23104823,359.0728082,1307.58717,37.07792686
4562,(주)시노펙스,25320,Dec-20,1995-04-20,,2942.074622,-122.560233,45.67849376,1144.806303,87.98799536
4563,(주)시노펙스그린테크,37320,Dec-11,2002-09-17,2012-03-19,731.8829721,-254.6452816,-99.22436509,445.0358826,-94.57167719
4564,(주)시디즈,134790,Dec-11,2011-01-25,,22934.712,968.1725,-66.4435,11349.5,77.55396015
4565,(주)시디즈,134790,Dec-12,2011-01-25,,40953.4095,1772.4085,2422.346,12496,41.32785298
4566,(주)시디즈,134790,Dec-13,2011-01-25,,11754.056,-132.83,-1406.4035,11132,142.9132793
4567,(주)시디즈,134790,Dec-14,2011-01-25,,5388.527,47.6345,-204.203,10904.5,121.2003964
4568,(주)시디즈,134790,Dec-15,2011-01-25,,3360.5645,-250.736,-200.581,10707,-66.05487703
4569,(주)시디즈,134790,Dec-16,2011-01-25,,4969.9225,67.039,392.2995,10779,375.6396341
4570,(주)시디즈,134790,Dec-17,2011-01-25,,6260.244,154.1635,-398.7335,10886.5,57.79452728
4571,(주)시디즈,134790,Dec-18,2011-01-25,,70479.6035,2009.2905,3395.454,12567.5,49.6525567
4572,(주)시디즈,134790,Dec-19,2011-01-25,,96440.9225,3907.44,8783.617,16020.5,42.59991407
4573,(주)시디즈,134790,Dec-20,2011-01-25,,113745.156,8672.435,10342.5145,24393,28.86006995
4574,(주)시스웍,269620,Dec-16,2017-12-26,,303669.6125,65171.4125,20313.55,170025,
4575,(주)시스웍,269620,Dec-17,2017-12-26,,1743.420389,307.9648889,422.1625,1776.722222,25.48594263
4576,(주)시스웍,269620,Dec-18,2017-12-26,,1242.874167,267.5294444,48.99022222,1999.777778,30.95767262
4577,(주)시스웍,269620,Dec-19,2017-12-26,,826.6466111,109.5377778,215.6506111,2147.111111,55.44358408
4578,(주)시스웍,269620,Dec-20,2017-12-26,,263.5997557,30.8828453,-158.3018393,785.3362478,45.65500477
4579,(주)시큐브,131090,Dec-11,2011-12-21,,2847.205,502.0812903,319.7046774,2904.193548,46.01352342
4580,(주)시큐브,131090,Dec-12,2011-12-21,,3301.594032,517.5656452,520.323871,3262.903226,47.58467209
4581,(주)시큐브,131090,Dec-13,2011-12-21,,2817.557903,265.0720968,282.1616129,3387.419355,68.39249746
4582,(주)시큐브,131090,Dec-14,2011-12-21,,2568.523226,74.13612903,561.3774194,3298.387097,83.92400038
4583,(주)시큐브,131090,Dec-15,2011-12-21,,2389.342097,224.2066129,508.1556452,3325,71.43608881
4584,(주)시큐브,131090,Dec-16,2011-12-21,,2228.221618,194.0723529,558.9892647,3244.411765,72.6065683
4585,(주)시큐브,131090,Dec-17,2011-12-21,,448.8007059,91.38047059,137.3254706,733.7352941,58.36712088
4586,(주)시큐브,131090,Dec-18,2011-12-21,,387.5136111,72.13836111,75.74247222,741.1944444,55.50159761
4587,(주)시큐브,131090,Dec-19,2011-12-21,,479.3864474,135.4198947,171.1086579,829.9210526,45.26762151
4588,(주)시큐브,131090,Dec-20,2011-12-21,,367.8505,63.268825,117.12895,840.675,69.63895971
4589,(주)시티랩스,139050,Dec-11,2011-07-29,,3117.897437,149.11264,-202.3277819,2130.874261,76.8934447
4590,(주)시티랩스,139050,Dec-12,2011-07-29,,4073.891678,87.56728571,550.5740737,2212.24733,82.24474177
4591,(주)시티랩스,139050,Dec-13,2011-07-29,,3034.075381,28.56899734,51.69667156,1479.337263,94.2427681
4592,(주)시티랩스,139050,Dec-14,2011-07-29,,4206.961261,106.1755351,304.5443529,1582.682908,83.41462364
4593,(주)시티랩스,139050,Dec-15,2011-07-29,,2829.704566,-45.86428853,-14.16363196,1538.546368,111.0541781
4594,(주)시티랩스,139050,Dec-16,2011-07-29,,2091.52077,-148.0639119,-24.87951543,1579.197786,136.1788928
4595,(주)시티랩스,139050,Dec-17,2011-07-29,,2042.162327,-387.0171314,-61.2409417,1262.628144,842.2928852
4596,(주)시티랩스,139050,Dec-18,2011-07-29,,1247.024,-34.71703541,-52.14398619,976.5638041,102.7690567
4597,(주)시티랩스,139050,Dec-19,2011-07-29,,1634.806429,-242.9881016,86.32720743,781.0462862,133.4340227
4598,(주)시티랩스,139050,Dec-20,2011-07-29,,1614.423088,-45.69619504,157.2534863,601.3197414,85.4891013
4599,(주)신도기연,290520,Dec-12,2020-07-06,,,,,,
4600,(주)신도기연,290520,Dec-13,2020-07-06,,,,,,
4601,(주)신도기연,290520,Dec-18,2020-07-06,,22953.60621,1603.774311,424.6635613,13817.6986,48.26309382
4602,(주)신도기연,290520,Dec-19,2020-07-06,,12615.08253,2179.445516,2223.695234,7006.253831,21.46363569
4603,(주)신도기연,290520,Dec-20,2020-07-06,,5157.058805,-553.9976282,-670.9618076,7862.771173,495.2259208
4604,(주)신도리코,29530,Dec-11,1996-12-24,,74505.05589,6505.869874,9086.79975,77021.30619,50.37797845
4605,(주)신도리코,29530,Dec-12,1996-12-24,,75331.22891,5156.745085,8258.790327,79638.46136,57.42509172
4606,(주)신도리코,29530,Dec-13,1996-12-24,,52338.31143,2511.035534,3943.82655,81326.84936,67.87793214
4607,(주)신도리코,29530,Dec-14,1996-12-24,,47622.79176,1697.953151,2713.06531,81141.53243,78.81262214
4608,(주)신도리코,29530,Dec-15,1996-12-24,,49653.00497,928.0575482,-546.0934686,81419.30941,77.01640362
4609,(주)신도리코,29530,Dec-16,1996-12-24,,50325.64242,3153.701443,7525.195414,82763.45237,63.6134473
4610,(주)신도리코,29530,Dec-17,1996-12-24,,55400.38049,3142.716653,5788.177891,84924.55726,64.42224949
4611,(주)신도리코,29530,Dec-18,1996-12-24,,55351.585,3475.59635,4907.476457,86135.16886,62.44805708
4612,(주)신도리코,29530,Dec-19,1996-12-24,,42367.4418,1437.199337,4504.62206,85411.85745,75.03921858
4613,(주)신도리코,29530,Dec-20,1996-12-24,,33317.98649,-1330.959167,-720.7406844,83709.87822,114.0279241
4614,(주)신성에프에이,104120,Dec-11,2008-09-01,2017-01-02,16127.13064,191.6217596,150.3341086,4261.841284,69.51172249
4615,(주)신성에프에이,104120,Dec-12,2008-09-01,2017-01-02,3018.828666,-475.8264117,17.71572441,1575.036159,306.1036666
4616,(주)신성에프에이,104120,Dec-13,2008-09-01,2017-01-02,5876.584383,182.2187824,788.1265466,1664.164529,63.17753368
4617,(주)신성에프에이,104120,Dec-14,2008-09-01,2017-01-02,7678.161825,412.7461625,1284.212728,2059.880875,50.94916822
4618,(주)신성에프에이,104120,Dec-15,2008-09-01,2017-01-02,10556.10128,694.1085492,-670.1288179,2957.4199,45.9623822
4619,(주)신성이엔지,11930,Dec-11,1996-07-31,,22249.64672,735.0562142,-240.6952181,17200.63532,56.99984216
4620,(주)신성이엔지,104110,Dec-11,2008-09-01,2017-01-02,26199.36071,1017.774576,-265.9102615,4914.629304,54.52541554
4621,(주)신성이엔지,104110,Dec-12,2008-09-01,2017-01-02,8543.480745,-334.7531655,850.2289368,2136.357669,120.7767875
4622,(주)신성이엔지,11930,Dec-12,1996-07-31,,7876.538486,-202.6473906,936.5750946,3811.244835,119.0431503
4623,(주)신성이엔지,104110,Dec-13,2008-09-01,2017-01-02,14614.98507,443.5273911,383.7041002,2193.771998,66.55872089
4624,(주)신성이엔지,11930,Dec-13,1996-07-31,,2589.004933,-463.4504574,-29.20210169,769.6130442,100.4235418
4625,(주)신성이엔지,11930,Dec-14,1996-07-31,,2601.406996,-156.2975515,-196.1249278,690.0089766,48.99753144
4626,(주)신성이엔지,104110,Dec-14,2008-09-01,2017-01-02,11884.44867,207.7762716,399.0096142,2245.853375,74.30166893
4627,(주)신성이엔지,11930,Dec-15,1996-07-31,,2258.428577,27.64070026,95.32060567,821.9840108,35.20364111
4628,(주)신성이엔지,104110,Dec-15,2008-09-01,2017-01-02,11878.7427,183.0902094,361.732567,2559.703243,79.6306116
4629,(주)신성이엔지,11930,Dec-16,1996-07-31,,1255.634857,18.30149747,358.3242993,743.6339608,41.1369931
4630,(주)신성이엔지,11930,Dec-17,1996-07-31,,5725.904051,-226.5291109,-99.10369402,479.7168554,105.0527436
4631,(주)신성이엔지,11930,Dec-18,1996-07-31,,2454.737994,61.84114911,-257.1930056,571.4485127,88.20931802
4632,(주)신성이엔지,11930,Dec-19,1996-07-31,,2596.691208,12.0024911,51.25435744,650.1806235,70.07508858
4633,(주)신성이엔지,11930,Dec-20,1996-07-31,,2394.658088,-68.12608606,119.1033839,875.5376533,77.82878949
4634,(주)신세계,4170,Dec-11,1985-08-19,,221984.5397,357748.1226,-6074.135051,194028.6319,27.38330794
4635,(주)신세계,4170,Dec-12,1985-08-19,,233281.9449,19677.8949,25823.0387,213919.2769,27.4152758
4636,(주)신세계,4170,Dec-13,1985-08-19,,248003.2523,19771.39486,27825.8287,230749.7445,27.26497006
4637,(주)신세계,4170,Dec-14,1985-08-19,,253149.9306,18898.23722,38465.62689,248060.9549,31.78441269
4638,(주)신세계,4170,Dec-15,1985-08-19,,260430.4754,43999.38538,28298.73986,288909.5691,23.9560169
4639,(주)신세계,4170,Dec-16,1985-08-19,,299383.5892,32844.99787,34406.31107,303508.5896,28.80300231
4640,(주)신세계,4170,Dec-17,1985-08-19,,393229.5476,21696.9558,36297.46838,318819.7353,32.19764958
4641,(주)신세계,4170,Dec-18,1985-08-19,,526722.9738,28935.99417,33647.43513,318957.8739,26.56906125
4642,(주)신세계,4170,Dec-19,1985-08-19,,649477.504,60245.04374,80236.24065,383050.5503,19.00062336
4643,(주)신세계,4170,Dec-20,1985-08-19,,484427.802,-7022.486941,56106.11476,366300.2234,44.15361756
4644,(주)신세계아이앤씨,35510,Dec-11,2006-05-18,,195967.9186,9969.278488,2681.236047,74652.32558,57.16000913
4645,(주)신세계아이앤씨,35510,Dec-12,2006-05-18,,172739.9419,8725.787791,15487.81686,82456.39535,63.48229054
4646,(주)신세계아이앤씨,35510,Dec-13,2006-05-18,,139408.3215,7445.488953,11816.24593,88989.53488,66.40145591
4647,(주)신세계아이앤씨,35510,Dec-14,2006-05-18,,132594.4715,7038.670349,8590.697674,93869.18605,65.80583257
4648,(주)신세계아이앤씨,35510,Dec-15,2006-05-18,,151799.4436,3959.413372,9231.687791,96607.55814,73.89659122
4649,(주)신세계아이앤씨,35510,Dec-16,2006-05-18,,172290.1721,1480.407558,14797.68895,96263.37209,68.36276297
4650,(주)신세계아이앤씨,35510,Dec-17,2006-05-18,,186133.4581,5766.504651,9576.943023,96712.2093,60.90552167
4651,(주)신세계아이앤씨,35510,Dec-18,2006-05-18,,217169.3035,17008.97733,7996.401163,111784.8837,49.14014537
4652,(주)신세계아이앤씨,35510,Dec-18,2000-11-16,2006-05-18,,,,,
4653,(주)신세계아이앤씨,35510,Dec-19,2006-05-18,,265139.3727,6196.193605,-1368.455233,115834.8837,63.47174757
4654,(주)신세계아이앤씨,35510,Dec-20,2006-05-18,,279248.7453,40450.61105,21643.5564,122866.2791,39.75996357
4655,(주)신세계인터내셔날,31430,Dec-11,2011-07-14,,110970.598,6465.844398,4671.273529,50690.47619,33.17501855
4656,(주)신세계인터내셔날,31430,Dec-12,2011-07-14,,110678.644,6911.373249,8652.270728,56308.96359,34.89289415
4657,(주)신세계인터내셔날,31430,Dec-13,2011-07-14,,112483.1419,4410.618207,2830.332493,59894.53782,42.11684945
4658,(주)신세계인터내셔날,31430,Dec-14,2011-07-14,,127716.035,2696.593137,242.9756303,59983.33333,46.39052132
4659,(주)신세계인터내셔날,31430,Dec-15,2011-07-14,,140789.8657,2939.566667,6702.336415,61024.08964,45.72022375
4660,(주)신세계인터내셔날,31430,Dec-16,2011-07-14,,143014.4336,2444.614006,7494.427871,60802.66106,45.6823255
4661,(주)신세계인터내셔날,31430,Dec-17,2011-07-14,,154418.0499,3380.739916,1462.911064,63093.97759,46.02573735
4662,(주)신세계인터내셔날,31430,Dec-18,2011-07-14,,176841.7902,8078.158543,14949.89202,67261.34454,44.26037654
4663,(주)신세계인터내셔날,31430,Dec-19,2011-07-14,,199580.0269,10364.29174,14422.45336,73649.01961,38.1365576
4664,(주)신세계인터내셔날,31430,Dec-20,2011-07-14,,185644.2134,7137,14645.94986,81015.82633,46.04316957
4665,(주)신세계푸드,31440,Dec-11,2010-04-29,,203643.4346,9128.222598,428.4664294,51408.73826,48.86465987
4666,(주)신세계푸드,31440,Dec-12,2010-04-29,,210319.3825,8077.445021,8022.806102,59225.33979,49.45885345
4667,(주)신세계푸드,31440,Dec-13,2010-04-29,,210393.4142,5629.787085,15071.67415,63885.84262,60.9111666
4668,(주)신세계푸드,31440,Dec-14,2010-04-29,,168402.5457,1085.214643,10519.70753,73718.39235,76.55144571
4669,(주)신세계푸드,31440,Dec-15,2010-04-29,,234062.8158,1726.66405,3269.48054,74348.22129,79.38868744
4670,(주)신세계푸드,31440,Dec-16,2010-04-29,,276059.3436,3689.81712,5500.256683,77296.71941,76.81339809
4671,(주)신세계푸드,31440,Dec-17,2010-04-29,,311818.9354,5323.333368,21584.32116,82015.65922,74.00622683
4672,(주)신세계푸드,31440,Dec-18,2010-04-29,,330168.8231,2198.207609,7750.342416,82249.61782,79.63396232
4673,(주)신세계푸드,31440,Dec-19,2010-04-29,,340893.5093,1124.018975,7425.562172,81627.01938,74.95321588
4674,(주)신세계푸드,31440,Dec-20,2010-04-29,,320273.2856,-5677.07748,16926.30511,73633.17564,81.9457948
4675,(주)신영와코루,5800,Sep-11,1976-12-18,,213834.4422,19484.38667,13051.32111,274010,60.72840199
4676,(주)신영와코루,5800,Sep-12,1976-12-18,,228789.29,17087.73667,11979.28111,286226.6667,65.20228259
4677,(주)신영와코루,5800,Sep-13,1976-12-18,,220753.7689,12679.12556,8587.772222,294405.5556,71.26658469
4678,(주)신영와코루,5800,Sep-14,1976-12-18,,207419.2067,6548.55,680.2111111,298630,81.53028597
4679,(주)신영와코루,5800,Dec-15,1976-12-18,,199021.7322,12613.42556,21864.16778,310096.6667,67.3641185
4680,(주)신영와코루,5800,Dec-16,1976-12-18,,199397.9189,19255.31667,2599.927778,329395.5556,58.28835451
4681,(주)신영와코루,5800,Dec-17,1976-12-18,,202675.7533,10140.19,1044.955556,334098.8889,73.45433184
4682,(주)신영와코루,5800,Dec-18,1976-12-18,,190489.9356,3010.452222,4949.454444,338635.5556,88.99381057
4683,(주)신영와코루,5800,Dec-19,1976-12-18,,197846.0911,3191.667778,3673.536667,342786.6667,88.67135163
4684,(주)신영와코루,5800,Dec-20,1976-12-18,,197757.1189,3245.041111,9367.332222,345915.5556,73.86601467
4685,(주)신원,9270,Dec-11,1988-08-24,,8450.124026,5.333665856,-373.6389863,3130.275037,85.62250144
4686,(주)신원,9270,Dec-12,1988-08-24,,9123.619402,-159.4065127,-361.3566308,3004.443157,92.48559253
4687,(주)신원,9270,Dec-13,1988-08-24,,9301.712762,-111.8055289,1.920446553,2919.687649,88.91093721
4688,(주)신원,9270,Dec-14,1988-08-24,,9583.112832,53.5324023,365.0396701,2920.918047,74.88412742
4689,(주)신원,9270,Dec-15,1988-08-24,,10086.62751,104.8226089,465.400303,3010.169241,77.07025313
4690,(주)신원,9270,Dec-16,1988-08-24,,10096.4648,-91.24825634,343.5041047,2908.314353,89.75281149
4691,(주)신원,9270,Dec-17,1988-08-24,,10094.48638,-154.9216481,20.32471155,2729.922386,95.45590487
4692,(주)신원,9270,Dec-18,1988-08-24,,8089.285083,-82.53080104,65.1294047,2455.52155,95.39635655
4693,(주)신원,9270,Dec-19,1988-08-24,,7927.201548,6.240664707,353.135313,2413.369941,87.08472446
4694,(주)신원,9270,Dec-20,1988-08-24,,8155.414702,-108.4801319,24.73001174,2189.790993,96.76696872
4695,(주)신일건업,14350,Dec-11,1989-11-11,2015-04-15,46156.52983,-859.645,3648.679667,29393,36.65197473
4696,(주)신일건업,14350,Dec-12,1989-11-11,2015-04-15,14506.07433,-30095.6485,-1885.618,-452.5,-3.193032051
4697,(주)신일건업,14350,Dec-13,1989-11-11,2015-04-15,33326.2479,-2028.926301,5134.786633,8141.328857,41.17020422
4698,(주)신일건업,14350,Dec-14,1989-11-11,2015-04-15,24811.93564,-60802.50309,-2579.504603,-20581.52349,-3.253370099
4699,(주)신진에스엠,138070,Dec-11,2011-11-28,,9605.382667,1617.486667,1735.585778,11279.55556,32.26062144
4700,(주)신진에스엠,138070,Dec-12,2011-11-28,,4307.63706,839.4556821,493.8346665,6355.420972,31.45102322
4701,(주)신진에스엠,138070,Dec-13,2011-11-28,,4548.278162,513.280993,644.7491096,6858.977353,44.08263909
4702,(주)신진에스엠,138070,Dec-14,2011-11-28,,5326.871398,609.1966693,617.7781929,7420.267732,46.95868475
4703,(주)신진에스엠,138070,Dec-15,2011-11-28,,6398.236081,448.7702714,330.041418,8284.717331,52.44785729
4704,(주)신진에스엠,138070,Dec-16,2011-11-28,,5545.710782,47.90060568,632.8378501,6963.857068,58.26597502
4705,(주)신진에스엠,138070,Dec-17,2011-11-28,,6350.286547,520.9795654,505.2724627,7516.231,48.66236339
4706,(주)신진에스엠,138070,Dec-18,2011-11-28,,6267.792242,339.3592173,802.6636327,7743.154592,55.11023774
4707,(주)신진에스엠,138070,Dec-19,2011-11-28,,5770.741413,264.0805476,638.7237086,7927.056325,55.59403028
4708,(주)신진에스엠,138070,Dec-20,2011-11-28,,5397.812327,-125.745206,696.2906352,7659.674351,70.88400247
4709,(주)신테카바이오,226330,Dec-18,2019-12-17,,71.71393302,937.5466539,-592.0624756,410.8920938,
4710,(주)신테카바이오,226330,Dec-19,2019-12-17,,35.07247047,-1745.836829,-249.3838786,3505.240186,-12.24184978
4711,(주)신테카바이오,226330,Dec-20,2019-12-17,,45.62762086,-485.5387091,-349.3491551,3108.812323,-117.4074197
4712,(주)신한,5450,Dec-11,1978-07-28,2020-06-30,7670.384157,-1703.938535,-960.5155408,16794.3477,0
4713,(주)신한,5450,Dec-12,1978-07-28,2020-06-30,3785.436773,-4698.41584,-1245.496871,14592.3892,0
4714,(주)신한,5450,Dec-13,1978-07-28,2020-06-30,2866.675998,-1386.45824,-731.3214784,13454.53028,0
4715,(주)신한,5450,Dec-14,1978-07-28,2020-06-30,4739.324794,392.7233701,1833.186408,12343.58356,0
4716,(주)신한,5450,Dec-15,1978-07-28,2020-06-30,1078.336411,-184.6986667,-327.5935843,10758.32722,0
4717,(주)신한,5450,Dec-16,1978-07-28,2020-06-30,831.1883556,-2445.811729,-1198.937068,11805.1973,0
4718,(주)신한,5450,Dec-17,1978-07-28,2020-06-30,6654.173618,-602.2658358,2012.453083,9727.832291,1218.896845
4719,(주)신한,5450,Dec-18,1978-07-28,2020-06-30,8253.885928,-227.9015652,-15.26604839,5246.026571,0
4720,(주)신한,5450,Dec-19,1978-07-28,2020-06-30,5342.311137,-1867.702648,3706.553575,1419.084219,0
4721,(주)신화다이나믹스,1770,Dec-11,1988-11-23,,78434.44033,669.163488,1055.380046,32693.81782,44.95293011
4722,(주)신화다이나믹스,1770,Dec-12,1988-11-23,,76611.32805,472.9832954,6104.069709,32976.15069,57.07465016
4723,(주)신화다이나믹스,1770,Dec-13,1988-11-23,,63424.37183,-1645.397316,-530.700202,31044.26947,103.9672935
4724,(주)신화다이나믹스,1770,Dec-14,1988-11-23,,51043.64471,416.0747005,3384.223766,31128.22851,57.48469183
4725,(주)신화다이나믹스,1770,Dec-15,1988-11-23,,47093.08836,1590.410724,5060.248025,32445.23318,50.25590363
4726,(주)신화다이나믹스,1770,Dec-16,1988-11-23,,57749.56251,474.422123,3616.194383,32386.7911,70.93924427
4727,(주)신화다이나믹스,1770,Dec-17,1988-11-23,,50437.42088,-1710.768489,1587.949572,30319.9169,146.4970063
4728,(주)신화다이나믹스,1770,Dec-18,1988-11-23,,58972.28611,1832.5124,5046.170891,28014.3356,53.2332461
4729,(주)신화다이나믹스,1770,Dec-19,1988-11-23,,61003.79215,792.8540973,2059.419135,28118.87284,68.577595
4730,(주)신화다이나믹스,1770,Dec-20,1988-11-23,,63649.97555,402.5465932,2169.549535,28483.51851,78.05978352
4731,(주)신화콘텍,187270,Dec-11,2014-08-08,,,,,,
4732,(주)신화콘텍,187270,Dec-12,2014-08-08,,,,,,
4733,(주)신화콘텍,187270,Dec-13,2014-08-08,,10120.83932,1230.75497,1368.367628,2750.634487,24.97882747
4734,(주)신화콘텍,187270,Dec-14,2014-08-08,,6643.436204,860.6044296,952.9090292,4552.709889,28.66223543
4735,(주)신화콘텍,187270,Dec-15,2014-08-08,,4239.580782,-71.01186254,208.9387327,4523.885047,54.77932492
4736,(주)신화콘텍,187270,Dec-16,2014-08-08,,4374.282998,47.45799059,716.1206533,4869.037684,43.26768945
4737,(주)신화콘텍,187270,Dec-17,2014-08-08,,5563.295004,619.3000974,931.031592,5452.016276,25.65244746
4738,(주)신화콘텍,187270,Dec-18,2014-08-08,,3814.784138,-74.78702602,784.8328716,5336.339426,48.71429445
4739,(주)신화콘텍,187270,Dec-19,2014-08-08,,4371.252321,-265.9201713,121.875975,4637.491996,71.4227758
4740,(주)신화콘텍,187270,Dec-20,2014-08-08,,4378.385021,25.01477497,26.19953282,4694.37378,54.62900802
4741,(주)신흥,4080,Dec-11,1991-02-08,,17633.57281,297.434375,0.753333333,8025.520833,66.78239292
4742,(주)신흥,4080,Dec-12,1991-02-08,,15938.47615,107.2319792,85.94979167,7983.541667,71.39040639
4743,(주)신흥,4080,Dec-13,1991-02-08,,12871.54333,140.5177083,436.1547917,8080.520833,66.98620142
4744,(주)신흥,4080,Dec-14,1991-02-08,,12935.42406,697.5430208,1131.286354,8716.875,59.06459112
4745,(주)신흥,4080,Dec-15,1991-02-08,,13061.98615,299.471875,275.6460417,9165.520833,68.14378949
4746,(주)신흥,4080,Dec-16,1991-02-08,,12954.93344,112.045,851.4386458,9361.5625,75.42970663
4747,(주)신흥,4080,Dec-17,1991-02-08,,12619.43583,331.0720833,265.2865625,9546.458333,67.42280884
4748,(주)신흥,4080,Dec-18,1991-02-08,,12660.89708,318.1361458,206.193125,9625.729167,67.970396
4749,(주)신흥,4080,Dec-19,1991-02-08,,12813.9025,212.9380208,94.5459375,9351.041667,74.91049456
4750,(주)신흥,4080,Dec-20,1991-02-08,,12151.27802,1294.930833,1331.931146,9322.708333,47.26680161
4751,(주)실리콘투,257720,Dec-12,2021-09-29,,,,,,
4752,(주)실리콘투,257720,Dec-13,2021-09-29,,,,,,
4753,(주)실리콘투,257720,Dec-14,2021-09-29,,,,,,
4754,(주)실리콘투,257720,Dec-15,2021-09-29,,,,,,
4755,(주)실리콘투,257720,Dec-16,2021-09-29,,,,,,
4756,(주)실리콘투,257720,Dec-17,2021-09-29,,,,,,
4757,(주)실리콘투,257720,Dec-18,2021-09-29,,,,,,
4758,(주)실리콘투,257720,Dec-19,2021-09-29,,,,,,
4759,(주)실리콘투,257720,Dec-20,2021-09-29,,11810.63997,679.1783508,688.3842681,4129.396388,43.7586446
4760,(주)실리콘화일,82930,Dec-11,2008-04-25,2014-05-23,9791.946302,195.3543658,561.8671859,2989.448,61.71548448
4761,(주)실리콘화일,82930,Dec-12,2008-04-25,2014-05-23,14980.62368,396.5043303,2581.553824,3357.185388,62.77491905
4762,(주)실리콘화일,82930,Dec-13,2008-04-25,2014-05-23,15637.74325,1104.427544,856.8885006,4409.377429,45.42807436
4763,(주)심텍,222800,Dec-15,2015-08-05,,18020.65197,475.4085079,2993.005555,6949.925531,
4764,(주)심텍,222800,Dec-16,2015-08-05,,35474.83802,1312.549977,1768.021563,6822.683112,58.32496671
4765,(주)심텍,222800,Dec-17,2015-08-05,,33333.85394,661.2712486,5461.095651,7341.029855,67.58629373
4766,(주)심텍,222800,Dec-18,2015-08-05,,41383.44989,95.08615254,3716.720465,7428.557534,70.40137016
4767,(주)심텍,222800,Dec-19,2015-08-05,,43202.08481,-1702.031595,-1366.066984,3997.1295,82.64750329
4768,(주)심텍,222800,Dec-20,2015-08-05,,36891.8155,1734.577974,6616.741978,6573.078302,58.03157899
4769,(주)심텍홀딩스,36710,Dec-11,2000-01-04,,20899.66849,1451.208746,2019.588706,5895.425586,42.01513599
4770,(주)심텍홀딩스,36710,Dec-12,2000-01-04,,19609.84545,612.7543669,2241.513641,6675.714493,54.55706413
4771,(주)심텍홀딩스,36710,Dec-13,2000-01-04,,16343.46327,-855.6047781,316.3572148,5481.801412,90.49347849
4772,(주)심텍홀딩스,36710,Dec-14,2000-01-04,,19831.35618,50.79354164,1845.659898,5423.305255,64.77973849
4773,(주)심텍홀딩스,36710,Dec-15,2000-01-04,,4474.578182,3580.440278,2656.080083,3128.367791,51.68222934
4774,(주)심텍홀딩스,36710,Dec-16,2000-01-04,,22638.52091,597.4649466,1054.028801,3130.746299,64.06075318
4775,(주)심텍홀딩스,36710,Dec-17,2000-01-04,,20830.41888,250.5018382,3323.947773,3064.948888,68.27917182
