,회사명,거래소코드,회계년도,상장일,상장폐지일,1주당매출액,1주당순이익,1주당Cashflow,1주당순자산,노동소득분배율
8951,(주)잉크테크,49550,Dec-13,2002-02-28,,10721.39162,58.01617719,925.8337499,5959.865809,51.2510388
8952,(주)잉크테크,49550,Dec-14,2002-02-28,,9869.264611,-1417.040032,703.5395303,4869.634155,108.1017623
8953,(주)잉크테크,49550,Dec-15,2002-02-28,,8897.794952,-2252.057956,280.722886,2554.541401,154.3946752
8954,(주)잉크테크,49550,Dec-16,2002-02-28,,7918.888714,-594.4981208,539.7844436,2561.054798,81.42250291
8955,(주)잉크테크,49550,Dec-17,2002-02-28,,3596.048535,-1375.551282,-287.3231297,2734.843069,136.8220499
8956,(주)잉크테크,49550,Dec-18,2002-02-28,,3454.853803,-265.2994407,-229.7771301,2524.105595,97.35564067
8957,(주)잉크테크,49550,Dec-19,2002-02-28,,3687.797738,-176.9199145,143.5065392,2272.606401,81.83948124
8958,(주)잉크테크,49550,Dec-20,2002-02-28,,3016.254002,-33.95470093,323.6000627,2264.429087,70.82501889
8959,(주)자비스,230400,Dec-11,2015-11-17,2019-11-15,,,,,
8960,(주)자비스,230400,Dec-12,2015-11-17,2019-11-15,,,,,
8961,(주)자비스,230400,Dec-13,2015-11-17,2019-11-15,,,,,
8962,(주)자비스,230400,Dec-14,2015-11-17,2019-11-15,,,,,
8963,(주)자비스,230400,Dec-15,2015-11-17,2019-11-15,,,,,
8964,(주)자비스,230400,Dec-16,2015-11-17,2019-11-15,,,,,
8965,(주)자비스,254120,Dec-16,2016-12-02,,,,,,
8966,(주)자비스,254120,Dec-17,2016-12-02,,,,,,
8967,(주)자비스,230400,Dec-17,2015-11-17,2019-11-15,,,,,
8968,(주)자비스,254120,Dec-18,2016-12-02,,,,,,
8969,(주)자비스,230400,Dec-18,2015-11-17,2019-11-15,3453.213989,-159.5947917,107.5397096,429.2044447,86.58350935
8970,(주)자비스,254120,Dec-19,2016-12-02,,914.4375393,-392.4624418,9.582631111,808.0400278,-54.06906674
8971,(주)자비스,254120,Dec-20,2016-12-02,,604.6000202,-331.3488291,-66.3510524,492.9205226,-558.0124975
8972,(주)자연과환경,43910,Dec-11,2005-11-18,,536.8483161,-330.4662305,-84.02761409,506.4624572,-24.3626321
8973,(주)자연과환경,43910,Dec-12,2005-11-18,,521.7204353,-77.83388931,-66.87752332,453.3752661,215.3898031
8974,(주)자연과환경,43910,Dec-13,2005-11-18,,434.6979865,-74.91165782,4.825185958,387.3140497,525.1140122
8975,(주)자연과환경,43910,Dec-14,2005-11-18,,1086.01754,-2130.929706,-145.4856473,1140.849913,-37084.24658
8976,(주)자연과환경,43910,Dec-15,2005-11-18,,493.5209466,15.79720052,-404.3766359,1063.930575,54.23447659
8977,(주)자연과환경,43910,Dec-16,2005-11-18,,460.8907222,-442.2686277,-213.1314371,769.863099,-71.88054916
8978,(주)자연과환경,43910,Dec-17,2005-11-18,,389.9525402,-199.2772058,-116.1265293,836.8052449,-529.0200727
8979,(주)자연과환경,43910,Dec-18,2005-11-18,,731.3328791,17.98891213,-37.91482708,869.4420928,74.53214767
8980,(주)자연과환경,43910,Dec-19,2005-11-18,,596.6146495,-50.46452396,21.99546836,808.043642,95.15765924
8981,(주)자연과환경,43910,Dec-20,2005-11-18,,548.4263149,-120.1561103,-126.0876213,716.3021746,481.6007288
8982,(주)자유투어,46840,Dec-11,2001-07-10,2013-05-01,592.6363934,-926.7026775,-167.8873721,510.4034906,-28.60354029
8983,(주)자유투어,46840,Dec-12,2001-07-10,2013-05-01,298.1110638,-175.0280193,-113.5032962,256.772929,-2933.587205
8984,(주)자이언트스텝,289220,Dec-17,2021-03-24,,2864.644941,76.62897373,282.5000726,1630.860793,
8985,(주)자이언트스텝,289220,Dec-18,2021-03-24,,2909.528768,-317.2430743,-279.7603353,1528.626225,103.6219273
8986,(주)자이언트스텝,289220,Dec-19,2021-03-24,,3011.676659,-446.3962211,28.33882654,911.3510442,99.53394552
8987,(주)자이언트스텝,289220,Dec-20,2021-03-24,,2532.331033,-178.0834251,41.68826184,1794.272827,87.90521527
8988,(주)장원테크,174880,Dec-11,2016-07-15,,,,,,
8989,(주)장원테크,174880,Dec-12,2016-07-15,,4086647.65,160291.45,351947.5,619800,66.1734499
8990,(주)장원테크,174880,Dec-13,2016-07-15,,4596156.696,216811.3043,235780.6957,1020086.957,63.78418737
8991,(주)장원테크,174880,Dec-14,2016-07-15,,22702.58604,-1226.412708,-3250.600625,4458.958333,116.9765539
8992,(주)장원테크,174880,Dec-15,2016-07-15,,42184.46792,4454.295,7425.817292,7999.583333,45.33206337
8993,(주)장원테크,174880,Dec-16,2016-07-15,,16745.845,547.625641,1472.742101,9070.306038,70.14895819
8994,(주)장원테크,174880,Dec-17,2016-07-15,,14662.7517,-518.7035567,1178.409098,8250.951199,80.05887516
8995,(주)장원테크,174880,Dec-18,2016-07-15,,19562.42581,1519.840364,1777.706038,9460.215054,53.34625267
8996,(주)장원테크,174880,Dec-19,2016-07-15,,2942.602703,-155.0050143,215.1104305,1924.477417,80.82306452
8997,(주)장원테크,174880,Dec-20,2016-07-15,,666.3513506,-920.6412553,-132.6697889,1000.57886,-50.77046596
8998,(주)정다운,224090,Dec-11,2015-07-31,2016-06-29,,,,,
8999,(주)정다운,224090,Dec-12,2015-07-31,2016-06-29,,,,,
9000,(주)정다운,224090,Dec-13,2015-07-31,2016-06-29,19531.0475,584.116,1105.9135,4173.25,48.0554807
9001,(주)정다운,208140,Dec-14,2014-12-17,,13762.12575,146.98475,1612.252,,57.05932481
9002,(주)정다운,224090,Dec-14,2015-07-31,2016-06-29,13765.095,440.6225,1672.957,4168.75,52.74649346
9003,(주)정다운,208140,Dec-15,2014-12-17,,,,,,
9004,(주)정다운,224090,Dec-15,2015-07-31,2016-06-29,13269.11435,629.0441913,-25.37904328,4838.724374,54.52537032
9005,(주)정다운,208140,Dec-16,2014-12-17,,2887.940308,-48.40537126,-91.04111969,1438.618814,71.05071289
9006,(주)정다운,208140,Dec-17,2014-12-17,,3923.566271,481.251471,961.0438453,1914.288208,33.98007273
9007,(주)정다운,208140,Dec-18,2014-12-17,,5138.099869,443.0286884,573.8823187,2330.024846,43.01589315
9008,(주)정다운,208140,Dec-19,2014-12-17,,6128.748059,44.01289558,85.07710539,2378.880598,65.86945475
9009,(주)정다운,208140,Dec-20,2014-12-17,,3812.793638,-75.52841356,66.0247962,2120.546364,72.15255849
9010,(주)정상제이엘에스,40420,Dec-11,2000-08-01,,5463.993898,588.9499843,605.2092684,3644.090498,43.1996961
9011,(주)정상제이엘에스,40420,Dec-12,2000-08-01,,5283.832769,577.0062188,738.7618934,3793.002887,46.02644064
9012,(주)정상제이엘에스,40420,Dec-13,2000-08-01,,4885.147056,412.7648245,856.1834143,3809.268182,51.03134143
9013,(주)정상제이엘에스,40420,Dec-14,2000-08-01,,4989.522535,349.2774255,692.0500088,3838.035428,52.78652512
9014,(주)정상제이엘에스,40420,Dec-15,2000-08-01,,5122.345632,336.0976892,602.2613735,3835.165082,55.53871286
9015,(주)정상제이엘에스,40420,Dec-16,2000-08-01,,5321.207992,464.3438593,506.1332917,3951.254635,50.80321577
9016,(주)정상제이엘에스,40420,Dec-17,2000-08-01,,5381.309212,525.2862182,783.0128709,4081.313205,49.75335441
9017,(주)정상제이엘에스,40420,Dec-18,2000-08-01,,5555.03002,227.4169462,889.3965078,3915.470987,63.74646633
9018,(주)정상제이엘에스,40420,Dec-19,2000-08-01,,5968.243448,489.4682537,824.1202453,4087.627966,52.20434147
9019,(주)정상제이엘에스,40420,Dec-20,2000-08-01,,5446.535084,428.0772917,966.6590167,4072.064312,63.64157907
9020,(주)정원엔시스,45510,Dec-11,2000-09-07,,7389.804046,-87.15314917,-105.9425051,760.1223681,94.23529435
9021,(주)정원엔시스,45510,Dec-12,2000-09-07,,5156.879467,21.36389521,258.6755344,757.7612453,64.14723117
9022,(주)정원엔시스,45510,Dec-13,2000-09-07,,4472.967694,-124.4536822,355.3285194,633.5393328,133.9865176
9023,(주)정원엔시스,45510,Dec-14,2000-09-07,,4871.191502,103.2365947,-91.63086508,736.7291643,59.8768951
9024,(주)정원엔시스,45510,Dec-15,2000-09-07,,5008.360559,113.2218802,-103.6140669,909.8506075,63.18317289
9025,(주)정원엔시스,45510,Dec-16,2000-09-07,,5708.726972,71.81961653,266.1408702,1173.822759,72.86311551
9026,(주)정원엔시스,45510,Dec-17,2000-09-07,,4937.185518,-85.48530033,-131.1432738,1079.191682,109.3808512
9027,(주)정원엔시스,45510,Dec-18,2000-09-07,,4588.931728,130.8711163,256.9427791,1194.655257,65.86385909
9028,(주)정원엔시스,45510,Dec-19,2000-09-07,,5252.876189,24.75692418,-216.0617191,1200.3058,87.60327485
9029,(주)정원엔시스,45510,Dec-20,2000-09-07,,5345.183899,22.58767439,187.6990963,1238.897148,87.47377714
9030,(주)제넥신,95700,Dec-11,2009-09-15,,528.3046397,-1400.280855,-892.7296556,4835.951641,-47.96009014
9031,(주)제넥신,95700,Dec-12,2009-09-15,,1005.981999,-337.2843222,268.4436247,7377.771713,59.9795595
9032,(주)제넥신,95700,Dec-13,2009-09-15,,915.4863412,-1431.571507,-1065.508183,6093.403445,559.8768969
9033,(주)제넥신,95700,Dec-14,2009-09-15,,1949.473342,-867.6910955,756.9502772,11813.63364,100.4852593
9034,(주)제넥신,95700,Dec-15,2009-09-15,,3596.027698,-157.7611685,-181.6415764,13907.13604,80.47057536
9035,(주)제넥신,95700,Dec-16,2009-09-15,,583.480391,-1286.563028,-174.461018,8750.421024,-124.2327603
9036,(주)제넥신,95700,Dec-17,2009-09-15,,1417.99585,-963.2653175,-1300.883743,5676.517678,-54.10165392
9037,(주)제넥신,95700,Dec-18,2009-09-15,,568.7991835,-1504.254903,-885.5165951,14152.33577,-18.05283769
9038,(주)제넥신,95700,Dec-19,2009-09-15,,475.6914153,-694.7935965,-1749.555548,12495.48794,-88.48613768
9039,(주)제넥신,95700,Dec-20,2009-09-15,,750.8164501,1114.914081,-918.7451063,22442.87279,11.76898198
9040,(주)제넨바이오,72520,Dec-11,2004-10-29,,21308.7956,539.0361333,878.736,8796.933333,66.43829681
9041,(주)제넨바이오,72520,Dec-12,2004-10-29,,30139.91107,257.1310667,2131.185867,8560.133333,72.33467059
9042,(주)제넨바이오,72520,Dec-13,2004-10-29,,30982.21933,-285.6149333,153.0648,8031.066667,78.24300563
9043,(주)제넨바이오,72520,Dec-14,2004-10-29,,17795.8068,-4532.988133,-720.3629333,2735.866667,-1158.248834
9044,(주)제넨바이오,72520,Dec-15,2004-10-29,,5225.8035,-1684.6453,-548.6709,164.85,-313.0135179
9045,(주)제넨바이오,72520,Dec-16,2004-10-29,,1006.176225,-251.1483592,-306.275062,463.6188415,149.6211918
9046,(주)제넨바이오,72520,Dec-17,2004-10-29,,470.1925017,-343.370134,114.428492,313.6024851,18.6162137
9047,(주)제넨바이오,72520,Dec-18,2004-10-29,,112.57567,-81.58560565,-27.81979735,509.3921719,67.61816012
9048,(주)제넨바이오,72520,Dec-19,2004-10-29,,277.6502594,-590.7873414,-143.9145819,325.1203005,-24.23776592
9049,(주)제넨바이오,72520,Dec-20,2004-10-29,,115.7491385,-214.8517481,-107.8361759,485.4538129,-145.6925188
9050,(주)제노레이,122310,Dec-11,2018-05-28,,7574.388573,264.723894,-192.1961344,2733.788111,64.66783099
9051,(주)제노레이,122310,Dec-12,2018-05-28,,8946.453197,416.3378791,251.5931782,3018.325241,62.11695272
9052,(주)제노레이,122310,Dec-13,2018-05-28,,9879.772246,141.6379807,319.4017676,3307.123169,62.94130563
9053,(주)제노레이,122310,Dec-14,2018-05-28,,9261.88389,310.0085134,1060.694026,3770.723417,64.40367619
9054,(주)제노레이,122310,Dec-15,2018-05-28,,10335.34119,727.0691322,680.7522254,4422.681529,53.88914138
9055,(주)제노레이,122310,Dec-16,2018-05-28,,12409.72212,1045.473673,1125.957918,4850.296023,53.97836068
9056,(주)제노레이,122310,Dec-17,2018-05-28,,12514.41203,1454.193322,1257.773631,6870.734446,48.4813449
9057,(주)제노레이,122310,Dec-18,2018-05-28,,12312.29387,2071.86416,1507.664148,9755.88203,40.36772651
9058,(주)제노레이,122310,Dec-19,2018-05-28,,13231.90347,2690.862786,2165.488434,11923.51294,39.15184744
9059,(주)제노레이,122310,Dec-20,2018-05-28,,4238.605622,698.9499819,584.5389713,4535.640206,47.41008065
9060,(주)제노코,361390,Dec-13,2021-03-24,,,,,,
9061,(주)제노코,361390,Dec-14,2021-03-24,,,,,,
9062,(주)제노코,361390,Dec-15,2021-03-24,,,,,,
9063,(주)제노코,361390,Dec-16,2021-03-24,,,,,,
9064,(주)제노코,361390,Dec-17,2021-03-24,,,,,,
9065,(주)제노코,361390,Dec-18,2021-03-24,,,,,,
9066,(주)제노코,361390,Dec-19,2021-03-24,,,,,,
9067,(주)제노코,361390,Dec-20,2021-03-24,,17594.91184,872.7991577,3295.391857,4232.389132,60.49587127
9068,(주)제노포커스,187420,Dec-13,2015-05-29,,435.538872,26.57707015,-78.01068628,419.847764,
9069,(주)제노포커스,187420,Dec-14,2015-05-29,,1004.623074,356.453824,-46.80392865,1529.859465,25.99196983
9070,(주)제노포커스,187420,Dec-15,2015-05-29,,742.6959238,135.4826204,319.2281196,3255.87529,35.12650304
9071,(주)제노포커스,187420,Dec-16,2015-05-29,,651.6485451,149.71602,47.84702081,5716.221001,40.83816529
9072,(주)제노포커스,187420,Dec-17,2015-05-29,,1059.516207,123.6283279,125.5871393,5855.070611,60.54336577
9073,(주)제노포커스,187420,Dec-18,2015-05-29,,528.2670245,-111.9982601,71.7145471,2828.929176,132.9131782
9074,(주)제노포커스,187420,Dec-19,2015-05-29,,675.9121843,-249.8181125,-7.577230184,2703.87239,238.5744623
9075,(주)제노포커스,187420,Dec-20,2015-05-29,,837.9392845,-541.2985547,-109.4849774,2388.878893,-548.5044056
9076,(주)제놀루션,225220,Dec-13,2020-07-24,,,,,,
9077,(주)제놀루션,225220,Dec-14,2020-07-24,,,,,,
9078,(주)제놀루션,225220,Dec-15,2020-07-24,,,,,,
9079,(주)제놀루션,225220,Dec-16,2020-07-24,,,,,,
9080,(주)제놀루션,225220,Dec-17,2020-07-24,,,,,,
9081,(주)제놀루션,225220,Dec-18,2020-07-24,,,,,,
9082,(주)제놀루션,225220,Dec-19,2020-07-24,,1018.308636,-73.97456948,-20.77049379,680.2265188,92.58768506
9083,(주)제놀루션,225220,Dec-20,2020-07-24,,17832.37485,6699.178023,9610.082804,12812.76196,10.41388028
9084,(주)제닉,123330,Dec-11,2011-08-03,,21632.70524,2161.723286,2712.232569,9536.547622,30.79226621
9085,(주)제닉,123330,Dec-12,2011-08-03,,17277.82898,1143.472892,867.7594728,10752.75529,45.04239291
9086,(주)제닉,123330,Dec-13,2011-08-03,,11305.18491,627.7147273,668.7718182,10126.36364,53.39903901
9087,(주)제닉,123330,Dec-14,2011-08-03,,10586.6635,326.0695,967.4256667,9193,62.27556827
9088,(주)제닉,123330,Dec-15,2011-08-03,,11699.31651,464.2453968,597.4130159,9225.238095,57.9540622
9089,(주)제닉,123330,Dec-16,2011-08-03,,13586.03909,185.6528788,291.7198485,9483.939394,63.76508347
9090,(주)제닉,123330,Dec-17,2011-08-03,,9334.838384,-1077.52583,-589.7064935,8005.627706,141.9531935
9091,(주)제닉,123330,Dec-18,2011-08-03,,9861.006857,-2188.936286,-1271.887,5798,170.9206997
9092,(주)제닉,123330,Dec-19,2011-08-03,,7465.907857,-1708.462143,196.7024286,1061,207.8443831
9093,(주)제닉,123330,Dec-20,2011-08-03,,6018.834,-621.9204286,30.38057143,3190.142857,71.79785302
9094,(주)제로투세븐,159580,Dec-11,2013-02-19,,240131.2916,6898.663934,-329.352459,21433.25527,45.06357571
9095,(주)제로투세븐,159580,Dec-12,2013-02-19,,28946.95117,996.6882904,576.6607728,2724.238876,48.49329807
9096,(주)제로투세븐,159580,Dec-13,2013-02-19,,20804.94584,322.4154246,-264.0211438,4206.325823,65.3162366
9097,(주)제로투세븐,159580,Dec-14,2013-02-19,,19900.67754,-33.19633849,-967.9075671,3891.619203,74.51517673
9098,(주)제로투세븐,159580,Dec-15,2013-02-19,,22020.56737,-91.18852726,-1119.209927,3703.091945,72.83461601
9099,(주)제로투세븐,159580,Dec-16,2013-02-19,,18695.93808,-832.0219691,-62.24442636,2990.8869,111.8963285
9100,(주)제로투세븐,159580,Dec-17,2013-02-19,,14997.91977,-1615.368104,294.9896664,1978.844589,79.59882929
9101,(주)제로투세븐,159580,Dec-18,2013-02-19,,8749.833422,-321.2404998,210.1013566,3057.560672,89.33058126
9102,(주)제로투세븐,159580,Dec-19,2013-02-19,,10660.12391,465.5522119,560.0909935,3568.726552,41.7480234
9103,(주)제로투세븐,159580,Dec-20,2013-02-19,,7038.551741,-30.65912045,1009.937434,3542.868747,67.45278907
9104,(주)제우스,79370,Dec-11,2006-02-01,,27721.68633,1228.855826,892.6993644,9072.775424,56.33142926
9105,(주)제우스,79370,Dec-12,2006-02-01,,16497.66748,324.4908898,2068.216208,9195.444915,79.29368054
9106,(주)제우스,79370,Dec-13,2006-02-01,,21710.29248,1855.638347,787.7908898,10080.29661,55.42987423
9107,(주)제우스,79370,Dec-14,2006-02-01,,25527.24725,1819.193962,2997.53125,11691.41949,55.68792054
9108,(주)제우스,79370,Dec-15,2006-02-01,,27940.47621,1932.864214,1516.982088,12062.4037,51.89651974
9109,(주)제우스,79370,Dec-16,2006-02-01,,28009.20262,1879.151387,2520.46745,13018.87519,54.71380641
9110,(주)제우스,79370,Dec-17,2006-02-01,,34582.87596,1817.284669,30.04940293,13940.29276,58.46959571
9111,(주)제우스,79370,Dec-18,2006-02-01,,43681.81019,2989.458301,-816.2630971,15820.97458,46.66034305
9112,(주)제우스,79370,Dec-19,2006-02-01,,31152.52851,1365.201656,636.6400231,16281.49076,59.25672849
9113,(주)제우스,79370,Dec-20,2006-02-01,,34671.10969,1747.189908,3423.149653,16621.62943,62.98582774
9114,(주)제이브이엠,54950,Dec-11,2006-06-07,,11931.20244,1979.250054,-3911.808859,10848.52283,28.7120588
9115,(주)제이브이엠,54950,Dec-12,2006-06-07,,12299.50175,954.6807504,2166.853633,12421.28301,36.91174562
9116,(주)제이브이엠,54950,Dec-13,2006-06-07,,12889.92637,2373.851902,3586.741112,14234.92491,35.55826331
9117,(주)제이브이엠,54950,Dec-14,2006-06-07,,13932.83523,1596.373222,3421.527686,15748.29393,49.76353525
9118,(주)제이브이엠,54950,Dec-15,2006-06-07,,13972.60267,823.8380656,2096.455042,17017.93803,57.54268049
9119,(주)제이브이엠,54950,Dec-16,2006-06-07,,15503.12499,1753.01189,2354.593054,18308.43222,48.44855793
9120,(주)제이브이엠,54950,Dec-17,2006-06-07,,16771.03047,1810.16941,2842.848925,20029.51235,46.19969581
9121,(주)제이브이엠,54950,Dec-18,2006-06-07,,16369.74823,1288.679602,3144.088336,20299.14192,49.24664411
9122,(주)제이브이엠,54950,Dec-19,2006-06-07,,17397.91038,916.148047,2932.983389,20602.57391,53.93126798
9123,(주)제이브이엠,54950,Dec-20,2006-06-07,,18229.8348,1649.297226,3126.438735,22362.35308,50.5564322
9124,(주)제이스텍,90470,Dec-11,2007-01-10,,7337.437955,634.2453606,231.4470548,4695.528716,52.461952
9125,(주)제이스텍,90470,Dec-12,2007-01-10,,4459.991678,524.0382859,288.4233147,4383.498182,54.79132934
9126,(주)제이스텍,90470,Dec-13,2007-01-10,,2018.416053,-325.9661314,-152.2651209,2574.97564,228.1949384
9127,(주)제이스텍,90470,Dec-14,2007-01-10,,3470.791848,254.8779241,180.1681458,2829.876924,64.36462676
9128,(주)제이스텍,90470,Dec-15,2007-01-10,,4795.916414,317.7796283,210.2419076,3098.067874,70.94941708
9129,(주)제이스텍,90470,Dec-16,2007-01-10,,10329.37383,812.2018045,3303.340817,3858.935533,58.6831961
9130,(주)제이스텍,90470,Dec-17,2007-01-10,,39103.16946,5079.467958,4298.02358,8843.382513,26.55542435
9131,(주)제이스텍,90470,Dec-18,2007-01-10,,8647.193949,549.2069768,-2543.377197,8896.472676,69.68772304
9132,(주)제이스텍,90470,Dec-19,2007-01-10,,8692.603711,72.24940895,-570.9893568,8902.843495,78.76884015
9133,(주)제이스텍,90470,Dec-20,2007-01-10,,7840.127504,-998.3489987,594.891233,7893.102855,175.5040697
9134,(주)제이시스메디칼,287410,Dec-17,2018-05-08,,,,,,
9135,(주)제이시스메디칼,287410,Dec-18,2018-05-08,,,,,,
9136,(주)제이시스메디칼,287410,Dec-19,2018-05-08,,,,,,
9137,(주)제이시스메디칼,287410,Dec-20,2018-05-08,,,,,,
9138,(주)제이앤티씨,204270,Dec-11,2020-03-04,,,,,,
9139,(주)제이앤티씨,204270,Dec-12,2020-03-04,,,,,,
9140,(주)제이앤티씨,204270,Dec-13,2020-03-04,,,,,,
9141,(주)제이앤티씨,204270,Dec-14,2020-03-04,,5617.714894,508.3316736,807.9962377,1965.061547,37.49795085
9142,(주)제이앤티씨,204270,Dec-15,2020-03-04,,5075.043067,310.7859585,571.766134,2371.971113,36.44067925
9143,(주)제이앤티씨,204270,Dec-16,2020-03-04,,7236.093176,656.0376351,1566.791458,3148.895715,33.15762736
9144,(주)제이앤티씨,204270,Dec-17,2020-03-04,,5173.845394,97.66404661,85.82867235,3784.74071,42.83447275
9145,(주)제이앤티씨,204270,Dec-18,2020-03-04,,4423.603024,542.2431591,739.5263343,3746.571789,29.01297149
9146,(주)제이앤티씨,204270,Dec-19,2020-03-04,,7447.672357,1691.330463,3145.70433,3174.250131,21.95180042
9147,(주)제이앤티씨,204270,Dec-20,2020-03-04,,6011.791566,1025.954949,1623.741138,3574.027356,28.84764814
9148,(주)제이에스코퍼레이션,194370,Dec-11,2016-02-04,,,,,,
9149,(주)제이에스코퍼레이션,194370,Dec-12,2016-02-04,,,,,,
9150,(주)제이에스코퍼레이션,194370,Dec-13,2016-02-04,,650818.4796,37833.72316,36603.12192,264419.945,66.22319604
9151,(주)제이에스코퍼레이션,194370,Dec-14,2016-02-04,,724947.2075,85312.91881,74165.40064,255990.2956,49.34252352
9152,(주)제이에스코퍼레이션,194370,Dec-15,2016-02-04,,19498.86518,1590.001785,1459.129062,8429.666897,65.13317224
9153,(주)제이에스코퍼레이션,194370,Dec-16,2016-02-04,,14136.48114,788.2177939,-481.5625482,11953.19206,75.44070846
9154,(주)제이에스코퍼레이션,194370,Dec-17,2016-02-04,,17718.03176,431.9726573,-30.64143866,12135.86099,83.31903702
9155,(주)제이에스코퍼레이션,194370,Dec-18,2016-02-04,,15419.91591,439.5839378,494.6771428,12122.2883,80.50962733
9156,(주)제이에스코퍼레이션,194370,Dec-19,2016-02-04,,18976.80315,616.557214,1550.348874,12374.62039,79.77529154
9157,(주)제이에스코퍼레이션,194370,Dec-20,2016-02-04,,30206.28579,173.9602887,-423.5186701,11511.59217,88.20533128
9158,(주)제이에스티나,26040,Dec-11,1999-12-21,,6410.878165,301.5493241,13.63000289,3049.290578,67.4747536
9159,(주)제이에스티나,26040,Dec-12,1999-12-21,,7670.78291,474.6602783,441.7283257,3413.548045,57.85484369
9160,(주)제이에스티나,26040,Dec-13,1999-12-21,,8442.694617,516.1778598,473.4743959,3781.373854,52.47200381
9161,(주)제이에스티나,26040,Dec-14,1999-12-21,,9610.288788,542.8598522,103.1810875,4543.62301,54.58692539
9162,(주)제이에스티나,26040,Dec-15,1999-12-21,,9412.808088,195.177229,751.3946796,4982.613085,68.3488723
9163,(주)제이에스티나,26040,Dec-16,1999-12-21,,10315.94616,207.4665274,469.4116321,4977.462752,67.02299059
9164,(주)제이에스티나,26040,Dec-17,1999-12-21,,8479.789551,-219.8724051,317.8699559,4554.953741,95.2610202
9165,(주)제이에스티나,26040,Dec-18,1999-12-21,,7716.489728,14.75667104,566.0467687,4517.810757,82.58670475
9166,(주)제이에스티나,26040,Dec-19,1999-12-21,,5825.378534,-2026.305655,-83.57474253,2746.338871,-1187.440232
9167,(주)제이에스티나,26040,Dec-20,1999-12-21,,3635.722885,-836.1124324,-206.0893892,1873.327278,241.6538791
9168,(주)제이에스피브이,250300,Dec-13,2016-08-10,2019-03-04,,,,,
9169,(주)제이에스피브이,250300,Dec-14,2016-08-10,2019-03-04,,,,,
9170,(주)제이에스피브이,250300,Dec-15,2016-08-10,2019-03-04,,,,,
9171,(주)제이에스피브이,250300,Dec-16,2016-08-10,2019-03-04,,,,,
9172,(주)제이에스피브이,250300,Dec-17,2016-08-10,2019-03-04,,,,,
9173,(주)제이에이치코오스,65310,Dec-11,2002-07-19,2012-05-31,977.1267973,-291.908302,-122.2303657,527.0313592,39079.801
9174,(주)제이엘케이,322510,Dec-15,2019-12-11,,,,,,
9175,(주)제이엘케이,322510,Dec-16,2019-12-11,,,,,,
9176,(주)제이엘케이,322510,Dec-17,2019-12-11,,,,,,
9177,(주)제이엘케이,322510,Dec-18,2019-12-11,,32.99172727,-570.6586364,-438.061,554.0909091,-135.3431007
9178,(주)제이엘케이,322510,Dec-19,2019-12-11,,15.38059285,-713.2425448,-430.3807952,2445.386546,-399.1362912
9179,(주)제이엘케이,322510,Dec-20,2019-12-11,,297.45896,-505.952603,-272.6995263,2049.887214,11614.75995
9180,(주)제이와이피엔터테인먼트,35900,Jun-11,2001-08-30,,442.165698,11.11522735,24.8216552,795.5614418,36.1829993
9181,(주)제이와이피엔터테인먼트,35900,Dec-12,2001-08-30,,616.7495772,-404.119466,-263.1265939,628.5264561,-79.08195582
9182,(주)제이와이피엔터테인먼트,35900,Dec-13,2001-08-30,,626.3968946,-115.8795526,-92.24365929,1324.853394,278.8476247
9183,(주)제이와이피엔터테인먼트,35900,Dec-14,2001-08-30,,1424.153568,230.5948722,247.0128084,1576.035634,40.46439831
9184,(주)제이와이피엔터테인먼트,35900,Dec-15,2001-08-30,,1485.093358,94.68236829,142.8325731,1657.285789,48.91770221
9185,(주)제이와이피엔터테인먼트,35900,Dec-16,2001-08-30,,2163.301032,250.4078076,453.0936628,1852.33316,36.89814178
9186,(주)제이와이피엔터테인먼트,35900,Dec-17,2001-08-30,,2953.010926,472.7867415,783.0264812,2355.02949,31.80576692
9187,(주)제이와이피엔터테인먼트,35900,Dec-18,2001-08-30,,3530.487213,686.6127476,633.4734032,3298.127213,32.99326747
9188,(주)제이와이피엔터테인먼트,35900,Dec-19,2001-08-30,,4379.092267,879.5702222,1435.217763,4000.761572,33.62361077
9189,(주)제이와이피엔터테인먼트,35900,Dec-20,2001-08-30,,4067.865471,834.8870957,621.4624402,4548.63121,35.79849906
9190,(주)제이웨이,58420,Dec-11,2002-01-10,,876.5168981,-258.6707321,108.7401054,591.9727469,344.9084041
9191,(주)제이웨이,58420,Dec-12,2002-01-10,,589.1126659,-149.3087898,-0.68545506,482.1746603,104.1949431
9192,(주)제이웨이,58420,Dec-13,2002-01-10,,536.6464641,-177.7162561,66.49628637,379.7755064,136.3979178
9193,(주)제이웨이,58420,Dec-14,2002-01-10,,1727.496864,-427.8644491,274.4509002,656.5357132,152.112859
9194,(주)제이웨이,58420,Dec-15,2002-01-10,,1486.887723,16.85183093,280.3976646,764.4415745,53.2277313
9195,(주)제이웨이,58420,Dec-16,2002-01-10,,698.8368344,-151.7686267,129.570911,931.3922941,92.04973092
9196,(주)제이웨이,58420,Dec-17,2002-01-10,,626.8688863,-372.6157584,-150.7657573,601.1274189,-450.6259044
9197,(주)제이웨이,58420,Dec-18,2002-01-10,,825.2256963,-190.163668,-106.2384837,695.2786942,114.6909716
9198,(주)제이웨이,58420,Dec-19,2002-01-10,,553.3327738,-147.43752,49.39107538,639.655849,121.1679334
