회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,총자본정상영업이익률,금융비용부담률,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 매출액비율,설비투자효율,기계투자효율,종업원1인당부가가치율_계산,노동장비율_계산,기계장비율_계산,자본집약도_계산,자기자본회전률,당좌자산회전률,재고자산회전률,매출채권회전률
(주)대유,290380,201812,201808,,0,0,0,제조업,1,78.27578096,102.2875763,0.877878711,0.0,13.51,-0.73,3175.360125,669.1921479,475.7658742,6724.29411,1244.85,1062.09,940.6,305.29,406.39,99.032,80.38,2424.23,19.73,139.13,7357.83,131.2085345,95.76724138,1.78325,585.5689655,0.472225288,0.91,4.21,15.55
(주)대유,290380,201912,201808,,0,0,0,제조업,1,6.514264128,3.977522083,3.242209067,15.52,7.6,-1.84,3278.311939,542.694534,663.2009191,6991.736998,1298.34,1062.09,940.6,228.11,380.18,303.7,56.91,893.25,17.37,138.65,6914.0,113.3782836,99.37313433,1.639835821,539.9328358,0.478028965,0.63,3.94,15.64
(주)대유,290380,202012,201808,,0,0,0,제조업,1,30.42888386,4.149325867,13.34122238,-3.73,5.52,0.41,3715.678826,550.0313729,671.1828907,7281.825814,1356.36,327.94,291.25,193.84,352.34,9.16,21.23,50.16,17.96,133.35,10948.4,149.7622481,113.5658915,1.367891473,731.5193798,0.520639367,0.58,4.19,19.3
(주)대유에이텍,2880,201112,197702,,0,0,0,제조업,1,78.27578096,43.51389636,82.96258463,39.41,5.17,0.89,7354.680449,121.0974858,-358.8402583,1014.555031,108.78,56.9,51.95,4.1,101.61,3.03,-4.24,-10.37,-2.6,24.22,161.53,104.1702473,177.7985866,42.34183039,871.2261484,6.266957473,5.37,62.19,7.25
(주)대유에이텍,2880,201212,197702,,0,0,0,제조업,1,6.398438586,31.25559397,7.672588687,18.37,4.73,1.18,5987.421969,47.92182063,546.992133,1047.821832,112.31,59.78,56.24,15.17,71.06,2.64,4.05,10.24,2.3,25.5,170.58,94.68265672,186.0895522,39.57683881,827.9402985,5.835789939,4.56,58.61,7.16
(주)대유에이텍,2880,201312,197702,,0,0,0,제조업,1,13.72274381,5.311647165,9.822163325,14.03,3.16,0.8,6575.516334,103.2419264,211.1863126,1072.505168,123.73,63.06,60.46,16.88,81.14,2.35,9.55,24.14,5.77,29.75,171.19,102.5788482,166.6596859,42.52072251,880.7722513,5.499845422,3.94,76.42,6.95
(주)대유에이텍,2880,201412,197702,,0,0,0,제조업,1,70.82381289,18.94140111,32.83425446,1.05,2.39,0.61,8515.474205,176.7217647,590.8574468,1097.14149,134.68,65.19,51.6,8.36,89.61,2.48,5.51,14.6,4.68,26.46,182.18,93.8334715,165.3445596,37.21551813,978.0621762,6.505337827,3.71,21.37,5.51
(주)대유에이텍,2880,201512,197702,,0,0,0,제조업,1,0.741554052,18.60680305,37.03469866,-22.02,2.63,0.81,9462.946798,93.7698678,407.7115051,1075.522542,156.1,61.0,45.69,5.74,79.01,2.09,7.78,21.2,4.69,18.03,130.32,120.5831894,189.2425249,32.98382724,1084.61794,6.550720162,4.69,15.85,6.39
(주)대유에이텍,2880,201612,197702,,0,0,0,제조업,1,11.01951425,33.68994602,0.941711406,-0.66,2.57,1.05,9551.52926,54.60050422,109.1836953,1110.042112,126.37,69.84,50.27,3.89,82.91,1.64,4.29,11.25,2.71,48.76,398.57,134.401204,165.6555184,34.87922074,1167.90301,5.976078342,4.69,12.86,6.43
(주)대유에이텍,2880,201712,197702,,0,0,0,제조업,1,5.314272226,2.959945078,4.679975509,-3.68,1.37,1.09,9990.249869,16.48644457,627.9802763,1123.726202,138.32,65.54,44.58,3.63,65.74,0.89,5.78,15.06,3.69,42.98,353.35,129.6480556,192.6180556,37.252125,1247.222222,5.387792211,4.56,10.64,6.51
(주)대유에이텍,2880,201812,197702,,0,0,0,제조업,1,0.790923398,-15.29039162,3.969885549,1.04,0.75,1.09,10205.62154,-370.2270145,252.7301794,862.4855756,83.56,69.33,49.23,7.62,48.88,0.49,6.58,17.68,4.26,30.3,255.85,6.898762887,156.0309278,37.78398625,1274.546392,5.97820703,4.12,11.49,7.15
(주)대유에이텍,2880,201912,197702,,0,0,0,제조업,1,25.60011748,38.57798213,15.74332339,12.37,3.12,1.04,11767.84775,163.8091703,375.2105007,993.0254509,106.86,74.46,58.61,3.83,82.13,1.86,3.88,10.82,2.66,49.95,495.87,141.0153517,152.2996942,29.34020183,1239.553517,6.324021704,3.72,11.45,7.34
(주)대유에이텍,2880,202012,197702,,0,0,0,제조업,1,4.404529359,1.372538047,14.15623219,-7.03,4.13,0.88,13433.7316,197.4387336,846.4009856,1093.084437,108.93,76.33,59.87,15.01,73.66,2.92,7.19,17.15,4.55,55.25,489.54,120.309375,147.7368421,25.86396711,1349.898026,6.172041846,3.43,12.59,6.4
(주)대유에이피,290120,201912,201812,,0,0,0,제조업,1,56.81272493,16.19019858,-18.82028988,0.0,7.87,0.33,14466.4434,732.8597942,-439.9920985,4199.83462,757.68,99.32,81.33,10.9,116.23,10.99,-5.97,-14.03,-3.04,98.66,298.65,123.4930045,106.9103139,20.01457848,520.4439462,3.279762871,2.72,12.28,6.15
(주)대유에이피,290120,202012,201812,,0,0,0,제조업,1,34.81395401,4.294778609,9.142802632,-10.31,9.37,0.48,15788.64803,530.2419568,1933.165838,4260.908305,818.61,85.03,65.21,19.48,86.51,6.43,6.61,21.87,4.73,102.65,349.82,115.9649,137.01,18.6184,779.385,3.504372595,2.73,10.27,6.8
(주)대유플러스,300,201112,197506,,0,0,0,제조업,1,38.44058362,33.86396402,36.84259818,9.58,0.5,1.1,5668.653356,-78.30459681,65.82244968,1452.991689,199.73,89.65,76.39,8.51,93.19,0.65,1.53,9.71,2.35,39.64,98.48,86.82526992,220.1362468,98.81447815,643.3496144,3.689101564,2.69,19.77,5.45
(주)대유플러스,300,201212,197506,,0,0,0,제조업,1,0.6649371,11.47266917,13.28514417,15.42,-3.0,0.82,4354.033249,-208.2029014,-27.69119169,1155.350354,131.77,120.45,104.14,10.37,100.68,-4.88,0.15,0.99,0.19,26.34,63.84,52.24158129,203.8418708,93.06275056,542.1447661,3.952476735,2.75,16.72,5.6
(주)대유플러스,300,201312,197506,,0,0,0,제조업,1,4.899013002,6.523699933,11.66015432,12.03,1.49,0.66,4861.720245,83.66679455,865.362671,1123.42401,135.5,141.89,124.91,5.49,63.31,2.74,6.87,71.83,8.61,55.23,125.06,93.0072167,196.8628231,95.9143161,474.0675944,4.053997679,2.55,17.5,7.17
(주)대유플러스,300,201412,197506,,0,0,0,제조업,1,10.54568381,-0.789731082,18.43508488,-30.12,0.09,0.49,5693.786735,-43.85037375,195.0287723,1153.386216,122.56,118.13,95.93,8.13,54.39,0.21,7.72,58.93,9.23,49.95,111.48,273.1518239,171.1446541,14.96738994,1020.201258,4.672785053,2.79,15.22,8.74
(주)대유플러스,300,201512,197506,,0,0,0,제조업,1,11.01259505,-0.332788966,-1.187433163,9.43,0.2,0.65,5626.176823,-1.962380479,-59.02777975,1197.530301,108.18,120.22,101.55,3.76,52.07,0.38,0.88,6.89,1.21,57.64,137.98,73.89270115,236.4655172,34.82107471,1019.373563,4.643402472,2.88,13.79,9.97
(주)대유플러스,300,201612,197506,,0,0,0,제조업,1,20.48402767,12.46968335,-12.43867913,-30.12,1.2,0.8,4926.354741,107.8670252,244.1884539,1194.454967,106.45,108.24,88.98,8.85,44.58,2.6,0.99,10.69,1.88,63.6,166.65,371.4564,525.42,26.26046,2734.4,3.833593923,2.71,13.56,11.96
(주)대유플러스,300,201712,197506,,0,0,0,제조업,1,0.085830015,1.141050208,5.443072789,4.0,0.73,0.72,5194.499815,-42.54727213,-78.77468866,1048.314215,63.62,110.94,90.7,2.46,48.31,1.97,0.88,10.71,1.59,65.1,157.1,-72.56115385,115.8076923,20.74259615,2600.730769,3.796513481,2.96,13.47,13.93
(주)대유플러스,300,201812,197506,,0,0,0,제조업,1,5.809192607,13.78621844,9.9768259,44.64,3.75,0.9,4999.978983,205.5388595,583.5397248,960.0182594,58.21,203.82,185.65,8.92,49.13,6.13,3.0,28.16,5.15,79.83,220.4,-36.47440678,224.0,31.77162712,1745.076271,3.884004073,1.93,14.29,13.75
(주)대유플러스,300,201912,197506,,0,0,0,제조업,1,8.623803477,15.55559547,-9.166854876,9.32,1.56,0.86,4288.448324,171.5939965,128.2963809,1045.403719,69.58,97.34,93.1,1.01,66.45,2.6,3.9,29.22,7.92,86.11,216.28,119.7182171,207.248062,62.06263566,1924.976744,3.075068317,0.78,12.52,9.34
(주)대유플러스,300,202012,197506,,0,0,0,제조업,1,-22.36308992,-24.11034873,-0.948009598,-4.65,1.85,0.64,3882.369232,-49.1850506,172.0014266,1073.623354,66.44,69.32,54.74,11.16,72.03,2.11,4.79,12.75,3.72,68.45,192.21,121.2978049,191.3739837,60.39617886,2183.674797,3.23032344,0.93,11.43,6.73
(주)대창,12800,201112,198912,,0,0,0,제조업,1,8.757335381,-4.318609657,7.217527912,0.65,3.78,1.44,9529.897406,-78.02305351,111.7984196,1920.912121,307.82,109.51,52.45,2.1,825.41,1.4,1.23,1.46,0.43,24.42,113.02,102.2148077,413.8782051,87.67229167,1498.669872,4.792519219,5.78,5.62,6.36
(주)대창,12800,201212,198912,,0,0,0,제조업,1,-1.694583211,4.444813563,-10.05384261,16.03,1.65,1.62,8571.776521,96.83304211,346.1406357,2070.534736,322.48,119.85,61.32,2.65,982.07,0.57,7.25,8.57,2.67,39.68,219.5,143.4814917,374.0966851,64.12614641,1292.577348,4.216968682,5.34,5.23,5.95
(주)대창,12800,201312,198912,,1,0,1,제조업,1,37.90047853,-2.04641761,-3.377152342,-7.73,0.13,1.32,8282.294569,-204.250307,-201.3572155,1912.836867,276.98,106.68,56.4,3.1,1042.97,0.06,1.4,1.55,0.87,8.61,30.38,63.81625749,387.260479,72.87673653,1471.245509,4.029081585,4.0,4.37,4.64
(주)대창솔루션,96350,201112,200712,,0,0,0,제조업,1,25.17198594,24.8141833,10.47222736,-3.03,2.82,2.08,7044.383393,183.3617857,996.5420536,7480.089286,1413.91,99.75,59.86,19.83,155.17,2.11,13.26,18.09,9.55,16.67,152.4,97.375,615.75,63.895675,878.54375,0.941754853,3.74,5.89,5.16
(주)대창솔루션,96350,201212,200712,,0,0,0,제조업,1,21.48791168,-3.227947243,-12.62754874,0.0,0.64,2.02,6154.850446,-205.7967857,669.793125,7231.160714,1364.14,76.76,50.73,8.9,116.88,0.62,8.36,12.18,10.88,9.37,87.49,65.6195625,579.31875,56.2873875,843.93125,0.836332485,2.5,4.88,4.36
(주)대창솔루션,96350,201312,200712,,1,0,1,제조업,1,-1.770577738,-0.533373794,38.15076887,0.63,-1.98,2.68,8502.973214,-63.67616071,-751.4676786,7257.589286,1354.89,93.23,58.83,23.63,128.4,-1.23,-0.53,-0.74,-0.48,17.49,167.94,81.19546584,507.4099379,48.63351553,865.3602484,1.177810694,3.17,5.75,6.07
(주)대창스틸,140520,201412,201412,,0,0,0,제조업,1,-8.388097558,6.378011541,-20.40382921,0.0,2.92,1.4,18267.29322,99.87621859,673.4963614,6275.161335,1340.53,83.06,47.47,1.01,184.62,1.81,15.25,22.12,6.84,20.29,132.1,143.1946154,602.1923077,92.50128846,1977.163462,2.536193062,4.5,6.88,4.75
(주)대창스틸,140520,201512,201412,,0,0,0,제조업,1,31.29216747,20.75385142,-2.243826196,39.42,1.49,1.3,17857.40691,313.2499657,26.95379651,6531.51174,1377.38,83.08,47.3,1.01,207.77,1.13,3.04,4.24,1.96,14.57,77.35,117.9950345,533.1586207,104.8474621,1545.034483,2.246198906,4.33,5.75,4.72
(주)대창스틸,140520,201612,201412,,0,0,0,제조업,1,0.127769026,-4.897361047,16.35907816,-14.48,-0.48,1.21,20778.71406,-311.1818619,15.23650968,6339.557875,1307.45,88.58,56.2,3.34,231.09,-0.38,0.18,0.24,0.1,11.01,63.44,91.78201613,609.7096774,111.888621,1773.41129,2.449021724,4.08,6.19,4.53
(주)대창스틸,140520,201712,201412,,0,0,0,제조업,1,4.163529139,7.310170203,5.08568433,-21.77,1.87,1.38,15902.76105,94.4401,-514.39475,4953.6,1011.86,107.71,59.06,1.01,208.4,1.27,-2.83,-3.81,-1.58,16.85,106.32,130.9781443,753.6907216,126.1572165,2336.773196,2.546749102,4.09,5.86,4.57
(주)대창스틸,140520,201812,201412,,0,0,0,제조업,1,-16.51215852,-21.76696159,-28.1897762,9.28,1.0,1.96,11419.8083,-978.76445,1265.2349,4801.0,861.77,83.16,58.47,1.01,246.03,0.61,4.83,6.04,3.29,16.46,148.09,104.5107547,657.0754717,72.22560377,2099.962264,1.982275237,2.86,4.65,3.86
(주)대창스틸,140520,201912,201412,,1,0,1,제조업,1,-9.48745363,-1.739124726,-13.46777686,-16.04,1.68,2.03,9881.814,1.40665,463.16145,4610.2,836.97,68.35,41.97,3.81,276.86,0.95,13.02,15.73,8.75,14.65,105.93,148.6132584,651.5393258,99.8348427,2565.41573,1.971073464,2.93,5.86,4.39
(주)대한과학,131220,201112,201110,,0,0,0,도매 및 소매업,1,15.99719559,56.23169545,23.60632041,0.0,9.62,1.44,6233.80934,370.7863887,-282.9551522,3087.16718,517.43,284.68,131.59,31.06,146.34,5.43,1.47,2.68,0.59,61.72,493.99,56.9929932,92.85034014,12.09331293,209.9387755,2.019274107,5.02,4.53,8.3
(주)대한과학,131220,201212,201110,,0,0,0,도매 및 소매업,1,5.31885493,4.413638449,13.73446557,7.48,6.08,1.03,7089.989738,231.2229757,102.4301691,3233.770065,537.5,226.43,79.58,9.6,133.89,4.77,3.85,6.6,1.44,62.23,538.49,54.68708861,86.48734177,10.41881646,205.6329114,2.247022881,6.61,3.58,8.39
