회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,총자본정상영업이익률,금융비용부담률,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 매출액비율,설비투자효율,기계투자효율,종업원1인당부가가치율_계산,노동장비율_계산,기계장비율_계산,자본집약도_계산,자기자본회전률,당좌자산회전률,재고자산회전률,매출채권회전률
(주)MH에탄올,23150,201512,199612,,0,0,0,제조업,1,-7.644589125,9.652951927,2.863033378,-11.32,13.48,1.17,6828.762682,1054.22045,1813.921371,7802.371368,1178.69,109.55,92.01,15.38,0.0,12.69,43.92,49.79,18.4,44.99,773.64,350.0610638,783.9574468,45.25402128,1674.276596,0.91054169,2.48,9.52,4.7
(주)MH에탄올,23150,201612,199612,,0,0,0,제조업,1,-8.4262173,9.842964973,-2.95552733,-8.51,15.69,0.6,6626.936735,1103.836186,1659.658176,8573.257043,1314.52,257.95,185.46,17.87,0.0,29.41,121.58,233.68,26.21,46.21,828.18,392.6251163,869.5581395,47.99348837,1675.0,0.805113075,2.96,10.7,4.65
(주)MH에탄올,23150,201712,199612,,0,0,0,제조업,1,78.27578096,68.03111037,6.299170553,11.63,2.84,-1.46,7044.378782,583.8656664,452.2434427,8768.553502,1410.23,51.15,41.69,7.8,2279.16,3.46,1.98,3.07,14.99,3.65,614.75,310.0485417,821.2291667,48.13139583,2238.270833,0.609991407,1.11,9.33,4.99
(주)MH에탄올,23150,201812,199612,,0,0,0,제조업,1,-11.99619191,-14.27578638,40.05363551,4.17,0.26,5.3,9865.908584,-1630.871532,-1527.360478,9279.902246,1355.58,51.15,33.02,4.89,1679.28,0.1,-1.14,-1.81,-5.45,4.32,814.98,320.945,811.72,41.35938,2193.14,0.73374488,1.42,11.99,6.8
(주)MH에탄올,23150,201912,199612,,0,0,0,제조업,1,2.566448174,-13.31695475,11.10431097,-6.0,1.76,5.3,10961.44975,-1023.516486,1540.813301,8060.959601,1277.63,51.15,33.02,3.21,1797.11,0.73,0.01,0.02,0.06,5.62,1121.61,108.437234,874.9148936,42.81595745,2150.191489,0.946098025,3.39,11.0,8.08
(주)MH에탄올,23150,202012,199612,,0,0,0,제조업,1,-0.397605002,1.305491938,17.02028807,14.89,3.5,5.3,12827.12008,515.3906078,2573.11501,7807.656976,1363.18,51.15,33.02,8.54,1936.0,1.29,4.11,6.34,16.04,11.5,2584.8,205.4540741,776.1666667,32.3997037,1805.851852,1.184438162,3.5,11.45,9.91
(주)SH에너지화학,2360,201112,198512,,0,0,0,제조업,1,14.4585072,3.08790843,14.98935662,-1.8,4.16,0.77,1553.726486,16.15512027,52.25331551,594.1197573,18.83,147.77,115.16,15.37,2279.16,2.82,8.32,11.28,1.9,44.34,108.63,130.4706422,303.8073394,120.0100642,939.293578,2.654861677,4.8,20.16,6.81
(주)SH에너지화학,2360,201212,198512,,0,0,0,제조업,1,-0.974751969,-0.553511841,11.97438295,2.75,2.1,0.65,1745.097978,1.897193583,-7.699526588,594.1197573,18.83,171.22,123.05,7.42,1264.27,1.72,6.4,8.7,1.28,45.27,108.26,117.5369643,291.1428571,119.7342411,915.1160714,2.981015117,5.14,15.32,6.81
(주)SH에너지화학,2360,201312,198512,,0,0,0,제조업,1,6.556925846,7.271657822,19.57313536,3.57,6.0,0.52,2086.668367,41.45108937,53.53362135,627.875035,23.54,168.09,134.09,15.75,1206.44,5.3,6.23,9.1,1.1,66.7,159.25,161.4256897,275.387931,112.7900086,948.1465517,3.449012887,5.56,17.73,7.81
(주)SH에너지화학,2360,201412,198512,,0,0,0,제조업,1,0.228489815,21.03194923,-0.431038523,20.69,19.23,0.34,2077.674023,150.5583726,222.6870176,750.441223,49.06,291.69,224.49,37.69,1384.72,26.68,57.91,160.41,6.65,122.0,292.95,241.4039286,221.9285714,91.3025,779.2714286,3.002055171,4.94,17.87,7.43
(주)SH에너지화학,2360,201512,198512,,0,0,0,제조업,1,4.315747045,8.795430361,-6.266970193,4.29,20.29,0.09,1947.466811,113.2861496,221.6185629,816.4480909,62.33,399.36,329.69,115.03,2279.16,84.87,103.42,358.77,11.41,112.7,263.46,239.0107534,223.6643836,94.60160959,781.1506849,2.461191242,4.21,16.78,7.11
(주)SH에너지화학,2360,201612,198512,,0,0,0,제조업,1,7.763107375,13.57684568,0.903853572,1.37,20.08,-0.07,1965.069059,162.2177984,105.1445227,927.5062657,84.85,673.11,580.63,211.38,2279.16,210.93,89.01,510.0,8.31,130.53,304.32,266.2941892,214.8108108,90.79486486,830.7905405,2.23156366,3.39,18.61,6.05
(주)SH에너지화학,2360,201712,198512,,0,0,0,제조업,1,0.661449466,3.46298736,-13.86592358,0.0,11.35,-0.1,1692.594085,88.888442,127.8424185,951.2151121,90.76,1057.37,816.13,305.29,1678.27,162.17,73.48,364.34,6.88,94.63,223.37,184.1913514,209.1689189,88.10779054,832.8513514,1.776491894,2.68,11.92,5.24
(주)SH에너지화학,2360,201812,198512,,0,0,0,제조업,1,-2.296240954,-2.138086884,-2.400691212,5.41,1.7,-0.11,1651.960128,18.29738091,46.81270776,936.3419724,87.25,1062.09,940.6,305.29,2279.16,22.72,56.94,277.3,5.29,67.41,164.52,127.2395513,191.75,77.61636538,774.974359,1.723249539,2.8,8.69,6.5
(주)SH에너지화학,2360,201912,198512,,0,1,1,제조업,1,0.801363601,-6.064011679,-23.28239559,1.28,-2.55,-0.2,1267.344236,-27.80414243,144.6976537,876.2465702,76.79,1062.09,887.83,305.29,1864.22,-21.04,43.59,121.45,7.56,44.32,102.46,82.02468354,209.6582278,214.4488861,766.6202532,1.378266812,2.16,7.22,6.14
(주)SIMPAC,9160,201112,198907,,0,0,0,제조업,1,26.19510961,30.34391494,19.08811364,11.74,9.42,-0.29,7404.719008,858.747719,633.5605473,5357.861504,1075.2,130.69,108.07,54.55,160.8,20.93,14.71,47.94,9.7,74.79,533.38,185.7798054,243.9766537,39.1939572,1155.459144,1.274796255,1.8,9.05,3.66
(주)SIMPAC,9160,201212,198907,,0,0,0,제조업,1,2.504565694,11.19897057,4.637518481,7.0,8.0,-0.95,7748.114221,663.0876992,452.3649279,6114.163953,1205.3,140.97,117.58,22.15,170.02,15.51,12.07,39.15,7.01,59.15,353.46,165.4670909,233.3927273,45.03183273,1117.698182,1.263183398,1.78,8.7,3.61
(주)SIMPAC,9160,201312,198907,,0,0,0,제조업,1,13.59431263,11.16256187,-8.698414966,0.73,6.93,-1.49,7074.151094,689.1403708,414.6669795,6804.24653,1349.5,81.19,62.03,7.16,182.56,16.58,8.23,19.01,6.13,62.56,349.24,159.2655235,232.0252708,47.66966065,1262.949458,1.037334529,1.96,8.07,3.06
(주)SIMPAC,9160,201412,198907,,0,0,0,제조업,1,5.512201318,4.929441837,27.8983174,10.11,4.66,0.53,9047.720219,492.0871895,1184.249229,7010.676493,1417.16,105.96,76.17,19.44,158.91,8.48,14.28,56.94,8.84,30.95,284.41,114.8911475,231.4918033,42.75352787,1079.757377,1.229809046,2.81,7.93,3.67
(주)SIMPAC,9160,201512,198907,,0,0,0,제조업,1,10.70698041,5.879098316,2.422845961,-2.95,5.28,0.44,9266.932543,565.5841643,352.6441275,7567.081572,1508.53,102.82,69.62,14.76,145.26,14.66,11.71,42.01,8.29,34.11,295.6,163.8898649,256.2398649,53.40242568,1247.800676,1.194893667,2.43,5.56,3.56
(주)SIMPAC,9160,201612,198907,,0,0,0,제조업,1,-1.174925271,3.624312421,-0.910436635,3.38,5.61,0.42,9182.562994,556.4340634,1211.818906,7872.084937,1585.77,113.8,84.21,33.41,143.41,16.75,12.82,41.51,8.52,33.07,247.21,149.7325817,245.5228758,65.43861111,1196.879085,1.130653592,2.15,5.23,3.67
(주)SIMPAC,9160,201712,198907,,0,0,0,제조업,1,-8.784458112,0.170358502,-13.64390495,-0.33,2.93,0.37,7929.702827,443.380858,-328.1269936,7694.088948,1643.73,115.32,85.28,23.55,260.25,10.1,9.16,23.27,5.57,25.07,218.27,109.5472459,230.8295082,53.86762951,1124.606557,0.958497014,1.9,5.41,3.21
(주)SIMPAC,9160,201812,198907,,0,0,0,제조업,1,78.27578096,80.64191091,32.74267069,44.64,1.92,0.5,4679.093286,1057.604614,570.9998222,6283.402738,1277.69,135.98,87.82,49.22,157.58,4.07,5.64,12.26,4.54,32.0,292.53,189.48468,312.626,72.253562,1256.668,0.905960631,1.96,4.1,4.23
(주)SIMPAC,9160,201912,198907,,0,0,0,제조업,1,-0.382099871,1.416586295,40.48147167,-1.8,1.64,0.35,6573.259108,145.0036097,572.6821363,6407.138943,1296.53,131.76,91.59,58.26,163.65,3.47,15.72,29.05,8.7,24.96,199.32,103.31222,311.6150713,61.88545214,1239.700611,0.981673693,2.14,4.34,7.08
(주)SIMPAC,9160,202012,198907,,0,0,0,제조업,1,8.559551973,5.16566483,-14.93235868,-1.43,1.1,0.6,5591.716482,521.7749739,-260.4751195,6636.347425,1389.64,141.82,88.93,49.68,102.77,2.64,3.74,7.06,2.79,42.37,372.74,142.1464256,298.8016529,49.07327479,1356.657025,0.808375431,1.73,3.33,7.19
(주)SNT에너지,100840,201112,200802,,0,0,0,제조업,1,9.49985093,-3.661690281,-8.657168282,2.22,-2.49,0.15,27569.43457,-586.5906277,-1992.098136,22668.28445,4775.29,151.52,135.46,21.28,137.93,-9.21,-14.12,-40.41,-8.38,-4.14,-62.13,-27.57027174,666.2282609,31.39891304,1502.782609,1.216212802,1.58,18.73,4.55
(주)SNT에너지,100840,201212,200802,,0,0,0,제조업,1,5.89131805,14.14136286,18.11849479,5.98,5.32,-0.27,32564.60114,1282.740819,3759.590081,25873.82344,5074.77,182.56,162.88,51.29,140.21,77.44,4.27,96.23,2.03,-3.2,-62.13,-20.0574359,627.1282051,29.02157949,1501.548718,1.341704598,1.68,14.06,3.95
