회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,매출액순이익률,총자본정상영업이익률,자기자본순이익률,금융비용부담률,사내유보 대 자기자본비율,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,부채비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 매출액비율,재고자산대순운전자본비율,설비투자효율,기계투자효율,노동소득분배율,종업원1인당부가가치율_계산,노동장비율_계산,기계장비율_계산,자본집약도_계산,자기자본회전률,당좌자산회전률,재고자산회전률,매출채권회전률
(주)슈프리마에이치큐,94840,201312,200807,,0,0,0,제조업,1,10.30024338,-27.53298487,10.66540774,-1.454185254,36.99,-11.49064637,23.02,11.76,10.21,-2.84,52.12,3658.641974,842.248031,810.9802417,8644.55459,1697.31,1062.63,911.48,181.21,487.06,8.57,229.27,123.47,1081.5,28.89,18.9746436,122.03,1179.8,17.29840893,173.5449,133.26,14.76926,1357.15,0.440715359,0.72,3.54,5.96
(주)슈프리마에이치큐,94840,201412,200807,,0,0,0,제조업,1,11.21168384,18.84013621,11.75551257,27.99395537,44.44,14.71878492,21.37,12.18,10.88,-2.84,56.78,4682.840576,1000.928707,1787.356668,9637.221619,1900.73,1062.63,944.43,305.29,427.01,8.57,395.52,123.47,1629.88,27.74,14.80001346,154.04,1246.2,17.04061015,141.234702,97.64900662,10.46110596,998.410596,0.50710076,0.82,4.53,6.3
(주)슈프리마에이치큐,94840,201512,200807,,0,0,0,제조업,1,-23.18877172,-13.1671442,-33.4889481,-40.31154594,27.15,-98.02253998,24.5,0.29,11.58,-1.98,90.51,3593.74609,1673.780981,2572.346006,10139.48327,2145.14,920.72,828.2,250.5,971.79,8.57,13.88,123.47,2819.67,28.89,11.27333996,62.7,810.13,34.47718722,20.21463542,39.52083333,3.496958333,434.5520833,0.342890164,0.57,2.78,3.5
(주)슈프리마에이치큐,94840,201612,200807,,0,0,0,제조업,1,44.65347607,-69.86212387,47.26476294,16.85345239,-31.52,558.2374493,12.01,3.43,3.84,-1.74,83.27,3066.890823,368.4008732,495.9008159,10905.7243,2264.07,1062.63,944.43,305.29,287.12,8.57,897.83,123.47,0.0,28.89,9.331309835,218.83,2252.7,35.40555448,92.45642857,45.24285714,6.5789,1718.314286,0.342890164,0.65,6.28,6.68
(주)슈프리마에이치큐,94840,201712,200807,,0,0,0,제조업,1,3.25258674,20.60629861,3.657378248,-10.85921686,-28.57,2.03753391,16.25,2.92,3.95,-2.68,84.11,2733.850498,444.3146572,426.6075494,11233.74689,2347.63,1062.63,944.43,305.29,192.04,8.57,3943.816667,72.86,0.0,16.87,9.790743291,117.03,2589.61,22.57271964,93.2856,51.88,0.72892,2439.28,0.342890164,0.58,5.95,6.73
(주)슈프리마에이치큐,94840,202012,200807,,0,0,0,제조업,1,4.101636781,-16.78288338,4.112097451,0.354069073,0.0,113.8408994,24.5,2.42,4.49,-2.84,87.36,2506.933643,654.7150262,695.430316,12115.92232,2997.81,1062.63,944.43,305.29,138.05,8.57,284.77,51.7,1001.66,21.9,4.938037701,233.54,4439.92,44.38875295,271.336,48.83333333,2.37,4446.0,0.342890164,0.57,5.28,11.36
(주)슈피겐코리아,192440,201412,201411,,0,0,0,제조업,1,78.12143123,221.3148963,106.7705723,85.86773437,0.0,190.28596,24.5,20.72,28.33,-0.66,48.27,22847.44552,6202.818272,4897.818708,19460.41439,3954.43,758.72,698.62,200.25,846.87,14.37,989.51,121.78,2819.67,15.52,9.123306664,803.41,17801.71,15.71352807,490.9938,39.71,0.0364,1325.41,1.127036062,1.89,20.34,16.03
(주)슈피겐코리아,192440,201512,201411,,0,0,0,제조업,1,23.61919561,5.214843654,30.76080854,4.28282899,33.0,1.665154886,24.5,20.72,27.9,-1.58,59.48,23825.96254,6526.285547,6878.943363,24338.9905,5253.98,1062.63,944.43,230.94,569.89,8.57,2519.75,123.47,0.0,24.71,5.571804412,1082.85,7021.62,20.40998028,382.1934586,37.10526316,0.018947368,1224.691729,1.018634921,1.11,16.22,12.94
(주)슈피겐코리아,192440,201612,201411,,0,0,0,제조업,1,20.839827,-4.974118654,17.4877107,21.03106004,30.08,-7.514777201,21.51,20.72,21.51,-1.31,66.24,28836.81503,6201.66036,4529.444146,29288.02581,6181.11,713.89,653.28,238.76,633.32,11.2,3943.816667,123.47,0.0,19.78,9.871672262,939.87,6313.66,24.53610073,312.3552601,32.31213873,0.008092486,1131.774566,1.000380299,1.25,17.28,18.83
(주)슈피겐코리아,192440,201712,201411,,0,0,0,제조업,1,19.63015277,5.459193938,14.34556201,25.51239704,16.76,11.00451786,18.07,20.44,19.59,-0.96,71.28,36193.77778,6540.221026,5778.862013,31288.87422,7261.03,499.63,447.73,161.78,301.0,16.34,327.88,88.56,598.1,14.24,12.98711979,166.81,7147.37,30.07885179,241.6912871,204.3019802,0.006955446,1093.292079,1.084375105,1.56,14.84,20.66
(주)슈피겐코리아,192440,202012,201411,,0,0,0,제조업,1,17.07372802,36.02948874,14.56135104,30.7112591,6.09,80.73233207,13.59,20.72,16.96,-0.98,80.27,64880.22434,8814.455012,12883.31843,44061.61609,7434.17,423.29,337.63,173.16,115.36,20.11,150.54,83.05,358.88,13.97,26.49444087,257.87,3866.81,31.1780839,172.7606284,122.3032787,0.109819672,863.920765,1.276090783,2.43,10.62,26.94
(주)스마트솔루션즈,136510,201112,201111,,0,0,0,제조업,1,55.47460069,-0.186052286,85.31798615,23.96036499,0.0,-12.62258978,24.5,18.03,18.49,-2.82,55.85,3684.528333,1085.335556,-582.5463889,7632.777778,1426.56,1062.63,944.43,305.29,2381.75,8.57,2095.51,59.07,1575.05,4.51,-452.4602125,294.11,21304.79,38.37101444,127.2505357,43.26785714,0.731410714,508.75,0.482721922,0.82,3.78,4.22
(주)스마트솔루션즈,136510,201312,201111,,0,0,0,제조업,1,7.846711404,199.4331831,6.567484054,85.86773437,15.79,214.7954895,10.4,5.79,5.0,-2.44,56.18,2356.068148,245.0657407,141.4564815,5061.666667,912.39,1062.63,944.43,224.44,820.03,8.57,3943.816667,40.22,0.0,4.43,-396.6294296,179.86,41241.44,70.8257366,81.35818182,45.24242424,0.197181818,435.3939394,0.480263366,0.76,3.36,4.18
(주)스마트솔루션즈,136510,201412,201111,,0,0,0,제조업,1,-8.450954931,-148.5635374,-7.638727863,-31.37340082,-15.15,-149.4830525,-7.36,-3.01,-2.55,-2.84,58.46,1616.889444,-119.0125926,319.4235185,4721.111111,887.0,1062.63,944.43,305.29,2381.75,8.57,974.26,123.47,0.0,19.76,13.53595668,108.57,55345.73,117.7560914,63.19017857,51.75,0.101392857,474.2142857,0.342890164,0.57,3.74,2.22
(주)스마트솔루션즈,136510,201512,201111,,0,0,0,제조업,1,-3.774288131,409.9630071,-5.099619941,4.967608702,5.36,342.072966,2.26,1.27,0.84,-2.09,62.56,1697.210185,38.39574074,554.1587037,4548.888889,890.08,1062.63,944.43,305.29,1096.81,8.57,974.26,123.47,0.0,25.74,9.004962359,117.58,88922.65,81.56799579,62.20830508,47.06779661,0.0,439.3220339,0.372530553,0.58,4.78,2.31
(주)스마트솔루션즈,136510,201612,201111,,0,0,0,제조업,1,40.38058135,682.0432436,21.9470926,36.35841389,-13.56,212.9610746,12.97,3.37,6.53,-0.77,56.53,2314.288889,300.2712963,-301.7875926,5471.111111,1022.73,294.85,230.01,95.15,708.08,21.63,1708.51,10.78,0.0,5.45,33.27605962,52.73,88922.65,67.66951913,68.11254902,221.7254902,0.0,703.2156863,0.470044647,0.83,4.64,2.7
(주)스마트솔루션즈,136510,201712,201111,,0,0,0,제조업,1,17.35071649,86.30380551,11.12849871,85.86773437,44.44,226.4539013,12.07,8.67,9.79,0.13,59.47,4634.683333,559.4168519,349.9009259,6065.740741,1173.89,238.26,201.12,123.9,648.24,28.44,21.88,1.41,2.07,0.52,26.8645054,61.03,543.52,60.28857153,99.65295455,164.4204545,15.94205682,477.1590909,0.81147054,1.55,6.85,5.4
(주)스맥,99440,201112,200905,,0,0,0,제조업,1,78.12143123,46.82121876,100.6312569,85.86773437,44.44,136.8207086,2.94,4.74,10.92,1.07,31.99,8479.31078,249.0648453,15.28209472,2999.752408,743.23,117.8,65.52,9.22,92.98,165.53,3.09,1.3,2.64,0.76,-52.27862349,132.46,904.37,60.86262562,84.52171569,118.7794118,9.181686275,572.4509804,2.826683325,4.43,4.43,6.21
(주)스맥,99440,201312,200905,,0,0,0,제조업,1,28.41107978,227.1853837,27.40061883,-4.636308479,2.31,-10.77249969,3.86,4.01,9.09,2.96,32.88,7444.405329,287.606209,-378.8334366,3544.388875,816.26,143.93,85.89,9.29,163.78,179.19,1.5,-7.69,-10.91,-6.56,-58.04230003,55.54,526.05,54.91660107,111.7563348,210.5158371,21.11827149,770.1312217,2.353408471,2.36,3.44,3.33
(주)스맥,99440,201412,200905,,0,0,0,제조업,1,15.1869214,-46.70305856,34.02568563,9.090886726,-0.9,-1.231383744,1.89,3.28,3.7,1.98,26.78,6378.235336,120.3878339,327.3224875,3730.893469,809.05,181.54,118.5,29.86,146.9,139.94,1.96,0.29,0.44,0.23,-63.04098157,45.4,255.26,59.14447544,101.8200457,232.2237443,39.79731507,895.1917808,1.958133793,1.96,3.3,2.88
(주)스맥,99440,201512,200905,,0,0,0,제조업,1,-10.30780567,27.64819873,2.90297644,-12.63169297,-6.39,-28.4014938,2.76,2.31,4.06,2.13,28.75,5572.556232,153.6729015,-343.1163063,3839.206049,830.71,167.95,97.05,7.5,298.03,109.14,1.53,-0.19,-0.24,-0.14,-70.89828646,48.41,231.62,55.41481945,118.5481463,248.2878049,51.11357561,857.7512195,1.47225607,1.71,2.76,2.37
(주)스맥,99440,201612,200905,,0,0,0,제조업,1,22.60688685,-41.41851183,7.62065941,0.610400281,-7.8,-2.671514981,1.61,1.94,2.18,2.47,27.47,5176.907901,83.12483451,534.0177323,3808.128798,813.42,179.57,115.64,24.28,176.25,138.26,1.29,10.12,15.81,10.32,80.33768659,39.26,204.53,57.33262261,120.0894709,286.3333333,57.16487831,1105.074074,1.406747479,1.39,2.52,2.08
(주)스맥,99440,201712,200905,,0,0,0,제조업,1,-5.144086309,-83.04470995,6.106722339,31.23345003,11.11,12.76228898,0.21,2.24,0.36,1.77,24.8,6368.449104,13.21157865,194.2002185,3790.032373,799.9,174.98,99.84,16.44,181.77,113.0,1.52,8.1,12.63,5.45,100.2082104,40.97,235.72,64.00563743,108.2776667,246.1666667,45.77360952,934.5333333,1.727998862,2.01,3.12,2.92
(주)스카이문스테크놀로지,33790,201112,200106,,0,0,0,제조업,1,-6.594728558,-90.34671202,-0.881912525,-17.60381261,-8.77,-149.7647855,0.74,-2.18,0.75,-2.73,34.92,2307.437738,17.07082391,69.93348757,2292.707293,364.08,863.87,759.6,279.43,97.36,11.42,-22.38,80.02,0.0,9.08,-104.2743272,65.37,1421.83,119.1420295,31.93134615,48.84615385,2.245788462,560.5961538,1.006436838,1.26,6.26,12.5
(주)스킨앤스킨,159910,201312,201212,,0,0,0,제조업,1,-2.79236445,-134.015595,-3.885014582,-40.31154594,26.56,-159.2981314,-18.93,-7.67,-6.28,0.17,26.67,1260.527278,-238.624851,-43.55648519,3727.085203,645.41,145.99,90.14,34.63,163.35,37.81,-22.38,31.57,46.72,28.89,-55.85410192,1.87,6.24,172.6519988,7.172469136,391.0740741,119.7613333,532.8148148,0.342890164,0.92,5.03,6.21
(주)스킨앤스킨,159910,201412,201212,,1,0,1,제조업,1,2.296613669,-221.4622566,-19.58961779,-13.7840771,20.99,-59.45383585,-34.09,-11.54,-22.82,3.91,7.42,1057.086083,-746.1330625,-366.4127236,2915.099563,489.72,72.28,53.97,19.5,190.1,75.32,-12.45,-9.31,-11.97,-14.6,-18.31256623,-5.48,-16.87,-43.72002939,-17.77,328.1836735,108.6353469,450.5102041,0.342890164,2.05,4.4,7.69
(주)스타플렉스,115570,201112,201001,,0,0,0,제조업,1,74.48375726,-260.4360601,9.626178831,85.86773437,-6.81,-145.2819447,-3.75,-2.2,-5.38,1.49,73.17,38639.86944,-1449.285185,-2079.939134,15482.77778,2555.51,73.69,44.09,6.04,192.01,168.74,-1.11,-7.82,-11.01,-4.4,-112.5002044,23.31,77.52,90.61834824,103.8099543,188.6986301,38.30884475,692.5159817,3.002195194,6.18,9.97,8.62
(주)스타플렉스,115570,201312,201001,,0,0,0,제조업,1,-23.18877172,88.03023817,-4.044742864,-40.31154594,2.95,58.26862186,-1.85,3.65,-1.18,3.29,70.37,18544.66167,-343.3422222,3100.966111,14490.55556,2154.09,61.07,33.69,5.33,201.73,163.94,1.79,15.18,19.19,13.12,-70.34368333,25.58,72.78,63.04007274,86.31184426,174.2909836,62.37967623,660.2745902,1.857803642,2.23,4.49,3.89
(주)스타플렉스,115570,201412,201001,,0,0,0,제조업,1,-3.228925023,30.86780925,9.778783332,-12.30458225,4.51,-11.08218987,-1.46,4.0,0.38,3.01,68.86,15521.25602,-226.5367055,34.42667078,14115.06581,2209.66,58.79,32.91,1.97,446.91,132.66,2.03,11.02,12.86,9.64,-68.68610969,20.59,65.8,75.96466492,65.70988235,177.4980392,55.56416078,605.8627451,1.586000408,4.5,5.2,6.2
(주)스타플렉스,115570,201512,201001,,0,0,0,제조업,1,-2.39023811,-268.6184605,-6.036219894,-9.837871482,-4.31,44.89683459,-5.97,5.97,-3.32,2.66,65.33,13577.50501,-810.1857766,2430.774248,12908.28494,2110.17,72.67,48.16,9.49,218.74,141.69,3.7,9.31,13.0,9.07,-89.68996403,13.87,70.43,114.8072494,32.90118852,196.0614754,55.94511475,587.3401639,1.408802002,3.23,4.89,5.45
(주)스타플렉스,115570,201612,201001,,0,0,0,제조업,1,-0.709290052,175.5801268,17.94082907,7.736651821,-7.38,27.3173098,7.33,7.72,10.01,1.75,64.07,13218.01208,968.6339722,-453.5338767,12717.59884,2219.01,76.98,41.42,5.61,161.16,103.47,6.57,8.46,11.61,6.59,-154.4507929,34.84,187.65,52.79897335,76.36778761,203.9424779,55.08931858,646.6681416,1.437589843,3.02,4.54,5.54
(주)스타플렉스,115570,201712,201001,,0,0,0,제조업,1,9.173932682,-238.4350246,-15.5220853,1.972534396,-4.42,-74.31454229,-9.95,1.9,-9.45,2.04,61.95,13478.74192,-1340.928678,-626.3668444,12028.38543,1973.55,74.45,44.8,5.53,208.25,162.95,1.47,-3.94,-5.13,-4.01,-116.0837088,13.78,38.64,147.7422904,55.07199074,205.3611111,51.3241713,690.3981481,1.468413101,2.91,3.9,4.92
(주)스튜디오산타클로스엔터테인먼트,204630,201612,201412,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,78.12143123,91.60794786,106.7705723,40.69418461,44.44,-150.7552076,-1.96,-1.01,-1.39,0.93,-11.03,1053.528443,-20.64826404,-30.52137984,1561.989051,1496.53,1018.91,944.43,305.29,2381.75,32.41,-1.08,-6.01,-9.16,-2.9,6.029172237,61.92,1287.96,95.37316031,80.10622222,153.2666667,0.0,1240.088889,0.930327799,0.65,11.38,34.03
(주)스튜디오산타클로스엔터테인먼트,204630,201712,201412,,1,0,1,"예술, 스포츠 및 여가관련 서비스업",0,-4.490758958,-332.5839187,6.108289622,60.0008151,-6.67,11.88989236,-5.3,-0.91,-5.29,0.31,-15.72,1625.877493,-86.15356925,-320.5428911,1594.039172,1525.02,1028.83,944.43,285.81,2381.75,19.18,-0.74,-19.47,-38.29,-10.76,9.015927528,61.74,1526.39,126.8195409,29.74857143,158.2142857,0.0,1259.047619,1.044440369,1.17,16.51,24.06
(주)스틸플라워,87220,201112,200910,43228.0,0,0,0,제조업,1,46.73269107,223.9459337,28.79370107,50.6262048,16.67,139.5219785,2.28,4.88,6.27,2.16,42.76,19355.55253,440.4079452,-2079.939134,7966.09589,1500.13,118.19,81.88,16.67,278.35,177.06,1.98,-11.22,-14.7,-8.29,199.5991882,30.94,85.17,35.54542674,143.4257143,525.2295918,185.8327755,1545.341837,2.396754415,2.68,6.43,4.79
(주)스틸플라워,87220,201312,200910,43228.0,0,0,0,제조업,1,-3.66468969,-292.9131775,-10.81784583,-40.31154594,-9.32,-156.9907393,-7.26,-2.53,-9.6,4.58,37.11,11117.95336,-807.5636301,284.5219863,7396.027397,1435.6,110.03,91.85,47.7,294.01,199.58,-0.96,15.01,17.33,20.31,181.2270654,9.88,34.52,74.01433473,47.52753425,825.1438356,240.6394315,2026.794521,1.390360213,1.04,5.94,3.09
(주)스틸플라워,87220,201412,200910,43228.0,1,0,1,제조업,1,-5.179527739,-129.6626442,-13.28345189,23.45862119,-1.37,-166.6912145,-13.51,-7.05,-24.85,4.04,19.36,13726.07192,-1854.671986,-2079.939134,6525.958904,1257.57,74.73,55.12,2.14,371.21,227.58,-2.59,-8.89,-10.74,-9.64,-77.63315051,-1.65,-7.2,-43.72002939,-25.54618056,894.9652778,216.9566875,1837.979167,1.950150605,1.65,6.34,3.81
(주)스페코,13810,201112,199711,,0,0,0,제조업,1,14.61799798,-18.94118701,11.97770883,0.517834341,-3.85,-64.72191509,-7.56,-1.74,-19.74,4.84,19.3,5375.950273,-406.3127314,230.9519423,2384.325248,277.93,72.55,60.72,7.41,156.28,248.92,-0.41,-5.93,-8.92,-5.95,-43.07587767,28.46,65.63,96.12013218,64.1842,17.07,12.02759,888.62,2.479991798,2.03,8.59,4.88
(주)스페코,13810,201312,199711,,0,0,0,제조업,1,19.12642124,-299.2747783,28.69126419,-15.76225602,-2.08,-68.35406698,-3.35,0.98,-6.23,2.94,30.76,5129.717126,-171.612935,-409.911717,3193.856777,329.74,81.98,68.26,8.03,195.08,233.76,0.4,-2.24,-3.19,-2.38,-76.10373797,53.66,137.28,70.97365049,110.2774468,11.37234043,8.093734043,1071.180851,2.473411603,1.82,9.28,3.88
(주)스페코,13810,201412,199711,,0,0,0,제조업,1,27.58909417,192.5576965,40.11523979,44.32530457,6.38,558.2374493,2.5,6.15,7.93,1.06,29.89,7403.479866,185.4118475,245.3823762,4353.298501,524.27,85.34,74.76,9.85,200.05,203.92,4.09,-1.23,-2.03,-1.11,-72.171259,78.56,176.01,55.93359504,108.4166,9.85,6.37298,1266.7,2.641919981,2.0,12.0,3.78
(주)스페코,13810,201512,199711,,0,0,0,제조업,1,4.832899813,216.6909773,22.92140692,5.425748228,9.0,57.19373467,7.52,8.42,16.62,0.65,35.54,7332.597717,551.6307144,457.7794438,4745.350353,611.93,100.87,91.66,21.75,271.82,159.2,8.48,5.72,9.33,4.69,494.1057717,129.32,312.54,44.25083326,133.756055,8.816513761,4.72187156,1219.550459,2.14115904,1.64,13.81,3.09
(주)스페코,13810,201612,199711,,0,0,0,제조업,1,-21.63432126,-37.50360921,-14.70445876,-16.80035084,-0.92,-51.77933431,5.65,4.45,9.39,0.29,42.63,6100.695575,344.749287,540.9485925,4295.45568,499.81,105.73,89.32,9.19,254.21,138.14,4.99,11.22,18.23,8.19,286.3986881,124.29,313.11,55.37828508,99.90351852,8.805555556,3.788611111,1008.685185,1.743531129,1.44,10.62,3.06
(주)스페코,13810,201712,199711,,0,0,0,제조업,1,-6.485021434,-107.3360974,-3.638662653,-18.40687569,-2.78,-74.60144288,-0.51,1.33,-1.09,0.17,40.26,4693.568749,-23.84727341,427.0561777,3950.47037,445.14,105.0,86.41,19.93,326.09,131.11,1.26,12.21,18.49,9.98,371.9383906,94.56,247.68,82.1318375,45.26761905,8.333333333,3.073152381,960.3333333,1.573859382,1.44,7.22,3.41
(주)스페코,13810,202012,199711,,0,0,0,제조업,1,5.679845184,1.116815451,7.961089783,5.436795088,-4.62,80.96306505,12.65,13.3,22.93,-0.17,43.97,5374.788594,680.0406265,339.2802824,3221.118122,461.31,137.88,97.27,39.45,242.27,106.04,19.12,12.94,28.97,7.85,107.210374,227.68,600.82,46.67983588,148.1308065,8.483870968,0.539483871,1348.870968,1.816178238,1.84,5.21,5.07
(주)승일,49830,201112,200101,,0,0,0,제조업,1,16.14412753,-74.56587617,17.84699192,10.63305618,-4.87,14.08229185,3.37,3.31,4.63,-0.26,40.15,22301.22623,751.7175159,969.6403132,16572.43051,3261.75,267.91,200.4,21.02,161.88,31.33,27.91,9.63,78.97,2.24,-67.51076966,38.96,163.35,65.08864815,60.87846361,160.2021563,33.90591105,359.7439353,1.345683733,2.65,8.54,4.8
(주)승일,49830,201312,200101,,0,0,0,제조업,1,3.294149217,19.95634177,6.821767839,-7.303408399,7.53,31.38067615,5.92,5.56,7.05,-0.49,47.11,21616.83642,1279.60171,2130.466632,18755.03905,3698.26,364.82,299.92,66.5,177.15,22.99,191.35,44.88,0.0,8.95,-64.89927661,45.44,178.77,56.33288718,82.99207006,195.0,42.72966879,450.4713376,1.190609717,2.16,9.2,4.57
(주)승일,49830,201412,200101,,0,0,0,제조업,1,9.274898791,5.043317151,6.730046745,-2.317366264,0.64,8.41286407,6.37,5.67,6.93,-0.54,50.45,21115.89514,1344.136082,2520.858882,20017.24691,3950.71,357.97,290.98,46.32,147.72,25.92,56.98444444,44.82,405.26,11.01,-66.98424536,45.58,212.82,55.74780321,85.1610443,216.4936709,36.50378481,489.1360759,1.089230178,2.01,8.98,4.76
(주)승일,49830,201512,200101,,0,0,0,제조업,1,8.133911083,-15.74330416,5.248835908,-3.411390385,0.95,-10.90101421,5.55,4.65,5.51,-0.35,52.92,20395.54953,1132.524651,1022.866347,21067.78219,4160.84,289.59,214.04,57.79,174.86,29.37,189.04,28.63,81.44,8.69,-75.54819749,26.88,155.48,56.5033758,81.25777429,328.4294671,34.24796865,523.9467085,0.992845748,2.3,8.26,4.92
(주)승일,49830,201612,200101,,0,0,0,제조업,1,2.543285042,-54.23210682,2.460301661,10.70122737,11.6,-23.31132964,2.3,3.39,2.43,0.09,54.05,22578.12365,518.3326723,1234.341936,21586.20064,4264.51,251.86,181.19,61.47,158.9,29.48,21.41,17.74,69.21,5.0,-70.66643757,29.45,150.01,66.35615486,81.5766573,293.8370787,38.6254382,481.4325843,1.058663008,3.14,8.42,5.38
(주)승일,49830,201712,200101,,0,0,0,제조업,1,-1.372091139,-14.03374701,1.684893608,-1.902907098,0.56,-34.65342408,2.01,2.2,2.05,0.08,54.81,22148.48294,445.5911764,1006.576853,21949.86002,4337.25,287.76,220.13,82.23,191.38,25.59,15.17,19.95,68.71,5.06,-67.63244074,27.27,119.82,66.70002779,77.00284916,283.8603352,49.50501397,472.1731844,1.01747736,2.94,8.43,5.21
(주)승일,49830,202012,200101,,0,0,0,제조업,1,1.715789021,172.9038126,0.514190745,-2.808250292,-3.04,530.5735167,0.61,0.19,0.57,-0.06,57.75,21656.27699,131.0695238,1706.466875,23031.86895,4553.66,262.12,189.97,57.04,127.64,23.14,1.87,26.49,103.88,6.52,-72.15353584,34.69,125.36,69.92530806,86.8448433,289.3247863,57.36330769,495.4814815,0.94268319,2.93,8.01,6.22
(주)승화프리텍,111610,201112,201001,42394.0,0,1,1,건설업,1,43.21731566,-247.3357446,34.40319082,-40.31154594,-21.43,-100.0544377,-17.94,0.0,-11.18,4.21,27.54,1795.439749,-322.1085857,-581.767154,2569.019795,374.99,125.25,125.25,13.2,501.72,74.93,0.0,-8.39,-10.81,-8.31,0.0,43.23,197.04,58.42283747,78.31727273,142.2929293,0.022323232,533.010101,0.7559926,1.05,0.0,3.0
(주)시공테크,20710,201112,199908,,0,0,0,"전문, 과학 및 기술 서비스업",0,14.40065135,-19.1767489,1.917343025,25.48110771,6.94,558.2374493,10.6,14.3,17.6,-0.97,53.8,6078.547989,644.3769752,1575.12233,3818.460235,696.29,159.2,159.01,57.15,35.88,64.31,2775.91,39.65,0.0,16.49,0.320585986,124.13,88922.65,41.4956978,146.9158378,116.3027027,1.62e-05,669.0378378,1.546460744,1.61,602.33,13.1
(주)시공테크,20710,201312,199908,,0,0,0,"전문, 과학 및 기술 서비스업",0,-3.41632147,-214.7251123,-2.722392272,-33.84526901,-10.4,-99.303401,-3.59,0.04,-3.46,-2.03,53.42,3782.150562,-135.698128,367.9526157,3999.407421,681.06,236.68,236.37,52.98,63.27,28.66,-22.38,-19.47,0.0,-8.59,0.228184407,43.46,88922.65,118.259416,46.44258065,143.116129,1.94e-05,669.2,0.963865628,1.54,602.33,8.33
(주)시공테크,20710,201412,199908,,0,0,0,"전문, 과학 및 기술 서비스업",0,9.934240926,139.5767708,7.835297194,-0.142286575,-16.13,558.2374493,9.08,3.89,8.53,-1.3,56.13,3776.769069,342.8731687,127.0005891,4254.495592,741.71,226.15,225.9,61.2,99.28,31.16,-22.38,19.03,0.0,6.55,0.197579737,76.48,88922.65,63.02886109,117.9704615,167.0153846,2.31e-05,848.3230769,0.939168926,1.46,602.33,9.45
(주)시공테크,20710,201512,199908,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.978962303,-84.36127555,1.396558226,-4.642853987,0.77,-103.0180179,1.49,-0.11,1.28,-1.1,55.87,3601.419196,53.62099006,137.1372762,4299.936602,753.36,239.68,239.33,50.92,62.11,28.09,-22.38,11.11,0.0,3.67,0.250755282,53.51,88922.65,92.22441461,82.24427481,161.6030534,2.29e-05,826.3358779,0.857044322,1.35,602.33,9.37
(주)시공테크,20710,201612,199908,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.468623341,-727.8419746,-7.281837501,11.90782933,34.35,-488.7035721,-8.35,-7.82,-8.26,-1.5,52.84,4030.270047,-336.6550828,-83.65774689,4043.052738,695.43,189.79,189.59,58.24,55.34,40.18,-22.38,1.7,82.8,0.66,0.227972247,45.12,88922.65,158.8887003,52.47034091,117.3238636,1.7e-05,632.5965909,0.98848467,1.49,602.33,12.57
(주)시공테크,20710,201712,199908,,0,0,0,"전문, 과학 및 기술 서비스업",0,17.42615083,136.0602772,21.38781966,85.86773437,1.7,157.6034739,10.81,12.4,21.5,-0.66,58.63,8634.993418,933.5898348,1021.111165,4338.943045,872.81,216.8,216.65,63.15,77.38,35.6,3943.816667,27.64,2819.67,5.43,0.128651999,195.09,88922.65,50.54358133,159.3316201,114.6089385,1.68e-05,668.3184358,1.988391552,2.72,602.33,21.63
(주)시공테크,20710,202012,199908,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.075632423,-65.84649749,4.143722224,-13.41350014,-0.53,-39.76620066,5.05,3.11,4.74,-1.88,61.63,5172.930776,261.3438169,628.621202,4628.797828,1053.75,156.72,156.15,38.93,107.62,37.67,43.49,32.02,2010.34,13.12,0.995884889,86.78,63018.88,74.4098765,108.2423118,110.9032258,1.61e-05,696.516129,0.937735476,1.54,549.21,7.75
(주)시너지이노베이션,48870,201112,200408,,1,0,1,제조업,1,5.263290211,56.12007726,-5.676390684,85.86773437,-12.79,86.97608077,-23.79,-1.68,-14.41,1.73,18.58,4022.354389,-957.011555,-316.763689,6768.419675,1442.54,136.89,122.37,14.5,161.08,77.3,-0.98,-6.09,-7.87,-7.88,39.35958747,142.95,1451.56,82.88953065,39.41493333,35.73333333,0.0,818.6666667,0.597347649,0.81,6.79,3.62
(주)시노펙스,25320,201112,199504,,0,0,0,제조업,1,1.475668753,813.882144,49.81448803,40.7616404,44.44,280.9358412,0.6,4.79,4.34,0.77,-2.52,10611.72331,63.63369747,657.9250748,2580.97752,315.74,107.72,78.86,20.67,77.93,196.0,2.02,5.22,12.83,2.01,373.8914052,37.0,113.31,45.9139755,120.2259701,82.67164179,21.85768408,510.721393,5.090824281,4.67,9.92,9.17
