회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본정상영업이익률,금융비용부담률,수지비율,사내유보 대 자기자본비율,1주당매출액,1주당순자산,유보율,자기자본구성비율,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,부채비율,이자보상배율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,노동장비율_계산,기계장비율_계산,자본집약도_계산,재고자산회전률,매출채권회전률,순운전자본회전률
(주)에프에스티,36810,201412,200001,,0,0,0,제조업,1,-2.280737112,8.979152442,0.635118148,12.55,4.447425651,5.46,1.68,94.58,48.03,4640.546236,3222.245322,594.35,49.72609143,103.39,82.96,31.13,369.36,101.1,3.43,20.92,8.44,159.8786885,24.79599016,305.8360656,8.85,4.05,0.97
(주)에프에스티,36810,201512,200001,,0,0,0,제조업,1,17.24947126,16.81224015,26.68721325,22.62,69.35176377,8.62,0.64,90.26,49.47,5163.41054,3330.728139,616.93,49.54065951,89.99,65.38,25.22,259.4,101.85,11.31,30.63,11.99,164.8743316,18.28704278,293.5320856,10.36,6.19,1.19
(주)에프에스티,36810,201612,200001,,0,0,0,제조업,1,17.23751531,9.664297637,32.71616823,15.51,10.80558414,8.15,1.17,92.26,50.0,6852.680618,3590.373149,680.82,46.34047059,127.23,91.12,49.91,141.88,115.79,6.33,32.43,11.67,144.8796296,15.87044907,295.4976852,9.67,9.02,1.41
(주)에프에스티,36810,201712,200001,,0,0,0,제조업,1,4.661928375,33.9298746,70.65897421,12.04,35.74361948,10.01,0.66,93.84,48.11,9848.011132,4025.199003,764.68,59.29924578,129.19,74.43,13.78,218.45,68.64,9.07,18.15,4.42,127.677686,12.47699793,274.7231405,10.64,10.54,2.13
(주)에프에스티,36810,201812,200001,,0,0,0,제조업,1,5.709732316,20.04698167,-13.89767955,9.92,52.25721739,14.49,0.23,88.7,0.0,8157.336229,4562.362785,896.76,67.34191181,158.58,124.32,61.24,281.78,48.5,31.64,50.91,9.55,123.674812,9.822028195,260.518797,9.62,7.69,1.79
(주)에프에스티,36810,201912,200001,,0,0,0,제조업,1,27.67846654,18.44109134,-23.82515073,-1.32,-5.640817297,11.69,0.19,83.33,0.0,6213.838577,5316.447013,1068.62,62.46980986,133.03,84.64,27.28,164.23,60.08,32.53,57.28,12.99,168.2742857,10.35540571,317.7885714,7.21,6.5,1.25
(주)에프에스티,36810,202012,200001,,0,0,0,제조업,1,23.78991928,18.31231722,32.15485585,-5.14,31.62434695,12.26,0.41,86.19,64.94,8211.889414,6054.419597,1248.51,59.70557219,148.65,100.79,45.2,154.87,67.49,31.43,38.47,9.91,171.7048193,27.57233133,412.4497992,6.99,8.45,1.39
(주)에프엔씨엔터테인먼트,173940,201412,201412,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,155.8854366,464.751506,21.07855632,0.0,109.7109233,21.81,-0.31,80.27,23.15,9509.140671,8623.600375,1672.58,73.13710437,345.47,341.44,101.5,57.53,36.73,598.34,739.42,3.33,42.12621359,6.453106796,619.8932039,73.58,13.16,0.99
(주)에프엔씨엔터테인먼트,173940,201512,201412,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,44.16328775,55.04638702,20.97309444,30.1,-48.97186282,6.34,-0.87,92.78,10.1,5058.952389,5818.844292,1105.88,78.65833227,413.42,409.87,267.64,68.31,27.13,954.49,0.0,2.03,33.11940299,3.33688806,716.6268657,96.76,14.27,0.76
(주)에프엔씨엔터테인먼트,173940,201612,201412,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,21.74015793,22.55073664,25.79551961,13.43,-142.5985967,-2.06,-0.69,104.34,3.08,6363.935445,5250.30491,1018.92,79.18206061,348.56,344.35,88.2,86.95,26.29,-1087.05,0.0,-0.33,31.80921053,1.510638158,589.0592105,104.47,14.87,0.85
(주)에프엔씨엔터테인먼트,173940,201712,201412,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,-7.592713838,-8.492779051,27.64275056,9.87,182.0013243,2.38,-0.38,102.98,-10.51,8123.102247,4446.747902,914.33,78.4108117,333.63,329.28,88.92,72.94,27.53,958.27,5954.2,2.72,26.05389222,0.07239521,446.748503,116.53,16.74,1.13
(주)에프엔씨엔터테인먼트,173940,201812,201412,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,-31.89403544,-32.51347738,-36.57040179,-7.78,-295.5400511,-5.77,-0.6,112.02,-14.74,5152.451117,4180.682331,869.58,77.69764442,298.89,294.35,80.51,158.29,28.7,-1663.16,0.0,-2.04,23.56493506,0.078376623,470.7987013,86.61,11.51,0.91
(주)에프엔씨엔터테인먼트,173940,201912,201412,,1,0,1,"예술, 스포츠 및 여가관련 서비스업",0,36.71665262,2.063525861,13.74833137,30.52,17.755582,-4.94,-0.09,108.28,21.51,5860.82717,4238.392524,893.69,58.00387436,187.27,185.52,62.61,137.18,72.4,-9.36,-21.51,-4.15,53.32338308,7.846492537,491.960199,119.63,10.7,0.95
(주)에프티이앤이,65160,201112,200207,43588.0,0,0,0,제조업,1,8.808856335,0.749081588,33.35674139,14.12,1903.70255,0.79,1.72,100.32,8.81,1396.610045,1728.510137,204.3,57.734742,209.53,184.2,22.44,138.46,73.21,0.35,-9.53,-2.99,127.6804124,19.5095567,1055.762887,11.19,5.83,0.79
(주)에프티이앤이,65160,201212,200207,43588.0,0,0,0,제조업,1,5.247289303,-15.75181161,-3.6171685,-22.68,-405.4614301,-2.27,1.9,107.45,0.32,1346.092307,1698.397664,161.01,46.21541755,175.11,149.09,26.47,346.06,116.38,-1.03,-13.02,-5.51,171.7333333,29.07913333,1589.96,6.49,3.36,0.58
(주)에프티이앤이,65160,201312,200207,43588.0,0,0,0,제조업,1,4.432059074,10.21224378,3.422449031,12.0,973.3180249,0.25,4.55,99.61,2.5,1314.48427,1819.574794,175.04,48.77338349,132.14,107.6,13.48,356.81,105.03,0.08,-21.34,-9.18,153.0119048,28.45633333,1551.940476,4.81,2.47,0.48
(주)에프티이앤이,65160,201412,200207,43588.0,0,0,0,제조업,1,-12.95388435,-28.83287686,-11.3926954,-4.76,-1188.561062,-2.82,6.92,128.63,-22.79,1164.729081,1458.09822,97.94,39.87612041,101.3,75.71,6.13,214.51,150.78,-0.76,-12.41,-5.71,155.025,24.78545,1409.6375,3.61,2.17,0.42
(주)에프티이앤이,65160,201512,200207,43588.0,0,0,0,제조업,1,-21.60607171,-15.13346276,-3.739471867,1.25,-487.2221074,-19.98,4.6,142.71,-108.09,951.1122775,908.5721449,44.24,43.16849954,85.76,63.17,1.12,65.77,131.65,-6.03,-22.08,-8.94,149.4444444,20.81028395,1036.098765,3.93,3.59,0.49
(주)에프티이앤이,65160,201612,200207,43588.0,0,0,0,제조업,1,28.71210647,45.41363931,-6.81620855,-1.23,3222.112065,0.64,4.95,101.46,-13.77,828.497415,982.4573601,85.81,48.7699937,109.44,87.73,9.22,187.32,105.04,0.21,-20.66,-8.13,187.375,27.2921625,1253.4625,4.33,4.82,0.48
(주)에프티이앤이,65160,201712,200207,43588.0,0,0,0,제조업,1,13.01926369,54.45793552,52.55650694,50.0,472.413427,3.04,5.51,110.51,-37.72,1010.357363,1048.159666,129.42,66.65158041,165.73,135.59,43.5,110.35,50.03,0.78,-0.81,-0.15,274.0333333,146.9368333,843.0583333,6.5,5.59,0.7
(주)에프티이앤이,65160,201812,200207,43588.0,0,0,0,제조업,1,-45.95195051,-72.07173327,-42.64962174,-18.33,-392.8134309,-10.89,2.19,116.39,-444.7,577.814583,264.594034,-36.11,34.44089349,110.7,91.38,5.36,37.02,190.35,-9.63,-58.21,-8.25,62.30612245,21.84027551,514.8469388,4.51,5.2,0.47
(주)엑사이엔씨,54940,201112,200112,,0,0,0,건설업,1,43.73405866,41.71788465,71.18887771,-8.74,145.1326346,7.99,0.6,95.89,15.66,7299.222455,1458.170986,269.39,44.82461369,117.51,102.0,25.69,86.94,123.09,6.24,93.27,18.59,102.3371648,21.87521839,316.0727969,20.3,8.61,1.45
(주)엑사이엔씨,54940,201212,200112,,0,0,0,건설업,1,-12.67538435,-5.179549685,-23.56556216,-13.41,-91.13736531,0.81,1.17,101.94,-0.11,5579.11965,1228.143263,239.2,48.67230189,115.84,95.1,18.78,130.15,105.46,0.44,-18.12,-4.73,118.2433628,22.35384956,308.0,14.33,6.65,1.38
(주)엑사이엔씨,54940,201312,200112,,0,0,0,건설업,1,-5.974355011,-3.146757546,-2.298589908,-4.87,290.7975071,3.27,0.67,100.91,-17.87,5450.878568,1043.253497,220.4,50.13600551,115.25,94.43,19.77,146.02,99.46,2.9,8.55,1.96,119.1209302,23.25863256,282.3906977,14.56,6.16,1.4
(주)엑사이엔씨,54940,201412,200112,,0,0,0,건설업,1,15.75463355,33.3542734,19.4094421,-10.7,297.8495137,12.43,0.52,92.8,-10.13,5020.5735,1024.912982,230.37,57.75881605,150.37,117.49,24.39,136.79,73.13,12.2,79.37,9.37,129.8072917,24.20341667,310.328125,14.27,6.11,1.64
(주)엑사이엔씨,54940,201512,200112,,0,0,0,건설업,1,2.730863812,8.202679715,-8.15615656,8.85,-38.24882902,7.06,0.34,95.16,-7.67,4611.087665,1048.274969,255.3,60.83525868,166.4,140.57,50.08,128.69,64.38,11.08,117.12,12.8,114.138756,19.26012919,307.8803828,12.3,5.63,1.4
(주)엑사이엔씨,54940,201612,200112,,0,0,0,건설업,1,14.45950121,4.639746696,7.748303745,24.4,-52.72604332,3.07,0.06,99.1,-8.75,4968.368744,1037.543527,270.08,55.61605625,147.65,125.9,31.62,108.96,79.8,7.07,44.96,6.83,88.65769231,12.78766538,301.0846154,14.59,6.29,1.34
(주)엑사이엔씨,54940,201712,200112,,0,0,0,건설업,1,10.15135531,-7.858383014,55.23277893,13.08,46.41906287,4.01,0.16,101.46,-21.77,7712.536868,927.4859596,241.12,46.52283523,138.92,115.72,15.09,108.51,114.95,5.67,-7.43,-1.19,77.08843537,10.42385714,297.4455782,18.15,10.06,1.69
(주)엑사이엔씨,54940,201812,200112,,0,0,0,건설업,1,-12.05435601,-8.42118337,-12.42830842,-3.4,-16.02768795,3.42,0.63,101.11,-20.89,6753.998999,933.3339925,214.87,48.4447666,141.35,110.9,18.53,86.51,106.42,2.83,4.21,0.62,74.31690141,3.369816901,252.0950704,12.92,11.12,1.43
(주)엑사이엔씨,54940,201912,200112,,0,0,0,건설업,1,14.13542775,0.88449317,10.29175765,-2.11,-33.80511184,2.26,0.51,99.06,-36.79,7449.104208,824.8439389,213.9,42.82040924,134.23,108.96,9.63,88.05,133.53,2.04,1.21,0.19,76.30215827,10.39883094,300.6366906,13.19,11.99,1.53
(주)엑사이엔씨,54940,202012,200112,,0,0,0,건설업,1,13.41866396,13.98090591,-5.192260943,-22.66,-68.05385327,0.63,0.31,100.0,-41.7,7062.32728,902.285158,256.48,43.03267969,136.25,112.44,13.13,60.49,132.38,0.9,-14.39,-3.35,117.4837209,8.730037209,397.6325581,12.29,9.73,1.28
(주)엑셈,205100,201612,201411,,0,0,0,정보통신업,0,47.72154037,10.18944583,33.36676553,56.03,-70.18089254,2.98,1.91,90.88,24.78,920.5027377,903.3544401,942.15,59.43896837,323.63,323.63,192.2,278.11,68.24,2.24,31.94,6.33,44.11049724,0.0,260.4640884,0.0,3.36,0.8
(주)엑셈,205100,201712,201411,,0,0,0,정보통신업,0,12.01720469,48.24558736,22.38674471,4.97,292.8187147,9.27,1.02,99.05,14.28,1014.05242,1269.137134,1299.63,78.6626019,384.02,384.02,190.02,336.52,27.13,10.38,101.09,7.47,33.20526316,0.0,254.1789474,0.0,3.6,0.78
(주)엑셈,205100,201812,201411,,0,0,0,정보통신업,0,26.00240988,33.50869064,-4.024736068,1.05,-16.97700358,6.44,-0.54,79.69,21.4,973.2394865,1745.747783,1780.21,83.34873112,483.56,483.56,223.88,2273.17,19.98,21.79,117.81,8.61,39.56770833,0.0,337.8489583,0.0,4.6,0.61
(주)엑셈,205100,201912,201411,,0,0,0,정보통신업,0,10.63183181,10.82564312,6.4753165,2.6,40.51327259,7.71,-1.68,82.32,25.78,1016.902792,1894.117316,1945.38,83.4947463,673.01,672.72,395.5,938.82,19.77,40.41,148.59,8.46,55.31472081,0.0,362.2081218,2770.42,5.36,0.54
(주)엑셈,205100,202012,201411,,0,0,0,정보통신업,0,9.699527442,12.14802188,13.7077667,12.69,52.77811735,10.7,-1.25,75.45,33.68,1156.297454,2119.840071,2187.74,85.35834979,588.82,588.82,381.37,2175.87,17.15,88.87,205.66,10.13,102.2972973,0.0,354.990991,3150.18,6.01,0.61
(주)엑시콘,92870,201512,201510,,0,0,0,제조업,1,34.38969884,65.75694201,39.2399656,3.42,-2.172576687,6.84,0.69,89.27,56.59,5961.686047,7455.507401,1375.96,72.73311743,332.93,265.55,111.72,145.75,37.49,9.04,39.96,7.79,213.214876,33.77946281,750.4793388,5.26,6.69,1.03
(주)엑시콘,92870,201612,201510,,0,0,0,제조업,1,4.89725779,6.995652475,-14.8131467,2.48,-42.51618668,3.35,0.12,90.28,59.02,5078.572747,7916.249226,1476.16,74.18809148,246.74,190.12,46.76,112.97,34.79,7.8,84.26,11.74,209.4435484,18.70556452,763.7419355,4.58,5.45,0.73
(주)엑시콘,92870,201712,201510,,0,0,0,제조업,1,-3.328811146,7.566377106,48.98905811,16.94,144.9904007,8.14,0.0,88.41,64.23,7566.517701,8465.919964,1639.92,82.54935435,339.7,224.81,50.54,125.79,21.14,26.5,76.82,8.82,176.7793103,11.9764069,630.1724138,5.82,9.87,1.21
(주)엑시콘,92870,201812,201510,,0,0,0,제조업,1,17.94122729,6.784199901,-15.98258986,5.52,-51.44905084,3.69,0.48,94.68,64.78,6357.19221,9093.487927,1753.16,74.74033431,472.75,350.94,106.92,144.56,33.8,4.56,34.14,6.9,155.5359477,7.206437908,705.4313725,4.09,16.14,0.96
(주)엑시콘,92870,201912,201510,,0,0,0,제조업,1,-3.563816896,-7.053125683,-32.30483976,-5.88,-241.3535216,-4.91,0.84,118.21,61.4,3752.53454,7353.468044,1627.07,72.03603706,186.16,146.86,27.5,309.92,38.82,-5.74,20.33,3.99,174.8263889,3.578604167,721.5972222,3.07,7.99,0.53
(주)엑시콘,92870,202012,201510,,0,0,0,제조업,1,13.13646689,31.05497951,76.34859197,-1.39,162.9209573,7.45,-0.47,83.27,56.71,6339.274694,9090.884302,1823.3,83.4450785,273.57,233.38,100.4,115.53,19.84,24.55,136.19,8.12,185.5,1.689830986,817.4014085,7.42,10.66,0.91
(주)엔씨소프트,36570,201112,200305,,0,0,0,정보통신업,0,6.406506671,6.969300622,-6.290184847,15.45,-44.30932629,12.64,-3.64,75.76,86.22,27865.7823,44121.21208,8701.58,77.99881315,321.6,320.97,29.77,62522.64,28.21,178.13,1450.18,16.12,123.2783988,5.78321493,412.7508114,473.43,8.51,0.7
(주)엔씨소프트,36570,201212,200305,,0,0,0,정보통신업,0,18.26733802,17.51369925,23.75541957,-17.49,11.99222431,12.45,-2.31,77.24,85.48,34409.14228,47437.37018,9976.7,77.50177879,286.14,285.28,52.21,1140.21,29.03,174.71,1434.14,13.26,174.7111014,6.417353147,524.7001748,456.32,10.09,0.86
(주)엔씨소프트,36570,201312,200305,,0,0,0,정보통신업,0,12.35514023,13.54150042,0.416130281,-7.6,35.69086596,14.68,-2.17,72.85,86.94,34527.29788,53358.04611,11253.05,78.32012164,311.9,311.53,48.97,1082.02,27.68,636.02,6514.07,15.1,109.0061495,6.050536897,657.6102176,509.0,9.57,0.78
(주)엔씨소프트,36570,201412,200305,,0,0,0,정보통신업,0,14.82265848,18.71231642,10.84542868,4.21,35.54599605,17.51,-2.11,66.56,88.59,38246.94964,62316.73259,13240.39,80.97324331,415.49,415.2,82.63,1071.1,23.5,9729.24,0.0,14.71,100.6922379,4.646719473,722.8243305,1020.99,9.8,0.73
(주)엔씨소프트,36570,201512,200305,,0,0,0,정보통신업,0,30.63122137,30.04814462,-0.050147594,4.4,-14.63820034,12.12,-2.47,72.35,74.01,38227.76971,81852.98916,16151.32,80.61181657,320.78,320.58,73.5,791.76,24.05,7379.54,0.0,11.38,93.79173913,4.033026957,913.7547826,1202.63,9.38,0.62
(주)엔씨소프트,36570,201612,200305,,0,0,0,정보통신업,0,6.380935157,5.957315315,17.32788815,18.74,38.44589907,14.36,-1.94,66.43,80.3,44851.83489,87590.27192,18519.16,80.29081202,419.06,418.83,50.93,2380.05,24.55,110.37,118.06,7.48,77.18125229,4.136348224,833.856829,1455.7,7.95,0.68
(주)엔씨소프트,36570,201712,200305,,0,0,0,정보통신업,0,49.37999347,43.98459966,78.81240714,17.21,77.94579054,19.87,-1.01,66.55,69.49,80164.08945,125503.8625,26128.88,77.3908216,388.93,388.82,41.08,9258.55,29.21,179.59,236.02,10.03,68.21618244,6.4938791,1081.383318,2983.89,10.01,0.95
(주)엔씨소프트,36570,201812,200305,,0,0,0,정보통신업,0,-16.596549,-12.83390192,-2.479426589,8.03,5.11271462,19.01,-2.22,64.43,90.48,78176.4797,110394.4834,25409.65,80.88221608,333.23,333.01,39.23,9016.87,23.64,184.65,305.7,16.11,64.24407172,6.919061885,833.4331984,2260.76,10.04,0.8
(주)엔씨소프트,36570,201912,200305,,0,0,0,정보통신업,0,13.77287654,5.598807355,-0.812195152,8.59,-22.10610071,15.24,-1.69,70.53,94.27,77488.55417,113994.8297,26589.73,75.07119284,464.21,463.75,67.47,5519.72,33.21,56.89,104.12,11.13,71.10945406,9.445583489,848.2508655,1105.62,8.44,0.74
(주)엔씨소프트,36570,202012,200305,,0,0,0,정보통신업,0,21.95901446,25.17834989,42.02944484,12.49,72.19347808,22.21,-1.07,67.45,90.25,110056.5633,145081.9809,32442.11,77.05283685,479.91,479.77,30.88,0.0,29.78,91.86,162.93,13.48,63.9079072,9.370375237,940.5693655,1733.38,9.71,0.88
(주)엔아이스틸,8260,201112,197506,,0,0,0,제조업,1,20.73943807,9.323099148,14.8351563,4.17,12.09149239,9.53,2.52,90.92,48.25,3773.512964,2024.529626,304.91,40.08865142,75.79,34.17,1.31,1733.24,149.45,4.83,19.79,10.03,589.816,29.488264,1148.472,3.75,4.26,0.82
(주)엔아이스틸,8260,201212,197506,,0,0,0,제조업,1,-0.917413638,9.303747172,-1.806107476,4.0,-12.21634942,8.07,2.8,91.61,52.44,3705.359264,2212.872689,342.58,44.22411627,103.2,57.84,0.26,1931.52,126.12,3.87,19.2,8.92,584.4153846,20.42692308,1094.169231,3.59,3.66,0.83
(주)엔아이스틸,8260,201312,197506,,0,0,0,제조업,1,8.260313628,9.438654755,15.18071883,5.38,4.696045083,8.15,1.8,91.79,57.13,4267.859436,2421.75971,384.35,44.7054662,99.16,60.3,0.17,1803.74,123.69,5.5,35.75,15.73,658.1678832,23.81363504,1124.029197,5.24,3.82,1.1
(주)엔아이스틸,8260,201412,197506,,0,0,0,제조업,1,9.858858746,5.380683876,4.334550757,5.84,-13.50346917,6.46,1.86,93.68,59.36,4452.851969,2552.059057,410.41,42.88313801,72.22,42.04,0.13,462.6,133.19,4.42,30.49,13.65,727.3034483,18.83412414,1166.717241,5.72,3.97,1.06
(주)엔아이스틸,8260,201512,197506,,0,0,0,제조업,1,4.406130847,8.041110538,-6.339704388,10.34,-9.106069282,5.49,1.84,90.82,62.01,4170.554317,2757.287564,451.45,44.37614742,54.49,29.06,0.23,318.83,125.35,4.26,32.66,14.41,809.6875,19.34430625,1103.925,5.77,4.64,0.98
(주)엔아이스틸,8260,201612,197506,,0,0,0,제조업,1,17.34440589,10.81065664,-3.567758627,12.5,49.08157522,7.37,1.85,88.94,65.93,4021.759006,3055.350839,511.07,41.90527872,40.01,28.34,0.67,313.73,138.63,6.66,28.48,13.48,892.2,21.94942222,1151.461111,7.82,5.11,0.94
(주)엔아이스틸,8260,201712,197506,,0,0,0,제조업,1,21.26157044,12.97599412,31.73219831,7.78,10.03589411,6.79,2.03,91.5,67.95,5297.951549,3451.807006,590.36,39.0419694,44.27,27.96,1.08,200.38,156.13,4.94,20.21,9.89,1007.365979,39.27792268,1295.515464,10.57,5.68,1.05
(주)엔아이스틸,8260,201812,197506,,0,0,0,제조업,1,-2.952830519,8.330886521,0.085466479,-0.52,5.898551415,6.66,2.42,91.29,70.53,5270.355712,3716.733047,643.35,43.58139634,37.08,22.18,0.39,214.71,129.46,4.47,25.02,11.43,1042.051813,37.04241451,1263.777202,9.18,6.03,1.02
(주)엔아이스틸,8260,201912,197506,,0,0,0,제조업,1,6.054016491,4.314074868,-1.664097109,0.52,-26.66872929,4.81,2.28,94.33,71.98,5182.651875,3877.082041,675.41,42.86639196,40.38,22.92,1.57,321.08,133.28,3.58,18.86,8.85,1040.71134,39.32086598,1333.376289,7.88,6.12,0.93
(주)엔아이스틸,8260,202012,197506,,0,0,0,제조업,1,11.09537469,9.519110349,29.91907948,8.25,53.99316801,6.82,1.54,91.78,74.42,6733.253609,4246.136476,749.23,42.25818694,39.38,24.4,0.41,182.69,136.64,6.27,19.77,8.44,1055.114286,36.50792381,1368.457143,8.74,6.26,1.01
(주)엔에스,217820,201512,201512,,0,0,0,제조업,1,57.3578365,129.4117093,46.53753372,0.0,40.66520785,11.25,0.17,87.27,46.89,6214.258163,4472.857143,794.56,61.46320061,221.48,142.21,85.79,117.54,62.7,34.98,34.56,4.63,132.8846154,5.284076923,457.1538462,3.77,7.87,1.03
(주)엔에스,217820,201612,201512,,0,0,0,제조업,1,-5.609789614,6.95225566,-2.724780553,1.28,-31.67587556,6.66,0.26,92.11,51.01,6044.933265,4765.102041,856.75,69.64311149,256.78,157.6,32.32,888.32,43.59,21.58,-91.32,-17.31,130.0632911,4.168797468,412.5063291,3.75,3.23,1.04
(주)엔에스,217820,201712,201512,,0,0,0,제조업,1,83.87161687,1.794365568,42.35256155,8.86,4.462475912,4.9,0.42,97.23,50.66,8605.117347,4751.020408,873.92,38.55557737,133.19,46.68,17.43,134.79,159.37,11.7,-27.42,-5.94,115.4186047,2.629476744,690.9534884,2.13,4.53,0.74
(주)엔에스,217820,201812,201512,,0,0,0,제조업,1,17.97849001,13.76824003,20.11932387,9.3,27.88872597,4.44,0.62,92.74,55.42,10336.40878,5297.142857,1008.01,37.17966029,135.01,60.8,30.9,102.1,168.96,8.56,15.49,4.32,202.9680851,1.325297872,753.2234043,1.69,5.42,0.58
(주)엔에스,217820,201912,201512,,0,0,0,제조업,1,47.15712847,18.69416648,28.44842314,22.34,85.64155075,6.16,1.04,91.39,57.18,6638.477041,3124.591837,557.57,29.9884133,149.65,74.99,40.16,235.55,233.46,7.89,14.73,4.34,174.6782609,0.877069565,915.1478261,1.82,4.81,0.56
(주)엔에스,217820,202012,201512,,0,0,0,제조업,1,-11.010469,26.48587057,2.41177151,1.74,22.64249585,6.71,1.68,93.17,52.66,6186.485393,3665.310042,656.85,42.62423367,139.67,84.44,35.72,2375.87,134.61,5.81,4.09,1.22,187.6752137,0.492435897,803.2222222,1.86,3.34,0.5
(주)엔에스브이,95300,201112,200904,42990.0,0,0,0,제조업,1,29.36466041,10.2158119,39.50536455,42.45,24.19492137,-2.19,3.93,108.21,53.08,3654.615266,3169.585799,557.58,42.05440404,116.91,49.06,8.62,148.31,137.79,-1.04,-15.73,-6.73,174.4370861,14.39778146,421.7615894,1.62,3.73,0.56
(주)엔에스브이,95300,201212,200904,42990.0,0,0,0,제조업,1,0.528302331,1.260428413,44.35832276,9.27,147.0695602,4.37,3.38,99.55,53.55,5275.741302,3209.585799,565.57,42.36067725,130.42,53.27,2.21,257.54,136.07,1.79,-20.24,-9.3,107.4666667,12.38289697,388.0181818,1.91,3.41,0.62
(주)엔에스브이,95300,201312,200904,42990.0,0,0,0,제조업,1,-18.2212579,-27.7816881,11.31345764,-0.61,-329.6739995,-11.01,2.64,116.3,31.34,5620.760733,2218.467011,366.35,37.40845755,140.45,60.73,2.74,216.71,167.32,-4.65,-4.83,-2.29,108.9756098,15.87357927,319.25,2.24,3.76,0.75
(주)엔에스브이,95300,201412,200904,42990.0,1,0,1,제조업,1,-0.101543003,-2.64457857,-17.93027928,-6.71,61.33349238,-4.73,3.03,109.34,11.17,4612.942636,2159.794188,354.61,36.45618019,124.36,50.3,0.74,165.8,174.3,-1.76,15.06,6.64,143.5163399,16.24143137,341.8562092,2.32,3.8,0.77
(주)엔에스엔,31860,201112,199701,,0,0,0,도매 및 소매업,1,14.06774845,-3.41287544,6.554105882,9.52,-124.7116074,-0.78,-0.24,104.16,-7.58,3438.109485,577.854886,-2.86,66.27985426,207.92,152.22,29.91,0.0,50.88,-0.99,-76.77,-8.78,7.956521739,0.0,1978.217391,8.66,0.0,1.57
(주)엔에스엔,31860,201212,199701,,0,0,0,도매 및 소매업,1,14.69184933,-9.540245845,37.72442697,-8.7,140.6628322,1.79,0.44,102.75,-16.18,23675.58446,2513.43336,-13.66,52.27624594,145.15,123.19,33.73,125.46,91.29,1.29,-15.62,-4.81,5.0,0.0,1985.857143,14.41,18.43,1.86
(주)엔에스엔,31860,201312,199701,,0,0,0,도매 및 소매업,1,-81.91023472,-76.11798732,-98.09242156,71.43,-177.0821711,-2.19,10.17,133.4,-25.51,418.5500373,2256.740279,-26.72,69.01482408,59.63,44.7,16.78,420.07,44.9,-3.95,-22.88,-5.75,68.19444444,0.349888889,1143.944444,0.64,0.34,0.06
(주)엔에스엔,31860,201412,199701,,1,0,1,도매 및 소매업,1,7.291481486,20.47508737,139.5154341,-2.78,661.6205422,1.23,3.62,92.01,-32.78,1002.491939,2232.143858,-11.72,77.49512678,153.46,84.0,46.19,291.92,29.04,0.73,-29.81,-3.6,73.97142857,0.275228571,1097.542857,4.05,8.45,0.78
(주)엔에이치엔벅스,104200,201112,200910,,0,0,0,정보통신업,0,-6.217943351,-25.00703756,7.260198652,52.59,26.44920071,10.1,-2.66,84.78,58.51,3513.592853,2930.907666,575.87,59.00877436,182.18,182.18,15.3,86.27,69.47,23.78,64.08,7.93,7.567961165,4.635436893,326.1359223,0.0,6.91,0.59
(주)엔에이치엔벅스,104200,201212,200910,,0,0,0,정보통신업,0,-20.03935087,-9.18249661,5.993904562,-15.53,-151.9780319,-6.07,-2.14,105.71,54.19,3724.194255,2654.804455,521.93,67.02083617,204.9,204.9,4.94,114.18,49.21,-528.05,15342.27,6.8,6.413793103,3.827195402,308.4195402,0.0,8.3,0.81
(주)엔에이치엔벅스,104200,201312,200910,,0,0,0,정보통신업,0,13.63164523,24.24479059,14.71637991,-52.87,195.3808701,6.71,-1.29,92.62,62.72,4272.260831,3314.051695,651.27,73.2805526,227.15,227.15,1.36,120.61,36.46,45.53,47276.58,7.58,9.780487805,5.192390244,746.0731707,0.0,9.38,1.11
(주)엔에이치엔벅스,104200,201412,200910,,0,0,0,정보통신업,0,15.07587822,18.14788505,-5.076256174,43.9,139.2364013,14.01,-1.73,81.59,68.22,4055.389926,3915.49098,767.66,75.23681278,291.77,291.77,4.55,100.53,32.91,174.75,0.0,13.26,3.737288136,1.429932203,596.6186441,0.0,9.16,0.92
(주)엔에이치엔벅스,104200,201512,200910,,0,0,0,정보통신업,0,34.00018324,44.05380658,10.94356692,6.78,-22.44004684,8.68,-1.63,84.4,53.76,4104.729035,5145.893961,1006.32,80.88160041,428.07,428.07,24.9,88.16,23.64,578.89,0.0,7.82,3.626984127,1.79081746,748.7063492,0.0,8.3,0.77
(주)엔에이치엔벅스,104200,201612,200910,,0,0,0,정보통신업,0,1.420656692,-8.548920359,19.99018781,15.08,-158.1104092,-4.34,-1.0,104.31,54.7,4925.272078,4549.301806,954.86,72.93099771,262.41,262.18,43.59,81.89,37.12,60.46714286,0.0,-5.08,2.0,0.733606897,628.3241379,1265.14,6.35,0.82
