회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본정상영업이익률,금융비용부담률,수지비율,사내유보 대 자기자본비율,1주당매출액,1주당순자산,유보율,자기자본구성비율,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,부채비율,이자보상배율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,노동장비율_계산,기계장비율_계산,자본집약도_계산,재고자산회전률,매출채권회전률,순운전자본회전률
(주)제일테크노스,38010,201912,200001,,0,0,0,제조업,1,-0.659037417,2.718848518,3.894274672,3.78,-45.09935329,3.07,0.73,96.74,74.36,18558.32433,8105.222222,1649.64,47.96518566,88.97,43.26,8.07,93.94,108.48,3.54,56.74,11.96,417.2708333,47.24191667,793.3697917,5.45,8.23,1.23
(주)제일테크노스,38010,202012,200001,,0,0,0,제조업,1,-3.25082542,-5.290477896,-18.54361743,-7.81,-151.1392591,-1.6,0.53,103.52,71.42,15116.93967,7671.666667,1557.55,46.95399037,91.19,46.73,17.53,105.99,112.97,-2.77,28.73,7.21,440.8305085,51.17561582,836.5762712,4.26,8.81,1.01
(주)제주반도체,80220,201112,200502,,0,0,0,제조업,1,31.96831354,49.22205127,51.56278412,10.81,-10.98599616,22.93,-1.54,82.22,-19.04,3908.974529,2742.22913,427.64,90.9019561,909.45,718.7,166.66,346.15,10.01,433.55,0.0,28.72,43.26829268,29.2645122,1535.780488,9.0,9.04,1.7
(주)제주반도체,80220,201212,200502,,0,1,1,제조업,1,-12.52390827,-11.98330668,-65.10194654,24.39,-119.5339325,-5.12,-4.69,131.54,-20.59,1223.934636,2165.973607,317.62,91.46372952,937.72,776.38,253.69,329.08,9.33,-95.34,258.68,7.68,75.05882353,30.44658824,1080.627451,4.32,9.25,0.67
(주)제주항공,89590,201512,201511,,0,0,0,운수 및 창고업,0,81.18132275,189.4443641,19.07860849,0.0,74.1569342,13.87,-0.4,91.57,5.87,23471.04122,8948.167115,78.96,48.52386564,177.73,174.67,62.9,77994.53,106.08,734.31,335.87,13.86,29.38187009,0.0,341.0,108.48,36.0,1.4
(주)제주항공,89590,201612,201511,,0,0,0,운수 및 창고업,0,25.65595689,17.30221506,22.95088244,31.98,13.62675572,9.73,-0.25,91.12,18.42,28432.57247,10350.62484,106.83,45.29794737,167.81,164.63,64.48,173024.43,120.76,140.42,541.87,18.35,31.8750676,0.0,324.7360736,90.04,30.21,1.07
(주)제주항공,89590,201712,201511,,0,0,0,운수 및 창고업,0,33.33408872,21.8784865,33.27173461,25.2,73.4452437,14.47,-0.27,90.11,33.87,37802.72752,12558.22131,155.21,41.40610492,122.22,119.68,28.12,96882.79,141.51,223.53,233.8,15.91,73.66825054,0.0,345.5053996,112.73,34.88,1.31
(주)제주항공,89590,201812,201511,,0,0,0,운수 및 창고업,0,28.88334887,15.38487796,26.3999997,22.72,-0.114272323,11.05,-0.2,92.77,41.42,47782.64747,14481.3334,191.65,37.06947721,118.6,115.74,55.25,4997.59,169.76,67.8,116.63,12.89,112.5043999,0.0,360.5959169,120.37,32.72,1.48
(주)제주항공,89590,201912,201511,,0,0,0,운수 및 창고업,0,42.25475809,-14.98171693,9.892092563,16.37,-132.4987191,-2.63,1.64,103.31,30.17,52509.35119,12220.73671,148.51,22.15450189,81.86,78.85,5.32,5506.46,351.38,-1.27,18.04,7.0,82.80338778,0.0,441.0967937,97.83,35.38,1.46
(주)제주항공,89590,202012,201511,,1,0,1,운수 및 창고업,0,-20.37067376,-33.31307378,-72.75634913,-5.63,-921.0411399,-25.48,5.8,193.59,-92.55,9793.491727,5673.589203,13.86,18.55366236,65.47,62.28,21.99,568.06,438.98,-14.73,-15.99,-8.63,80.32660256,0.0,370.7586538,24.02,20.94,0.43
(주)젬백스&카엘,82270,201112,200506,,0,0,0,제조업,1,102.3000509,56.01456481,189.4489111,-19.0,-9.337611292,-9.09,0.0,121.15,-7.45,2242.184421,3085.055952,224.65,56.17050712,110.25,97.12,72.61,261.8,78.03,-0.92625,18.37,1.7,125.0740741,10.2382963,1360.493827,14.24,9.35,0.85
(주)젬백스&카엘,82270,201212,200506,,0,0,0,제조업,1,1.113090816,-17.04403416,23.75052842,18.52,36.95539406,-4.05,0.0,116.6,-1.12,2578.892601,3521.807634,261.18,46.0838318,71.83,60.33,38.99,293.62,117.0,-0.92625,4.19,1.76,111.15625,13.40035417,1304.083333,10.75,12.19,0.7
(주)젬백스&카엘,82270,201312,200506,,0,0,0,제조업,1,9.030753653,8.61633623,3.152879683,11.46,-97.51465074,-7.61,9.27,117.0,3.55,2575.848615,3813.760061,256.44,45.90867073,91.65,85.3,21.03,178.58,117.82,-1.55,-10.75,-4.96,94.12149533,12.01137383,1535.82243,12.17,11.55,0.57
(주)젬백스&카엘,82270,201412,200506,,0,0,0,제조업,1,-26.69741387,-33.9985939,51.88818003,-7.48,47.46060028,-4.42,3.99,127.1,-42.79,3747.975482,1271.406654,156.82,41.33601529,70.41,56.62,29.47,186.02,141.92,-1.3,-1.03,-0.47,104.3030303,10.31925253,774.8484848,18.94,13.65,0.95
(주)젬백스&카엘,82270,201512,200506,,0,0,0,제조업,1,69.57068005,125.7342297,-25.70705544,16.16,50.30817287,-1.93,5.15,114.69,-14.5,2579.110626,2869.345726,392.55,55.02692782,72.75,57.39,24.95,474.25,81.73,-0.67,2.38,0.93,82.6,7.470565217,922.3304348,8.87,7.76,0.76
(주)젬백스&카엘,82270,201612,200506,,0,0,0,제조업,1,5.243000391,1.22307255,45.36061864,10.43,-538.125108,-9.52,4.88,125.4,-27.26,3567.48762,3175.371464,406.13,52.92508467,66.1,49.41,8.07,128.57,88.95,-2.92,-14.09,-5.26,101.8188976,6.172929134,945.015748,8.85,10.07,0.84
(주)젬백스&카엘,82270,201712,200506,,0,0,0,제조업,1,-15.7403295,-34.14281576,-56.12908093,11.81,91.96987592,-0.81,6.72,105.92,-60.99,1556.493286,2532.768736,346.71,41.36613675,81.22,76.47,10.12,244.19,141.74,-0.27,-11.78,-3.99,72.48591549,4.700492958,1201.964789,5.24,5.74,0.31
(주)젬백스&카엘,82270,201812,200506,,0,0,0,제조업,1,7.987668417,72.14310409,-1.328018943,12.68,53.16079076,-0.4,9.68,76.8,-61.91,1339.762075,3257.238641,556.08,65.94174398,184.51,175.31,61.06,247.57,51.65,-0.1,-0.5,-0.09,64.58125,4.96279375,1075.86875,9.69,7.57,0.28
(주)젬백스&카엘,82270,201912,200506,,0,0,0,제조업,1,-5.454466414,-16.5699397,-9.686797509,8.13,-1167.341675,-5.0,7.52,186.6,-141.46,1108.631928,2787.670813,403.12,58.18914409,173.46,165.86,86.64,228.58,71.85,-1.77,-3.32,-0.3,60.49710983,5.487601156,1008.017341,8.37,6.11,0.25
(주)젬백스&카엘,82270,202012,200506,,0,0,0,제조업,1,-2.683276373,42.39390982,53.90955427,-15.03,684.1058212,0.89,0.51,94.8,2.13,1658.274892,3755.179898,592.27,85.14240335,331.45,305.17,245.7,241.4,17.45,1.17,73.18,4.17,132.3673469,11.79404762,1171.986395,12.77,11.34,0.5
(주)젬백스링크,64800,201112,200208,,0,0,0,도매 및 소매업,1,10.72642613,8.727439549,52.25289356,3.65,38.37603527,5.86,-0.04,94.13,50.34,6212.568793,4559.217012,965.78,76.20338582,197.4,197.4,58.55,239.87,31.23,16.62,31.34,1.74,40.52863436,0.0,179.845815,0.0,4.35,1.61
(주)젬백스링크,64800,201212,200208,,0,0,0,도매 및 소매업,1,-10.08509481,-5.156569065,-19.15929863,-1.76,-166.331978,-3.99,-0.19,105.07,48.71,5022.284185,4424.16561,926.37,80.38033899,240.61,239.96,52.5,252.6,24.41,-35.31,436.8,3.23,38.64125561,0.0,164.7892377,1692.93,3.24,1.4
(주)젬백스링크,64800,201312,200208,,0,1,1,도매 및 소매업,1,-14.90517177,-9.716122617,-20.32591262,-10.76,49.09847085,-2.32,-0.42,112.89,44.38,4001.45909,4084.776792,847.1,85.28190044,387.43,387.01,246.95,347.72,17.26,-55.99,537.3,7.83,39.54773869,0.0,166.0603015,1006.39,3.84,1.46
(주)조비,1550,201112,197612,,1,0,1,제조업,1,-8.342571852,-53.42708796,-16.79449369,-0.78,-12500.06102,-10.35,8.31,130.56,40.13,25765.19118,7031.492354,40.66,13.04045039,66.48,12.57,0.12,831.01,666.84,-2.7,-3.38,-2.44,308.2125984,5.900732283,665.1338583,1.08,4.86,0.37
(주)조이시티,67000,201112,200805,,0,0,0,정보통신업,0,20.3198137,10.63869031,72.75192757,6.8,90.63992876,8.87,-2.0,87.28,51.76,3824.71672,5793.925085,992.25,82.09365357,397.38,397.38,29.21,0.0,21.81,26.59,194.31,9.35,33.52229299,1.880022293,241.6433121,0.0,6.07,0.85
(주)조이시티,67000,201212,200805,,0,0,0,정보통신업,0,8.448798411,9.442307799,43.95284659,15.61,29.3008232,10.38,-2.01,87.52,54.3,5458.415487,6208.070457,1084.37,82.84572105,516.41,516.41,289.32,0.0,20.71,92.8,1831.99,12.12,2.58677686,1.442528926,234.8705234,0.0,7.95,0.99
(주)조이시티,67000,201312,200805,,0,0,0,정보통신업,0,-8.299035189,-10.88243471,-40.50578971,-4.41,-111.8394984,-1.23,-3.79,105.93,45.35,3189.403467,5414.073783,937.1,80.51179146,415.73,415.73,126.53,0.0,24.21,-52.94,0.0,5.55,2.827089337,1.496510086,225.6570605,0.0,5.11,0.51
(주)조이시티,67000,201412,200805,,0,0,0,정보통신업,0,-3.410262517,-6.992688323,24.14956711,-10.66,117.458638,7.5,-2.53,85.16,54.79,3955.045988,5060.088283,1025.34,77.5256821,362.09,362.09,217.7,0.0,28.99,48503.05889,0.0,3.44,2.283870968,0.909493548,244.8645161,0.0,4.84,0.63
(주)조이시티,67000,201512,200805,,0,0,0,정보통신업,0,5.269487167,20.68538736,23.67799766,-1.61,49.12975243,11.09,-1.25,88.76,47.38,4891.521685,6071.272779,1172.89,88.87871714,741.29,741.29,272.63,0.0,12.51,436551.7,0.0,6.09,1.33442623,0.486340984,262.5442623,0.0,4.57,0.83
(주)조이시티,67000,201612,200805,,0,0,0,정보통신업,0,-23.29842422,-33.53809825,26.04107724,-0.66,-62.96079731,4.53,-0.6,100.94,56.1,6154.364086,4043.571483,1089.4,77.01339257,358.44,358.44,106.13,0.0,29.85,642.86,0.0,5.58,1.194719472,0.189376238,202.1980198,0.0,4.95,1.2
(주)조이시티,67000,201712,200805,,0,0,0,정보통신업,0,-13.90829002,-25.16204635,27.11593629,1.98,-189.3520625,-5.02,-0.13,102.95,36.38,7823.177531,2867.679476,895.96,66.94633786,217.2,217.2,116.32,0.0,49.37,-249.21,6186.87,12.22,0.786407767,0.093579288,162.8252427,0.0,7.14,1.78
(주)조이시티,67000,201812,200805,,0,0,0,정보통신업,0,8.954427527,-21.82917187,-5.381906852,-10.36,-98.41822633,-10.3,-0.32,104.77,16.96,7402.141403,2275.490213,773.69,48.03155585,135.33,135.33,66.07,0.0,108.2,-615.45,-11.72,-3.4,0.545126354,0.117862816,200.6064982,0.0,10.15,1.47
(주)조이시티,67000,201912,200805,,0,0,0,정보통신업,0,17.69729164,-5.569922727,18.24472501,-22.02,163.7235357,14.23,-0.11,99.67,11.84,8752.641747,2185.448252,759.34,38.5363458,111.82,111.82,29.41,0.0,159.5,50.35,-17.08,-5.63,1.074074074,0.130898148,301.9166667,0.0,11.55,1.46
(주)조이시티,67000,202012,200805,,0,0,0,정보통신업,0,71.37378219,211.112755,60.35532073,20.83,139.5231941,23.24,-0.11,93.05,17.91,10752.16548,5079.238025,1239.56,69.95905999,264.18,264.18,71.3,0.0,42.94,80.83,43.93,3.76,1.593869732,0.263636015,430.0498084,0.0,9.45,1.94
(주)조흥,2600,201112,197612,,0,0,0,제조업,1,43.82046422,15.11144826,48.444249,3.48,85.31949561,8.26,-0.86,89.79,14.86,165016.8,146591.6667,2831.82,66.19110842,222.61,162.46,61.72,403.94,51.08,22.15,10.12,2.49,302.8991597,77.08105042,1116.638655,5.58,8.06,0.94
(주)조흥,2600,201212,197612,,0,0,0,제조업,1,-4.745445252,7.29593809,-2.831128911,18.49,-31.99473743,4.99,-0.69,90.61,8.63,160344.9617,157286.6667,3045.73,74.55850368,303.67,205.47,12.85,881.57,34.12,7.85,21.78,4.47,372.7234043,129.8002979,897.6879433,4.21,8.04,0.88
(주)조흥,2600,201312,197612,,0,0,0,제조업,1,-6.743696397,3.277142147,3.565289241,2.13,-13.4083577,4.59,-0.45,93.36,4.8,166061.7233,162440.0,3148.82,82.57017366,518.58,383.17,31.79,426.99,21.11,9.53,86.11,9.3,349.1180556,127.1688333,819.7083333,5.32,8.56,1.23
(주)조흥,2600,201412,197612,,0,0,0,제조업,1,10.63246445,4.302116288,13.13902018,2.78,27.65086898,5.76,-0.41,93.88,5.09,187880.6067,169430.0,3288.58,77.84553926,266.38,170.98,18.73,242.45,28.46,14.81,39.64,5.6,342.2702703,132.8201216,882.3581081,5.36,10.05,1.3
(주)조흥,2600,201512,197612,,0,0,0,제조업,1,14.09321939,5.026750944,0.377933277,2.03,-8.099080246,4.71,-0.25,92.87,6.26,188590.67,177946.6667,3458.92,71.65950884,235.19,156.0,49.85,209.75,39.55,14.8,4.68,0.91,341.0066225,140.175351,986.7086093,3.89,9.49,0.96
(주)조흥,2600,201612,197612,,0,0,0,제조업,1,9.70940011,5.993708541,14.61561699,21.19,75.13254226,7.38,-0.02,92.29,7.06,216154.36,188611.6667,3672.23,69.23250958,239.96,162.44,54.25,393.47,44.44,22.02,14.59,3.28,320.0874317,126.2679891,893.2185792,3.97,9.22,0.92
(주)조흥,2600,201712,197612,,0,0,0,제조업,1,3.066638265,6.383704294,25.0088702,32.79,22.10617279,8.48,0.11,91.47,8.56,270212.1233,200651.6667,3913.04,71.46066808,295.71,183.03,31.19,355.24,39.94,19.26,26.23,4.8,279.4526749,120.5144033,693.3004115,4.6,9.24,1.17
(주)조흥,2600,201812,197612,,0,0,0,제조업,1,15.9303551,4.257915525,3.666240018,3.29,-19.22350575,6.25,0.26,94.12,6.96,280118.7483,209195.0,4083.91,64.26565578,189.95,123.14,35.25,348.55,55.6,10.39,21.71,5.69,346.2868526,119.3258805,778.12749,4.52,8.97,1.15
(주)조흥,2600,201912,197612,,0,0,0,제조업,1,11.63056216,3.142812753,16.05947725,11.16,8.623790835,5.98,-0.37,95.17,5.86,325104.355,215770.0,4215.4,59.37926293,155.2,95.04,22.88,333.58,68.41,14.27777778,11.56,3.74,347.6774194,130.2310717,781.4551971,4.71,9.17,1.1
(주)조흥,2600,202012,197612,,0,0,0,제조업,1,13.89196293,2.910880122,14.11940637,5.73,-4.555075165,5.06,0.39,96.16,5.82,371007.16,222051.6667,4341.02,53.65411265,131.76,70.76,16.54,293.62,86.38,7.69,-1.26,-0.47,350.5627119,145.0421017,841.7423729,4.0,8.56,1.01
(주)종근당,185750,201412,201312,,0,0,0,제조업,1,9.924862033,11.17791735,530.3769791,0.0,615.3523961,9.4,0.81,91.16,10.05,57830.46737,35226.51065,1310.69,57.76824737,185.0,138.36,30.23,380.5,73.11,10.05,51.85,11.26,116.032345,15.43002156,309.3013477,7.23,3.57,1.18
(주)종근당,185750,201512,201312,,0,0,0,제조업,1,0.441407732,-5.09480873,8.88826869,2.59,-20.81418761,7.43,0.62,97.46,2.05,62970.59469,33431.74922,1238.9,54.5841271,190.41,131.0,8.49,334.65,83.2,9.81,28.84,6.23,119.8250131,16.33006463,302.8307935,7.17,3.72,1.32
(주)종근당,185750,201612,201312,,0,0,0,제조업,1,11.35062904,12.61736374,40.42104538,-1.05,43.42447408,10.06,0.48,93.13,12.76,88423.96735,37649.92215,1407.63,55.20508101,160.21,113.74,10.27,275.98,81.14,14.68,26.11,5.07,129.9394583,19.35890919,340.7854488,8.84,4.59,1.68
(주)종근당,185750,201712,201312,,0,0,0,제조업,1,5.53319737,13.84461207,6.295455403,6.53,26.96419541,11.48,0.32,91.46,14.01,93990.65878,42677.63483,1609.41,59.55283444,163.76,117.19,20.3,270.34,67.92,22.16,79.71,12.06,118.224327,14.01282353,331.3963111,8.48,4.6,1.5
(주)종근당,185750,201812,201312,,0,0,0,제조업,1,5.063388787,6.844766465,8.125181243,4.69,-2.604125517,10.91,0.22,92.89,10.74,96790.77299,43396.57439,1665.56,60.56256858,190.86,128.47,22.47,278.55,65.12,27.93,59.49,8.74,112.3933333,10.9547681,332.4519048,8.25,4.99,1.61
(주)종근당,185750,201912,201312,,0,0,0,제조업,1,12.62936281,10.22364907,12.8755847,6.81,-1.537209704,9.86,0.21,93.38,11.85,104079.7955,45661.21102,1756.45,59.26897871,170.04,116.46,27.76,170.65,68.72,23.67,50.79,7.48,104.8341507,8.730207312,348.076683,7.82,5.91,1.61
(주)종근당,185750,202012,201312,,0,0,0,제조업,1,18.09204334,16.13623026,20.72269595,1.2,66.18821357,14.18,0.19,90.69,16.47,119698.9922,50385.34552,1965.14,58.28737961,187.17,129.3,38.57,127.18,71.56,32.02,66.7,9.6,111.2136564,14.28027533,406.923348,7.8,7.29,1.56
(주)종근당바이오,63160,201112,200112,,0,0,0,제조업,1,67.66450349,56.29515415,-9.081829949,0.38,-16.24108997,7.18,0.83,89.01,64.44,21135.47251,22756.33432,822.8,60.0141154,148.7,97.06,5.66,204.33,66.63,12.52,49.48,8.11,412.4531835,157.7146442,742.670412,4.31,2.53,0.8
(주)종근당바이오,63160,201212,200112,,0,0,0,제조업,1,-6.489301329,4.322316554,2.92402392,-0.75,-35.03509401,4.59,0.91,93.02,66.57,21753.47878,23739.79561,862.14,66.95289024,192.04,115.04,41.48,295.75,49.36,7.09,62.56,9.67,392.8528302,139.2763132,699.7169811,3.67,3.09,0.86
(주)종근당바이오,63160,201312,200112,,0,0,0,제조업,1,-5.353016763,-0.220089353,-11.76936592,3.4,-77.85541698,1.08,0.35,98.15,64.74,19193.23226,23687.59166,860.05,70.58390217,229.08,118.05,30.94,238.29,41.68,2.7,98.46,9.64,352.4124088,117.8707956,640.5072993,2.91,3.58,0.87
(주)종근당바이오,63160,201412,200112,,0,0,0,제조업,1,-5.94350491,-1.637895647,5.996708385,5.84,-235.561495,-1.55,0.07,101.78,64.93,20344.19443,23299.59964,844.53,73.81501027,255.34,146.76,36.22,299.57,35.47,-7.77,107.91,6.71,310.1724138,89.40495172,569.2,3.12,3.76,1.01
(주)종근당바이오,63160,201512,200112,,0,0,0,제조업,1,3.377155915,4.539178919,0.282844001,-0.69,132.8454316,4.79,-0.09,92.58,67.2,20401.73677,24357.25556,886.84,74.64473652,271.5,147.28,36.85,372.7,33.97,45.95,149.27,7.49,316.15625,79.60352083,592.5104167,3.23,3.65,1.03
(주)종근당바이오,63160,201612,200112,,0,0,0,제조업,1,6.017840524,6.114503079,5.926239578,0.69,44.43726978,6.61,0.01,89.63,69.7,21610.79257,25846.5024,946.41,74.71279442,258.84,144.66,44.2,358.86,33.85,74.98,135.21,8.25,320.1586207,93.78712759,623.8344828,3.07,3.79,1.0
(주)종근당바이오,63160,201712,200112,,0,0,0,제조업,1,-0.789604344,5.091295731,4.577926076,5.86,-22.2386183,5.01,-0.05,92.1,71.72,22600.11867,27162.50096,999.05,79.14154884,313.95,190.02,58.53,282.64,26.36,57.77,298.56,10.01,304.7035831,92.79953094,584.6351792,3.29,4.09,1.02
(주)종근당바이오,63160,201812,200112,,0,0,0,제조업,1,2.805911549,3.953460687,5.349948089,13.68,-22.4043567,3.85,-0.08,92.76,72.93,23809.21329,28236.41086,1042.0,80.02494955,331.12,210.96,50.56,511.7,24.96,54.27,366.18,9.75,298.2836676,80.42809456,528.7106017,4.04,4.36,1.17
(주)종근당바이오,63160,201912,200112,,0,0,0,제조업,1,26.462231,7.314662452,10.17923706,20.63,119.897406,6.6,0.03,88.88,74.77,26232.80955,30374.09582,1124.62,67.90842121,177.78,107.95,9.98,579.97,47.26,100.47,59.88,7.28,353.7885986,57.25318765,554.912114,4.36,3.36,1.1
(주)종근당바이오,63160,202012,200112,,0,0,0,제조업,1,21.476735,6.490743066,-9.173236429,19.95,-50.64405206,2.94,0.49,94.51,73.96,22712.50858,31194.16431,1130.4,59.5308907,191.66,63.48,3.17,306.65,67.98,12.12,13.66,3.85,375.9346535,92.43732871,565.6732673,2.75,3.85,0.96
(주)종근당홀딩스,1630,201112,197606,,0,0,0,제조업,1,21.96210454,32.53339189,8.058267492,1.31,15.71233686,13.31,1.49,86.34,59.12,43614.07418,26379.54023,978.91,53.18873545,172.44,136.74,31.63,432.47,88.01,7.86,35.07,9.79,119.3828921,11.41054175,387.545146,7.39,3.37,0.99
(주)종근당홀딩스,1630,201212,197606,,0,0,0,제조업,1,4.816655364,7.061839061,4.615538636,1.77,-9.916549669,11.38,1.15,88.04,30.25,45627.09862,27446.36015,1042.16,54.32804371,179.21,132.49,20.51,385.66,84.07,7.89,29.73,7.81,139.6537692,18.8790547,394.251501,6.91,3.37,1.03
(주)종근당홀딩스,1630,201312,197606,,0,0,0,제조업,1,-60.80280247,-51.82630804,-5.847175208,-97.6,4.764926101,16.73,0.77,52.3,564.28,153975.6352,36208.6818,1597.9,66.7696317,190.03,147.35,56.02,228.04,49.77,13.56,149.86,19.58,0.25,0.0,3924.0,8.78,5.06,1.42
(주)종근당홀딩스,1630,201412,197606,,0,0,0,제조업,1,9.055834963,1.707262295,-67.64364006,-27.78,-62.72481117,10.59,-0.02,81.0,86.2,49820.91075,37086.47468,1699.14,62.27045483,160.57,112.9,36.07,237.45,60.59,28.33,57.55,8.99,0.384615385,0.0,5241.538462,4.82,3.75,0.8
(주)종근당홀딩스,1630,201512,197606,,0,0,0,제조업,1,65.53650823,102.2875763,22.29195061,-7.69,-8.290999431,7.01,0.03,86.31,66.19,49540.78172,57019.72814,2567.56,76.09523431,221.64,163.37,79.3,195.69,31.41,23.72,12.03,1.18,5.458333333,0.0,11328.70833,4.44,4.35,0.81
