회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,매출액순이익률,금융비용부담률,사내유보 대 자기자본비율,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,당좌비율,현금비율,매출채권 대 매입채무비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,재고자산대순운전자본비율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,종업원1인당부가가치율_계산,노동장비율_계산,기계장비율_계산,자본집약도_계산,재고자산회전률,매출채권회전률
(주)팬스타엔터프라이즈,54300,201212,200201,,0,0,0,제조업,1,-17.5853556,84.38544796,8.258433074,1.193323039,-8.11,418.663159,-2.43,3.7,-80.37,3979.484585,-96.89840137,-264.3348291,743.2692414,54.64,85.91,12.86,154.08,1.01,1.38,1.99,325.2423488,188.7,253.26,14.31,83.20713108,24.09901961,24.10784314,3.480264706,254.127451,7.47,5.26
(주)팬엔터테인먼트,68050,201212,200607,,0,0,0,정보통신업,0,40.87929082,-53.09981598,28.89283475,15.35463766,6.06,308.1684128,0.35,1.91,31.18,4353.988539,15.3563532,79.3985261,4564.959309,809.1,115.48,50.47,984.36,2.1,0.49,0.62,61.77922971,13.18,825.15,14.96,61.47582272,160.7322857,1160.551049,0.0,1929.0,12.98,15.99
(주)퍼시스,16800,201212,199612,,0,0,0,제조업,1,-1.633047635,-13.669931,3.564255476,-20.03806796,19.69,-29.81365648,13.25,-2.05,91.63,19300.16713,2556.546609,2881.254783,26391.82609,2342.73,676.07,306.52,67.32,237.965,46.09,0.0,-63.98900401,37.89,450.72,20.62,19.42369194,150.5497697,411.2993421,33.40183224,1126.095395,11.76,14.38
(주)퍼시스,16800,201812,199612,,0,0,0,제조업,1,10.84666988,106.222851,9.407023255,9.054196013,-24.05,20.41936722,14.41,-1.16,91.63,27449.4993,3956.099913,4550.544696,36571.47826,3234.07,438.6,84.15,71.81,237.965,58.55,0.0,-58.84684102,77.36,1775.22,23.87,18.55753732,340.9488688,445.5022624,19.20600452,2190.823529,9.75,16.17
(주)퍼시스,16800,201912,199612,,0,0,0,제조업,1,-0.484340021,-25.35838931,5.549651802,-3.459151716,-5.88,-9.366957805,11.14,-1.55,91.63,26499.97948,2952.896696,2059.815217,38601.13043,3397.28,662.8,167.96,162.43,212.33,100.25,836.66,-77.87724801,65.67,1793.33,20.45,22.432255,299.6399519,467.0048077,16.78688462,2316.475962,10.6,20.18
(주)펄어비스,263750,201812,201709,,0,0,0,정보통신업,0,78.45578966,187.9336018,95.66329653,77.87372983,0.0,182.2127371,24.25,-0.38,56.31,31272.81094,11314.70115,12305.90991,31756.77973,6574.16,308.05,198.97,0.0,104.14,52.31,90.35,0.0,783.08,4283.23,59.75,25.24350144,357.2312828,47.56877898,0.0,906.4605873,0.0,9.87
(주)펄어비스,263750,201912,201709,,0,0,0,정보통신업,0,21.73393736,7.65130045,44.35772214,32.40715987,29.21,-10.41316934,24.25,0.08,65.64,41153.07579,12105.59886,12927.6874,43540.65883,8431.84,365.15,143.07,0.0,23.92,58.85,109.1,0.0,433.97,3174.01,60.25,37.21431435,294.4750359,78.66507177,0.0,879.0514354,0.0,10.49
(주)포메탈,119500,201212,201009,,0,0,0,제조업,1,12.63089138,-12.79412472,13.66206218,-23.42105046,-10.95,-89.96809692,8.75,-0.39,60.95,4306.883593,376.8764741,379.8216668,3085.154865,517.53,104.87,19.99,106.55,3.04,23.25,38.72,-24.53548951,34.8,97.01,24.15,52.75645203,102.5062295,295.1147541,105.7494262,491.8442623,15.74,5.59
(주)포메탈,119500,201812,201009,,0,0,0,제조업,1,-0.263350218,-14.77987614,3.857049533,2.635600851,5.34,-31.36051369,3.77,0.28,65.76,4679.662051,176.5325436,277.4156866,3661.277166,621.45,99.56,10.77,172.82,11.24,19.53,38.79,-39.73748201,27.57,51.34,21.98,65.43888221,88.32137681,330.0362319,172.7824855,439.5362319,11.99,5.93
(주)포메탈,119500,201912,201009,,0,0,0,제조업,1,3.358053964,5.295248879,3.123918186,-7.013996959,-1.45,0.052566729,4.27,0.31,67.28,4351.430697,185.8803812,325.4628592,3775.649873,643.99,97.94,8.98,153.53,9.97,19.88,42.16,-48.42068212,28.19,52.61,23.64,62.33367871,89.62875,337.1544118,171.0833309,460.9779412,10.92,5.58
(주)포스코아이씨티,22100,201212,200011,,0,0,0,"전문, 과학 및 기술 서비스업",0,28.20817152,-55.87178138,1.381473413,12.11585656,2.96,14.43086131,1.03,0.66,13.43,8234.320506,85.16766578,143.0768546,2007.038668,258.43,93.07,2.25,249.15,3.21,8.02,22.89,-53.69801344,160.73,14817.62,27.14,77.01723381,110.4124833,68.42935852,0.139197166,315.8894136,108.74,3.19
(주)포스코아이씨티,22100,201812,200011,,0,0,0,"전문, 과학 및 기술 서비스업",0,-5.580809746,-181.3411861,-15.25169795,-2.473756486,2.84,-24.8565874,-3.68,-0.16,2.56,6097.797392,-224.6883934,194.0109881,2222.465895,346.9,156.06,23.35,275.49,157.17,9.53,1481.06,1.120242887,164.51,98570.99,25.66,105.7383671,87.87701381,57.17869822,0.032541617,235.4994083,711.59,3.91
(주)포스코아이씨티,22100,201912,200011,,0,0,0,"전문, 과학 및 기술 서비스업",0,10.68231059,186.0998668,7.982566427,4.606956833,-2.6,14.16323588,4.09,-0.34,9.36,6378.720286,260.9625331,419.8687722,2389.039678,381.83,168.23,36.4,227.39,219.82,15.09,1357.85,1.114869565,278.24,98570.99,34.06,82.20982429,126.3383759,47.38598623,0.018562171,268.8934791,561.74,4.46
(주)포스코엠텍,9520,201212,199711,,0,0,0,제조업,1,22.37920848,-22.71331803,4.624139221,43.23850196,15.33,1.024579129,0.87,0.23,7.18,23025.46294,200.9852786,-155.9143852,4124.063401,684.19,90.8,3.69,244.23,2.51,-5.64,-7.94,135.0081384,194.81,556.16,8.94,77.45027744,71.99401338,25.26337793,11.94660117,285.014214,12.91,9.35
(주)포스코엠텍,9520,201812,199711,,0,0,0,제조업,1,-14.08540883,42.70738162,6.74486939,16.73049606,-3.19,56.0751344,4.69,-0.04,10.28,7227.412543,338.6286668,236.3919556,2119.242836,323.85,269.64,6.93,200.87,25.41,27.82,0.0,-36.16807892,929.86,2455.42,35.75,80.71253956,98.34329982,10.85648995,4.005151737,178.5390728,24.49,10.7
(주)포스코엠텍,9520,201912,199711,,0,0,0,제조업,1,5.120390076,-24.99540294,1.936618821,-4.077182449,-7.22,-31.22970358,3.66,-0.33,6.05,6932.737748,253.9870671,192.790079,2160.282439,332.06,264.12,4.41,302.31,1444.6,22.88,2018.33,-45.85752192,943.22,3142.7,37.41,85.34943449,106.4052906,11.49261084,3.385791133,178.5390728,22.12,8.2
(주)포스코인터내셔널,47050,201212,200103,,0,0,0,도매 및 소매업,1,-16.15629817,2.270121166,14.59031299,-9.693350195,1.17,-6.553977437,1.23,0.6,14.8,154300.1267,1892.421294,4604.583969,18642.14211,284.25,91.94,7.32,263.61,1.02,-3.78,-5.77,168.020494,143.84,407.09,3.31,25.73985199,327.4144098,182.2807634,4.292315419,3510.36665,17.58,5.84
(주)포스코인터내셔널,47050,201812,200103,,0,0,0,도매 및 소매업,1,7.753930598,-30.61863452,1.299308248,11.52900006,1.76,17.76894535,0.46,0.44,3.68,204043.8445,938.1234385,-1184.40396,22688.08607,368.05,85.77,3.72,220.44,3.23,1.69,2.69,238.0054429,61.56,170.84,2.87,28.94625759,248.4573194,338.1429319,171.7183246,4593.321466,20.64,6.71
(주)포스코인터내셔널,47050,201912,200103,,0,0,0,도매 및 소매업,1,-9.327025084,74.87134456,5.486076614,-2.984693232,3.3,28.07620721,0.83,0.41,6.41,197953.7617,1640.50907,13041.26132,23579.45683,394.06,110.09,6.63,182.38,4.29,12.37,21.44,75.58105709,73.98,217.12,3.86,25.33274964,350.2856412,319.2559554,157.3106944,3913.386214,20.0,6.67
(주)포스코케미칼,3670,201912,201905,,0,0,0,제조업,1,78.45578966,-23.79522156,32.7365581,7.24023872,22.4,-15.46995907,6.82,0.11,9.41,24328.78041,1658.736736,1029.351816,15239.07404,3171.2,184.02,83.81,221.61,28.51,10.18,15.27,47.21656019,76.56,130.11,21.95,51.09759678,174.3630499,442.2527859,148.9620915,950.6322581,9.98,7.61
(주)폴라리스세원,234100,201812,201710,,0,0,0,제조업,1,55.31226637,102.8092152,55.01693791,25.99356255,13.88,-20.18838917,2.3,0.46,49.54,2555.052822,58.7481071,-179.1690429,1546.710593,1446.69,120.29,46.67,230.35,1.92,-9.26,-20.18,-13.73727134,77.32,203.65,18.43,55.94696273,37.78501792,50.92114695,18.35331541,211.4551971,19.53,4.4
(주)폴라리스세원,234100,201912,201710,,0,0,0,제조업,1,38.34189713,151.8862199,27.92146366,42.32358483,7.17,496.4208394,4.07,1.78,50.45,3636.442771,147.9783863,244.3260807,1575.259064,1519.13,92.61,30.76,179.88,3.98,14.65,29.99,160.1290493,113.23,318.97,20.03,44.41056937,34.76361204,44.4548495,14.0987893,197.3846154,12.1,4.31
(주)폴라리스오피스,41020,201212,200510,,0,0,0,정보통신업,0,-11.03562575,23.58465144,4.91801875,39.7111705,2.25,643.2236429,5.62,-1.22,23.55,2626.270285,147.5911732,554.8574013,4406.907895,724.28,487.91,62.62,0.0,7.41,49.6,372.5,0.0,1694.86,5591.13,64.5,73.32634311,91.38228022,3.964285714,0.0,253.239011,711.59,3.8
(주)폴라리스우노,114630,201212,201001,,0,0,0,제조업,1,13.48770557,-32.66569366,12.29533728,19.66166729,3.49,-30.55157595,7.21,-1.02,50.42,5018.05531,361.8820775,657.5080478,4375.896981,799.97,411.89,86.17,299.84,18.21,40.56,56.35,-71.85311163,92.61,412.93,19.23,52.45222938,70.53544944,76.16292135,20.74165169,401.5,6.94,7.42
(주)폴라리스우노,114630,201812,201001,,0,0,0,제조업,1,-2.165249448,-309.2119976,-7.42983021,14.91096728,8.78,-37.94052843,-5.14,-0.66,47.81,3281.792461,-168.7758146,167.2199685,5038.984556,905.87,334.09,181.41,524.96,20.93,18.24,0.0,19.33092112,52.91,248.68,20.78,118.1277489,49.80869565,98.60869565,9.584968944,515.5031056,5.49,8.1
(주)폴라리스우노,114630,201912,201001,,0,0,0,제조업,1,-12.36741972,79.33082114,-1.974515201,-4.756737927,-9.94,-115.5962455,-1.12,-0.33,45.14,3125.686194,-34.88457499,-541.4202851,5145.364674,896.82,707.95,306.52,320.07,-6.77,-19.99,-45.72,23.38637546,69.23,347.75,29.02,89.21115036,76.86724138,95.43448276,7.366034483,521.3724138,5.21,8.14
(주)푸드나무,290720,201812,201810,,0,0,0,도매 및 소매업,1,78.45578966,54.2541519,95.66329653,52.07355126,0.0,51.05600729,11.42,-0.21,25.89,7781.411465,888.8396679,671.87337,7045.512849,1309.15,933.26,306.52,171.25,391.41,117.39,0.0,3.825462685,628.33,98570.99,19.89,34.59420569,100.1268269,54.63461538,0.0,496.75,33.97,20.9
(주)푸드나무,290720,201912,201810,,0,0,0,도매 및 소매업,1,9.800907949,-26.37613227,5.789271172,22.32151059,37.5,-16.42496437,6.88,-0.85,31.79,9518.340049,654.3981414,439.6846974,7455.443214,1420.13,857.55,306.52,144.79,288.51,62.43,867.6,8.513442619,154.23,6137.71,16.84,46.21866605,75.6479021,49.46153846,0.615167832,397.0629371,24.7,20.61
(주)푸드웰,5670,201212,199312,,0,0,0,제조업,1,-1.233543268,144.347187,1.024422739,14.30001224,-4.47,72.16753138,1.42,1.86,3.54,24663.37975,350.7555,998.8065,10536.5,2027.75,37.2,1.85,280.82,2.58,6.93,9.78,-431.3743671,47.97,263.32,25.99,67.1341716,61.10770213,141.2340426,18.38837021,349.5489362,4.46,6.86
(주)푸드웰,5670,201812,199312,,0,0,0,제조업,1,2.829529035,85.35482698,8.243254438,5.924111291,1.16,55.05406787,4.39,0.99,3.36,15473.74638,679.202875,1576.747625,5329.5,1099.33,60.22,8.23,212.96,5.89,12.36,19.32,-431.3743671,60.34,219.0,30.74,62.19434994,94.59308571,110.0171429,30.28053714,492.68,5.6,6.42
(주)푸드웰,5670,201912,199312,,0,0,0,제조업,1,13.86284195,488.6466176,58.96918557,16.27532007,-2.86,14.96461531,22.22,0.17,38.94,14393.7185,3198.4838,952.8843,6986.1,1461.87,103.5,34.93,204.0,11.03,16.62,32.36,92.60340574,121.3,450.17,52.16,34.22258022,305.1178824,113.2,34.18981176,651.8117647,5.94,7.34
(주)푸른기술,94940,201212,200709,,0,0,0,제조업,1,15.0464934,53.45550326,12.43407372,-5.363001585,14.06,58.5186971,10.33,-0.94,68.54,6801.221269,702.2444177,-45.44587932,5485.919311,1253.18,190.88,33.23,124.33,42.28,-1.84,-8.52,31.87627474,105.31,959.06,29.16,55.07482819,55.63280822,52.55479452,5.756547945,219.9863014,6.75,5.01
(주)푸른기술,94940,201812,200709,,0,0,0,제조업,1,7.38253025,54.25065331,9.499364415,15.88650951,3.42,-24.41221937,5.27,-0.03,64.49,3794.729763,199.8631925,-195.6500576,4014.631738,817.41,427.5,82.22,337.06,6.57,-16.88,-34.95,29.21437874,83.09,711.33,26.08,68.03450616,49.3661157,63.21487603,6.299206612,279.8099174,5.2,3.94
(주)푸른기술,94940,201912,200709,,0,0,0,제조업,1,4.573927624,-54.52162616,8.371214201,-6.209949606,4.96,-36.26540252,2.55,-0.19,61.49,3559.078957,90.89452986,310.9842077,4350.642101,868.65,620.78,172.96,233.87,3.88,5.44,10.0,21.91899946,81.17,809.77,26.44,73.21582115,44.1519685,58.81889764,5.045228346,280.4330709,5.22,4.4
(주)풀무원,17810,201212,199510,,0,0,0,제조업,1,10.70617475,-43.22843759,0.15783381,6.373851624,3.7,-0.053093394,0.69,1.25,40.19,382737.7201,2643.997065,18624.27191,40650.07567,1117.68,116.79,22.11,127.92,1.51,8.1,11.58,64.30574195,79.45,399.6,21.95,65.07149645,155.4795635,26.03968254,0.0,1282.595238,15.98,12.28
(주)풀무원,17810,201812,199510,,0,0,0,제조업,1,10.1130291,-58.43436469,17.01660142,1.512811173,-2.23,-24.73158069,0.56,0.49,39.31,382737.7201,3000.267296,14074.76037,91005.3832,1491.91,69.49,19.72,123.88,2.85,7.87,14.88,-192.7544332,99.03,272.58,24.27,65.97911307,150.78849,38.2022792,0.0,1364.609687,23.18,12.01
(주)풀무원,17810,201912,199510,,0,0,0,제조업,1,22.22812501,-159.6214351,5.302297024,4.818634052,25.64,-24.04420834,-0.32,0.96,33.8,56532.25498,-178.880242,2027.520532,10821.41875,1805.07,58.25,19.44,126.35,1.19,7.08,11.24,-69.10204667,66.94,265.7,22.91,67.6861235,125.1203855,98.4739229,0.0,1146.1678,22.52,12.22
(주)풍산,103140,201212,200807,,0,0,0,제조업,1,0.254121329,51.57014686,2.566007249,0.657064886,3.6,3.568182454,2.13,1.96,36.0,103491.7714,2202.715767,5356.249249,35699.22479,588.81,52.85,2.52,315.56,2.22,4.78,6.16,201.2789215,48.14,129.07,15.42,55.39413253,113.2588471,262.4687682,57.52697548,656.178634,3.29,6.63
(주)풍산,103140,201812,200807,,0,0,0,제조업,1,-2.248695004,-58.79082518,5.361554117,-5.788300335,4.07,-55.40634298,2.24,1.01,52.8,99003.43463,2215.939265,2896.96334,49143.9601,882.99,58.39,6.63,315.58,3.75,8.48,11.81,166.9553952,49.95,127.63,19.18,61.06574745,125.0495771,280.0207135,84.29056387,688.6274453,3.25,6.31
(주)풍산,103140,201912,200807,,0,0,0,제조업,1,-3.958209958,-71.61748601,0.325519666,-11.6487391,-3.88,-61.72816014,0.72,1.17,51.69,87470.78283,628.9392719,7196.031812,49216.8255,886.23,59.68,9.24,455.33,1.38,12.0,17.25,163.883347,42.94,111.18,18.99,66.83165777,108.9754864,285.9512122,88.07602514,681.6156839,2.95,6.72
(주)풍산홀딩스,5810,201212,198807,,0,0,0,"전문, 과학 및 기술 서비스업",0,3.32965388,-19.99856295,5.031591566,14.04737593,-9.45,-31.61375402,16.51,-0.31,24.17,29304.0073,4837.219679,1648.07387,51408.09379,1052.16,168.81,115.64,228.7,19.49,16.41,43.91,43.0502538,69.59,217.48,36.27,42.31401799,123.633544,116.7637363,47.73940659,1214.098901,7.92,7.6
(주)풍산홀딩스,5810,201812,198807,,0,0,0,"전문, 과학 및 기술 서비스업",0,7.439396675,-47.62179454,4.429956689,-2.763754878,0.57,-50.36843401,11.59,0.09,30.16,39062.83504,4526.111569,-1403.981434,56337.66326,1520.79,113.33,16.2,287.61,28.16,3.32,8.15,82.6410126,68.37,172.15,31.53,49.63045012,142.9060907,133.490085,83.13301133,1401.739377,5.09,7.23
(주)풍산홀딩스,5810,201912,198807,,0,0,0,"전문, 과학 및 기술 서비스업",0,6.741881864,-31.83014389,1.246450402,-13.60797393,-3.4,-70.4716235,9.14,0.36,28.77,33747.17463,3085.443744,-1855.01,55205.07731,1541.16,97.66,20.71,433.81,6.23,-6.37,-25.86,105.3399282,83.68,144.71,29.21,61.71359537,120.2736364,139.6217009,83.57268622,1421.28739,3.72,5.23
(주)프럼파스트,35200,201212,200201,,0,0,0,제조업,1,2.763035812,24.64657191,5.799272694,7.99475364,-4.17,38.52470997,3.01,1.07,47.69,6982.357143,210.3762987,-66.52922078,2768.181818,528.83,160.78,13.94,601.0,4.01,4.29,5.94,48.24265325,49.48,209.41,13.13,41.25589845,72.5442029,151.6956522,26.54411594,427.2463768,9.21,4.13
(주)프럼파스트,35200,201812,200201,,0,0,0,제조업,1,-1.979410979,-62.08064464,2.359424674,-33.02540048,-19.32,-56.44506279,5.04,-0.22,70.68,3694.989451,186.2725759,838.0463428,3847.111676,703.69,588.45,188.61,753.49,124.78,117.39,478.69,18.91565645,80.61,527.56,18.97,55.92658462,87.79816901,106.8732394,14.99674648,542.3521127,6.37,2.11
(주)프럼파스트,35200,201912,200201,,0,0,0,제조업,1,-4.762058903,-28.23905245,-0.94454803,-10.11870138,-5.63,-38.5498935,4.02,-0.94,75.59,3019.228947,121.5207916,698.4155123,3532.673764,656.33,933.26,272.78,842.97,561.6,117.39,3402.53,13.37610464,67.34,487.56,16.59,62.91565412,82.3319403,108.0447761,14.95307463,557.4029851,7.04,2.83
(주)프로텍,53610,201212,200108,,0,0,0,제조업,1,12.8484141,-20.25151304,18.72545235,48.74637331,1.04,45.83465042,18.51,-1.33,79.61,9005.83,1666.849,833.4883333,8703.444444,1636.69,229.58,84.33,312.37,662.9,61.42,0.0,47.84613616,231.41,5005.8,37.32,40.95387581,146.704359,235.8102564,0.573358974,460.6564103,6.3,5.59
(주)프로텍,53610,201812,200108,,0,0,0,제조업,1,12.94016897,0.114289374,14.05074564,2.798115203,9.24,6.790777526,16.51,-0.11,91.63,16278.07247,2686.935471,946.6325405,17789.78739,3502.46,271.76,81.52,517.92,212.7,19.37,83.8,34.71916911,72.04,3452.77,37.36,38.30127116,185.9203676,283.3125,6.088955882,719.0955882,5.2,3.43
(주)프로텍,53610,201912,200108,,0,0,0,제조업,1,16.99470286,47.13757509,25.00103675,16.74169433,4.41,43.19276108,20.8,-0.44,90.73,16343.18664,3400.075818,6928.778273,18922.0,3748.37,556.34,306.52,929.99,454.0,117.39,808.59,15.22048134,97.34,5005.99,43.06,34.77746352,252.8001056,272.1901408,5.082799296,798.7007042,7.54,4.46
(주)프리엠스,53160,201212,200110,,0,0,0,제조업,1,6.740779559,38.84652318,9.811157659,17.80449623,7.76,11.18499937,7.94,-1.45,66.27,6428.982667,510.4141667,561.8093333,5042.833333,989.55,418.85,3.63,111.09,41.31,59.05,341.66,9.851938316,69.06,2972.42,22.63,61.29995667,69.6152,99.144,1.263432,286.64,24.87,12.7
(주)프리엠스,53160,201812,200110,,0,0,0,제조업,1,2.151628902,102.6237904,4.746120323,-4.836766467,-13.95,11.12407843,8.46,-1.62,0.0,4546.249333,384.4161667,226.3323333,7505.333333,1464.32,933.26,306.52,192.45,3087.84,2.74,0.0,5.869303062,91.11,24058.17,28.05,68.86855068,92.53148649,112.1486486,0.22272973,653.6891892,12.63,13.56
(주)프리엠스,53160,201912,200110,,0,0,0,제조업,1,-0.468974453,-76.55644035,0.274643317,-32.38215854,-9.46,-129.2639789,2.93,-3.03,66.65,3074.075667,90.12083333,98.64916667,7555.333333,1468.47,933.26,31.38,169.58,-17.38,34.42,689.0,5.314830911,50.8,53368.77,23.04,99.55461258,60.50537313,123.7761194,0.137,718.5671642,8.99,9.59
(주)플래스크,41590,201212,200211,,0,0,0,건설업,1,12.36012387,18.34355251,32.43694847,29.75118339,-11.9,240.9483697,7.56,0.55,-7.79,4490.225729,339.4433004,522.4321467,1338.810787,181.13,145.03,80.93,34.21,5.81,25.55,61.23,-35.54222235,148.47,366.82,13.24,31.2773914,259.7481081,306.4594595,69.66962162,985.1081081,16.54,29.33
(주)플랜티넷,75130,201212,200506,,0,0,0,정보통신업,0,23.28381657,125.8116458,23.90404456,17.03474351,-4.4,-16.24105866,24.25,-3.03,65.64,2848.570536,817.7985491,340.4462054,7572.209821,1547.03,506.88,76.02,688.54,16.44,42.2,110.69,0.29653063,15.57,140.93,8.94,0.0,-21.50942529,163.2643678,14.63117241,808.6436782,325.62,4.76
(주)플랜티넷,75130,201812,200506,,0,0,0,정보통신업,0,-0.884395086,150.0365788,-1.20554071,5.149714315,-2.35,152.7610646,6.42,-2.05,60.92,2593.35904,166.4396205,487.3830357,6972.767857,1548.87,466.25,215.18,371.12,62.23,54.28,233.04,0.219516168,114.99,1004.73,55.33,71.43758249,105.8226506,131.8915663,14.43307229,814.5060241,201.15,5.26
(주)플랜티넷,75130,201912,200506,,0,0,0,정보통신업,0,2.528448066,78.98845235,2.420048586,1.38067713,-27.47,-6.382140642,11.33,-2.09,63.02,2629.164955,297.9077009,372.5493304,6856.584821,1572.99,462.73,206.11,401.91,52.14,49.53,189.43,0.38323383,123.35,1068.55,61.06,66.93538687,125.6456897,175.0344828,6.035258621,1126.672414,319.15,4.68
(주)플레이그램,9810,201212,198808,,0,0,0,도매 및 소매업,1,-20.81814264,-43.13214149,-27.0911252,-21.13269686,-24.0,-135.8852966,-33.34,-1.67,-12.75,646.7631768,-270.0688771,-5.593870437,1296.610866,172.25,933.26,306.52,2096.89,-5.837142857,117.39,0.0,12.09070969,-17.08,-70.14,-5.79,-23.45071678,-77.36723404,9.684210526,0.0,1993.315789,4.27,2.72
(주)플렉스컴,65270,201212,200210,42472.0,0,0,0,제조업,1,43.62658662,157.0372861,49.73968627,77.87372983,14.55,51.72355928,5.59,0.49,55.05,28025.37116,1566.751329,2423.828915,7127.051108,1563.55,78.27,33.74,61.18,13.05,12.67,28.78,156.3592624,152.39,382.8,20.08,49.59934424,123.223873,51.62295082,10.14173361,355.2930328,6.45,12.69
(주)피델릭스,32580,201212,199704,,0,0,0,제조업,1,-19.55203343,-28.50573419,6.57598877,10.55380381,-9.09,8.612808838,2.34,0.38,37.63,5105.086238,119.6280364,540.3764974,1633.741391,226.11,88.03,11.54,141.96,8.23,46.9,98.71,114.2313187,408.51,439.22,11.02,40.10091059,171.6336667,40.46666667,47.49733333,847.8,5.54,8.48
(주)피델릭스,32580,201812,199704,,0,0,0,제조업,1,23.83633275,621.3762107,21.12338276,23.35184361,-2.78,103.7056763,4.69,1.3,13.78,3518.187629,165.1365338,-157.8976653,1375.445186,175.85,87.98,1.14,176.89,3.69,-5.66,-12.3,-78.54620834,1142.95,1259.91,15.2,31.89350976,163.7601429,14.32857143,26.24504286,921.5571429,3.35,3.26
(주)피델릭스,32580,201912,199704,,0,0,0,제조업,1,6.556464963,-134.3870792,22.16152476,-25.72295672,0.0,-112.7009437,-2.17,1.96,6.99,2130.425151,-46.29468454,-140.7309832,1369.854888,174.59,101.33,1.84,185.32,-0.41,-10.83,-25.29,-96.65056693,538.84,722.03,12.2,49.22159297,97.67185714,18.12857143,16.70255714,981.9714286,2.02,1.94
(주)피씨디렉트,51380,201212,200202,,0,0,0,도매 및 소매업,1,-11.34450862,-37.18834539,7.047603202,-0.023982528,-1.52,-61.4864408,0.76,-0.13,72.04,45979.98523,351.1648523,135.4445308,4726.283048,845.27,185.45,75.49,77.32,17.63,14.49,87.3,-45.92815814,1874.95,0.0,3.04,65.86660482,82.92307692,2.87434555,0.0,472.8153846,26.06,22.11
(주)피씨디렉트,51380,201812,200202,,0,0,0,도매 및 소매업,1,5.503636212,10.9715063,17.42230044,5.556744385,10.67,66.9390773,1.39,0.17,48.05,29582.19772,410.7618528,442.0442626,4324.665108,764.94,198.52,41.99,212.01,10.34,11.0,40.28,-56.96832017,1874.95,0.0,4.31,49.51767029,124.6449398,2.87434555,0.0,681.8313253,20.55,8.32
(주)피씨디렉트,51380,201912,200202,,0,0,0,도매 및 소매업,1,19.46004522,13.14258971,2.805302882,16.06327962,-1.2,20.18618759,1.35,0.16,54.15,36332.32601,491.7950441,-1058.678866,4704.809366,840.96,161.87,14.23,219.99,11.21,-7.19,-18.23,-55.7655976,1874.95,0.0,4.06,47.86067516,137.995122,2.87434555,0.0,824.4512195,19.64,8.78
(주)피에이치씨,57880,201212,200312,,0,1,1,도매 및 소매업,1,-17.00656554,-795.1284504,-15.99852422,-35.1056083,-27.47,-358.1124348,-25.33,0.37,52.36,4086.981848,-1035.375933,-15.81291734,6147.554141,1098.75,328.81,90.48,773.42,-7.85,9.66,16.19,46.53768611,-17.08,-70.14,-5.79,-64.05574513,-77.36723404,204.0549451,4.621186813,1159.736264,1.81,1.86
(주)피엔티,137400,201212,201207,,0,0,0,제조업,1,46.13695506,-44.37704527,94.11310596,-30.95590428,0.0,-42.55384427,9.39,-0.29,49.32,6940.099737,651.5823684,1387.796579,6160.526316,1129.28,74.55,9.92,102.67,68.55,33.25,609.67,130.4777975,68.1,481.32,21.68,45.04545466,86.08283688,121.7092199,3.640617021,556.7234043,1.57,5.38
(주)피엔티,137400,201812,201207,,0,0,0,제조업,1,20.74495472,-66.86294125,18.00615918,71.38329153,2.66,-63.45262261,0.29,0.82,51.4,29112.29147,83.96175358,-1623.425434,8923.88505,1671.54,49.16,3.5,26.78,1.67,-6.02,-25.96,354.4556829,70.95,345.14,10.76,63.22504679,79.87122222,77.72592593,1.658366667,966.3111111,1.91,7.05
(주)피엔티,137400,201912,201207,,0,0,0,제조업,1,71.99713891,-507.4127404,2.914235302,25.2101161,5.93,-60.63663817,-0.94,0.83,46.78,17312.05652,-162.4609388,238.771028,4373.665363,784.26,35.2,1.14,26.68,0.54,-1.15,-6.07,514.6875447,41.27,332.91,6.95,85.51927903,49.21884615,184.6013986,0.445888112,1614.241259,1.56,9.26
(주)피엔풍년,24940,201212,199501,,0,0,0,도매 및 소매업,1,5.758132502,110.769314,2.353929817,5.998729608,-4.66,156.2785201,1.23,0.08,73.17,6167.8898,75.7597,48.0777,2681.2,439.92,96.69,39.3,123.97,2.54,2.71,6.62,-64.3077026,73.42,384.16,19.76,81.07661763,66.2451087,91.75543478,17.30846196,232.9456522,6.89,9.4
(주)피엔풍년,24940,201812,199501,,0,0,0,도매 및 소매업,1,-0.210074607,-16.58405337,2.992739476,-7.850951195,-2.08,-43.20017699,1.94,0.25,77.85,6184.2455,119.7018,-163.8701,3310.8,565.85,128.96,16.0,197.85,2.8,-4.03,-7.2,-58.00955865,122.03,904.58,23.71,80.67861505,77.99207447,97.88829787,8.62187234,258.1170213,6.88,8.38
(주)피엔풍년,24940,201912,199501,,0,0,0,도매 및 소매업,1,8.076796405,352.921677,15.61626831,-11.72277038,-1.6,-251.366835,9.93,0.16,80.78,5459.2806,542.1554,1033.9974,3827.8,669.25,201.57,25.78,172.01,-6.61,30.71,393.53,-86.37637609,125.98,1057.1,36.02,59.46357153,106.2985946,85.34594595,10.05570811,283.4918919,5.65,8.76
