회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본순이익률,총자본정상영업이익률,자기자본정상영업이익률,금융비용부담률,사내유보 대 자기자본비율,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,유동비율,당좌비율,현금비율,매출채권 대 매입채무비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 매출액비율,재고자산대순운전자본비율,설비투자효율,기계투자효율,노동소득분배율,종업원1인당부가가치율_계산,노동장비율_계산,기계장비율_계산,자본집약도_계산,재고자산회전률,매출채권회전률
(주)모다이노칩,80420,201212,200512,,0,0,0,도매 및 소매업,1,4.488971443,-18.93411017,16.15953777,2.63690465,34.12,3.641017453,13.86,18.06,24.32,-0.05,86.43,4840.738668,960.1510437,1865.630029,5578.175046,1330.16,426.24,364.36,68.03,1289.07,17.35,107.13,179.46,27.93,18.96724928,118.13,245.17,41.98198194,124.2552924,107.1461988,48.68345029,310.9619883,7.19,4.92
(주)모다이노칩,80420,201712,200512,,0,0,0,도매 및 소매업,1,11.43570468,79.30098105,16.13058622,70.32403924,4.68,105.293533,6.26,8.19,18.79,1.43,56.29,7821.091824,976.3816647,1349.371241,7125.971421,1496.03,92.31,74.58,21.62,61.22,5.33,16.56,29.79,19.34,-230.5571467,45.95,277.98,32.42264229,171.1356703,382.8690293,41.04031587,867.9984592,6.78,6.35
(주)모다이노칩,80420,201812,200512,,0,0,0,도매 및 소매업,1,-1.662342557,-34.06874701,20.80421233,3.03585639,6.16,-15.10683519,3.95,6.65,13.45,2.04,53.72,8058.52894,643.7406655,-61.55353939,8620.572221,1626.88,114.39,82.72,19.04,82.55,4.63,8.77,13.84,7.99,220.1276944,44.09,274.24,34.86824985,138.4081858,340.7518142,38.91679681,787.5370102,5.99,5.54
(주)모다이노칩,80420,201912,200512,,0,0,0,도매 및 소매업,1,39.3143836,-75.937654,2.047874771,-0.356996074,-8.56,-29.39625163,0.8,3.96,8.59,3.58,54.88,4014.880154,77.44955315,384.2505111,4322.72941,764.06,85.73,50.2,12.31,68.61,1.94,2.62,3.23,4.4,-248.8764265,24.44,248.39,42.20829945,112.0556667,514.6857143,37.37093651,1197.633333,4.82,7.12
(주)모두투어네트워크,80160,201112,200507,,0,0,0,임대업,1,9.289468295,-13.82136002,11.59932109,6.750362777,3.63,-13.7952508,10.44,12.67,24.19,-1.82,63.28,14879.685,1642.58119,1814.581905,8467.97619,1803.34,213.74,213.74,53.93,0.0,616.91,41.48,3039.33,20.62,0.0,1191.45,5810.28,0.0,17.02927736,2.885057471,0.0,174.8736842,0.0,7.34
(주)모두투어네트워크,80160,201212,200507,,0,0,0,임대업,1,9.704915723,27.87558809,14.58275719,10.32150066,-1.17,26.97730814,12.41,14.95,26.97,-1.43,70.6,10943.66119,1400.306905,1758.965238,6503.015873,1387.54,210.36,210.26,76.1,0.0,371.5,28.96,3039.33,13.56,0.095818883,648.55,27236.59,58.73551356,68.12009677,10.2688172,0.006217204,174.8736842,745.95,6.52
(주)모두투어네트워크,80160,201712,200507,,0,0,0,임대업,1,60.77811309,52.36594923,59.92096077,22.71918161,2.46,59.5829627,8.82,11.71,24.53,-0.33,81.88,15394.08212,1280.209259,2022.168307,7393.439153,1508.38,145.28,145.19,36.99,0.0,66.09,19.74,76.84,12.01,0.214768926,498.43,23205.21,68.9028372,79.54326139,8.996003197,0.08322462,203.7969624,745.95,7.88
(주)모두투어네트워크,80160,201812,200507,,0,0,0,임대업,1,-1.080601807,-49.66816148,-1.147425404,25.4426256,-1.12,-48.29171395,3.62,4.94,10.37,-0.26,86.65,19310.74079,644.3528571,1817.57836,7578.095238,1564.5,135.09,127.75,38.5,0.0,11.92,20.7,77.05,9.94,20.93243781,100.47,24545.85,80.82585867,68.43653193,2.885057471,0.0,208.1875505,66.07,10.77
(주)모두투어네트워크,80160,201912,200507,,0,0,0,임대업,1,25.71539997,-65.95107236,-4.262473658,-18.57789749,-6.39,-80.74721046,1.1,0.85,2.05,0.41,89.03,15723.21116,219.3952381,1382.749735,7210.37037,1528.46,146.16,139.09,40.92,0.0,0.86,11.28,23.18,10.18,15.30155303,55.15,31007.13,81.50582961,63.45751295,3.100172712,0.0,226.7728843,28.64,12.34
(주)모린스,110310,201112,200909,41740.0,0,0,0,제조업,1,-18.57622308,-964.6012188,-36.05506906,-39.06662204,6.48,-449.4588517,-20.27,-11.54,-25.24,5.94,-9.93,1372.022499,-1622.74537,-544.6686563,2820.10644,525.68,50.4,33.38,14.83,208.97,-15.43,-3.13,-3.45,-4.9,-9.660724611,-19.96,-40.86,-45.50062592,-88.28790698,485.0869565,164.8515565,610.4347826,4.59,9.05
(주)모린스,110310,201212,200909,41740.0,1,0,1,제조업,1,26.14282754,7.137907846,-36.05506906,85.69002802,17.39,9.610034364,-20.27,-11.54,-25.24,5.49,-107.39,2633.511285,-1506.915301,-504.3092552,1663.909535,294.44,50.4,33.38,5.64,32.89,-8.47,-11.39,-16.78,-15.79,-8.904677244,-18.89,-42.41,-67.32970185,-83.37296296,505.3259259,114.9102444,655.9481481,8.81,15.51
(주)모바일리더,100030,201112,201005,,0,0,0,정보통신업,0,-3.553570792,-41.75391843,0.001727421,-20.40554152,-25.57,-73.04199874,7.88,3.04,3.25,-3.09,61.48,3052.685465,654.0176763,640.1224345,7810.058976,1588.85,1045.09,933.26,67.45,0.0,476.05,114.34,0.0,27.93,0.0,1880.24,34383.32,78.7983392,69.34931298,2.885057471,0.0,203.6641221,0.0,4.33
(주)모바일리더,100030,201212,201005,,0,0,0,정보통신업,0,27.30315072,-9.381232227,13.77741185,0.339001447,0.76,65.18410438,5.73,4.03,4.69,-3.09,65.08,3063.034113,592.6627593,1146.311159,8288.176132,1711.31,531.05,531.0,103.05,509.61,1740.59,78.65,248.34,27.93,0.009992361,1880.24,46335.49,73.10517587,63.53931818,2.885057471,0.0,218.9469697,745.95,4.46
(주)모바일리더,100030,201712,201005,,0,0,0,정보통신업,0,-5.867303531,577.8086146,-6.065152832,-0.564256908,2.78,-29.55925065,2.96,1.76,1.89,-3.09,77.06,4063.546034,297.5021576,481.093055,9622.640705,1990.94,596.08,596.08,90.7,752.72,3543.84,103.47,0.0,16.64,0.0,1880.24,40812.89,85.26352045,73.015,2.885057471,0.0,440.8108108,0.0,3.75
(주)모바일리더,100030,201812,201005,,0,0,0,정보통신업,0,13.30400361,350.9581211,11.5380104,15.00096339,6.76,490.9838403,12.9,10.07,10.89,-3.09,78.98,4673.117086,1341.61014,988.6463925,9613.809242,2217.26,831.11,831.11,88.25,2149.51,3543.84,81.54,350.07,15.73,0.0,1880.24,89271.83,63.64833836,53.47088608,2.885057471,0.0,416.8734177,0.0,4.01
(주)모바일리더,100030,201912,201005,,0,0,0,정보통신업,0,4.659564292,-134.5648949,-4.170500819,53.5266253,-16.46,44.41884627,-4.1,13.38,15.23,-2.84,73.6,7174.478959,-463.7261345,2456.973719,7802.141112,2116.59,399.66,399.66,89.3,187.82,3543.84,93.67,885.91,24.01,0.0,1880.24,89271.83,104.1756735,-25.01166667,2.885057471,0.0,405.030303,0.0,6.23
(주)모베이스,101330,201112,201002,,0,0,0,제조업,1,15.91354118,767.8950912,13.16829117,17.96135205,0.0,110.5826665,3.23,5.4,9.88,0.46,65.31,14305.29833,426.1327778,1999.779111,7293.888889,1393.33,114.45,98.44,38.7,59.4,4.54,18.44,34.7,8.45,110.7666146,51.24,102.18,55.27830631,44.68580913,104.7842324,33.86675519,423.7966805,17.39,14.39
(주)모베이스,101330,201212,201002,,0,0,0,제조업,1,4.422853678,381.5673779,24.71514051,56.69994222,-7.47,228.276989,14.32,16.35,27.92,0.32,66.87,22416.39422,2052.116444,2963.735222,7637.555556,1762.4,142.77,126.53,68.12,65.3,16.34,46.58,131.51,11.07,37.96722381,89.96,177.02,38.17211745,61.89838565,106.573991,32.95120179,403.0403587,26.18,13.51
(주)모베이스,101330,201712,201002,,0,0,0,제조업,1,1.105631177,-51.19005265,-0.087635994,12.38639798,21.43,-30.47267124,6.18,9.4,11.3,-0.01,79.36,16044.76434,769.875397,1357.872089,5574.502702,1966.24,270.21,220.31,91.74,100.35,65.08,73.45,1412.84,9.96,29.31989694,80.96,185.03,55.07609388,129.5122794,200.3455882,12.25776471,912.8823529,15.44,10.94
(주)모베이스,101330,201812,201002,,0,0,0,제조업,1,19.50049749,36.41874517,8.725486518,17.00157817,-16.18,-1.459993905,7.64,8.39,10.68,0.04,81.11,15665.24685,876.4086833,1117.569951,5030.054861,1787.99,239.09,195.28,67.99,110.61,49.33,36.31,143.67,7.18,31.49752609,66.05,159.43,51.48062574,167.012193,235.5701754,15.2292193,1252.263158,16.55,10.66
(주)모베이스,101330,201912,201002,,0,0,0,제조업,1,80.33282474,121.6021411,52.72208491,73.85933784,-31.65,38.60033742,7.21,4.95,11.24,0.68,83.16,27235.49444,1942.140407,3451.342814,5719.422521,2156.65,84.7,59.35,12.63,114.81,6.15,8.45,16.78,8.39,-165.7297448,46.56,125.07,47.62187698,371.2395455,585.1590909,30.10047727,4173.295455,8.14,5.14
(주)모베이스전자,12860,201112,199410,,0,0,0,제조업,1,14.1010587,247.7840602,25.00127448,15.01210126,25.39,85.55717513,3.78,7.38,23.59,0.74,17.99,19261.23915,480.4075185,-223.1896667,3762.333333,734.79,112.35,85.11,6.69,123.71,5.89,2.24,4.88,1.11,220.5371622,93.86,287.63,64.49919252,64.95892073,94.5148042,31.05803629,294.0439351,11.08,4.95
(주)모베이스전자,12860,201212,199410,,0,0,0,제조업,1,11.06407357,-68.5469042,-3.647259924,10.47156677,0.76,-53.09613628,1.02,2.96,9.82,1.26,1.05,21278.19267,151.103037,90.92955556,3247.592593,679.22,95.75,68.15,6.05,145.59,1.58,-0.59,-1.1,-0.31,-450.8946395,91.77,265.17,66.84275905,59.29533649,96.20663507,36.90346825,298.7109005,9.75,4.63
(주)모베이스전자,12860,201712,199410,,0,0,0,제조업,1,-10.80326408,-350.6968285,-26.77357285,-2.862306731,1.18,-187.9619979,-7.13,-2.33,-8.74,1.25,0.9,26305.24193,-1613.361111,2145.658148,3787.518519,841.15,82.62,52.22,4.1,139.24,-1.6,7.89,12.59,4.87,-174.8113631,54.47,141.1,104.9937903,62.24231387,144.1248175,51.705,342.6255474,7.14,4.58
(주)모베이스전자,12860,201812,199410,,1,0,1,제조업,1,10.28012272,61.190721,-5.613601327,1.091080098,-4.23,692.7769383,-2.79,0.28,1.25,1.49,0.91,26592.25319,-626.1338148,388.6663333,3956.962963,812.54,82.41,51.84,3.26,130.62,0.15,6.77,11.27,4.77,-173.8624217,70.45,214.33,82.06666365,94.436875,152.3407012,46.00428354,397.7842988,6.81,4.62
(주)모토닉,9680,201112,199401,,0,0,0,제조업,1,8.167041974,-36.84777354,8.939096481,-12.13430886,3.01,-24.03761168,6.52,6.38,7.73,-3.09,12.94,7825.371545,819.1465152,-97.7899697,9814.939394,1972.42,1045.09,933.26,166.33,251.37,141.5,26.51,429.46,7.13,8.264167811,111.69,295.81,41.54643267,138.0970803,117.2445255,49.7785292,1365.346715,10.13,7.29
(주)모토닉,9680,201212,199401,,0,0,0,제조업,1,6.480493511,3.141828884,5.886970258,-6.914100208,-2.55,-1.262465712,6.38,5.97,7.17,-3.09,7.05,7284.317515,844.882697,802.7501818,10392.51515,2090.18,955.69,909.48,107.82,224.16,161.17,15.3,260.76,4.84,5.399913779,109.54,264.69,42.59273754,145.3664419,123.7041199,57.70950562,1453.243446,10.43,4.9
(주)모토닉,9680,201712,199401,,0,0,0,제조업,1,-0.363531917,-41.61933559,1.022854322,8.310775107,-13.6,438.4407241,2.94,2.95,3.24,-2.12,3.92,6410.045667,384.7564242,573.6886667,12046.42424,2404.09,1045.09,933.26,134.34,164.63,561.14875,39.36,0.0,6.67,4.390233656,46.94,126.45,46.94046215,140.0581818,298.3916084,109.2641189,1502.482517,14.71,9.64
(주)모토닉,9680,201812,199401,,0,0,0,제조업,1,0.607511973,-22.91875805,-0.139629557,-7.695412485,-0.35,-43.21204156,2.26,1.67,1.83,-2.77,2.32,5916.766212,296.5750303,661.9743333,12034.72727,2407.35,1045.09,933.26,161.51,136.75,561.14875,52.26,0.0,10.44,4.090522768,43.41,125.3,53.57551888,123.3807368,286.4280702,96.97053684,1520.378947,14.82,9.51
(주)모토닉,9680,201912,199401,,0,0,0,제조업,1,1.550581918,16.0195754,3.237058518,6.343530149,-2.46,33.87831856,2.6,2.22,2.41,-2.86,3.89,6292.098061,344.0850909,906.1479091,12300.84848,2488.99,1045.09,933.26,112.13,111.01,965.54,78.52,2311.9,12.46,3.621256944,50.1,156.51,54.03471581,105.797482,274.8597122,98.07214388,1576.446043,17.11,11.63
(주)모헨즈,6920,201112,198901,,0,0,0,제조업,1,30.60999898,-0.795762356,9.212105075,16.1801038,7.94,8.360497754,2.0,3.44,11.75,1.25,-4.27,5850.259341,94.30979853,474.0117216,828.9377289,84.67,78.28,54.99,3.2,88.08,2.16,5.18,15.93,3.46,-107.2769643,45.14,309.89,65.80783276,46.53720588,64.73529412,7.671705882,334.7941176,7.56,3.86
(주)모헨즈,6920,201212,198901,,0,0,0,제조업,1,-5.2508087,100.5233706,10.63387436,9.911651642,2.94,37.26282256,3.64,4.29,14.83,0.9,-0.66,6430.116667,189.1131868,395.9371795,858.6080586,104.46,76.39,49.59,3.43,78.22,3.66,12.51,41.39,6.76,-113.5080327,50.81,357.84,60.30311605,58.26414286,85.62857143,5.891442857,285.0,7.86,4.2
(주)모헨즈,6920,201712,198901,,0,0,0,제조업,1,4.480069318,33.02294275,8.926535155,4.547673025,-7.41,-27.72399907,3.0,3.3,8.99,0.09,17.76,10745.33114,223.8722527,513.5799451,1050.732601,276.57,109.78,83.93,19.55,78.4,12.03,7.9,57.28,3.5,264.2725469,57.67,549.89,66.42810389,70.82746667,101.0133333,10.92696,347.6266667,10.96,4.66
(주)모헨즈,6920,201812,198901,,0,0,0,제조업,1,-19.07553903,-37.00787627,-8.160182359,-8.883828547,-1.33,-37.77404253,2.04,2.22,5.59,-0.12,30.34,9790.734341,141.0218864,740.4337912,1240.659341,302.26,124.68,113.02,27.44,67.91,20.42,17.67,0.0,6.4,47.25046371,71.5,544.21,73.0797615,85.23878378,107.3243243,14.55604054,398.2162162,14.64,4.98
(주)모헨즈,6920,201912,198901,,0,0,0,제조업,1,-13.71443008,-58.50993436,1.990405056,-19.85816297,-4.05,-56.03614549,1.02,1.17,2.54,-0.21,33.58,7846.474359,58.51007326,-444.1238095,1301.282051,313.32,143.65,126.52,21.97,101.94,17.16,5.59,137.98,1.89,39.23786769,77.48,565.76,77.5383297,79.70450704,81.95774648,14.84943662,362.2253521,25.36,5.14
(주)무학,33920,201112,201007,,0,0,0,제조업,1,24.26344949,33.61859031,17.53820263,27.07639765,48.62,62.87689817,13.84,18.19,25.15,-0.17,88.24,7725.151922,1579.77311,2478.567661,8762.707314,4391.63,108.2,57.21,34.51,85.57,3543.84,64.29,3039.33,27.93,512.3323064,53.84,250.3,0.0,106.0551346,223.775,41.39516731,623.3634615,4.46,12.73
(주)무학,33920,201212,201007,,0,0,0,제조업,1,15.6932363,-16.72524485,27.81667449,7.720127195,-31.65,-14.96946708,9.16,12.29,15.72,-0.07,80.36,8200.337068,1296.390677,1277.300075,11101.72932,5455.71,123.78,64.82,26.49,105.27,404.94,41.36,3039.33,15.58,247.92714,65.29,324.13,20.11869176,222.624723,460.1749271,66.5621312,1098.043732,5.06,12.96
(주)무학,33920,201712,201007,,0,0,0,제조업,1,10.98956906,-16.22501836,9.132158174,-7.27913691,-12.3,-44.75172685,8.09,4.51,5.59,-0.42,90.73,8789.580667,1807.272035,686.1531579,18721.85965,7735.43,94.82,86.09,38.18,146.04,53.21,26.94,120.58,14.44,-168.7345131,67.68,278.96,19.84296957,198.3449923,301.8674884,69.49482435,1026.466872,22.1,12.65
(주)무학,33920,201812,201007,,0,0,0,제조업,1,-7.628818541,-139.3399178,-5.477521686,-22.66846261,-2.47,-134.9757223,-3.14,-1.56,-1.93,-0.49,90.73,6797.11786,-710.9793333,-620.3060702,17797.22807,7735.43,75.7,63.03,19.38,197.41,-11.59,0.83,2.23,0.48,-52.11975371,17.53,85.46,87.91768,42.04758294,314.5308057,53.96406793,977.821485,16.13,9.72
(주)무학,33920,201912,201007,,0,0,0,제조업,1,0.912692963,185.4990083,1.670910879,-14.11327853,-0.47,-33.5849667,3.81,-2.16,-2.63,-0.69,90.73,5837.821684,831.5644211,9.464035088,18098.98246,7735.43,122.77,109.0,66.84,202.11,-15.45,-7.93,-20.02,-5.23,60.46488977,55.65,337.62,30.97015827,133.841381,311.1555556,37.43600476,991.1730159,12.98,9.2
(주)미래생명자원,218150,201812,201506,,0,0,0,제조업,1,10.09295509,212.6127308,15.24057991,-13.99386063,-10.81,30.66415602,5.46,6.09,7.46,0.22,59.5,1885.204174,95.14360658,-25.58733055,1519.326749,1463.74,399.06,338.77,37.12,615.93,7.44,32.72,50.53,5.26,20.16179851,37.45,279.76,44.00166085,112.3806061,325.8484848,37.66609091,912.9393939,11.09,5.59
(주)미래생명자원,218150,201912,201506,,0,0,0,제조업,1,13.00751002,-42.03320411,4.357291944,42.27310174,12.12,-26.0574325,2.84,4.04,5.04,0.25,60.53,2682.138452,55.15170023,190.8708322,1586.648863,1530.07,310.28,278.99,52.0,265.47,4.69,17.42,40.84,3.08,14.88069017,36.86,321.23,49.37765529,97.79810811,296.3243243,30.37321622,921.5405405,16.51,5.96
(주)미래아이앤지,7120,201112,199911,,0,0,0,정보통신업,0,6.232013481,247.1027085,8.668826642,85.69002802,-2.41,310.2421747,3.94,5.67,9.95,2.58,-5.11,1114.477477,68.48814294,139.8372343,1032.384022,135.65,81.18,64.48,48.91,702.62,3.14,8.63,14.38,5.8,-88.69462132,82.32,89271.83,69.52934009,94.99358025,133.4938272,3.7e-05,499.0123457,10.09,13.09
(주)미래아이앤지,7120,201212,199911,,0,0,0,정보통신업,0,-8.714650059,-73.52416328,6.503199985,36.07918112,33.33,-39.76919325,1.07,3.5,5.61,1.25,-3.97,1516.571825,18.1328089,0.098093372,1079.027096,148.67,147.98,106.25,15.06,401.22,2.68,13.25,23.02,4.61,86.97171458,97.97,89271.83,83.5935869,59.42768519,79.21296296,2.78e-05,338.6759259,15.4,14.41
(주)미래컴퍼니,49950,201112,200501,,0,0,0,제조업,1,22.53574739,324.5849664,40.84247179,22.81041966,6.08,126.2669706,13.51,12.0,22.58,0.71,62.7,14090.1926,1777.627692,-939.245079,8241.145735,1455.27,151.68,139.65,5.44,312.99,14.44,-22.53,-41.62,-8.95,23.28478166,93.48,6043.82,54.2280992,138.298125,154.6458333,1.613411458,533.0260417,23.2,4.56
(주)미래컴퍼니,49950,201212,200501,,0,0,0,제조업,1,8.792573267,-5.937171852,19.08557857,-10.73132964,33.33,29.46772394,11.98,14.64,24.0,1.24,66.55,12578.12759,1672.086881,392.1001751,9230.464383,1965.4,196.25,153.4,10.35,953.39,12.43,-5.17,-8.49,-2.17,44.51806726,108.56,19777.49,50.89191812,121.1827344,121.140625,1.167089844,425.6640625,9.99,2.85
(주)미코,59090,201112,200201,,0,0,0,제조업,1,20.91301452,-130.8641454,-13.39049857,25.76603732,-2.0,-49.00754367,-2.49,3.14,9.82,3.51,16.09,5196.48831,-154.4706349,344.7336908,2230.865656,343.98,72.97,54.55,15.93,421.76,0.95,11.29,14.99,9.89,-68.16367244,68.8,377.66,79.84431931,49.53635036,66.45985401,4.755583942,175.9708029,11.04,6.19
(주)미코,59090,201212,200201,,0,0,0,제조업,1,0.427529998,189.1626555,9.131880319,4.970880678,2.92,124.0619946,2.67,6.73,21.75,3.75,17.22,5454.799544,173.2458886,387.8127672,2311.537144,372.1,77.38,55.18,16.96,332.29,1.96,8.31,10.5,6.71,-98.11984207,83.37,297.66,73.15180431,53.05163121,70.19858156,13.65447234,179.7687943,9.82,8.73
(주)미코,59090,201712,200201,,0,0,0,제조업,1,21.03018594,239.6881412,48.18587466,30.47704043,24.71,56.18891451,10.33,15.78,29.75,0.8,9.74,5872.798209,608.9537872,1149.343944,1834.138907,313.44,158.68,138.19,87.97,355.42,13.12,27.4,61.52,12.7,34.91464224,109.49,318.47,62.26918362,81.08115854,110.9634146,49.63957622,292.1463415,13.91,7.92
(주)미코,59090,201812,200201,,0,0,0,제조업,1,64.31608203,69.47925063,26.98335104,23.65507716,8.84,55.83443226,12.1,16.99,34.21,1.55,17.98,7262.013156,1032.050315,1105.315893,2000.695925,450.36,229.13,205.11,141.47,497.45,10.29,19.22,28.38,15.52,18.60198039,92.02,239.78,56.39655352,84.10134454,114.3221289,52.3325098,336.9831933,16.05,8.73
(주)미코,59090,201912,200201,,0,0,0,제조업,1,21.96159836,-32.00677531,13.75298754,3.846846409,15.97,-15.70516854,5.96,10.38,24.11,2.17,21.61,7541.371649,701.7242898,1430.998088,2108.370439,497.36,156.45,139.02,79.08,382.64,5.6,16.81,23.31,16.82,30.88722431,75.9,175.36,56.41170386,83.72913043,104.1859903,41.68281643,327.5917874,13.37,7.93
(주)미투온,201490,201712,201610,,0,0,0,정보통신업,0,80.33282474,-1.26529012,43.98340605,59.65436429,10.34,-3.905107673,3.11,2.96,5.25,0.27,9.36,877.5111851,98.59673882,70.38490675,1744.336984,263.71,134.34,134.34,95.52,236.01,11.43,2.35,7.5,7.25,0.0,1880.24,0.0,54.28707015,45.76140625,2.885057471,0.0,1953.59375,0.0,4.32
(주)미투온,201490,201812,201610,,0,0,0,정보통신업,0,2.05183271,663.4539695,39.35523815,85.69002802,-1.56,692.7769383,15.46,19.53,35.13,1.69,7.37,3159.907569,746.7202875,968.6403413,1742.734686,343.84,139.16,139.16,90.04,0.0,16.6,26.53,64.61,16.43,0.0,1880.24,0.0,29.46932599,57.29619048,2.885057471,0.0,1594.650794,0.0,9.93
(주)미투온,201490,201912,201610,,0,0,0,정보통신업,0,14.84375342,19.39772787,8.167792155,20.58247292,-19.05,37.20225571,17.01,20.79,35.13,1.66,2.11,3810.294688,891.5670568,1526.8976,1651.429389,350.35,111.37,111.37,78.93,0.0,17.81,51.08,120.42,27.93,0.0,1880.24,0.0,29.78279603,20.76078431,3.784313725,0.0,1968.764706,0.0,11.22
(주)바른손이앤에이,35620,201112,199908,,0,0,0,정보통신업,0,42.36251438,-126.2284863,28.12788098,6.699411199,10.34,121.8414032,-1.62,6.71,10.78,2.51,-112.34,596.9211617,-18.89155192,48.19598671,769.2025145,57.27,92.34,92.34,53.87,0.0,7.6,10.97,26.86,14.35,0.0,-38.63,0.0,0.0,10.18,3.234375,0.0,178.9479167,0.0,12.19
(주)바른손이앤에이,35620,201212,199908,,0,1,1,정보통신업,0,19.92658887,108.7673957,46.72421165,-34.94758483,-16.15,-215.9939202,15.45,-6.49,-8.53,6.24,-112.34,596.9211617,193.5362482,-36.36787422,903.9855594,91.56,246.52,246.52,80.12,0.0,-3.84,-12.15,-47.99,-15.79,0.0,219.6,0.0,0.0,14.8557764,10.94409938,0.0,239.7329193,0.0,9.48
(주)바른전자,64520,201112,200212,,0,0,0,제조업,1,-6.150131349,-964.6012188,-36.05506906,9.783713159,2.71,-449.4588517,-20.27,-11.54,-25.24,1.56,-98.47,5698.585487,-895.5067607,466.1631328,732.8949257,43.27,88.59,50.9,13.46,84.95,-7.08,6.73,11.34,2.84,-330.3135697,-38.63,-147.84,-55.89659319,-62.93731278,151.9162996,43.59134361,491.0572687,7.79,8.25
(주)바른전자,64520,201212,200212,,0,0,0,제조업,1,-18.43851337,77.1750598,-25.41765273,3.193135418,15.42,354.1166304,-7.22,10.02,35.13,1.89,-112.34,5880.549039,-204.3988826,29.90523466,547.6463119,10.42,111.49,61.4,14.95,145.41,2.38,12.34,16.66,4.22,436.0239804,34.26,111.54,85.85705058,45.72694656,134.3320611,39.28489695,347.0648855,8.77,11.19
(주)바른전자,64520,201712,200212,,0,1,1,제조업,1,-23.67656978,-964.6012188,-35.50925868,-30.2565922,-3.31,-449.4588517,-20.27,-11.54,-25.24,0.8,-42.4,2536.597085,-357.7293425,-20.1511872,627.5565624,25.45,102.86,58.13,6.67,246.29,-13.54,-11.24,-14.59,-3.58,512.3323064,-9.65,-57.88,-80.17830516,-10.15134286,97.53142857,14.20747714,265.5771429,5.66,8.72
(주)바이넥스,53030,201112,200108,,0,0,0,제조업,1,14.56847423,213.3682542,26.86733577,13.1549715,-0.34,144.4429137,3.32,4.07,5.8,1.42,14.46,2849.833257,178.1021874,67.04266838,3657.004641,653.02,192.58,157.32,56.97,1037.29,3.53,4.18,7.39,2.35,38.09343451,62.65,190.06,62.83350908,65.39339041,105.2226027,34.78602397,336.7773973,7.74,3.86
(주)바이넥스,53030,201212,200108,,0,0,0,제조업,1,42.82732432,-332.3367012,30.19746262,3.125320404,9.25,-95.206494,-5.4,0.14,0.21,3.64,2.01,2306.819265,-324.7998952,-11.60217515,3744.480995,669.41,139.97,116.6,47.76,757.69,0.07,-0.53,-0.67,-0.5,58.4681212,36.85,112.61,116.6600769,30.42394984,94.56426332,30.85412853,428.9467085,5.98,4.61
(주)바이넥스,53030,201712,200108,,0,0,0,제조업,1,-5.265926416,-291.4757982,-6.125565576,-4.971527708,2.05,-311.0832354,-6.68,-4.38,-5.49,1.94,-12.3,2492.182941,-367.9054612,259.8628012,4159.548247,759.0,175.88,141.37,36.72,810.62,-3.9,17.21,23.16,7.65,45.47643708,19.11,42.79,107.2194145,43.74419598,228.8844221,102.4138317,414.3065327,7.75,4.83
(주)바이넥스,53030,201812,200108,,0,0,0,제조업,1,13.49951829,286.05568,14.40976534,33.34359098,11.31,209.7062439,3.46,3.84,4.82,1.37,-5.07,3278.907681,195.1059101,427.3690551,4712.891928,869.32,158.87,125.28,35.16,1188.65,3.37,28.43,44.48,10.43,57.0544569,41.04,93.42,58.2217668,81.79927765,199.9909707,88.08857788,423.6772009,8.99,6.53
(주)바이넥스,53030,201912,200108,,0,0,0,제조업,1,6.490450545,35.33109403,5.983545289,20.39095942,10.16,63.91415416,4.26,5.74,7.19,1.39,1.38,3946.264755,263.9557774,339.7699408,5081.495734,938.72,195.34,156.15,48.93,527.9,5.37,29.4,52.05,9.72,41.10375862,50.13,124.81,53.69643824,94.92930328,189.1680328,76.06881967,415.2090164,9.16,7.1
(주)바이오니아,64550,201112,200512,,1,0,1,제조업,1,9.147192533,-160.4213424,-8.125522206,13.24452541,9.32,-449.4588517,-8.25,-6.89,-11.72,5.15,-60.03,1815.508873,-448.9052018,-421.8902387,3193.960719,503.56,208.3,132.14,33.02,927.69,-3.43,-0.59,-0.79,-0.85,70.32435455,24.69,84.68,103.2496072,22.59340984,80.54098361,3.099809836,237.8918033,2.33,2.62
(주)바이오로그디바이스,208710,201712,201412,,0,0,0,제조업,1,21.43320811,-47.14552633,14.52213072,2.048476444,15.38,-14.96091242,5.9,11.42,16.95,0.85,31.64,2555.245957,125.4784233,310.499417,964.437129,1445.14,319.25,284.71,123.36,331.59,9.96,23.09,36.83,7.25,15.75335293,100.65,133.78,57.27919279,58.47777778,31.13333333,12.92935556,990.5111111,26.86,3.87
(주)바이오로그디바이스,208710,201812,201412,,0,0,0,제조업,1,19.75972152,69.98959407,9.831570231,16.34404624,8.89,20.00497609,8.32,11.37,18.15,1.41,35.91,2955.287288,212.0382552,21.03378391,893.6498621,1587.19,153.1,148.54,17.48,455.16,6.72,14.9,23.19,5.58,8.577407038,147.23,201.44,52.9835496,108.4120408,59.24489796,10.14297959,1092.55102,34.31,3.37
