회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,총자본증가율,순이익증가율,자기자본증가율,종업원수증가율,정상영업손익증가율,매출액정상영업이익률,매출액순이익률,총자본순이익률,총자본정상영업이익률,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율,사내유보 대 자기자본비율,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,총자본투자효율,설비투자효율,부가가치율,노동소득분배율,종업원1인당부가가치율_계산,유동자산회전률,당좌자산회전률,재고자산회전률,자기자본구성비율,총자본회전률,타인자본회전률,순운전자본회전률
(주)솔루에타,154040,201912,201312,,0,0,0,제조업,-12.40590158,79.2827376,-1.051261551,-9.36,11.65503585,2.41,-1.33,-1.71,3.1,8.7,-4.1,1.13,99.95,29.66,19748.5009,-262.1787151,614.5012545,4915.892317,884.82,163.17,4.8,2.97,2.15,20.11,63.36,14.57,78.75508656,60.09445161,2.4,3.8,6.49,37.99842342,1.29,2.0,1.18
(주)솔루에타,154040,202012,201312,,0,0,0,제조업,5.121437465,-356.5301585,-20.48582767,-11.61,31.67329281,3.59,-6.87,-8.16,4.27,12.84,-16.64,1.17,104.51,24.23,17432.44537,-1196.924904,1530.037567,4563.662073,731.49,247.92,10.0,7.13,6.15,12.85,45.68,11.09,111.3007367,63.11284672,2.19,2.8,9.99,28.74212207,1.19,1.78,1.06
(주)솔본,35610,201112,199908,,0,0,0,"전문, 과학 및 기술 서비스업",21.07410589,85.7535209,1.871839158,-15.38,1866.869088,0.01,-0.65,-0.49,0.0,0.01,-0.31,0.23,100.18,-10.7,5629.686056,-36.54150916,235.3161964,4159.219355,842.27,44.65,-4.64,-1.43,-1.99,18.8,167.23,26.14,87.0798188,251.3681818,1.38,1.64,8.48,69.13334849,0.76,2.73,0.96
(주)솔본,35610,201212,199908,,1,0,1,"전문, 과학 및 기술 서비스업",-8.276881063,-547.1897316,-2.264417755,36.36,-61923.53147,-3.55,-4.34,-3.15,-2.58,-3.62,-2.18,0.17,105.0,-6.08,5448.032156,-236.4928951,199.0184523,4391.355707,839.19,35.75,11.48,3.02,3.99,16.56,130.72,21.83,107.2290487,395.6246667,1.37,1.65,8.25,73.66504917,0.73,2.53,0.93
(주)쇼박스,86980,201112,200607,,1,0,1,정보통신업,-3.750194308,-85.70122927,-4.629400007,4.76,-787.8777178,-23.42,-28.91,-11.08,-8.97,-11.39,-13.17,-1.52,114.57,40.45,814.6371565,-235.5453674,-172.7739297,1726.134185,222.02,27.18,-91.89,-19.64,-49.45,20.41,2412.91,51.39,18.45691947,659.7740909,0.6,0.6,511.8,78.6288745,0.38,1.8,0.45
(주)수산아이앤티,50960,201612,201610,,0,0,0,정보통신업,51.95150405,20.31294523,52.25222164,0.0,26.9218902,34.47,31.79,8.97,9.72,10.02,9.25,-2.24,64.05,53.55,2407.757814,765.524663,956.3876463,9994.371204,1898.88,2.99,289.73,8.42,35.98,17.67,342.06,75.56,39.86426739,109.65625,0.4,0.41,78.23,97.09483201,0.28,9.46,0.39
(주)수산아이앤티,50960,201712,201610,,0,0,0,정보통신업,2.70879884,-18.49041139,3.914075639,-15.18,-22.06318336,26.64,25.7,5.98,6.2,6.35,6.12,-3.58,71.52,56.21,2427.987706,623.9760036,650.5169605,10385.57251,1977.12,1.8,430.39,7.6,33.09,16.48,216.33,71.75,47.48913115,123.7966316,0.37,0.37,46.75,98.23422951,0.23,10.0,0.36
(주)수산아이앤티,50960,201812,201610,,0,0,0,정보통신업,4.776120336,-25.9306078,3.658278553,7.37,-39.30748639,16.29,19.18,4.27,3.63,3.71,4.37,-3.62,80.15,57.25,2409.795141,462.1752333,766.6167975,10765.51622,2053.11,2.9,227.33,6.4,29.4,3.76,16.56,17.31,0.0,27.60333333,0.38,0.39,39.68,97.18618225,0.22,9.67,0.37
(주)수산아이앤티,50960,201912,201610,,0,0,0,정보통신업,6.351333369,-6.956599773,4.754113259,-17.65,5.266857801,17.44,18.14,3.76,3.62,3.75,3.9,-4.42,79.44,57.73,2370.071989,430.0235521,804.6136869,11277.29225,2155.47,4.46,156.05,6.67,33.15,11.66,56.81,57.96,48.01711616,110.3941667,0.38,0.39,26.29,95.72660746,0.21,5.82,0.36
(주)수산아이앤티,50960,202012,201610,,0,0,0,정보통신업,17.04064932,-30.31560521,6.662923844,-1.19,6.173421892,12.9,8.81,2.17,3.18,3.65,3.59,-1.12,88.23,59.14,3400.48067,299.6593097,528.8692046,11911.12428,2225.99,14.63,30.06,3.84,15.55,12.37,40.11,50.18,59.18654003,144.546747,0.7,0.77,7.74,87.23874911,0.25,1.93,0.53
(주)수산중공업,17550,201112,199108,,0,0,0,제조업,39.56210164,44.1177372,37.98541624,10.84,39.26216497,12.57,9.81,11.63,14.91,24.46,18.9,0.63,88.37,60.45,2499.028634,245.1250218,210.6196016,1316.627953,171.84,66.17,18.1,7.21,6.7,25.19,100.75,23.43,36.33296398,152.1868478,1.98,3.8,4.13,60.17952701,1.19,3.03,1.22
(주)수산중공업,17550,201212,199108,,0,0,0,제조업,12.06063604,-5.247000231,13.95837,7.61,-0.439787217,11.43,8.48,9.43,12.7,20.91,16.22,0.62,89.69,66.25,2738.121935,232.2633113,133.1494079,1550.158657,210.18,63.4,17.01,6.6,6.28,23.21,84.25,22.08,40.62342057,146.5373232,1.86,3.52,3.93,61.19866037,1.11,2.83,1.17
(주)수산중공업,17550,201312,199108,,0,0,0,제조업,3.514052448,-66.16817394,3.401589816,14.65,-70.85366415,3.43,2.95,2.97,3.44,5.63,4.89,0.44,96.97,67.47,2660.805909,78.57891948,28.21529382,1615.468763,221.12,63.58,7.7,2.99,3.03,15.29,51.88,15.49,60.57486259,79.99823789,1.7,3.43,3.37,61.13217121,1.0,2.59,1.1
(주)수산중공업,17550,201412,199108,,0,0,0,제조업,-1.939758733,50.60047679,7.713173392,-0.44,62.94815495,6.52,5.19,4.43,5.57,8.68,6.76,0.43,94.27,69.25,2278.790469,118.3402274,96.68438728,1709.043577,245.31,48.92,7.19,2.36,2.74,17.66,62.13,20.49,56.95610232,83.93548673,1.43,3.02,2.73,67.14994856,0.85,2.38,0.93
(주)수산중공업,17550,201512,199108,,0,0,0,제조업,-10.59732695,-78.42439144,-0.449748774,-7.52,-39.51141142,4.45,1.26,1.02,3.59,5.07,1.23,0.36,97.25,69.68,2018.588822,25.53262423,324.3288371,1738.081302,247.49,33.74,35.31,8.91,10.43,15.31,47.56,17.92,62.87497457,74.71267943,1.37,2.59,2.9,74.77174922,0.81,2.76,0.93
(주)수산중공업,17550,201612,199108,,0,0,0,제조업,-8.910938487,125.3328386,2.377230423,5.74,-13.77818443,4.4,3.27,2.55,3.43,4.33,2.98,0.05,95.55,67.12,1645.419384,53.76657209,274.4619674,1766.878018,238.2,18.99,89.93,14.35,17.55,15.69,46.43,19.18,60.80382464,66.78900452,1.38,2.56,3.0,84.03780291,0.78,3.75,1.03
(주)수산중공업,17550,201712,199108,,0,0,0,제조업,1.707145993,-0.282293572,1.2424938,-1.81,-15.56443521,3.24,2.84,2.64,3.01,3.59,3.15,-0.07,96.86,67.56,1888.430897,53.61479251,122.5472266,1794.070161,242.4,19.54,59.35,9.7,10.51,16.05,53.07,17.39,65.92650341,69.85834101,1.63,3.04,3.52,83.65387365,0.93,5.76,1.3
(주)수산중공업,17550,201812,199108,,0,0,0,제조업,85.52450368,129.7915188,7.121122808,-7.83,-87.17742348,0.5,7.86,4.22,0.27,0.44,6.95,0.19,90.85,67.29,1567.468143,123.202246,43.02823187,1779.34417,266.98,107.03,4.22,2.18,5.28,11.35,34.23,27.48,50.67484225,64.91755,1.02,2.1,1.99,48.30141946,0.54,1.36,0.73
(주)수산중공업,17550,201912,199108,,0,0,0,제조업,-10.62656205,-97.81474644,1.382609409,-29.0,1609.729559,4.59,0.09,0.07,3.73,7.26,0.15,1.69,96.62,67.29,2923.082949,2.692281468,233.2446248,1779.34417,271.85,82.51,9.01,4.07,4.73,13.3,36.62,15.44,59.60274277,86.46239437,1.69,3.75,3.09,54.79171503,0.81,1.67,1.09
(주)수산중공업,17550,202012,199108,,0,0,0,제조업,29.07024598,2673.902963,3.279206173,0.0,-3.24663948,5.08,2.93,1.92,3.34,6.87,3.95,1.13,96.45,67.37,2553.055084,74.68127539,377.6520189,1786.549718,284.04,128.09,12.42,6.98,11.96,10.71,39.3,18.38,55.00493306,64.59739437,1.23,2.09,2.97,43.84313976,0.66,1.28,0.7
(주)슈프리마,236200,201612,201602,,0,0,0,제조업,16.72920737,0.0,14.39374919,0.0,0.0,25.55,26.37,11.75,11.38,12.21,12.61,-2.38,71.57,12.69,5957.725924,1570.94903,1879.225278,12473.95404,2392.33,7.29,206.76,14.05,31.54,18.24,347.38,40.94,13.52628275,150.3055652,0.72,0.79,7.96,93.20214205,0.45,6.55,0.66
(주)슈프리마,236200,201712,201602,,0,0,0,제조업,9.09638818,-18.2823795,10.18111998,12.17,15.13504154,26.36,19.31,9.18,12.54,13.38,9.8,-2.18,81.41,20.92,6646.933953,1283.742166,1831.749425,13754.83685,2645.8,6.24,216.66,12.72,27.91,14.12,300.29,30.98,21.34461367,111.4071318,0.76,0.84,7.98,94.12883934,0.48,7.53,0.7
(주)슈프리마,236200,201812,201602,,0,0,0,제조업,12.21204656,25.40795193,11.75886825,12.4,-1.786479796,23.1,21.61,10.4,11.12,11.84,11.06,-2.96,78.89,29.08,7451.286412,1609.914759,2107.618873,15351.95041,2968.32,6.67,192.5,12.03,26.43,16.79,367.23,36.89,26.41254354,126.4034483,0.72,0.8,6.69,93.74869166,0.48,7.93,0.66
(주)슈프리마,236200,201912,201602,,0,0,0,제조업,28.18395329,127.5910118,25.53954086,4.14,101.5846498,34.06,35.97,19.62,18.58,20.05,21.18,-3.03,62.93,42.45,10027.56006,3606.462733,3723.677942,19055.85955,3715.69,8.92,171.5,14.04,28.91,24.3,674.2,50.04,20.16548855,236.2284106,0.85,0.97,6.58,91.81467263,0.55,7.43,0.77
(주)슈프리마,236200,202012,201602,,0,0,0,제조업,3.554627012,-63.6773126,6.940863423,14.57,-56.70404668,18.41,16.31,6.23,7.03,7.54,6.68,-5.4,85.24,45.97,8031.095998,1309.964185,2084.871379,20384.87904,3979.6,5.47,262.02,13.58,36.16,11.24,198.64,29.94,50.33360893,85.4766474,0.69,0.81,4.59,94.81701252,0.38,5.74,0.62
(주)슈프리마아이디,317770,201912,201908,,0,1,1,제조업,75.41422679,-68.99408718,87.08741737,0.0,-91.16881425,3.79,9.17,3.38,1.4,1.48,3.53,-2.89,92.53,17.34,4036.215965,369.9494072,539.1810247,13044.52435,2487.82,3.79,206.17,7.53,26.05,8.88,225.47,30.69,75.17289745,118.913871,0.41,0.48,2.92,96.34555643,0.37,6.31,0.39
(주)슈프리마에이치큐,94840,201112,200807,,0,0,0,제조업,5.38389546,-29.49751204,4.113159753,3.13,-50.50699279,9.65,14.02,5.69,3.92,4.24,6.26,-5.73,85.64,38.63,2946.647746,413.0172461,50.36406844,6732.957632,1317.43,8.68,52.85,4.22,10.58,7.78,103.5,19.49,28.38135364,120.5321212,0.54,0.63,3.57,92.00977652,0.41,5.37,0.5
(주)슈프리마에이치큐,94840,201212,200807,,0,0,0,제조업,14.52672165,181.4047633,15.98473053,10.61,315.5025749,31.84,31.31,14.67,14.92,16.11,15.81,-4.87,66.14,46.47,3712.6305,1162.250204,1477.023289,7727.593699,1530.35,7.32,132.41,9.03,20.57,18.27,245.54,41.62,13.364184,269.229863,0.65,0.78,4.01,93.18112823,0.47,6.36,0.6
(주)슈프리마에이치큐,94840,201312,200807,,0,0,0,제조업,10.30024338,-27.53298487,10.66540774,36.99,-11.49064637,28.6,23.02,9.47,11.76,12.6,10.21,-4.49,76.67,52.12,3658.641974,842.248031,810.9802417,8644.55459,1697.31,6.96,188.35,12.26,31.27,12.14,122.03,30.95,17.29840893,173.5449,0.6,0.72,3.54,93.48961737,0.41,6.18,0.55
(주)슈프리마에이치큐,94840,201412,200807,,0,0,0,제조업,11.21168384,18.84013621,11.75551257,51.0,14.71878492,25.63,21.37,10.16,12.18,13.0,10.88,-2.89,75.27,56.78,4682.840576,1000.928707,1787.356668,9637.221619,1900.73,6.44,206.86,12.52,27.74,15.36,154.04,34.04,17.04061015,141.234702,0.69,0.82,4.53,93.94678462,0.48,7.58,0.64
(주)슈프리마에이치큐,94840,201512,200807,,0,0,0,제조업,-43.35363359,-13.1671442,-44.02930516,27.15,-98.02253998,1.27,46.57,10.7,0.29,0.31,11.58,-1.98,94.71,119.67,3593.74609,1673.780981,2572.346006,10139.48327,2145.14,7.73,370.37,26.57,83.68,5.89,62.7,18.55,34.47718722,20.21463542,0.34,0.39,2.78,92.82619781,0.23,3.56,0.31
(주)슈프리마에이치큐,94840,201612,200807,,0,0,0,제조업,44.65347607,-69.86212387,47.26476294,-63.54,940.0195684,11.32,12.01,3.64,3.43,3.66,3.84,-1.74,84.93,83.27,3066.890823,368.4008732,495.9008159,10905.7243,2264.07,5.82,180.6,9.93,38.71,7.56,218.83,29.47,35.40555448,92.45642857,0.59,0.65,6.28,94.50189782,0.3,4.91,0.54
(주)슈프리마에이치큐,94840,201712,200807,,0,0,0,제조업,3.25258674,20.60629861,3.657378248,-28.57,2.03753391,12.96,16.25,3.66,2.92,3.08,3.95,-2.68,84.55,84.11,2733.850498,444.3146572,426.6075494,11233.74689,2347.63,5.4,72.86,3.74,16.87,5.43,117.03,24.51,22.57271964,93.2856,0.53,0.58,5.95,94.87238312,0.22,4.24,0.49
(주)슈프리마에이치큐,94840,201812,200807,,0,0,0,제조업,11.0588267,57.70318123,9.871028847,-38.0,95.63093408,22.61,22.86,5.38,5.32,5.64,5.57,-3.24,73.64,84.41,3065.538625,700.6983491,913.5654288,11348.33993,2528.8,6.54,79.57,4.89,21.86,9.37,300.0,41.89,28.12041089,154.7625806,0.53,0.58,5.92,93.85770274,0.24,4.16,0.5
(주)슈프리마에이치큐,94840,201912,200807,,0,0,0,제조업,21.49342454,12.28158904,21.50562196,-3.23,-72.19245368,7.71,31.49,5.18,1.27,1.35,5.79,-5.1,71.55,86.61,2498.088684,786.7552407,402.6580811,11730.03025,2871.67,6.53,64.42,3.95,26.34,8.57,260.85,57.13,37.15561586,364.9236667,0.34,0.37,4.52,93.86712565,0.16,2.68,0.32
(주)슈프리마에이치큐,94840,202012,200807,,0,0,0,제조업,4.101636781,-16.78288338,4.112097451,0.0,113.8408994,16.44,26.12,3.85,2.42,2.58,4.49,-5.41,75.49,87.36,2506.933643,654.7150262,695.430316,12115.92232,2997.81,6.52,51.7,3.17,21.9,7.2,233.54,49.8,44.38875295,271.336,0.3,0.31,5.28,93.8765579,0.15,2.41,0.28
(주)슈피겐코리아,192440,201412,201411,,0,0,0,제조업,209.1682749,221.3148963,220.105657,0.0,190.28596,32.6,27.15,40.43,48.55,55.99,46.63,-0.66,66.63,48.27,22847.44552,6202.818272,4897.818708,19460.41439,3954.43,14.37,121.78,15.3,15.52,40.36,803.41,40.96,15.71352807,490.9938,1.73,1.89,20.34,87.43905725,1.49,11.2,1.51
(주)슈피겐코리아,192440,201512,201411,,0,0,0,제조업,23.61919561,5.214843654,30.76080854,33.0,1.665154886,31.78,27.39,25.18,29.21,32.38,27.9,-1.58,66.99,59.48,23825.96254,6526.285547,6878.943363,24338.9905,5253.98,8.12,273.59,20.55,24.71,35.74,1082.85,42.99,20.40998028,382.1934586,1.03,1.11,16.22,92.49050495,0.92,9.41,0.94
(주)슈피겐코리아,192440,201612,201411,,0,0,0,제조업,20.839827,-4.974118654,17.4877107,30.08,-7.514777201,24.29,21.51,19.6,22.13,24.3,21.51,-1.31,75.42,66.24,28836.81503,6201.66036,4529.444146,29288.02581,6181.11,11.2,163.47,16.47,19.78,28.59,939.87,34.34,24.53610073,312.3552601,1.17,1.25,17.28,89.92480342,0.91,10.22,1.05
(주)슈피겐코리아,192440,201712,201411,,0,0,0,제조업,19.63015277,5.459193938,14.34556201,16.76,11.00451786,21.48,18.07,17.2,20.44,23.29,19.59,-0.96,80.44,71.28,36193.77778,6540.221026,5778.862013,31288.87422,7261.03,16.34,88.56,12.44,14.24,27.1,166.81,31.02,30.07885179,241.6912871,1.41,1.56,14.84,85.95242878,0.95,7.78,1.2
(주)슈피겐코리아,192440,201812,201411,,0,0,0,제조업,15.24011661,5.038494812,18.03523134,22.28,1.767742528,18.43,16.0,15.41,17.74,20.38,17.7,-1.09,80.03,75.86,42929.58342,6869.749723,6111.988151,36435.93529,8582.72,13.59,104.09,12.45,13.85,27.68,187.16,30.79,30.35757604,254.6307692,1.47,1.64,14.19,88.03717936,0.96,7.45,1.24
(주)슈피겐코리아,192440,201912,201411,,0,0,0,제조업,16.65930313,-5.676157499,12.74789075,39.68,-10.36482608,14.29,13.05,12.53,13.71,15.86,14.52,-1.23,83.64,78.9,49636.2936,6479.811909,5248.241456,41307.59417,9649.57,17.53,68.37,10.2,11.44,24.84,192.31,27.88,33.67415422,208.4049275,1.62,1.88,12.06,85.08542408,0.96,7.08,1.38
(주)슈피겐코리아,192440,202012,201411,,0,0,0,제조업,17.07372802,36.02948874,14.56135104,6.09,80.73233207,19.75,13.59,14.58,21.2,25.21,16.96,-0.98,82.04,80.27,64880.22434,8814.455012,12883.31843,44061.61609,10987.2,20.11,83.05,13.9,13.97,29.21,257.87,29.36,31.1780839,172.7606284,1.98,2.43,10.62,83.25950921,1.07,6.75,1.63
(주)스마트솔루션즈,136510,201112,201111,,0,0,0,제조업,55.47460069,-0.186052286,85.31798615,0.0,-12.62258978,31.85,29.46,16.68,18.03,19.99,18.49,-2.82,66.83,55.85,3684.528333,1085.335556,-582.5463889,7632.777778,1426.56,3.68,59.07,2.1,4.51,25.01,294.11,53.72,38.37101444,127.2505357,0.68,0.82,3.78,96.44796537,0.57,5.78,0.62
(주)스마트솔루션즈,136510,201212,201111,,0,0,0,제조업,-6.476234114,-133.677603,-6.656774441,1.79,-143.5424036,-40.73,-29.13,-4.77,-6.67,-6.92,-4.95,-12.38,130.91,54.71,1254.558333,-365.515,101.1672222,7124.722222,1343.81,3.88,-86.99,-3.25,-19.19,7.51,84.26,44.3,195.4564764,35.10298246,0.2,0.25,1.17,96.2617801,0.16,4.5,0.2
(주)스마트솔루션즈,136510,201312,201111,,0,0,0,제조업,7.846711404,199.4331831,6.567484054,15.79,214.7954895,12.59,10.4,4.78,5.79,6.05,5.0,-2.44,88.59,56.18,2356.068148,245.0657407,141.4564815,5061.666667,912.39,5.13,40.22,1.96,4.43,18.69,179.86,42.2,70.8257366,81.35818182,0.62,0.76,3.36,95.1199678,0.46,10.61,0.59
(주)스마트솔루션즈,136510,201412,201111,,0,0,0,제조업,-8.450954931,-148.5635374,-7.638727863,-15.15,-149.4830525,-9.08,-7.36,-2.44,-3.01,-3.14,-2.55,-3.16,100.47,58.46,1616.889444,-119.0125926,319.4235185,4721.111111,887.0,4.21,162.45,6.56,19.76,11.96,108.57,36.03,117.7560914,63.19017857,0.49,0.56,3.74,95.96387625,0.33,8.22,0.47
(주)스마트솔루션즈,136510,201512,201111,,0,0,0,제조업,-3.774288131,409.9630071,-5.099619941,5.36,342.072966,3.57,2.26,0.8,1.27,1.33,0.84,-2.09,90.36,62.56,1697.210185,38.39574074,554.1587037,4548.888889,890.08,5.66,173.9,9.32,25.74,12.9,117.58,35.63,81.56799579,62.20830508,0.52,0.58,4.78,94.64215074,0.36,7.58,0.49
(주)스마트솔루션즈,136510,201612,201111,,0,0,0,제조업,40.38058135,682.0432436,21.9470926,-13.56,212.9610746,8.2,12.97,5.33,3.37,3.86,6.53,-0.77,89.56,56.53,2314.288889,300.2712963,-301.7875926,5471.111111,1022.73,21.63,10.78,1.92,5.45,12.22,52.73,34.76,67.66951913,68.11254902,0.71,0.83,4.64,82.21461265,0.41,3.26,0.59
(주)스마트솔루션즈,136510,201712,201111,,0,0,0,제조업,17.35071649,86.30380551,11.12849871,72.55,226.4539013,13.37,12.07,7.82,8.67,10.85,9.79,0.13,89.63,59.47,4634.683333,559.4168519,349.9009259,6065.740741,1173.89,28.44,1.41,0.31,0.52,21.17,61.03,35.28,60.28857153,99.65295455,1.26,1.55,6.85,77.85539577,0.65,3.22,0.91
(주)스마트솔루션즈,136510,201812,201111,,0,0,0,제조업,1.787202167,-68.15427176,-0.676844826,22.73,-119.9993008,-3.05,4.39,2.29,-1.59,-2.07,2.97,0.08,95.08,61.79,3876.7993,170.0509086,-350.7501944,5739.058191,1202.89,31.63,-0.46,-0.11,-0.22,22.34,67.38,43.24,73.66374824,84.77703704,0.96,1.12,6.6,75.97068581,0.52,2.26,0.69
(주)스마트솔루션즈,136510,201912,201111,,1,1,1,제조업,-10.68543298,-723.2478389,-18.71509704,-16.67,-1062.853685,-45.56,-35.1,-14.92,-19.37,-26.63,-20.51,0.66,140.01,52.43,3019.737679,-1059.838613,-1521.847027,4634.094605,979.37,44.63,-45.27,-13.97,-31.01,2.4,6.58,5.32,738.6842192,4.839666667,0.8,0.94,5.4,69.14067917,0.43,1.56,0.55
(주)스맥,99440,201112,200905,,0,0,0,제조업,343.8981341,46.82121876,100.6312569,126.67,136.8207086,3.79,2.94,3.68,4.74,14.08,10.92,1.07,97.34,31.99,8479.31078,249.0648453,15.28209472,2999.752408,743.23,165.53,1.3,0.81,0.76,14.76,132.46,13.87,60.86262562,84.52171569,2.22,4.43,4.43,37.6602656,1.25,1.89,1.14
(주)스맥,99440,201212,200905,,0,0,0,제조업,13.49685957,-58.59622324,8.801700672,5.88,44.59196202,5.07,1.13,1.21,5.46,14.83,3.29,1.66,98.13,31.93,9062.228367,102.0451594,-694.6494861,3229.692845,786.68,176.99,-5.94,-3.8,-3.75,15.03,65.27,14.83,63.8980922,92.19666667,1.77,3.09,4.14,36.10232882,1.08,1.71,0.99
(주)스맥,99440,201312,200905,,0,0,0,제조업,28.41107978,227.1853837,27.40061883,2.31,-10.77249969,4.75,3.86,3.27,4.01,11.17,9.09,2.96,96.7,32.88,7444.405329,287.606209,-378.8334366,3544.388875,816.26,179.19,-7.69,-4.94,-6.56,14.51,55.54,19.29,54.91660107,111.7563348,1.4,2.36,3.44,35.81824124,0.85,1.32,0.82
(주)스맥,99440,201412,200905,,0,0,0,제조업,15.1869214,-46.70305856,34.02568563,-0.9,-1.231383744,4.3,1.89,1.44,3.28,8.41,3.7,1.98,97.88,26.78,6378.235336,120.3878339,327.3224875,3730.893469,809.05,139.94,0.29,0.17,0.23,11.37,45.4,15.96,59.14447544,101.8200457,1.23,1.96,3.3,41.67629694,0.76,1.25,0.76
(주)스맥,99440,201512,200905,,0,0,0,제조업,-10.30780567,27.64819873,2.90297644,-6.39,-28.4014938,3.52,2.76,1.81,2.31,5.18,4.06,2.13,97.01,28.75,5572.556232,153.6729015,-343.1163063,3839.206049,830.71,109.14,-0.19,-0.1,-0.14,13.82,48.41,19.91,55.41481945,118.5481463,1.06,1.71,2.76,47.81480746,0.66,1.18,0.67
(주)스맥,99440,201612,200905,,0,0,0,제조업,22.60688685,-41.41851183,7.62065941,-7.8,-2.671514981,3.41,1.61,0.91,1.94,4.62,2.18,2.47,98.47,27.47,5176.907901,83.12483451,534.0177323,3808.128798,813.42,138.26,10.12,5.87,10.32,11.06,39.26,19.42,57.33262261,120.0894709,0.9,1.39,2.52,41.97040836,0.57,0.98,0.58
(주)스맥,99440,201712,200905,,0,0,0,제조업,-5.144086309,-83.04470995,6.106722339,11.11,12.76228898,2.93,0.21,0.16,2.24,5.06,0.36,1.77,99.89,24.8,6368.449104,13.21157865,194.2002185,3790.032373,799.9,113.0,8.1,4.3,5.45,11.35,40.97,14.4,64.00563743,108.2776667,1.22,2.01,3.12,46.9484958,0.77,1.38,0.78
(주)스맥,99440,201812,200905,,0,0,0,제조업,7.914787532,-601.0724831,0.364997628,3.81,-113.6109641,-0.48,-1.25,-0.79,-0.3,-0.67,-1.74,1.88,101.55,22.59,4912.423122,-61.53233719,-384.5267777,3641.632529,761.02,129.02,-2.23,-1.26,-2.08,9.82,38.82,16.2,73.94126329,112.4356881,1.0,1.85,2.16,43.66394799,0.63,1.15,0.64
(주)스맥,99440,201912,200905,,1,0,1,제조업,1.973745741,-914.1931054,0.237041062,-8.72,-2200.265188,-10.78,-12.4,-7.62,-6.62,-15.3,-17.61,2.52,114.95,5.81,4861.803119,-602.9294266,-506.8554452,3589.651981,733.49,132.99,-9.63,-5.5,-9.03,2.47,7.6,4.06,312.2564586,26.3619598,1.02,2.17,1.92,42.92031165,0.61,1.08,0.61
(주)스카이문스테크놀로지,33790,201112,200106,,0,0,0,제조업,-6.594728558,-90.34671202,-0.881912525,-8.77,-149.7647855,-2.49,0.74,0.65,-2.18,-2.51,0.75,-2.73,99.78,34.92,2307.437738,17.07082391,69.93348757,2292.707293,364.08,11.42,80.02,8.2,9.08,5.7,65.37,6.31,119.1420295,31.93134615,1.05,1.26,6.26,89.74944128,0.87,6.6,0.92
(주)스카이문스테크놀로지,33790,201212,200106,,1,1,1,제조업,-7.786620413,-1275.741522,-8.362125607,-15.38,-358.1124348,-21.48,-16.35,-8.18,-10.74,-12.0,-9.14,-5.81,115.15,28.62,1227.686173,-200.7087649,-37.24696356,2100.969206,325.74,12.12,6.42,0.69,1.33,-3.43,-35.08,-6.57,-194.5750236,-20.93431818,0.64,0.7,6.93,89.18931356,0.5,4.75,0.57
(주)스킨앤스킨,159910,201212,201212,,0,0,0,제조업,114.06943,37.93959748,156.2386168,0.0,29.11750729,27.06,28.18,13.28,12.75,17.37,18.09,-0.28,73.11,32.14,2590.267727,730.0162246,971.1141986,4035.288714,707.05,36.26,66.37,17.66,37.49,21.96,84.07,46.62,35.834495,152.3460938,1.0,1.09,12.1,73.38945781,0.47,1.77,0.84
(주)스킨앤스킨,159910,201312,201212,,0,0,0,제조업,-2.79236445,-134.015595,-3.885014582,26.56,-159.2981314,-31.68,-18.93,-4.58,-7.67,-10.5,-6.28,0.17,136.34,26.67,1260.527278,-238.624851,-43.55648519,3727.085203,645.41,37.81,31.57,8.66,35.29,1.35,1.87,5.49,629.4355226,7.172469136,0.77,0.92,5.03,72.56453289,0.24,0.9,0.59
(주)스킨앤스킨,159910,201412,201212,,1,0,1,제조업,2.296613669,-221.4622566,-19.58961779,20.99,-59.45383585,-58.6,-70.58,-14.77,-12.26,-18.94,-22.82,3.91,169.87,7.42,1057.086083,-746.1330625,-366.4127236,2915.099563,489.72,75.32,-9.31,-4.0,-19.34,-3.94,-5.48,-19.07,-166.4639469,-17.77,1.4,2.05,4.4,57.03944261,0.21,0.59,0.69
(주)스타플렉스,115570,201112,201001,,0,0,0,제조업,74.48375726,-260.4360601,9.626178831,-6.81,-145.2819447,-1.69,-3.75,-4.88,-2.2,-4.79,-5.38,1.49,102.56,73.17,38639.86944,-1449.285185,-5960.406481,15482.77778,2555.51,168.74,-7.82,-4.91,-4.4,10.46,23.31,9.36,90.61834824,103.8099543,3.81,6.18,9.97,37.21025437,1.3,2.41,1.67
(주)스타플렉스,115570,201212,201001,,0,0,0,제조업,6.565341739,-97.91916577,-20.8418828,8.22,190.6714661,1.5,-5.97,-8.03,2.02,6.26,-16.25,3.13,104.21,69.16,48054.22815,-2868.413148,1763.850926,13897.22222,2193.36,261.79,-7.87,-5.69,-4.37,12.31,31.67,9.45,92.11532343,14.63953586,3.02,4.55,8.95,27.64025928,1.35,1.99,1.26
