회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,수지비율,사내유보 대 자기자본비율,1주당매출액,1주당순이익,1주당 CASH FLOW,1주당순자산,유보율,자기자본구성비율,부채비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 차입금비율,CASH FLOW 대 총자본비율,CASH FLOW 대 매출액비율,설비투자효율,기계투자효율,부가가치율,노동소득분배율,종업원1인당부가가치율_계산,자본집약도_계산,총자본회전률,타인자본회전률,유동자산회전률,재고자산회전률,순운전자본회전률,유동비율,당좌비율,현금비율,총자본투자효율,당좌자산회전률
(주)테크윙,89030,201412,201111,,0,0,0,제조업,1,17.09,11.31,2.16,92.88,60.96,6507.310635,426.0884989,538.9766957,4460.278314,827.58,43.12786046,131.87,4.65,11.34,16.87,6.45,9.95,51.8,1950.29,29.92,55.45720142,95.23767647,495.3029412,0.7,1.22,1.62,3.67,0.84,98.37,54.88,5.16,19.4,2.9
(주)테크윙,89030,201512,201111,,0,0,0,제조업,1,27.15,19.53,1.19,84.95,60.07,7872.467326,966.7588284,201.9812013,5702.334251,1010.57,45.68905915,118.87,12.67,5.57,7.24,3.03,4.71,79.87,3122.99,36.26,44.40087288,120.4231443,539.2963918,0.71,1.27,1.61,3.84,0.86,129.68,77.54,19.69,23.31,2.78
(주)테크윙,89030,201612,201111,,0,0,0,제조업,1,22.63,14.33,1.45,87.85,59.31,7851.15851,809.7213047,379.639169,6471.845157,1166.67,40.13319787,149.17,10.02,3.23,3.96,1.93,3.65,43.16,3980.31,36.29,50.91145301,113.222757,605.3878505,0.59,1.03,1.43,3.98,0.8,125.08,84.52,7.75,19.25,2.24
(주)테크윙,89030,201712,201111,,0,0,0,제조업,1,31.93,28.06,1.81,80.53,67.13,12106.29114,2140.427354,1421.395369,8294.384683,1545.19,44.57807209,124.33,9.82,8.7,12.6,4.82,7.41,84.27,7749.82,42.7,38.47160326,157.6030394,633.9906191,0.73,1.27,1.59,5.26,0.86,116.95,83.3,7.56,27.78,2.27
(주)테크윙,89030,201812,201111,,0,0,0,제조업,1,15.87,12.77,1.92,88.64,71.42,10288.56248,985.8115677,2100.578391,8880.676653,1727.21,48.72244829,105.24,5.82,19.07,24.42,9.78,16.96,46.28,7707.44,39.19,55.86914487,121.8018182,550.1206612,0.57,1.07,1.2,3.46,0.65,122.2,71.68,9.33,22.6,1.83
(주)테크윙,89030,201912,201111,,0,0,0,제조업,1,13.85,6.41,2.03,93.49,69.88,9672.709558,585.937957,1062.546943,9099.691875,1792.25,49.71170675,101.16,5.09,15.75,21.68,7.92,16.07,36.4,7461.73,35.84,63.29267417,92.44396259,587.7261905,0.52,1.03,1.18,3.07,0.67,140.91,90.52,12.72,17.65,1.91
(주)테크윙,89030,202012,201111,,0,0,0,제조업,1,18.73,16.97,1.14,83.57,73.49,11809.92035,1704.473666,1299.231898,10431.5561,2070.75,51.99768297,92.32,10.98,11.42,14.65,5.48,10.0,53.43,12200.32,43.93,47.72041999,137.5463281,597.9296875,0.57,1.17,1.26,3.63,0.74,138.71,91.83,21.45,24.09,1.93
(주)텔레칩스,54450,201112,200412,,0,0,0,제조업,1,-5.0,-3.57,-2.91,104.14,87.42,6795.405317,-315.5116681,575.8045051,8373.659095,1726.94,81.24779527,23.08,-21.04,33.19,0.0,6.22,9.44,238.14,1210.38,15.48,50.46659244,42.23090909,413.6666667,0.64,3.64,1.06,6.74,0.91,611.04,511.94,25.85,10.21,1.26
(주)텔레칩스,54450,201212,200412,,0,0,0,제조업,1,-2.15,0.8,-2.91,98.96,88.27,6977.89822,66.24614717,209.1425947,8137.958947,1716.66,79.16911827,26.31,-21.04,18.31,0.0,3.81,5.62,276.5,1562.74,15.73,50.49541661,44.77980769,419.4461538,0.68,3.43,1.15,5.55,0.98,531.04,395.76,32.36,10.68,1.45
(주)텔레칩스,54450,201312,200412,,0,0,0,제조업,1,-10.21,-22.33,-2.17,114.63,85.3,6975.945238,-1632.967203,262.4089523,6487.82115,1386.64,75.68477671,32.13,-21.04,11.31,0.0,2.75,3.38,83.14,649.09,4.29,132.1931775,12.24787645,351.1428571,0.74,3.3,1.2,4.77,1.02,611.68,460.17,48.54,3.49,1.6
(주)텔레칩스,54450,201412,200412,,0,0,0,제조업,1,2.47,2.07,-1.74,96.26,85.11,7080.480648,134.3946907,794.1069015,6499.966419,1388.69,72.37854965,38.16,-21.04,21.29,0.0,5.88,7.46,351.54,3670.0,17.47,46.14085459,50.19832061,364.3969466,0.81,3.11,1.22,5.4,1.03,519.84,413.13,46.73,13.78,1.57
(주)텔레칩스,54450,201512,200412,,0,0,0,제조업,1,6.55,2.89,-1.14,97.57,84.97,7723.26817,189.9817684,608.1586285,6627.235989,1414.12,70.56921682,41.7,-21.04,25.37,0.0,7.47,9.08,293.32,2280.35,13.22,61.2380012,40.04324723,368.398524,0.84,2.95,1.36,5.74,1.12,430.34,313.24,47.45,10.87,1.78
(주)텔레칩스,54450,201612,200412,,0,0,0,제조업,1,8.25,13.07,-0.64,91.42,86.82,9497.684127,989.2398423,1213.103536,7569.952642,1602.68,70.50677511,41.83,-21.04,38.31,0.0,11.3,12.77,986.83,7465.24,40.27,67.16857963,147.5969963,418.1465201,0.88,3.0,1.66,6.24,1.29,350.0,257.07,41.09,35.62,2.26
(주)텔레칩스,54450,201712,200412,,0,0,0,제조업,1,7.8,1.9,-0.48,98.44,86.15,11538.61272,144.9793236,1109.767135,7709.356562,1625.47,66.544375,50.28,-21.04,29.97,0.0,10.03,10.07,959.63,6064.11,30.47,72.35559461,132.5661232,446.3333333,1.03,3.28,1.8,6.0,1.38,314.05,211.24,53.95,30.35,2.57
(주)텔레칩스,54450,201812,200412,,0,0,0,제조업,1,9.11,10.3,-0.55,95.16,80.34,9336.562043,682.5183433,1384.985359,7181.670307,1423.71,70.32006852,42.21,-21.04,37.26,0.0,11.06,12.1,1088.32,5226.34,33.0,68.10150112,141.3634256,476.9965398,0.97,3.07,1.69,5.31,1.28,318.35,220.38,67.95,30.17,2.47
(주)텔레칩스,54450,201912,200412,,0,0,0,제조업,1,7.65,8.32,-0.58,94.65,80.69,9787.97839,615.726255,1837.149082,7624.365361,1508.18,66.11896561,51.24,203.02,41.24,3052.28,13.97,16.46,887.52,4924.69,36.82,67.66533486,145.535514,484.4330218,0.9,2.82,1.71,6.05,1.27,264.47,195.49,35.42,31.26,2.39
(주)텔레칩스,54450,202012,200412,,0,1,1,제조업,1,-8.67,-9.63,-0.46,107.87,78.32,7457.61578,-696.9611306,-1138.089537,6845.002903,1351.36,55.67965282,79.6,-21.04,6.42,14.55,2.84,4.69,816.62,4083.5,33.21,99.00101074,104.4851,552.9533333,0.63,1.59,1.21,4.95,0.88,276.86,213.33,17.24,20.14,1.6
(주)텔레필드,91440,201112,200802,,0,1,1,제조업,1,3.95,3.5,0.51,97.31,62.03,3808.431603,115.0758081,576.0482907,3311.465796,577.57,58.4817261,70.99,3.2,-2.02,-3.33,-0.84,-1.25,98.15,2199.03,16.81,42.95530928,48.9410989,432.9010989,0.73,1.99,1.0,2.39,0.69,210.96,134.05,10.07,11.31,1.71
(주)텔콘알에프제약,200230,201412,201411,,0,0,0,제조업,1,24.55,20.52,-0.47,85.77,57.99,11699.79988,1342.385305,293.387495,8795.101553,1620.78,90.47352888,10.53,139.45,121.58,627.66,14.75,11.99,785.65,854.2,22.59,35.14155599,159.3613253,585.5542169,1.47,8.17,1.63,16.23,1.38,1043.92,940.6,305.29,27.79,1.82
(주)텔콘알에프제약,200230,201512,201411,,0,0,0,제조업,1,-0.66,0.8,-2.4,97.34,59.29,5683.534648,69.33592194,451.4452409,9059.737157,1651.99,91.35636622,9.46,-21.04,44.93,0.0,3.88,6.55,347.6,383.88,18.28,90.78078452,64.78,622.6329114,0.6,6.55,0.67,9.48,0.61,1062.09,940.6,305.29,10.84,0.72
(주)텔콘알에프제약,200230,201612,201411,,1,0,1,제조업,1,-12.82,-7.79,1.69,116.91,42.67,694.7452343,-113.1335873,-85.16869354,1069.801299,1016.74,69.53683449,43.81,-7.56,-3.71,-6.39,-1.13,-4.49,34.75,123.75,7.88,170.9206997,46.14978261,975.9891304,0.36,1.48,0.75,10.28,0.56,160.7,144.13,37.32,1.98,0.81
(주)토니모리,214420,201512,201507,,0,0,0,제조업,1,14.9,11.48,-0.22,91.36,50.31,18701.08503,1142.645238,-80.84829932,10006.12245,4875.24,75.21554717,32.95,71.94,-2.47,-23.77,-0.61,-0.43,190.4,2204.84,17.99,32.86471443,201.2752764,784.9145729,1.41,5.7,2.0,11.3,1.49,296.44,243.98,118.53,25.44,2.43
(주)토니모리,214420,201612,201507,,0,0,0,제조업,1,14.45,10.57,-0.32,92.33,56.29,13215.45884,731.292517,84.72414966,7624.263039,3503.96,69.88875741,43.08,141.73,0.5,6.8,0.15,0.12,201.63,3015.36,18.3,37.47082968,243.9070492,1026.546448,1.38,5.0,2.06,8.74,1.47,219.52,155.68,77.81,23.45,2.69
(주)토니모리,214420,201712,201507,,0,0,0,제조업,1,-1.59,-4.56,0.06,101.78,58.22,11662.83039,-312.1064059,-109.009127,7678.117914,3211.14,57.18721371,74.86,-2.37,-0.25,-0.52,-0.11,-0.1,42.62,222.87,8.29,104.3767725,136.3444578,1258.060241,1.08,2.93,1.83,6.32,1.27,237.3,168.92,60.72,8.54,2.58
(주)토니모리,214420,201812,201507,,1,0,1,제조업,1,-4.58,-6.89,0.71,102.07,59.61,10259.34427,-442.4007937,-785.3808957,7940.53288,2957.87,51.68056045,93.5,-2.26,-8.0,-13.73,-3.86,-4.36,46.78,199.8,9.84,91.96019387,147.5994304,1385.727848,0.9,1.97,1.73,5.66,1.16,175.1,118.1,36.02,8.73,2.5
(주)토박스코리아,215480,201812,201505,,0,0,0,도매 및 소매업,1,-12.73,-20.42,2.24,116.99,7.39,694.7452343,-102.8100136,-102.3984431,594.1197573,361.04,62.16401508,60.86,-3.31,-19.54,-29.03,-8.35,-11.17,-17.67,-62.13,-5.86,0.0,-75.62221774,594.6170213,0.82,2.28,0.89,2.88,0.73,244.06,159.15,8.0,-3.59,1.3
(주)토박스코리아,215480,201912,201505,,0,0,0,도매 및 소매업,1,5.61,0.76,1.54,99.93,6.33,694.7452343,3.742776899,46.7956216,594.1197573,460.51,70.69892897,41.44,1.73,-10.32,-12.43,-3.02,-3.43,45.82,53.33,1.6,0.0,11.65871795,823.8461538,0.94,2.84,1.02,2.76,0.82,1004.74,613.9,44.17,1.42,1.62
(주)토박스코리아,215480,202012,201505,,0,0,0,도매 및 소매업,1,-13.25,-15.55,2.59,113.39,-9.25,694.7452343,-77.65402039,100.6899444,594.1197573,418.22,80.74586281,23.85,-3.53,60.73,86.45,11.69,12.73,-17.67,-62.13,-5.86,0.0,-74.66631579,725.6052632,0.85,3.44,0.93,2.78,0.81,491.72,360.83,20.7,-3.59,1.39
(주)토비스,51360,201112,200411,,0,0,0,제조업,1,34.15,23.09,0.5,95.3,49.86,24235.72161,762.749144,867.1136679,4032.369808,775.04,41.68004994,139.92,8.73,4.8,9.39,2.8,1.08,168.49,296.97,10.06,47.58644208,155.3015166,583.7772512,2.29,4.7,4.21,10.55,2.38,123.12,69.3,6.68,26.01,7.02
(주)토비스,51360,201212,200411,,0,0,0,제조업,1,16.22,12.87,0.31,97.24,54.94,26910.11696,500.9378964,1019.39038,4540.092317,848.26,42.81848021,133.54,6.41,16.44,36.74,9.4,3.49,129.47,208.61,7.92,53.1194398,128.3550455,607.2181818,2.29,4.84,4.0,9.83,2.23,127.09,78.6,11.94,21.35,6.76
(주)토비스,51360,201312,200411,,0,0,0,제조업,1,23.43,15.22,0.2,97.01,50.02,28786.4723,620.0416963,412.5450782,5030.66987,928.79,50.06677696,99.73,12.02,12.68,30.56,6.33,2.13,117.53,153.48,8.61,45.92588893,177.9493427,754.7746479,2.29,6.13,4.66,11.82,2.53,140.07,83.34,15.74,25.58,7.52
(주)토비스,51360,201412,200411,,0,0,0,제조업,1,34.37,28.06,0.05,92.16,63.81,36461.02394,2272.616509,1056.930891,7087.072378,1361.06,48.67201527,105.46,73.79,9.89,52.63,5.08,2.02,220.51,368.92,14.11,33.42888664,314.6423108,965.4063745,2.29,5.94,4.1,11.07,2.44,152.18,98.93,5.76,35.55,6.52
(주)토비스,51360,201512,200411,,0,0,0,제조업,1,23.69,18.58,0.15,93.41,66.2,27686.10529,1458.350267,2206.429983,8818.47751,1653.66,63.70430486,56.98,30.31,32.85,68.35,11.92,5.89,122.7,239.77,18.12,50.66243415,268.9421138,859.304878,1.97,4.47,2.89,8.55,1.77,165.43,112.08,20.25,36.66,4.37
(주)토비스,51360,201612,200411,,0,0,0,제조업,1,15.6,10.83,0.08,95.32,70.45,27185.04757,967.0221878,385.1052021,9481.333378,1807.06,53.70146741,86.21,26.7,16.21,38.63,7.5,4.77,108.06,189.08,18.09,60.16079087,233.0272245,1122.906122,1.76,4.19,2.85,8.43,1.71,140.27,91.21,5.05,28.49,4.31
(주)토비스,51360,201712,200411,,0,0,0,제조업,1,12.85,8.06,0.13,96.87,71.78,31268.55987,775.4412888,2470.413335,10181.51639,1924.15,62.76243186,59.33,17.48,24.26,88.39,9.03,4.57,110.58,201.78,14.74,62.72502808,189.7303077,933.4846154,1.89,4.51,2.98,8.78,1.8,168.75,113.48,9.33,29.16,4.51
(주)토비스,51360,201812,200411,,0,0,0,제조업,1,16.62,11.45,0.24,94.1,76.06,25732.924,1177.115196,784.4895914,10803.57561,2121.67,60.52451288,65.22,20.93,23.53,63.7,9.29,6.32,110.4,249.61,20.01,57.68375759,199.2016071,963.6964286,1.54,4.02,2.44,6.91,1.53,165.7,103.56,10.92,29.38,3.77
(주)토비스,51360,201912,200411,,0,0,0,제조업,1,16.51,11.88,0.26,93.45,79.36,25057.1524,1320.915558,1660.51048,11728.4393,2358.4,69.02823545,44.87,20.46,23.47,53.52,7.27,4.88,130.05,355.82,21.71,52.93587934,258.665123,1071.122951,1.46,4.13,2.27,6.22,1.48,213.57,137.82,24.45,32.35,3.57
(주)토비스,51360,202012,200411,,0,1,1,제조업,1,-2.95,-3.39,0.42,102.13,78.15,16315.73696,-395.8166563,1885.774399,11378.07861,2228.78,65.56292905,52.53,-4.1,30.63,57.59,10.55,10.87,77.36,278.18,17.02,81.65857714,118.0013675,1128.106838,0.97,2.97,1.56,4.08,1.04,185.42,109.36,34.78,16.52,2.52
(주)토탈소프트뱅크,45340,201112,200207,,0,1,1,정보통신업,0,-16.96,-15.9,-0.95,115.79,-7.82,1223.576193,-202.9947278,217.3633215,1263.607088,164.34,63.49233461,57.5,-21.04,21.9,136.18,8.0,13.0,1671.5,0.0,48.36,109.3418267,36.69797101,174.564,0.63,1.87,0.97,253.46,0.76,336.61,335.7,120.92,29.74,0.97
(주)톱텍,108230,201112,200909,,0,0,0,제조업,1,30.62,23.43,-0.63,85.92,50.41,12829.50676,1225.807234,-1093.138076,5848.961174,1077.65,68.45635026,46.08,76.16,10.82,50.43,3.41,2.27,132.77,91612.42,18.11,33.60052761,135.7854478,499.2201493,1.4,3.26,2.09,10.59,1.31,206.3,184.08,56.19,27.2,2.6
(주)톱텍,108230,201212,200909,,0,0,0,제조업,1,10.13,8.35,-0.52,93.65,54.62,9378.536427,526.2980646,566.892078,6351.331143,1173.33,61.13532943,63.57,27.62,14.1,43.26,5.48,6.04,65.01,73895.04,15.82,57.79317391,90.42581132,617.9358491,0.91,2.33,1.53,10.23,0.98,175.54,149.25,49.38,14.35,1.8
(주)톱텍,108230,201312,200909,,0,0,0,제조업,1,17.8,10.15,0.23,93.55,61.25,13471.54815,651.2846465,1228.520758,6755.758714,1290.42,48.35413172,106.81,7.02,17.7,36.73,9.14,9.12,87.48,493.97,15.19,48.45467826,114.5664038,726.6119874,1.0,1.94,1.48,8.32,0.98,195.24,160.61,92.72,15.23,1.79
(주)톱텍,108230,201412,200909,,0,0,0,제조업,1,12.86,6.11,0.6,92.91,59.72,9770.928324,399.429162,255.5125897,7272.982031,1343.78,53.21410625,87.92,4.73,12.72,26.25,5.95,7.59,67.07,248.57,23.36,58.62990103,129.5079677,700.6516129,0.75,1.53,1.17,6.4,0.74,146.88,118.9,67.38,18.31,1.44
(주)톱텍,108230,201512,200909,,0,0,0,제조업,1,14.96,9.73,0.29,92.13,54.64,12962.95235,711.0907825,1303.909515,9315.524149,1635.03,71.02765149,40.79,8.93,22.7,75.86,6.58,5.96,89.99,350.81,21.03,52.92350792,154.9953438,695.590625,1.1,2.9,1.79,13.53,1.15,236.52,218.67,27.87,23.18,2.06
(주)톱텍,108230,201612,200909,,0,0,0,제조업,1,24.93,15.34,-0.13,90.62,51.96,10883.57121,716.9966554,1744.171071,5429.251035,940.09,40.03935945,149.75,51.76,15.26,96.57,9.15,10.97,89.99,938.24,17.33,40.0563095,164.7367952,1133.612048,1.16,2.29,1.55,7.61,0.94,139.69,105.1,47.65,14.45,1.94
(주)톱텍,108230,201712,200909,,0,0,0,제조업,1,34.37,28.06,-0.09,83.55,73.41,31554.52712,4142.807992,4821.709504,9085.615829,1733.31,73.54596534,35.97,103.12,100.57,880.56,18.84,10.4,319.87,4379.8,21.51,21.61804998,488.3449471,931.8477801,2.29,5.69,3.13,18.57,2.06,320.8,293.98,218.96,50.49,3.76
(주)톱텍,108230,201812,200909,,0,1,1,제조업,1,2.45,5.96,-1.02,90.9,77.93,8391.928048,480.7769563,-749.0303768,9097.638037,1876.94,87.53905884,14.23,26.17,121.58,545.11,18.64,23.71,81.85,1376.46,21.97,56.35311112,131.8060317,853.7324263,0.74,3.7,0.97,11.98,0.78,652.87,601.92,305.29,17.27,1.06
(주)투비소프트,79970,201112,201006,,0,0,0,정보통신업,0,13.64,15.51,-0.2,90.47,44.93,6498.311733,682.4633172,600.3916643,4742.220953,848.43,76.22551657,31.19,541.1744444,30.77,133.4,7.31,7.0,1880.24,0.0,56.3,74.30696005,55.72173913,174.564,1.14,5.09,1.66,0.0,1.27,293.87,293.87,47.85,50.49,1.66
(주)투비소프트,79970,201212,201006,,0,0,0,정보통신업,0,15.61,15.91,-0.51,89.05,53.67,8225.905224,896.2826149,1039.451898,5636.311733,1026.99,79.94317718,25.09,1975.06,73.53,0.0,14.75,12.64,1880.24,0.0,65.0,77.28005631,73.13515385,174.564,1.17,5.82,1.69,0.0,1.32,364.95,364.95,57.21,50.49,1.69
(주)투비소프트,79970,201312,201006,,0,0,0,정보통신업,0,16.54,14.16,-0.26,90.26,58.73,4153.753497,433.4557522,930.134028,3311.447331,561.28,69.31194275,44.28,15.81,49.52,112.02,15.2,17.45,1880.24,0.0,65.0,79.00432263,77.46235521,174.564,1.0,3.83,1.37,0.0,1.11,482.47,482.47,168.48,50.49,1.37
(주)투비소프트,79970,201412,201006,,0,0,0,정보통신업,0,9.16,9.58,-0.33,93.38,57.23,4133.94696,314.7087216,396.3642642,3451.74756,605.6,81.73431931,22.35,29.78,79.35,0.0,14.49,15.13,1880.24,0.0,65.0,82.1706273,69.81154135,174.564,0.95,3.87,1.45,0.0,1.15,306.65,306.65,81.23,50.49,1.45
(주)투비소프트,79970,201512,201006,,0,0,0,정보통신업,0,3.85,6.55,-0.35,96.37,59.05,3976.838734,229.797831,202.6203425,3615.584273,633.26,81.87502864,22.14,2867.48,35.67,0.0,6.47,7.28,1880.24,0.0,65.0,88.41987088,72.7094403,174.564,0.93,5.1,1.7,0.0,1.28,300.8,300.8,76.28,50.49,1.7
(주)투비소프트,79970,201612,201006,,0,0,0,정보통신업,0,7.22,-1.37,0.81,96.02,42.53,2841.347319,-35.36733592,27.35072721,3041.507785,555.7,52.85299456,89.2,3.15,2.7,3.34,1.27,2.56,1880.24,0.0,53.7,90.08964096,70.72879699,291.2556391,0.68,1.8,1.45,0.0,0.8,93.11,93.11,22.35,26.73,1.45
(주)투비소프트,79970,201712,201006,,0,0,0,정보통신업,0,-22.71,-42.5,0.85,128.63,-11.72,2188.941736,-1422.939552,-158.5167472,2762.296837,452.04,48.38002091,106.7,-8.82,-2.5,-3.0,-1.29,-3.14,-17.67,-62.13,-5.86,-49.52426252,-37.86003704,334.1592593,0.45,0.91,1.22,22.92,0.52,61.35,54.37,9.04,-3.59,1.29
(주)투비소프트,79970,201812,201006,,1,0,1,정보통신업,0,-17.74,-42.5,2.56,128.63,-66.14,2212.164763,-1032.789016,-156.5693553,2254.880693,408.23,56.45893418,77.12,-4.83,-7.25,-9.92,-3.16,-6.19,31.67,150.37,1.51,170.9206997,-37.3501444,325.2310469,0.53,1.13,1.36,19.57,0.66,138.42,132.61,17.59,0.77,1.46
(주)트레이스,52290,201112,200105,43384.0,0,0,0,제조업,1,2.87,-11.77,5.3,111.16,-3.9,1337.352867,-157.0421958,-263.0424217,1705.631628,254.89,46.67500542,114.25,0.28,-9.0,-10.24,-4.8,-13.62,23.55,5065.03,16.19,90.72433098,46.53237288,949.8135593,0.43,0.74,0.81,4.05,0.42,116.53,93.18,2.1,5.7,1.01
(주)트레이스,52290,201212,200105,43384.0,0,0,0,제조업,1,2.21,-18.3,5.3,117.52,-13.73,1600.251077,-289.8282967,-401.0128118,1743.76826,239.92,41.98634505,138.17,0.29,-13.2,-17.14,-7.66,-13.66,17.07,46.39,10.96,141.5843304,20.34415663,457.0843373,0.45,0.8,0.84,2.79,0.42,88.46,53.69,1.01,4.34,1.21
(주)트레이스,52290,201312,200105,43384.0,0,0,0,제조업,1,-16.51,-42.5,5.17,122.45,-43.29,2661.01234,-612.5906101,-244.449761,1483.933967,150.01,34.25760027,191.91,-1.51,-12.89,-14.73,-8.35,-11.6,-4.7,-12.95,-1.65,-49.52426252,12.51669811,723.3396226,0.72,1.16,1.45,3.15,0.68,89.54,41.96,4.18,-1.2,2.69
(주)트레이스,52290,201412,200105,43384.0,0,0,0,제조업,1,-23.25,-42.5,5.3,128.63,-92.25,1106.522015,-673.042163,-99.49257006,1013.442629,81.81,33.58093037,197.79,-4.05,-7.7,-10.28,-5.11,-12.49,-17.67,-62.13,-5.86,-49.52426252,-75.62221774,1062.971014,0.41,0.63,0.92,1.96,0.42,79.67,48.15,5.4,-3.59,1.74
(주)트레이스,52290,201512,200105,43384.0,0,0,0,제조업,1,-23.25,-42.5,5.0,128.63,-31.99,930.6944167,-360.5670047,-197.9319706,958.5449433,65.23,46.64616135,114.38,-4.88,-14.45,-20.37,-7.71,-13.66,-17.67,-62.13,-5.86,-49.52426252,-75.62221774,1176.981818,0.49,0.81,1.25,3.07,0.56,83.08,48.07,5.48,-3.59,2.11
(주)트레이스,52290,201612,200105,43384.0,0,1,1,제조업,1,-2.77,-19.0,5.3,128.63,-42.98,694.7452343,-147.6764374,-250.5076447,961.1613261,70.55,58.07791496,72.18,-0.72,-19.54,-38.3,-8.35,-13.66,5.03,18.19,4.43,170.9206997,-67.35608696,2800.347826,0.26,0.58,0.54,1.92,0.34,109.38,92.13,2.93,1.0,0.75
(주)트루윈,105550,201412,201407,,0,0,0,제조업,1,13.51,10.07,1.72,93.56,32.16,4863.147479,298.6010408,1530.44202,4248.60217,749.72,59.52076178,68.01,3.44,41.26,46.72,16.7,24.52,88.3,282.84,31.64,49.60612036,76.82127517,356.3959732,0.74,1.36,1.55,7.34,0.87,208.36,185.23,4.78,21.56,1.97
(주)트루윈,105550,201512,201407,,0,0,0,제조업,1,-9.7,-11.79,3.25,113.24,18.96,3903.825867,-459.0950202,-124.0791185,3954.177179,690.84,43.5244418,129.76,-2.6,12.26,13.16,6.92,16.11,14.77,97.72,21.17,83.32293097,41.02018072,450.9337349,0.5,1.01,1.42,9.49,0.85,107.01,85.65,3.58,9.1,1.67
(주)트루윈,105550,201612,201407,,1,0,1,제조업,1,-23.25,-42.5,3.23,128.63,-63.56,3439.183474,-2022.8133,-1185.026409,2176.702135,376.37,27.09344907,269.09,-11.88,-11.02,-13.64,-8.03,-13.66,-11.78,-62.13,-5.86,-49.52426252,-24.26707865,436.0842697,0.44,0.67,1.46,8.75,0.67,71.72,61.52,1.92,-3.59,1.75
(주)특수건설,26150,201112,199708,,0,0,0,건설업,1,-4.68,-5.2,0.6,103.89,8.65,11338.33516,-424.8868463,500.9181762,7837.564561,1467.51,61.08686148,63.7,-3.35,2.9,13.14,1.13,1.28,162.56,721.79,45.96,53.37735331,229.4246696,564.9118943,0.91,2.65,1.65,11.98,1.07,154.33,130.32,12.75,40.61,1.92
(주)특수건설,26150,201212,199708,,1,0,1,건설업,1,0.67,1.92,0.79,99.06,9.35,14519.73293,150.564983,-563.0793129,7877.885471,1475.58,53.83031029,85.77,0.38,-0.46,-1.28,-0.21,-0.21,189.92,279.91,43.58,45.23295679,266.8718565,617.1772152,1.06,2.47,1.91,14.26,1.13,138.14,122.09,2.29,43.24,2.2
(주)티라유텍,322180,201912,201910,,0,0,0,정보통신업,0,7.81,9.2,0.76,93.25,28.72,5252.271636,481.4568208,354.4312859,5232.850242,5319.72,81.74401946,22.33,8.71,30.33,75.05,5.54,6.75,398.55,2547.15,52.1,74.2326279,58.08542969,174.564,0.82,4.49,1.28,63.84,1.07,512.35,502.05,121.39,42.75,1.31
(주)티라유텍,322180,202012,201910,,0,0,0,정보통신업,0,-4.89,-3.97,-0.21,103.32,0.0,6371.852404,-199.142213,-93.93328732,4792.270531,5129.43,78.6006295,27.23,-21.04,9.98,42.52,2.14,2.04,347.44,1168.55,44.7,97.50368415,55.66848921,174.564,1.02,5.15,1.88,95.38,1.5,286.61,281.13,65.98,46.71,1.92
(주)티로보틱스,117730,201812,201811,,0,0,0,제조업,1,17.44,16.05,1.01,91.05,-1.62,12320.59082,961.78932,900.0364666,6045.976088,1098.57,52.18339302,91.63,7.32,16.39,35.08,7.84,7.31,123.69,600.66,25.65,47.74240574,111.6374026,404.4350649,1.07,2.24,1.53,5.49,1.0,190.27,137.31,64.66,27.52,2.12
(주)티로보틱스,117730,201912,201811,,0,0,0,제조업,1,-12.75,-10.37,2.27,107.21,-11.53,9239.884762,-604.5894661,-205.3281796,5477.442226,965.35,38.79627482,157.76,-2.84,3.88,5.88,2.37,3.6,46.92,187.66,21.42,94.91499057,66.85426573,537.8531469,0.74,1.33,1.22,4.35,0.78,171.07,122.98,68.98,14.12,1.69
(주)티로보틱스,117730,202012,201811,,0,0,0,제조업,1,11.03,-3.45,2.08,101.97,-14.21,5598.094748,-100.2995922,420.5797334,2793.87061,446.95,43.41493533,130.34,2.24,4.47,6.02,2.53,2.89,65.95,199.45,18.55,69.08356438,82.91631148,617.2459016,0.86,1.46,1.73,7.3,1.0,109.41,89.1,49.02,16.22,2.27
(주)티비씨,33830,201112,201011,,0,0,0,정보통신업,0,4.31,5.39,-2.91,84.84,44.25,3760.0065,491.1358,759.0272,9168.2,87.39,91.97008094,8.73,40.72,76.07,466.04,6.11,16.18,97.47,0.0,62.95,70.48742425,167.0063121,706.7234043,0.38,5.65,0.55,525.31,0.5,838.12,837.35,9.61,23.76,0.56
(주)티비씨,33830,201212,201011,,0,0,0,정보통신업,0,2.81,4.6,-2.91,86.47,45.8,3692.7962,427.6132,862.4393,9465.5,93.12,92.00529945,8.48,145.96,121.58,0.0,8.12,21.95,104.89,0.0,62.4,60.80989453,167.3654745,729.9635036,0.37,5.55,0.54,603.11,0.49,1062.09,940.6,23.03,23.09,0.56
(주)티비씨,33830,201312,201011,,0,0,0,정보통신업,0,2.05,3.75,-2.91,87.43,47.42,3349.937,360.3325,696.4813,9769.9,99.15,92.00529945,8.48,202.52,121.58,3052.28,7.64,23.27,96.81,0.0,65.0,70.39063045,158.4239007,724.7588652,0.33,6.83,0.51,643.87,0.44,1062.09,940.6,2.63,21.89,0.56
