,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,매출액순이익률,금융비용부담률,사내유보 대 자기자본비율,1주당순이익,1주당 CASH FLOW,이자보상배율,CASH FLOW 대 부채비율,설비투자효율,부가가치율,종업원1인당부가가치율_계산,재고자산회전률
2350,KD(주),44180,201912,200011,,0,0,0,건설업,1,-6.869053559,284.0496683,42.93269152,77.87372983,-15.91,280.1647157,10.97,2.79,0.0,118.0704773,-32.85648299,1.63,-3.58,160.52,33.88,423.3448649,2.17
2351,KISCO홀딩스(주),1940,201212,198911,,0,0,0,제조업,1,1.276197296,174.5812967,4.444160322,-8.045791839,0.0,231.9056369,5.93,-0.44,43.42,9549.197949,11753.46469,50.96,51.69,41.69,12.0,267.2457692,10.56
2352,KISCO홀딩스(주),1940,201812,198911,,0,0,0,제조업,1,3.785577606,119.9392359,1.608858632,7.656164916,-10.53,-35.92943972,2.76,-0.83,49.96,1965.741233,4191.121583,167.44,42.85,42.02,12.33,686.434,9.89
2353,KISCO홀딩스(주),1940,201912,198911,,0,0,0,제조업,1,0.786578363,73.15369074,3.792444685,-10.02218265,0.0,-7.709116956,5.32,-1.0,50.72,3403.753495,3651.293652,117.66,31.53,45.57,15.47,686.434,8.81
2354,LG이노텍(주),11070,201212,200807,,0,0,0,제조업,1,10.8009591,82.79987981,-4.267198217,16.75701848,25.11,186.5263364,-0.47,1.77,11.27,-1239.645875,18867.05732,0.71,9.28,48.14,21.05,98.94746797,12.45
2355,LG이노텍(주),11070,201812,200807,,0,0,0,제조업,1,-2.065877899,-6.681829827,8.583863435,4.459194379,-25.6,-11.12137388,2.04,0.62,27.08,6891.422302,26708.71309,4.85,20.73,56.43,19.61,146.1412586,13.74
2356,LG이노텍(주),11070,201912,200807,,0,0,0,제조업,1,0.255613223,-37.27746609,4.077406467,4.008524598,-0.97,52.98013061,1.23,0.68,29.39,4322.47469,26708.71309,6.32,25.68,64.17,19.76,144.2351063,16.47
2357,LS일렉트릭(주),10120,201212,199407,,0,0,0,제조업,1,14.18194469,39.50364014,7.858891327,7.798494245,-0.09,20.23647353,4.36,1.13,12.61,3242.1124,3598.6909,5.36,10.04,81.39,23.69,139.547385,9.88
2358,LS일렉트릭(주),10120,201812,199407,,0,0,0,제조업,1,6.650088224,24.74462578,13.00637595,6.025954679,0.37,29.4146696,5.32,0.31,15.41,4407.831933,6821.846633,12.21,15.76,113.45,24.99,156.882576,13.67
2359,LS일렉트릭(주),10120,201912,199407,,0,0,0,제조업,1,5.499498225,-22.07611848,5.026042822,-5.558591234,-1.06,-17.80024748,4.39,0.24,10.89,3434.753733,7202.654033,10.56,17.9,115.5,25.84,154.856016,11.95
2360,OCI(주),10060,201212,198507,,0,0,0,제조업,1,1.083085921,-98.53028483,-3.454316126,-24.72973785,-1.72,-86.10629057,0.39,1.79,1.47,532.894138,2320.509795,1.86,19.36,23.77,29.16,242.4033047,6.57
2361,SK이노베이션(주),96770,201212,200707,,0,0,0,제조업,1,-3.413950819,-62.77046882,10.22421157,7.252848926,14.56,-40.21278565,1.61,0.29,51.16,12616.59721,12395.54082,4.99,11.11,32.0,4.88,686.434,10.3
2362,SK이노베이션(주),96770,201812,200707,,0,0,0,제조업,1,5.378466691,-20.28424486,0.096584207,17.83354976,15.49,-34.5285187,3.14,0.3,58.2,15144.68944,18439.74807,8.16,11.66,37.83,9.0,686.434,8.97
2363,SK이노베이션(주),96770,201912,200707,,0,0,0,제조업,1,9.534809247,-96.15349685,-5.786216401,-8.501720484,11.7,-40.0595783,0.13,0.47,58.48,701.8652178,19483.03466,3.69,8.34,14.67,3.85,552.5218156,7.87
2364,SNT모티브(주),64960,201212,200203,,0,0,0,제조업,1,-0.483690334,-61.36262892,1.415174326,-0.589908906,-1.23,-44.44916343,1.74,0.18,72.39,1074.173898,2766.302385,11.79,8.66,28.8,13.4,107.9435855,6.09
2365,SNT모티브(주),64960,201812,200203,,0,0,0,제조업,1,-2.429348645,-3.10045911,-0.478398956,-6.949146687,-4.41,-41.81995113,5.41,-0.25,79.53,3913.329193,6180.010498,3087.84,21.62,39.42,17.48,193.2040897,8.01
2366,SNT모티브(주),64960,201912,200203,,0,0,0,제조업,1,-13.17268097,-93.53679576,-10.77095024,-7.761758202,-1.79,58.51450284,0.38,-0.43,78.05,252.9264585,6791.290938,1008.19,31.31,54.59,19.77,215.1443864,7.42
2367,SNT중공업(주),3570,201212,197607,,0,0,0,제조업,1,-2.171000299,-22.72216099,3.114359316,8.540833519,-1.61,-33.48005017,5.41,-0.21,84.65,1346.937262,448.1160742,38.12,13.34,30.02,20.42,117.6030811,6.25
2368,SNT중공업(주),3570,201812,197607,,0,0,0,제조업,1,0.864001071,256.0383992,0.492480234,-9.171867513,-1.97,332.6144589,5.0,-0.55,91.57,610.2971724,1129.311928,11.6,14.7,25.42,24.22,108.0267168,4.83
2369,SNT중공업(주),3570,201912,197607,,0,0,0,제조업,1,-0.508207931,-16.01007808,1.580125938,-5.335798229,-3.26,19.53689237,4.44,-0.91,91.63,500.5759082,988.3468099,31.85,15.5,23.74,23.49,108.6585492,4.39
2370,STX엔진(주),77970,201212,200405,,0,1,1,제조업,1,-8.540917433,-178.837395,-10.07326971,-35.1056083,27.54,-74.96961705,-4.87,6.06,72.81,-2060.077416,2190.979179,0.43,-0.85,23.58,15.99,24.92634848,2.46
2371,STX중공업(주),71970,201212,200905,,0,0,0,제조업,1,-7.751911037,-65.14861675,-0.306391247,-19.9724636,4.06,-5.75471274,0.28,3.27,57.04,114.8675336,2822.933049,1.12,9.02,20.21,9.31,120.9250675,5.09
2372,가온미디어(주),78890,201212,200507,,0,0,0,제조업,1,36.69880107,303.7701917,10.87892593,50.79797755,2.78,209.881441,2.29,1.21,46.75,437.5782134,-151.7324278,2.2,-6.76,150.55,10.93,117.0124324,6.83
2373,가온미디어(주),78890,201812,200507,,0,0,0,제조업,1,22.02225416,-16.25849152,11.74401587,15.41245269,10.79,-55.56192767,0.85,0.42,54.47,356.4201121,-1855.01,3.2,-19.99,214.81,7.77,69.78136842,5.94
2374,가온미디어(주),78890,201912,200507,,0,0,0,제조업,1,-5.562680728,244.0279802,13.32257672,-1.437633106,4.21,211.2156131,2.96,0.57,58.26,1203.809914,2954.776208,7.63,-10.48,257.22,9.29,126.6368434,5.84
2375,가온전선(주),500,201212,198706,,0,0,0,제조업,1,1.419980343,401.0981324,1.789872379,-2.586321501,2.29,175.791395,0.42,0.63,2.82,1015.757099,9353.686604,2.05,3.82,24.7,4.92,114.5531166,16.1
2376,가온전선(주),500,201812,198706,,0,0,0,제조업,1,-2.312182237,-93.20068638,0.111833243,0.43907835,0.91,-34.21438367,0.01,0.43,1.28,23.77253628,6643.470605,1.37,2.34,23.97,5.94,99.02029279,12.87
2377,가온전선(주),500,201912,198706,,0,0,0,제조업,1,-2.644043945,767.8950912,-1.412274286,-1.235933222,-3.15,37.61407235,0.66,0.32,2.23,1313.088548,-1855.01,2.46,3.35,25.71,6.6,115.7319767,13.8
2378,강남제비스코(주),860,201212,197511,,0,0,0,제조업,1,8.852096207,15.15546613,7.917884848,7.985448572,1.47,15.19327647,8.6,-0.47,11.12,4384.279692,2055.590308,138.03,18.36,64.75,20.6,99.99174229,8.11
2379,강남제비스코(주),860,201812,197511,,0,0,0,제조업,1,12.51645893,67.52126582,13.32536545,2.331692433,3.59,-88.75375563,12.65,-0.55,2.94,5975.742308,1580.974769,14.75,16.46,54.8,30.62,72.92438253,7.04
2380,강남제비스코(주),860,201912,197511,,0,0,0,제조업,1,2.189543449,-55.17128802,2.117639519,8.311679482,3.77,-215.7613811,5.24,-0.33,0.97,2678.848308,1721.422769,-9.01,9.66,33.73,26.27,72.30769231,6.73
2381,경남기업(주),800,201212,197302,42109.0,1,0,1,건설업,1,4.745529206,-12.79617947,2.73486199,-7.770657836,-7.61,159.8382227,5.28,6.06,6.26,4354.033834,-1855.01,0.28,-4.65,87.43,29.41,186.8844309,15.45
2382,경남스틸(주),39240,201212,200003,,0,0,0,제조업,1,-3.504709082,-32.19841729,11.13747071,-7.318058379,10.0,-19.3221017,2.02,0.76,14.52,1268.1208,3875.9648,4.48,6.57,50.39,5.44,193.7252273,8.12
2383,경남스틸(주),39240,201812,200003,,0,0,0,제조업,1,-4.293730914,26.35857162,4.251641816,-4.19319158,8.64,-4.754932856,1.96,0.3,7.06,215.04844,913.19924,7.29,19.28,38.7,5.93,185.3904545,7.53
2384,경남스틸(주),39240,201912,200003,,0,0,0,제조업,1,0.139435049,-13.72496355,3.172454481,15.73555825,0.0,-3.16710925,1.46,0.2,5.31,185.53312,436.62608,8.52,30.82,39.66,4.99,180.5219318,9.44
2385,경남에너지(주),8020,201212,199408,42509.0,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,13.489614,-6.640849279,8.411223014,12.50960717,5.63,-27.20495225,3.09,-0.28,9.81,813.4705003,1894.034988,23.81,19.1,24.94,9.98,315.5616393,711.59
2386,경남제약(주),53950,201212,200111,,0,0,0,제조업,1,-3.979230787,767.8950912,32.09069133,-9.25119231,-8.3,154.7239791,0.01,6.06,-29.16,0.116735743,92.34179592,1.23,10.72,130.04,31.89,52.88979424,3.42
2387,경남제약(주),53950,201812,200111,,0,0,0,제조업,1,-1.11551009,193.5028849,89.54574333,3.140354662,18.98,-122.5273226,8.98,2.91,6.94,302.4561091,-142.6310914,-0.64,-7.24,230.02,54.28,87.94046693,5.88
2388,경남제약(주),53950,201912,200111,,0,0,0,제조업,1,40.07612393,-222.2064107,95.66329653,8.141649602,-1.17,-274.4150434,-10.15,0.1,-4.96,-266.5927306,-376.7576343,-9.74,-19.99,88.29,21.5,38.3419685,5.38
2389,경동제약(주),11040,201212,199212,,0,0,0,제조업,1,1.891537899,-60.08370903,2.085154336,-2.074862314,2.65,-6.921478618,6.5,-1.37,81.48,610.2403766,1503.639548,29.09,64.89,117.47,39.68,104.6157419,6.79
2390,경동제약(주),11040,201812,199212,,0,0,0,제조업,1,2.531423516,-73.70545075,-0.714802437,0.868410062,2.7,-34.0706164,2.97,-1.1,88.5,200.3166102,1253.041921,388.51,60.05,94.08,34.2,103.4841579,6.56
2391,경동제약(주),11040,201912,199212,,0,0,0,제조업,1,11.55855114,329.2797316,7.845913304,-1.57044708,3.16,20.48380889,12.94,-1.05,87.7,859.9186064,-104.7344633,52.73,28.91,125.15,44.66,126.3332653,6.84
2392,경인전자(주),9140,201212,198906,,1,0,1,제조업,1,0.545500469,24.38378614,2.707383929,34.25574345,-6.67,632.564089,2.6,-2.62,51.2,731.5337373,1199.664883,-17.38,27.89,88.36,10.63,48.44285714,16.48
2393,경창산업(주),24910,201212,199412,,0,0,0,제조업,1,3.283565051,133.5857787,21.06925764,5.815315872,2.03,136.2693226,2.86,3.03,39.91,689.8066059,4327.817995,0.94,24.79,48.2,25.48,110.2705531,10.81
2394,경창산업(주),24910,201812,199412,,0,0,0,제조업,1,-4.338504087,-9.374372838,-14.21543112,8.397633578,-1.81,116.3026552,-4.46,2.04,4.47,-743.1018254,2181.356992,1.25,8.7,26.73,18.65,56.14391268,9.27
2395,경창산업(주),24910,201912,199412,,0,0,0,제조업,1,-11.48493119,-187.517902,-27.0911252,-10.92127808,0.0,-191.9847223,-14.4,2.33,-71.94,-2136.550778,1046.890554,-1.17,12.24,19.36,12.25,51.43660574,9.08
2396,계룡건설산업(주),13580,201212,199601,,0,0,0,건설업,1,3.753504285,-62.5482093,0.507501314,-11.33800086,30.07,-4.032842316,0.29,1.43,13.54,497.1105398,-1855.01,1.45,3.45,142.27,11.89,121.6554603,10.88
2397,계룡건설산업(주),13580,201812,199601,,0,0,0,건설업,1,9.052490807,67.44718531,15.03817785,2.312774343,5.33,33.68092932,4.12,0.57,31.51,10584.51017,11652.26712,8.58,1.78,182.29,15.85,176.3702773,6.81
2398,계룡건설산업(주),13580,201912,199601,,0,0,0,건설업,1,16.25111369,-21.1283095,14.28798119,-0.739221613,13.87,-11.57503654,3.28,0.6,43.72,8348.182105,1521.816317,6.73,3.91,163.57,16.1,173.8473496,6.28
2399,계양전기(주),12200,201212,198807,,0,0,0,제조업,1,2.310943819,-24.44988211,4.139486556,5.44022184,5.02,-67.34023106,2.02,-0.31,7.27,147.0659706,409.2092647,27.19,27.55,91.58,19.23,93.51306773,6.87
2400,계양전기(주),12200,201812,198807,,0,0,0,제조업,1,7.643435182,-0.591588492,1.772460083,7.398401999,6.79,-22.70354104,2.11,0.0,2.9,226.4933235,-87.42429412,207.14,9.27,83.7,23.52,106.6996159,8.28
2401,계양전기(주),12200,201912,198807,,0,0,0,제조업,1,3.064795683,-132.9655867,-2.597521434,2.726616283,-0.79,-72.75002043,-0.68,0.15,-1.68,-74.66485294,-78.29629412,3.91,-2.71,83.11,21.07,96.0877036,7.83
2402,고려개발(주),4200,201212,197810,44033.0,0,0,0,건설업,1,-14.98879591,98.87589061,-2.179782033,13.51370646,-4.31,643.2236429,-0.38,2.43,-2.2,-132.1153,-330.2703,1.39,3.76,1148.9,10.01,173.69255,3.52
2403,고려개발(주),4200,201812,197810,44033.0,0,0,0,건설업,1,-10.52205921,-89.1403387,74.05273209,-16.4443547,10.63,-29.01755055,0.11,2.08,-49.21,17.26527812,454.2939536,3.09,5.68,1874.95,13.26,190.8139481,10.75
2404,고려개발(주),4200,201912,197810,44033.0,0,0,0,건설업,1,3.452664173,767.8950912,24.16732149,23.62275653,2.08,57.91387073,5.01,1.75,-6.54,1907.387469,2191.593101,4.96,6.28,1874.95,18.3,318.8660814,13.97
2405,고려산업(주),2140,201212,199101,,0,0,0,제조업,1,18.75663756,77.86659418,10.73558878,8.050091103,5.81,0.041730328,4.06,0.5,31.78,1557.192678,-1695.330185,4.01,-2.32,47.8,9.4,163.6456044,7.9
2406,고려산업(주),2140,201812,199101,,0,0,0,제조업,1,16.65466761,-26.7680261,4.09142871,-9.221877797,18.02,-2.305094744,2.34,0.18,6.75,148.883184,-229.3810302,2.33,-1.95,28.99,11.22,105.5567939,7.19
2407,고려산업(주),2140,201912,199101,,0,0,0,제조업,1,-3.339024721,27.35209575,3.716229285,21.47768127,-0.76,0.04489106,2.46,0.57,7.31,189.605855,418.9143896,1.9,2.14,36.28,11.69,143.2185385,6.95
2408,고려신용정보(주),49720,201212,200201,,0,0,0,임대업,1,5.497731788,-61.73108552,0.245250436,3.409526779,4.74,-31.11355852,1.04,-0.29,25.3,60.82300699,31.02531469,171.61,5.77,1119.84,32.51,14.82142935,711.59
2409,고려신용정보(주),49720,201812,200201,,0,0,0,임대업,1,21.361102,30.45801902,10.65903477,17.91190182,14.37,46.80168505,4.52,-0.16,46.22,326.8425874,580.2023077,3087.84,43.11,1874.95,36.64,67.12815929,0.0
2410,고려신용정보(주),49720,201912,200201,,0,0,0,임대업,1,47.79603759,41.66343414,17.7171472,12.50611612,18.58,10.3738281,5.69,-0.17,53.55,463.0164336,515.803986,60.71,28.17,535.22,38.52,67.07559701,0.0
2411,고려아연(주),10130,201212,199007,,0,0,0,제조업,1,7.259000472,-20.41329671,13.54923137,-1.05966406,8.59,-21.45060758,10.33,-0.75,23.31,15144.68944,26422.10541,68.19,73.75,60.85,17.84,686.434,5.85
2412,고려아연(주),10130,201812,199007,,0,0,0,제조업,1,2.667633926,-15.64847486,4.40374058,4.345400392,1.09,-14.53291494,7.77,-0.78,12.25,15144.68944,26708.71309,726.23,98.97,45.35,17.43,683.2610568,5.21
2413,고려아연(주),10130,201912,199007,,0,0,0,제조업,1,8.506450077,19.40828601,7.27683895,-2.738680811,1.87,5.310458552,9.54,-0.82,13.18,15144.68944,26708.71309,573.48,78.88,49.5,19.88,686.434,4.71
2414,고려제강(주),2240,201212,197605,,0,0,0,제조업,1,-0.509234599,-59.13101019,-1.001884565,-0.128912898,4.59,-52.30091385,3.92,0.38,83.61,2923.314267,8016.316933,7.01,20.05,37.36,21.14,192.3814072,5.01
2415,고려제강(주),2240,201812,197605,,0,0,0,제조업,1,-0.545365237,-91.64385872,-0.083711764,1.727156726,-7.65,-2.086379118,0.12,0.82,84.76,93.80135,6202.39115,2.42,12.79,31.88,19.67,121.7319977,5.3
2416,고려제강(주),2240,201912,197605,,0,0,0,제조업,1,-1.41630502,222.9341582,1.70135945,3.961377026,-2.72,-16.74942818,0.37,0.65,85.05,302.9166,4087.78405,2.32,11.8,33.05,20.05,128.722182,5.01
2417,고려제약(주),14570,201212,200012,,0,0,0,제조업,1,-1.109093537,-60.28821228,1.286415326,-5.68385501,-1.98,-53.88894804,3.43,1.21,71.58,136.7143636,277.3060909,4.43,18.79,82.86,30.4,54.03145749,5.57
2418,고려제약(주),14570,201812,200012,,0,0,0,제조업,1,9.234391963,40.12533502,10.22641301,-6.091588218,1.98,-33.43731983,12.61,-0.02,0.0,596.5884545,526.1657273,217.89,30.68,168.56,40.47,81.9381323,5.64
2419,고려제약(주),14570,201912,200012,,0,0,0,제조업,1,3.957458272,-40.64266626,3.583175254,6.730524742,0.39,-3.136291466,7.01,-0.11,81.12,354.119,564.4122727,859.68,55.54,124.76,32.26,69.44337209,5.23
2420,광동제약(주),9290,201212,198911,,0,0,0,제조업,1,21.06170677,-7.132852456,7.114929713,5.941333629,3.03,-5.889262864,8.35,-0.23,11.29,529.5900862,452.8402067,28.76,21.04,63.71,26.44,113.2131909,6.07
2421,광동제약(주),9290,201812,198911,,0,0,0,제조업,1,1.294737705,-4.802944909,3.492039401,3.386052902,0.1,-5.015878301,1.86,0.07,6.0,419.1923553,1012.888402,12.19,12.71,73.75,10.62,114.4489023,10.33
2422,광동제약(주),9290,201912,198911,,0,0,0,제조업,1,8.294330258,3.10079629,3.857267164,4.917282507,0.6,23.150265,1.83,0.05,5.89,432.1906563,558.6572412,13.16,11.93,100.25,11.12,124.5824825,9.47
2423,광전자(주),17900,201212,199610,,1,0,1,제조업,1,-19.34294098,69.48308313,-7.966535584,-18.28671461,-27.47,85.16320798,-4.22,0.12,0.44,-231.7800969,754.7332575,-3.78,43.38,49.15,19.42,67.90909661,6.32
2424,광진실업(주),26910,201212,199601,,0,0,0,제조업,1,-8.450006833,-72.63895452,0.878211698,-5.301346855,-10.22,-70.18483703,1.59,1.32,6.97,182.5050875,878.9595662,1.83,12.54,51.44,13.36,79.6204878,3.7
2425,광진실업(주),26910,201812,199601,,0,0,0,제조업,1,-6.678466258,-50.83011081,0.550152844,2.711368682,-1.98,-61.16890083,0.61,0.38,5.81,41.62687605,120.657476,1.62,22.92,48.59,17.75,78.2530303,4.29
2426,광진실업(주),26910,201912,199601,,0,0,0,제조업,1,-0.319849256,-467.1395943,-3.639999499,-1.522008827,10.1,-358.1124348,-2.28,0.25,2.19,-152.8287438,80.00243544,-10.15,7.98,35.38,12.85,50.65302752,4.23
2427,국도화학(주),7690,201212,198908,,0,0,0,제조업,1,-3.466291633,20.02393329,6.75861813,-3.82258405,2.82,6.91264363,3.56,0.19,71.86,5149.214989,10638.57756,9.05,32.78,39.58,9.06,172.6082012,10.56
2428,국도화학(주),7690,201812,198908,,0,0,0,제조업,1,8.353177702,10.9376091,6.789180109,19.01841675,6.64,21.42798755,3.64,0.2,82.21,8025.037793,-1855.01,10.88,2.53,41.87,10.44,160.2441051,10.91
2429,국도화학(주),7690,201912,198908,,0,0,0,제조업,1,5.969165874,-24.70564651,5.706844375,-12.428944,5.84,-38.62860305,3.13,0.3,83.53,6042.400324,15133.31444,5.85,10.04,32.37,10.41,160.9367831,8.53
2430,국일신동(주),60480,201812,201412,,0,0,0,제조업,1,-0.619552263,-66.00963306,0.275963357,-12.15394283,0.0,-69.54747781,3.46,0.07,75.58,91.28313796,-40.45040577,33.33,13.07,18.43,18.24,88.94633333,4.0
2431,국일신동(주),60480,201912,201412,,0,0,0,제조업,1,12.80131017,-110.2130728,14.88800793,-2.196256905,-3.33,-113.3027473,-0.36,-0.41,64.51,-9.322813345,84.6477908,-7.9,4.06,14.46,14.93,73.66258621,3.35
2432,국일제지(주),78130,201212,200410,,1,1,1,제조업,1,-15.1572736,52.76997484,-17.73453012,-35.1056083,10.81,271.9121406,-4.46,4.42,51.31,-2136.550778,3147.0045,0.27,7.69,26.97,12.23,36.91268293,3.38
2433,국제약품(주),2720,201212,197512,,0,0,0,제조업,1,-19.58288205,-542.6211832,-25.07009908,-3.996762179,0.0,-254.4514644,-14.94,1.07,0.02,-1226.844539,102.343503,-8.9,15.92,37.96,11.82,32.61727477,7.06
2434,그랜드코리아레저(주),114090,201212,200911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,29.80795473,127.5624482,49.75282157,-4.287845501,-0.85,8.275425657,24.25,-1.98,42.15,2328.892097,2243.576814,517.04,81.19,838.6,60.85,187.5525706,174.87
2435,그랜드코리아레저(주),114090,201812,200911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,4.625607541,-3.474033751,5.644952319,-4.180430304,9.45,-2.87518888,16.18,-2.11,13.09,1256.806854,1501.017401,3087.84,45.59,338.95,60.39,142.4835767,195.54
2436,그랜드코리아레저(주),114090,201912,200911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,18.7619261,-6.874433613,4.107164065,2.167895041,-8.58,-7.858317972,14.75,-1.29,11.8,1170.408501,1901.036865,25.39,32.45,386.65,63.36,158.4835132,198.4
2437,그린케미칼(주),83420,201212,200510,,0,0,0,제조업,1,22.19123749,6.917678824,9.204551431,22.40927245,16.42,11.39586524,5.39,-0.12,13.44,585.02435,965.171,42.37,34.09,42.47,14.08,391.8901282,18.78
2438,그린케미칼(주),83420,201812,200510,,0,0,0,제조업,1,-3.173151682,-0.381663049,-2.280180604,0.183892611,2.84,-4.777123148,0.99,0.35,5.28,125.6508,746.93945,2.61,17.47,31.19,12.35,216.4148276,11.95
2439,그린케미칼(주),83420,201912,200510,,0,0,0,제조업,1,-1.194128086,122.0601063,1.169816863,-8.754709473,10.34,132.1248611,2.41,0.35,6.09,232.5169167,922.1816667,6.64,23.67,41.45,16.79,243.376,9.51
2440,극동유화(주),14530,201212,199101,,0,0,0,제조업,1,0.999884363,29.92212547,11.54462354,5.576673179,4.96,21.06876971,3.58,0.82,64.59,3418.719325,9100.927403,4.86,12.44,79.58,8.98,235.7122047,14.22
2441,극동유화(주),14530,201812,199101,,0,0,0,제조업,1,4.334626955,7.867855624,7.776266215,69.54392043,13.01,36.39799002,1.96,0.17,78.78,467.2353311,356.1457862,9.68,6.89,56.02,4.37,245.5932374,39.67
2442,극동유화(주),14530,201912,199101,,0,0,0,제조업,1,3.493491133,-12.82438095,5.847861612,-4.250641317,-0.72,-10.25018274,1.79,0.2,79.46,407.3152923,85.40331328,8.54,6.38,50.24,4.49,244.1371014,35.71
2443,글로본(주),19660,201812,199206,,1,0,1,도매 및 소매업,1,65.71454199,598.7056274,16.94900194,77.87372983,0.0,531.8530083,5.8,4.95,-80.37,61.77058308,3.650470641,0.93,-16.65,548.98,14.57,361.9125,36.55
2444,금강공업(주),14280,201212,198809,,0,0,0,제조업,1,15.7339245,767.8950912,4.827485609,28.88129549,11.59,128.995585,2.72,2.49,6.37,2154.31874,17296.35607,1.88,20.5,34.35,21.43,172.1962077,7.14
2445,금강공업(주),14280,201812,198809,,0,0,0,제조업,1,12.7476893,-44.1550606,6.98529403,-7.393275671,7.3,-44.93245823,2.62,1.47,4.86,2990.073863,4406.861443,2.26,3.18,37.41,25.08,244.8579108,6.39
2446,금강공업(주),14280,201912,198809,,0,0,0,제조업,1,-2.209356889,-133.2949559,-2.341298749,-3.201352928,-3.29,-89.6524251,-0.9,1.94,0.96,-197.9791452,1114.411181,0.2,5.1,35.85,23.57,192.8642233,5.07
2447,금강철강(주),53260,201212,200201,,0,0,0,제조업,1,2.062983417,-4.475347536,9.346736367,-11.49185967,-18.52,-21.96259202,3.3,-0.2,16.07,451.7069444,520.9528312,27.15,22.29,93.56,6.46,224.3940909,14.42
2448,금강철강(주),53260,201812,200201,,0,0,0,제조업,1,2.627735877,76.61978911,1.469470266,-1.095801324,1.52,-58.68177699,2.69,-0.74,6.12,280.7849893,813.598985,11.43,16.24,92.66,7.83,194.5268657,20.72
2449,금강철강(주),53260,201912,200201,,0,0,0,제조업,1,2.402946495,-16.49285286,0.940749235,-12.15602239,-8.96,44.09068818,2.56,-1.21,6.08,234.4755342,264.4251603,32.88,38.03,83.91,7.82,205.7337705,20.0
2450,금호석유화학(주),11780,201212,198801,,0,0,0,제조업,1,-6.437824303,-76.80833141,6.504136804,-8.883887801,6.76,-73.42497622,2.14,1.49,7.41,3765.443209,7329.711106,2.21,16.62,31.63,8.79,300.9070766,10.24
2451,금호석유화학(주),11780,201812,198801,,0,0,0,제조업,1,0.805865327,131.1456622,19.99915417,10.26957461,0.16,111.1870774,9.01,0.84,17.52,15021.3472,14470.97521,9.72,19.96,47.25,18.87,426.7145938,12.43
2452,금호석유화학(주),11780,201912,198801,,0,0,0,제조업,1,-1.704204224,-41.42180048,11.98495657,-10.86819492,4.61,-33.69330321,5.92,0.69,15.36,8799.234736,16651.5662,8.39,27.31,36.12,16.08,423.2569604,10.58
2453,금호전기(주),1210,201212,197311,,0,0,0,제조업,1,-7.289398776,-945.0634599,-19.93890897,20.45590223,-27.47,-232.2408915,-17.67,2.86,64.52,-2136.550778,1551.5944,-1.19,-0.74,-0.18,-0.1,-41.81748485,3.68
2454,금호타이어(주),73240,201212,200502,,0,0,0,제조업,1,-2.914398523,120.5642552,63.32289279,3.952327423,0.61,102.8485714,3.21,4.51,22.22,1034.284186,1294.021909,2.0,2.73,42.11,23.02,124.3374714,5.18
2455,금호타이어(주),73240,201812,200502,,1,0,1,제조업,1,-7.091649481,-70.84858011,44.42014319,-11.04633781,-4.25,40.2125521,-7.5,4.41,-36.9,-668.139996,324.6015103,-0.86,2.51,22.89,22.8,-9.308853127,5.09
2456,기아(주),270,201212,197307,,0,0,0,제조업,1,7.083531054,9.816562458,24.71075989,9.381575887,1.06,-0.082124258,8.18,-0.03,13.27,9533.925622,10719.82712,22.46,29.23,116.52,22.27,212.3115154,11.08
2457,기아(주),270,201812,197307,,0,0,0,제조업,1,-0.971103275,19.41337868,1.423195268,1.184505362,3.46,74.78549619,2.13,-0.02,1.8,2851.621906,11029.02873,5.68,14.39,63.44,15.13,155.5244008,6.87
2458,기아(주),270,201912,197307,,0,0,0,제조업,1,6.8708752,58.02327623,6.367303365,7.34015087,-0.68,73.62621223,3.14,-0.01,6.26,4506.226361,8907.213804,10.65,15.33,64.94,16.06,205.8033917,7.58
2459,깨끗한나라(주),4540,201212,197406,,0,0,0,제조업,1,-4.106713982,767.8950912,11.55951322,7.750710423,4.05,43.55891713,2.27,1.24,-6.45,583.1568676,1656.168498,2.13,12.16,26.46,12.1,134.9088142,13.98
2460,깨끗한나라(주),4540,201812,197406,,1,0,1,제조업,1,4.588493714,-51.62984052,-7.151782145,-5.092753233,-10.38,-15.68783777,-5.37,1.3,-29.51,-894.7491033,-597.1954367,-3.58,-2.98,13.15,8.1,79.47389706,9.21
2461,나노캠텍(주),91970,201212,200701,,0,0,0,제조업,1,15.81981298,45.49541835,2.672127006,12.88771831,-3.77,29.35039276,2.04,0.36,59.82,154.2281746,-115.0201389,5.44,3.33,28.57,12.47,74.17754902,16.23
2462,나라엠앤디(주),51490,201212,200106,,0,0,0,제조업,1,5.514537154,-40.11566361,5.589272402,-0.152055403,1.28,-5.767716505,4.66,0.76,54.64,433.3969014,-175.0327465,7.08,12.19,67.28,26.87,102.5396624,3.99
