,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,순이익증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,매출액순이익률,금융비용부담률,사내유보 대 자기자본비율,1주당순이익,1주당 CASH FLOW,이자보상배율,CASH FLOW 대 부채비율,설비투자효율,부가가치율,종업원1인당부가가치율_계산,재고자산회전률
718,(주)서진오토모티브,122690,201812,201005,,1,0,1,제조업,1,4.597713509,-42.32096542,-14.10802894,3.887924511,-10.71,-60.99590609,-1.96,1.05,34.8,-1254.232335,1891.605663,-0.83,7.53,32.2,12.31,63.80690909,16.32
719,(주)서플러스글로벌,140070,201812,201701,,0,0,0,도매 및 소매업,1,17.71884715,2.8383889,13.9223613,30.72683022,0.0,1.633050982,13.99,0.3,73.46,552.3669569,491.2014707,45.28,2.1,243.63,27.17,609.5356604,1.56
720,(주)서플러스글로벌,140070,201912,201701,,0,0,0,도매 및 소매업,1,-2.174609727,-92.48218964,-0.282518838,-24.46474493,-3.77,-89.99164304,1.39,0.26,73.53,41.52590029,114.5063264,5.48,20.82,85.43,14.99,199.8033333,1.06
721,(주)서한,11370,201212,199405,,0,0,0,건설업,1,8.317021125,267.8094429,4.375766076,16.09570882,11.35,214.1967912,2.72,0.4,26.92,39.90422109,-193.7901399,5.2,-8.0,586.41,14.17,133.6601274,4.63
722,(주)서한,11370,201812,199405,,0,0,0,건설업,1,20.54266476,-45.62644651,4.157547785,21.08557029,20.16,-36.76783789,6.58,-0.4,83.32,417.4809987,304.2227967,80.02,12.57,1003.61,14.04,295.6828618,8.53
723,(주)서한,11370,201912,199405,,0,0,0,건설업,1,-0.637085227,-76.618675,1.254497234,-14.38920534,12.5,-63.14103008,1.8,-0.36,84.14,97.6125891,-215.1719812,16.1,2.69,498.72,9.21,147.5730994,6.72
724,(주)서흥,8490,201212,199003,,0,0,0,제조업,1,7.42453648,-112.1269146,-4.265311618,10.19726195,46.15,-46.39284726,-1.15,4.44,1.63,-205.5315736,641.3699131,1.53,3.38,19.59,25.74,28.20260386,3.57
725,(주)서흥,8490,201812,199003,,0,0,0,제조업,1,7.359741209,11.33132902,2.43712284,12.41926753,11.44,5.418164805,7.47,1.95,9.67,2539.882012,4235.98084,4.93,14.31,36.46,31.25,113.462335,3.45
726,(주)서흥,8490,201912,199003,,0,0,0,제조업,1,10.91540342,27.16366921,6.756690376,17.09182897,2.69,20.60005034,8.11,1.96,12.54,3229.80716,1911.603941,4.96,9.36,40.71,33.87,127.3824524,3.58
727,(주)서희건설,35890,201212,199912,,0,0,0,건설업,1,0.478729778,-214.6693571,5.855464006,-4.828808886,-7.38,-49.56210113,-1.83,0.83,41.34,-105.1295151,-281.1517306,0.47,-9.72,293.54,5.56,60.24685688,58.24
728,(주)서희건설,35890,201812,199912,,0,0,0,건설업,1,5.588042743,18.69189856,10.28829411,10.21410523,9.36,-5.734666604,3.24,0.77,47.76,212.8510116,400.5165917,6.49,9.54,1874.95,14.28,145.6549231,178.66
729,(주)서희건설,35890,201912,199912,,0,0,0,건설업,1,14.55699028,67.41575426,32.63815424,9.146681386,-3.46,42.32891936,4.97,0.53,49.7,298.503981,400.920044,11.26,13.11,1208.05,16.56,191.2389044,297.63
730,(주)선광,3100,201212,199912,,0,0,0,운수 및 창고업,0,2.266669635,-84.99385622,7.361631677,-1.131155615,-2.23,-77.81772273,10.0,1.2,77.68,1983.360455,5135.490152,8.05,25.64,47.71,53.18,197.71849,55.54
731,(주)선광,3100,201812,199912,,0,0,0,운수 및 창고업,0,2.056145664,71.09943205,0.295496493,-5.552307586,-17.69,-24.71994255,7.78,5.37,82.17,1599.179545,6065.113939,1.95,13.28,26.7,64.5,197.2782243,155.41
732,(주)선광,3100,201912,199912,,0,0,0,운수 및 창고업,0,28.52086724,-51.80860261,0.706244862,6.912848578,8.88,53.89775464,3.51,6.06,82.15,770.6669697,6804.157576,1.64,10.54,24.66,64.5,167.7882833,251.44
733,(주)선앤엘,2820,201212,197605,,0,0,0,제조업,1,-8.304057484,-160.7993774,-2.574635564,-1.334563047,0.82,-143.7919457,-1.08,0.84,0.51,-348.5514475,1449.439091,-0.99,5.39,21.64,14.9,90.33026423,6.65
734,(주)선앤엘,2820,201812,197605,,1,0,1,제조업,1,1.293801331,-122.3489191,-5.554902014,-8.976720213,-15.08,-358.1124348,-1.62,1.08,0.42,-729.1491926,1892.085724,-1.08,3.82,31.83,13.18,88.40991837,8.1
735,(주)선익시스템,171090,201812,201709,,0,0,0,제조업,1,-1.544093814,-47.17909538,-7.606287912,-4.529460712,13.68,-41.57566862,4.37,-0.36,40.3,573.185344,1175.640981,3087.84,44.09,103.7,23.71,129.4549537,12.53
736,(주)선익시스템,171090,201912,201709,,0,1,1,제조업,1,3.55583167,38.53118026,7.973604314,-25.72095325,-19.91,34.5700426,8.15,-0.48,45.05,794.0404221,60.81787518,170.4,18.86,92.74,29.12,138.3650867,5.85
737,(주)선진,136490,201212,201102,,0,0,0,제조업,1,12.392392,93.20838709,35.49212645,22.77618882,0.0,37.37123076,6.93,-0.33,38.51,3709.221499,-1855.01,8.3,-13.37,138.01,12.64,202.3945588,8.82
738,(주)선진,136490,201812,201102,,0,0,0,제조업,1,33.53255665,-66.76043092,-1.104617652,11.71777778,4.48,-36.41404191,2.03,0.31,55.45,777.8093361,-1099.264058,2.7,3.28,36.27,10.8,162.9325429,10.76
739,(주)선진,136490,201912,201102,,0,0,0,제조업,1,7.214512578,9.552331266,0.051372223,11.13994402,4.57,15.32736104,2.0,0.74,58.35,852.1082605,662.2244424,2.05,-0.8,36.42,12.62,208.2906557,8.86
740,(주)성광벤드,14620,201212,200101,,0,0,0,제조업,1,13.85657363,125.7346681,16.05455808,35.70233612,1.14,116.7196636,14.77,0.63,91.63,1941.227063,2217.386189,26.14,21.28,60.48,28.85,277.4131268,2.09
741,(주)성광벤드,14620,201812,200101,,0,0,0,제조업,1,-0.543524664,48.93175682,-3.183176463,16.58171001,0.0,22.17571339,-4.9,-0.41,91.63,-291.389021,-792.2188811,-17.38,-9.42,11.83,15.77,61.88305233,1.44
742,(주)성광벤드,14620,201912,200101,,0,0,0,제조업,1,0.460441097,235.1254337,0.742497423,19.09876691,-1.74,308.0635728,3.05,-0.07,91.63,215.6433566,557.5704196,10.6,-5.34,19.19,23.83,126.9726923,1.59
743,(주)성안,11300,201212,199511,,0,0,0,제조업,1,-3.007494158,10.0161632,5.210363445,-4.602875008,-3.65,-57.25706254,2.05,2.91,57.29,97.93662653,227.6016192,0.9,9.6,45.51,20.97,65.144,4.51
744,(주)성우하이텍,15750,201212,199511,,0,0,0,제조업,1,0.937976253,113.1399615,13.29634533,16.51600963,5.06,21.68843717,5.34,1.07,82.33,3218.29146,5310.83982,5.2,13.75,66.2,19.18,144.0797064,11.89
745,(주)성우하이텍,15750,201812,199511,,0,0,0,제조업,1,-1.994999222,-36.6640193,8.101593726,2.689051128,-4.02,23.925329,0.54,1.13,85.17,231.825175,3386.028075,1.66,14.95,37.28,17.39,155.3274699,8.36
746,(주)성우하이텍,15750,201912,199511,,0,0,0,제조업,1,3.876403882,59.0719925,2.870297884,-1.950532126,4.82,-2.703697738,0.87,1.22,84.83,368.768925,4783.905263,1.53,15.34,41.46,19.55,110.643043,7.74
747,(주)성창오토텍,80470,201212,200611,,0,0,0,제조업,1,39.76774262,38.97762833,16.70096566,13.95323991,27.01,11.85482671,9.43,-0.18,37.03,848.9886301,-321.8105479,18.39,-4.39,69.35,20.99,57.3887931,20.03
748,(주)성창오토텍,80470,201812,200611,,0,0,0,제조업,1,3.082291583,-136.9191614,-7.9544603,-8.592353057,-12.59,-82.1525676,-2.34,0.53,47.03,-418.2564384,367.0439726,0.21,7.75,85.7,21.47,43.06027237,10.21
749,(주)성창오토텍,80470,201912,200611,,1,0,1,제조업,1,1.444087678,95.38973272,-0.152209244,1.630348826,-6.23,-317.1962171,-0.11,0.59,47.13,-19.28273973,834.459589,-0.41,6.42,103.92,25.83,56.46767635,8.95
750,(주)세경하이테크,148150,201912,201907,,0,0,0,제조업,1,38.73205406,-33.56622967,57.79431762,9.647768586,0.0,-39.4300644,7.51,0.0,57.39,1814.459028,2066.639581,174.61,40.6,109.63,23.85,200.4867742,15.56
751,(주)세보엠이씨,11560,201212,199612,,0,0,0,건설업,1,-9.843603788,-11.07620928,5.493053661,-31.54073512,2.95,-24.31779946,3.37,-0.24,86.12,672.0270655,63.28812915,179.09,24.85,347.3,44.57,328.6866667,103.53
752,(주)세보엠이씨,11560,201812,199612,,0,0,0,건설업,1,-4.387880078,-2.039256771,16.05815522,-21.35832586,3.56,-3.793866743,4.46,-0.03,90.42,2009.166192,-727.6732194,71.15,-5.19,798.83,51.1,584.9694266,43.78
753,(주)세보엠이씨,11560,201912,199612,,0,0,0,건설업,1,17.31032782,-135.8571967,-6.616541986,29.93908665,5.05,-131.9793418,-1.23,0.05,89.71,-720.4306743,-1855.01,-10.75,-19.99,1151.37,52.51,686.434,62.99
754,(주)세아베스틸지주,1430,201212,199103,,0,0,0,제조업,1,7.986575999,-47.39464683,4.789963838,-11.69755318,3.59,-42.23132868,5.43,0.95,8.58,3323.340124,4027.521854,7.72,24.54,35.95,18.68,267.720111,4.11
755,(주)세아베스틸지주,1430,201812,199103,,0,0,0,제조업,1,3.561951651,-81.91043394,-5.143271746,7.289244361,1.66,-70.36882515,0.76,0.7,1.46,691.8120483,2454.427191,1.99,8.99,22.29,14.96,175.8789718,3.88
756,(주)세아베스틸지주,1430,201912,199103,,0,0,0,제조업,1,-3.818464123,-22.65512249,-0.596878327,-9.681935611,2.1,-21.25413086,0.65,0.81,0.53,535.0811813,9017.782636,1.56,12.91,24.94,17.08,172.8327453,3.43
757,(주)세아제강,306200,201912,201810,,0,0,0,제조업,1,-2.401980709,253.5054841,3.20646025,77.87372983,0.0,309.877359,2.03,0.43,3.96,8762.11508,23224.42584,6.88,14.39,26.39,11.46,208.7217953,6.64
758,(주)세아제강지주,3030,201212,196905,,0,0,0,"전문, 과학 및 기술 서비스업",0,5.056940385,0.844465556,5.104366373,15.04277665,3.05,21.9473089,4.03,0.42,5.73,15144.68944,20746.2805,9.12,4.83,42.87,12.2,208.3293288,5.42
759,(주)세아제강지주,3030,201812,196905,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.396568963,767.8950912,6.577725025,-22.19451451,-27.47,-32.40414997,18.12,0.67,91.63,15144.68944,26708.71309,6.13,-0.64,33.47,17.52,612.1115789,2.88
760,(주)세아제강지주,3030,201912,196905,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.129498741,-95.43154225,-0.018655783,48.39323787,21.05,-21.60126993,0.56,0.62,2.05,3560.283964,22333.73189,3.38,10.03,28.57,10.28,448.64,4.19
761,(주)세아특수강,19440,201212,201106,,0,0,0,제조업,1,2.180702206,-26.74760083,4.330015497,2.947756105,1.71,-27.95383106,3.0,1.35,58.44,2493.813652,1911.621704,3.46,-1.85,51.03,11.52,239.0593289,5.97
762,(주)세아특수강,19440,201812,201106,,0,0,0,제조업,1,-5.179037915,-53.30318057,1.179196685,-0.864251052,-3.64,-43.83441283,1.53,0.6,70.78,1291.393349,4176.067795,4.44,11.05,46.59,10.82,211.5041581,6.46
763,(주)세아특수강,19440,201912,201106,,0,0,0,제조업,1,14.62629999,-0.671766342,0.708082735,-0.843661304,-1.37,-1.114030244,1.53,0.57,61.43,1282.718203,1643.624504,4.64,10.15,42.92,11.07,206.7709059,5.48
764,(주)세아홀딩스,58650,201212,200107,,0,0,0,제조업,1,4.256395234,-45.95929793,1.534228624,-9.782634207,21.21,-38.44029807,3.29,1.28,2.64,15144.68944,26708.71309,3.96,13.11,34.82,16.44,454.9665,5.15
765,(주)세아홀딩스,58650,201812,200107,,0,0,0,제조업,1,3.788827288,-69.44427562,-1.270087224,7.977421588,24.49,-57.2022016,1.25,0.68,4.71,15144.68944,26708.71309,2.64,8.26,28.26,14.6,686.434,4.56
766,(주)세아홀딩스,58650,201912,200107,,0,0,0,제조업,1,0.05118793,-24.87187783,0.834154099,-4.756270402,4.92,-23.81394328,0.98,0.76,5.29,12116.19775,26708.71309,1.95,10.45,30.74,15.75,686.434,4.19
767,(주)세우글로벌,13000,201212,198909,,0,0,0,도매 및 소매업,1,4.17987149,203.4090557,4.918982882,15.46825496,-7.41,77.04587729,3.91,-1.41,36.15,57.26754954,26.83932903,3087.84,19.67,57.27,9.35,99.5012,6.74
768,(주)세우글로벌,13000,201812,198909,,0,0,0,도매 및 소매업,1,7.59353375,18.26362788,1.304574339,-11.46083196,8.0,-71.9120002,1.64,-0.26,30.9,22.29548182,194.1326098,1.74,14.7,66.62,7.3,-15.40111111,3.74
769,(주)세우글로벌,13000,201912,198909,,0,0,0,도매 및 소매업,1,4.861330959,-84.32365005,21.94886933,-14.80016737,11.11,141.5501703,0.3,-1.48,27.1,2.884673158,188.6951311,11.57,88.06,52.17,6.87,74.04133333,4.4
770,(주)세운메디칼,100700,201212,200809,,0,0,0,제조업,1,2.079581704,47.05986547,9.723708302,11.06513164,-1.4,24.85880613,11.01,0.21,83.06,123.5874658,164.120274,49.78,117.39,91.71,38.22,70.17165094,3.58
771,(주)세운메디칼,100700,201812,200809,,0,0,0,제조업,1,12.56166868,8.263818162,11.48300784,4.989884694,-5.16,10.36812489,15.67,-0.11,91.63,230.0265525,278.4140183,1510.62,111.44,107.25,53.42,125.380495,3.11
772,(주)세운메디칼,100700,201912,200809,,0,0,0,제조업,1,7.843654769,-0.957860434,9.653052829,4.017678678,9.41,22.80740569,14.92,-0.17,90.82,227.8232192,307.7831963,290.93,117.39,97.92,56.63,115.4549774,3.17
773,(주)세원물산,24830,201212,199412,,0,0,0,제조업,1,0.322841978,39.26141927,15.12068626,5.759788931,11.51,-111.976701,12.64,-3.03,67.9,1538.129701,1454.805629,-0.86,15.21,72.89,40.08,93.43380734,19.83
774,(주)세이브존아이앤씨,67830,201212,200207,,0,0,0,도매 및 소매업,1,-4.286421782,12.65947077,5.995922137,3.71326444,4.7,0.398470422,10.41,4.27,56.71,439.7517403,285.9331406,3.24,16.32,16.34,34.83,246.3282041,50.37
775,(주)세이브존아이앤씨,67830,201812,200207,,0,0,0,도매 및 소매업,1,2.352576329,-11.89166091,11.50055072,-2.506499743,-2.55,-6.333993926,14.62,-1.01,67.89,619.4506967,226.3472324,24.55,14.42,15.52,34.17,306.4074346,42.35
776,(주)세이브존아이앤씨,67830,201912,200207,,0,0,0,도매 및 소매업,1,0.599716725,-12.43163079,3.059702798,-8.463903811,7.33,-12.89891447,13.98,-0.73,70.21,542.4428731,639.2226826,26.84,13.53,13.93,33.74,258.5212195,38.87
777,(주)세종메디칼,258830,201812,201805,,0,0,0,제조업,1,78.45578966,33.01883723,95.66329653,1.94648819,0.0,-38.40160098,24.25,-1.0,52.59,530.788208,271.4684731,53.09,90.27,94.61,64.5,75.34033613,8.55
778,(주)세종메디칼,258830,201912,201805,,0,0,0,제조업,1,6.698476355,-14.8591609,6.462556003,9.419749189,9.24,17.80724944,18.87,-1.06,56.11,451.9175342,661.0168491,45.76,84.4,59.09,63.27,76.13907692,8.98
779,(주)세중,39310,201212,200006,,0,0,0,임대업,1,5.923065586,24.79335795,11.14758992,10.49532632,-1.83,21.22875261,6.23,0.32,45.23,711.980362,502.2381526,9.88,26.99,118.74,25.14,104.8437234,26.47
780,(주)세중,39310,201812,200006,,0,0,0,임대업,1,-3.422778386,21.1663011,-0.399770011,-19.28555824,-6.12,-91.72367441,-0.79,-0.45,41.92,-55.37409997,375.7546146,26.07,4.91,462.25,14.21,23.21478261,18.89
781,(주)세중,39310,201912,200006,,0,0,0,임대업,1,11.70854307,143.4172224,2.944855845,19.84634162,-27.47,496.4244684,1.51,-0.3,41.97,127.5394808,243.920551,20.11,14.45,87.96,12.88,53.43724409,25.0
782,(주)세코닉스,53450,201212,200108,,0,0,0,제조업,1,37.29967022,575.411826,33.34893411,73.11862703,43.0,273.6300445,10.16,1.15,66.78,2104.019918,1577.907754,8.41,11.26,60.16,31.94,65.08067616,6.75
783,(주)세코닉스,53450,201812,200108,,0,0,0,제조업,1,15.92145396,17.84815053,-1.279268656,26.29620405,-3.82,409.4053462,-0.46,1.12,76.45,-172.0881248,598.8425013,1.76,4.17,51.05,22.68,69.05424419,4.09
784,(주)세코닉스,53450,201912,200108,,0,0,0,제조업,1,-10.24392202,-803.6901463,-14.51804802,10.54021379,20.74,-87.11800046,-3.78,1.18,75.22,-1482.102307,1951.48654,0.2,6.0,41.65,16.2,36.11627608,4.21
785,(주)센트랄모텍,308170,201912,201911,,0,0,0,제조업,1,-0.476706316,14.70724348,20.96026656,-6.794186371,0.0,-0.046074594,1.76,1.15,2.73,610.2190476,2396.268095,2.92,13.51,34.13,12.57,194.482782,18.72
786,(주)셀루메드,49180,201212,200205,,0,0,0,제조업,1,4.213535908,99.12906893,53.52467843,-13.24763907,39.47,643.2236429,-0.52,4.62,-26.72,-1.289251619,3.450492692,1.01,1.26,103.52,35.61,65.68358491,1.74
787,(주)셀바스에이아이,108860,201212,200912,,0,0,0,정보통신업,0,20.3524405,-653.8253008,21.98681773,4.422864222,21.09,446.5383855,-26.26,-2.92,14.02,-288.1633433,302.7146376,146.71,46.89,88.97,20.12,23.92283871,695.2
788,(주)셀트리온,68270,201812,201802,,0,0,0,제조업,1,6.345055514,-37.12984047,7.664878499,3.476524236,24.96,-35.32007534,24.18,0.4,9.67,1892.903562,2907.67836,21.91,46.86,75.39,61.5,299.0286325,5.42
789,(주)셀트리온,68270,201912,201802,,0,0,0,제조업,1,10.17777366,26.93587384,10.69849969,14.90567665,18.8,18.07341733,24.25,-0.11,13.32,2348.821388,3693.328795,35.24,42.5,86.22,64.5,316.6491142,4.81
790,(주)셀트리온제약,68760,201212,200602,,0,0,0,제조업,1,53.20480517,3.427433973,22.59178957,1.017700575,46.15,-27.62610674,7.56,0.57,8.7,251.2223791,-242.8013999,5.73,-2.38,74.01,45.36,59.65483077,0.7
791,(주)셀트리온제약,68760,201812,200602,,0,0,0,제조업,1,-3.790422769,-159.7449023,-8.033749173,8.111200674,9.61,-58.83322419,-6.39,3.65,-17.82,-275.6061016,420.1466957,0.6,1.27,31.05,40.46,81.79486154,2.74
792,(주)셀트리온제약,68760,201912,200602,,0,0,0,제조업,1,4.096921672,209.1442413,3.702005623,18.13222704,2.77,312.8248187,4.96,2.86,3.4,252.3436154,817.1182552,2.81,11.04,39.6,43.35,112.1059431,4.62
793,(주)셀트리온헬스케어,91990,201812,201707,,0,0,0,도매 및 소매업,1,2.558803129,-91.08236877,-4.025966869,-24.57057571,-5.11,-125.8334688,2.13,-0.66,17.86,105.1408158,-1310.98715,-17.38,-14.41,1874.95,7.64,596.2469231,0.43
794,(주)셀트리온헬스케어,91990,201912,201707,,0,0,0,도매 및 소매업,1,-3.380089787,339.6728653,1.859719532,58.3809899,-10.77,151.430183,5.9,0.37,20.62,451.3505248,-1138.340992,12.1,-14.71,1874.95,10.71,686.434,0.66
795,(주)셀피글로벌,68940,201212,201010,,0,0,0,제조업,1,13.09335524,-12.4960397,23.07868638,17.53103431,30.17,-16.94807451,11.48,-0.44,58.39,428.7288798,318.64307,27.17,56.89,164.35,27.52,84.91364238,5.89
796,(주)소프트센,32680,201812,199707,,0,0,0,도매 및 소매업,1,1.547970226,25.59883728,5.409907907,-6.251735531,-10.11,203.9559151,-0.43,0.81,-12.38,-17.57395838,-524.2739567,1.09,-3.08,1874.95,8.85,73.904375,16.18
797,(주)소프트센,32680,201912,199707,,0,0,0,도매 및 소매업,1,-20.81814264,-484.2339942,-8.841419322,-28.89513481,-27.47,-82.27332227,-3.55,0.47,-23.85,-100.0967215,1089.43145,0.5,36.85,1874.95,5.67,65.69634146,15.35
798,(주)손오공,66910,201212,200501,,0,0,0,도매 및 소매업,1,-15.1026513,-552.4292124,0.13392941,8.568687863,-13.24,-17.95612919,-0.07,2.42,-80.37,-2.80171024,655.3970662,0.93,20.01,88.26,18.41,54.4659322,4.01
799,(주)솔고바이오메디칼,43100,201212,200008,,0,0,0,제조업,1,-9.021960672,-45.05431095,-21.09783527,8.863130149,-0.57,-100.8431689,-22.55,2.45,-27.81,-162.9384254,-31.01734129,-4.55,-4.01,20.93,10.19,-4.021771429,2.14
800,(주)솔고바이오메디칼,43100,201812,200008,,0,0,0,제조업,1,15.99039218,-80.249097,10.37533203,-2.88569824,-10.13,-103.5271656,-33.34,1.13,-73.84,-94.97601758,-47.01589793,-17.38,-19.99,-17.08,-5.79,-47.02549296,1.69
801,(주)솔고바이오메디칼,43100,201912,200008,,0,0,0,제조업,1,-20.81814264,-22.31462993,-27.0911252,-4.874829137,-13.38,51.82843821,-33.34,0.79,-80.37,-116.1695644,-41.66730123,-10.2,-19.99,-17.08,-5.79,-77.36723404,1.86
802,(주)솔루에타,154040,201812,201312,,0,0,0,제조업,1,5.033122683,-945.0634599,-14.41834512,45.77060713,2.4,95.56394457,-7.23,1.54,34.94,-1359.067399,254.1002066,1.3,0.73,46.24,10.68,8.030409357,6.97
803,(주)솔루에타,154040,201912,201312,,0,0,0,제조업,1,-12.40590158,79.2827376,-1.051261551,12.77683068,-9.36,11.65503585,-1.33,1.13,29.66,-262.1787151,614.5012545,1.65,4.8,63.36,14.57,60.09445161,6.49
804,(주)솔본,35610,201212,199908,,1,0,1,"전문, 과학 및 기술 서비스업",0,-8.276881063,-547.1897316,-2.264417755,-3.226714563,36.36,-358.1124348,-4.34,0.17,-6.08,-236.4928951,199.0184523,-5.31,11.48,130.72,21.83,395.6246667,8.25
805,(주)수산아이앤티,50960,201812,201610,,0,0,0,정보통신업,0,4.776120336,-25.9306078,3.658278553,-0.749285675,7.37,-39.30748639,19.18,-3.03,57.25,462.1752333,766.6167975,901.35,117.39,16.56,17.31,27.60333333,39.68
806,(주)수산아이앤티,50960,201912,201610,,0,0,0,정보통신업,0,6.351333369,-6.956599773,4.754113259,-1.648403694,-17.65,5.266857801,18.14,-3.03,57.73,430.0235521,804.6136869,1784.85,117.39,56.81,57.96,110.3941667,26.29
807,(주)수산중공업,17550,201212,199108,,0,0,0,제조업,1,12.06063604,-5.247000231,13.95837,9.567449459,7.61,-0.439787217,8.48,0.62,66.25,232.2633113,133.1494079,14.5,17.01,84.25,22.08,146.5373232,3.93
808,(주)수산중공업,17550,201812,199108,,0,0,0,제조업,1,78.45578966,129.7915188,7.121122808,-16.99626685,-7.83,-87.17742348,7.86,0.19,67.29,123.202246,43.02823187,1.3,4.22,34.23,27.48,64.91755,1.99
809,(주)수산중공업,17550,201912,199108,,0,0,0,제조업,1,-10.62656205,-97.81474644,1.382609409,77.87372983,-27.47,643.2236429,0.09,1.69,67.29,2.692281468,233.2446248,2.69,9.01,36.62,15.44,86.46239437,3.09
810,(주)슈프리마,236200,201812,201602,,0,0,0,제조업,1,12.21204656,25.40795193,11.75886825,12.10110504,12.4,-1.786479796,21.61,-2.96,29.08,1609.914759,2107.618873,2461.535,117.39,367.23,36.89,126.4034483,6.69
811,(주)슈프리마,236200,201912,201602,,0,0,0,제조업,1,28.18395329,127.5910118,25.53954086,36.72267728,4.14,101.5846498,24.25,-3.03,42.45,3606.462733,3723.677942,3087.84,117.39,674.2,50.04,236.2284106,6.58
812,(주)슈프리마아이디,317770,201912,201908,,0,1,1,제조업,1,75.41422679,-68.99408718,87.08741737,-33.19622245,0.0,-91.16881425,9.17,-2.89,17.34,369.9494072,539.1810247,110.03,117.39,225.47,30.69,118.913871,2.92
813,(주)슈프리마에이치큐,94840,201212,200807,,0,0,0,제조업,1,14.52672165,181.4047633,15.98473053,25.99505676,10.61,315.5025749,24.25,-3.03,46.47,1162.250204,1477.023289,216.0,117.39,245.54,41.62,269.229863,4.01
814,(주)슈프리마에이치큐,94840,201812,200807,,0,0,0,제조업,1,11.0588267,57.70318123,9.871028847,12.13263592,-27.47,95.63093408,22.86,-3.03,84.41,700.6983491,913.5654288,3087.84,79.57,300.0,41.89,154.7625806,5.92
815,(주)슈프리마에이치큐,94840,201912,200807,,0,0,0,제조업,1,21.49342454,12.28158904,21.50562196,-18.51061139,-3.23,-72.19245368,24.25,-3.03,86.61,786.7552407,402.6580811,392.82,64.42,260.85,57.13,364.9236667,4.52
816,(주)슈피겐코리아,192440,201812,201411,,0,0,0,제조업,1,15.24011661,5.038494812,18.03523134,18.61039676,22.28,1.767742528,16.0,-1.09,75.86,6869.749723,6111.988151,218.73,104.09,187.16,30.79,254.6307692,14.19
817,(주)슈피겐코리아,192440,201912,201411,,0,0,0,제조업,1,16.65930313,-5.676157499,12.74789075,15.62258388,39.68,-10.36482608,13.05,-1.23,78.9,6479.811909,5248.241456,69.41,68.37,192.31,27.88,208.4049275,12.06
818,(주)스마트솔루션즈,136510,201212,201111,,0,0,0,제조업,1,-6.476234114,-133.677603,-6.656774441,-35.1056083,1.79,-143.5424036,-29.13,-3.03,54.71,-365.515,101.1672222,-17.38,-19.99,84.26,44.3,35.10298246,1.17
819,(주)스마트솔루션즈,136510,201812,201111,,0,0,0,제조업,1,1.787202167,-68.15427176,-0.676844826,-12.36834272,22.73,-119.9993008,4.39,0.08,61.79,170.0509086,-350.7501944,-3.68,-0.46,67.38,43.24,84.77703704,6.6
820,(주)스마트솔루션즈,136510,201912,201111,,1,1,1,제조업,1,-10.68543298,-723.2478389,-18.71509704,-22.10745397,-16.67,-358.1124348,-33.34,0.66,52.43,-1059.838613,-1521.847027,-17.38,-19.99,6.58,5.32,4.839666667,5.4
821,(주)스맥,99440,201212,200905,,0,0,0,제조업,1,13.49685957,-58.59622324,8.801700672,8.002654923,5.88,44.59196202,1.13,1.66,31.93,102.0451594,-694.6494861,2.82,-5.94,65.27,14.83,92.19666667,4.14
822,(주)스맥,99440,201812,200905,,0,0,0,제조업,1,7.914787532,-601.0724831,0.364997628,-17.01225928,3.81,-113.6109641,-1.25,1.88,22.59,-61.53233719,-384.5267777,-0.23,-2.23,38.82,16.2,112.4356881,2.16
823,(주)스맥,99440,201912,200905,,1,0,1,제조업,1,1.973745741,-914.1931054,0.237041062,2.437550636,-8.72,-358.1124348,-12.4,2.52,5.81,-602.9294266,-506.8554452,-3.97,-9.63,7.6,4.06,26.3619598,1.92
824,(주)스카이문스테크놀로지,33790,201212,200106,,1,1,1,제조업,1,-7.786620413,-945.0634599,-8.362125607,-35.1056083,-15.38,-358.1124348,-16.35,-3.03,28.62,-200.7087649,-37.24696356,-17.38,6.42,-17.08,-5.79,-20.93431818,6.93
825,(주)스킨앤스킨,159910,201212,201212,,0,0,0,제조업,1,78.45578966,37.93959748,95.66329653,24.21004623,0.0,29.11750729,24.25,-0.28,32.14,730.0162246,971.1141986,83.42,66.37,84.07,46.62,152.3460938,12.1
826,(주)스타플렉스,115570,201212,201001,,0,0,0,제조업,1,6.565341739,-97.91916577,-20.8418828,24.36436468,8.22,190.6714661,-5.97,3.13,69.16,-2136.550778,1763.850926,0.45,-7.87,31.67,9.45,14.63953586,8.95
827,(주)스타플렉스,115570,201812,201001,,0,0,0,제조업,1,-2.763708553,233.1695566,11.85584594,9.321358071,-3.24,-97.04529804,6.83,2.36,62.26,1006.933351,-74.14033488,0.03,-2.9,38.85,27.45,67.53559809,4.04
828,(주)스타플렉스,115570,201912,201001,,1,0,1,제조업,1,-1.18570299,-195.5916153,-10.96412729,-2.481508874,-8.61,643.2236429,-6.7,2.61,53.92,-962.5438545,-493.1658169,0.54,-2.2,31.62,18.98,32.23884817,3.52
829,(주)스틸플라워,87220,201212,200910,43228.0,0,0,0,제조업,1,4.785814112,-4.948338682,4.680384265,4.324180566,-17.86,10.19861529,2.07,2.62,43.71,418.6150685,4232.256918,1.73,3.82,30.99,12.39,194.2940373,6.91
