,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,매출액증가율,종업원수증가율,매출액정상영업이익률,총자본정상영업이익률,자기자본정상영업이익률,금융비용부담률,수지비율,자기자본구성비율,CASH FLOW 대 총자본비율,총자본투자효율,순운전자본회전률
10161,에스지씨에너지(주),5090,201512,199301,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,3.426234705,4.191621938,5.45,4.83,1.81,4.95,4.48,93.84,37.85467248,1.98,11.19,0.6
10162,에스지씨에너지(주),5090,201612,199301,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,1.555063738,-4.136907651,0.6,0.48,0.17,0.44,4.5,94.08,38.61804261,1.82,11.09,0.51
10163,에스지씨에너지(주),5090,201712,199301,,1,0,1,"전기, 가스, 증기 및 공기조절 공급업",0,-6.616314095,7.564967684,-5.34,-5.32,-2.06,-5.21,3.62,98.06,40.52931651,0.76,9.55,0.54
10164,에스지씨이테크건설(주),16250,201112,199912,,0,0,0,건설업,1,-52.03051364,-12.7105181,44.52,3.25,5.21,14.95,0.37,95.04,43.15470588,6.58,21.93,1.33
10165,에스지씨이테크건설(주),16250,201212,199912,,0,0,0,건설업,1,25.1348715,12.37123574,11.99,1.87,3.43,8.51,0.23,96.64,38.10279897,3.14,18.79,1.7
10166,에스지씨이테크건설(주),16250,201312,199912,,0,0,0,건설업,1,115.5424546,-15.02649359,-6.1,0.19,0.17,0.59,1.2,99.79,25.26660452,1.04,8.36,1.0
10167,에스지씨이테크건설(주),16250,201412,199912,,0,0,0,건설업,1,27.97679902,31.42037226,-6.78,6.64,4.97,20.88,0.78,92.91,22.69466357,2.87,11.59,1.03
10168,에스지씨이테크건설(주),16250,201512,199912,,0,0,0,건설업,1,13.67146636,25.47256675,3.56,7.26,5.69,25.22,1.32,93.96,22.42848749,3.51,12.71,1.34
10169,에스지씨이테크건설(주),16250,201612,199912,,0,0,0,건설업,1,9.82795143,8.256812752,-2.99,7.55,5.73,24.85,1.85,94.4,23.66337723,5.52,13.29,1.43
10170,에스지씨이테크건설(주),16250,201712,199912,,0,0,0,건설업,1,8.452665227,23.01004156,9.24,9.91,8.49,34.88,1.94,93.65,24.96237606,8.73,15.03,1.3
10171,에스지씨이테크건설(주),16250,201812,199912,,0,0,0,건설업,1,7.397608586,1.511438736,20.73,7.6,6.12,23.96,1.9,94.78,26.06976017,6.19,13.78,1.05
10172,에스지씨이테크건설(주),16250,201912,199912,,0,0,0,건설업,1,6.34849325,14.15211528,2.69,4.53,3.9,15.12,1.79,97.15,25.52311538,3.61,12.35,1.19
10173,에스지씨이테크건설(주),16250,202012,199912,,0,0,0,건설업,1,-67.37969812,-33.13112389,1.93,-3.21,-2.7,-11.09,-0.06,103.86,20.74868142,12.18,6.04,0.95
10174,에스지에이(주),49470,201112,200110,,0,0,0,정보통신업,0,2.044159615,14.72872714,-0.66,5.18,5.31,8.2,0.27,95.69,67.53156213,-14.64,25.28,1.33
10175,에스지에이(주),49470,201212,200110,,0,0,0,정보통신업,0,36.76409795,-16.98904094,-10.0,-3.1,-2.25,-3.74,0.35,109.3,54.62008148,-4.9,6.43,0.82
10176,에스지에이(주),49470,201312,200110,,0,0,0,정보통신업,0,31.00182959,50.28276629,51.11,4.52,3.7,7.09,0.94,97.52,50.21658095,-4.46,15.02,0.85
10177,에스지에이(주),49470,201412,200110,,0,0,0,정보통신업,0,16.67686567,13.9826944,-21.57,7.87,5.97,11.8,1.14,91.35,50.94480046,-0.38,16.95,0.77
10178,에스지에이(주),49470,201512,200110,,0,0,0,정보통신업,0,51.62388341,23.80002682,-19.38,7.52,5.21,9.21,1.23,95.92,60.23987659,-1.49,11.15,0.77
10179,에스지에이(주),49470,201612,200110,,0,0,0,정보통신업,0,30.76238964,51.59584775,55.04,3.54,2.68,4.8,1.68,96.39,52.29284078,-2.0,12.32,0.85
10180,에스지에이(주),49470,201712,200110,,0,0,0,정보통신업,0,-10.12830046,-10.23337344,-13.5,-4.67,-2.94,-5.57,1.92,116.9,53.58396958,-1.32,2.03,0.73
10181,에스지에이(주),49470,201812,200110,,1,0,1,정보통신업,0,-9.749248128,-9.37537574,-17.92,-9.04,-5.73,-10.87,1.94,116.37,51.76680822,0.53,-4.2,0.75
10182,에스지에이솔루션즈(주),184230,201612,201312,,0,0,0,정보통신업,0,179.1679105,147.7887415,0.0,10.37,7.12,14.12,2.28,92.58,43.83542032,0.19,11.41,0.74
10183,에스지에이솔루션즈(주),184230,201712,201312,,0,0,0,정보통신업,0,-11.55025111,11.70619026,4.83,6.96,4.36,8.41,2.16,96.95,60.75108292,-2.06,13.99,0.72
10184,에스지에이솔루션즈(주),184230,201812,201312,,0,0,0,정보통신업,0,-5.972801496,-17.99979672,-23.03,-20.38,-11.48,-20.72,2.31,131.46,49.71942406,-3.43,-5.31,0.68
10185,에스지에이솔루션즈(주),184230,201912,201312,,0,0,0,정보통신업,0,-38.55572403,-0.645725777,7.69,-18.84,-13.48,-30.7,2.93,159.46,34.44284244,-2.06,-33.69,0.73
10186,에스지에이솔루션즈(주),184230,202012,201312,,0,0,0,정보통신업,0,-3.259893267,-10.01723024,7.94,9.6,8.25,19.06,3.27,88.6,52.43821613,4.87,39.96,0.77
10187,에스지이(주),255220,201812,201801,,0,0,0,제조업,1,62.9657689,15.64276834,65.17,10.37,9.36,31.05,1.86,91.15,30.20466617,-3.49,14.86,0.84
10188,에스지이(주),255220,201912,201801,,0,0,0,제조업,1,13.8845592,-8.95739654,21.77,9.64,5.98,19.24,3.58,90.82,31.84045003,-7.4,16.02,0.57
10189,에스지이(주),255220,202012,201801,,0,0,0,제조업,1,2.058295653,-1.890129863,5.59,4.04,2.28,7.3,3.74,101.27,30.75547799,2.43,11.17,0.56
10190,에스케이가스(주),18670,201112,199708,,0,0,0,도매 및 소매업,1,15.12388961,12.28308095,6.35,2.26,8.24,21.29,-0.06,97.85,40.20570908,2.99,6.64,3.25
10191,에스케이가스(주),18670,201212,199708,,0,0,0,도매 및 소매업,1,42.04999395,4.997515903,6.72,1.86,5.72,15.69,0.09,98.31,33.76894037,6.76,9.09,2.74
10192,에스케이가스(주),18670,201312,199708,,0,0,0,도매 및 소매업,1,-9.125961246,-12.01913107,1.75,1.85,4.47,11.79,0.03,98.08,42.56647251,8.52,9.6,2.28
10193,에스케이가스(주),18670,201412,199708,,0,0,0,도매 및 소매업,1,26.993865,-10.92257958,2.06,2.02,4.03,9.53,-0.03,97.78,42.12448972,4.11,8.21,2.49
10194,에스케이가스(주),18670,201512,199708,,0,0,0,도매 및 소매업,1,22.23318483,-31.37024462,9.09,2.29,2.52,6.17,0.43,97.43,39.89124254,0.98,8.33,1.83
10195,에스케이가스(주),18670,201612,199708,,0,0,0,도매 및 소매업,1,-0.221467539,28.82463807,7.1,3.44,4.44,10.83,0.44,96.16,42.03713363,-3.28,12.6,1.81
10196,에스케이가스(주),18670,201712,199708,,0,0,0,도매 및 소매업,1,6.898495014,27.30765005,10.09,1.88,2.98,7.18,0.37,96.99,40.98219966,-2.48,12.42,1.86
10197,에스케이가스(주),18670,201812,199708,,0,0,0,도매 및 소매업,1,-13.69887179,2.533450663,21.73,1.5,2.54,6.01,0.44,99.68,43.74211951,-2.65,5.81,2.04
10198,에스케이가스(주),18670,201912,199708,,0,0,0,도매 및 소매업,1,8.701923815,-28.10969691,0.43,3.84,4.84,11.48,0.83,98.33,40.68231248,2.66,7.3,1.54
10199,에스케이가스(주),18670,202012,199708,,0,0,0,도매 및 소매업,1,10.20236463,-10.52011558,10.28,4.31,4.43,10.69,0.76,92.11,42.20380291,5.96,14.04,1.34
10200,에스케이네트웍스(주),1740,201112,197706,,0,0,0,도매 및 소매업,1,21.24677259,13.68590962,6.05,1.26,3.33,10.75,0.38,99.22,29.46412585,3.69,6.74,2.83
10201,에스케이네트웍스(주),1740,201212,197706,,0,0,0,도매 및 소매업,1,-4.344738295,1.452422566,-4.24,0.9,2.31,7.94,0.35,99.57,28.85436646,1.64,6.08,2.58
10202,에스케이네트웍스(주),1740,201312,197706,,0,0,0,도매 및 소매업,1,-16.44571716,-7.016669705,-6.42,0.93,2.47,8.55,0.32,102.3,28.88812333,2.79,-3.11,2.59
10203,에스케이네트웍스(주),1740,201412,197706,,0,0,0,도매 및 소매업,1,-4.21950334,-13.73337262,-9.83,0.9,2.32,7.92,0.33,99.81,29.60998217,1.2,5.94,2.47
10204,에스케이네트웍스(주),1740,201512,197706,,0,0,0,도매 및 소매업,1,-3.545767983,-9.158430291,-3.85,0.94,2.29,7.61,0.35,99.43,30.71241067,-0.7,7.74,2.39
10205,에스케이네트웍스(주),1740,201612,197706,,0,0,0,도매 및 소매업,1,5.085418138,-9.326364396,-4.25,0.91,1.99,6.8,0.35,99.71,27.90543111,0.78,6.39,2.31
10206,에스케이네트웍스(주),1740,201712,197706,,0,0,0,도매 및 소매업,1,-16.15885729,-17.635411,-26.75,0.94,1.8,6.01,0.36,99.59,32.49453605,-4.29,9.74,2.24
10207,에스케이네트웍스(주),1740,201812,197706,,0,0,0,도매 및 소매업,1,7.494702085,-7.9979169,1.53,0.99,1.84,5.92,0.46,99.58,29.75746559,-5.37,9.59,2.18
10208,에스케이네트웍스(주),1740,201912,197706,,0,0,0,도매 및 소매업,1,30.50221636,-6.665260546,-2.08,0.84,1.22,4.74,0.73,99.99,22.73700405,1.32,12.9,1.69
10209,에스케이네트웍스(주),1740,202012,197706,,0,0,0,도매 및 소매업,1,-13.46602922,-18.60187954,-17.62,1.17,1.31,5.45,0.98,99.01,25.59132167,1.8,16.85,1.43
10210,에스케이디스커버리(주),6120,201112,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,11.1949184,11.59007264,6.99,2.6,6.03,15.06,0.26,97.01,40.16408641,0.23,14.41,2.49
10211,에스케이디스커버리(주),6120,201212,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,23.78035306,3.329034061,17.09,2.08,4.22,11.35,0.4,98.0,34.80638717,3.62,9.68,2.3
10212,에스케이디스커버리(주),6120,201312,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,-2.676581318,-9.863823837,-5.74,2.35,3.94,11.02,0.46,96.84,36.69634803,4.83,6.7,1.95
10213,에스케이디스커버리(주),6120,201412,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,14.28928815,-11.78387726,1.25,2.05,2.87,7.89,0.51,97.35,36.11485472,2.15,6.53,1.93
10214,에스케이디스커버리(주),6120,201512,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,18.7266422,-27.65706946,-5.73,2.17,1.88,4.98,1.12,97.55,39.20817336,0.92,7.58,1.44
10215,에스케이디스커버리(주),6120,201612,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.74395197,23.85362137,1.01,3.53,3.51,8.78,0.83,96.96,40.67301986,-0.75,9.2,1.49
10216,에스케이디스커버리(주),6120,201712,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,-23.18877172,3.380634828,-98.94,1.63,1.9,4.59,0.47,96.63,42.2539615,-1.62,8.26,1.54
10217,에스케이디스커버리(주),6120,201812,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,-4.423345476,2.853027845,44.44,1.44,2.03,4.5,0.55,99.08,48.24715928,-3.0,4.82,1.91
10218,에스케이디스커버리(주),6120,201912,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,4.04733876,-27.64169142,11.54,3.46,3.55,7.49,0.98,97.03,46.46329765,0.59,8.24,1.4
10219,에스케이디스커버리(주),6120,202012,197606,,0,0,0,"전문, 과학 및 기술 서비스업",0,12.4302812,-9.98997841,17.24,3.83,3.26,7.0,0.91,90.48,46.54094281,3.39,13.85,1.19
10220,에스케이디앤디(주),210980,201512,201506,,0,0,0,부동산업,1,95.24310459,32.27791927,0.0,11.62,4.71,14.36,0.84,88.9,33.66285927,-18.08,6.42,0.45
10221,에스케이디앤디(주),210980,201612,201506,,0,0,0,부동산업,1,35.25231002,19.48806204,3.26,14.61,4.55,14.96,2.12,87.8,27.9552604,-18.08,7.03,0.29
10222,에스케이디앤디(주),210980,201712,201506,,0,0,0,부동산업,1,-7.840641274,19.69622927,54.74,7.15,2.41,8.69,1.01,78.32,27.47147966,-15.98,14.68,0.29
10223,에스케이디앤디(주),210980,201812,201506,,0,0,0,부동산업,1,58.29678053,70.11844563,29.25,15.12,7.0,28.07,2.24,86.62,23.34159221,-9.8,8.87,0.42
10224,에스케이디앤디(주),210980,201912,201506,,0,0,0,부동산업,1,-6.251158046,-19.19998769,22.63,18.09,5.7,23.2,6.59,86.75,25.87274039,5.11,10.56,0.3
10225,에스케이디앤디(주),210980,202012,201506,,0,0,0,부동산업,1,22.58484346,53.88653955,7.73,19.98,8.99,31.32,4.58,79.97,31.03615738,2.66,11.92,0.45
10226,에스케이렌터카(주),68400,201212,201207,,0,0,0,임대업,1,11.50578423,0.734149081,0.0,11.71,7.26,33.15,6.86,94.57,24.82273417,-7.72,7.28,1.17
10227,에스케이렌터카(주),68400,201312,201207,,0,0,0,임대업,1,15.17089367,18.52666355,5.65,9.36,6.07,24.77,4.75,94.99,24.20757403,-6.45,33.91,1.33
10228,에스케이렌터카(주),68400,201412,201207,,0,0,0,임대업,1,12.91366188,19.81726552,10.7,7.67,5.23,21.92,3.89,95.73,23.52849952,-7.0,32.42,1.49
10229,에스케이렌터카(주),68400,201512,201207,,0,0,0,임대업,1,16.52005193,10.89982296,19.81,6.37,4.19,18.46,3.45,96.46,21.99864561,-5.98,28.74,1.35
10230,에스케이렌터카(주),68400,201612,201207,,0,0,0,임대업,1,11.98446373,2.451738189,-18.95,5.05,2.99,14.17,3.71,98.17,20.24390156,-5.4,26.85,1.02
10231,에스케이렌터카(주),68400,201712,201207,,0,0,0,임대업,1,5.08586196,-1.6798072,-7.21,6.42,3.44,17.01,4.02,97.15,20.24479785,-5.0,27.24,0.89
10232,에스케이렌터카(주),68400,201812,201207,,0,0,0,임대업,1,-3.560606084,2.474468512,-3.22,3.35,1.83,8.86,4.34,99.38,21.05005606,-3.19,28.91,0.93
10233,에스케이렌터카(주),68400,201912,201207,,0,0,0,임대업,1,40.22822805,-1.78360671,1.11,6.48,2.95,14.04,4.16,96.5,20.95464475,-2.44,22.32,0.9
10234,에스케이렌터카(주),68400,202012,201207,,0,0,0,임대업,1,35.37488075,34.73085624,63.84,8.2,3.66,17.53,4.3,97.45,20.79128146,-4.01,19.73,1.06
10235,에스케이브로드밴드(주),33630,201112,199811,42186.0,0,0,0,정보통신업,0,5.734176428,8.149050136,-2.33,2.82,1.95,5.85,3.39,100.53,32.19360893,9.82,1.88,1.05
10236,에스케이브로드밴드(주),33630,201212,199811,42186.0,0,0,0,정보통신업,0,-9.316817259,8.572947838,0.84,3.27,2.52,7.4,2.29,99.11,36.06662959,12.45,2.59,1.21
10237,에스케이브로드밴드(주),33630,201312,199811,42186.0,0,0,0,정보통신업,0,-1.130375957,1.894186196,9.58,2.88,2.41,5.84,1.82,99.44,37.04004044,12.54,23.37,1.83
10238,에스케이브로드밴드(주),33630,201412,199811,42186.0,0,0,0,정보통신업,0,2.190584737,4.529293108,0.51,2.19,1.89,5.17,1.83,99.76,36.05264267,14.01,22.4,1.87
10239,에스케이씨(주),11790,201112,199707,,0,0,0,제조업,1,15.40968503,3.279084765,17.81,10.05,8.27,22.18,2.15,91.8,36.14584545,8.02,12.41,1.34
10240,에스케이씨(주),11790,201212,199707,,0,0,0,제조업,1,9.802631474,6.292446854,4.04,5.5,4.34,12.37,2.4,96.34,34.13132803,4.92,15.59,1.32
10241,에스케이씨(주),11790,201312,199707,,0,0,0,제조업,1,2.706831685,0.465251266,2.89,4.69,3.5,10.35,2.8,97.56,33.61744193,3.98,13.6,1.33
10242,에스케이씨(주),11790,201412,199707,,0,0,0,제조업,1,2.815310528,6.088879263,4.07,5.44,4.19,12.16,2.49,96.18,35.28866026,4.6,16.27,1.33
10243,에스케이씨(주),11790,201512,199707,,0,0,0,제조업,1,0.039216507,-8.474413999,-8.68,8.5,5.91,15.26,2.29,86.05,42.19688142,4.04,23.9,1.25
10244,에스케이씨(주),11790,201612,199707,,0,0,0,제조업,1,-4.320739499,-8.005494428,-19.46,6.33,4.14,9.69,1.77,94.99,43.18476655,5.07,16.45,1.35
10245,에스케이씨(주),11790,201712,199707,,0,0,0,제조업,1,3.924018065,12.46500242,-3.75,6.62,4.88,11.27,1.69,93.1,43.45349964,6.25,16.29,1.41
10246,에스케이씨(주),11790,201812,199707,,0,0,0,제조업,1,4.521482639,4.307066856,-1.06,7.27,5.36,12.23,1.84,93.64,44.21454517,5.75,16.36,1.35
10247,에스케이씨(주),11790,201912,199707,,0,0,0,제조업,1,3.648718387,-8.239938501,2.22,6.11,3.97,9.07,2.16,96.33,43.45277434,3.42,13.88,1.26
10248,에스케이씨(주),11790,202012,199707,,0,0,0,제조업,1,36.07906235,6.394998165,-29.72,7.06,4.07,10.48,3.03,90.59,35.42304513,3.49,14.12,1.08
10249,에스케이씨솔믹스(주),57500,201112,200112,44188.0,0,0,0,제조업,1,44.01324036,64.30115207,22.44,-7.09,-2.26,-7.27,6.21,112.81,31.08539573,-7.52,8.92,0.46
10250,에스케이씨솔믹스(주),57500,201212,200112,44188.0,1,0,1,제조업,1,1.318142447,5.575776371,1.63,-25.1,-8.34,-35.31,10.45,135.71,23.62698216,-5.85,4.96,0.45
10251,에스케이커뮤니케이션즈(주),66270,201112,200311,42793.0,0,0,0,정보통신업,0,1.203755528,7.473816697,22.88,2.06,1.68,2.33,-1.11,96.67,73.38380631,9.35,1.42,1.14
10252,에스케이커뮤니케이션즈(주),66270,201212,200311,42793.0,0,1,1,정보통신업,0,-15.92930226,-24.33869716,-39.74,-23.8,-16.02,-21.77,-1.34,118.92,73.48457771,-0.53,-17.11,1.05
10253,에스케이케미칼(주),285130,201812,201801,,0,0,0,제조업,1,2.007412828,1457.121651,0.0,3.34,2.37,6.28,2.27,99.63,37.19287483,1.45,15.31,1.04
10254,에스케이케미칼(주),285130,201912,201801,,0,0,0,제조업,1,9.27330707,4.347851331,10.2,5.63,3.94,11.13,2.27,98.44,33.71502595,4.44,15.87,1.01
10255,에스케이케미칼(주),285130,202012,201801,,0,0,0,제조업,1,-0.550834667,-14.88779037,-4.43,8.75,5.0,12.67,1.86,98.51,45.23338394,8.71,17.0,0.79
10256,에스케이텔레콤(주),17670,201112,198911,,0,0,0,정보통신업,0,7.568226166,3.259887426,-10.54,13.37,8.97,16.96,0.64,85.7,52.25597148,21.85,9.38,1.24
10257,에스케이텔레콤(주),17670,201212,198911,,0,0,0,정보통신업,0,5.046053336,2.270786526,3.01,10.8,7.05,13.76,1.75,90.56,50.22270467,20.13,23.35,1.34
10258,에스케이텔레콤(주),17670,201312,198911,,0,0,0,정보통신업,0,3.832522635,1.850097011,2.9,12.11,7.71,14.89,1.54,89.56,53.30479644,14.22,25.4,1.47
10259,에스케이텔레콤(주),17670,201412,198911,,0,0,0,정보통신업,0,5.135051562,3.383581582,1.46,10.63,6.7,12.41,1.46,87.65,54.57264538,12.95,26.39,1.58
10260,에스케이텔레콤(주),17670,201512,198911,,0,0,0,정보통신업,0,2.291072838,-0.157680718,-4.87,9.97,6.04,11.16,1.38,88.73,53.79058756,13.04,26.25,1.64
10261,에스케이텔레콤(주),17670,201612,198911,,0,0,0,정보통신업,0,9.503653549,-0.26211529,8.72,8.99,5.13,9.75,1.27,88.53,51.49403647,12.81,24.53,1.5
10262,에스케이텔레콤(주),17670,201712,198911,,0,0,0,정보통신업,0,6.808834257,2.505275039,2.25,8.77,4.75,9.0,1.2,83.12,53.9333319,12.11,27.6,1.36
10263,에스케이텔레콤(주),17670,201812,198911,,0,0,0,정보통신업,0,26.7448339,-3.687514387,9.94,7.12,3.17,5.95,1.2,80.58,52.74892362,9.66,23.98,1.2
10264,에스케이텔레콤(주),17670,201912,198911,,0,0,0,정보통신업,0,5.292792195,5.154344327,9.71,6.26,2.55,4.91,1.83,93.69,51.16051827,9.32,18.73,1.16
10265,에스케이텔레콤(주),17670,202012,198911,,0,0,0,정보통신업,0,7.386723459,4.964854572,-1.35,7.24,2.92,5.72,1.87,90.61,50.92421754,10.24,19.7,1.13
10266,에스케이하이닉스(주),660,201112,199612,,0,0,0,제조업,1,-1.968255571,-14.07474063,8.27,3.13,1.88,4.12,2.44,99.6,45.68513393,25.35,29.39,1.01
10267,에스케이하이닉스(주),660,201212,199612,,0,0,0,제조업,1,8.182694568,-2.247068555,4.89,-2.24,-1.27,-2.58,2.34,101.82,52.22586913,13.59,25.65,1.04
10268,에스케이하이닉스(주),660,201312,199612,,0,0,0,제조업,1,11.52147767,39.38997521,0.95,23.86,17.14,29.64,1.33,79.65,62.82959931,20.64,39.37,1.45
10269,에스케이하이닉스(주),660,201412,199612,,0,0,0,제조업,1,29.26332065,20.89970125,3.83,29.84,21.43,32.85,0.68,72.64,67.09115979,22.76,41.04,1.32
10270,에스케이하이닉스(주),660,201512,199612,,0,0,0,제조업,1,10.39541383,9.76570351,2.73,28.39,18.87,27.07,0.41,73.27,72.06607838,25.59,39.49,1.22
10271,에스케이하이닉스(주),660,201612,199612,,0,0,0,제조업,1,8.552220632,-8.51166704,0.52,19.05,10.59,14.43,0.5,82.22,74.57012234,23.08,31.14,1.2
10272,에스케이하이닉스(주),660,201712,199612,,0,0,0,제조업,1,40.98096395,75.07546092,5.2,45.57,35.35,47.44,0.23,56.92,74.46513163,22.28,47.3,1.53
10273,에스케이하이닉스(주),660,201812,199612,,0,0,0,제조업,1,40.15959456,34.32688904,10.93,51.54,38.22,51.67,0.07,49.5,73.59968023,29.0,49.25,1.39
10274,에스케이하이닉스(주),660,201912,199612,,0,0,0,제조업,1,1.776922064,-33.26569674,8.75,10.05,4.22,5.72,0.77,91.38,73.99840937,22.16,22.47,0.98
10275,에스케이하이닉스(주),660,202012,199612,,0,0,0,제조업,1,9.85400349,18.19026182,2.7,15.71,7.37,10.04,0.7,82.13,72.93281846,13.21,28.18,1.33
10276,에스텍(주),69510,201112,200311,,0,0,0,제조업,1,15.04555905,6.686261079,1.57,6.28,11.1,18.51,-0.21,93.99,59.98374506,9.11,44.8,1.55
10277,에스텍(주),69510,201212,200311,,0,0,0,제조업,1,0.541310995,-5.698369885,-0.62,4.59,7.27,11.84,-0.29,94.69,62.90140276,6.39,44.67,1.4
10278,에스텍(주),69510,201312,200311,,0,0,0,제조업,1,12.38667928,5.63141638,2.8,5.81,9.14,14.85,-0.27,94.08,60.35481359,6.63,43.39,1.4
10279,에스텍(주),69510,201412,200311,,0,0,0,제조업,1,15.52134679,23.65225993,9.09,6.52,11.12,18.77,-0.19,94.08,58.29020367,6.65,44.42,1.48
10280,에스텍(주),69510,201512,200311,,0,0,0,제조업,1,2.607677329,-1.718920386,-4.72,5.88,9.09,14.95,-0.12,93.67,63.15947197,10.52,46.26,1.34
10281,에스텍(주),69510,201612,200311,,0,0,0,제조업,1,7.942614167,7.526811612,-0.58,5.93,9.35,14.6,-0.14,93.4,64.8942819,11.12,46.36,1.39
10282,에스텍(주),69510,201712,200311,,0,0,0,제조업,1,-3.59905684,3.387311088,-2.05,5.33,8.53,12.89,-0.14,94.97,67.48450792,9.95,47.06,1.45
10283,에스텍(주),69510,201812,200311,,0,0,0,제조업,1,5.821535393,2.011429275,-0.3,5.88,9.5,13.69,-0.21,93.19,71.207679,9.41,47.14,1.5
10284,에스텍(주),69510,201912,200311,,0,0,0,제조업,1,9.610698708,10.29218342,4.5,5.17,8.55,11.93,-0.33,94.16,71.98803849,11.0,46.37,1.56
10285,에스텍(주),69510,202012,200311,,0,0,0,제조업,1,5.124471034,-7.540919243,-2.3,4.26,6.07,8.57,-0.24,95.39,69.81743538,8.43,39.75,1.34
10286,에스트래픽(주),234300,201712,201712,,0,0,0,정보통신업,0,127.2071048,-12.99583838,0.0,6.56,6.6,16.42,0.69,94.87,41.79638561,6.77,14.16,1.07
10287,에스트래픽(주),234300,201812,201712,,0,0,0,정보통신업,0,-4.72037578,-47.37597984,9.17,-21.53,-8.41,-20.5,1.91,129.39,40.19223791,-2.53,5.4,0.49
10288,에스트래픽(주),234300,201912,201712,,1,0,1,정보통신업,0,19.07677814,95.86217605,15.97,-3.16,-2.26,-6.98,2.78,110.06,25.92212597,-0.89,12.03,0.79
10289,에스티팜(주),237690,201612,201606,,0,0,0,제조업,1,58.27454774,45.13468625,0.0,38.72,21.1,24.77,0.3,61.47,85.1720903,13.81,34.06,0.73
10290,에스티팜(주),237690,201712,201606,,0,0,0,제조업,1,3.732061338,1.217250619,-9.24,30.49,16.5,18.62,-0.59,71.34,92.02591256,13.79,27.1,0.77
10291,에스티팜(주),237690,201812,201606,,0,0,0,제조업,1,-9.436045655,-51.80559844,-3.32,-16.01,-4.3,-4.58,-1.56,113.23,95.96637826,9.44,7.01,0.45
10292,에스티팜(주),237690,201912,201606,,0,0,0,제조업,1,-1.280737614,-4.585330261,8.47,-28.63,-7.78,-8.41,-1.27,125.88,89.0346868,-2.9,5.49,0.55
10293,에스티팜(주),237690,202012,201606,,0,0,0,제조업,1,30.63495173,33.08266071,5.91,-15.16,-4.78,-6.27,0.02,112.91,66.60078456,-5.77,9.68,0.6
10294,에스퓨얼셀(주),288620,201812,201810,,0,0,0,제조업,1,216.1489841,55.17144753,0.0,6.18,3.45,6.46,0.45,94.45,53.40909935,3.28,5.55,0.39
10295,에스퓨얼셀(주),288620,201912,201810,,0,0,0,제조업,1,23.49661493,20.51842919,34.38,5.74,3.46,7.02,0.66,95.81,45.87417179,-12.83,5.88,0.44
10296,에스퓨얼셀(주),288620,202012,201810,,0,0,0,제조업,1,64.79843752,23.81421374,41.86,4.53,1.85,3.3,0.63,96.56,56.1853513,3.86,4.67,0.33
10297,에쓰-오일(주),10950,201112,198705,,0,0,0,제조업,1,31.37443962,54.43621056,2.78,5.12,14.08,33.58,0.05,95.19,39.57756954,4.8,16.67,2.4
10298,에쓰-오일(주),10950,201212,198705,,0,0,0,제조업,1,-5.342542128,8.803158677,1.87,2.25,6.08,14.75,0.12,97.9,43.01735588,4.7,11.11,2.25
10299,에쓰-오일(주),10950,201312,198705,,0,0,0,제조업,1,-4.614119489,-10.26620144,2.92,1.17,3.0,6.82,0.05,98.79,44.9133967,6.41,8.59,2.17
10300,에쓰-오일(주),10950,201412,198705,,0,0,0,제조업,1,-13.9672344,-8.347525275,1.71,-1.01,-2.61,-5.65,0.04,101.32,47.86605313,8.15,2.16,2.43
10301,에쓰-오일(주),10950,201512,198705,,0,0,0,제조업,1,5.263277982,-37.35364384,2.47,4.57,7.77,15.88,0.0,95.61,49.92732174,15.54,12.67,1.93
10302,에쓰-오일(주),10950,201612,198705,,0,0,0,제조업,1,29.3038153,-8.766937697,7.78,9.91,13.06,27.45,0.01,90.73,45.78818423,15.04,15.57,1.5
10303,에쓰-오일(주),10950,201712,198705,,0,0,0,제조업,1,8.083829912,27.9964156,6.12,6.57,9.46,20.75,0.02,92.39,45.35305533,9.5,15.11,1.73
10304,에쓰-오일(주),10950,201812,198705,,0,0,0,제조업,1,5.750427955,21.88425232,-0.58,2.51,4.12,9.61,0.18,98.72,40.54663842,2.68,6.81,2.22
10305,에쓰-오일(주),10950,201912,198705,,0,0,0,제조업,1,2.371394275,-4.198678922,-1.04,1.72,2.6,6.48,0.69,99.56,39.77509644,1.2,7.69,2.12
10306,에쓰-오일(주),10950,202012,198705,,0,0,0,제조업,1,-3.93605104,-31.0094218,-0.06,-6.53,-6.86,-18.05,0.86,106.62,36.2160121,7.36,-0.15,1.47
