,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,매출액증가율,종업원수증가율,매출액정상영업이익률,총자본정상영업이익률,자기자본정상영업이익률,금융비용부담률,수지비율,자기자본구성비율,CASH FLOW 대 총자본비율,총자본투자효율,순운전자본회전률
3217,(주)아이티엑스에이아이,99520,201312,200912,,0,0,0,제조업,1,11.54838419,82.84092151,19.21,4.1,6.32,11.12,0.99,96.91,64.35400645,1.39,25.1,1.76
3218,(주)아이티엑스에이아이,99520,201412,200912,,0,0,0,제조업,1,-12.24397004,-18.32256977,3.32,-2.39,-3.05,-4.58,0.28,102.66,68.97080152,8.24,20.19,1.71
3219,(주)아이티엑스에이아이,99520,201512,200912,,1,1,1,제조업,1,-16.0365761,-47.38407804,-28.9,-35.01,-27.27,-44.93,1.0,138.53,50.81501492,2.93,-2.71,1.24
3220,(주)아이티엠반도체,84850,201912,201911,,0,0,0,제조업,1,78.75492961,74.24732545,0.0,13.45,15.94,29.14,0.87,87.32,61.87036065,8.08,25.22,1.37
3221,(주)아이티엠반도체,84850,202012,201911,,0,0,0,제조업,1,1.355454784,-1.670744201,18.43,6.48,5.85,9.5,0.3,95.26,61.29684385,8.13,19.98,1.1
3222,(주)아이팩토리,53810,201112,200207,42632.0,0,1,1,제조업,1,-7.172598475,-33.44519713,-29.08,-7.92,-4.93,-19.8,6.98,114.07,22.58408066,-0.49,10.67,0.79
3223,(주)아즈텍더블유비이,32080,201112,200010,,0,0,0,제조업,1,32.09811078,26.04339983,4.51,14.4,7.96,13.62,-0.55,87.33,54.97473543,4.74,10.54,0.47
3224,(주)아즈텍더블유비이,32080,201212,200010,,0,0,0,제조업,1,-15.69789191,-14.68042164,-9.35,5.96,2.67,4.24,-0.51,89.84,72.10866321,5.29,11.02,0.4
3225,(주)아즈텍더블유비이,32080,201312,200010,,0,0,0,제조업,1,-19.58396391,-2.854010488,1.59,-3.86,-2.03,-2.59,0.62,107.57,86.18076846,5.76,2.96,0.6
3226,(주)아즈텍더블유비이,32080,201412,200010,,0,0,0,제조업,1,5.129416226,-2.960269713,1.56,2.98,1.67,1.95,-0.31,95.64,85.02329859,6.52,9.9,0.69
3227,(주)아즈텍더블유비이,32080,201512,200010,,0,0,0,제조업,1,0.570832328,9.681095726,2.31,6.99,4.17,4.82,-0.72,91.69,87.82301356,6.19,11.44,0.69
3228,(주)아즈텍더블유비이,32080,201612,200010,,0,0,0,제조업,1,5.967759255,0.742256569,-3.01,6.59,3.83,4.21,-1.61,90.5,93.82601467,2.11,11.47,0.73
3229,(주)아즈텍더블유비이,32080,201712,200010,,0,0,0,제조업,1,9.216647423,-34.49154362,-5.43,-8.02,-2.84,-3.16,-4.24,102.25,86.32093343,2.7,3.17,0.48
3230,(주)아즈텍더블유비이,32080,201812,200010,,0,0,0,제조업,1,4.276058411,36.50080653,-7.38,4.35,1.97,2.29,-2.97,91.25,85.59558626,5.08,8.55,0.6
3231,(주)아즈텍더블유비이,32080,201912,200010,,0,0,0,제조업,1,10.80994814,-5.173856782,0.0,6.56,2.62,3.14,-4.0,88.55,81.22534588,1.56,7.62,0.58
3232,(주)아즈텍더블유비이,32080,202012,200010,,0,0,0,제조업,1,6.918359867,-19.13162896,-21.24,-5.92,-1.76,-2.2,-1.99,92.96,78.57311351,0.33,6.14,0.5
3233,(주)아진엑스텍,59120,201412,201407,,0,0,0,제조업,1,13.82883294,6.374609996,13.51,13.8,10.08,13.57,0.7,85.01,85.80507739,9.33,26.04,0.85
3234,(주)아진엑스텍,59120,201512,201407,,0,0,0,제조업,1,-4.513852493,-10.35796271,-3.57,6.98,4.39,5.04,-0.24,92.79,88.59812349,9.14,21.87,0.89
3235,(주)아진엑스텍,59120,201612,201407,,0,0,0,제조업,1,46.77193301,-2.600644458,-4.94,5.85,2.98,3.95,0.08,94.43,66.22048645,3.77,14.27,0.71
3236,(주)아진엑스텍,59120,201712,201407,,0,0,0,제조업,1,12.27556704,74.80135057,5.19,25.33,17.83,23.36,1.4,76.4,85.33916516,3.97,28.81,0.88
3237,(주)아진엑스텍,59120,201812,201407,,0,0,0,제조업,1,1.227857614,-13.44583499,0.0,18.76,10.74,12.05,-0.11,81.1,92.87256967,10.53,23.61,0.73
3238,(주)아진엑스텍,59120,201912,201407,,0,0,0,제조업,1,3.115607994,-22.41148139,2.47,9.61,4.18,4.57,-0.4,88.78,89.99909773,10.9,16.51,0.58
3239,(주)아진엑스텍,59120,202012,201407,,0,0,0,제조업,1,0.372382833,9.844674143,-1.2,2.91,1.36,1.52,-0.73,96.07,89.30069542,8.13,14.1,0.61
3240,(주)아큐텍,13780,201112,199708,41387.0,1,1,1,제조업,1,-24.85932025,-31.93879939,-12.5,-56.72,-28.55,-102.35,5.81,160.09,16.41347707,-1.0,-14.97,0.56
3241,(주)아톤,158430,201912,201910,,0,1,1,정보통신업,0,511.6248472,83.22685764,0.0,12.68,10.14,14.46,0.01,131.87,78.19368103,5.05,-2.61,1.03
3242,(주)아프리카티비,67160,201112,200312,,0,0,0,정보통신업,0,-33.85355351,-39.07134282,-37.2,6.33,5.18,11.19,0.69,98.08,46.32399244,14.26,26.12,0.89
3243,(주)아프리카티비,67160,201212,200312,,0,0,0,정보통신업,0,-3.172290023,2.542806725,34.12,2.08,1.81,3.48,0.95,95.28,56.52134199,4.68,36.03,1.17
3244,(주)아프리카티비,67160,201312,200312,,0,0,0,정보통신업,0,1.88388873,-2.022990391,-2.12,9.22,7.69,11.99,1.49,96.83,64.1205359,10.95,33.36,1.17
3245,(주)아프리카티비,67160,201412,200312,,0,0,0,정보통신업,0,7.890999641,4.892957524,5.05,11.02,8.94,12.95,0.41,92.22,68.98653953,19.38,36.34,1.05
3246,(주)아프리카티비,67160,201512,200312,,0,0,0,정보통신업,0,9.323334975,24.6019458,32.65,12.14,11.72,16.78,-0.09,91.7,70.65797608,20.25,41.93,1.21
3247,(주)아프리카티비,67160,201612,200312,,0,0,0,정보통신업,0,22.60505056,26.98097995,13.21,20.07,21.15,30.4,-0.19,84.01,68.68905773,22.16,48.26,1.21
3248,(주)아프리카티비,67160,201712,200312,,0,0,0,정보통신업,0,23.99211727,18.44183784,7.55,19.38,19.61,28.76,-0.48,80.93,67.77518442,20.66,44.23,1.09
3249,(주)아프리카티비,67160,201812,200312,,0,0,0,정보통신업,0,52.30156166,33.92330491,-5.74,21.42,20.79,33.28,-0.51,78.14,58.9632184,19.05,37.6,0.99
3250,(주)아프리카티비,67160,201912,200312,,0,0,0,정보통신업,0,45.0702835,32.56847277,16.93,21.88,19.02,34.21,-0.31,74.96,53.28772266,21.79,39.89,0.84
3251,(주)아프리카티비,67160,202012,200312,,0,0,0,정보통신업,0,27.77868283,17.09549572,11.78,25.65,19.37,37.43,-0.2,76.1,50.52750654,22.8,35.73,0.7
3252,(주)안랩,53800,201112,200109,,0,0,0,정보통신업,0,10.4577509,47.85656702,20.14,7.74,4.63,6.17,-2.23,92.63,75.13717507,12.96,29.66,0.8
3253,(주)안랩,53800,201212,200109,,0,0,0,정보통신업,0,7.302159446,27.62118951,25.22,9.74,6.94,9.12,-2.14,87.43,76.11076453,7.28,37.9,0.93
3254,(주)안랩,53800,201312,200109,,0,0,0,정보통신업,0,-0.482114327,4.301533469,0.7,2.87,2.14,2.77,-1.44,94.62,78.21781623,6.69,37.78,0.98
3255,(주)안랩,53800,201412,200109,,0,0,0,정보통신업,0,2.24185379,-1.388312,1.27,6.66,4.85,6.1,-1.41,92.26,80.67694487,7.69,40.21,1.01
3256,(주)안랩,53800,201512,200109,,0,0,0,정보통신업,0,3.448666829,-0.716100638,5.71,8.9,6.25,7.64,-0.96,89.94,82.90923092,9.4,40.72,0.96
3257,(주)안랩,53800,201612,200109,,0,0,0,정보통신업,0,10.27319091,6.267585508,8.21,10.67,7.45,9.15,-0.85,88.75,80.15873761,10.05,39.66,0.87
3258,(주)안랩,53800,201712,200109,,0,0,0,정보통신업,0,4.203814936,5.164959773,5.39,11.14,7.64,9.41,-1.11,87.68,82.23295765,10.88,42.22,0.83
3259,(주)안랩,53800,201812,200109,,0,0,0,정보통신업,0,9.459580206,6.359518639,7.29,11.08,7.56,9.36,-1.5,84.92,79.41989293,11.39,44.64,0.83
3260,(주)안랩,53800,201912,200109,,0,0,0,정보통신업,0,6.309026757,4.490908914,4.77,11.03,7.3,9.21,-1.74,87.35,79.03870766,10.4,41.82,0.79
3261,(주)안랩,53800,202012,200109,,0,0,0,정보통신업,0,7.922098298,6.703973037,1.6,11.21,7.38,9.45,-1.35,88.28,77.3813131,10.71,41.76,0.75
3262,(주)알루코,1780,201112,200706,,0,0,0,제조업,1,15.07555832,-1.265465343,25.18,4.37,3.65,11.62,4.37,100.09,29.39998438,3.91,16.21,0.83
3263,(주)알루코,1780,201212,200706,,0,0,0,제조업,1,-3.938232501,-6.26829481,-15.45,2.05,1.57,5.28,5.1,102.3,30.07749075,2.26,15.56,0.73
3264,(주)알루코,1780,201312,200706,,0,0,0,제조업,1,-1.459700843,7.623842004,-9.31,5.19,4.39,14.36,4.32,99.05,31.07176781,6.67,18.93,0.78
3265,(주)알루코,1780,201412,200706,,0,0,0,제조업,1,-2.023326865,1.550966452,-2.28,4.9,4.28,13.67,3.25,96.95,31.61329099,12.33,20.29,0.82
3266,(주)알루코,1780,201512,200706,,0,0,0,제조업,1,-0.788091611,13.5643164,22.96,5.54,5.58,15.97,1.98,95.21,38.26911403,13.87,21.68,1.0
3267,(주)알루코,1780,201612,200706,,0,0,0,제조업,1,2.392823625,-1.214614522,-14.24,5.71,5.63,13.39,1.19,94.11,45.80063981,14.29,22.07,1.03
3268,(주)알루코,1780,201712,200706,,0,0,0,제조업,1,8.685139398,7.724318349,10.33,4.5,4.53,10.16,1.12,96.2,43.44803142,18.48,20.84,1.11
3269,(주)알루코,1780,201812,200706,,0,0,0,제조업,1,55.85754599,9.765036756,-4.68,2.38,1.98,4.95,2.93,97.64,37.71711114,12.74,19.27,0.94
3270,(주)알루코,1780,201912,200706,,0,0,0,제조업,1,3.79127068,-10.3400611,-1.75,2.69,1.61,4.32,4.1,101.83,37.00159928,7.87,17.76,0.69
3271,(주)알루코,1780,202012,200706,,0,0,0,제조업,1,-9.206999191,8.999915237,-28.21,5.0,3.36,9.04,3.32,105.98,37.33859339,10.01,16.6,0.75
3272,(주)알앤엘바이오,3190,201112,197606,41397.0,1,0,1,도매 및 소매업,1,-1.909340313,-30.57639566,2.63,-22.59,-6.91,-31.58,11.49,112.3,12.59429385,-0.27,-4.24,0.26
3273,(주)알에프세미,96610,201112,200711,,0,0,0,제조업,1,30.04322654,27.28037174,5.6,26.52,18.46,26.81,1.24,75.29,66.62397635,8.78,34.95,1.0
3274,(주)알에프세미,96610,201212,200711,,0,0,0,제조업,1,14.04513993,14.50577537,-14.77,14.92,9.81,15.02,1.45,87.47,64.14814968,9.52,25.81,0.9
3275,(주)알에프세미,96610,201312,200711,,0,0,0,제조업,1,14.59953801,23.6423133,79.56,14.62,10.39,16.46,1.12,88.3,62.24092929,12.21,26.67,0.96
3276,(주)알에프세미,96610,201412,200711,,0,0,0,제조업,1,11.09755237,5.541159952,-4.7,8.58,5.71,9.42,1.56,93.55,59.13288902,9.38,26.52,0.88
3277,(주)알에프세미,96610,201512,200711,,0,0,0,제조업,1,2.053102451,3.317813919,-1.04,5.24,3.39,5.68,1.23,95.98,60.14046405,9.71,26.0,0.86
3278,(주)알에프세미,96610,201612,200711,,0,0,0,제조업,1,0.791650911,12.10715704,8.4,4.09,2.93,4.87,0.12,98.09,59.94223246,10.7,26.71,0.95
3279,(주)알에프세미,96610,201712,200711,,0,0,0,제조업,1,3.874662181,-3.107100767,-0.48,0.35,0.24,0.41,1.16,103.31,55.54499921,4.09,25.05,0.86
3280,(주)알에프세미,96610,201812,200711,,1,0,1,제조업,1,12.12160341,-16.58247211,3.41,1.22,0.64,1.21,2.07,100.32,50.21460543,1.44,24.36,0.65
3281,(주)알에프텍,61040,201112,200205,,0,0,0,제조업,1,40.8799471,33.21922388,32.97,3.85,7.58,15.35,-0.01,94.52,45.47549363,3.32,18.22,1.76
3282,(주)알에프텍,61040,201212,200205,,0,0,0,제조업,1,32.70509695,80.32564925,32.52,6.11,16.48,37.59,0.11,93.98,42.62358046,6.22,29.17,2.2
3283,(주)알에프텍,61040,201312,200205,,0,0,0,제조업,1,2.385857994,0.161967339,-0.61,1.46,3.42,7.99,-0.02,98.91,43.01404023,5.47,25.52,1.89
3284,(주)알에프텍,61040,201412,200205,,0,0,0,제조업,1,-7.216993332,-18.70201827,-8.95,-1.37,-2.68,-6.24,0.24,101.35,42.82768569,6.02,22.42,1.61
3285,(주)알에프텍,61040,201512,200205,,0,0,0,제조업,1,-11.85667553,-2.337625805,-7.12,2.23,4.69,9.18,0.11,96.85,60.49933125,9.81,31.15,1.91
3286,(주)알에프텍,61040,201612,200205,,0,0,0,제조업,1,-0.835546997,-18.91914187,-6.2,2.79,5.1,8.05,-0.02,96.42,66.21380438,11.19,24.01,1.85
3287,(주)알에프텍,61040,201712,200205,,0,0,0,제조업,1,6.05179135,-10.82301456,-5.84,3.61,5.74,8.84,0.34,99.01,63.66348067,4.85,18.51,1.63
3288,(주)알에프텍,61040,201812,200205,,0,0,0,제조업,1,-4.789763301,-16.29785365,-5.79,2.4,3.18,4.81,0.49,96.8,68.62117342,3.18,20.7,1.36
3289,(주)알에프텍,61040,201912,200205,,0,0,0,제조업,1,43.61727206,18.36819369,20.61,4.62,6.09,10.33,1.38,101.4,52.20852455,4.77,13.75,1.29
3290,(주)알에프텍,61040,202012,200205,,0,0,0,제조업,1,-2.849015534,-9.361985081,15.27,3.78,3.89,6.55,1.49,104.5,66.73920825,5.39,9.71,1.04
3291,(주)알엔투테크놀로지,148250,201612,201606,,0,0,0,제조업,1,24.00532674,17.39701644,23.75,8.94,4.39,5.79,0.11,90.51,77.40278099,11.68,24.46,0.86
3292,(주)알엔투테크놀로지,148250,201712,201606,,0,0,0,제조업,1,30.61668468,19.52520672,29.29,4.96,2.28,3.36,0.54,95.71,60.45879241,5.2,20.6,0.77
3293,(주)알엔투테크놀로지,148250,201812,201606,,0,0,0,제조업,1,9.641751965,20.0879052,22.66,8.93,4.15,7.09,2.46,95.02,56.89368096,6.53,22.95,0.9
3294,(주)알엔투테크놀로지,148250,201912,201606,,0,0,0,제조업,1,29.97451916,21.31217234,14.01,13.55,6.36,10.56,2.3,94.66,62.68937063,7.92,22.24,0.89
3295,(주)알엔투테크놀로지,148250,202012,201606,,0,0,0,제조업,1,10.2499685,13.75735294,1.68,17.07,7.67,12.01,2.36,88.48,64.88114485,6.78,26.07,0.68
3296,(주)알톤스포츠,123750,201212,201007,,0,0,0,제조업,1,-12.4124641,-6.26946132,13.0,6.07,5.83,9.62,0.89,92.81,66.25425199,4.41,21.2,1.03
3297,(주)알톤스포츠,123750,201312,201007,,0,0,0,제조업,1,5.08661435,-6.790486462,-1.77,5.47,5.12,7.58,0.66,94.63,68.86391717,8.98,18.83,1.11
3298,(주)알톤스포츠,123750,201412,201007,,0,0,0,제조업,1,13.21470449,11.20974968,7.21,12.48,11.88,16.77,0.13,88.16,72.59245409,8.82,26.33,1.12
3299,(주)알톤스포츠,123750,201512,201007,,0,0,0,제조업,1,-7.251275286,-8.925370263,24.37,-3.89,-3.3,-4.53,0.03,106.11,73.03733595,-0.99,14.62,1.02
3300,(주)알톤스포츠,123750,201612,201007,,1,0,1,제조업,1,15.77493422,-15.61078749,-9.46,-11.14,-7.67,-11.27,1.07,109.88,63.79219751,-20.16,8.38,0.77
3301,(주)알티캐스트,85810,201312,201312,,0,0,0,정보통신업,0,14.10164178,12.8700736,0.0,25.24,18.34,30.09,2.13,76.73,80.0672981,9.42,52.59,0.66
3302,(주)알티캐스트,85810,201412,201312,,0,0,0,정보통신업,0,1.779164393,4.698219422,-0.63,21.06,14.89,17.71,-1.26,79.41,88.03301991,11.77,46.52,0.75
3303,(주)알티캐스트,85810,201512,201312,,0,0,0,정보통신업,0,3.315974004,-18.68062786,3.47,3.96,2.22,2.57,-1.21,101.23,84.70206919,6.75,30.57,0.64
3304,(주)알티캐스트,85810,201612,201312,,0,0,0,정보통신업,0,50.3671636,4.285942347,2.13,2.42,1.11,1.62,-0.58,97.7,58.09212846,4.04,22.49,0.43
3305,(주)알티캐스트,85810,201712,201312,,0,0,0,정보통신업,0,0.350280376,7.990766282,-12.84,8.12,3.35,5.82,-0.04,94.07,57.0706813,4.87,24.66,0.35
3306,(주)알티캐스트,85810,201812,201312,,0,0,0,정보통신업,0,-4.121233315,7.866326886,13.01,5.38,2.44,4.34,-0.21,94.5,55.26026725,4.46,29.9,0.38
3307,(주)알티캐스트,85810,201912,201312,,0,0,0,정보통신업,0,3.317500474,-30.21224917,-49.7,-29.56,-9.4,-20.01,0.1,131.09,38.9664933,1.94,-10.24,0.26
3308,(주)알티캐스트,85810,202012,201312,,0,0,0,정보통신업,0,-48.90839561,-16.13585033,-9.64,-2.61,-0.91,-1.73,5.28,111.59,79.11482362,1.69,32.08,0.33
3309,(주)알파홀딩스,117670,201112,201009,,0,0,0,제조업,1,-3.742286795,-38.32040294,12.7,8.83,4.92,7.93,-3.35,88.42,65.25713307,0.4,15.11,0.55
3310,(주)알파홀딩스,117670,201212,201009,,0,0,0,제조업,1,5.457356465,45.13728971,-1.41,9.15,7.15,10.54,-1.46,89.46,67.86963413,13.5,20.84,0.87
3311,(주)알파홀딩스,117670,201312,201009,,0,0,0,제조업,1,-6.886706963,-1.51616057,28.57,10.75,8.56,11.58,-1.52,86.92,80.5478366,8.73,24.91,0.92
3312,(주)알파홀딩스,117670,201412,201009,,0,0,0,제조업,1,73.87620877,24.10411784,8.89,9.19,5.42,11.04,1.37,91.79,49.12639312,12.48,22.38,0.55
3313,(주)알파홀딩스,117670,201512,201009,,0,0,0,제조업,1,-0.032256697,29.05547721,24.49,3.21,2.43,4.77,1.63,96.26,50.58040984,8.89,20.61,0.71
3314,(주)알파홀딩스,117670,201612,201009,,0,0,0,제조업,1,10.7873391,11.43545297,-18.85,-2.42,-1.86,-2.95,0.91,170.42,62.97718011,-0.5,-45.89,0.98
3315,(주)알파홀딩스,117670,201712,201009,,1,0,1,제조업,1,-14.5387399,23.58057697,6.06,-9.02,-9.21,-13.98,0.51,114.78,69.35220647,-7.74,-2.53,1.37
3316,(주)액션스퀘어,205500,201612,201411,,1,0,1,정보통신업,0,-20.53721405,-40.59678389,71.03,-288.61,-35.48,-43.66,-9.31,336.35,83.0730757,-10.56,7.04,0.13
3317,(주)액토즈소프트,52790,201112,200108,,0,1,1,정보통신업,0,7.1626954,-4.260431961,-67.06,14.82,12.54,17.76,-2.88,82.75,72.00728841,7.2,23.54,0.8
3318,(주)액트로,290740,201812,201808,,0,0,0,제조업,1,66.05454674,16.04069561,0.0,15.97,23.65,37.44,-0.03,83.11,70.7889582,23.17,43.28,1.57
3319,(주)액트로,290740,201912,201808,,0,0,0,제조업,1,11.18805245,2.095492616,25.53,12.09,13.87,18.76,-0.5,86.23,76.76866183,20.58,38.32,1.29
3320,(주)액트로,290740,202012,201808,,0,0,0,제조업,1,2.413737755,22.65069381,3.39,2.77,3.65,4.86,-0.28,99.08,73.64283426,12.03,29.1,1.59
3321,(주)앤디포스,238090,201612,201610,,0,0,0,제조업,1,154.2299225,22.84295669,0.0,23.82,27.18,32.03,-0.43,75.06,90.66636367,19.89,29.95,1.21
3322,(주)앤디포스,238090,201712,201610,,0,0,0,제조업,1,4.433388928,-25.83977959,6.52,17.37,10.02,11.29,-1.61,81.39,86.83255156,9.58,18.78,0.78
3323,(주)앤디포스,238090,201812,201610,,0,0,0,제조업,1,40.59582946,-8.7622985,-4.08,16.58,6.07,8.96,-0.46,133.16,67.80563915,4.54,-6.38,0.41
3324,(주)앤디포스,238090,201912,201610,,0,0,0,제조업,1,45.68169137,76.14509337,11.7,10.31,5.42,8.42,2.49,98.16,61.93527328,3.82,6.86,0.52
3325,(주)앤디포스,238090,202012,201610,,0,0,0,제조업,1,-8.004993341,5.837919262,21.9,8.7,4.25,6.05,0.33,91.05,79.35517988,4.3,12.84,0.53
3326,(주)앤씨앤,92600,201112,200706,,0,0,0,제조업,1,27.29312131,-9.008139348,4.51,11.01,7.58,8.84,-2.3,89.49,87.75326093,11.31,22.83,0.93
3327,(주)앤씨앤,92600,201212,200706,,0,0,0,제조업,1,4.562849477,15.88071403,-7.19,0.13,0.09,0.1,-2.54,98.55,87.02516034,1.49,15.47,0.85
3328,(주)앤씨앤,92600,201312,200706,,1,0,1,제조업,1,-25.9537705,-30.9083884,-6.2,-32.53,-17.65,-20.56,-2.71,136.14,84.26432404,-0.82,-8.14,0.66
3329,(주)야스,255440,201712,201709,,0,0,0,제조업,1,55.58522632,4.296118494,0.0,20.51,14.07,16.64,-0.2,79.14,84.55846594,9.62,22.47,0.78
3330,(주)야스,255440,201812,201709,,0,0,0,제조업,1,87.5329399,113.1890098,17.37,23.96,24.37,35.79,-0.53,75.3,59.32279111,9.3,26.73,0.94
3331,(주)야스,255440,201912,201709,,0,1,1,제조업,1,-9.541556643,-52.92699379,3.6,14.44,5.57,8.62,-1.98,79.62,70.38811101,14.49,14.75,0.36
3332,(주)어스앤에어로스페이스,263540,201712,201709,,0,0,0,제조업,1,68.73976843,4.414485548,0.0,10.62,6.52,10.32,1.33,97.61,67.89678311,-5.91,20.51,0.88
3333,(주)어스앤에어로스페이스,263540,201812,201709,,0,0,0,제조업,1,14.64683569,3.658853481,6.55,-13.54,-6.4,-10.39,1.41,112.55,56.1057721,-7.64,15.55,0.67
3334,(주)어스앤에어로스페이스,263540,201912,201709,,1,0,1,제조업,1,-40.55317,-15.64240065,-2.87,-70.05,-32.8,-86.6,2.97,209.73,7.206280412,-5.44,-31.03,0.53
3335,(주)에너토크,19990,201112,200602,,0,0,0,제조업,1,16.76312588,-2.04345183,0.0,14.24,13.9,16.21,-0.73,84.87,86.0634396,14.54,30.4,1.31
3336,(주)에너토크,19990,201212,200602,,0,0,0,제조업,1,10.59853853,20.20842518,17.78,14.63,15.47,17.75,0.05,85.92,88.15901615,10.23,33.21,1.58
3337,(주)에너토크,19990,201312,200602,,0,0,0,제조업,1,5.705503337,-13.58436198,1.89,12.56,10.62,12.03,-0.03,88.22,88.321254,12.03,27.0,1.34
3338,(주)에너토크,19990,201412,200602,,0,0,0,제조업,1,10.15113323,16.38610282,4.63,11.32,10.32,11.87,-0.03,89.19,85.67046967,8.33,28.09,1.3
3339,(주)에너토크,19990,201512,200602,,0,0,0,제조업,1,2.453804363,-10.44222855,-5.31,9.88,7.6,8.74,-0.24,90.53,88.16063413,13.4,24.34,1.06
3340,(주)에너토크,19990,201612,200602,,0,0,0,제조업,1,13.66647153,-9.222995597,-5.61,8.04,4.88,5.14,-0.37,91.31,94.97122856,1.5,18.44,0.92
3341,(주)에너토크,19990,201712,200602,,0,0,0,제조업,1,-0.845997564,-5.976165872,-2.97,1.23,0.7,0.74,-0.84,98.24,96.26802623,3.85,14.66,0.9
3342,(주)에너토크,19990,201812,200602,,0,0,0,제조업,1,2.447715699,-5.773731773,0.0,6.29,3.37,3.53,-1.77,89.13,94.69306488,6.93,18.43,0.91
3343,(주)에너토크,19990,201912,200602,,0,0,0,제조업,1,-1.564881499,1.855269898,-4.08,0.94,0.51,0.54,-1.49,97.19,93.45246381,6.58,19.31,1.0
3344,(주)에너토크,19990,202012,200602,,0,0,0,제조업,1,7.338466452,-2.293097593,-1.06,1.63,0.84,0.93,-1.58,97.56,88.23630918,5.03,16.96,1.05
3345,(주)에넥스,11090,201112,199507,,0,0,0,제조업,1,32.94631938,12.3121577,-2.97,4.78,8.39,20.84,0.84,96.26,37.90783844,-0.47,26.55,1.71
3346,(주)에넥스,11090,201212,199507,,0,0,0,제조업,1,-22.05697553,4.1430976,-20.94,-5.53,-10.23,-27.45,0.78,105.92,36.44664627,-0.55,13.76,1.65
3347,(주)에넥스,11090,201312,199507,,0,0,0,제조업,1,15.61714727,18.67426273,7.74,1.29,2.99,7.75,0.28,98.82,40.51777038,-3.11,20.45,1.96
3348,(주)에넥스,11090,201412,199507,,0,0,0,제조업,1,16.50906667,12.11969756,9.67,2.07,4.64,11.09,0.14,98.17,43.05644808,-2.73,18.68,1.93
3349,(주)에넥스,11090,201512,199507,,0,0,0,제조업,1,0.569498727,17.71485258,13.6,2.63,6.43,14.13,0.07,97.36,47.87723856,8.21,25.09,2.11
3350,(주)에넥스,11090,201612,199507,,0,0,0,제조업,1,20.9535965,27.82443143,5.1,0.6,1.7,3.98,0.12,99.39,38.61304972,0.85,19.51,2.35
3351,(주)에넥스,11090,201712,199507,,0,0,0,제조업,1,12.23244133,10.25634018,-10.13,0.8,2.14,5.82,0.11,99.2,35.14993391,-3.73,19.12,2.07
3352,(주)에넥스,11090,201812,199507,,0,0,0,제조업,1,-9.342562025,2.567076993,-7.98,0.2,0.56,1.52,0.11,99.61,38.25835096,0.84,20.11,2.11
3353,(주)에넥스,11090,201912,199507,,0,0,0,제조업,1,-15.04231197,-18.41567909,-22.45,-0.78,-1.97,-4.98,0.16,100.92,41.03163098,-1.72,19.52,2.12
3354,(주)에넥스,11090,202012,199507,,0,0,0,제조업,1,-14.46542786,-35.73343352,-6.58,-3.64,-6.95,-17.13,0.25,103.57,40.07218958,6.68,11.82,1.67
3355,(주)에듀언스,9010,201112,199312,41395.0,1,1,1,교육 서비스업,0,-26.01554942,18.82659906,-25.49,-57.17,-31.65,-106.27,4.41,152.39,29.77935562,-4.66,2.07,0.54
3356,(주)에스디생명공학,217480,201712,201703,,0,0,0,제조업,1,86.71646698,21.69232096,46.15,15.26,19.77,24.22,-0.26,85.3,82.75852468,2.48,22.4,1.61
3357,(주)에스디생명공학,217480,201812,201703,,0,0,0,제조업,1,17.24303224,22.93612665,45.61,6.61,7.44,9.41,-0.15,94.74,75.78669468,-8.99,14.65,1.39
3358,(주)에스디생명공학,217480,201912,201703,,0,0,0,제조업,1,-8.605504256,-0.232621467,25.3,-10.5,-11.42,-15.63,-0.05,110.63,70.10595853,-4.79,-0.6,1.31
3359,(주)에스디생명공학,217480,202012,201703,,0,0,0,제조업,1,6.577801738,-9.941032596,7.69,-2.64,-2.62,-4.06,0.27,106.39,59.21246137,0.74,6.73,1.13
3360,(주)에스디시스템,121890,201112,201007,,0,0,0,제조업,1,3.479412792,-20.42969636,7.76,-7.42,-6.76,-8.7,-1.42,105.91,70.23084561,-1.39,5.04,0.82
3361,(주)에스디시스템,121890,201212,201007,,0,0,0,제조업,1,-5.563589338,78.06734899,-4.0,0.76,1.26,1.74,-0.5,99.53,74.30889693,-7.29,15.56,1.44
3362,(주)에스디시스템,121890,201312,201007,,0,0,0,제조업,1,-16.65912184,-10.9625806,19.17,-7.16,-11.82,-16.02,-0.37,106.69,73.05836228,-8.1,6.31,1.45
3363,(주)에스디시스템,121890,201412,201007,,0,0,0,제조업,1,25.51502285,-15.41156177,-24.48,4.23,5.75,8.34,-0.41,95.16,65.80439694,-2.29,17.31,1.16
3364,(주)에스디시스템,121890,201512,201007,,0,0,0,제조업,1,-1.947411177,29.13857105,31.48,4.15,6.61,9.61,-0.15,95.61,71.8439514,4.01,19.06,1.4
3365,(주)에스디시스템,121890,201612,201007,,0,0,0,제조업,1,0.146533324,-6.391914063,28.17,-11.52,-17.34,-27.42,-0.03,111.36,54.69520953,7.09,4.57,1.31
3366,(주)에스디시스템,121890,201712,201007,,1,0,1,제조업,1,-16.910629,-12.90008986,-3.3,-13.58,-19.45,-40.55,0.09,114.31,39.83486032,-12.95,0.9,1.13
