회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,매출액증가율,정상영업손익증가율,자기자본정상영업이익률,금융비용부담률,1주당순이익,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,총자본투자효율
(주)경농,2100,201812,197706,,0,0,0,제조업,1,-0.12295687611886527,0.8560546003695851,-0.039808917197452234,0.6038961038961039,-0.11899996726588596,-0.12521423530597842,0.08632317237658482,-0.15398583620846204
(주)경농,2100,201912,197706,,0,0,0,제조업,1,0.06267662735742,-0.41970012779883153,-0.2937898089171975,0.8181818181818183,-0.1499270654078317,-0.3526565177941325,-0.3560830860534125,-0.23606319230070819
(주)경동나비엔,9450,201112,199308,,0,0,0,제조업,1,0.24027416876859478,-0.0034605284891590592,-0.035031847133757996,-0.1818181818181818,0.28349294445917206,0.3381389252948885,0.0161855948206096,0.3421100417650264
(주)경동나비엔,9450,201212,199308,,0,0,0,제조업,1,0.25100950083781964,0.16613098773548754,0.007961783439490418,-0.20779220779220775,0.2653825379489161,0.23530597842524448,0.03021311033180472,0.32613037951697826
(주)경동나비엔,9450,201712,199308,,0,0,0,제조업,1,0.542608374719361,0.07917637613678076,0.8988853503184714,-0.11688311688311685,1.3535724679259657,0.19699566488557305,0.05826814135419477,0.8026148538224079
(주)경동나비엔,9450,201812,199308,,0,0,0,제조업,1,0.023918285456493257,-0.12718941992549504,0.5740445859872613,0.05194805194805196,1.2151441631285027,-0.42847061195685043,-0.5405988670083626,0.7169057563101507
(주)경동나비엔,9450,201912,199308,,0,0,0,제조업,1,0.0422182113446511,0.1414149432090546,0.5915605095541402,0.07142857142857145,1.404354984198626,-0.04738380885169878,-0.1359589964931211,0.9943708007989832
(주)경동도시가스,267290,201812,201705,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,3.6317488389615242,1.0987109477646575,0.46815286624203833,-0.3181818181818182,5.331642458962176,0.14981348926303054,-0.11329916374426759,-0.3479208280370437
(주)경동도시가스,267290,201912,201705,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,-0.7877033445167901,-0.343508064829385,0.039808917197452234,-0.33766233766233766,2.952245352574176,0.29297308196390764,0.0032371189641219583,-0.4038496459052116
(주)경방,50,201112,195603,,0,0,0,도매 및 소매업,1,-0.0607778749394014,-0.43065256536569907,-0.3574840764331211,3.2987012987012987,-0.7160560294830695,-0.47887891924589165,-0.6485028324790936,-0.8752496822226258
(주)경방,50,201212,195603,,0,0,0,도매 및 소매업,1,-0.45210046490911465,-0.7072924643699918,-0.5445859872611465,3.623376623376623,-2.0092341829734064,-0.45831232987196285,-0.5330455894254115,-0.892682041038678
