회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,매출액증가율,정상영업손익증가율,자기자본정상영업이익률,금융비용부담률,1주당순이익,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,총자본투자효율
(주)에코프로,86520,201712,200707,,0,0,0,제조업,1,3.694470765352979,1.3044090091646867,0.3320063694267516,1.1428571428571428,-0.4092301463044334,-0.25788890009073495,-0.1348799568384138,-0.2157254403486472
(주)에코프로,86520,201812,200707,,0,0,0,제조업,1,3.694470765352979,2.079570998651448,1.7468152866242042,0.922077922077922,1.330921128345432,-0.30063514467184194,-0.2945778257350958,-0.4038496459052116
(주)에코프로,86520,201912,200707,,0,0,0,제조업,1,-0.0331440370505853,-0.22308244903581395,0.48407643312101917,0.7012987012987013,1.0200048178922927,-0.47847565278757936,-0.604262206636094,-0.08861449064826576
(주)에코프로비엠,247540,201912,201903,,0,0,0,제조업,1,-0.04902268210594413,-0.25587297901173867,0.4753184713375797,0.16883116883116883,1.009139218502629,-0.20344792821857044,-0.26328567574858375,-0.020337751952061094
(주)에프알텍,73540,201112,200705,,0,0,0,제조업,1,-2.0624290954045574,-2.46087390996292,-1.246019108280255,-2.2337662337662336,-0.3789815324050416,0.22280471821756218,-0.0722956568653898,-0.7023787906301071
(주)에프알텍,73540,201212,200705,,0,0,0,제조업,1,3.694470765352979,1.308142484231512,2.1600318471337583,-0.7467532467532467,0.9501597936407241,0.9656215344288738,0.19746425681143784,1.0626475394951878
(주)에프앤리퍼블릭,64090,201112,200212,,1,0,1,도매 및 소매업,1,0.3019535048748471,0.5010573686518773,-2.646496815286624,1.6688311688311688,-0.31039040843737603,-1.3882447827401954,-2.287564067979498,-1.7323406573451972
(주)에프앤에프홀딩스,7700,201112,198410,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.013391598989182968,0.028937199350276086,0.45222929936305734,-0.2922077922077922,0.6994517393494234,0.20022179655207176,-0.298893984353925,0.33412021064100245
(주)에프앤에프홀딩스,7700,201212,198410,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.6278311444122643,-0.7253747805865154,-0.30971337579617836,-0.2792207792207792,0.11492764049419182,0.32967032967032966,-0.14135419476665773,-0.39295442164517885
(주)에프앤에프홀딩스,7700,201712,198410,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.0179004051253921,1.2984976947224802,2.1600318471337583,-0.2792207792207792,3.483181704317706,1.9036193164633528,0.5945508497437281,0.9478845106228437
(주)에프앤에프홀딩스,7700,201812,198410,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.6311362621237098,-0.040964191363640365,1.4729299363057327,-0.3766233766233766,5.218635015680339,1.4076015727391873,0.17372538440787694,1.2667514072998003
(주)에프앤에프홀딩스,7700,201912,198410,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.4075130856913938,0.7446413025148451,2.0955414012738856,-0.2597402597402597,5.251149682733371,1.4309910273213025,0.5362827083895334,0.9130197929907391
(주)에프에스엔,214270,201712,201503,,0,0,0,정보통신업,0,-0.016977649698100235,-0.928726693326222,-0.5668789808917198,-0.3116883116883117,-0.28787636344824874,-0.5466276842423632,-0.6722417048826544,0.10749954603232253
(주)에프에스엔,214270,201812,201503,,0,0,0,정보통신업,0,3.694470765352979,7.6524172326543916,1.660828025477707,1.435064935064935,-0.26748092231703685,-0.4482306684141546,-0.5244132721877529,1.205738151443617
(주)에프에스엔,214270,201912,201503,,0,0,0,정보통신업,0,0.476560559767604,-0.19221495520317275,0.4737261146496815,2.24025974025974,-0.2239886613869262,-0.28611755217259804,-0.1521445913137308,-0.9733067005629198
(주)에프에스티,36810,201112,200001,,0,0,0,제조업,1,0.22877495411351859,0.3174019110592871,0.8861464968152867,0.4675324675324676,0.06194997246417617,-0.3772557717511846,-0.37982195845697336,0.3500998728890503
(주)에프에스티,36810,201212,200001,,0,0,0,제조업,1,1.6960975103075127,-0.6470180851203962,-0.11624203821656053,0.9285714285714286,-0.22956393111634674,-0.3389454582115133,-0.302131103318047,0.019611403668058802
(주)에프에스티,36810,201712,200001,,0,0,0,제조업,1,3.000862275992199,0.4261019852445207,0.8678343949044586,0.20129870129870134,0.09555910088784737,-0.02923681822764397,-0.2503371998920961,0.8229526057744689
(주)에프에스티,36810,201812,200001,,0,0,0,제조업,1,-0.9010073880534052,0.6077251403395227,1.1815286624203822,-0.07792207792207789,0.35684878643149515,0.7123701986087306,0.302131103318047,1.0611948429271838
(주)에프에스티,36810,201912,200001,,0,0,0,제조업,1,-1.359110883348688,-0.029060603806818103,0.8033439490445861,-0.10389610389610388,0.4079632172793697,0.9285210202641394,1.435122740760723,0.9144724895587434
(주)에프엔씨엔터테인먼트,173940,201712,201412,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,1.0158771724173519,2.0347027245344047,-0.3964968152866243,-0.474025974025974,-0.6450055998660462,0.04133481197701375,-0.27191799298624225,0.04430724532413288
(주)에프엔씨엔터테인먼트,173940,201812,201412,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,-1.9472409270565467,-3.2174883340860116,-1.2245222929936306,-0.6168831168831168,-0.3713625725264166,-0.8365762677689282,-0.8351766927434583,-0.5897948066097694
(주)에프엔씨엔터테인먼트,173940,201912,201412,,1,0,1,"예술, 스포츠 및 여가관련 서비스업",0,0.374718726260387,0.22826235399696845,-1.2308917197452232,-0.2857142857142857,-0.702845843074572,-0.8660147192257284,-1.1977340167251147,-0.5207917196295624
(주)에프티이앤이,65160,201112,200207,43588.0,0,0,0,제조업,1,1.2795494736355757,7.6524172326543916,-0.5326433121019108,0.8896103896103896,-0.3148949081284597,-0.753100110898276,-1.1934178581062855,-0.7510441256582531
(주)에프티이앤이,65160,201212,200207,43588.0,0,0,0,제조업,1,-0.42661285594792114,-4.426447627825621,-0.9856687898089173,1.0064935064935063,-0.3832041454416826,-0.8805323117249721,-1.8095495009441596,-0.9072090067187216
(주)에프티이앤이,65160,201712,200207,43588.0,0,0,0,제조업,1,2.1655233080421095,5.228771192085445,-0.22133757961783443,3.3506493506493507,-0.39082745128636304,-0.48533118257888896,-0.6107364445643377,-0.7248955874341747
(주)에프티이앤이,65160,201812,200207,43588.0,0,0,0,제조업,1,-2.0624290954045574,-4.287339873545617,-2.203821656050956,1.1948051948051948,-0.37780028421415435,-0.9744933965117449,-2.012408956029134,-0.5658253132376974
(주)엑사이엔씨,54940,201112,200112,,0,0,0,건설업,1,3.025314691024967,1.6292061280914432,0.7818471337579619,0.16233766233766234,-0.06925777551066778,0.8914205060994049,0.660372268680874,1.8282186308334845
(주)엑사이엔씨,54940,201212,200112,,0,0,0,건설업,1,-1.3471321599558386,-0.9693858366532068,-0.5039808917197452,0.5324675324675324,-0.37432910180323936,-0.83859260006049,-0.945238737523604,0.9311785000907935
(주)엑사이엔씨,54940,201712,200112,,0,0,0,건설업,1,2.2890199700570846,0.5435147817227344,-0.009554140127388545,-0.12337662337662336,-0.4141820129267059,-0.5567093457001714,-0.6549770704073375,0.05665516615217005
(주)엑사이엔씨,54940,201812,200112,,0,0,0,건설업,1,-0.8332032072772311,-0.14329956189717796,-0.06369426751592355,0.18181818181818182,-0.42081414135467066,-0.4187922169573546,-0.5459940652818992,0.022516796804067457
(주)엑사이엔씨,54940,201912,200112,,0,0,0,건설업,1,0.21521501437171456,-0.33882278063849375,-0.24124203821656057,0.10389610389610392,-0.28685815509817303,-0.4534731323722149,-0.5718910169948745,0.15979662248047935
(주)엑셈,205100,201712,201411,,0,0,0,정보통신업,0,0.7733386036801064,3.253516710047183,0.4235668789808918,0.4350649350649351,-0.2944028959057844,0.9446516785966325,0.8923657944429457,0.5491193027056472
(주)엑셈,205100,201812,201411,,0,0,0,정보통신업,0,-0.4454200752371538,-0.1537405149130674,-0.005573248407643335,-0.577922077922078,-0.14709364706913608,1.6173001310615986,1.6487725923927705,0.9631378245868896
(주)엑셈,205100,201912,201411,,0,0,0,정보통신업,0,0.03910520768439376,0.4785605379638105,0.09872611464968156,-1.3181818181818181,-0.18199097222615865,1.5999596733541686,1.696250337199892,0.6268385690938805
(주)엑시콘,92870,201712,201510,,0,0,0,제조업,1,2.000903260430945,1.627641782767047,0.19108280254777074,-0.22727272727272727,0.42447954579323655,1.5717310212723055,0.7110871324521176,0.1459960050844381
(주)엑시콘,92870,201812,201510,,0,0,0,제조업,1,-0.9972156452289421,-0.5328778791669133,-0.2619426751592357,0.08441558441558442,0.030835935337129815,0.6349430386127632,0.8384138117075802,-0.3522789177410568
(주)엑시콘,92870,201912,201510,,0,0,0,제조업,1,-1.7504064220842703,-2.6215232085527833,-1.1687898089171975,0.3181818181818182,-0.6987634370727888,0.10787377759854819,0.5859185325060695,-1.0764481568912294
(주)엔씨소프트,36570,201112,200305,,0,0,0,정보통신업,0,-0.5499592862059164,-0.4543523327446532,0.6823248407643313,-2.2337662337662336,3.8891404866915003,2.4883556810162313,2.429997302400863,1.2870891592518614
(주)엔씨소프트,36570,201212,200305,,0,0,0,정보통신업,0,0.836496151651833,0.16487464083453485,0.6377388535031849,-1.7272727272727273,5.156353185532437,1.9092650468797254,1.9163744267601837,1.4258216814962774
(주)엔씨소프트,36570,201712,200305,,0,0,0,정보통신업,0,3.377102715895311,0.8902583430261659,1.3773885350318473,-0.883116883116883,12.232070160741227,1.3213025506603486,1.5861882924197463,1.0401307426911202
(주)엔씨소프트,36570,201812,200305,,0,0,0,정보통신업,0,-0.3741117167632456,0.08921104152600359,1.2802547770700636,-1.668831168831169,12.232070160741227,2.9319487851597943,2.3987051524143514,1.0902487742872708
(주)엔씨소프트,36570,201912,200305,,0,0,0,정보통신업,0,-0.2971772653901139,-0.2101523767384786,0.9227707006369428,-1.3246753246753247,12.232070160741227,1.3338038108680308,1.7793363906123547,0.5091701470855277
(주)엔아이스틸,8260,201112,197506,,0,0,0,제조업,1,0.4248702996248186,0.16596643088465501,1.2547770700636944,1.409090909090909,-0.11789367363063351,0.2082871257183183,0.8653898030752629,0.1191211185763574
(주)엔아이스틸,8260,201212,197506,,0,0,0,제조업,1,-0.343041383390148,-0.1013809362453713,0.8869426751592357,1.5909090909090906,-0.10079581857227227,0.17763887488658126,0.7154032910709467,0.02106410023606313
(주)엔아이스틸,8260,201712,197506,,0,0,0,제조업,1,1.2045848779483017,0.14335813878161327,0.7030254777070063,1.0909090909090906,0.006224591006585287,0.1873172698860772,1.1977340167251147,-0.1496277465044488
(주)엔아이스틸,8260,201812,197506,,0,0,0,제조업,1,-0.2557546388926412,0.09785398892459653,0.6472929936305732,1.344155844155844,-0.01655552263312486,0.3502369190442584,1.4124629080118694,-0.008716179408026221
(주)엔아이스틸,8260,201912,197506,,0,0,0,제조업,1,-0.33648831017428943,-0.2603339908690015,0.24920382165605104,1.253246753246753,-0.11939651204782245,0.15747555197096477,1.0822767736714323,-0.14163791538042486
(주)엔에스,217820,201712,201512,,0,0,0,제조업,1,1.6946619009217931,0.08205945612617126,0.15127388535031852,0.045454545454545456,-0.13598856185148836,-0.8571428571428571,-1.5246830321014297,-0.021790448520065422
(주)엔에스,217820,201812,201512,,0,0,0,제조업,1,0.6687083918894169,0.33971072453945395,0.2977707006369427,0.17532467532467533,0.21714808644367783,-0.19014013509426353,0.0874022120312921,0.04503359360813517
(주)엔에스,217820,201912,201512,,0,0,0,제조업,1,1.0530549610273179,0.9748993920460384,0.854299363057325,0.4480519480519481,0.04750517263881546,-0.21715898780118964,0.18991097922848663,-0.08861449064826576
(주)엔에스브이,95300,201112,200904,42990.0,0,0,0,제조업,1,1.5632778985061606,0.2990847840622323,-1.0047770700636944,2.3246753246753245,-0.5002607491257252,-0.9353765500554491,-2.081467493930402,-0.6849464318140548
(주)엔에스브이,95300,201212,200904,42990.0,0,0,0,제조업,1,1.7872178201854838,1.650509210591911,0.18710191082802546,1.9675324675324675,-0.2539716733680708,-1.1180562556709346,-2.0253574318856216,-0.20410386780461234
(주)엔에스엔,31860,201112,199701,,0,0,0,도매 및 소매업,1,0.04274094639689388,-1.3386487805339335,-0.7308917197452229,-0.3831168831168831,-0.4355761421017785,-1.3882447827401954,-1.344483409765309,-0.414018521881242
(주)엔에스엔,31860,201212,199701,,0,0,0,도매 및 소매업,1,1.4810964732964507,1.5800454534181423,-0.3941082802547771,0.058441558441558454,-0.9072513886994378,-0.8736767819336625,-0.931211222012409,0.3174142001089523
(주)엔에이치엔벅스,104200,201112,200910,,0,0,0,정보통신업,0,0.07532362128708964,0.323878249933673,0.8670382165605097,-1.9545454545454546,0.14042022831326997,0.3135396713378364,0.629080118694362,0.8483747957145451
(주)엔에이치엔벅스,104200,201212,200910,,0,0,0,정보통신업,0,0.016890437429611115,-1.6385358234932872,-1.40843949044586,-1.616883116883117,-0.5021981377032504,0.3639479786268776,0.1996223361208524,0.037043762484111245
(주)엔에이치엔벅스,104200,201712,200910,,0,0,0,정보통신업,0,0.9908403600615914,-0.44631917717063263,-1.3431528662420382,-0.5064935064935066,-0.5741121019058423,-1.3882447827401954,-1.4901537631507957,-0.6813146903940439
(주)엔에이치엔벅스,104200,201812,200910,,0,0,0,정보통신업,0,-0.4172334777066971,2.2367683273220806,0.08757961783439489,-0.2792207792207792,-0.02026597503387141,-1.0220788385925998,-0.9894793633666037,0.19901942981659695
(주)엔에이치엔벅스,104200,201912,200910,,0,0,0,정보통신업,0,-0.5069797377508529,0.23359841681481236,0.1855095541401274,-0.6428571428571428,-0.07777377148905386,0.5438048190341768,0.35716212570811984,-0.018158707100054475
(주)엔이능률,53290,201112,200212,,0,0,0,정보통신업,0,-0.014273441571749396,0.2775436953061002,0.21019108280254784,-2.0324675324675323,0.004681080572949726,2.1879221695735454,1.3919611545724304,1.492645723624478
(주)엔이능률,53290,201212,200212,,0,0,0,정보통신업,0,0.1404408450271548,-0.6625493205894157,-0.30971337579617836,-0.538961038961039,-0.28881245808688955,1.2628289142050608,0.5503102239007283,1.8768839658616305
(주)엔이능률,53290,201712,200212,,0,0,0,정보통신업,0,0.08476770963241519,-0.6807563884674945,-0.2547770700636943,-0.422077922077922,-0.2518670501045591,0.019155156769835653,0.19746425681143784,0.5818049754857455
(주)엔이능률,53290,201812,200212,,0,0,0,정보통신업,0,2.0289657500618046,-1.97286932290005,-0.9514331210191084,-0.10389610389610388,-0.5265508655204701,-0.3401552575864502,-0.43377394119233886,0.7706555293263119
(주)엔이능률,53290,201912,200212,,0,0,0,정보통신업,0,-0.3325490118006282,1.9628102587042817,-0.2277070063694268,-0.07792207792207789,-0.2558324915707175,-0.09819538259905233,-0.17804154302670627,1.155620119847467
(주)엔지스테크널러지,208860,201712,201607,,0,0,0,정보통신업,0,-0.6514565862150482,-1.0255216504071467,-0.6265923566878981,-1.4805194805194803,-0.2897762554599945,-1.3882447827401954,-2.272457512813596,-0.7677501361903033
(주)엔지스테크널러지,208860,201812,201607,,1,0,1,정보통신업,0,0.8617007242787592,-4.910348869129189,-1.320063694267516,3.961038961038961,-0.3733518742571935,-0.5429982861175521,-1.5732398165632586,-0.8520065371345561
(주)엔케이,85310,201112,200801,,0,0,0,제조업,1,-0.30193853524123215,3.453474834623577,0.3049363057324841,3.961038961038961,-0.3191464005429237,-0.3393487246698256,-0.22120312921499868,-0.665335028145996
(주)엔케이,85310,201212,200801,,0,0,0,제조업,1,-0.5915817043191919,-0.9456876468847473,-0.5382165605095541,3.6493506493506493,-0.5866521330633828,-0.4256477467486642,-0.4661451308335582,-0.9289994552387869
(주)엔터기술,68420,201112,200307,41370.0,1,0,1,제조업,1,0.24773294178033134,0.45378214814915674,-2.1640127388535033,3.961038961038961,-1.0458149952815945,-0.42726081258191345,-0.41866738602643644,-1.1672416923915017
(주)엔텔스,69410,201112,200706,,0,0,0,정보통신업,0,0.6892106309642354,0.8333323487849789,1.550955414012739,-1.1818181818181817,1.0420619113118317,1.277749773162617,0.6409495548961424,1.836934810241511
(주)엔텔스,69410,201212,200706,,0,0,0,정보통신업,0,0.5442914345427401,0.13488748065896614,0.980891719745223,-1.4285714285714286,0.4637148970508558,0.7208387942332896,0.3355813326139735,1.5035409478845105
(주)엔텔스,69410,201712,200706,,0,0,0,정보통신업,0,-1.0378498966947138,-4.910348869129189,-0.9840764331210191,-0.5714285714285714,-0.6913605187581247,0.12198810363947972,-0.01834367413002427,0.5491193027056472
(주)엔텔스,69410,201812,200706,,0,0,0,정보통신업,0,1.2516692407383179,2.2789374511022773,-0.2969745222929937,-0.45454545454545453,-0.030715682263761906,-0.07319286218368791,-0.3226328567574859,1.7708371163973124
(주)엔텔스,69410,201912,200706,,0,0,0,정보통신업,0,-0.41398021113959405,0.7398999181252187,-0.10191082802547774,-0.551948051948052,-0.06488693393344681,-0.5200120979937494,-0.6398705152414351,1.3444706736880334
(주)엔피케이,48830,201112,200010,,0,0,0,제조업,1,1.4782636301196503,1.6043647800257403,-0.21496815286624207,-0.1818181818181818,-0.23619918517434468,0.27845548946466364,0.03884542756946312,0.8832395133466497
(주)엔피케이,48830,201212,200010,,0,0,0,제조업,1,-0.6240444149031201,-0.3263429966947498,-0.355891719745223,-0.019480519480519463,-0.2073256080696656,-0.5857445306986591,-0.6700836255732399,1.371345560196114
(주)엔피케이,48830,201712,200010,,0,0,0,제조업,1,0.1272637998423891,5.380280496930316,-0.20700636942675157,-0.12337662337662336,-0.21789346065394802,0.48533118257888896,0.5805233342325329,0.828037043762484
(주)엔피케이,48830,201812,200010,,0,0,0,제조업,1,-0.6269923871710885,-1.0157601515965848,-0.6194267515923567,-0.3831168831168831,-0.30479470997243086,-0.05746547030950703,-0.005395198273536533,0.8694388959506082
(주)엔피케이,48830,201912,200010,,0,0,0,제조업,1,-0.4133544315961263,-4.832138587993213,-0.6998407643312102,-0.1753246753246753,-0.3281958714970956,-0.24498437342474041,-0.2524952792015107,0.6784092972580352
(주)엘디티,96870,201112,200805,,1,0,1,제조업,1,3.694470765352979,3.271625191787236,0.4872611464968153,-1.0,0.09282663880626539,3.2097993749369893,1.1664418667386025,0.14091156709642283
(주)엘아이에스,138690,201112,201106,,0,0,0,제조업,1,0.9267595999305626,-0.30386978452074226,1.5820063694267519,-0.22077922077922074,0.3047998896997559,-0.600262123197903,-0.677636903156191,0.7822771018703468
(주)엘아이에스,138690,201212,201106,,0,0,0,제조업,1,-2.0624290954045574,-3.675296808476007,-2.646496815286624,-0.20129870129870128,-1.8222534546654106,-0.9301340860973888,-1.9519827353655246,-1.7323406573451972
(주)엘앤씨바이오,290650,201812,201811,,0,0,0,제조업,1,0.6013043499310579,0.1697411091473802,0.18869426751592352,-0.8636363636363636,0.2532613628229522,2.9194475249521123,1.3703803614782843,-0.19756673324859275
(주)엘앤씨바이오,290650,201912,201811,,0,0,0,제조업,1,1.4588864074355958,0.7468194187199542,0.6353503184713377,-2.142857142857143,0.5985213323301732,3.012198810363947,1.3185864580523332,0.20773560922462317
(주)엘앤에프,66970,201112,200301,,0,0,0,제조업,1,1.3117650601656696,0.5811861487611878,0.1194267515923567,0.4545454545454546,-0.18561807778061082,-0.6196189131968948,-0.7251146479633127,0.08062465952424183
(주)엘앤에프,66970,201212,200301,,0,0,0,제조업,1,0.3615123848394403,-0.41989298540256736,-0.20780254777070067,0.5714285714285714,-0.2423732582865818,-0.4708135900796451,-0.5880766118154842,-0.04067550390412193
(주)엘앤케이바이오메드,156100,201712,201611,,0,0,0,제조업,1,-0.6527714084823987,-4.464547653764245,-1.8479299363057327,2.0844155844155843,-1.42850244247662,-1.0119971771347915,-2.287564067979498,-1.5616488106046849
(주)엘앤케이바이오메드,156100,201812,201611,,1,0,1,제조업,1,-0.28769585360307015,-0.08484144412407868,-2.2292993630573252,3.12987012987013,-0.5479022814202521,-1.087004738380885,-2.287564067979498,-0.33702560377701113
(주)엘에스,6260,201112,197706,,0,0,0,"전문, 과학 및 기술 서비스업",0,-1.5174902894801205,-0.44739038569488276,0.33996815286624205,0.87012987012987,2.6298357366083316,-0.5615485431999193,-0.7305098462368492,-0.1779553295805338
(주)엘에스,6260,201212,197706,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.43542666496293186,0.3896459720905437,0.6186305732484076,0.9545454545454547,4.86171682539964,-0.40266155862486136,-0.4790936066900459,-0.03849645905211557
(주)엘에스,6260,201712,197706,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.31063287605523604,0.20770536566727438,0.5931528662420382,0.5129870129870129,8.506182714685673,-0.13489263030547435,0.008632317237658492,-0.042854548756128555
(주)엘에스,6260,201812,197706,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.028877889986255293,-0.014718461837545813,0.3773885350318472,0.4675324675324676,11.468838368493374,-0.37281984070974894,-0.43053682222821693,-0.18013437443254043
(주)엘에스,6260,201912,197706,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.22953627218910452,-0.30643654095780054,0.012738853503184726,0.551948051948052,1.9452757813163164,-0.3574957152938804,-0.3960075532775829,-0.21499909206464493
(주)엘에스네트웍스,680,201112,197311,,0,0,0,도매 및 소매업,1,0.636284336862049,-0.8121611943360697,-0.5788216560509555,1.7597402597402596,-0.08923995945042856,-0.35225325133582014,-0.21149177232263286,-0.8701652442346105
(주)엘에스네트웍스,680,201212,197311,,1,0,1,도매 및 소매업,1,1.7812853034028377,0.7291738928506658,-0.5421974522292995,1.6753246753246753,-0.09938499842925229,-0.6635749571529388,-1.0682492581602374,-0.7575812602142727
(주)엘에프,93050,201112,200612,,0,0,0,제조업,1,0.9524288221328585,0.12280161615716999,0.606687898089172,-0.35064935064935066,2.194620911263245,-1.1753200927512852,-1.0412732667925546,2.0388596331941162
(주)엘에프,93050,201212,200612,,0,0,0,제조업,1,-0.17256811194637836,-0.40214390849752935,0.0923566878980892,-0.2532467532467532,1.2136087717510464,0.2490170380078637,-0.14782843269490153,1.8892318866896678
(주)엘에프,93050,201712,200612,,0,0,0,제조업,1,-0.040142373297832615,0.46683376046526603,0.17675159235668797,-0.2987012987012987,1.5644464269148473,0.6026817219477769,0.29457782573509583,1.2464136553477392
(주)엘에프,93050,201812,200612,,0,0,0,제조업,1,0.04165071002586355,0.12646600789800092,0.19506369426751588,-0.3766233766233766,1.8668822365524216,0.5837281984070973,0.18775289991907204,1.5427637552206281
(주)엘에프,93050,201912,200612,,0,0,0,제조업,1,0.1324443214152517,-0.26129040414327165,-0.09554140127388537,-0.1753246753246753,1.5510537394456971,0.07883859260006042,0.22551928783382788,0.668966769566007
(주)엘엑스세미콘,108320,201112,201006,,0,0,0,제조업,1,0.5384346463754179,-0.3260051375053484,0.29856687898089174,-1.5844155844155843,1.2763090110313773,2.792015324125415,0.7920151065551658,-0.15398583620846204
(주)엘엑스세미콘,108320,201212,201006,,0,0,0,제조업,1,2.359899094853925,0.8497574897716831,0.818471337579618,-1.0194805194805194,1.6703380194987025,0.5901804617400946,-0.10250876719719451,-0.05592881786816776
(주)엘엑스세미콘,108320,201712,201006,,0,0,0,제조업,1,0.3659994781105324,-0.07774778298562304,0.27707006369426757,-0.577922077922078,1.9538103162308944,0.7776993648553281,0.05179390342595085,0.2832758307608497
(주)엘엑스세미콘,108320,201812,201006,,0,0,0,제조업,1,0.40012211707362344,0.2812457554230647,0.3972929936305733,-0.564935064935065,2.044355488406492,0.2828914205060994,-0.17588346371729163,0.4481568912293446
(주)엘엑스세미콘,108320,201912,201006,,0,0,0,제조업,1,0.17915251602525772,-0.13540419658790126,0.18232484076433117,-0.5,1.5466726653226213,0.14820042342978118,-0.28486646884273,0.38496459052115495
(주)엘엑스인터내셔널,1120,201112,197603,,0,0,0,도매 및 소매업,1,-0.09367514166091075,0.07436555350279252,0.7022292993630574,-0.14285714285714285,4.951940589013361,-0.32886379675370503,-0.48880496358241166,-0.6268385690938805
(주)엘엑스인터내셔널,1120,201212,197603,,0,0,0,도매 및 소매업,1,-0.6533159750732497,0.059017468075731626,0.4649681528662421,-0.1753246753246753,4.300490934078017,-0.06149813489263031,-0.29997302400863235,-0.6813146903940439
(주)엘엑스인터내셔널,1120,201712,197603,,0,0,0,도매 및 소매업,1,0.07212789550087811,0.27421366739716335,0.409235668789809,-0.05844155844155842,1.473383891697102,-0.2219981853009376,-0.4111141084434853,-0.47503177773742505
(주)엘엑스인터내셔널,1120,201812,197603,,0,0,0,도매 및 소매업,1,-1.2810121820155362,-0.20846228879668807,0.2046178343949045,-0.07792207792207789,-1.0148708635561283,-0.34499445508619825,-0.46938224979768,-0.5266025059015798
(주)엘엑스인터내셔널,1120,201912,197603,,0,0,0,도매 및 소매업,1,-0.009005463577022718,-0.17200438523772066,0.05573248407643307,-0.05844155844155842,-0.5914575572659807,-0.31232987196289946,-0.4531966549770704,-0.6682404212820047
(주)엘엑스하우시스,108670,201112,200904,,0,0,0,제조업,1,0.16847878503846758,0.2524036804094256,0.17515923566878977,0.08441558441558442,3.303189854225266,-0.2893436838390967,-0.34637172916104664,0.16996549845650988
(주)엘엑스하우시스,108670,201212,200904,,0,0,0,제조업,1,-0.25785653697826,-0.2054503636512499,-0.014331210191082782,0.11688311688311691,1.9216392753222997,-0.27401955842322817,-0.36255732398165635,0.4982749228254948
(주)엘엑스하우시스,108670,201712,200904,,0,0,0,제조업,1,0.25734690522373144,-0.13522173665154832,0.46417197452229303,0.25974025974025977,4.976459793053999,-0.24014517592499246,-0.28594550849743733,0.535318685309606
(주)엘엑스하우시스,108670,201812,200904,,0,0,0,제조업,1,-0.2454643809831809,-0.4848507375411042,-0.04777070063694265,0.34415584415584416,-2.0092341829734064,-0.25425950196592395,-0.3064472619368762,0.26511712366079526
(주)엘엑스하우시스,108670,201912,200904,,0,0,0,제조업,1,-0.3722733009614396,0.008066471432343519,-0.039012738853503204,0.3896103896103896,0.6045527722282755,0.12602076822260308,0.2384677636903156,0.4728527328854187
(주)엘엠에스,73110,201112,200710,,0,0,0,제조업,1,0.4006783899212839,-0.335328597540292,0.7085987261146497,0.8506493506493507,0.538779965392475,0.44661760258090527,1.379012678715943,0.08861449064826576
(주)엘엠에스,73110,201212,200710,,0,0,0,제조업,1,-0.679257007076777,-0.08012389370716752,0.5278662420382166,1.0454545454545454,0.5072471444646839,0.44056860570622036,1.504181278661991,0.0595605592881787
(주)엘엠에스,73110,201712,200710,,0,0,0,제조업,1,0.9697091231040529,1.2913712990461332,0.7500000000000002,0.6298701298701299,0.5346357532541626,0.23611251134186914,0.5503102239007283,0.02978027964408935
(주)엘엠에스,73110,201812,200710,,0,0,0,제조업,1,-1.3625480649634805,-0.43227740848908247,0.13773885350318477,0.48701298701298706,0.2867821008242388,1.22290553483214,2.429997302400863,0.04575994189213721
(주)엘엠에스,73110,201912,200710,,0,0,0,제조업,1,2.0092221870286497,-0.14490070577824607,-0.01592356687898091,0.11038961038961041,0.6763190465148243,-0.174816009678395,0.0010790396547072875,-0.11403668058834213
(주)엘오티베큠,83310,201112,200510,,0,0,0,제조업,1,-1.064435906283226,-0.6476780587396928,0.02308917197452223,-0.4285714285714285,-0.0031903671494123566,0.46960379070470804,-0.08308605341246296,0.5868894134737608
(주)엘오티베큠,83310,201212,200510,,0,0,0,제조업,1,0.15313530816873672,0.27506868466217793,0.1146496815286624,-0.474025974025974,0.0639902641915721,0.9418288133884462,-0.06474237928243869,0.8127837297984385
(주)엘오티베큠,83310,201712,200510,,0,0,0,제조업,1,2.5927489511915187,2.477937371974866,1.6799363057324843,-0.24025974025974026,1.2064683151929954,1.4322008266962394,0.566495818721338,1.4548756128563645
(주)엘오티베큠,83310,201812,200510,,0,0,0,제조업,1,-0.9821920777596649,-0.3130354836162075,0.6695859872611466,-0.5844155844155844,0.6929269985963141,1.7048089525153742,1.2052872943080657,0.8505538405665517
