,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,종업원수증가율,매출액정상영업이익률,총자본정상영업이익률,자기자본정상영업이익률,금융비용부담률,수지비율,자기자본구성비율,CASH FLOW 대 총자본비율,총자본투자효율,순운전자본회전률
0,(주)CMG제약,58820,201112,200108,,0,0,0,제조업,1,13.16648171,4.65,3.61,2.37,3.51,0.8,108.35,66.04694461,-15.65,12.72,0.86
1,(주)CMG제약,58820,201212,200108,,0,0,0,제조업,1,109.1471192,-0.74,-25.87,-9.96,-16.95,2.53,140.55,55.31740849,-3.62,0.47,0.42
2,(주)CMG제약,58820,201312,200108,,0,0,0,제조업,1,-2.093351662,1.49,3.88,1.4,1.96,1.65,98.55,87.63197101,-4.93,12.51,0.42
3,(주)CMG제약,58820,201412,200108,,0,0,0,제조업,1,3.855596818,20.59,1.94,0.78,0.9,-0.65,99.32,84.38790538,-2.77,12.16,0.56
4,(주)CMG제약,58820,201512,200108,,0,0,0,제조업,1,-2.644307329,-4.88,-9.51,-4.49,-5.37,-0.11,113.24,82.79595317,2.77,7.63,0.75
5,(주)CMG제약,58820,201612,200108,,0,0,0,제조업,1,96.31050607,2.56,5.25,2.07,2.34,-0.47,95.06,91.10448384,2.58,9.48,0.54
6,(주)CMG제약,58820,201712,200108,,0,0,0,제조업,1,-1.272045136,25.0,3.75,1.41,1.57,-2.72,93.31,89.3909556,2.4,12.51,0.46
7,(주)CMG제약,58820,201812,200108,,0,0,0,제조업,1,4.391537932,11.0,5.15,2.29,2.54,-1.01,92.86,90.90921061,1.24,14.73,0.55
8,(주)CMG제약,58820,201912,200108,,0,0,0,제조업,1,68.07428544,8.56,4.44,1.7,1.83,-1.86,93.7,93.71375157,0.96,9.9,0.47
9,(주)CMG제약,58820,202012,200108,,0,0,0,제조업,1,1.619000074,-1.66,2.83,0.94,1.01,-1.27,99.15,92.71862171,1.48,8.71,0.4
10,(주)DB하이텍,990,201112,197512,,1,1,1,제조업,1,-28.92081189,5.38,-7.81,-3.34,-12.22,9.4,113.85,25.69227832,4.36,18.17,0.72
11,(주)ES큐브,50120,201112,200204,,0,0,0,도매 및 소매업,1,16.81759712,20.3,-6.84,-6.58,-9.3,-0.98,108.28,70.74248312,2.0,21.71,1.09
12,(주)ES큐브,50120,201212,200204,,0,0,0,도매 및 소매업,1,-16.57509724,-0.42,0.16,0.19,0.22,-0.65,100.19,86.12413859,11.29,38.87,2.03
13,(주)ES큐브,50120,201312,200204,,0,0,0,도매 및 소매업,1,1.849356743,-57.63,-1.99,-2.49,-2.83,-0.52,126.45,89.89100903,8.29,3.04,1.69
14,(주)ES큐브,50120,201412,200204,,0,0,0,도매 및 소매업,1,20.09917439,-73.0,0.38,0.33,0.37,-1.43,100.68,87.66380762,4.84,10.2,0.94
15,(주)ES큐브,50120,201512,200204,,0,0,0,도매 및 소매업,1,-1.751499457,44.44,-9.63,-7.24,-8.18,-0.54,104.45,89.2740202,0.1,4.8,0.85
16,(주)ES큐브,50120,201612,200204,,0,0,0,도매 및 소매업,1,89.07604564,-23.08,6.3,2.69,3.56,-0.61,61.22,68.17513144,-0.73,25.56,0.68
17,(주)ES큐브,50120,201712,200204,,0,0,0,도매 및 소매업,1,0.69177729,16.67,6.29,2.13,3.11,1.01,95.23,68.76514743,1.68,7.08,0.66
18,(주)ES큐브,50120,201812,200204,,0,0,0,도매 및 소매업,1,6.174930033,-14.29,-3.59,-1.11,-1.69,2.29,115.62,62.92630364,0.43,1.04,0.49
19,(주)ES큐브,50120,201912,200204,,0,0,0,도매 및 소매업,1,312.6611959,0.0,-5.99,-0.91,-3.62,7.25,132.18,15.95799695,8.0,-0.12,0.13
20,(주)ES큐브,50120,202012,200204,,0,0,0,도매 및 소매업,1,54.08478725,-20.0,12.79,1.75,14.37,4.05,124.44,9.721473764,2.67,0.53,0.11
21,(주)HJ중공업,97230,201112,200708,,0,0,0,건설업,1,-7.11947049,-19.81,3.73,1.48,5.65,5.92,102.53,26.53023869,-0.73,7.02,0.52
22,(주)HJ중공업,97230,201212,200708,,1,0,1,건설업,1,-6.417614557,-5.42,2.08,0.78,2.95,6.86,100.5,26.05150755,-3.69,8.26,0.53
23,(주)MH에탄올,23150,201112,199612,,0,0,0,제조업,1,4.630769807,-3.77,1.35,0.45,1.35,8.83,106.81,31.7922205,1.79,6.51,0.36
24,(주)MH에탄올,23150,201212,199612,,0,0,0,제조업,1,0.133347887,1.96,9.12,4.06,13.24,7.51,98.31,29.5256308,-1.76,11.43,0.47
25,(주)MH에탄올,23150,201312,199612,,0,0,0,제조업,1,-3.488371946,-1.92,4.84,2.28,7.04,5.07,98.82,35.37876115,0.47,10.06,0.5
26,(주)MH에탄올,23150,201412,199612,,0,0,0,제조업,1,-34.05073231,3.92,17.85,8.13,17.72,2.46,90.72,61.71599972,6.59,13.21,0.55
27,(주)MH에탄올,23150,201512,199612,,0,0,0,제조업,1,-7.644589125,-11.32,22.01,13.48,20.04,1.17,80.41,73.27498721,11.74,20.83,0.97
28,(주)MH에탄올,23150,201612,199612,,0,0,0,제조업,1,-8.4262173,-8.51,24.28,15.69,19.55,0.6,78.78,87.8935173,17.71,23.63,1.39
29,(주)MH에탄올,23150,201712,199612,,0,0,0,제조업,1,591.4326057,11.63,15.62,2.84,9.53,-1.46,88.65,21.35977561,1.56,2.84,0.34
30,(주)MH에탄올,23150,201812,199612,,0,0,0,제조업,1,-11.99619191,4.17,1.69,0.26,1.24,14.97,112.24,20.80648561,-0.9,3.83,0.33
31,(주)MH에탄올,23150,201912,199612,,0,0,0,제조업,1,2.566448174,-6.0,9.68,1.76,9.16,12.76,105.78,17.58440081,0.01,5.0,0.33
32,(주)MH에탄올,23150,202012,199612,,0,0,0,제조업,1,-0.397605002,14.89,16.67,3.5,19.75,12.52,94.65,17.8850757,3.38,10.06,0.38
33,(주)SH에너지화학,2360,201112,198512,,0,0,0,제조업,1,14.4585072,-1.8,2.41,4.16,6.57,0.77,98.0,62.307196,3.13,13.57,2.27
34,(주)SH에너지화학,2360,201212,198512,,0,0,0,제조업,1,-0.974751969,2.75,1.13,2.1,3.36,0.65,99.59,62.57224245,2.4,14.0,2.36
35,(주)SH에너지화학,2360,201312,198512,,0,0,0,제조업,1,6.556925846,3.57,2.77,6.0,9.55,0.52,97.71,62.99194659,2.31,18.86,2.66
36,(주)SH에너지화학,2360,201412,198512,,0,0,0,제조업,1,0.228489815,20.69,9.21,19.23,27.66,0.34,90.96,76.06657643,13.86,33.51,2.64
37,(주)SH에너지화학,2360,201512,198512,,0,0,0,제조업,1,4.315747045,4.29,10.6,20.29,26.1,0.09,91.94,79.33314148,21.37,31.5,2.6
38,(주)SH에너지화학,2360,201612,198512,,0,0,0,제조업,1,7.763107375,1.37,11.04,20.08,24.63,-0.07,89.41,83.61310459,14.59,32.85,2.4
39,(주)SH에너지화학,2360,201712,198512,,0,0,0,제조업,1,0.661449466,0.0,7.54,11.35,13.39,-0.1,93.35,85.94016507,10.33,23.24,1.95
40,(주)SH에너지화학,2360,201812,198512,,0,0,0,제조업,1,-2.296240954,5.41,1.14,1.7,1.97,-0.11,98.53,86.07927729,7.93,16.27,1.95
41,(주)SH에너지화학,2360,201912,198512,,0,1,1,제조업,1,0.801363601,1.28,-2.22,-2.55,-3.06,-0.2,102.32,80.21659328,8.62,11.1,1.54
42,(주)SIMPAC,9160,201112,198907,,0,0,0,제조업,1,26.19510961,11.74,12.7,9.42,17.4,-0.29,84.89,54.34303724,6.72,17.28,0.84
43,(주)SIMPAC,9160,201212,198907,,0,0,0,제조업,1,2.504565694,7.0,11.18,8.0,14.12,-0.95,82.16,58.95239649,4.96,13.74,0.85
44,(주)SIMPAC,9160,201312,198907,,0,0,0,제조업,1,13.59431263,0.73,11.47,6.93,11.9,-1.49,86.97,57.69038318,3.48,12.74,0.82
45,(주)SIMPAC,9160,201412,198907,,0,0,0,제조업,1,5.512201318,10.11,6.59,4.66,8.1,0.53,94.06,57.37175067,6.09,13.54,1.0
46,(주)SIMPAC,9160,201512,198907,,0,0,0,제조업,1,10.70698041,-2.95,7.88,5.28,9.42,0.44,92.04,54.86979418,5.29,14.18,0.86
47,(주)SIMPAC,9160,201612,198907,,0,0,0,제조업,1,-1.174925271,3.38,8.82,5.61,9.98,0.42,92.06,57.53443355,5.44,14.14,0.79
48,(주)SIMPAC,9160,201712,198907,,0,0,0,제조업,1,-8.784458112,-0.33,5.07,2.93,4.86,0.37,95.9,63.18270675,3.37,11.36,0.75
49,(주)SIMPAC,9160,201812,198907,,0,0,0,제조업,1,78.86293087,63.93,3.33,1.92,3.02,0.5,80.75,63.81112525,2.04,16.76,0.75
50,(주)SIMPAC,9160,201912,198907,,0,0,0,제조업,1,-0.382099871,-1.8,2.59,1.64,2.54,0.35,97.01,64.96328955,5.51,9.64,0.82
51,(주)SIMPAC,9160,202012,198907,,0,0,0,제조업,1,8.559551973,-1.43,2.13,1.1,1.72,0.6,89.67,62.93234829,1.39,13.08,0.66
52,(주)SNT에너지,100840,201112,200802,,0,0,0,제조업,1,9.49985093,2.22,-3.38,-2.49,-4.02,0.15,102.62,58.07919994,-5.92,-1.83,0.91
53,(주)SNT에너지,100840,201212,200802,,0,0,0,제조업,1,5.89131805,5.98,6.56,5.32,8.8,-0.27,95.11,62.60417905,1.6,-1.34,0.94
54,(주)SNT에너지,100840,201312,200802,,0,0,0,제조업,1,6.445735983,7.18,8.37,5.56,8.81,-0.56,90.16,63.58049045,7.5,11.6,0.77
55,(주)SNT에너지,100840,201412,200802,,0,0,0,제조업,1,-2.298373815,4.31,5.68,4.47,6.79,-0.31,93.92,68.2116401,-0.76,10.48,0.93
56,(주)SNT에너지,100840,201512,200802,,0,0,0,제조업,1,3.837053075,6.42,13.04,10.93,15.45,-0.18,86.36,73.18241494,-3.57,16.98,1.05
57,(주)SNT에너지,100840,201612,200802,,0,0,0,제조업,1,10.07167717,-6.03,0.47,0.36,0.52,-0.09,98.68,66.02632399,5.35,6.05,0.9
58,(주)SNT에너지,100840,201712,200802,,0,1,1,제조업,1,-13.72696557,-10.55,10.43,5.92,8.28,-0.1,96.8,77.86988416,4.9,7.56,0.69
59,(주)SNT홀딩스,36530,201112,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,6.886024318,0.0,7.24,5.79,9.31,-0.01,92.91,61.69945603,3.65,14.88,1.06
60,(주)SNT홀딩스,36530,201212,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-2.349571484,0.0,5.14,4.08,6.52,-0.11,95.25,63.52211605,3.48,13.94,1.05
61,(주)SNT홀딩스,36530,201312,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,3.579555216,-11.11,5.38,4.01,6.3,-0.19,95.53,63.94846622,3.52,13.37,0.99
62,(주)SNT홀딩스,36530,201412,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-5.108346682,0.0,4.22,3.13,4.8,-0.24,95.25,66.49251459,4.64,13.74,1.0
63,(주)SNT홀딩스,36530,201512,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,6.370655606,0.0,10.02,7.68,11.2,-0.28,89.46,70.49468131,4.97,17.68,1.06
64,(주)SNT홀딩스,36530,201612,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.883875307,0.0,4.7,3.3,4.72,-0.3,97.69,69.26556669,5.98,10.42,0.94
65,(주)SNT홀딩스,36530,201712,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-2.895851587,-12.5,4.02,2.78,3.98,-0.3,98.05,70.79074157,5.78,10.27,0.91
66,(주)SNT홀딩스,36530,201812,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-1.506883918,42.86,5.18,3.41,4.81,-0.48,92.95,71.11604263,5.51,13.41,0.88
67,(주)SNT홀딩스,36530,201912,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,5.811450601,0.0,8.35,5.81,8.07,-0.61,90.6,72.69407138,4.88,14.32,0.94
68,(주)SNT홀딩스,36530,202012,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.511469219,-10.0,8.85,5.64,7.84,-0.43,93.0,71.24154257,7.72,11.94,0.85
69,(주)STX,11810,201112,199009,,0,0,0,도매 및 소매업,1,-78.0164777,-39.04,3.93,4.14,13.26,2.05,97.59,36.60446966,-0.33,10.01,1.39
70,(주)STX,11810,201212,199009,,0,0,0,도매 및 소매업,1,-3.19335903,-4.34,-6.67,-7.98,-24.01,1.78,108.17,29.73416967,3.02,-2.76,1.68
71,(주)STX,11810,201312,199009,,1,1,1,도매 및 소매업,1,-73.50478949,-52.8,-39.27,-30.01,0.0,3.01,148.06,-37.96315884,14.21,-92.75,0.83
72,(주)TCC스틸,2710,201112,198412,,0,0,0,제조업,1,42.93297362,-2.78,2.22,2.63,5.07,1.36,98.75,49.62080671,-3.25,11.18,1.55
73,(주)TCC스틸,2710,201212,198412,,0,0,0,제조업,1,20.40027424,1.27,1.18,1.19,2.63,1.78,99.86,41.31499211,-1.36,9.11,1.32
74,(주)TCC스틸,2710,201312,198412,,1,0,1,제조업,1,-0.604258967,-2.51,-1.55,-1.42,-3.59,2.24,104.23,37.83977371,-3.11,7.37,1.27
75,(주)가비아,79940,201112,200510,,0,0,0,정보통신업,0,27.48236786,23.23,15.48,13.88,19.05,-0.44,83.57,74.92288749,15.32,39.7,1.41
76,(주)가비아,79940,201212,200510,,0,0,0,정보통신업,0,31.23739501,10.47,11.03,10.15,14.16,-5.46,84.5,69.14843377,13.42,36.43,1.54
77,(주)가비아,79940,201312,200510,,0,0,0,정보통신업,0,7.023066528,8.06,9.95,7.97,11.03,-3.97,85.09,75.19374547,14.27,35.98,1.42
78,(주)가비아,79940,201412,200510,,0,0,0,정보통신업,0,8.015646473,8.33,10.42,8.83,11.63,-0.32,90.17,76.62531136,14.73,34.68,1.45
79,(주)가비아,79940,201512,200510,,0,0,0,정보통신업,0,6.634083479,6.07,12.38,11.15,14.22,-0.42,89.16,80.02939964,16.88,39.68,1.48
80,(주)가비아,79940,201612,200510,,0,0,0,정보통신업,0,19.71343442,2.29,12.28,10.87,13.94,-0.36,89.16,76.27529165,14.76,36.1,1.4
81,(주)가비아,79940,201712,200510,,0,0,0,정보통신업,0,6.030227139,2.61,10.94,9.81,12.98,-0.28,90.55,74.89472539,14.36,36.5,1.32
82,(주)가비아,79940,201812,200510,,0,0,0,정보통신업,0,13.53843992,1.82,14.13,12.77,16.99,-0.28,86.32,75.40089093,13.97,41.1,1.27
83,(주)가비아,79940,201912,200510,,0,0,0,정보통신업,0,32.00968327,-1.07,16.01,13.51,19.05,0.03,83.72,67.50787859,14.71,66.57,1.25
84,(주)가비아,79940,202012,200510,,0,0,0,정보통신업,0,30.06717252,7.58,16.89,12.41,18.53,-0.29,84.09,66.61030919,16.74,35.27,1.11
85,(주)강원랜드,35250,201112,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,3.866238169,2.14,38.6,18.36,22.43,-3.11,61.71,83.25445203,16.61,28.7,0.8
86,(주)강원랜드,35250,201212,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,7.201202725,1.24,31.24,14.41,17.49,-3.55,69.19,81.60675168,14.87,24.52,0.79
87,(주)강원랜드,35250,201312,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,6.721867694,14.86,28.51,12.92,15.87,-3.03,70.29,81.16268829,14.04,27.01,0.82
88,(주)강원랜드,35250,201412,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,8.803584759,-1.8,34.29,15.85,19.65,-3.0,65.36,80.1557172,13.85,26.79,0.82
89,(주)강원랜드,35250,201512,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,9.352670699,0.81,36.44,16.85,20.88,-2.49,64.66,81.22254906,14.7,27.67,0.74
90,(주)강원랜드,35250,201612,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,7.808507152,0.25,36.46,16.13,19.79,-2.29,65.73,81.7476154,14.72,26.22,0.69
91,(주)강원랜드,35250,201712,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,5.194032632,1.76,33.09,13.0,15.72,-2.33,66.19,83.64840993,12.66,23.89,0.6
92,(주)강원랜드,35250,201812,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,1.089049143,40.64,29.95,10.23,12.15,-3.05,72.47,84.76890796,9.77,19.7,0.55
93,(주)강원랜드,35250,201912,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,4.889296892,-0.9,32.97,11.56,13.72,-2.74,69.67,83.76879529,8.69,20.46,0.62
94,(주)강원랜드,35250,202012,200309,,0,1,1,"예술, 스포츠 및 여가관련 서비스업",0,-17.94650054,-27.86,-90.18,-10.68,-12.39,-5.28,173.05,89.16410007,-3.4,0.81,0.22
95,(주)강원에너지,114190,201212,200911,,0,1,1,제조업,1,66.15740553,0.0,10.91,13.01,32.16,-0.73,89.58,40.45334408,-3.52,21.02,0.8
96,(주)갤럭시아에스엠,11420,201112,198911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,28.7682389,12.12,10.91,11.45,20.44,0.97,91.36,56.02708389,13.19,36.11,1.17
97,(주)갤럭시아에스엠,11420,201212,198911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,-2.507814392,8.11,3.77,4.72,8.01,0.56,98.48,58.90813703,6.37,25.7,1.44
98,(주)갤럭시아에스엠,11420,201312,198911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,-14.42142299,25.0,1.61,1.83,3.15,0.31,103.29,57.10682009,9.74,12.06,1.3
99,(주)갤럭시아에스엠,11420,201412,198911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,20.29248395,26.0,-0.96,-1.02,-1.89,0.7,100.3,51.25561696,4.92,12.1,1.13
100,(주)갤럭시아에스엠,11420,201512,198911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,51.71372899,47.62,3.36,3.69,5.76,0.24,95.97,72.4140635,1.73,15.59,1.18
101,(주)갤럭시아에스엠,11420,201612,198911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,-14.91168226,15.05,-7.06,-5.84,-7.85,-0.15,103.2,76.73391108,1.07,9.68,0.94
102,(주)갤럭시아에스엠,11420,201712,198911,,1,1,1,"예술, 스포츠 및 여가관련 서비스업",0,-14.73788188,17.76,-9.51,-6.55,-8.31,-0.03,117.38,81.26316434,-8.61,-0.32,0.85
103,(주)경농,2100,201112,197706,,0,0,0,제조업,1,-13.26769375,-4.94,6.33,4.42,5.37,0.81,98.23,82.28281335,8.15,15.24,1.02
104,(주)경농,2100,201212,197706,,0,0,0,제조업,1,55.03623894,-0.65,9.29,4.73,8.39,1.33,91.22,56.32211089,3.27,14.5,0.56
105,(주)경농,2100,201312,197706,,0,0,0,제조업,1,-4.984212111,1.63,9.57,7.15,11.93,1.75,91.18,63.73720619,5.34,20.75,0.88
106,(주)경농,2100,201412,197706,,0,0,0,제조업,1,11.18751832,9.32,7.77,5.42,8.83,1.45,94.21,59.34722865,5.84,16.63,0.87
107,(주)경농,2100,201512,197706,,0,0,0,제조업,1,11.14413908,1.76,6.17,4.03,7.05,1.45,95.69,55.21484,0.77,14.83,0.78
108,(주)경농,2100,201612,197706,,0,0,0,제조업,1,1.445682244,-3.18,4.49,2.88,5.11,1.2,96.36,57.326409,0.96,15.03,0.75
109,(주)경농,2100,201712,197706,,0,0,0,제조업,1,4.661277896,0.9,4.09,2.57,4.49,1.4,94.07,57.20985976,4.74,16.59,0.75
110,(주)경농,2100,201812,197706,,0,0,0,제조업,1,6.367462053,3.55,6.95,4.26,7.5,1.28,94.89,56.38850863,3.7,16.22,0.73
111,(주)경농,2100,201912,197706,,0,0,0,제조업,1,3.810538371,3.43,3.82,2.39,4.31,1.61,96.84,54.43498937,1.29,15.09,0.75
112,(주)경농,2100,202012,197706,,0,0,0,제조업,1,0.175683612,1.1,5.75,3.85,6.91,1.05,93.19,56.89303809,2.0,17.84,0.78
113,(주)경동나비엔,9450,201112,199308,,0,0,0,제조업,1,12.51894039,6.88,3.64,4.95,7.56,0.07,96.51,63.87064514,7.21,23.05,1.73
114,(주)경동나비엔,9450,201212,199308,,0,0,0,제조업,1,13.87435129,12.16,3.67,4.95,8.1,0.03,97.0,58.67797339,7.2,22.83,1.66
115,(주)경동나비엔,9450,201312,199308,,0,0,0,제조업,1,18.36654987,-7.91,4.78,6.05,10.9,0.13,96.31,52.78794132,6.84,22.33,1.57
116,(주)경동나비엔,9450,201412,199308,,0,0,0,제조업,1,13.21357111,5.68,3.14,3.56,7.14,0.49,97.5,47.30925993,0.95,20.16,1.36
117,(주)경동나비엔,9450,201512,199308,,0,0,0,제조업,1,0.105913485,4.46,4.73,6.03,12.23,0.45,95.78,51.25208175,3.79,26.79,1.5
118,(주)경동나비엔,9450,201612,199308,,0,0,0,제조업,1,6.88172339,14.3,7.86,11.02,20.61,0.24,91.88,55.55778422,12.22,33.01,1.69
119,(주)경동나비엔,9450,201712,199308,,0,0,0,제조업,1,17.20574729,7.03,6.98,10.23,19.29,0.17,94.71,50.92474048,8.08,29.39,1.7
120,(주)경동나비엔,9450,201812,199308,,0,0,0,제조업,1,15.86242814,10.05,5.61,7.51,15.21,0.43,95.33,47.99616573,0.5,28.21,1.44
121,(주)경동나비엔,9450,201912,199308,,0,0,0,제조업,1,4.491554633,8.76,5.79,7.51,15.43,0.46,93.92,49.36676047,5.27,32.03,1.4
122,(주)경동나비엔,9450,202012,199308,,0,0,0,제조업,1,20.47863012,17.99,7.68,9.98,20.67,0.39,94.17,47.38929944,9.27,31.41,1.41
123,(주)경동도시가스,267290,201812,201705,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,9.5721968,0.0,2.66,5.73,13.88,-0.14,97.25,41.17982625,9.0,13.55,2.1
124,(주)경동도시가스,267290,201912,201705,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,-3.632435028,0.36,1.97,3.67,8.5,-0.17,97.76,45.28163749,10.31,12.78,1.85
125,(주)경동도시가스,267290,202012,201705,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,-6.712179241,0.0,1.67,2.5,5.21,-0.11,97.73,50.97885065,2.45,12.82,1.67
126,(주)경방,50,201112,195603,,0,0,0,도매 및 소매업,1,-5.543875393,10.63,6.37,1.66,3.51,5.43,100.42,46.56459816,-0.15,6.29,0.84
127,(주)경방,50,201212,195603,,0,0,0,도매 및 소매업,1,-1.27812549,-2.36,2.17,0.54,1.16,5.93,102.99,46.49330638,0.12,6.05,0.8
128,(주)경방,50,201312,195603,,0,0,0,도매 및 소매업,1,-2.850161043,16.75,10.38,2.74,5.73,3.97,94.61,49.0704613,2.66,8.41,1.32
129,(주)경방,50,201412,195603,,0,0,0,도매 및 소매업,1,0.374115468,0.44,9.31,2.36,4.77,3.74,95.76,49.75020955,2.88,8.07,0.88
130,(주)경방,50,201512,195603,,0,0,0,도매 및 소매업,1,1.29062828,-9.43,10.89,2.97,5.95,2.75,93.58,50.27537864,2.42,8.88,0.89
131,(주)경방,50,201612,195603,,0,0,0,도매 및 소매업,1,-1.268906599,-6.67,11.51,3.32,6.47,2.0,91.56,52.21888592,4.14,9.66,1.36
132,(주)경방,50,201712,195603,,0,0,0,도매 및 소매업,1,-2.140601305,-12.37,11.73,3.28,6.14,1.78,90.38,54.87526651,4.94,9.88,1.08
133,(주)경방,50,201812,195603,,0,0,0,도매 및 소매업,1,2.178154161,-8.15,11.66,3.18,5.82,2.26,92.39,54.44563257,2.69,7.53,1.01
134,(주)경방,50,201912,195603,,0,0,0,도매 및 소매업,1,5.296514762,-43.94,9.31,2.4,4.42,2.52,85.63,54.0986512,2.88,9.28,0.93
135,(주)경방,50,202012,195603,,0,0,0,도매 및 소매업,1,-7.721394842,-47.88,6.64,1.66,2.95,1.75,93.22,58.65511938,3.97,7.56,0.77
136,(주)경보제약,214390,201512,201506,,0,0,0,제조업,1,16.33824365,0.0,14.4,14.1,26.82,0.49,85.9,62.82578158,5.19,32.91,1.01
137,(주)경보제약,214390,201612,201506,,0,0,0,제조업,1,4.218930942,4.52,8.35,7.81,12.37,0.5,91.8,63.51472136,7.26,30.44,1.08
138,(주)경보제약,214390,201712,201506,,0,0,0,제조업,1,0.556317544,-1.44,12.83,12.03,18.15,0.51,87.62,69.07307616,12.48,34.32,1.11
139,(주)경보제약,214390,201812,201506,,0,0,0,제조업,1,8.177694708,9.76,8.58,8.1,11.89,0.44,91.35,67.23678035,5.57,31.09,1.09
140,(주)경보제약,214390,201912,201506,,0,0,0,제조업,1,7.30689031,9.78,3.23,2.7,4.15,0.67,96.36,62.72203662,4.74,26.68,0.94
141,(주)경보제약,214390,202012,201506,,0,0,0,제조업,1,6.485008108,1.82,4.02,3.53,5.68,0.57,93.66,61.62426993,8.78,28.77,0.98
142,(주)경인양행,12610,201112,199510,,0,0,0,제조업,1,5.67178615,29.9,2.73,1.98,3.61,1.4,97.9,55.16088429,0.15,17.5,0.85
143,(주)경인양행,12610,201212,199510,,0,0,0,제조업,1,-10.05775418,-2.91,1.67,1.2,2.07,1.24,98.53,60.87564959,5.33,17.58,0.85
144,(주)경인양행,12610,201312,199510,,0,0,0,제조업,1,10.25981675,17.44,4.27,3.69,6.11,0.65,95.05,59.86667596,3.45,19.13,0.99
145,(주)경인양행,12610,201412,199510,,0,0,0,제조업,1,-1.232287467,2.09,5.08,4.47,7.26,0.6,95.45,63.32712149,3.1,23.34,1.04
146,(주)경인양행,12610,201512,199510,,0,0,0,제조업,1,4.359938075,6.59,2.55,2.1,3.36,0.57,97.88,61.56505614,3.64,20.7,0.98
147,(주)경인양행,12610,201612,199510,,0,0,0,제조업,1,5.390803565,3.62,3.85,3.15,5.17,0.57,96.37,60.49784908,3.55,21.96,0.92
148,(주)경인양행,12610,201712,199510,,0,0,0,제조업,1,3.965441152,6.38,2.46,2.1,3.51,0.75,97.98,58.9283606,3.4,21.54,0.95
149,(주)경인양행,12610,201812,199510,,0,0,0,제조업,1,15.37781616,19.73,5.95,5.11,9.06,0.97,94.78,54.17947483,0.87,23.92,0.93
150,(주)경인양행,12610,201912,199510,,0,0,0,제조업,1,14.30627167,-0.32,6.56,5.32,10.21,1.36,94.18,50.29500011,0.92,23.51,0.86
151,(주)경인양행,12610,202012,199510,,0,0,0,제조업,1,6.994805508,-0.16,1.02,0.69,1.45,1.37,100.05,45.21496405,6.07,17.17,0.71
152,(주)고려시멘트,198440,201812,201408,,0,0,0,제조업,1,10.05786164,1.82,4.47,3.15,4.68,-0.49,92.92,67.83213913,1.92,14.94,1.21
153,(주)고려시멘트,198440,201912,201408,,0,0,0,제조업,1,-0.393031557,-13.39,-0.65,-0.36,-0.53,-0.22,95.14,69.62252849,1.81,12.76,0.92
154,(주)고려시멘트,198440,202012,201408,,0,0,0,제조업,1,-9.208480525,-2.06,6.1,3.53,4.74,-0.06,91.67,80.07986334,4.69,15.88,1.14
155,(주)고영테크놀러지,98460,201112,200806,,0,0,0,제조업,1,26.06068668,22.73,21.85,23.87,30.17,-0.49,78.57,80.02041831,13.45,33.3,1.21
156,(주)고영테크놀러지,98460,201212,200806,,0,0,0,제조업,1,18.78689543,24.69,19.88,22.53,28.03,-0.55,82.4,80.69618705,12.24,31.57,1.26
157,(주)고영테크놀러지,98460,201312,200806,,0,0,0,제조업,1,17.02885088,10.89,14.99,14.96,18.46,-0.54,86.02,81.28837914,10.2,25.81,1.09
158,(주)고영테크놀러지,98460,201412,200806,,0,0,0,제조업,1,17.17120326,26.79,19.71,21.44,26.29,-0.45,81.2,81.73501265,13.72,32.95,1.18
