,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,종업원수증가율,매출액정상영업이익률,총자본정상영업이익률,자기자본정상영업이익률,금융비용부담률,수지비율,자기자본구성비율,CASH FLOW 대 총자본비율,총자본투자효율,순운전자본회전률
5136,(주)이퓨쳐,134060,201812,201104,,0,0,0,정보통신업,0,4.37676989,2.08,2.97,1.45,1.75,-0.82,96.69,82.15665491,8.74,21.1,0.78
5137,(주)이퓨쳐,134060,201912,201104,,0,0,0,정보통신업,0,12.57791268,0.0,8.94,4.38,5.42,-0.79,89.07,79.54597565,10.73,22.42,0.72
5138,(주)이퓨쳐,134060,202012,201104,,0,0,0,정보통신업,0,-6.315899702,0.0,8.88,4.26,5.21,-0.63,93.71,83.94218485,9.42,22.63,0.67
5139,(주)인디에프,14990,201112,198906,,1,0,1,제조업,1,-2.682708377,-33.52,-8.03,-8.72,-18.89,1.93,109.22,46.14589082,-6.28,8.83,0.95
5140,(주)인바디,41830,201112,200012,,0,0,0,제조업,1,18.99479504,22.86,16.23,12.47,13.01,-2.37,82.83,96.11337201,10.38,34.65,1.0
5141,(주)인바디,41830,201212,200012,,0,0,0,제조업,1,9.837908,3.1,15.05,10.87,11.33,-2.46,82.66,95.78841849,10.23,33.16,0.96
5142,(주)인바디,41830,201312,200012,,0,0,0,제조업,1,11.44071951,13.53,17.67,12.77,13.31,-1.43,81.37,96.06041267,10.57,32.19,1.06
5143,(주)인바디,41830,201412,200012,,0,0,0,제조업,1,17.69624054,10.6,20.63,17.28,18.16,-1.37,78.72,94.36350956,13.66,37.58,1.26
5144,(주)인바디,41830,201512,200012,,0,0,0,제조업,1,30.64498879,-0.6,29.02,27.46,29.43,-0.95,70.56,92.51156306,12.99,44.74,1.32
5145,(주)인바디,41830,201612,200012,,0,0,0,제조업,1,17.60519796,15.66,27.6,24.55,26.13,-0.67,74.63,95.13002744,15.15,45.39,1.24
5146,(주)인바디,41830,201712,200012,,0,0,0,제조업,1,15.41875229,1.04,26.7,23.82,25.04,-0.68,75.35,95.08276319,16.43,44.17,1.26
5147,(주)인바디,41830,201812,200012,,0,0,0,제조업,1,17.55092681,-5.15,23.76,19.43,20.5,-0.44,75.8,94.5676335,13.78,43.14,1.4
5148,(주)인바디,41830,201912,200012,,0,0,0,제조업,1,17.63088543,15.22,23.6,19.28,20.9,-0.26,76.33,90.26918336,13.53,44.58,1.59
5149,(주)인바디,41830,202012,200012,,0,0,0,제조업,1,7.260504723,7.08,17.83,11.9,13.17,-0.38,81.4,90.38942359,15.86,37.86,1.19
5150,(주)인바이오젠,101140,201112,200804,,0,0,0,도매 및 소매업,1,43.81779039,-41.51,8.46,11.35,32.87,1.81,93.74,55.23312618,-25.61,25.56,0.9
5151,(주)인바이오젠,101140,201212,200804,,0,0,0,도매 및 소매업,1,-19.51910553,12.9,-11.94,-12.8,-23.5,0.92,113.4,53.51154495,-30.81,0.21,0.78
5152,(주)인바이오젠,101140,201312,200804,,1,0,1,도매 및 소매업,1,18.27864554,11.43,-16.12,-13.91,-31.34,1.29,117.02,36.68608439,-3.81,0.21,0.64
5153,(주)인성정보,33230,201112,199907,,0,0,0,정보통신업,0,17.2498808,6.96,3.23,5.94,20.86,0.92,97.84,29.26946542,-2.12,19.59,1.22
5154,(주)인성정보,33230,201212,199907,,0,0,0,정보통신업,0,6.908577133,1.18,1.42,2.53,8.63,1.0,98.48,29.40270071,-1.88,17.75,1.17
5155,(주)인성정보,33230,201312,199907,,0,0,0,정보통신업,0,-1.377611324,2.92,2.73,4.68,14.78,0.81,97.77,33.96789297,-1.82,19.73,1.13
5156,(주)인성정보,33230,201412,199907,,0,0,0,정보통신업,0,18.46960316,14.77,1.21,1.92,6.48,0.72,100.18,26.0204656,-0.33,14.0,1.02
5157,(주)인성정보,33230,201512,199907,,0,0,0,정보통신업,0,-6.481806931,-5.94,-1.22,-1.84,-7.81,0.85,103.31,21.0025343,-4.8,10.73,0.96
5158,(주)인성정보,33230,201612,199907,,0,0,0,정보통신업,0,-4.478043321,-12.11,1.96,3.09,14.16,0.87,99.24,22.71798726,0.69,17.5,1.01
5159,(주)인성정보,33230,201712,199907,,0,0,0,정보통신업,0,-7.612902027,4.79,1.22,2.07,7.87,0.96,101.18,30.2509443,6.13,16.83,1.09
5160,(주)인성정보,33230,201812,199907,,0,0,0,정보통신업,0,18.51148887,16.57,1.2,1.96,7.3,0.97,99.91,24.01130684,-2.02,16.82,1.09
5161,(주)인성정보,33230,201912,199907,,0,0,0,정보통신업,0,6.630714688,0.0,1.4,1.95,8.58,0.93,99.85,21.62273759,-2.94,15.56,0.92
5162,(주)인성정보,33230,202012,199907,,0,0,0,정보통신업,0,-0.18332796,0.0,1.2,1.59,6.83,0.95,102.42,24.91952864,4.08,12.62,0.88
5163,(주)인스코비,6490,201112,198501,,1,0,1,정보통신업,0,-9.051857267,-2.94,-64.86,-24.51,-35.74,-0.4,148.61,79.63735983,-31.2,-12.74,0.44
5164,(주)인지디스플레이,37330,201112,199912,,0,0,0,제조업,1,60.89355448,-7.07,9.02,12.62,27.91,0.45,90.62,43.45414372,7.47,24.95,1.42
5165,(주)인지디스플레이,37330,201212,199912,,0,0,0,제조업,1,-21.08453144,-31.92,7.89,8.77,17.18,0.5,91.97,60.66444921,10.53,25.93,1.24
5166,(주)인지디스플레이,37330,201312,199912,,0,0,0,제조업,1,-4.05074092,-16.15,1.77,1.76,2.92,-0.21,96.62,59.7596063,8.28,13.16,1.35
5167,(주)인지디스플레이,37330,201412,199912,,0,0,0,제조업,1,-4.036098071,5.19,3.27,4.06,6.62,-0.13,95.88,63.08794217,4.94,23.67,1.69
5168,(주)인지디스플레이,37330,201512,199912,,0,0,0,제조업,1,-0.904286772,-27.82,2.93,3.56,5.54,-0.07,97.45,65.54366874,5.57,21.9,1.67
5169,(주)인지디스플레이,37330,201612,199912,,0,0,0,제조업,1,3.891409112,-31.22,2.73,4.09,6.31,0.12,96.34,64.12412797,7.25,22.74,2.18
5170,(주)인지디스플레이,37330,201712,199912,,0,0,0,제조업,1,1.678224652,26.24,0.6,1.07,1.72,0.06,99.63,59.92326746,11.01,18.93,2.51
5171,(주)인지디스플레이,37330,201812,199912,,0,0,0,제조업,1,0.129899377,13.48,4.3,8.2,13.27,0.12,96.29,63.67603673,9.42,24.47,2.6
5172,(주)인지디스플레이,37330,201912,199912,,0,0,0,제조업,1,63.51803552,120.3,4.27,6.7,13.22,0.34,95.6,42.67860753,6.92,19.92,1.94
5173,(주)인지디스플레이,37330,202012,199912,,0,0,0,제조업,1,3.068713098,-5.39,4.53,7.72,17.75,0.42,95.97,44.26647895,9.59,27.93,2.05
5174,(주)인콘,83640,201112,200512,,0,0,0,제조업,1,45.16071369,-9.21,7.18,6.59,10.05,0.04,92.93,61.14224953,5.59,17.93,1.17
5175,(주)인콘,83640,201212,200512,,0,0,0,제조업,1,-23.50025581,102.9,3.98,4.02,5.86,0.01,94.78,78.24040986,10.32,24.04,1.34
5176,(주)인콘,83640,201312,200512,,0,0,0,제조업,1,18.62478113,15.71,8.8,9.76,12.64,0.1,92.3,76.38826534,12.68,27.06,1.62
5177,(주)인콘,83640,201412,200512,,0,0,0,제조업,1,12.1537071,-26.54,5.76,5.12,6.37,0.0,94.57,83.80378411,12.27,19.08,1.21
5178,(주)인콘,83640,201512,200512,,0,0,0,제조업,1,21.07218293,6.72,4.28,2.78,3.22,-0.95,94.22,86.34658175,3.21,14.3,0.79
5179,(주)인콘,83640,201612,200512,,0,0,0,제조업,1,-7.074756717,0.0,-2.16,-1.45,-1.64,-0.82,104.87,91.44517357,2.19,9.64,0.84
5180,(주)인콘,83640,201712,200512,,0,0,0,제조업,1,35.93220456,-9.45,2.86,2.07,2.64,-0.65,99.03,68.73236394,3.67,9.64,0.8
5181,(주)인콘,83640,201812,200512,,0,0,0,제조업,1,38.92119013,9.57,-4.78,-2.34,-3.95,2.23,102.52,52.56169534,2.33,5.96,0.48
5182,(주)인콘,83640,201912,200512,,1,0,1,제조업,1,-9.4188206,-15.08,-7.71,-2.55,-4.4,7.08,107.75,63.89627304,-1.32,-10.36,0.37
5183,(주)인터로조,119610,201112,201007,,0,0,0,제조업,1,30.00213045,13.99,34.15,20.21,23.54,-1.22,66.92,82.85026302,8.4,31.49,0.87
5184,(주)인터로조,119610,201212,201007,,0,0,0,제조업,1,27.39790954,50.31,31.79,17.99,22.38,-0.25,68.3,78.43338363,9.93,31.51,0.94
5185,(주)인터로조,119610,201312,201007,,0,0,0,제조업,1,13.18739013,61.63,26.25,16.59,20.68,0.52,73.87,81.81811196,6.99,37.54,1.05
5186,(주)인터로조,119610,201412,201007,,0,0,0,제조업,1,12.50958109,10.1,19.3,12.25,15.07,0.44,81.1,80.74770778,8.43,33.56,0.99
5187,(주)인터로조,119610,201512,201007,,0,0,0,제조업,1,22.16653208,7.11,27.35,19.33,24.07,0.14,74.68,79.95733682,13.62,38.08,1.06
5188,(주)인터로조,119610,201612,201007,,0,0,0,제조업,1,15.46764036,6.0,31.62,21.78,25.71,-0.15,68.35,84.7250116,14.14,44.47,0.94
5189,(주)인터로조,119610,201712,201007,,0,0,0,제조업,1,10.6571642,0.61,30.06,21.51,25.11,-0.22,70.75,86.47437539,11.16,43.65,0.97
5190,(주)인터로조,119610,201812,201007,,0,0,0,제조업,1,23.35632586,9.64,21.56,12.95,15.31,-0.26,77.81,83.04287044,7.01,32.84,0.81
5191,(주)인터로조,119610,201912,201007,,0,0,0,제조업,1,24.02465863,2.2,24.43,13.83,17.9,0.49,76.83,72.5785383,9.03,31.23,0.71
5192,(주)인터로조,119610,202012,201007,,0,0,0,제조업,1,7.197672831,2.51,17.17,8.07,11.37,0.33,83.6,69.49318455,10.45,27.18,0.56
5193,(주)인터파크,108790,201412,201402,44028.0,0,0,0,도매 및 소매업,1,15.6409421,37.32,4.21,4.3,13.44,0.38,96.2,35.93050593,6.26,18.99,0.85
5194,(주)인터파크,108790,201512,201402,44028.0,0,0,0,도매 및 소매업,1,8.702296632,-9.65,5.84,5.26,14.53,0.06,94.38,36.43200383,4.77,21.77,0.74
5195,(주)인터파크,108790,201612,201402,44028.0,0,0,0,도매 및 소매업,1,0.532776363,10.29,2.0,2.0,5.58,0.38,99.14,35.21342418,3.45,19.59,0.79
5196,(주)인터파크,108790,201712,201402,44028.0,0,0,0,도매 및 소매업,1,12.72159625,57.26,3.41,3.31,9.89,0.09,96.63,32.03199227,1.98,20.29,0.73
5197,(주)인터파크,108790,201812,201402,44028.0,0,0,0,도매 및 소매업,1,7.141950444,-7.58,0.84,0.81,2.71,-0.03,100.5,27.79797606,7.97,18.6,0.7
5198,(주)인터파크,108790,201912,201402,44028.0,0,0,0,도매 및 소매업,1,-5.08668121,5.28,3.2,2.96,10.66,0.07,99.08,27.6816488,10.26,19.91,0.68
5199,(주)인터플렉스,51370,201112,200301,,0,0,0,제조업,1,66.52946585,16.69,7.8,9.32,19.28,0.28,92.74,50.89605218,4.44,17.75,1.1
5200,(주)인터플렉스,51370,201212,200301,,0,0,0,제조업,1,77.94725748,83.43,6.08,6.81,16.9,0.46,91.48,34.31122879,1.24,16.6,0.98
5201,(주)인터플렉스,51370,201312,200301,,0,0,0,제조업,1,-19.37284922,-4.25,0.01,0.01,0.02,0.64,100.52,52.35942181,6.79,18.31,1.16
5202,(주)인터플렉스,51370,201412,200301,,1,0,1,제조업,1,-17.72199208,-35.81,-14.27,-14.26,-26.96,0.51,111.38,53.50853389,9.36,8.57,1.06
5203,(주)인텍플러스,64290,201112,201101,,0,0,0,제조업,1,-2.129150698,4.62,17.04,11.95,20.0,-0.74,83.14,67.58749682,16.54,31.55,0.75
5204,(주)인텍플러스,64290,201212,201101,,0,0,0,제조업,1,22.88192933,14.71,11.28,6.66,10.58,-0.78,88.08,59.24176925,8.55,24.99,0.67
5205,(주)인텍플러스,64290,201312,201101,,0,0,0,제조업,1,-17.50712596,3.21,-43.86,-14.76,-25.6,0.89,139.93,55.75623646,-1.11,7.31,0.38
5206,(주)인텍플러스,64290,201412,201101,,1,0,1,제조업,1,-19.58828855,-7.45,-38.21,-12.86,-24.04,4.05,137.66,50.66899811,-15.2,14.32,0.39
5207,(주)인텔리안테크놀로지스,189300,201612,201610,,0,0,0,제조업,1,74.62397677,0.0,9.49,9.57,15.89,0.29,91.84,64.52247084,6.33,28.71,1.23
5208,(주)인텔리안테크놀로지스,189300,201712,201610,,0,0,0,제조업,1,10.65189028,13.72,8.39,6.79,10.99,0.11,96.29,59.33066151,-0.87,24.86,0.89
5209,(주)인텔리안테크놀로지스,189300,201812,201610,,0,0,0,제조업,1,19.14566988,8.17,9.38,8.66,14.83,0.56,91.51,57.54443591,4.07,31.37,1.07
5210,(주)인텔리안테크놀로지스,189300,201912,201610,,0,0,0,제조업,1,6.111414078,16.19,6.05,5.35,9.34,0.73,95.5,57.05205528,11.78,32.05,1.14
5211,(주)인텔리안테크놀로지스,189300,202012,201610,,0,0,0,제조업,1,11.26394826,-5.26,2.95,2.19,4.02,0.61,101.75,50.18200133,10.82,24.86,0.97
5212,(주)인트로메딕,150840,201312,201312,,0,0,0,제조업,1,49.93916338,0.0,21.25,13.16,25.14,0.34,78.62,84.24466793,3.13,23.16,0.53
5213,(주)인트로메딕,150840,201412,201312,,0,0,0,제조업,1,3.388107983,3.39,7.67,4.02,4.67,-1.18,88.96,87.76310498,-0.34,18.65,0.59
5214,(주)인트로메딕,150840,201512,201312,,0,0,0,제조업,1,39.39660993,3.28,-15.84,-5.15,-6.85,0.02,109.74,65.98509627,1.02,5.93,0.37
5215,(주)인트로메딕,150840,201612,201312,,1,0,1,제조업,1,-18.17928997,-12.7,-42.13,-13.2,-21.35,7.76,178.23,56.73497876,-2.96,-12.1,0.31
5216,(주)인팩,23810,201112,200409,,0,0,0,제조업,1,21.55817201,1.8,5.98,8.92,20.28,0.07,91.84,43.77909269,13.68,28.69,1.55
5217,(주)인팩,23810,201212,200409,,0,0,0,제조업,1,9.493611851,4.72,5.18,7.66,17.42,0.45,94.2,44.13866898,10.2,24.51,1.7
5218,(주)인팩,23810,201312,200409,,0,0,0,제조업,1,8.524481257,3.38,6.34,9.1,19.0,0.18,89.81,51.37919522,6.81,31.68,1.63
5219,(주)인팩,23810,201412,200409,,0,0,0,제조업,1,3.279819317,8.99,4.43,5.99,11.03,0.0,91.26,57.1680539,7.1,28.34,1.58
5220,(주)인팩,23810,201512,200409,,0,0,0,제조업,1,15.45136892,-1.0,4.15,5.23,9.47,-0.03,94.06,53.50977151,6.12,23.78,1.5
5221,(주)인팩,23810,201612,200409,,0,0,0,제조업,1,6.356489995,-0.51,4.61,5.53,10.25,0.04,94.85,54.26744573,7.03,23.05,1.42
5222,(주)인팩,23810,201712,200409,,0,0,0,제조업,1,38.2392612,-1.52,-1.02,-1.02,-2.18,0.29,100.21,41.3175802,2.56,12.48,1.16
5223,(주)인팩,23810,201812,200409,,0,0,0,제조업,1,2.159129425,-7.47,0.91,1.14,2.75,0.58,99.28,41.43262019,0.46,23.18,1.39
5224,(주)인팩,23810,201912,200409,,0,0,0,제조업,1,3.488702094,-3.62,-0.12,-0.15,-0.38,0.67,100.82,37.34673768,3.51,17.08,1.33
5225,(주)인팩,23810,202012,200409,,0,0,0,제조업,1,8.634472223,2.89,3.37,4.22,11.56,0.51,97.11,35.78408374,5.64,24.54,1.28
5226,(주)인포마크,175140,201512,201509,,0,0,0,제조업,1,18.81234539,0.0,-1.88,-2.41,-4.76,1.14,103.69,60.57201906,3.6,12.0,1.12
5227,(주)인포마크,175140,201612,201509,,0,0,0,제조업,1,3.866548159,9.57,3.48,4.91,8.06,0.57,99.23,61.27286215,2.72,24.26,1.36
5228,(주)인포마크,175140,201712,201509,,0,0,0,제조업,1,65.38789558,-3.88,-12.47,-9.25,-32.3,1.37,112.29,28.65245772,-3.71,4.7,0.58
5229,(주)인포마크,175140,201812,201509,,1,0,1,제조업,1,-31.95414062,7.07,-0.7,-1.29,-3.85,1.1,98.48,41.04794005,-2.3,23.68,1.47
5230,(주)인포바인,115310,201112,201002,,0,0,0,정보통신업,0,12.72667274,23.4,65.88,26.39,28.06,-8.41,31.51,94.18575419,20.01,33.34,0.39
5231,(주)인포바인,115310,201212,201002,,0,0,0,정보통신업,0,12.69449472,13.79,63.29,24.12,25.56,-8.96,34.21,94.47567555,19.06,31.11,0.37
5232,(주)인포바인,115310,201312,201002,,0,0,0,정보통신업,0,50.03418504,-7.58,66.31,22.03,26.65,-6.36,32.52,74.81382754,13.81,24.98,0.32
5233,(주)인포바인,115310,201412,201002,,0,0,0,정보통신업,0,12.29388368,0.0,65.36,16.94,21.87,-5.11,34.1,77.46503119,12.17,23.9,0.21
5234,(주)인포바인,115310,201512,201002,,0,0,0,정보통신업,0,-13.72598719,9.84,60.55,15.37,17.83,-5.69,40.53,96.23213509,14.51,23.04,0.23
5235,(주)인포바인,115310,201612,201002,,0,0,0,정보통신업,0,12.6711313,-1.49,59.59,17.53,18.3,-3.78,39.21,95.34527037,13.11,23.94,0.31
5236,(주)인포바인,115310,201712,201002,,0,0,0,정보통신업,0,1.629043843,-3.03,55.28,16.46,17.28,-3.63,44.36,95.11884881,13.23,24.6,0.32
5237,(주)인포바인,115310,201812,201002,,0,0,0,정보통신업,0,6.884388848,-3.13,54.86,13.99,14.65,-5.01,42.42,95.84226082,11.59,21.21,0.27
5238,(주)인포바인,115310,201912,201002,,0,0,0,정보통신업,0,10.22559407,19.35,49.4,11.03,11.64,-6.14,46.29,93.82604324,9.03,18.35,0.24
5239,(주)인포바인,115310,202012,201002,,0,0,0,정보통신업,0,3.518549549,6.76,42.25,8.79,9.3,-3.71,60.32,95.21470025,8.07,15.49,0.24
5240,(주)인포피아,36220,201112,200706,42499.0,0,0,0,제조업,1,4.252746561,22.34,14.59,8.89,11.68,1.14,86.24,81.37716942,9.07,19.74,0.8
5241,(주)인포피아,36220,201212,200706,42499.0,0,0,0,제조업,1,17.20708063,0.0,-1.37,-0.82,-1.07,0.25,106.73,71.87203316,6.68,8.94,0.88
5242,(주)인포피아,36220,201312,200706,42499.0,1,0,1,제조업,1,-2.900303941,34.44,-12.45,-6.38,-10.05,2.17,117.09,63.5291022,-0.85,6.97,0.73
5243,(주)인피니트헬스케어,71200,201112,201005,,0,0,0,정보통신업,0,47.22249688,18.15,-1.9,-2.14,-4.02,0.62,102.43,48.42440583,2.21,30.42,1.02
5244,(주)인피니트헬스케어,71200,201212,201005,,0,0,0,정보통신업,0,-13.55201012,15.7,-4.7,-5.36,-10.98,0.63,107.43,49.22729118,4.2,30.92,1.03
5245,(주)인피니트헬스케어,71200,201312,201005,,0,0,0,정보통신업,0,-11.00734397,-17.11,3.92,3.13,5.5,0.58,86.96,65.54284002,6.28,41.45,0.82
5246,(주)인피니트헬스케어,71200,201412,201005,,0,0,0,정보통신업,0,-3.47563839,-10.68,4.9,3.83,5.62,0.32,92.88,71.08899792,6.7,35.9,0.89
5247,(주)인피니트헬스케어,71200,201512,201005,,0,0,0,정보통신업,0,4.839846318,2.39,7.18,5.49,7.53,0.26,90.57,74.82605273,6.03,37.2,0.84
5248,(주)인피니트헬스케어,71200,201612,201005,,0,0,0,정보통신업,0,9.494423509,10.12,9.28,7.66,10.1,0.07,90.31,76.80625879,6.98,35.01,0.87
5249,(주)인피니트헬스케어,71200,201712,201005,,0,0,0,정보통신업,0,-0.255497052,2.12,7.62,6.13,7.91,-0.16,97.13,78.16662328,6.78,29.92,0.84
5250,(주)인피니트헬스케어,71200,201812,201005,,0,0,0,정보통신업,0,2.589714773,-7.27,3.66,2.57,3.19,-1.25,92.18,83.06853697,7.09,32.7,0.73
5251,(주)인피니트헬스케어,71200,201912,201005,,0,0,0,정보통신업,0,15.24501476,1.12,9.52,7.09,8.77,-0.96,90.12,78.97791004,10.09,31.66,0.83
5252,(주)인피니트헬스케어,71200,202012,201005,,0,0,0,정보통신업,0,11.97297635,6.27,10.4,6.44,8.32,-0.4,88.4,75.98737975,12.99,28.34,0.69
5253,(주)일신바이오베이스,68330,201112,200712,,0,0,0,제조업,1,17.33765639,5.97,10.7,3.81,4.95,0.15,89.97,72.70986428,6.13,13.25,0.64
5254,(주)일신바이오베이스,68330,201212,200712,,0,0,0,제조업,1,1.596125154,-14.08,16.12,7.19,9.58,0.56,84.51,77.29033777,2.69,15.85,0.85
5255,(주)일신바이오베이스,68330,201312,200712,,0,0,0,제조업,1,-2.841296096,-8.2,11.51,4.17,5.02,0.12,88.61,83.06789903,-0.66,13.44,0.71
5256,(주)일신바이오베이스,68330,201412,200712,,0,0,0,제조업,1,5.187916332,1.79,16.79,7.54,8.91,-0.11,82.87,86.0917298,5.58,16.37,0.82
5257,(주)일신바이오베이스,68330,201512,200712,,0,0,0,제조업,1,4.784206182,-3.51,20.46,9.13,10.86,-0.12,78.65,82.0805212,6.08,17.75,0.74
5258,(주)일신바이오베이스,68330,201612,200712,,0,0,0,제조업,1,27.34594404,-10.91,22.53,8.95,10.52,-0.5,76.5,87.49387193,4.35,15.94,0.61
5259,(주)일신바이오베이스,68330,201712,200712,,0,0,0,제조업,1,2.211467853,4.08,18.24,6.15,6.9,-0.81,83.75,90.64792161,6.66,12.64,0.51
5260,(주)일신바이오베이스,68330,201812,200712,,0,0,0,제조업,1,2.699281099,-21.57,19.74,7.78,8.7,-1.02,78.04,88.38732683,8.84,14.27,0.59
5261,(주)일신바이오베이스,68330,201912,200712,,0,0,0,제조업,1,15.41977888,20.0,26.56,12.25,14.01,-1.08,72.11,86.52908742,11.42,17.74,0.64
5262,(주)일신바이오베이스,68330,202012,200712,,0,0,0,제조업,1,8.596415317,6.25,26.67,11.83,13.42,-0.86,75.44,89.56799054,10.14,16.03,0.59
5263,(주)일신석재,7110,201112,198603,,0,0,0,도매 및 소매업,1,2.398826313,-6.67,2.18,1.64,2.31,0.51,98.84,69.64486669,-0.32,7.29,1.61
5264,(주)일신석재,7110,201212,198603,,0,0,0,도매 및 소매업,1,-3.758357977,-10.71,2.66,1.35,1.89,0.67,98.04,72.87248436,-0.63,7.64,1.2
5265,(주)일신석재,7110,201312,198603,,0,0,0,도매 및 소매업,1,7.698663539,4.0,2.83,1.36,1.93,0.89,98.43,67.89074929,2.21,6.89,1.07
5266,(주)일신석재,7110,201412,198603,,0,0,0,도매 및 소매업,1,-1.180166591,0.0,0.23,0.11,0.16,1.14,101.01,67.92739356,2.36,5.84,0.96
5267,(주)일신석재,7110,201512,198603,,1,0,1,도매 및 소매업,1,-1.345625828,0.0,-6.21,-3.05,-4.58,0.87,105.82,65.22735925,0.82,-2.68,0.97
5268,(주)일야,58450,201112,200201,,0,0,0,제조업,1,-5.261841474,2.52,-5.97,-9.98,-16.85,-0.2,105.91,58.51591531,1.74,13.65,2.14
5269,(주)일야,58450,201212,200201,,0,0,0,제조업,1,-4.205863639,-0.82,-11.98,-16.9,-35.13,0.37,114.85,37.25441045,-11.94,0.62,1.93
5270,(주)일야,58450,201312,200201,,0,0,0,제조업,1,7.909563407,11.57,1.58,3.4,8.62,0.27,97.93,39.35908711,-2.84,22.39,3.14
5271,(주)일야,58450,201412,200201,,0,0,0,제조업,1,6.68073616,11.85,4.75,12.53,29.98,0.2,96.74,44.08416586,15.32,30.25,3.84
5272,(주)일야,58450,201512,200201,,0,0,0,제조업,1,-10.90005523,-21.19,5.58,9.2,16.93,0.06,96.52,65.79082426,15.04,27.42,2.6
5273,(주)일야,58450,201612,200201,,0,0,0,제조업,1,8.251914592,-6.72,3.5,6.61,10.25,-0.04,97.68,63.37769779,12.35,24.42,3.27
5274,(주)일야,58450,201712,200201,,0,1,1,제조업,1,-18.83505474,54.05,-7.26,-8.44,-13.32,0.03,109.41,63.417997,0.48,13.28,2.0
5275,(주)일지테크,19540,201112,199211,,0,0,0,제조업,1,70.31413998,23.05,8.36,5.87,12.68,0.75,93.27,39.48623707,1.76,15.99,0.95
5276,(주)일지테크,19540,201212,199211,,0,0,0,제조업,1,55.93261192,16.01,6.29,4.68,14.39,2.64,92.88,28.05579285,-6.58,18.67,0.84
5277,(주)일지테크,19540,201312,199211,,0,0,0,제조업,1,2.597904669,15.63,6.14,5.64,18.32,1.99,93.63,33.42316778,3.18,28.17,0.96
5278,(주)일지테크,19540,201412,199211,,0,0,0,제조업,1,39.02022899,1.8,12.08,10.87,32.92,1.54,88.24,32.73258734,13.39,26.13,0.92
5279,(주)일지테크,19540,201512,199211,,0,0,0,제조업,1,31.64609094,-5.75,6.08,5.06,17.26,1.59,97.67,26.70086808,9.18,19.53,0.83
5280,(주)일지테크,19540,201612,199211,,0,0,0,제조업,1,0.046559897,-18.54,7.75,6.39,22.59,1.46,93.11,29.91340094,7.69,26.57,0.8
5281,(주)일지테크,19540,201712,199211,,0,0,0,제조업,1,-12.53274623,6.05,0.35,0.24,0.73,2.22,98.05,35.06651018,12.92,25.16,0.65
5282,(주)일지테크,19540,201812,199211,,1,0,1,제조업,1,-5.298328555,11.41,0.65,0.42,1.19,2.32,102.31,35.62343704,16.11,23.68,0.67
5283,(주)일진파워,94820,201112,200711,,0,0,0,건설업,1,15.42586655,20.05,5.27,6.8,11.29,0.36,94.56,58.98813575,-3.7,33.21,1.5
5284,(주)일진파워,94820,201212,200711,,0,0,0,건설업,1,10.24200686,4.93,2.0,2.48,4.54,0.97,99.37,50.81085681,-2.0,28.4,1.55
5285,(주)일진파워,94820,201312,200711,,0,0,0,건설업,1,-2.581826394,-14.83,5.95,5.63,10.8,0.92,95.04,53.48909477,3.27,31.96,1.19
5286,(주)일진파워,94820,201412,200711,,0,0,0,건설업,1,-10.35596416,9.34,7.37,8.48,13.57,0.79,93.88,62.52863303,10.39,41.79,1.55
5287,(주)일진파워,94820,201512,200711,,0,0,0,건설업,1,6.555828064,-3.5,6.94,8.09,13.4,0.4,92.57,58.41151598,8.27,41.42,1.58
5288,(주)일진파워,94820,201612,200711,,0,0,0,건설업,1,9.405575104,25.55,6.18,7.47,12.97,0.28,94.08,56.90454379,14.02,40.01,1.62
5289,(주)일진파워,94820,201712,200711,,0,0,0,건설업,1,0.788224923,6.73,12.63,15.43,24.82,0.1,86.59,67.41529548,19.18,57.33,1.65
5290,(주)일진파워,94820,201812,200711,,0,0,0,건설업,1,17.1294517,4.5,12.1,15.19,22.79,-0.17,87.28,65.98151231,12.48,54.71,1.69
5291,(주)일진파워,94820,201912,200711,,0,0,0,건설업,1,9.499099793,0.14,7.86,10.12,15.5,-0.11,91.8,64.73556503,11.17,50.92,1.69
5292,(주)일진파워,94820,202012,200711,,0,0,0,건설업,1,6.555378108,10.33,7.78,8.53,13.31,-0.13,91.86,63.54805649,15.18,48.4,1.41
5293,(주)잇츠한불,226320,201512,201512,,0,0,0,제조업,1,150.7144469,0.0,36.1,28.8,35.27,-0.88,63.31,81.64528824,17.85,34.35,0.69
5294,(주)잇츠한불,226320,201612,201512,,0,0,0,제조업,1,-4.939069672,26.6,27.41,19.37,22.33,-1.88,71.46,92.10787295,12.28,24.75,0.65
5295,(주)잇츠한불,226320,201712,201512,,0,0,0,제조업,1,52.47439827,134.45,18.46,9.74,11.21,-1.63,80.7,83.44214791,4.45,13.73,0.55
5296,(주)잇츠한불,226320,201812,201512,,0,0,0,제조업,1,-4.771407425,3.58,9.3,3.63,4.22,-2.7,88.42,88.6413578,3.05,9.64,0.45
5297,(주)잇츠한불,226320,201912,201512,,0,0,0,제조업,1,0.715532791,-21.8,5.35,2.03,2.3,-2.51,92.7,88.188798,2.19,8.18,0.46
5298,(주)잇츠한불,226320,202012,201512,,0,0,0,제조업,1,-5.801406882,11.5,2.57,0.72,0.8,-2.26,97.66,92.1636103,3.27,5.82,0.34
