,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,자기자본정상영업이익률,자기자본순이익률,금융비용부담률,사내유보 대 자기자본비율,1주당순이익,1주당 CASH FLOW,유보율,부채비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,설비투자효율,노동소득분배율,종업원1인당부가가치율_계산,순운전자본회전률,유동비율,당좌자산회전률
2285,(주)서원인텍,93920,201512,200712,,0,0,0,제조업,1,13.95,16.49,-0.11,84.32,1331.058387,2261.894462,1593.38,40.98,48.7,73.48,12.84,159.04,45.84074316,92.31873077,1.9,219.2,3.19
2286,(주)서원인텍,93920,201612,200712,,0,0,0,제조업,1,9.4,11.86,-0.26,84.87,1035.233763,689.6295699,1672.28,37.77,28.25,44.06,7.68,121.29,49.47805427,87.74258912,1.8,244.78,2.98
2287,(주)서원인텍,93920,201712,200712,,0,0,0,제조업,1,5.67,1.92,-0.15,84.24,169.0462366,818.2571505,1552.03,28.14,19.41,32.43,4.94,92.41,69.92416341,61.54967949,1.57,337.26,2.55
2288,(주)서원인텍,93920,201812,200712,,0,0,0,제조업,1,3.33,3.15,-0.33,83.19,266.7418817,389.9070968,1545.8,25.52,9.42,28.74,4.55,117.02,69.66004052,36.87374677,1.47,379.0,2.22
2289,(주)서원인텍,93920,201912,200712,,0,0,0,제조업,1,10.77,7.97,-0.41,83.36,681.2335484,1870.580054,1627.34,25.21,52.05,51.85,6.94,131.06,50.77155837,65.88796992,1.71,356.53,2.56
2290,(주)서원인텍,93920,202012,200712,,0,0,0,제조업,1,11.12,10.08,-0.44,85.02,910.167043,1124.900914,1747.52,21.33,238.35,75.96,8.83,139.29,44.26757096,116.6025649,1.65,446.41,2.35
2291,(주)서전기전,189860,201412,201412,,0,0,0,제조업,1,34.37,28.06,0.0,59.91,2022.396425,503.0395576,1237.0,24.43,234.85,31.44,4.42,300.32,34.93992367,201.7657471,1.84,376.13,3.57
2292,(주)서전기전,189860,201512,201412,,0,0,0,제조업,1,-1.17,0.5,-0.19,59.68,32.2380753,661.3324562,1152.45,20.29,-21.04,45.81,6.72,47.49,96.47361309,80.01084211,1.45,315.96,2.22
2293,(주)서전기전,189860,201612,201412,,0,0,0,제조업,1,6.48,4.49,-0.04,63.32,286.1524852,692.7504284,1194.68,29.76,324.07,35.14,6.54,66.28,72.27774405,100.4888764,1.9,242.84,3.04
2294,(주)서전기전,189860,201712,201412,,0,0,0,제조업,1,6.92,8.53,-0.07,66.92,575.6350799,-107.6498281,1287.81,29.52,3609.853333,14.16,2.8,52.31,68.40914223,105.0291304,1.72,205.53,2.78
2295,(주)서전기전,189860,201812,201412,,0,0,0,제조업,1,14.53,9.55,0.01,70.6,347.2426429,570.7656014,661.18,42.1,131.25,16.13,4.37,46.02,55.82151007,113.5398214,1.71,152.84,3.12
2296,(주)서전기전,189860,201912,201412,,0,0,0,제조업,1,2.88,3.58,0.24,71.14,137.7775349,286.6830674,678.73,50.16,5.98,21.95,6.81,38.37,76.52992495,72.60623288,1.47,142.7,3.02
2297,(주)서전기전,189860,202012,201412,,0,0,0,제조업,1,7.66,6.53,0.03,72.69,261.7364246,826.4549768,725.08,40.24,47.55,33.53,8.79,45.52,66.51287402,97.67735294,1.44,159.07,2.81
2298,(주)서진시스템,178320,201712,201703,,0,0,0,제조업,1,18.42,5.64,1.55,14.18,1009.821025,-1281.408547,3699.56,113.72,4.71,11.01,6.38,66.16,65.64447265,39.31701657,1.03,88.21,4.3
2299,(주)서진시스템,178320,201812,201703,,0,0,0,제조업,1,21.5,17.95,1.11,13.98,1786.594593,3897.040142,2296.42,97.5,9.73,14.47,9.63,61.12,55.1336788,106.9703977,1.12,81.36,4.6
2300,(주)서진시스템,178320,201912,201703,,0,0,0,제조업,1,22.27,20.25,1.51,16.91,2706.386052,-1021.398771,2811.58,110.96,6.22,8.79,6.63,69.35,49.62696169,90.58111111,1.01,100.84,4.29
2301,(주)서진시스템,178320,202012,201703,,0,0,0,제조업,1,1.93,-2.18,3.8,1.74,-322.5121661,-1992.098136,2572.87,186.09,0.39,-6.06,-8.47,40.14,66.31600056,-3.196350877,0.66,107.98,2.88
2302,(주)서진오토모티브,122690,201312,201005,,0,0,0,제조업,1,8.36,4.81,0.69,40.73,348.9412701,2264.201424,1209.87,229.37,1.92,5.01,1.97,48.74,67.22843637,122.4469643,2.1,77.98,6.63
2303,(주)서진오토모티브,122690,201412,201005,,0,0,0,제조업,1,9.96,6.67,0.61,45.77,551.5679385,2672.143534,1228.12,259.64,2.3,8.92,3.68,45.15,65.57063204,117.8153378,2.05,63.7,6.53
2304,(주)서진오토모티브,122690,201512,201005,,0,0,0,제조업,1,7.71,3.38,0.53,46.68,313.7486848,3428.358529,1236.49,292.85,1.83,9.57,4.34,43.22,66.65238391,89.86820946,1.87,72.47,5.87
2305,(주)서진오토모티브,122690,201612,201005,,0,0,0,제조업,1,5.89,1.83,0.62,47.11,214.0474636,2531.463512,1249.55,286.09,1.29,9.33,4.39,42.61,65.23782512,89.04785467,1.74,61.93,5.73
2306,(주)서진오토모티브,122690,201712,201005,,0,0,0,제조업,1,-3.79,-9.16,0.76,41.62,-881.2702551,3333.518641,1056.55,323.97,-0.73,9.11,4.66,33.31,67.66859409,53.22185065,1.59,57.27,5.85
2307,(주)서진오토모티브,122690,201812,201005,,1,0,1,제조업,1,-6.86,-16.23,1.05,34.8,-1254.232335,1891.605663,936.15,388.92,-0.83,7.53,4.09,32.2,71.27573207,63.80690909,1.56,51.76,6.09
2308,(주)서플러스글로벌,140070,201712,201701,,0,0,0,도매 및 소매업,1,32.3,24.19,0.06,66.81,1074.242727,-851.8414621,5743.12,41.1,48.4,-5.38,-2.18,223.78,17.70988119,589.2298113,0.87,370.69,4.05
2309,(주)서플러스글로벌,140070,201812,201701,,0,0,0,도매 및 소매업,1,23.08,17.46,0.3,73.46,552.3669569,491.2014707,3325.18,45.8,45.28,2.1,0.83,243.63,23.44686313,609.5356604,0.86,293.07,3.97
2310,(주)서플러스글로벌,140070,201912,201701,,0,0,0,도매 및 소매업,1,2.17,1.28,0.26,73.53,41.52590029,114.5063264,3329.32,43.03,5.48,20.82,10.15,85.43,58.07142218,199.8033333,0.64,404.37,3.7
2311,(주)서플러스글로벌,140070,202012,201701,,0,0,0,도매 및 소매업,1,11.86,8.98,-0.04,76.69,316.0200335,865.9451444,3642.16,66.07,76.33,20.35,14.44,155.62,34.22610623,405.9654902,0.76,270.7,3.55
2312,(주)서한,11370,201112,199405,,0,0,0,건설업,1,-8.88,-9.38,0.74,22.7,-66.96305109,75.79244989,47.84,88.51,-5.42,4.06,2.1,200.01,170.9206997,50.13191489,0.9,167.6,1.54
2313,(주)서한,11370,201212,199405,,0,0,0,건설업,1,7.35,5.28,0.4,26.92,39.90422109,-193.7901399,54.31,95.63,5.2,-8.0,-4.02,586.41,71.70738736,133.6601274,0.95,241.46,2.03
2314,(주)서한,11370,201312,199405,,0,0,0,건설업,1,18.52,17.41,0.48,38.32,146.2899425,189.9702031,81.86,123.36,8.57,-0.17,-0.07,1221.76,49.08220351,224.8604167,1.44,207.31,3.54
2315,(주)서한,11370,201412,199405,,0,0,0,건설업,1,33.78,25.45,-0.03,51.58,262.2611171,-95.65513567,130.39,177.29,50.39,2.31,1.0,692.9,45.02314681,272.4673246,1.48,141.56,3.81
2316,(주)서한,11370,201512,199405,,0,0,0,건설업,1,29.73,24.25,0.18,62.41,320.0185758,162.9697904,197.56,166.48,15.2,1.36,0.76,767.73,38.64237793,293.6951304,0.96,173.61,2.81
2317,(주)서한,11370,201612,199405,,0,0,0,건설업,1,34.37,28.06,0.09,73.26,641.1738298,859.2226175,321.06,94.28,29.1,25.75,10.32,678.31,69.84818018,196.4429421,0.95,197.31,2.53
2318,(주)서한,11370,201712,199405,,0,0,0,건설업,1,34.37,28.06,-0.08,80.2,767.8015725,129.3984089,467.81,36.81,59.42,47.3,9.43,678.31,69.84818018,196.4429421,1.18,295.05,2.37
2319,(주)서한,11370,201812,199405,,0,0,0,건설업,1,22.3,14.41,-0.4,83.32,417.4809987,304.2227967,491.42,58.33,80.02,12.57,3.42,1003.61,36.76550703,295.6828618,1.4,239.12,2.52
2320,(주)서한,11370,201912,199405,,0,0,0,건설업,1,8.0,3.28,-0.36,84.14,97.6125891,-215.1719812,498.84,55.37,16.1,2.69,0.82,498.72,75.55769875,147.5730994,1.08,345.83,1.86
2321,(주)서한,11370,202012,199405,,0,0,0,건설업,1,9.19,5.86,-0.24,84.42,180.1066784,309.7661016,529.88,70.96,23.64,2.12,0.98,455.34,60.1718574,153.4726615,0.93,358.93,1.47
2322,(주)서흥,8490,201112,199003,,0,0,0,제조업,1,13.4,9.96,1.51,28.32,1694.838144,917.4287605,3006.06,107.9,6.01,6.48,7.78,38.95,54.44100704,97.81526756,0.96,89.36,4.11
2323,(주)서흥,8490,201212,199003,,0,0,0,제조업,1,7.06,-2.38,4.44,1.63,-205.5315736,641.3699131,2834.74,133.29,1.53,3.38,4.36,19.59,67.01684215,28.20260386,0.92,218.98,2.77
2324,(주)서흥,8490,201312,199003,,0,0,0,제조업,1,12.03,6.59,3.09,4.1,1196.521721,-566.3957124,3090.71,113.79,2.92,0.17,0.16,29.58,47.21548695,93.50413043,1.01,141.12,2.97
2325,(주)서흥,8490,201412,199003,,0,0,0,제조업,1,12.79,10.49,2.45,9.6,1916.569922,2045.768072,3400.48,107.01,3.97,3.37,2.94,37.67,48.99453971,118.6394798,0.99,134.88,3.83
2326,(주)서흥,8490,201512,199003,,0,0,0,제조업,1,13.52,10.16,1.87,9.54,2180.195491,2266.33831,3787.14,111.66,5.62,8.49,8.2,30.68,42.43008977,98.19510316,0.95,157.29,3.43
2327,(주)서흥,8490,201612,199003,,0,0,0,제조업,1,14.55,11.02,1.62,8.01,2653.944343,4584.042614,4154.88,103.12,7.02,13.32,11.64,35.9,45.0972662,108.5877937,0.96,133.57,3.42
2328,(주)서흥,8490,201712,199003,,0,0,0,제조업,1,12.65,8.73,1.85,4.64,2281.372219,3949.217109,4416.15,97.88,5.56,16.76,14.1,36.67,48.00413586,108.7590327,0.9,97.46,3.76
2329,(주)서흥,8490,201812,199003,,0,0,0,제조업,1,12.91,9.47,1.95,9.67,2539.882012,4235.98084,4638.32,107.38,4.93,14.31,12.03,36.46,43.69567203,113.462335,0.98,110.36,4.3
2330,(주)서흥,8490,201912,199003,,0,0,0,제조업,1,14.88,11.14,1.96,12.54,3229.80716,1911.603941,4999.98,115.46,4.96,9.36,7.72,40.71,46.36907723,127.3824524,1.06,134.77,4.16
2331,(주)서흥,8490,202012,199003,,0,0,0,제조업,1,21.05,16.73,1.51,12.36,5122.42719,3984.184527,5697.6,103.19,8.65,8.77,6.17,52.63,41.59787323,143.0577163,1.06,117.49,4.08
2332,(주)서희건설,35890,201112,199912,,0,0,0,건설업,1,6.61,-2.63,1.6,51.24,-49.58736795,-565.5877709,322.7,239.21,0.76,-3.23,-1.86,74.88,0.0,18.36510067,0.85,119.69,1.74
2333,(주)서희건설,35890,201212,199912,,0,0,0,건설업,1,3.01,-7.17,0.83,41.34,-105.1295151,-281.1517306,205.13,221.98,0.47,-9.72,-5.76,293.54,110.3869953,60.24685688,0.93,119.06,1.75
2334,(주)서희건설,35890,201312,199912,,0,0,0,건설업,1,8.87,-31.75,1.3,23.6,-411.7663985,166.041147,123.22,315.61,1.07,-1.62,-1.11,377.54,170.9206997,19.2089234,0.94,105.61,1.83
2335,(주)서희건설,35890,201412,199912,,0,0,0,건설업,1,22.2,4.01,1.15,25.61,38.62333466,202.4231136,131.59,295.38,2.93,5.37,3.13,1354.81,69.07152599,86.67409563,1.15,109.75,2.29
2336,(주)서희건설,35890,201512,199912,,0,0,0,건설업,1,17.9,6.36,0.82,27.25,94.56730517,364.3999895,146.41,258.68,3.07,8.71,4.3,1663.91,63.5803354,79.60332,1.31,117.19,2.54
2337,(주)서희건설,35890,201612,199912,,0,0,0,건설업,1,34.37,13.12,0.7,31.32,178.2915419,673.147154,179.47,234.29,8.36,15.44,7.73,1880.24,57.93888856,102.2010275,1.29,119.04,2.44
2338,(주)서희건설,35890,201712,199912,,0,0,0,건설업,1,34.37,13.36,0.52,39.71,179.3306992,209.7227009,196.67,199.3,7.7,13.4,6.97,1880.24,54.16860712,147.5530284,1.16,128.28,2.13
2339,(주)서희건설,35890,201812,199912,,0,0,0,건설업,1,29.3,13.22,0.77,47.76,212.8510116,400.5165917,228.14,186.55,6.49,9.54,4.65,1880.24,51.36267795,145.6549231,1.19,127.96,2.15
2340,(주)서희건설,35890,201912,199912,,0,0,0,건설업,1,34.18,18.62,0.53,49.7,298.503981,400.920044,275.44,147.49,11.26,13.11,6.13,1208.05,41.72434032,191.2389044,1.18,140.74,2.08
2341,(주)서희건설,35890,202012,199912,,0,0,0,건설업,1,34.37,27.81,0.08,58.39,554.7330836,1027.27689,365.46,132.54,24.67,22.3,12.48,1159.48,29.82604296,233.9756747,1.02,139.59,1.76
2342,(주)선광,3100,201112,199912,,0,0,0,운수 및 창고업,0,30.86,28.06,1.56,76.49,13216.98955,3416.441818,4398.71,40.9,25.47,29.44,27.23,112.74,18.83648185,399.6741504,0.96,170.28,1.59
2343,(주)선광,3100,201212,199912,,0,0,0,운수 및 창고업,0,6.23,4.27,1.2,77.68,1983.360455,5135.490152,4733.15,34.21,8.05,25.64,21.55,47.71,48.75936646,197.71849,1.07,246.29,1.65
2344,(주)선광,3100,201312,199912,,0,0,0,운수 및 창고업,0,5.29,3.28,0.4,78.64,1613.113485,3309.56303,4837.23,39.72,16.44,21.47,21.95,38.85,50.07678144,183.8727298,1.16,126.37,1.87
2345,(주)선광,3100,201412,199912,,0,0,0,운수 및 창고업,0,5.0,-15.41,2.21,77.56,-2238.020276,3863.839091,4204.14,80.75,5.2,10.31,20.88,-2.55,-49.52426252,86.46706044,0.95,90.67,1.88
2346,(주)선광,3100,201512,199912,,0,0,0,운수 및 창고업,0,2.9,1.91,3.05,78.32,835.2968182,3045.849091,4240.09,105.5,1.63,7.54,22.39,24.28,45.56053718,217.6195038,0.44,140.67,0.8
2347,(주)선광,3100,201612,199912,,0,0,0,운수 및 창고업,0,4.54,7.03,3.5,79.5,3158.242121,3491.603182,4443.78,73.15,2.34,9.81,16.85,31.79,37.29669127,206.5755294,0.56,127.25,0.97
2348,(주)선광,3100,201712,199912,,0,0,0,운수 및 창고업,0,6.93,1.97,4.6,80.17,934.6492424,3898.121061,4492.05,78.08,2.85,10.28,16.98,24.9,39.18430875,212.6072692,1.1,114.03,2.03
2349,(주)선광,3100,201812,199912,,0,0,0,운수 및 창고업,0,5.18,3.42,5.3,82.17,1599.179545,6065.113939,4600.72,81.2,1.95,13.28,24.24,26.7,37.33029368,197.2782243,0.98,112.91,1.86
2350,(주)선광,3100,201912,199912,,0,0,0,운수 및 창고업,0,7.93,1.65,5.3,82.15,770.6669697,6804.157576,4635.84,131.25,1.64,10.54,28.6,24.66,36.77579775,167.7882833,1.12,88.07,2.25
2351,(주)선광,3100,202012,199912,,0,0,0,운수 및 창고업,0,9.34,2.23,5.3,83.49,1034.055455,8411.872424,4666.96,131.23,2.1,12.53,28.6,25.2,36.76507183,218.2938326,1.05,103.66,2.12
2352,(주)선앤엘,2820,201112,197605,,0,0,0,제조업,1,3.68,2.2,0.65,21.21,583.0722419,519.5472823,2588.52,81.59,2.31,2.23,1.47,25.55,60.65159083,109.031332,0.94,129.46,2.1
2353,(주)선앤엘,2820,201212,197605,,0,0,0,제조업,1,-1.62,-1.34,0.84,0.51,-348.5514475,1449.439091,2489.09,70.91,-0.99,5.39,3.04,21.64,74.91085255,90.33026423,0.92,139.19,2.13
2354,(주)선앤엘,2820,201312,197605,,0,0,0,제조업,1,1.69,0.91,0.91,0.76,237.2558651,-1117.786853,2450.62,96.26,1.01,0.64,0.4,26.88,66.1558238,86.64309021,1.11,132.73,2.53
2355,(주)선앤엘,2820,201412,197605,,0,0,0,제조업,1,0.93,-0.85,0.67,0.9,-141.7695223,1153.449476,2114.03,95.3,0.64,0.47,0.25,27.94,74.15935264,92.42289272,1.13,139.68,2.6
2356,(주)선앤엘,2820,201512,197605,,0,0,0,제조업,1,4.28,1.58,0.66,1.03,401.2198741,1995.50859,2079.15,106.48,2.74,6.7,3.53,34.83,69.23887244,106.636875,1.25,132.35,2.91
2357,(주)선앤엘,2820,201612,197605,,0,0,0,제조업,1,5.01,3.16,0.64,1.68,637.1790934,2503.770189,2123.2,104.54,3.22,9.54,5.11,38.38,65.99486853,98.71617391,1.19,128.08,2.79
2358,(주)선앤엘,2820,201712,197605,,0,0,0,제조업,1,0.89,-1.31,0.81,2.5,-327.9301719,351.4581112,2034.77,128.56,0.43,5.18,2.89,34.5,76.34982884,60.0732409,1.16,98.7,2.9
2359,(주)선앤엘,2820,201812,197605,,1,0,1,제조업,1,-2.72,-3.02,1.08,0.42,-729.1491926,1892.085724,1939.17,145.13,-1.08,3.82,2.5,31.83,80.8402506,88.40991837,0.99,102.79,2.59
2360,(주)선익시스템,171090,201712,201709,,0,0,0,제조업,1,16.0,10.75,0.09,43.07,1627.5955,2950.5215,2928.12,29.7,58.8,65.61,14.32,107.41,50.48744963,146.7017895,1.12,325.76,1.48
2361,(주)선익시스템,171090,201812,201709,,0,0,0,제조업,1,9.72,5.9,-0.36,40.3,573.185344,1175.640981,1817.9,38.21,3609.853333,44.09,11.98,103.7,60.7907097,129.4549537,1.07,275.14,1.61
2362,(주)선익시스템,171090,201912,201709,,0,1,1,제조업,1,13.1,8.19,-0.48,45.05,794.0404221,60.81787518,1980.53,32.56,170.4,18.86,6.35,92.74,59.30990848,138.3650867,0.81,278.98,1.36
2363,(주)선진,136490,201212,201102,,0,0,0,제조업,1,22.32,25.98,-0.33,38.51,3709.221499,-1992.098136,2755.43,132.06,8.3,-13.37,-4.71,138.01,29.42485303,202.3945588,1.3,134.56,3.05
2364,(주)선진,136490,201312,201102,,0,0,0,제조업,1,19.39,20.19,-0.29,50.15,3597.698771,5175.477518,3466.92,94.95,13.81,30.51,8.07,139.48,31.26511664,183.5310749,1.71,148.68,3.55
2365,(주)선진,136490,201412,201102,,0,0,0,제조업,1,17.05,15.06,-0.4,56.59,2877.003563,1866.424693,4005.08,128.8,13.19,13.29,4.81,64.96,40.69031873,174.0714658,1.58,124.46,3.45
2366,(주)선진,136490,201512,201102,,0,0,0,제조업,1,15.61,10.78,-0.45,59.62,2345.096806,3223.783661,4553.33,130.48,10.98,8.37,3.43,59.18,43.74914835,169.3151171,1.29,105.12,2.99
2367,(주)선진,136490,201612,201102,,0,0,0,제조업,1,22.0,16.79,-0.07,65.07,4017.399263,6115.239312,4475.41,179.06,6.52,10.9,5.89,44.42,35.44829273,199.0611475,1.28,67.99,3.5
2368,(주)선진,136490,201712,201102,,0,0,0,제조업,1,20.66,20.98,0.35,51.39,2340.010288,2716.086189,2613.72,105.14,5.85,16.24,7.0,53.93,28.12864586,225.3056418,1.49,86.12,4.43
2369,(주)선진,136490,201812,201102,,0,0,0,제조업,1,10.45,5.61,0.31,55.45,777.8093361,-1099.264058,2562.35,176.99,2.7,3.28,2.11,36.27,52.4131798,162.9325429,1.25,88.69,3.56
2370,(주)선진,136490,201912,201102,,0,0,0,제조업,1,12.11,6.72,0.74,58.35,852.1082605,662.2244424,2587.82,196.82,2.05,-0.8,-0.51,36.42,47.7120135,208.2906557,1.11,86.75,3.24
2371,(주)선진,136490,202012,201102,,0,0,0,제조업,1,30.07,24.25,0.77,60.93,3581.212412,4767.088804,3011.61,191.56,6.56,8.77,4.79,57.15,31.62220931,199.5996986,1.29,88.45,3.73
2372,(주)성광벤드,14620,201112,200101,,0,0,0,제조업,1,11.32,7.62,-0.03,90.73,859.9596503,-150.7837413,2070.46,39.99,22.95,-0.64,-0.3,39.06,42.17605724,152.52849,0.83,325.12,3.46
2373,(주)성광벤드,14620,201212,200101,,0,0,0,제조업,1,22.03,16.2,0.63,90.82,1941.227063,2217.386189,2423.62,37.34,26.14,21.28,7.86,60.48,27.92123376,277.4131268,0.96,334.39,3.1
2374,(주)성광벤드,14620,201312,200101,,0,0,0,제조업,1,22.4,17.4,0.07,90.82,2403.156713,2581.861364,2860.79,22.59,60.45,69.9,17.01,64.48,26.50245671,323.4273098,1.02,392.19,2.92
2375,(주)성광벤드,14620,201412,200101,,0,0,0,제조업,1,12.11,10.01,-0.08,90.82,1541.322832,1840.543636,3112.43,22.42,94.05,62.39,21.66,49.43,37.95938007,243.6179784,0.81,614.72,2.21
2376,(주)성광벤드,14620,201512,200101,,0,0,0,제조업,1,4.96,4.24,0.16,90.82,680.2542308,1119.796224,3224.99,17.24,25.71,52.76,16.94,28.09,54.33839931,158.0653261,0.73,467.88,1.89
2377,(주)성광벤드,14620,201612,200101,,0,0,0,제조업,1,0.62,0.98,-0.26,90.82,159.4976923,1356.727063,3249.81,13.46,35.12,56.07,17.44,19.55,79.55591596,99.502,0.63,635.19,1.52
2378,(주)성광벤드,14620,201712,200101,,0,0,0,제조업,1,-4.06,-3.55,-0.56,90.82,-570.5875175,372.5179021,3119.01,11.57,-21.04,47.45,16.97,5.07,170.9206997,14.37581395,0.48,617.37,1.03
2379,(주)성광벤드,14620,201812,200101,,0,0,0,제조업,1,-3.27,-1.88,-0.41,90.82,-291.389021,-792.2188811,3018.76,14.61,-21.04,-9.42,-3.53,11.83,127.9252533,61.88305233,0.61,761.32,1.35
2380,(주)성광벤드,14620,201912,200101,,0,0,0,제조업,1,1.59,1.41,-0.07,90.82,215.6433566,557.5704196,3041.4,14.29,10.6,-5.34,-1.66,19.19,72.37751081,126.9726923,0.75,1026.39,1.77
2381,(주)성광벤드,14620,202012,200101,,0,0,0,제조업,1,0.25,-0.32,-0.05,90.82,-48.60423077,19.54087413,2957.15,12.9,3.13,14.63,4.57,14.61,92.62058999,100.1180547,0.7,1062.09,1.66
2382,(주)성도이엔지,37350,201112,200001,,0,1,1,"전문, 과학 및 기술 서비스업",0,2.87,6.68,0.45,78.17,202.5783333,-830.1826667,1014.58,289.91,1.37,-1.63,-2.2,467.38,72.77200116,337.125503,0.41,119.1,1.61
2383,(주)성안,11300,201112,199511,,0,0,0,제조업,1,19.99,4.81,2.91,56.46,89.02021638,425.9088014,178.1,208.84,2.1,14.05,10.25,42.23,39.7399785,62.14421875,1.07,105.94,3.42
2384,(주)성안,11300,201212,199511,,0,0,0,제조업,1,8.14,5.06,2.91,57.29,97.93662653,227.6016192,191.09,184.71,0.9,9.6,6.83,45.51,39.01315237,65.144,0.97,97.98,3.36
2385,(주)성안,11300,201312,199511,,1,0,1,제조업,1,3.05,4.71,2.33,59.03,75.95041389,279.6639022,205.18,166.22,0.46,8.01,5.48,46.5,42.67903787,72.00877778,0.93,103.58,3.18
2386,(주)성우하이텍,15750,201112,199511,,0,0,0,제조업,1,21.32,8.4,1.05,82.02,1509.94278,1884.25642,2502.86,166.49,4.73,13.03,7.05,59.65,39.76622567,147.6425878,1.23,107.49,2.93
2387,(주)성우하이텍,15750,201212,199511,,0,0,0,제조업,1,22.33,18.98,1.07,82.33,3218.29146,5310.83982,2939.29,137.42,5.2,13.75,5.97,66.2,35.42713483,144.0797064,1.42,106.16,3.59
2388,(주)성우하이텍,15750,201312,199511,,0,0,0,제조업,1,21.76,16.49,0.74,87.77,3068.06086,6283.82178,3200.86,124.04,7.61,23.13,9.33,67.33,37.83935771,165.389687,1.47,118.32,3.64
2389,(주)성우하이텍,15750,201412,199511,,0,0,0,제조업,1,18.28,12.62,0.7,89.27,2175.435083,3353.455383,2961.86,137.16,6.82,17.06,7.87,59.11,39.03689509,136.4772981,1.43,113.62,3.6
2390,(주)성우하이텍,15750,201512,199511,,0,0,0,제조업,1,13.01,3.16,0.61,90.82,515.3782,4672.941817,2971.76,185.47,5.32,11.48,6.84,45.81,49.17611783,173.7146758,1.29,101.26,3.45
2391,(주)성우하이텍,15750,201612,199511,,0,0,0,제조업,1,12.27,3.58,0.73,90.82,456.9861833,4557.726433,3009.39,199.05,4.21,12.08,7.22,39.56,49.31379215,169.5828204,1.3,104.18,3.47
2392,(주)성우하이텍,15750,201712,199511,,0,0,0,제조업,1,5.21,3.39,1.1,90.82,488.0326,5644.47455,3098.6,186.01,1.47,13.9,9.09,37.88,46.32012543,158.6699878,1.14,88.62,3.18
2393,(주)성우하이텍,15750,201812,199511,,0,0,0,제조업,1,6.12,2.42,1.13,85.17,231.825175,3386.028075,2510.96,159.3,1.66,14.95,8.82,37.28,48.75126107,155.3274699,1.16,90.52,3.47
2394,(주)성우하이텍,15750,201912,199511,,0,0,0,제조업,1,5.65,3.69,1.22,84.83,368.768925,4783.905263,2611.01,161.83,1.53,15.34,9.64,41.46,47.59058741,110.643043,1.1,87.6,3.37
2395,(주)성우하이텍,15750,202012,199511,,0,0,0,제조업,1,0.41,-4.93,1.1,85.95,-785.9889125,4104.039563,2469.31,167.24,0.14,17.0,11.97,32.44,55.56624819,107.3115299,0.95,90.55,2.84
2396,(주)성창오토텍,80470,201112,200611,,0,0,0,제조업,1,16.36,14.63,-0.36,34.79,610.8815068,-100.1228767,788.41,60.86,31.8,0.83,0.28,140.39,40.2955697,74.47948905,1.17,219.06,1.79
2397,(주)성창오토텍,80470,201212,200611,,0,0,0,제조업,1,15.88,17.85,-0.18,37.03,848.9886301,-321.8105479,930.6,92.65,18.39,-4.39,-2.34,69.35,42.69489286,57.3887931,1.0,158.64,1.68
2398,(주)성창오토텍,80470,201312,200611,,0,0,0,제조업,1,12.95,10.51,0.64,46.71,547.4836986,2098.779041,1022.07,139.33,4.05,10.44,4.36,71.66,72.2006834,42.31905045,1.69,112.09,3.63
2399,(주)성창오토텍,80470,201412,200611,,0,0,0,제조업,1,2.31,3.73,0.71,47.23,295.0193151,962.4932877,1044.25,143.83,1.03,16.82,8.09,72.78,78.13760607,49.41348684,1.31,108.34,3.28
2400,(주)성창오토텍,80470,201512,200611,,0,0,0,제조업,1,3.43,2.63,0.71,51.2,160.9323288,445.5613699,1052.57,146.5,1.56,7.49,3.65,84.11,79.20517987,50.58046154,1.22,119.74,2.91
2401,(주)성창오토텍,80470,201612,200611,,0,0,0,제조업,1,5.43,3.08,0.59,51.17,208.7543836,1216.886027,1088.87,142.45,2.75,8.78,3.97,95.37,76.2055771,47.65215385,1.23,121.56,2.77
2402,(주)성창오토텍,80470,201712,200611,,0,0,0,제조업,1,2.03,-4.2,0.56,51.81,-176.539726,1048.185479,1031.08,128.97,1.07,13.84,5.78,80.52,83.98039685,42.81561224,1.22,119.85,2.7
2403,(주)성창오토텍,80470,201812,200611,,0,0,0,제조업,1,0.39,-5.7,0.53,47.03,-418.2564384,367.0439726,945.75,156.43,0.21,7.75,3.95,85.7,87.56038178,43.06027237,1.14,116.15,2.66
2404,(주)성창오토텍,80470,201912,200611,,1,0,1,제조업,1,-0.88,-0.58,0.59,47.13,-19.28273973,834.459589,937.24,160.53,-0.41,6.42,3.3,103.92,79.28448738,56.46767635,1.11,111.33,2.73
2405,(주)세경하이테크,148150,201912,201907,,0,0,0,제조업,1,20.62,18.64,0.0,57.39,1814.459028,2066.639581,2273.86,48.7,174.61,40.6,9.76,109.63,41.92503281,200.4867742,1.94,151.3,4.1
2406,(주)세경하이테크,148150,202012,201907,,0,0,0,제조업,1,1.48,-2.78,0.9,54.88,-297.0845216,1789.031953,2144.86,57.8,0.93,29.51,10.2,52.23,67.45135968,85.78216867,1.52,120.34,3.2
2407,(주)세동,53060,201112,200108,,1,0,1,제조업,1,3.14,0.65,1.34,59.44,25.20940185,437.2640554,642.29,231.32,0.6,8.13,4.64,54.37,67.38464523,46.23758278,1.36,64.58,3.95
