,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본순이익률,총자본정상영업이익률,금융비용부담률,사내유보 대 자기자본비율,유동비율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,노동소득분배율
3439,(주)한독,2390,201512,197606,,0,0,0,제조업,1,2.929319568,-1.321922077,2.910277192,-2.11,-39.68715402,-0.34,1.17,0.58,59.9,163.93,6.45,4.08,80.26508385
3440,(주)한독,2390,201612,197606,,0,0,0,제조업,1,17.38859618,-4.759621426,10.51374788,1.7,-41.48599849,-1.28,0.63,0.76,59.99,125.76,0.92,0.77,89.35750249
3441,(주)한독,2390,202012,197606,,0,0,0,제조업,1,9.384604877,11.00426009,6.471833727,2.1,3.309557157,3.44,3.62,1.21,59.72,144.15,3.79,3.29,54.4642563
3442,(주)한독크린텍,256150,202012,201909,,0,0,0,제조업,1,16.60692237,32.46529016,26.19682129,3.7,54.94759336,17.6,20.35,-0.18,68.48,440.35,87.1,10.07,47.90280843
3443,(주)한라,14790,201312,199408,,1,0,1,건설업,1,-16.70968766,-10.64433512,0.824386447,-28.87,-27.59394531,-15.89,-8.69,4.47,0.0,83.98,-5.82,-5.87,0.0
3444,(주)한라홀딩스,60980,201312,201005,,0,0,0,"전문, 과학 및 기술 서비스업",0,25.83550227,9.658816097,11.35663554,0.83,22.31792703,3.9,6.87,0.65,9.68,133.93,10.53,6.28,60.60288729
3445,(주)한라홀딩스,60980,201412,201005,,0,0,0,"전문, 과학 및 기술 서비스업",0,-19.85291941,-26.87745177,-37.25156403,-28.87,-84.11951979,17.6,1.47,1.01,91.0,162.72,51.77,29.22,29.24829717
3446,(주)한라홀딩스,60980,201512,201005,,0,0,0,"전문, 과학 및 기술 서비스업",0,-4.370188107,-0.262934762,-2.890414688,42.07,93.05224828,4.85,5.84,0.36,10.06,114.97,18.64,13.86,45.14001348
3447,(주)한라홀딩스,60980,201612,201005,,0,0,0,"전문, 과학 및 기술 서비스업",0,19.17731421,1.463877623,12.22554917,25.68,20.76283007,4.57,6.59,2.5,2.86,111.99,6.62,6.33,42.78017791
3448,(주)한라홀딩스,60980,202012,201005,,0,0,0,"전문, 과학 및 기술 서비스업",0,11.42413228,0.091018763,-7.83695522,-7.87,20.32468421,2.37,4.88,3.64,11.73,78.82,3.21,4.69,33.2824409
3449,(주)한미글로벌건축사사무소,53690,201312,200906,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.393351738,9.311346649,-11.92457775,-2.03,67.17379793,4.3,5.89,0.51,62.16,190.37,-5.19,-2.49,84.5727639
3450,(주)한미글로벌건축사사무소,53690,201412,200906,,0,0,0,"전문, 과학 및 기술 서비스업",0,8.714193657,12.04370024,-9.384118397,10.86,24.48351806,4.96,7.01,0.06,63.92,156.35,5.91,3.34,83.54547637
3451,(주)한미글로벌건축사사무소,53690,201512,200906,,0,0,0,"전문, 과학 및 기술 서비스업",0,-18.8723129,36.96803714,0.857790043,3.89,19.38973545,4.8,8.87,-0.28,52.96,267.1,61.08,15.49,83.96932661
3452,(주)한미글로벌건축사사무소,53690,201612,200906,,0,0,0,"전문, 과학 및 기술 서비스업",0,19.72589958,19.61519948,1.337155241,6.44,-23.54190551,6.55,6.89,-0.86,50.23,249.53,22.12,6.64,84.74714908
3453,(주)한미글로벌건축사사무소,53690,202012,200906,,0,0,0,"전문, 과학 및 기술 서비스업",0,7.410845543,3.765343637,-21.07012993,17.43,-32.39344433,4.91,7.82,-0.3,57.1,169.96,26.67,10.31,84.93589337
3454,(주)한샘,9240,201312,200207,,0,0,0,도매 및 소매업,1,34.35377519,22.99962571,28.5616184,12.5,68.92887863,13.9,18.08,-0.2,21.29,129.11,22.08,5.31,55.53025644
3455,(주)한샘,9240,201412,200207,,0,0,0,도매 및 소매업,1,7.47237538,27.91263225,31.59032241,14.53,38.32236136,16.51,20.35,-0.12,23.75,141.67,32.68,5.08,52.98444971
3456,(주)한샘,9240,201512,200207,,0,0,0,도매 및 소매업,1,41.32545212,28.73800946,29.093465,41.94,32.9053072,17.48,20.35,-0.12,25.79,145.6,37.61,7.34,50.68356526
3457,(주)한샘,9240,201612,200207,,0,0,0,도매 및 소매업,1,16.98239604,24.43484475,13.09541283,-4.27,8.764495854,15.29,19.13,-0.13,25.24,164.16,49.6,9.18,51.28723055
3458,(주)한샘,9240,202012,200207,,0,0,0,도매 및 소매업,1,2.234403413,2.54400988,21.73235993,-2.14,66.94258443,5.5,7.66,0.01,9.16,118.51,22.69,6.59,59.48062044
3459,(주)한섬,20000,201312,199607,,0,0,0,제조업,1,14.72139353,4.729539718,-5.145485403,13.71,-29.12403988,4.35,5.37,-0.32,8.65,190.98,23.76,10.45,34.69504186
3460,(주)한섬,20000,201412,199607,,0,0,0,제조업,1,4.573691139,3.690010848,11.48798594,14.14,-9.250226198,3.55,4.46,0.16,7.84,203.64,8.68,3.7,38.04669699
3461,(주)한섬,20000,201512,199607,,0,0,0,제조업,1,-8.659159578,0.812709901,17.50001267,14.86,44.65358536,7.27,6.59,-0.5,11.92,429.28,20.95,4.28,36.98929858
3462,(주)한섬,20000,201612,199607,,0,0,0,제조업,1,8.413135259,5.890956116,15.44246456,12.49,8.966737762,5.66,7.22,-0.36,8.36,371.7,20.23,4.48,38.25072515
3463,(주)한섬,20000,202012,199607,,0,0,0,제조업,1,8.680548296,7.697157612,-5.072389231,0.07,-4.220396511,6.15,7.39,-0.14,8.5,354.98,45.73,11.95,37.37443509
3464,(주)한솔케미칼,14680,201312,198905,,0,0,0,제조업,1,19.32533521,9.296323734,-0.565735953,-4.11,3.627253582,5.16,7.05,1.77,49.3,80.84,16.98,12.29,35.94768161
3465,(주)한솔케미칼,14680,201412,198905,,0,0,0,제조업,1,10.83315728,7.438368531,6.014316074,20.49,1.599292908,4.75,6.25,1.88,53.22,109.91,15.35,11.92,37.49472277
3466,(주)한솔케미칼,14680,201512,198905,,0,0,0,제조업,1,9.839208765,15.72308371,9.494078334,9.39,73.81851217,6.89,9.85,1.92,57.08,97.71,14.53,10.83,35.76274389
3467,(주)한솔케미칼,14680,201612,198905,,0,0,0,제조업,1,34.29332995,38.2363547,25.10007206,-4.41,67.64329094,9.65,13.46,1.98,64.72,71.17,19.4,15.11,31.7050485
3468,(주)한솔케미칼,14680,202012,198905,,0,0,0,제조업,1,6.389131676,19.54012896,5.398001658,12.07,36.36655573,13.42,15.68,0.77,80.86,179.3,35.37,21.53,26.89366562
3469,(주)한솔홈데코,25750,201312,200311,,0,0,0,제조업,1,5.088380649,11.45292876,23.65357066,10.91,63.52633501,2.05,2.75,2.11,21.87,122.31,7.32,4.88,36.31725985
3470,(주)한솔홈데코,25750,201412,200311,,0,0,0,제조업,1,4.171176084,7.403717762,0.557510706,6.56,-40.84745326,0.05,1.56,1.88,19.71,100.54,3.46,2.33,47.23322438
3471,(주)한솔홈데코,25750,201512,200311,,0,0,0,제조업,1,-0.296830614,0.28180335,2.649850652,2.56,109.0116947,0.51,3.19,1.66,22.58,91.53,5.01,3.26,44.99954939
3472,(주)한솔홈데코,25750,201612,200311,,0,0,0,제조업,1,-0.653708429,6.613707678,-2.537338484,8.0,40.58382449,2.58,4.51,1.48,25.71,89.9,9.28,5.78,38.70491087
3473,(주)한솔홈데코,25750,202012,200311,,0,0,0,제조업,1,-0.256718573,0.243367455,-4.044530652,3.09,157.7451702,0.2,0.98,0.94,26.93,103.43,5.44,3.02,64.61098727
3474,(주)한송네오텍,226440,202012,201510,,0,0,0,제조업,1,25.4463562,93.05863975,-10.11246183,-16.85,-50.76684739,-1.23,0.84,3.4,16.11,276.39,-16.38,-11.04,101.3467769
3475,(주)한익스프레스,14130,201312,198907,,0,0,0,운수 및 창고업,0,9.481036574,27.04990437,22.09134109,2.05,9.788323693,7.24,10.35,0.22,68.55,92.46,-7.15,-1.28,48.24619473
3476,(주)한익스프레스,14130,201412,198907,,0,0,0,운수 및 창고업,0,11.08725449,63.68968933,11.50990511,8.43,-7.521503109,17.6,8.68,0.1,80.89,119.04,17.02,2.34,53.79396773
3477,(주)한익스프레스,14130,201512,198907,,0,0,0,운수 및 창고업,0,38.81186525,17.03858528,21.75475991,10.0,40.20937645,7.02,9.68,0.14,83.41,119.22,14.04,2.52,47.23489174
3478,(주)한익스프레스,14130,201612,198907,,0,0,0,운수 및 창고업,0,11.52037612,7.331226626,7.148601537,26.94,-18.63076157,3.89,6.41,0.16,84.71,114.13,4.98,0.95,51.59980478
3479,(주)한익스프레스,14130,202012,198907,,0,0,0,운수 및 창고업,0,13.21715047,-4.881708973,6.565017438,-2.26,-10.70907499,-0.67,3.75,0.45,85.95,55.94,11.23,4.26,56.50492484
3480,(주)한일진공,123840,201412,201010,,0,0,0,제조업,1,-13.50766027,-2.570561734,-37.25156403,-18.02,-123.5337647,-1.57,-3.72,-2.61,35.9,452.47,29.63,17.91,120.3824682
3481,(주)한일진공,123840,201512,201010,,0,0,0,제조업,1,15.5692797,17.05941117,79.59517381,3.3,148.6772623,10.72,7.65,-2.61,43.04,458.3,18.36,5.75,44.77872047
3482,(주)한일진공,123840,201612,201010,,0,0,0,제조업,1,74.29506522,37.93359601,-23.679234,42.07,-123.395683,16.32,-1.17,-2.61,47.35,91.71,3.93,7.69,29.78613364
3483,(주)한진,2320,201312,197408,,0,0,0,운수 및 창고업,0,-2.758395136,-8.234858891,4.33032107,-0.33,7.174629809,-0.46,2.2,2.18,52.8,64.61,6.57,4.83,69.93620627
3484,(주)한진,2320,201412,197408,,0,0,0,운수 및 창고업,0,8.21848294,11.61605853,2.213159325,0.38,30.66631569,2.22,2.79,2.03,52.79,66.46,8.23,6.28,58.26078847
3485,(주)한진,2320,201512,197408,,0,0,0,운수 및 창고업,0,28.00497128,-6.53894505,7.103945914,6.58,-21.74112878,4.43,1.85,1.44,68.76,74.31,4.2,4.53,48.26063123
3486,(주)한진,2320,201612,197408,,0,0,0,운수 및 창고업,0,1.353281397,4.870512777,7.498393817,-5.51,-137.2756047,1.49,-0.61,3.66,71.83,51.85,2.94,2.95,45.34379527
3487,(주)한진중공업홀딩스,3480,201312,195603,,1,0,1,"전기, 가스, 증기 및 공기조절 공급업",0,9.339179688,-7.484814727,5.173014495,-28.87,-417.5185649,-3.37,-1.7,0.56,11.76,82.97,1.92,2.15,130.5213298
3488,(주)한진칼,180640,201412,201309,,0,0,0,운수 및 창고업,0,69.57702185,102.2875763,79.59517381,0.0,160.6227385,13.41,3.12,1.6,1.44,109.98,14.88,18.84,18.49232362
3489,(주)한진칼,180640,201512,201309,,0,0,0,운수 및 창고업,0,-4.211006372,-9.644293919,15.57507114,9.09,-1.649990694,-8.19,3.14,2.35,1.75,90.29,14.01,16.42,163.5949843
3490,(주)한진칼,180640,201612,201309,,0,0,0,운수 및 창고업,0,-10.92922481,-24.65259096,37.20222934,-13.89,33.25165287,-16.92,4.52,2.03,-7.71,51.85,13.51,13.03,0.0
3491,(주)한진칼,180640,202012,201309,,1,0,1,운수 및 창고업,0,29.51041708,17.14588594,-37.25156403,-9.09,-417.5185649,-11.05,-7.15,4.47,7.84,134.86,-1.54,-6.88,163.5949843
3492,(주)한창,5110,201312,197606,,0,0,0,도매 및 소매업,1,8.070086741,4.124117281,34.10192177,42.07,88.95592989,2.4,5.92,0.65,12.92,270.98,-16.38,-11.04,79.05477485
3493,(주)한창,5110,201412,197606,,0,0,0,도매 및 소매업,1,16.83082692,9.298936775,-14.88411646,20.0,-14.68380608,4.56,4.49,0.61,19.36,223.61,-16.38,-11.04,71.47317572
3494,(주)한창,5110,201512,197606,,0,0,0,도매 및 소매업,1,53.51953365,39.43408224,-10.4209469,-5.56,-282.6432277,-1.14,-6.0,1.05,27.41,1048.11,-16.38,-11.04,163.5949843
3495,(주)한창,5110,201612,197606,,0,0,0,도매 및 소매업,1,21.69598574,13.83707481,79.59517381,-17.65,518.5821955,5.8,1.07,-0.4,22.91,221.08,0.34,0.3,47.85317919
3496,(주)한창제지,9460,201312,198712,,0,0,0,제조업,1,3.603785131,-23.80841127,11.04452527,-2.41,90.01467741,-7.43,3.7,1.63,2.91,65.61,6.83,4.57,111.502449
3497,(주)한창제지,9460,201412,198712,,0,0,0,제조업,1,-7.882197297,5.954232156,-3.891244969,-2.47,16.70592491,1.54,4.42,1.55,8.19,133.94,13.5,8.26,56.99746024
3498,(주)한창제지,9460,201512,198712,,0,0,0,제조업,1,-0.813717131,8.41692464,1.5241687,-5.49,13.68193835,2.34,5.26,1.52,15.26,68.18,7.05,4.07,54.35228475
3499,(주)한창제지,9460,201612,198712,,0,0,0,제조업,1,5.425475874,37.68115395,9.969369002,0.45,85.76372757,10.85,9.55,1.11,38.45,201.34,15.62,7.54,40.9024914
3500,(주)한창제지,9460,202012,198712,,0,0,0,제조업,1,5.302140581,10.19918381,-5.47353767,0.47,58.96042662,6.0,9.77,0.71,59.15,142.91,18.04,9.09,46.17863833
3501,(주)한컴위드,54920,201312,200111,,0,0,0,정보통신업,0,-0.476777155,7.866885713,6.330731773,-8.33,44.00271863,0.25,1.06,4.47,31.88,277.72,6.42,10.62,60.14049042
3502,(주)한컴위드,54920,201412,200111,,1,0,1,정보통신업,0,1.100523683,-2.17740829,-15.15386535,12.88,-90.56810819,-0.39,0.1,4.47,31.49,51.85,3.1,6.41,50.35087627
3503,(주)한컴지엠디,77280,201312,200406,43846.0,0,0,0,정보통신업,0,-3.440799973,-5.191833606,-28.0377861,-16.98,-10.70428982,-5.09,-3.64,2.81,-4.6,164.93,-6.59,-7.76,129.6741804
3504,(주)한컴지엠디,77280,201412,200406,43846.0,0,0,0,정보통신업,0,-5.332925447,-5.662155088,5.184425515,-28.87,175.4694379,-1.52,5.05,2.29,-24.05,96.07,-2.94,-3.13,75.28889686
3505,(주)한컴지엠디,77280,201512,200406,43846.0,0,1,1,정보통신업,0,-4.566556843,-4.096985581,-37.25156403,42.07,-150.9693165,-3.57,-2.71,3.96,-25.54,91.95,13.49,28.89,106.110853
3506,(주)한화,880,201312,197606,,0,0,0,제조업,1,74.29506522,101.030854,79.59517381,1.51,126.4324879,0.35,1.34,1.07,24.28,104.25,3.51,9.29,54.25342145
3507,(주)한화,880,201412,197606,,0,0,0,제조업,1,9.143499825,12.42843131,-3.274702168,33.45,-40.27804273,-0.14,0.44,1.15,25.06,93.31,4.92,14.66,64.86201534
3508,(주)한화,880,201512,197606,,0,0,0,제조업,1,17.73665666,12.63225603,10.46390172,3.56,47.03268531,0.09,0.56,0.85,25.25,87.71,5.38,17.16,64.54755105
3509,(주)한화,880,201612,197606,,0,0,0,제조업,1,6.351609548,4.2670662,13.88217098,2.02,122.2854863,0.86,1.12,0.88,24.28,91.0,5.59,16.68,51.87123747
3510,(주)한화,880,202012,197606,,0,0,0,제조업,1,4.878131791,1.331731199,1.019693588,-10.82,40.53665353,0.4,0.85,0.89,33.1,95.54,1.73,5.85,56.58031811
3511,(주)한화갤러리아타임월드,27390,201312,199601,43937.0,0,0,0,도매 및 소매업,1,4.673463547,5.780332649,-1.949860499,0.61,-3.457950922,3.32,9.73,-1.21,21.54,51.85,31.22,29.22,30.76958925
3512,(주)한화갤러리아타임월드,27390,201412,199601,43937.0,0,0,0,도매 및 소매업,1,8.495603958,9.974361132,28.31481128,22.49,-6.743068155,6.23,8.51,-1.08,23.07,51.85,25.24,19.63,27.7650406
3513,(주)한화갤러리아타임월드,27390,201512,199601,43937.0,0,0,0,도매 및 소매업,1,25.30329791,-1.268386414,5.379983618,31.02,-53.28580384,1.85,3.39,-1.63,17.33,63.79,13.53,18.56,37.1757334
3514,(주)한화갤러리아타임월드,27390,201612,199601,43937.0,0,0,0,도매 및 소매업,1,-5.435913127,-12.24753618,68.62147162,-1.33,-178.8278019,-3.75,-2.47,-0.33,8.93,51.85,-0.21,-0.17,51.71832951
3515,(주)해피드림,65180,201312,200206,42128.0,0,0,0,교육 서비스업,0,74.29506522,27.92946465,79.59517381,42.07,-13.51344214,-13.87,-9.98,2.68,-62.5,51.85,-16.38,-11.04,0.0
3516,(주)해피드림,65180,201412,200206,42128.0,0,0,0,교육 서비스업,0,33.9073508,43.66045384,-20.79606701,-15.15,522.1526616,-8.66,0.55,4.47,0.0,51.85,-8.69,-11.04,80.74846602
3517,(주)핸디소프트,220180,201612,201611,,0,0,0,정보통신업,0,36.53098701,59.21877589,-11.4308606,-12.83,-41.21511038,2.95,3.64,-0.24,-1.71,330.68,-2.43,-1.03,73.01332787
3518,(주)헥토이노베이션,214180,201512,201506,,0,0,0,정보통신업,0,74.29506522,102.2875763,50.61583025,0.0,82.63729631,17.31,20.35,-1.49,41.19,1083.24,127.32,29.22,19.08139089
3519,(주)헥토이노베이션,214180,201612,201506,,0,0,0,정보통신업,0,74.29506522,102.2875763,52.82567312,42.07,44.17633275,7.13,9.87,-1.04,36.7,195.13,32.78,29.22,23.87671294
3520,(주)헥토이노베이션,214180,202012,201506,,0,0,0,정보통신업,0,20.21708667,12.45476302,38.14044213,9.35,4.527827566,8.85,8.51,-0.67,59.38,222.86,30.4,21.4,36.74112683
3521,(주)헥토파이낸셜,234340,202012,201907,,0,0,0,정보통신업,0,23.29266427,10.45957853,19.14412248,9.09,-20.65638976,5.4,5.11,-1.13,58.79,197.3,34.27,29.22,40.88303593
3522,(주)현대공업,170030,201312,201312,,0,0,0,제조업,1,46.65509673,102.2875763,43.52312763,0.0,70.58154911,15.08,20.35,-0.11,44.93,234.34,27.68,5.09,30.62139305
3523,(주)현대공업,170030,201412,201312,,0,0,0,제조업,1,29.27640254,19.22568314,17.22891624,14.0,2.535905323,12.75,16.65,-0.42,57.76,189.61,24.63,5.77,37.85799822
3524,(주)현대공업,170030,201512,201312,,0,0,0,제조업,1,15.83568475,22.53569829,9.748470922,6.43,-1.152632668,12.79,13.53,-0.15,60.84,188.12,22.49,5.05,39.80275382
3525,(주)현대공업,170030,201612,201312,,0,0,0,제조업,1,15.50115641,15.22843857,7.663506017,-10.99,13.58006853,11.29,13.28,-0.13,66.93,198.97,33.8,8.18,38.04101795
3526,(주)현대공업,170030,202012,201312,,0,0,0,제조업,1,15.11434366,11.49525738,25.87144026,-0.61,277.1528473,7.3,8.3,-0.18,76.46,247.93,17.38,4.1,40.19041198
3527,(주)현대그린푸드,5440,201312,198908,,0,0,0,도매 및 소매업,1,6.928543948,7.54949456,13.2478164,13.52,-11.58901287,4.92,3.67,-0.65,39.29,235.92,11.24,3.18,69.49865103
3528,(주)현대그린푸드,5440,201412,198908,,0,0,0,도매 및 소매업,1,-2.035546767,-2.862901826,11.51933187,4.08,14.48424894,5.15,4.11,-0.56,45.9,232.4,11.57,2.95,70.3785727
3529,(주)현대그린푸드,5440,201512,198908,,0,0,0,도매 및 소매업,1,3.777851039,6.234438268,7.472607672,6.9,12.45157618,4.77,4.58,-0.53,48.25,224.68,11.96,2.75,71.94013026
3530,(주)현대그린푸드,5440,201612,198908,,0,0,0,도매 및 소매업,1,11.64839032,9.482609624,19.35799778,-0.07,19.64156728,5.09,5.09,-0.37,51.86,226.43,19.79,4.51,72.05844516
3531,(주)현대그린푸드,5440,202012,198908,,0,0,0,도매 및 소매업,1,3.434599206,3.487173484,3.653570186,1.15,-12.5880049,2.7,2.6,-0.34,60.49,201.55,19.62,5.32,77.41117114
3532,(주)현대리바트,79430,201312,200511,,0,0,0,제조업,1,1.753284531,2.428588514,9.832364672,1.88,300.473113,2.2,3.89,-0.11,77.86,162.99,11.36,2.86,64.37253424
3533,(주)현대리바트,79430,201412,200511,,0,0,0,제조업,1,3.768031034,13.45784836,15.92058869,-15.54,166.6673918,7.95,10.09,-0.17,82.03,179.98,17.12,3.36,44.22282441
3534,(주)현대리바트,79430,201512,200511,,0,0,0,제조업,1,9.854675592,12.26262655,7.986714222,-2.18,17.96739209,7.96,11.14,-0.12,86.0,192.06,14.83,2.85,43.34800498
3535,(주)현대리바트,79430,201612,200511,,0,0,0,제조업,1,10.71702768,12.88266505,5.968696744,7.67,4.484708478,8.3,10.55,-0.09,88.49,202.01,7.12,1.38,42.34924976
3536,(주)현대리바트,79430,202012,200511,,0,0,0,제조업,1,6.709080674,5.042384627,11.88266651,5.51,55.74777622,3.42,4.78,0.02,72.1,140.58,31.19,7.26,46.88612423
3537,(주)현대미포조선,10620,201312,198312,,0,0,0,제조업,1,32.43460452,-4.471496857,-9.727796215,4.17,-396.8111801,-2.98,-3.07,-0.66,0.5,109.17,-9.92,-11.04,163.5949843
3538,(주)현대미포조선,10620,201412,198312,,0,0,0,제조업,1,-1.603272602,-26.87745177,-0.460559176,3.45,-215.350703,-6.7,-8.55,-0.41,0.0,110.89,-1.52,-3.12,0.0
3539,(주)현대미포조선,10620,201512,198312,,0,0,0,제조업,1,-6.21747541,-6.736830477,17.26422323,-9.18,522.1526616,0.26,0.68,0.19,0.99,121.99,-5.28,-8.67,81.51292662
3540,(주)현대미포조선,10620,201612,198312,,0,0,0,제조업,1,-2.242994127,25.68906258,-9.304369139,-6.68,211.7017002,0.42,2.22,0.51,1.95,119.64,-4.9,-8.09,74.30852161
3541,(주)현대미포조선,10620,202012,198312,,0,0,0,제조업,1,6.460253259,0.574246229,-6.749599311,-0.9,-60.38684419,-0.35,1.05,0.05,0.0,157.79,7.45,3.29,89.26215257
3542,(주)현대바이오랜드,52260,201312,200105,,0,0,0,제조업,1,-3.082444972,6.70309455,-2.733679604,8.04,-14.439817,6.72,9.09,0.97,72.91,202.22,41.39,20.47,44.32713378
3543,(주)현대바이오랜드,52260,201412,200105,,0,0,0,제조업,1,0.442418451,6.593662173,8.388125493,9.3,21.99964354,7.4,11.24,0.62,74.27,570.79,51.61,19.23,46.04078424
3544,(주)현대바이오랜드,52260,201512,200105,,0,0,0,제조업,1,7.126041716,6.405613952,5.084196017,9.79,-11.5325012,7.27,9.58,0.16,75.47,268.65,37.72,14.71,48.05982037
3545,(주)현대바이오랜드,52260,201612,200105,,0,0,0,제조업,1,9.327016,7.155187572,20.89722216,15.5,13.19587813,7.74,10.01,-0.32,76.65,528.65,32.61,12.38,47.80225753
3546,(주)현대바이오랜드,52260,202012,200105,,0,0,0,제조업,1,-10.23399263,-11.87681768,-16.37842143,2.26,-161.2803044,-6.83,-4.47,1.06,76.38,160.99,20.14,11.42,154.138311
3547,(주)현대백화점,69960,201312,200211,,0,0,0,도매 및 소매업,1,3.715327587,9.564728252,0.905419712,8.39,-7.754586966,6.14,7.15,-0.52,69.34,89.15,18.94,25.37,24.46147064
3548,(주)현대백화점,69960,201412,200211,,0,0,0,도매 및 소매업,1,1.485796384,6.848940435,1.18181465,6.63,-7.521229066,5.16,6.45,-0.52,71.72,56.99,19.65,24.0,27.9832311
3549,(주)현대백화점,69960,201512,200211,,0,0,0,도매 및 소매업,1,8.390782897,6.384519238,6.772458167,31.59,-0.227915333,4.73,6.13,0.02,73.78,83.79,18.77,24.13,28.31432442
3550,(주)현대백화점,69960,201612,200211,,0,0,0,도매 및 소매업,1,6.921376116,6.939275758,10.55195898,0.12,5.605999317,5.04,6.01,0.31,75.76,86.76,18.52,23.01,26.99518779
3551,(주)현대백화점,69960,202012,200211,,0,0,0,도매 및 소매업,1,14.21913738,1.064512613,3.374438549,3.14,-53.51019998,1.29,1.66,0.62,81.9,87.25,8.67,14.01,41.80629654
3552,(주)현대에버다임,41440,201312,200311,,0,0,0,제조업,1,18.29104755,14.32729479,29.83188651,9.71,8.171040233,6.86,8.15,0.54,14.42,155.37,0.47,0.21,49.10196812
3553,(주)현대에버다임,41440,201412,200311,,0,0,0,제조업,1,15.49049895,3.908842391,6.199101478,8.59,1.753208632,4.57,7.1,0.42,10.7,145.32,-4.09,-2.22,51.11917599
3554,(주)현대에버다임,41440,201512,200311,,0,0,0,제조업,1,-8.321383409,7.899090156,3.699916183,-2.88,-13.92302625,4.07,5.95,0.4,10.48,166.82,11.61,4.76,54.73796332
3555,(주)현대에버다임,41440,201612,200311,,0,0,0,제조업,1,-8.069441322,10.84509931,2.908428193,0.99,44.52791536,6.38,9.36,0.09,9.67,202.81,46.12,13.0,54.62057238
3556,(주)현대에버다임,41440,202012,200311,,0,0,0,제조업,1,-10.88094103,-3.24751049,5.982916348,-4.0,-6.054174442,-2.68,1.09,-0.23,-7.45,276.32,25.31,6.35,109.4153671
3557,(주)현대이지웰,90850,201312,201312,,0,0,0,정보통신업,0,25.77793296,49.96914507,20.69011876,0.0,7.496315534,9.96,12.74,-0.78,49.37,149.14,30.03,16.51,57.76413857
3558,(주)현대이지웰,90850,201412,201312,,0,0,0,정보통신업,0,18.80162891,-8.22953387,4.261324533,13.0,4.089371111,8.36,10.88,-0.92,67.84,116.19,25.37,20.65,62.27700054
3559,(주)현대이지웰,90850,201512,201312,,0,0,0,정보통신업,0,20.75981754,17.50660852,20.52120368,16.81,-7.297782021,5.23,7.69,-0.44,66.95,116.31,20.79,17.31,67.5525493
3560,(주)현대이지웰,90850,201612,201312,,0,0,0,정보통신업,0,-1.673005977,-10.09334181,27.83906476,1.89,-86.79626355,-0.56,1.02,-0.19,71.46,94.35,13.51,9.21,91.08966603
3561,(주)현대이지웰,90850,202012,201312,,0,0,0,정보통신업,0,51.08729216,69.65032703,5.917147098,3.18,41.49338669,6.94,11.75,0.03,54.73,155.93,24.67,21.11,52.08627494
3562,(주)현대퓨처넷,126560,201312,201012,,0,0,0,정보통신업,0,4.615071555,8.489643095,9.825479609,10.81,-15.52545466,9.16,9.23,-1.63,7.41,329.24,127.28,29.22,18.27703689
3563,(주)현대퓨처넷,126560,201412,201012,,0,0,0,정보통신업,0,4.926794511,7.477377629,1.249397427,3.66,2.943569008,7.44,9.07,-1.66,9.27,433.39,127.32,29.22,23.03657779
3564,(주)현대퓨처넷,126560,201512,201012,,0,0,0,정보통신업,0,1.713464388,4.069288688,-4.905825217,-4.71,-20.11987566,5.91,7.02,-1.67,10.49,637.73,127.32,29.22,23.61039038
3565,(주)현대퓨처넷,126560,201612,201012,,0,0,0,정보통신업,0,5.96504254,5.335190499,0.31488061,42.07,8.530710089,6.79,7.33,-1.54,7.77,639.16,127.32,29.22,23.53927175
3566,(주)현대퓨처넷,126560,202012,201012,,0,0,0,정보통신업,0,22.26098328,5.98334266,5.164678996,-28.87,-46.39181724,-4.47,2.42,-0.17,17.4,355.16,24.62,16.69,43.12499042
3567,(주)현대홈쇼핑,57050,201312,201009,,0,0,0,도매 및 소매업,1,9.391182984,18.51970302,5.177431615,9.02,-5.272186692,14.29,10.59,-2.59,70.99,276.57,37.05,12.68,10.75360448
3568,(주)현대홈쇼핑,57050,201412,201009,,0,0,0,도매 및 소매업,1,8.482078646,9.55284075,8.505136045,15.37,0.251794001,9.92,9.74,-2.33,75.08,304.13,33.31,10.93,13.86627208
3569,(주)현대홈쇼핑,57050,201512,201009,,0,0,0,도매 및 소매업,1,7.489779909,7.214787098,3.236211176,4.3,-27.95435494,6.67,6.28,-2.39,73.82,301.78,27.49,9.5,22.06498159
3570,(주)현대홈쇼핑,57050,201612,201009,,0,0,0,도매 및 소매업,1,14.20040409,7.256351937,8.19837938,6.68,6.428682439,7.25,6.24,-1.95,76.06,232.12,20.44,9.44,20.56840112
3571,(주)현대홈쇼핑,57050,202012,201009,,0,0,0,도매 및 소매업,1,7.559017533,3.805554269,3.867542133,-1.94,18.82696869,4.34,5.96,-0.23,80.74,148.0,14.7,6.17,46.43181598
3572,(주)협진,138360,201312,201311,,0,0,0,제조업,1,28.09278726,51.07811509,-15.48119524,0.0,-22.20272007,11.83,11.9,-1.6,11.99,1083.24,93.02,15.9,31.57958768
