,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본순이익률,총자본정상영업이익률,금융비용부담률,사내유보 대 자기자본비율,유동비율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,노동소득분배율
1281,(주)시공테크,20710,201412,199908,,0,0,0,"전문, 과학 및 기술 서비스업",0,9.934240926,7.835297194,-0.142286575,-16.13,522.1526616,6.56,3.89,-1.3,56.13,226.15,19.03,6.55,63.02886109
1282,(주)시공테크,20710,201512,199908,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.978962303,1.396558226,-4.642853987,0.77,-103.0180179,0.98,-0.11,-1.1,55.87,239.68,11.11,3.67,92.22441461
1283,(주)시공테크,20710,201612,199908,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.468623341,-7.281837501,11.90782933,34.35,-417.5185649,-6.17,-7.82,-1.5,52.84,189.79,1.7,0.66,158.8887003
1284,(주)시공테크,20710,202012,199908,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.075632423,4.143722224,-13.41350014,-0.53,-39.76620066,3.37,3.11,-1.88,61.63,156.72,32.02,13.12,74.4098765
1285,(주)시노펙스,25320,201312,199504,,0,0,0,제조업,1,-3.431916753,9.982179505,-18.93595285,6.43,173.6731112,1.44,3.36,0.91,-34.78,96.96,3.84,1.29,63.58080145
1286,(주)시노펙스,25320,201412,199504,,0,0,0,제조업,1,-9.90042884,-2.126723169,-8.483563242,-28.87,-61.86282453,-1.93,1.37,0.6,-6.59,121.75,7.79,2.45,79.81533899
1287,(주)시노펙스,25320,201512,199504,,0,1,1,제조업,1,-19.85291941,-26.87745177,-37.25156403,-28.87,-417.5185649,-16.92,-9.98,1.07,10.13,94.97,12.85,4.86,163.5949843
1288,(주)시디즈,134790,201312,201101,,0,1,1,제조업,1,-19.85291941,-10.91447938,-37.25156403,-28.87,-127.279294,-0.9,-3.1,-2.61,18.94,1083.24,65.26,4.32,142.9132793
1289,(주)시큐브,131090,201312,201112,,0,0,0,정보통신업,0,-1.273920727,3.816305271,-14.66067979,14.29,-60.96027458,5.44,4.48,-0.91,64.42,256.83,27.52,14.24,68.39249746
1290,(주)시큐브,131090,201412,201112,,0,0,0,정보통신업,0,-10.90147028,-2.629565715,-8.838671146,6.82,-130.5457674,1.62,-1.46,-1.42,68.41,314.58,41.4,16.42,83.92400038
1291,(주)시큐브,131090,201512,201112,,0,0,0,정보통신업,0,4.398182206,0.808936087,-6.97603694,2.13,125.1471627,5.08,6.01,-1.18,70.36,313.79,45.25,22.38,71.43608881
1292,(주)시큐브,131090,201612,201112,,0,0,0,정보통신업,0,5.853520118,5.562148921,2.281543151,2.08,34.59198133,4.46,7.48,-0.85,70.8,324.09,48.63,25.09,72.6065683
1293,(주)시큐브,131090,202012,201112,,0,0,0,정보통신업,0,0.774472836,6.835157055,-19.22778486,-7.69,-16.56207655,6.75,11.24,-0.71,80.4,787.44,127.32,29.22,69.63895971
1294,(주)시티랩스,139050,201312,201107,,0,0,0,정보통신업,0,7.043885717,-0.380441544,11.06353238,-1.44,-93.17476515,1.4,0.49,-0.65,40.13,221.95,9.16,1.7,94.2427681
1295,(주)시티랩스,139050,201412,201107,,0,0,0,정보통신업,0,10.05091405,7.990717687,38.65711076,-25.37,522.1526616,4.95,5.4,-0.58,44.04,213.51,27.35,4.23,83.41462364
1296,(주)시티랩스,139050,201512,201107,,0,0,0,정보통신업,0,20.79973925,-3.059857799,-32.73756543,8.5,-154.6602114,-1.85,-2.55,-0.32,42.44,137.0,12.44,5.13,111.0541781
1297,(주)시티랩스,139050,201612,201107,,1,0,1,정보통신업,0,5.962120063,14.58576409,-15.68724247,-22.89,5.944304082,-6.04,-2.13,-0.06,30.59,170.92,-1.93,-0.89,136.1788928
1298,(주)신도리코,29530,201312,199612,,0,0,0,제조업,1,-5.17544298,-3.558516863,-30.52242452,1.9,-43.30269678,2.68,3.01,-2.61,7.29,1005.94,63.99,11.66,67.87793214
1299,(주)신도리코,29530,201412,199612,,0,0,0,제조업,1,-0.450724119,-0.450968291,-9.009690109,-2.33,-83.73468336,1.87,0.5,-2.61,4.38,892.7,35.06,6.99,78.81262214
1300,(주)신도리코,29530,201512,199612,,0,0,0,제조업,1,1.491669243,0.036245152,4.263112539,-2.26,41.59897461,1.01,0.71,-2.27,3.34,737.68,10.02,2.18,77.01640362
1301,(주)신도리코,29530,201612,199612,,0,0,0,제조업,1,0.313740319,2.553346348,1.354676218,-0.73,148.5351405,3.42,1.75,-1.83,3.9,904.04,38.65,6.93,63.6134473
1302,(주)신세계,4170,201312,198508,,0,0,0,도매 및 소매업,1,7.627100389,7.84095645,6.310521507,15.08,29.55415046,2.69,4.24,2.56,5.34,51.85,6.35,10.82,27.26497006
1303,(주)신세계,4170,201412,198508,,0,0,0,도매 및 소매업,1,5.752972038,6.734816219,2.075246318,2.36,-10.75206491,2.41,3.54,2.57,5.38,51.85,7.48,13.09,31.78441269
1304,(주)신세계,4170,201512,198508,,0,0,0,도매 및 소매업,1,-0.167405916,13.78041745,2.87598134,-1.04,-4.137066306,5.47,3.31,1.57,13.59,51.85,8.52,12.82,23.9560169
1305,(주)신세계,4170,201612,198508,,0,0,0,도매 및 소매업,1,25.71769403,15.56425222,14.95720259,-2.06,-4.095287944,3.62,2.81,1.26,4.9,51.85,5.87,10.47,28.80300231
1306,(주)신세계,4170,202012,198508,,0,0,0,도매 및 소매업,1,-1.915565099,-8.302171271,-25.41268958,-2.42,-81.08518263,-0.54,0.69,2.28,5.73,51.85,8.7,14.07,44.15361756
1307,(주)신세계아이앤씨,35510,201312,200605,,0,0,0,정보통신업,0,2.495778747,7.922885682,-19.29583858,-9.15,-6.606034753,6.65,9.14,-1.17,7.99,384.35,56.2,9.79,66.40145591
1308,(주)신세계아이앤씨,35510,201412,200605,,0,0,0,정보통신업,0,7.210246071,5.483640235,-4.887692446,-1.14,-11.85794983,6.0,7.68,-1.2,6.41,365.17,37.0,7.7,65.80583257
1309,(주)신세계아이앤씨,35510,201512,200605,,0,0,0,정보통신업,0,4.013446973,2.916897479,14.48399158,6.15,-29.22161849,3.2,5.15,-0.85,3.81,294.75,29.99,5.87,73.89659122
1310,(주)신세계아이앤씨,35510,201612,200605,,0,0,0,정보통신업,0,1.650129966,-0.355936546,13.49855309,2.36,-20.51849868,1.16,3.98,-0.49,1.43,267.27,37.38,6.97,68.36276297
1311,(주)신세계아이앤씨,35510,202012,200605,,0,0,0,정보통신업,0,-2.101208125,6.070464308,5.321492818,6.46,62.2724729,17.6,10.47,-0.09,32.54,226.03,24.11,3.63,39.75996357
1312,(주)신세계인터내셔날,31430,201312,201107,,0,0,0,도매 및 소매업,1,21.60013833,6.664654764,1.630393935,16.65,-28.36641886,4.57,3.21,0.13,62.56,102.9,12.84,5.1,42.11684945
1313,(주)신세계인터내셔날,31430,201412,201107,,0,0,0,도매 및 소매업,1,17.51297174,3.084766,13.54237878,2.34,-28.20102375,2.34,1.93,0.44,62.62,97.52,2.5,1.2,46.39052132
1314,(주)신세계인터내셔날,31430,201512,201107,,0,0,0,도매 및 소매업,1,2.975062297,3.35923686,10.23663996,-3.69,25.60754565,2.33,2.21,0.6,63.18,102.57,5.52,2.47,45.72022375
1315,(주)신세계인터내셔날,31430,201612,201107,,0,0,0,도매 및 소매업,1,5.686275425,2.951004934,1.58006254,12.0,35.61483773,1.86,2.88,0.7,63.97,110.67,10.39,4.96,45.6823255
1316,(주)신세계인터내셔날,31430,202012,201107,,0,0,0,도매 및 소매업,1,1.645427448,6.99476074,-6.982569179,6.86,-60.03839846,4.48,2.97,0.67,72.81,142.17,20.5,7.83,46.04316957
1317,(주)신세계푸드,31440,201312,201004,,0,0,0,숙박 및 음식점업,1,8.500527779,7.868876491,0.035199644,42.07,-33.99633946,7.01,8.22,-0.17,8.51,227.16,58.53,5.49,60.9111666
1318,(주)신세계푸드,31440,201412,201004,,0,0,0,숙박 및 음식점업,1,33.41153642,30.33010678,-9.595744596,42.07,-63.98503006,1.26,2.44,-0.22,1.25,152.3,47.64,7.09,76.55144571
1319,(주)신세계푸드,31440,201512,201004,,0,0,0,숙박 및 음식점업,1,31.5803344,0.58520605,38.99006984,19.33,7.005240845,1.33,1.73,0.02,1.86,151.48,5.86,1.4,79.38868744
1320,(주)신세계푸드,31440,201612,201004,,0,0,0,숙박 및 음식점업,1,10.51171275,3.494971997,17.94241758,18.34,144.8798761,2.7,4.04,0.15,4.47,127.89,6.56,1.59,76.81339809
1321,(주)신세계푸드,31440,202012,201004,,0,0,0,숙박 및 음식점업,1,20.99414281,-10.09859716,-6.048875431,-8.13,-65.07031783,-2.71,0.96,0.6,1.15,100.14,7.81,3.8,81.9457948
1322,(주)신영와코루,5800,201512,197612,,0,0,0,제조업,1,4.62642122,4.446093407,-4.048552002,0.0,66.34867716,3.57,1.89,-0.58,4.62,660.5,58.11,10.99,67.3641185
1323,(주)신영와코루,5800,201612,197612,,0,0,0,제조업,1,5.288415054,5.7913546,0.189017884,-4.8,-47.42977259,5.31,0.97,-0.91,6.76,701.29,32.16,6.13,58.28835451
1324,(주)신영와코루,5800,202012,197612,,0,0,0,제조업,1,7.210202022,0.890306611,-0.044970422,-16.32,139.444687,0.82,0.14,-1.04,1.66,391.86,10.43,3.3,73.86601467
1325,(주)신원,9270,201312,198808,,0,0,0,제조업,1,-0.27613868,-4.94654134,1.95200338,1.42,522.1526616,-1.65,1.94,1.16,77.85,137.42,-4.46,-1.93,88.91093721
1326,(주)신원,9270,201412,198808,,0,0,0,제조업,1,-0.211050891,2.179508999,3.025250052,4.03,85.40687142,0.79,3.6,1.18,77.92,121.49,4.64,1.91,74.88412742
1327,(주)신원,9270,201512,198808,,0,0,0,제조업,1,0.768280172,5.09827843,5.254187117,5.89,21.12353836,1.55,4.35,1.21,76.78,153.16,10.75,4.12,77.07025313
1328,(주)신원,9270,201612,198808,,0,0,0,제조업,1,0.219947365,-2.953295071,0.097528001,2.23,-19.71003355,-1.34,3.48,1.04,74.58,147.24,10.2,4.01,89.75281149
1329,(주)신원,9270,202012,198808,,0,0,0,제조업,1,0.585899929,-7.921914913,2.87886151,-8.45,-96.64904061,-2.28,0.07,0.58,58.78,201.04,7.3,2.32,96.76696872
1330,(주)신진에스엠,138070,201312,201111,,0,0,0,제조업,1,3.66079137,4.025628036,5.586382932,10.3,-32.99870618,6.84,7.47,0.24,70.67,294.55,38.86,12.52,44.08263909
1331,(주)신진에스엠,138070,201412,201111,,0,0,0,제조업,1,39.11323791,16.87993187,17.11841732,0.55,15.89108282,6.67,7.12,0.29,72.75,250.35,18.5,11.85,46.95868475
1332,(주)신진에스엠,138070,201512,201111,,0,0,0,제조업,1,5.154979455,3.607919775,20.11245633,8.2,4.087830235,4.11,6.21,0.69,75.46,227.56,12.81,7.41,52.44785729
1333,(주)신진에스엠,138070,201612,201111,,0,0,0,제조업,1,-5.706208742,-1.501303613,-13.32438017,-12.12,-64.63018892,0.44,2.2,0.95,74.6,233.88,15.17,8.68,58.26597502
1334,(주)신진에스엠,138070,202012,201111,,0,0,0,제조업,1,-5.201391396,-6.480150827,-6.462411997,-1.18,-105.2068023,-0.97,-0.13,1.33,78.28,233.7,13.74,12.37,70.88400247
1335,(주)신화다이나믹스,1770,201312,198811,,0,0,0,제조업,1,-12.7699627,-5.857561293,-17.21280202,0.0,-123.6113535,-2.29,-0.94,1.78,0.85,135.18,7.75,4.39,103.9672935
1336,(주)신화다이나믹스,1770,201412,198811,,0,0,0,제조업,1,-8.686738754,0.268120868,-19.52045682,-1.18,155.63082,0.65,1.89,1.75,1.07,149.37,4.74,2.8,57.48469183
1337,(주)신화다이나믹스,1770,201512,198811,,0,0,0,제조업,1,-6.427306771,4.23156766,-7.739565571,1.19,78.64178056,2.68,3.66,1.34,5.03,167.57,17.01,8.97,50.25590363
1338,(주)신화다이나믹스,1770,201612,198811,,0,0,0,제조업,1,0.819682287,-0.180220063,22.62853111,-2.35,-76.99811776,0.83,0.87,0.86,1.19,168.31,17.11,7.51,70.93924427
1339,(주)신화다이나믹스,1770,202012,198811,,0,0,0,제조업,1,-1.694261808,1.29884147,4.337735917,5.95,-81.53415705,0.76,0.29,0.3,1.39,182.81,8.68,3.32,78.05978352
1340,(주)신화콘텍,187270,201412,201408,,0,0,0,제조업,1,49.6661287,102.2875763,-0.560011503,0.0,0.617363217,15.56,19.52,0.6,47.16,224.85,44.3,13.97,28.66223543
1341,(주)신화콘텍,187270,201512,201408,,0,0,0,제조업,1,11.89017513,-2.08083491,-36.1839167,-16.54,-111.9953572,-1.01,-1.84,1.18,46.77,138.57,19.51,13.7,54.77932492
1342,(주)신화콘텍,187270,201612,201408,,0,0,0,제조업,1,19.14142691,7.27561048,3.177253178,-15.32,218.8646132,0.58,1.34,1.76,45.14,145.75,11.35,10.57,43.26768945
1343,(주)신흥,4080,201312,199102,,0,0,0,도매 및 소매업,1,-8.31733769,0.788659452,-19.24232144,-4.57,99.22050226,1.0,2.0,1.32,33.12,138.65,4.88,2.03,66.98620142
1344,(주)신흥,4080,201412,199102,,0,0,0,도매 및 소매업,1,-4.52308405,6.491416868,0.496294248,-2.69,124.5386291,5.3,4.81,0.68,37.89,165.98,18.58,6.06,59.06459112
1345,(주)신흥,4080,201512,199102,,0,0,0,도매 및 소매업,1,10.97307622,2.288966188,0.978414644,-1.23,7.132742263,2.21,5.0,0.69,40.91,114.38,12.95,5.39,68.14378949
1346,(주)신흥,4080,201612,199102,,0,0,0,도매 및 소매업,1,-3.986244865,-0.193469775,-0.819574505,1.87,-35.10553167,0.8,3.15,0.74,42.12,123.94,11.55,4.35,75.42970663
1347,(주)신흥,4080,202012,199102,,0,0,0,도매 및 소매업,1,-0.355565066,4.488751471,-5.171137202,-6.01,5.328156786,8.49,2.16,0.15,41.72,121.4,12.62,5.87,47.26680161
1348,(주)실리콘화일,82930,201312,200804,41782.0,0,0,0,제조업,1,7.328164689,31.33945338,4.386463357,10.49,197.9025153,14.7,15.03,-0.51,19.24,200.75,51.02,10.99,45.42807436
1349,(주)심텍,222800,201612,201508,,0,0,0,제조업,1,9.635479447,15.68198387,79.59517381,0.0,106.6354446,4.87,6.69,1.04,79.19,60.51,9.35,4.98,58.32496671
1350,(주)심텍,222800,202012,201508,,0,0,0,제조업,1,-7.163256141,78.48875712,20.11498596,-1.88,119.9789531,6.97,11.08,0.89,38.21,56.78,18.7,7.65,58.03157899
1351,(주)심텍홀딩스,36710,201312,200001,,0,0,0,제조업,1,12.39866622,-17.65924388,-16.65684816,6.02,-171.5845853,-5.15,-6.24,1.62,31.14,51.85,10.44,7.83,90.49347849
1352,(주)심텍홀딩스,36710,201412,200001,,0,0,0,제조업,1,8.636888063,6.462702443,26.14299518,7.24,344.3105978,0.29,2.31,1.72,27.59,62.42,8.32,5.42,64.77973849
1353,(주)심텍홀딩스,36710,201512,200001,,0,0,0,제조업,1,-4.71117884,4.026195771,-37.25156403,-28.87,-83.43101884,17.6,0.38,0.51,91.0,51.85,19.5,29.22,51.68222934
1354,(주)심텍홀딩스,36710,201612,200001,,0,0,0,제조업,1,7.251852815,8.829759212,79.59517381,-28.57,522.1526616,3.43,5.15,1.04,91.0,60.85,15.35,8.19,64.06075318
1355,(주)심텍홀딩스,36710,202012,200001,,0,0,0,제조업,1,-6.607458105,72.67140439,20.13015072,0.0,119.3666825,6.39,10.56,0.94,59.49,58.78,18.1,7.36,58.4112437
1356,(주)심팩메탈,90730,201312,200810,43298.0,0,0,0,제조업,1,5.586322801,3.878505491,-8.840307748,2.48,-31.1715439,2.67,3.74,-0.42,64.06,104.45,9.17,6.07,42.33725888
1357,(주)심팩메탈,90730,201412,200810,43298.0,0,0,0,제조업,1,-7.587316007,0.825005197,-4.058842606,-7.88,-46.3181144,1.48,2.03,0.92,65.64,189.66,13.26,7.26,46.41563477
1358,(주)심팩메탈,90730,201512,200810,43298.0,0,0,0,제조업,1,-5.920692076,-2.714829021,-16.59467327,3.29,-108.8438902,-1.04,-0.19,0.83,66.39,182.76,23.35,13.44,62.0303652
1359,(주)심팩메탈,90730,201612,200810,43298.0,0,0,0,제조업,1,-0.341272556,3.03161691,-0.699570262,24.2,108.6086788,2.95,2.55,0.56,66.44,189.71,19.24,10.3,44.57218565
1360,(주)싸이맥스,160980,201512,201506,,0,0,0,제조업,1,74.29506522,94.84521496,1.327987097,0.0,-31.74344918,2.21,5.6,-0.52,47.72,471.42,49.98,17.99,64.95077614
1361,(주)싸이맥스,160980,201612,201506,,0,0,0,제조업,1,27.29497494,8.212311604,31.990668,28.71,84.76388778,7.85,9.1,-0.82,53.88,260.89,12.71,6.11,37.90600619
1362,(주)싸이맥스,160980,202012,201506,,0,0,0,제조업,1,26.596934,22.61475181,79.59517381,5.82,522.1526616,13.48,13.48,-0.32,57.48,194.22,22.2,7.82,28.22775675
1363,(주)쌍방울,102280,201312,200806,,0,0,0,제조업,1,10.60400969,-2.110618447,-14.21757583,-10.62,-104.5763132,-1.51,-0.19,1.0,29.88,217.89,0.18,0.08,86.7468567
1364,(주)쌍방울,102280,201412,200806,,1,0,1,제조업,1,3.681134042,2.669122359,2.040307184,2.72,188.3204349,-0.92,0.2,1.0,28.38,219.87,-3.65,-1.63,85.78015407
1365,(주)썬코어,51170,201312,200110,43174.0,0,0,0,제조업,1,4.006912967,-3.018819521,-6.618216666,6.71,-417.5185649,-0.86,-1.97,3.28,-23.73,137.82,-4.44,-4.4,77.69914449
1366,(주)썬코어,51170,201412,200110,43174.0,0,0,0,제조업,1,-12.46326332,-13.70201445,-4.993461797,-8.57,-72.95376688,-4.71,-3.56,3.96,-27.27,147.32,-4.69,-4.33,113.6895758
1367,(주)썬코어,51170,201512,200110,43174.0,0,0,0,제조업,1,74.29506522,47.20013405,18.06620659,-12.5,-390.3342887,-16.8,-9.98,3.52,-38.53,79.72,-0.11,-0.18,163.5949843
1368,(주)썬코어,51170,201612,200110,43174.0,0,0,0,제조업,1,-19.85291941,-26.87745177,-7.006440742,-12.86,-81.4299008,-16.92,-9.98,4.47,-62.5,51.85,-2.27,-3.29,0.0
1369,(주)썬테크놀로지스,122800,201312,201011,43873.0,0,0,0,제조업,1,2.789118082,-13.09537769,-5.812364014,0.0,-417.5185649,-4.34,-4.21,0.29,65.34,153.96,16.49,14.36,96.33432216
1370,(주)썬테크놀로지스,122800,201412,201011,43873.0,0,0,0,제조업,1,-7.370583028,-2.398278533,-8.608349527,-2.11,332.9907758,1.45,1.85,1.56,70.08,168.29,16.98,14.21,63.19536826
1371,(주)썬테크놀로지스,122800,201512,201011,43873.0,0,0,0,제조업,1,21.59028776,44.43174693,23.67927498,8.6,233.4746683,3.97,5.28,0.97,54.78,184.74,13.2,8.69,56.44099867
1372,(주)썬테크놀로지스,122800,201612,201011,43873.0,0,0,0,제조업,1,10.57591023,-16.09409448,0.904223344,10.89,-47.05495449,-16.92,2.66,4.47,25.97,154.49,7.39,7.37,163.5949843
1373,(주)쎄니트,37760,201312,200004,,0,0,0,제조업,1,25.5463069,36.94174412,8.070784707,6.32,73.72804453,2.78,4.87,1.25,2.01,77.44,4.63,3.76,55.97276973
1374,(주)쎄니트,37760,201412,200004,,0,0,0,제조업,1,18.29809634,12.39598952,4.140328604,42.07,57.92022167,4.68,6.33,1.51,4.97,65.98,7.86,7.5,46.80525432
1375,(주)쎄니트,37760,201512,200004,,0,0,0,제조업,1,14.8749297,31.09684968,38.50035167,25.57,45.87492899,7.07,7.93,1.32,12.45,101.27,9.53,6.86,47.3421588
1376,(주)쎄니트,37760,201612,200004,,0,0,0,제조업,1,18.92759845,17.84659727,18.45059499,10.86,10.7657197,5.12,7.5,1.28,14.12,103.99,7.43,5.41,43.41619521
1377,(주)쎄니트,37760,202012,200004,,0,0,0,제조업,1,11.13747619,4.567989537,-14.42053183,-28.87,-117.6870003,5.28,-0.61,0.59,19.38,103.73,1.1,1.08,41.03731771
1378,(주)쎄트렉아이,99320,201312,200806,,0,0,0,제조업,1,16.32127162,5.415045915,-12.34878242,4.32,-29.89687078,6.18,6.39,-0.17,62.81,409.89,61.23,23.11,63.36438916
1379,(주)쎄트렉아이,99320,201412,200806,,0,0,0,제조업,1,-0.17809912,3.214596547,-17.4804252,1.78,-33.19132061,3.26,3.98,-0.3,64.42,563.51,72.92,29.21,67.84885789
1380,(주)쎄트렉아이,99320,201512,200806,,0,0,0,제조업,1,7.531892633,7.995851473,16.94544493,-2.33,111.1747514,7.68,8.09,-0.02,67.08,496.86,13.25,4.79,53.48507853
1381,(주)쎄트렉아이,99320,201612,200806,,0,0,0,제조업,1,16.9740437,4.742719792,12.21149069,16.67,-31.60678524,4.95,4.92,0.35,70.39,219.68,11.85,6.5,66.26912023
1382,(주)쎄트렉아이,99320,202012,200806,,0,0,0,제조업,1,11.61232824,14.4590011,27.05348616,18.03,47.69283968,11.64,13.4,-0.12,81.43,236.62,68.14,25.74,48.92135302
1383,(주)쎌바이오텍,49960,201312,200212,,0,0,0,제조업,1,15.86439062,18.20158684,22.05026113,10.0,43.71420186,17.6,20.35,-1.26,69.88,785.04,127.32,23.98,39.55034364
1384,(주)쎌바이오텍,49960,201412,200212,,0,0,0,제조업,1,23.35420254,21.62578317,29.02073257,14.77,37.41582361,17.6,20.35,-1.21,75.69,745.29,127.32,23.17,37.66723908
1385,(주)쎌바이오텍,49960,201512,200212,,0,0,0,제조업,1,30.1431774,31.31498189,21.43059964,13.86,45.35482779,17.6,20.35,-1.0,81.12,878.62,127.32,28.42,29.92358263
1386,(주)쎌바이오텍,49960,201612,200212,,0,0,0,제조업,1,20.75740895,22.391241,17.71821181,6.96,14.93804937,17.6,20.35,-1.09,84.06,1083.24,127.32,29.22,32.47403748
1387,(주)쎌바이오텍,49960,202012,200212,,0,0,0,제조업,1,-2.772069972,-3.491926099,-0.821202446,-12.14,-36.71501153,2.99,3.43,-1.43,91.0,1083.24,127.32,21.71,72.08288399
1388,(주)쏠리드,50890,201312,200507,,0,0,0,제조업,1,9.04896734,30.392091,13.50382967,5.06,52.31298957,7.59,10.27,1.11,54.17,108.1,5.61,3.92,37.09339511
1389,(주)쏠리드,50890,201412,200507,,0,0,0,제조업,1,-0.067987449,28.04410747,16.57785315,21.08,-12.54410712,7.38,8.61,0.96,54.14,119.33,7.43,3.69,39.59289688
1390,(주)쏠리드,50890,201512,200507,,0,0,0,제조업,1,53.18165357,0.26259115,-5.289959157,-1.0,-73.09200541,0.4,1.83,0.82,55.91,75.12,3.4,3.62,56.5189983
1391,(주)쏠리드,50890,201612,200507,,0,0,0,제조업,1,15.32302747,-18.3147114,53.44882317,2.51,-417.5185649,-16.92,-9.98,2.5,12.1,70.62,-7.54,-6.86,163.1470698
1392,(주)씨그널엔터테인먼트그룹,99830,201312,201101,43224.0,0,0,0,정보통신업,0,6.2519944,10.05873528,-17.12142291,-28.87,-305.6991761,-4.19,-3.54,1.97,0.0,137.55,6.98,4.17,135.0229057
1393,(주)씨그널엔터테인먼트그룹,99830,201412,201101,43224.0,1,0,1,정보통신업,0,54.42688891,23.67830685,-37.25156403,-23.3,-198.164642,-7.94,-6.63,-2.61,-14.55,98.71,-10.41,-11.04,0.0
1394,(주)씨씨에스충북방송,66790,201312,200305,,0,0,0,정보통신업,0,-19.85291941,-11.91617822,-10.40988389,2.86,-348.5776649,-3.66,-2.34,3.81,-11.01,154.47,-9.36,-9.43,62.00059059
1395,(주)씨씨에스충북방송,66790,201412,200305,,0,0,0,정보통신업,0,0.465014933,0.474500943,-9.127199404,-2.78,-45.64428598,-6.58,-4.73,-0.43,-18.07,157.45,-16.38,-11.04,87.95795343
1396,(주)씨씨에스충북방송,66790,201512,200305,,0,0,0,정보통신업,0,-11.10324107,-1.081347307,-8.83558684,0.0,69.97612616,-4.63,-1.5,0.43,-22.07,181.07,-1.18,-1.11,73.73801203
1397,(주)씨씨에스충북방송,66790,201612,200305,,0,0,0,정보통신업,0,-19.85291941,-4.59000966,-14.92118684,14.29,-38.20872001,-4.07,-2.48,2.21,-29.33,107.92,18.58,10.33,44.82891217
1398,(주)씨씨에스충북방송,66790,202012,200305,,0,0,0,정보통신업,0,5.628342481,8.379398856,-5.157747035,-2.78,-156.5467535,-8.62,-1.02,0.91,-22.9,227.71,42.24,18.63,57.11633107
1399,(주)씨앤에스자산관리,32040,201312,199701,43384.0,0,0,0,임대업,1,74.29506522,-11.10471711,34.78074463,18.69,15.76104205,0.36,4.84,-0.03,13.4,51.85,-1.45,-1.17,96.96473905
1400,(주)씨앤에스자산관리,32040,201412,199701,43384.0,0,0,0,임대업,1,71.75796632,-22.22655358,12.36523819,9.33,-114.0861046,-4.05,-0.38,-0.03,8.45,51.85,7.77,11.82,104.3223018
1401,(주)씨앤에스자산관리,32040,201512,199701,43384.0,1,0,1,임대업,1,4.287675685,42.30049997,25.80944354,1.91,522.1526616,-3.42,0.06,2.37,-1.79,51.85,10.29,12.24,94.49871889
1402,(주)씨에스에이코스믹,83660,201312,200607,,0,0,0,제조업,1,-16.58282606,-1.769803704,-36.0011114,-18.68,53.53220703,-5.66,-4.01,2.42,-62.5,133.36,11.67,5.63,88.18304288
1403,(주)씨에스에이코스믹,83660,201412,200607,,0,0,0,제조업,1,-18.34574038,-8.178488957,-9.784386619,-12.16,40.34902123,-4.22,-2.89,1.75,-62.5,143.71,6.27,2.44,108.8828184
1404,(주)씨에스에이코스믹,83660,201512,200607,,0,0,0,제조업,1,74.29506522,102.2875763,7.430794809,12.31,199.6750078,1.14,1.65,2.07,-54.11,181.41,5.81,6.16,76.77984365
1405,(주)씨에스에이코스믹,83660,201612,200607,,0,0,0,제조업,1,-6.224822072,34.26262588,72.45544273,42.07,-417.5185649,-11.79,-9.98,2.35,-56.46,294.33,-16.38,-6.05,163.5949843
1406,(주)씨엔플러스,115530,201312,201111,,0,0,0,제조업,1,-10.64054954,-0.451298549,-22.30914158,2.07,-112.0899726,0.06,-0.71,0.21,52.74,100.65,18.67,9.11,65.82656404
1407,(주)씨엔플러스,115530,201412,201111,,1,0,1,제조업,1,-3.307650015,-26.87745177,-19.86512267,-21.32,-417.5185649,-16.92,-9.98,1.25,28.67,62.79,1.96,1.8,163.5949843
1408,(주)씨유메디칼시스템,115480,201312,201112,,0,0,0,제조업,1,42.9993214,13.87188244,9.372997128,-5.33,-97.75264156,0.34,0.11,2.43,44.46,378.78,-16.38,-11.04,88.27908741
1409,(주)씨유메디칼시스템,115480,201412,201112,,0,0,0,제조업,1,-4.983014476,-10.29532691,4.339193103,-12.68,-417.5185649,-6.18,-0.74,2.97,40.15,177.88,-2.54,-2.56,111.9202623
1410,(주)씨유메디칼시스템,115480,201512,201112,,0,0,0,제조업,1,9.289026675,10.93508076,3.970889809,-8.87,142.0132998,1.8,1.73,2.54,42.73,261.76,7.62,7.9,66.97024453
1411,(주)씨유메디칼시스템,115480,201612,201112,,0,0,0,제조업,1,-4.759331006,3.617795499,79.59517381,42.07,-50.33240321,-2.7,0.84,1.26,35.83,197.73,7.45,3.0,93.08224603
1412,(주)씨유메디칼시스템,115480,202012,201112,,1,0,1,제조업,1,-19.85291941,-17.41308779,-37.25156403,0.0,-210.8096563,-16.92,-2.6,4.47,-49.82,155.02,4.61,5.82,0.0
1413,(주)씨제이이엔엠,35760,201312,199911,,0,0,0,정보통신업,0,26.65034553,24.8855592,26.18212481,2.12,-0.904169137,6.14,9.52,0.84,91.0,84.19,14.64,10.84,34.81303187
1414,(주)씨제이이엔엠,35760,201412,199911,,0,0,0,정보통신업,0,4.049545975,8.317168959,3.636839862,6.67,-9.204834079,3.42,7.58,1.11,77.33,88.45,20.18,14.62,36.17248946
