,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본순이익률,총자본정상영업이익률,자기자본정상영업이익률,금융비용부담률,사내유보 대 자기자본비율,당좌비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,종업원1인당부가가치율_계산
2703,(주)인콘,83640,201212,200512,,0,0,0,제조업,1,-23.50025581,-2.107439863,13.47248975,48.62,-37.1339708,3.69,4.02,5.86,0.01,67.18,163.65,12.53,47.41,8.85,67.55985714
2704,(주)인콘,83640,201712,200512,,0,0,0,제조업,1,35.93220456,2.16987283,21.84919924,-9.45,161.7542396,1.56,2.07,2.64,-0.65,54.16,209.03,9.95,11.75,5.86,56.63782609
2705,(주)인콘,83640,201812,200512,,0,0,0,제조업,1,38.92119013,6.237190951,-6.763283334,9.57,-255.7159697,-1.44,-2.34,-3.95,2.23,47.79,110.92,-0.99,4.92,5.54,36.84912698
2706,(주)인콘,83640,201912,200512,,1,0,1,제조업,1,-9.4188206,10.11440429,-25.03712276,-15.08,-20.78807089,-20.27,-2.55,-4.4,6.45,19.77,116.42,-0.87,-3.65,-3.78,-11.21514019
2707,(주)인터로조,119610,201112,201007,,0,0,0,제조업,1,30.00213045,20.07236335,39.03358619,13.99,27.95372946,16.52,20.21,23.54,-1.22,58.75,318.44,101.7944444,48.98,16.03,90.31141104
2708,(주)인터로조,119610,201212,201007,,0,0,0,제조업,1,27.39790954,20.60612421,22.79425575,48.62,14.30383928,16.29,17.99,22.38,-0.25,65.61,209.19,47.68,46.05,19.67,76.60730612
2709,(주)인터로조,119610,201712,201007,,0,0,0,제조업,1,10.6571642,12.94196336,9.366244665,0.61,3.978141776,17.1,20.79,25.11,-0.22,90.15,351.85,340.27,82.49,16.39,102.8970683
2710,(주)인터로조,119610,201812,201007,,0,0,0,제조업,1,23.35632586,18.46125907,-1.476172599,9.64,-29.33183454,11.04,12.95,15.31,-0.26,85.24,327.73,205.66,41.36,12.9,86.75807692
2711,(주)인터로조,119610,201912,201007,,0,0,0,제조업,1,24.02465863,8.396161993,16.54376796,2.2,32.07192816,10.73,13.83,17.9,0.49,89.11,194.6,26.92,32.94,17.67,100.1465412
2712,(주)인터파크,108790,201712,201402,44028.0,0,0,0,도매 및 소매업,1,12.72159625,2.537523224,3.443606253,48.62,76.80560119,1.78,3.31,9.89,0.09,32.75,90.14,12.11,2.92,2.17,67.40771772
2713,(주)인터파크,108790,201812,201402,44028.0,0,0,0,도매 및 소매업,1,7.141950444,-7.020164444,9.52956093,-7.58,-73.18061996,-1.4,0.81,2.71,-0.03,26.12,89.68,2.87,11.03,8.51,65.71155158
2714,(주)인터파크,108790,201912,201402,44028.0,0,0,0,도매 및 소매업,1,-5.08668121,-5.483868626,-3.638657576,5.28,268.248404,0.26,2.96,10.66,0.07,26.33,87.0,7.38,14.19,10.79,69.73948302
2715,(주)인터플렉스,51370,201112,200301,,0,0,0,제조업,1,66.52946585,62.85178903,23.50853037,16.69,30.20100886,7.18,9.32,19.28,0.28,40.51,97.3,9.73,9.04,4.22,123.6642351
2716,(주)인터플렉스,51370,201212,200301,,0,0,0,제조업,1,77.94725748,19.96193815,47.83451051,48.62,15.20959673,7.96,6.81,16.9,0.46,50.76,73.71,8.66,1.89,1.42,112.2208649
2717,(주)인텍플러스,64290,201112,201101,,0,0,0,제조업,1,-2.129150698,16.56077622,-13.71738442,4.62,-34.53481892,11.87,11.95,20.0,-0.74,50.77,290.39,16.83,51.03,23.34,94.64529412
2718,(주)인텍플러스,64290,201212,201101,,0,0,0,제조업,1,22.88192933,7.708426037,-7.110880275,14.71,-38.50536266,6.78,6.66,10.58,-0.78,52.41,241.53,6.55,20.99,15.97,80.32487179
2719,(주)인텔리안테크놀로지스,189300,201712,201610,,0,0,0,제조업,1,10.65189028,1.74827099,7.62530881,13.72,-4.945959296,3.3,6.79,10.99,0.11,44.82,157.99,19.97,-2.15,-1.13,76.0377821
2720,(주)인텔리안테크놀로지스,189300,201812,201610,,0,0,0,제조업,1,19.14566988,15.5586368,31.1563507,8.17,46.76971986,7.77,8.66,14.83,0.56,49.39,267.91,12.29,9.59,4.8,113.9184532
2721,(주)인텔리안테크놀로지스,189300,201912,201610,,0,0,0,제조업,1,6.111414078,5.203468693,7.435331358,16.19,-30.71625458,5.37,5.35,9.34,0.73,46.28,202.02,6.27,27.42,13.71,85.59417957
2722,(주)인팩,23810,201112,200409,,0,0,0,제조업,1,21.55817201,16.67956171,-12.31456021,1.8,-35.63845854,9.09,8.92,20.28,0.07,67.54,90.69,22.1,24.34,9.88,71.51212389
2723,(주)인팩,23810,201212,200409,,0,0,0,제조업,1,9.493611851,10.39292941,11.84465986,4.72,-3.165217778,6.57,7.66,17.42,0.45,62.64,94.36,9.92,18.26,7.21,62.8135493
2724,(주)인팩,23810,201712,200409,,0,0,0,제조업,1,38.2392612,5.251162718,2.038870064,-1.52,-122.6058902,-0.85,-1.02,-2.18,0.29,84.44,66.73,-2.75,4.36,2.98,75.0325
2725,(주)인팩,23810,201812,200409,,0,0,0,제조업,1,2.159129425,2.443569722,46.73120006,-7.47,176.3421209,0.81,1.14,2.75,0.58,86.19,58.61,1.43,0.78,0.37,71.89
2726,(주)인팩,23810,201912,200409,,0,0,0,제조업,1,3.488702094,-6.716847929,2.971344785,-3.62,-113.6434312,-1.68,-0.15,-0.38,0.67,0.0,51.5,-0.16,5.6,2.86,62.1666763
2727,(주)인포마크,175140,201712,201509,,0,0,0,제조업,1,65.38789558,-22.66119913,-11.38746205,-3.88,-417.4685753,-9.73,-9.25,-25.24,1.37,-2.96,53.71,-8.19,-5.2,-5.0,34.84555556
2728,(주)인포마크,175140,201812,201509,,1,0,1,제조업,1,-25.32298956,-2.516482735,85.69002802,7.07,88.24192098,-0.79,-1.29,-3.85,1.1,4.28,50.38,-0.57,-3.9,-1.0,125.6632075
2729,(주)인포바인,115310,201112,201002,,0,0,0,정보통신업,0,12.72667274,12.82775852,9.088413515,23.4,9.747651793,18.05,20.79,28.06,-3.09,73.56,933.26,3543.84,114.34,27.93,235.2824138
2730,(주)인포바인,115310,201212,201002,,0,0,0,정보통신업,0,12.69449472,13.04138945,7.164362395,13.79,2.954770993,18.05,20.79,25.56,-3.09,82.84,933.26,3543.84,114.34,27.93,217.4145455
2731,(주)인포바인,115310,201712,201002,,0,0,0,정보통신업,0,1.629043843,1.387699859,8.148867764,-3.03,0.31144344,13.92,16.46,17.28,-3.09,90.73,933.26,2199.94,114.34,27.93,278.7434375
2732,(주)인포바인,115310,201812,201002,,0,0,0,정보통신업,0,6.884388848,7.697281893,-10.68320536,-3.13,-11.35022527,12.15,13.99,14.65,-3.09,90.73,933.26,3543.84,114.34,27.93,218.9122581
2733,(주)인포바인,115310,201912,201002,,0,0,0,정보통신업,0,10.22559407,7.906796717,-4.888919915,19.35,-14.36515014,10.43,11.03,11.64,-3.09,90.73,933.26,372.71,114.34,27.93,208.0990541
2734,(주)인포피아,36220,201112,200706,42499.0,0,0,0,제조업,1,4.252746561,18.39369372,5.736397044,22.34,-38.41373559,4.98,8.89,11.68,1.14,48.69,226.95,10.75,48.71,14.94,71.53145228
2735,(주)인포피아,36220,201212,200706,42499.0,0,0,0,제조업,1,17.20708063,3.516886194,6.900155628,0.0,-110.0169658,-5.19,-0.82,-1.07,0.25,40.27,597.38,-2.82,23.74,12.06,37.99012448
2736,(주)인피니트헬스케어,71200,201112,201005,,0,0,0,정보통신업,0,47.22249688,1.704536678,85.69002802,18.15,-133.8218636,-3.16,-2.14,-4.02,0.62,22.66,123.69,-1.85,4.29,2.14,52.08010239
2737,(주)인피니트헬스케어,71200,201212,201005,,0,0,0,정보통신업,0,-13.55201012,-12.11868691,2.967219713,15.7,-154.9215436,-7.14,-5.36,-10.98,0.63,12.89,111.39,-5.34,8.28,3.42,33.11020649
2738,(주)인피니트헬스케어,71200,201712,201005,,0,0,0,정보통신업,0,-0.255497052,1.511141261,1.785331981,2.12,-16.4736811,1.65,6.13,7.91,-0.16,41.22,369.35,26.92,31.04,8.41,56.25114187
2739,(주)인피니트헬스케어,71200,201812,201005,,0,0,0,정보통신업,0,2.589714773,9.023227018,-11.62339173,-7.27,-57.57923288,5.29,2.57,3.19,-1.25,43.92,482.97,23.37,41.89,10.21,71.70037313
2740,(주)인피니트헬스케어,71200,201912,201005,,0,0,0,정보통신업,0,15.24501476,9.569889388,15.47328787,1.12,200.7257556,7.29,7.09,8.77,-0.96,48.4,353.44,49.0,48.02,14.51,77.59878229
2741,(주)일신바이오베이스,68330,201112,200712,,0,0,0,제조업,1,17.33765639,3.890223445,-36.28866761,5.97,-64.16866026,3.24,3.81,4.95,0.15,65.77,147.58,8.62,22.47,18.51,50.71915493
2742,(주)일신바이오베이스,68330,201212,200712,,0,0,0,제조업,1,1.596125154,7.996334566,35.59493058,-14.08,104.3875887,5.64,7.19,9.58,0.56,66.69,226.63,13.64,11.83,6.08,71.75885246
2743,(주)일신바이오베이스,68330,201712,200712,,0,0,0,제조업,1,2.211467853,5.896069304,-3.894839345,4.08,-22.1824395,4.75,6.15,6.9,-0.81,66.05,571.04,155.2066667,71.16,19.96,93.80627451
2744,(주)일신바이오베이스,68330,201812,200712,,0,0,0,제조업,1,2.699281099,0.138147262,19.83385365,-21.57,29.70497679,6.96,7.78,8.7,-1.02,74.0,436.64,155.2066667,76.16,22.73,160.80125
2745,(주)일신바이오베이스,68330,201912,200712,,0,0,0,제조업,1,15.41977888,12.99321402,27.64462379,20.0,71.71529482,11.15,12.25,14.01,-1.08,76.64,412.29,155.2066667,84.81,26.55,166.3514583
2746,(주)일신석재,7110,201112,198603,,0,0,0,도매 및 소매업,1,2.398826313,-2.328443244,27.78569611,-6.67,-13.56111069,0.88,1.64,2.31,0.51,30.99,268.69,3.04,-1.06,-0.44,68.94916667
2747,(주)일신석재,7110,201212,198603,,0,0,0,도매 및 소매업,1,-3.758357977,0.701859105,-31.85866973,-10.71,-17.14756216,1.05,1.35,1.89,0.67,1.92,401.92,2.9,-2.33,-1.22,77.94466667
2748,(주)일야,58450,201112,200201,,0,0,0,제조업,1,-5.261841474,-13.07039801,-10.87429428,2.52,-449.4588517,-8.93,-9.98,-16.85,-0.2,63.73,90.55,-21.15,4.21,0.98,28.38655738
2749,(주)일야,58450,201212,200201,,0,0,0,제조업,1,-4.205863639,-36.05506906,-22.36264226,-0.82,-55.73020494,-20.27,-11.54,-25.24,0.37,46.77,79.5,-17.29,-19.02,-8.28,5.168512397
2750,(주)일야,58450,201712,200201,,0,1,1,제조업,1,-18.83505474,-18.78344537,-39.06662204,48.62,-220.2335591,-13.0,-8.44,-13.32,0.03,42.59,79.83,-21.15,1.31,0.37,25.59614035
2751,(주)일지테크,19540,201112,199211,,0,0,0,제조업,1,70.31413998,20.35407194,25.52829258,23.05,1.282529047,3.98,5.87,12.68,0.75,26.48,154.91,6.18,2.9,3.08,70.10761329
2752,(주)일지테크,19540,201212,199211,,0,0,0,제조업,1,55.93261192,10.79336457,66.75115337,16.01,25.42654061,4.22,4.68,14.39,2.64,37.58,90.0,2.24,-9.14,-10.77,124.7177344
2753,(주)일지테크,19540,201712,199211,,0,0,0,제조업,1,-12.53274623,2.535026038,-23.92576226,6.05,-96.53439381,2.09,0.24,0.73,2.22,15.03,46.65,0.15,19.9,18.02,142.9769022
2754,(주)일지테크,19540,201812,199211,,1,0,1,제조업,1,-5.298328555,-3.794275129,-12.49008185,11.41,61.9375797,-0.97,0.42,1.19,2.32,12.11,36.35,0.27,25.03,24.32,135.6710976
2755,(주)일진파워,94820,201112,200711,,0,0,0,건설업,1,15.42586655,10.24262495,-5.002316392,20.05,692.7769383,4.89,6.8,11.29,0.36,66.38,105.98,14.02,-9.03,-3.02,64.42256167
2756,(주)일진파워,94820,201212,200711,,0,0,0,건설업,1,10.24200686,-5.040382223,6.425961478,4.93,-59.54601009,0.49,2.48,4.54,0.97,66.02,128.21,1.93,-4.07,-1.69,57.88048825
2757,(주)일진파워,94820,201712,200711,,0,0,0,건설업,1,0.788224923,19.40466458,6.039441516,6.73,116.6359886,12.68,15.43,24.82,0.1,74.37,201.62,63.46,58.86,15.76,87.16306306
2758,(주)일진파워,94820,201812,200711,,0,0,0,건설업,1,17.1294517,14.63835178,11.96950396,4.5,7.256236504,12.62,15.19,22.79,-0.17,77.25,199.08,467.98,36.7,10.73,95.56692529
2759,(주)일진파워,94820,201912,200711,,0,0,0,건설업,1,9.499099793,7.431397772,15.97096004,0.14,-24.65519631,8.3,10.12,15.5,-0.11,78.28,195.82,217.6,31.66,9.06,95.27503587
2760,(주)잇츠한불,226320,201712,201512,,0,0,0,제조업,1,52.47439827,38.12924873,-8.078885378,48.62,-38.09959886,9.02,9.74,11.21,-1.63,6.27,422.44,44.04,26.9,10.19,169.3091398
2761,(주)잇츠한불,226320,201812,201512,,0,0,0,제조업,1,-4.771407425,1.162205898,-12.86549261,3.58,-56.1055917,3.38,3.63,4.22,-2.7,5.24,674.59,3543.84,26.85,7.63,96.47290657
2762,(주)잇츠한불,226320,201912,201512,,0,0,0,제조업,1,0.715532791,0.201328104,-4.513151289,-21.8,-45.10324082,1.38,2.03,2.3,-2.51,3.88,628.76,10.28,18.57,5.79,61.62575221
2763,(주)잉크테크,49550,201112,200202,,0,0,0,제조업,1,6.207702827,-13.65931282,9.254544728,9.76,-449.4588517,-10.42,-8.18,-20.9,3.45,29.21,35.28,-3.46,-1.15,-1.17,9.55825
2764,(주)잉크테크,49550,201212,200202,,0,0,0,제조업,1,15.19308379,22.55350144,39.29466695,3.06,232.3070382,1.85,5.66,15.65,3.79,31.66,62.15,1.78,-5.19,-4.21,58.80886792
2765,(주)자연과환경,43910,201112,200511,,1,1,1,"수도, 하수 및 폐기물 처리, 원료 재생업",0,-8.844224487,-30.83677447,23.17004539,-17.28,-449.4588517,-20.27,-11.54,-25.24,5.26,-112.34,99.53,-7.76,-12.87,-13.51,-88.28790698
2766,(주)자유투어,46840,201112,200107,41395.0,0,1,1,임대업,1,-4.052808131,-36.05506906,-24.62542373,-0.47,-288.8511656,-20.27,-11.54,-25.24,4.29,-112.34,36.99,-3.35,1.7,3.35,-88.28790698
2767,(주)장원테크,174880,201712,201607,,0,0,0,제조업,1,-10.94094127,-10.0465988,-12.43946364,-31.65,-44.72458764,-3.31,2.98,4.72,0.83,48.6,89.52,3.55,24.57,9.04,6.294444444
2768,(주)장원테크,174880,201812,201607,,0,0,0,제조업,1,14.9374466,16.46955894,33.41578861,17.95,309.8260259,9.58,12.06,18.88,0.55,55.42,102.1,15.93,24.4,7.56,113.0722464
2769,(주)장원테크,174880,201912,201607,,0,0,0,제조업,1,62.99483992,1.307781946,-19.80273302,-3.62,-133.7581834,-3.7,-2.9,-5.88,0.84,50.5,33.38,-1.99,8.81,9.32,63.62007519
2770,(주)정상제이엘에스,40420,201112,200008,,0,0,0,교육 서비스업,0,7.14517139,14.03263564,-7.004227704,-8.04,-25.13463199,12.99,20.4,24.92,-1.18,48.34,271.61,3543.84,114.34,18.16,96.60673004
2771,(주)정상제이엘에스,40420,201212,200008,,0,0,0,교육 서비스업,0,2.70715171,2.602273481,-4.755297214,0.38,-29.10680329,12.93,14.91,17.65,-1.12,48.63,279.14,3543.84,96.13,12.81,94.16443182
2772,(주)정상제이엘에스,40420,201712,200008,,0,0,0,교육 서비스업,0,2.570101064,4.012607307,1.129465715,0.79,19.1392289,10.06,12.63,16.39,0.0,47.98,141.87,54.17,54.46,11.98,105.1489764
2773,(주)정상제이엘에스,40420,201812,200008,,0,0,0,교육 서비스업,0,4.110816996,-3.93540623,3.228225718,4.72,5.301819034,4.21,12.87,17.26,-0.09,46.45,79.03,53.7,53.52,15.05,79.69612782
2774,(주)정상제이엘에스,40420,201912,200008,,0,0,0,교육 서비스업,0,28.3712152,3.497559935,7.438545358,48.62,23.02695048,7.79,13.59,21.3,0.23,48.48,64.17,28.38,28.69,14.36,71.962
2775,(주)정원엔시스,45510,201112,200009,,0,1,1,정보통신업,0,-16.22934096,-2.064393015,-23.37017837,-21.23,692.7769383,-2.66,0.75,3.07,1.1,-112.34,74.81,0.29,12.66,3.82,60.41311377
2776,(주)제넨바이오,72520,201112,200410,,0,0,0,도매 및 소매업,1,33.22956709,36.041666,85.69002802,0.75,264.7721688,3.69,4.37,9.22,1.12,60.09,94.27,2.09,-5.01,-2.02,38.88944858
2777,(주)제넨바이오,72520,201212,200410,,0,0,0,도매 및 소매업,1,8.332797132,2.450603853,41.44352235,23.25,43.7283225,1.56,5.59,12.6,0.87,59.98,83.05,2.87,15.49,4.99,31.2880532
2778,(주)제노레이,122310,201812,201805,,0,0,0,제조업,1,54.87912392,85.09425998,26.51713456,0.0,76.6552401,18.05,20.79,31.64,0.27,52.08,265.32,31.84,42.19,10.09,120.4514286
2779,(주)제노레이,122310,201912,201805,,0,0,0,제조업,1,34.35524728,32.49244437,15.66251021,15.43,33.85710818,18.05,20.79,28.06,-0.1,58.73,254.97,60.31,46.34,13.48,132.9679703
2780,(주)제닉,123330,201112,201108,,0,0,0,제조업,1,80.33282474,102.2831019,28.5556342,0.0,8.911846785,18.05,20.79,35.13,-0.25,42.38,251.6,87.76,101.52,11.94,166.7628244
2781,(주)제닉,123330,201212,201108,,0,0,0,제조업,1,2.167101319,13.90854759,-18.48979668,9.92,-46.67779905,9.45,11.84,13.45,-0.82,48.76,419.59,420.56,59.85,5.02,115.2726389
2782,(주)제닉,123330,201712,201108,,0,0,0,제조업,1,-8.055773619,-12.36510761,-27.85549756,48.62,-254.5764447,-7.66,-8.5,-14.26,1.49,49.93,71.68,-6.31,-2.76,-1.67,21.07073446
2783,(주)제닉,123330,201812,201108,,1,0,1,제조업,1,-21.49273773,-28.25037839,6.703646892,-9.89,-37.70569538,-18.38,-11.54,-24.48,1.38,40.17,81.9,-11.16,-18.9,-9.41,17.30956113
2784,(주)제우스,79370,201112,200602,,0,0,0,제조업,1,-0.367594763,13.65045711,4.466292173,4.43,-3.99971015,6.28,8.53,16.67,0.29,52.3,131.89,13.55,-9.3,-3.0,71.22123142
2785,(주)제우스,79370,201212,200602,,0,0,0,제조업,1,-12.39477063,-0.370206831,-39.06662204,-6.79,-81.56181008,1.77,1.68,2.91,0.15,52.82,145.79,3.23,22.58,8.97,50.71546697
2786,(주)제우스,79370,201712,200602,,0,0,0,제조업,1,16.19750735,7.16523633,23.46969113,12.58,37.43038418,6.0,10.51,18.6,0.06,69.66,97.27,31.0,8.59,3.69,81.57241176
2787,(주)제우스,79370,201812,200602,,0,0,0,제조업,1,19.07548475,16.81352956,26.31051922,13.14,21.44822716,8.39,10.84,20.14,0.12,74.26,91.69,24.49,-2.17,-0.9,104.1317851
2788,(주)제우스,79370,201912,200602,,0,0,0,제조업,1,-5.225216813,6.623108713,-28.68306425,3.47,-54.65343235,3.62,4.64,8.2,0.25,75.59,99.11,10.07,-0.61,-0.29,72.56229481
2789,(주)제이브이엠,54950,201112,200606,,0,0,0,제조업,1,-25.32298956,23.09632295,33.67362156,14.74,109.2724407,5.55,9.05,32.63,2.56,10.3,76.21,4.91,-16.64,-15.79,93.18382263
2790,(주)제이브이엠,54950,201212,200606,,0,0,0,제조업,1,-12.43559223,14.49660849,3.086858212,1.53,-29.79785092,3.45,8.19,19.47,1.83,16.68,78.78,4.31,-6.5,-7.09,94.04641566
2791,(주)제이브이엠,54950,201712,200606,,0,0,0,제조업,1,-2.377347812,8.002939017,8.178386548,-2.39,26.73542652,6.57,10.74,16.07,0.05,54.08,100.55,41.47,32.08,15.5,110.3769113
2792,(주)제이브이엠,54950,201812,200606,,0,0,0,제조업,1,2.502562214,1.670590502,-2.392710749,-2.75,-29.04976318,4.67,7.62,10.89,-0.42,57.36,106.6,90.86,35.38,18.29,92.84974843
2793,(주)제이브이엠,54950,201912,200606,,0,0,0,제조업,1,1.90986457,0.35907124,6.280867237,0.63,-21.32479618,3.25,5.86,8.48,-0.59,60.42,104.28,66.94,34.05,17.46,89.114125
2794,(주)제이스텍,90470,201112,200701,,0,0,0,제조업,1,2.428419692,14.434457,-11.29175828,48.62,-35.00608269,9.98,12.8,18.3,-0.08,72.96,173.62,77.64,60.87,13.92,66.99311404
2795,(주)제이스텍,90470,201212,200701,,0,1,1,제조업,1,3.178344577,20.80207222,-21.34635888,-2.19,10.47208669,10.47,13.88,17.33,-0.15,66.08,375.46,114.39,33.43,5.24,73.6558296
2796,(주)제이에스코퍼레이션,194370,201712,201602,,0,0,0,제조업,1,-4.215097522,0.661662435,25.33551725,24.26,22.19731611,2.96,7.78,9.72,-0.22,50.83,279.5,64.54,-10.04,-1.45,96.90609467
2797,(주)제이에스코퍼레이션,194370,201812,201602,,0,0,0,제조업,1,-0.518207456,-0.74638664,-12.97049175,-13.61,-70.45048743,3.09,2.36,2.87,-0.51,51.26,258.51,27.69,9.04,1.5,131.8428082
2798,(주)제이에스코퍼레이션,194370,201912,201602,,0,0,0,제조업,1,6.419593307,1.066305273,23.0668394,9.59,147.8970419,4.2,5.68,7.11,-0.21,53.02,191.31,31.13,30.49,5.39,164.7956875
2799,(주)제이에스티나,26040,201112,199912,,0,0,0,제조업,1,16.07781728,13.02877971,8.644637442,0.68,-30.85715245,5.17,6.62,13.11,0.24,49.3,101.43,4.83,5.64,2.58,77.91464646
2800,(주)제이에스티나,26040,201212,199912,,0,0,0,제조업,1,7.69442237,19.7864325,28.55564144,4.04,31.35137325,8.15,8.1,14.93,0.19,53.54,107.9,7.09,8.76,2.96,90.89627832
2801,(주)제이에스티나,26040,201712,199912,,0,0,0,제조업,1,-12.03283461,-9.268645545,-17.79920694,-31.65,-100.6116416,-3.09,-0.04,-0.06,0.26,58.05,119.26,-0.08,17.17,4.64,45.13087619
2802,(주)제이에스티나,26040,201812,199912,,1,0,1,제조업,1,4.90727524,-0.797678759,-9.001400556,1.71,-449.4588517,0.22,-0.76,-1.19,0.17,60.17,105.86,-1.53,16.65,5.73,58.70406367
2803,(주)제이와이피엔터테인먼트,35900,201212,200108,,0,0,0,정보통신업,0,6.712463204,-23.41659596,47.1830331,0.0,-449.4588517,-20.27,-11.54,-25.24,-0.97,-112.34,339.0,-21.15,-22.84,-15.79,-87.26390625
2804,(주)제이와이피엔터테인먼트,35900,201712,200108,,0,0,0,정보통신업,0,43.72859212,27.92094649,38.8301597,27.64,40.9128117,15.52,18.45,25.47,-0.39,28.51,162.94,219.0216667,55.0,20.8,201.673949
2805,(주)제이와이피엔터테인먼트,35900,201812,200108,,0,0,0,정보통신업,0,28.05951174,49.21576112,22.08417679,42.04,47.7121436,17.11,20.26,26.9,-0.28,37.02,263.06,219.0216667,78.9,19.83,182.5350673
2806,(주)제이와이피엔터테인먼트,35900,201912,200108,,0,0,0,정보통신업,0,30.43628381,26.86755811,24.52686099,-1.79,51.16726937,17.01,20.79,29.94,-0.92,47.02,267.83,884.29,80.61,23.59,271.7584475
2807,(주)제이웨이,58420,201112,200201,,1,1,1,정보통신업,0,-25.32298956,-1.240987421,-20.83152846,9.26,-139.1205996,-20.27,-11.54,-25.24,0.2,-112.34,103.92,-21.15,102.82,16.52,12.5179661
2808,(주)제이테크놀로지,35480,201112,199911,43811.0,1,0,1,"예술, 스포츠 및 여가관련 서비스업",0,-1.310794791,0.993878436,-13.07483586,-27.36,692.7769383,0.47,2.17,4.33,2.61,-19.63,143.34,0.82,0.55,0.28,79.73
2809,(주)제이티,89790,201112,200610,,0,0,0,제조업,1,17.55355036,36.5052577,5.462524361,-16.97,220.7133016,11.36,13.05,34.06,1.18,26.77,99.99,5.85,17.46,6.61,76.61392265
2810,(주)제이티,89790,201212,200610,,0,0,0,제조업,1,-25.32298956,13.79984603,6.54710827,-28.18,-28.60909605,3.62,10.26,19.58,-0.05,37.23,193.11,22.82,38.32,5.04,91.84653846
2811,(주)제일기획,30000,201112,199803,,0,0,0,"전문, 과학 및 기술 서비스업",0,31.50652687,8.673514204,30.76663289,14.06,5.695873771,5.92,6.72,15.65,-1.03,9.97,149.32,306.0,6.36,3.95,190.7923373
2812,(주)제일기획,30000,201212,199803,,0,0,0,"전문, 과학 및 기술 서비스업",0,10.16884495,-2.598402383,34.51531389,24.46,15.94832892,5.21,6.62,17.78,-0.69,9.0,134.51,367.5,9.1,4.99,152.1735816
2813,(주)제일기획,30000,201712,199803,,0,0,0,"전문, 과학 및 기술 서비스업",0,4.037386404,10.26729778,4.404914904,14.87,4.671672046,5.85,7.13,19.18,-0.13,13.48,147.44,52.74,5.08,2.08,171.5780506
2814,(주)제일기획,30000,201812,199803,,0,0,0,"전문, 과학 및 기술 서비스업",0,-2.958284016,4.299684344,3.04872576,3.57,15.69011319,5.98,8.21,20.71,-0.22,11.82,151.14,230.82,10.28,3.78,175.7763937
2815,(주)제일기획,30000,201912,199803,,0,0,0,"전문, 과학 및 기술 서비스업",0,3.714838137,7.171065543,-1.61615668,0.57,13.64818738,6.3,9.3,22.25,-0.11,14.82,158.36,36.49,16.36,6.2,184.0204429
2816,(주)제일바이오,52670,201112,200201,,0,0,0,제조업,1,13.04597557,2.358249557,53.65084655,11.54,139.2867614,3.32,2.83,3.4,-0.35,11.73,207.96,75.45,-18.06,-2.82,62.19758621
2817,(주)제일바이오,52670,201212,200201,,0,0,0,제조업,1,21.688946,5.958052989,44.03328626,17.24,67.49096128,4.8,4.03,5.46,-0.08,16.51,183.39,28.93,-8.84,-1.74,66.29205882
2818,(주)제일바이오,52670,201712,200201,,0,0,0,제조업,1,-13.92591488,-11.15680425,-21.87713092,0.0,34.50172513,2.22,3.12,3.43,-1.07,19.85,699.33,76.81,110.65,9.77,72.32098361
2819,(주)제일바이오,52670,201812,200201,,0,0,0,제조업,1,-1.670902989,-2.392867467,-0.63246104,-9.84,26.46974787,3.19,4.3,4.67,-1.23,24.58,638.14,152.88,93.36,8.89,85.48363636
2820,(주)제일바이오,52670,201912,200201,,0,0,0,제조업,1,7.165974268,6.518471333,-17.3448991,-7.27,-62.93301405,6.1,1.55,1.7,-1.17,29.2,728.38,440.39,109.08,14.38,110.5609804
2821,(주)제일테크노스,38010,201112,200001,,0,0,0,제조업,1,52.91306483,24.9840378,0.783673481,7.73,45.5145919,2.74,4.38,11.67,0.75,89.78,48.86,2.57,8.1,4.18,107.2788205
2822,(주)제일테크노스,38010,201212,200001,,0,0,0,제조업,1,7.517665573,5.234759535,12.5544424,-1.03,36.08629136,2.07,5.02,15.04,0.97,90.02,55.25,2.48,8.39,4.18,117.4263212
2823,(주)제일테크노스,38010,201712,200001,,0,0,0,제조업,1,6.230273997,5.936756136,5.829615693,-2.86,24.55502195,2.32,3.68,8.23,0.93,67.14,42.83,3.66,-0.68,-0.39,142.5157059
2824,(주)제일테크노스,38010,201812,200001,,0,0,0,제조업,1,1.449780335,5.390670604,5.021163816,8.82,58.09800709,3.34,5.61,12.32,0.91,69.36,44.64,5.7,10.3,5.5,150.5961622
2825,(주)제일테크노스,38010,201912,200001,,0,0,0,제조업,1,-0.659037417,2.718848518,3.894274672,3.78,-45.09935329,2.69,3.07,6.5,0.73,74.36,43.26,3.54,22.99,11.4,141.8039062
2826,(주)제주반도체,80220,201112,200502,,0,0,0,제조업,1,31.96831354,49.22205127,51.56278412,10.81,-10.98599616,18.05,20.79,25.22,-1.54,-19.04,718.7,433.55,114.34,21.52,496.03
2827,(주)제주반도체,80220,201212,200502,,0,1,1,제조업,1,-12.52390827,-11.98330668,-39.06662204,24.39,-119.5339325,-18.92,-5.12,-5.6,-3.09,-20.59,776.38,-21.15,90.01,14.43,-88.28790698
