회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,매출액증가율,정상영업손익증가율,총자본정상영업이익률,자기자본순이익률,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,순운전자본회전률
(주)부-스타,8470,201112,201102,,0,0,0,제조업,1,0.09696877471036507,0.0963796347912231,0.2861538461538462,0.15234374999999997,0.7943548387096775,0.05318291700241741,0.17741935483870983
(주)부-스타,8470,201312,201102,,0,0,0,제조업,1,-0.1205515273848556,0.16538428759870408,0.2584615384615386,0.22851562500000006,0.8316052227342551,0.012355627182379822,0.06451612903225812
(주)부-스타,8470,201412,201102,,0,0,0,제조업,1,0.09945248308649218,-0.1940357646495557,0.06000000000000009,0.10937500000000001,0.44412442396313356,-0.1606231533709374,0.04838709677419359
(주)부-스타,8470,201512,201102,,0,0,0,제조업,1,0.12132763187967725,0.48084539230808554,0.31076923076923085,0.25878906249999994,0.7467357910906298,0.0359924791834542,0.19354838709677435
(주)부-스타,8470,201612,201102,,0,0,0,제조업,1,0.377322228778603,0.40204368204924484,0.5707692307692308,0.38769531249999994,1.0286098310291858,0.17566478646253017,0.41935483870967744
(주)부-스타,8470,201712,201102,,0,0,0,제조업,1,-0.5962662564828678,-0.5670877741537124,-0.07999999999999993,0.08789062500000003,0.24481566820276499,-0.26054257319366103,0.20967741935483888
(주)부-스타,8470,202012,201102,,0,0,0,제조업,1,0.006203784439355791,0.8843493381536613,0.2769230769230769,0.12500000000000003,0.4625576036866359,-0.22508729519204937,0.17741935483870983
(주)부방,14470,201112,199402,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.4087283403579556,0.10513776293891483,-0.04769230769230763,-0.07812499999999999,-0.23828725038402462,-0.4356701584743486,1.5322580645161292
(주)부방,14470,201312,199402,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.4270938555901913,0.7517518679879217,0.7200000000000001,0.603515625,0.7517281105990785,-0.051034112275047054,2.258064516129032
(주)부방,14470,201412,199402,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.06338488953334752,-0.15985810629564792,0.4892307692307693,0.31738281250000006,0.8081797235023043,-0.043513295729250626,2.258064516129032
(주)부방,14470,201512,199402,,0,0,0,"전문, 과학 및 기술 서비스업",0,-2.1002257945219567,-0.9465041419444715,-0.4892307692307692,2.1845703124999996,1.27784178187404,0.6516250335750738,0.33870967741935515
(주)부방,14470,201612,199402,,0,0,0,"전문, 과학 및 기술 서비스업",0,3.8711263783549237,3.233999510935115,0.026153846153846142,-0.15332031250000003,-0.11040706605222735,-0.3110394842868654,1.9032258064516132
(주)부방,14470,201712,199402,,0,0,0,"전문, 과학 및 기술 서비스업",0,2.1335717396918925,-1.5089953549391053,-0.903076923076923,-0.4560546875,0.24827188940092165,-0.22186408810099384,1.8709677419354842
(주)부방,14470,202012,199402,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.12499373421639373,1.0579290684978986,-0.6984615384615385,-0.9072265624999999,0.15917818740399384,-0.22723609991941982,1.9354838709677422
(주)뷰웍스,100120,201112,200904,,0,0,0,제조업,1,0.6038709226662267,-0.07051018180651564,1.5584615384615383,0.8505859375000001,3.40610599078341,0.7977437550362609,-0.16129032258064493
(주)뷰웍스,100120,201312,200904,,0,0,0,제조업,1,1.7966788989726068,0.7772668339709057,2.24,1.0234375,2.2559523809523814,1.0169218372280417,0.5161290322580646
(주)뷰웍스,100120,201412,200904,,0,0,0,제조업,1,0.1142151009141571,0.021418674817379954,1.8492307692307692,0.9619140625000001,2.7210061443932414,1.0470051034112275,0.35483870967741965
(주)뷰웍스,100120,201512,200904,,0,0,0,제조업,1,1.3197081551294847,0.41621347753953886,2.430769230769231,1.4169921874999998,3.5051843317972353,0.8063389739457426,0.6290322580645163
(주)뷰웍스,100120,201612,200904,,0,0,0,제조업,1,1.016165319583275,0.7211850622285816,2.5,2.12109375,3.148425499231951,1.0362610797743754,0.3064516129032261
