,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본정상영업이익률,금융비용부담률,사내유보 대 자기자본비율,유동비율,당좌비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,재고자산대순운전자본비율,종업원1인당부가가치율_계산,당좌자산회전률
2844,(주)심팩메탈,90730,201412,200810,43298.0,0,0,0,제조업,1,-7.587316007,0.825005197,-4.058842606,-7.88,-46.3181144,2.03,0.92,65.64,189.66,110.6,2.09,13.26,7.26,88.17265795,115.1238158,2.67
2845,(주)심팩메탈,90730,201512,200810,43298.0,0,0,0,제조업,1,-5.920692076,-2.714829021,-16.59467327,3.29,-108.8438902,-0.19,0.83,66.39,182.76,133.72,-0.24,23.35,13.44,59.2527094,80.83038217,2.13
2846,(주)심팩메탈,90730,201612,200810,43298.0,0,0,0,제조업,1,-0.341272556,3.03161691,-0.699570262,24.2,108.6086788,2.55,0.56,66.44,189.71,144.52,3.63,19.24,10.3,-45.19089371,138.4922051,2.1
2847,(주)심팩메탈,90730,201712,200810,43298.0,0,0,0,제조업,1,3.750481085,7.532502829,66.67122062,3.08,243.0824742,7.8,0.12,69.65,199.21,147.61,15.04,15.48,4.7,-51.60553872,207.0529851,2.81
2848,(주)싸이맥스,160980,201512,201506,,0,0,0,제조업,1,78.27578096,94.84521496,1.327987097,0.0,-31.74344918,5.6,-0.52,47.72,471.42,414.79,34.8,49.98,17.99,15.24599342,79.17910891,1.47
2849,(주)싸이맥스,160980,201612,201506,,0,0,0,제조업,1,27.29497494,8.212311604,31.990668,28.71,84.76388778,9.1,-0.82,53.88,260.89,192.06,22.03,12.71,6.11,42.7805129,112.8903846,1.97
2850,(주)싸이맥스,160980,201712,201506,,0,0,0,제조업,1,63.17325185,83.65317411,82.96258463,23.08,222.8003531,19.92,-0.35,46.97,175.4,127.25,56.76,7.13,2.0,63.85402742,212.4504375,3.72
2851,(주)싸이맥스,160980,201812,201506,,0,0,0,제조업,1,-7.164028904,5.018109757,-18.6647756,18.75,-34.12298584,10.98,-0.84,49.06,328.02,203.3,38.47,47.07,10.7,54.69686898,133.626,2.97
2852,(주)싸이맥스,160980,201912,201506,,0,0,0,제조업,1,9.654057208,-1.116878957,-37.45262275,-0.53,-87.38323006,1.37,-1.42,51.22,204.16,136.67,5.02,24.14,12.96,64.79294764,83.68248677,2.03
2853,(주)싸이맥스,160980,202012,201506,,0,0,0,제조업,1,26.596934,22.61475181,82.96258463,5.82,594.6717064,13.48,-0.32,57.48,194.22,143.17,44.24,22.2,7.82,54.17743346,205.35755,2.81
2854,(주)쌍방울,102280,201112,200806,,0,0,0,제조업,1,3.872401996,14.09389152,13.47382198,23.99,0.853455611,6.41,1.05,27.64,183.22,74.21,4.38,17.88,5.86,130.9893494,47.6302331,4.38
2855,(주)쌍방울,102280,201212,200806,,0,0,0,제조업,1,-3.845572485,3.646261387,-0.050886132,5.36,-33.72071912,4.3,0.92,30.19,217.96,82.85,2.82,11.14,3.13,114.5383902,43.33077434,4.95
2856,(주)쌍방울,102280,201312,200806,,0,0,0,제조업,1,10.60400969,-2.110618447,-14.21757583,-10.62,-104.5763132,-0.19,1.0,29.88,217.89,89.45,-0.12,0.18,0.08,108.952697,45.32042079,4.06
2857,(주)쌍방울,102280,201412,200806,,1,0,1,제조업,1,3.681134042,2.669122359,2.040307184,2.72,188.3204349,0.2,1.0,28.38,219.87,97.44,0.13,-3.65,-1.63,102.1329537,43.81168675,3.49
2858,(주)썬코어,51170,201112,200110,43174.0,0,0,0,제조업,1,54.85220497,63.6062705,36.0627747,7.33,594.6717064,0.31,1.48,-33.83,153.58,82.43,0.18,-17.44,-9.05,132.7901945,51.37304348,2.83
2859,(주)썬코어,51170,201212,200110,43174.0,0,0,0,제조업,1,23.29074777,-0.038341278,-3.547323306,1.86,74.71297396,0.43,2.8,-23.96,137.6,76.41,0.2,-5.16,-4.33,162.7386049,43.6279878,2.63
2860,(주)썬코어,51170,201312,200110,43174.0,0,0,0,제조업,1,4.006912967,-3.018819521,-6.618216666,6.71,-432.3986363,-1.97,3.28,-23.73,137.82,78.25,-0.86,-4.44,-4.4,157.5118872,55.04262857,2.23
2861,(주)썬코어,51170,201412,200110,43174.0,0,0,0,제조업,1,-12.46326332,-13.70201445,-4.993461797,-8.57,-72.95376688,-3.56,3.96,-27.27,147.32,81.1,-1.41,-4.69,-4.33,139.9486572,27.4450625,2.1
2862,(주)썬코어,51170,201512,200110,43174.0,0,0,0,제조업,1,78.27578096,47.20013405,18.06620659,-12.5,-390.3342887,-10.89,3.52,-38.53,79.72,55.74,-6.71,-0.11,-0.18,-118.2828123,2.4025,1.71
2863,(주)썬코어,51170,201612,200110,43174.0,0,0,0,제조업,1,-22.36308992,-31.51271657,-7.006440742,-12.86,-81.4299008,-10.89,4.63,-92.25,51.15,33.02,-10.52,-2.27,-3.29,-44.74421735,-75.62221774,1.67
2864,(주)썬테크놀로지스,122800,201112,201011,43873.0,0,0,0,제조업,1,25.74821683,12.68745205,3.354797864,0.0,-21.41495339,8.84,-0.45,62.87,395.23,201.31,100.67,25.21,6.7,-193.9233733,80.25416949,2.58
2865,(주)썬테크놀로지스,122800,201212,201011,43873.0,0,0,0,제조업,1,30.23066645,-2.63546786,-1.931658422,0.0,-84.86515616,1.1,0.29,65.17,209.66,115.2,3.68,13.66,8.99,-94.46073737,67.44681356,2.74
2866,(주)썬테크놀로지스,122800,201312,201011,43873.0,0,0,0,제조업,1,2.789118082,-13.09537769,-5.812364014,0.0,-432.3986363,-4.21,0.29,65.34,153.96,99.77,-8.52,16.49,14.36,-54.18414584,50.494,2.23
2867,(주)썬테크놀로지스,122800,201412,201011,43873.0,0,0,0,제조업,1,-7.370583028,-2.398278533,-8.608349527,-2.11,332.9907758,1.85,1.56,70.08,168.29,102.91,1.79,16.98,14.21,-65.38765852,80.10182796,2.01
2868,(주)썬테크놀로지스,122800,201512,201011,43873.0,0,0,0,제조업,1,21.59028776,44.43174693,23.67927498,8.6,233.4746683,5.28,0.97,54.78,184.74,115.05,7.42,13.2,8.69,82.24011168,97.23386139,1.93
2869,(주)썬테크놀로지스,122800,201612,201011,43873.0,0,0,0,제조업,1,10.57591023,-16.09409448,0.904223344,10.89,-47.05495449,2.66,5.1,25.97,154.49,116.25,0.77,7.39,7.37,70.17082407,11.671875,1.52
2870,(주)썬테크놀로지스,122800,201712,201011,43873.0,1,0,1,제조업,1,-22.36308992,-14.0303033,-38.67458151,-14.29,-432.3986363,-10.89,5.3,-35.36,231.52,162.52,-3.97,1.8,1.69,52.46304361,-52.1196875,0.89
2871,(주)썸에이지,208640,201712,201412,,1,0,1,정보통신업,0,-22.36308992,-21.41460658,-38.67458151,29.91,-432.3986363,-10.89,-2.91,-33.23,1062.09,940.6,-21.04,-19.54,-13.66,0.0,3.730723684,0.56
2872,(주)쎄노텍,222420,201712,201508,,0,0,0,제조업,1,6.490785752,11.76162133,0.772769135,-3.7,-37.16490765,7.78,0.74,67.25,389.28,204.18,13.62,15.23,5.84,-185.0980526,119.0873077,2.54
2873,(주)쎄노텍,222420,201812,201508,,0,0,0,제조업,1,29.52695607,-5.814454583,-18.95596159,28.21,-138.3161616,-2.52,1.04,63.85,258.48,97.22,-3.58,1.21,1.24,-161.2632975,34.8787,2.23
2874,(주)쎄노텍,222420,201912,201508,,1,0,1,제조업,1,20.98367295,-4.808484895,-13.99410322,8.0,92.8414333,-0.14,2.08,60.9,113.18,44.99,-0.18,1.49,2.67,-68.18887028,45.55814815,2.44
2875,(주)쎄니트,37760,201112,200004,,0,0,0,제조업,1,4.841715525,-13.40131667,3.180835776,-14.29,-145.5266222,-3.24,-0.58,-15.35,63.12,47.83,3.477777778,0.14,0.13,-41.44567613,-17.79407407,2.59
2876,(주)쎄니트,37760,201212,200004,,0,0,0,제조업,1,-1.217909705,-0.141879258,18.20249259,44.64,203.2552039,3.14,1.26,-1.89,80.34,64.26,1.63,5.32,3.94,-81.76257044,33.59757895,2.8
2877,(주)쎄니트,37760,201312,200004,,0,0,0,제조업,1,25.5463069,36.94174412,8.070784707,6.32,73.72804453,4.87,1.25,2.01,77.44,61.75,3.11,4.63,3.76,-69.56977527,57.01207921,2.76
2878,(주)쎄니트,37760,201412,200004,,0,0,0,제조업,1,18.29809634,12.39598952,4.140328604,44.64,57.92022167,6.33,1.51,4.97,65.98,54.36,4.41,7.86,7.5,-34.15491965,41.27988636,2.66
2879,(주)쎄니트,37760,201512,200004,,0,0,0,제조업,1,14.8749297,31.09684968,38.50035167,25.57,45.87492899,7.93,1.32,12.45,101.27,84.31,5.71,9.53,6.86,502.4439383,49.26561086,2.95
2880,(주)쎄니트,37760,201612,200004,,0,0,0,제조업,1,18.92759845,17.84659727,18.45059499,10.86,10.7657197,7.5,1.28,14.12,103.99,85.88,5.56,7.43,5.41,453.8371631,51.51110204,2.72
2881,(주)쎄니트,37760,201712,200004,,0,0,0,제조업,1,1.660683585,12.54897987,9.054429503,24.49,-17.99180006,5.62,1.1,14.9,102.45,85.63,4.86,10.74,6.67,502.4439383,37.06878689,2.61
2882,(주)쎄니트,37760,201812,200004,,0,0,0,제조업,1,-4.848457934,3.766115856,-9.8945794,0.33,-27.38677467,4.15,1.13,13.75,99.45,80.5,3.63,10.8,6.47,-443.0832004,38.33986928,2.46
2883,(주)쎄니트,37760,201912,200004,,0,0,0,제조업,1,7.524181205,1.357271991,-3.508676913,-1.96,-7.532114931,3.79,1.21,11.95,112.08,89.23,3.1,6.74,4.79,189.1104512,42.0409,2.41
2884,(주)쎄니트,37760,202012,200004,,0,0,0,제조업,1,11.13747619,4.567989537,-14.42053183,-30.12,-117.6870003,-0.61,0.59,19.38,103.73,82.63,-0.71,1.1,1.08,502.4439383,101.6975248,1.75
2885,(주)쎄트렉아이,99320,201112,200806,,0,0,0,제조업,1,24.04801007,11.13712716,29.7348928,1.44,125.0565862,8.84,-0.75,56.9,275.8,246.74,273.42,25.76,10.17,-29.06530103,98.64595745,1.19
2886,(주)쎄트렉아이,99320,201212,200806,,0,0,0,제조업,1,-1.645536557,11.11184307,25.9434611,14.89,20.52923375,9.77,-0.55,61.03,497.27,463.41,147.28,62.11,11.06,-33.86594171,92.59481481,1.39
2887,(주)쎄트렉아이,99320,201312,200806,,0,0,0,제조업,1,16.32127162,5.415045915,-12.34878242,4.32,-29.89687078,6.39,-0.17,62.81,409.89,366.8,28.13,61.23,23.11,-43.09271087,94.58053254,1.33
2888,(주)쎄트렉아이,99320,201412,200806,,0,0,0,제조업,1,-0.17809912,3.214596547,-17.4804252,1.78,-33.19132061,3.98,-0.3,64.42,563.51,523.89,56.38,72.92,28.6,8.548221129,83.88715116,1.08
2889,(주)쎄트렉아이,99320,201512,200806,,0,0,0,제조업,1,7.531892633,7.995851473,16.94544493,-2.33,111.1747514,8.09,-0.02,67.08,496.86,455.06,34.95,13.25,4.79,10.5318294,81.13803571,1.3
2890,(주)쎄트렉아이,99320,201612,200806,,0,0,0,제조업,1,16.9740437,4.742719792,12.21149069,16.67,-31.60678524,4.92,0.35,70.39,219.68,187.86,22.11,11.85,6.5,26.58140796,87.16913265,1.56
2891,(주)쎄트렉아이,99320,201712,200806,,0,0,0,제조업,1,2.030008429,8.704028317,24.89535572,16.84,70.03042428,7.68,0.5,71.97,195.98,175.59,22.98,64.19,23.73,21.24913547,97.45510917,2.12
2892,(주)쎄트렉아이,99320,201812,200806,,0,0,0,제조업,1,10.02893279,6.744754361,7.880821864,0.44,4.283995518,7.55,0.48,73.97,172.11,165.92,24.67,29.67,12.34,8.580864669,77.64595652,1.96
2893,(주)쎄트렉아이,99320,201912,200806,,0,0,0,제조업,1,23.99651139,10.23055683,52.23276515,6.09,65.14312122,10.63,-0.03,77.22,191.48,177.85,108.65,51.29,23.26,14.90331426,138.5722131,1.87
2894,(주)쎄트렉아이,99320,202012,200806,,0,0,0,제조업,1,11.61232824,14.4590011,27.05348616,18.03,47.69283968,13.4,-0.12,81.43,236.62,212.28,63.89,68.14,25.74,17.82063947,155.0484028,1.67
2895,(주)쎌마테라퓨틱스,15540,201112,198909,,1,1,1,임대업,1,-22.36308992,-18.41442156,-38.67458151,-21.05,-35.43700694,-10.89,-0.13,-92.25,256.5,199.05,-6.83,-19.54,-2.42,36.70888867,-75.62221774,7.52
2896,(주)쎌바이오텍,49960,201112,200212,,0,0,0,제조업,1,13.00819349,9.68065425,28.10486177,4.23,10.27503729,17.12,-1.91,58.3,562.64,496.48,1089.95,113.42,24.22,14.30026609,133.2577027,1.21
2897,(주)쎌바이오텍,49960,201212,200212,,0,0,0,제조업,1,9.68571688,14.65835111,11.02633658,8.11,12.21386983,16.96,-2.0,63.61,688.27,621.03,671.59,121.58,22.45,11.43044405,140.401375,1.11
2898,(주)쎌바이오텍,49960,201312,200212,,0,0,0,제조업,1,15.86439062,18.20158684,22.05026113,10.0,43.71420186,20.54,-1.26,69.88,785.04,715.18,3609.853333,121.58,23.98,10.19719154,176.2103409,1.27
2899,(주)쎌바이오텍,49960,201412,200212,,0,0,0,제조업,1,23.35420254,21.62578317,29.02073257,14.77,37.41582361,20.54,-1.21,75.69,745.29,707.14,1275.596,121.58,23.17,5.911280047,199.45,1.3
2900,(주)쎌바이오텍,49960,201512,200212,,0,0,0,제조업,1,30.1431774,31.31498189,21.43059964,13.86,45.35482779,20.54,-1.0,81.12,878.62,837.71,1275.596,121.58,28.42,5.254460871,241.9485217,1.12
2901,(주)쎌바이오텍,49960,201612,200212,,0,0,0,제조업,1,20.75740895,22.391241,17.71821181,6.96,14.93804937,20.54,-1.09,84.06,1062.09,940.6,1275.596,121.58,28.6,3.263407851,236.2668293,0.98
2902,(주)쎌바이오텍,49960,201712,200212,,0,0,0,제조업,1,6.569686795,7.181622147,4.771978284,9.76,4.970523642,20.54,-0.88,90.82,1062.09,940.6,1275.596,121.58,28.6,4.349246387,229.1102963,0.9
2903,(주)쎌바이오텍,49960,201812,200212,,0,0,0,제조업,1,16.13932269,17.10544326,2.435315046,2.22,-4.232190031,20.54,-1.61,90.82,1062.09,940.6,1275.596,121.58,28.6,3.199626735,230.22,0.85
2904,(주)쎌바이오텍,49960,201912,200212,,0,0,0,제조업,1,-3.341418661,-1.914789267,-26.51585416,1.45,-73.26538083,5.26,-1.72,90.82,1062.09,940.6,108.05,121.58,26.34,4.727576233,126.234,0.63
2905,(주)쎌바이오텍,49960,202012,200212,,0,0,0,제조업,1,-2.772069972,-3.491926099,-0.821202446,-12.14,-36.71501153,3.43,-1.43,90.82,1062.09,940.6,74.42,121.58,21.71,5.81110217,81.82504065,0.71
2906,(주)쏠리드,50890,201112,200507,,0,0,0,제조업,1,27.84927334,-16.82079278,-31.04215701,4.05,-140.7011321,-2.48,2.97,46.12,101.42,73.55,-1.35,-6.49,-10.23,502.4439383,75.45746753,1.34
2907,(주)쏠리드,50890,201212,200507,,0,0,0,제조업,1,19.23070816,16.39700732,82.96258463,2.6,126.7942986,7.66,3.25,47.61,116.75,90.07,2.25,0.52,0.42,159.3030555,170.1563924,2.38
2908,(주)쏠리드,50890,201312,200507,,0,0,0,제조업,1,9.04896734,30.392091,13.50382967,5.06,52.31298957,10.27,1.11,54.17,108.1,81.34,4.6,5.61,3.92,330.3728791,212.8750602,2.13
2909,(주)쏠리드,50890,201412,200507,,0,0,0,제조업,1,-0.067987449,28.04410747,16.57785315,21.08,-12.54410712,8.61,0.96,54.14,119.33,86.64,5.38,7.43,3.69,169.0926507,170.2876617,2.39
2910,(주)쏠리드,50890,201512,200507,,0,0,0,제조업,1,53.18165357,0.26259115,-5.289959157,-1.0,-73.09200541,1.83,0.82,55.91,75.12,60.84,1.37,3.4,3.62,-57.37862914,167.3252764,2.01
2911,(주)쏠리드,50890,201612,200507,,0,0,0,제조업,1,15.32302747,-18.3147114,53.44882317,2.51,-432.3986363,-10.89,2.5,12.1,70.62,42.66,-5.95,-7.54,-6.86,-95.18432477,-75.62221774,3.02
2912,(주)쏠리드,50890,201712,200507,,0,0,0,제조업,1,-18.02375486,2.945550971,-11.04003351,-1.47,353.8889921,6.48,2.73,-19.35,72.14,52.0,2.11,-5.28,-4.1,-72.28960935,-12.94995025,2.78
2913,(주)쏠리드,50890,201812,200507,,0,0,0,제조업,1,-4.12371978,38.55755304,-14.1636285,5.47,-94.75619923,0.39,2.46,21.67,77.09,47.36,0.17,2.71,1.94,-129.7428852,171.1538679,2.61
2914,(주)쏠리드,50890,201912,200507,,1,0,1,제조업,1,5.344769764,12.08713731,3.009491843,10.85,-432.3986363,-1.27,0.96,26.36,93.28,71.33,-1.32,2.95,2.06,-326.9250778,136.1949787,2.75
2915,(주)씨그널엔터테인먼트그룹,99830,201112,201101,43224.0,0,0,0,정보통신업,0,42.4339813,49.00530554,-6.918037614,28.21,-34.08080108,8.55,-1.08,9.66,420.07,372.46,144.8,14.47,2.93,-47.60703012,47.85506667,1.74
2916,(주)씨그널엔터테인먼트그룹,99830,201212,201101,43224.0,0,0,0,정보통신업,0,24.15857086,2.700582442,-16.19789263,8.67,-70.2181815,1.96,-0.12,2.64,405.11,336.01,2.0,-11.06,-5.54,-69.0970503,39.15441718,1.24
2917,(주)씨그널엔터테인먼트그룹,99830,201312,201101,43224.0,0,0,0,정보통신업,0,6.2519944,10.05873528,-17.12142291,-30.12,-305.6991761,-3.54,1.97,0.0,137.55,116.42,-2.3,6.98,4.17,-21.13246129,40.75601942,1.15
2918,(주)씨그널엔터테인먼트그룹,99830,201412,201101,43224.0,1,0,1,정보통신업,0,54.42688891,23.67830685,-38.67458151,-23.3,-198.164642,-6.63,-2.91,-14.55,98.71,72.5,-4.23,-10.41,-13.66,-443.0832004,-22.83987342,0.93
2919,(주)씨씨에스충북방송,66790,201112,200305,,0,0,0,정보통신업,0,58.53485214,3.708344529,77.10624511,0.0,594.6717064,2.18,3.89,-11.92,165.91,164.16,0.71,-1.97,-2.15,2.648742035,88.74744681,1.28
2920,(주)씨씨에스충북방송,66790,201212,200305,,0,0,0,정보통신업,0,78.27578096,40.35164999,0.508845475,-25.53,-39.15085318,0.73,3.92,-6.37,51.15,36.53,0.37,6.65,15.32,-0.301822404,189.7954286,1.36
2921,(주)씨씨에스충북방송,66790,201312,200305,,0,0,0,정보통신업,0,-22.36308992,-11.91617822,-10.40988389,2.86,-348.5776649,-2.34,3.81,-11.01,154.47,150.79,-0.96,-9.36,-9.43,6.761693101,163.0619444,1.17
2922,(주)씨씨에스충북방송,66790,201412,200305,,0,0,0,정보통신업,0,0.465014933,0.474500943,-9.127199404,-2.78,-45.64428598,-4.73,-0.43,-18.07,157.45,155.33,-6.2,-19.01,-13.66,3.689436164,118.5622857,0.91
2923,(주)씨씨에스충북방송,66790,201512,200305,,0,0,0,정보통신업,0,-11.10324107,-1.081347307,-8.83558684,0.0,69.97612616,-1.5,0.43,-22.07,181.07,177.17,-0.82,-1.18,-1.11,4.809064113,125.8257143,0.97
2924,(주)씨씨에스충북방송,66790,201612,200305,,0,0,0,정보통신업,0,-22.36308992,-4.59000966,-14.92118684,14.29,-38.20872001,-2.48,2.21,-29.33,107.92,107.92,-1.7,18.58,10.33,0.0,118.92225,1.68
2925,(주)씨씨에스충북방송,66790,201712,200305,,0,0,0,정보통신업,0,-6.214478398,-7.519694292,1.680146403,-7.5,12.48047738,-2.57,2.37,-45.51,179.29,179.29,-2.14,38.92,20.75,0.0,2.7,2.63
2926,(주)씨씨에스충북방송,66790,201812,200305,,0,0,0,정보통신업,0,-15.92274191,-21.61062568,-1.162012225,-5.41,-227.298823,-9.43,1.64,-92.25,82.11,82.11,-10.49,42.95,23.09,0.0,3.632857143,2.31
2927,(주)씨씨에스충북방송,66790,201912,200305,,0,0,0,정보통신업,0,-7.672847515,-0.491367664,-3.304016248,2.86,594.6717064,1.79,2.12,-92.25,191.06,191.06,1.35,39.56,16.9,0.0,154.6927778,2.21
2928,(주)씨씨에스충북방송,66790,202012,200305,,0,0,0,정보통신업,0,5.628342481,8.379398856,-5.157747035,-2.78,-156.5467535,-1.02,0.91,-22.9,227.71,227.71,-1.7,42.24,18.63,0.0,98.1,1.58
2929,(주)씨아이테크,4920,201112,198911,,1,0,1,제조업,1,-8.40761663,-10.78281476,-3.693206758,0.0,-11.20250034,-8.05,-2.91,-33.76,387.93,387.93,-21.04,-19.54,-13.66,0.0,-75.62221774,0.62
2930,(주)씨앤에스자산관리,32040,201112,199701,43384.0,0,0,0,임대업,1,-1.163995161,-9.187038441,11.92509376,10.39,132.481795,14.06,-1.59,4.58,203.07,203.07,43.63,36.67,8.82,0.0,23.04570433,2.47
2931,(주)씨앤에스자산관리,32040,201212,199701,43384.0,0,0,0,임대업,1,6.326433818,-2.135169758,10.71330698,25.59,-53.44955037,6.15,-1.2,19.95,236.66,236.66,7.51,-15.91,-4.39,0.0,22.3731383,2.09
2932,(주)씨앤에스자산관리,32040,201312,199701,43384.0,0,0,0,임대업,1,78.27578096,-11.10471711,34.78074463,18.69,15.76104205,4.84,-0.03,13.4,51.15,37.05,6.03,-1.45,-1.17,0.0,21.59161341,3.41
2933,(주)씨앤에스자산관리,32040,201412,199701,43384.0,0,0,0,임대업,1,71.75796632,-22.22655358,12.36523819,9.33,-114.0861046,-0.38,-0.03,8.45,51.15,33.02,-0.35,7.77,11.82,-0.007089226,22.51840135,4.31
2934,(주)씨앤에스자산관리,32040,201512,199701,43384.0,1,0,1,임대업,1,4.287675685,42.30049997,25.80944354,1.91,568.5216934,0.06,2.37,-1.79,51.15,33.02,0.03,10.29,12.24,-4.617011457,28.64949283,4.53
2935,(주)씨앤케이인터내셔널,39530,201112,200003,42143.0,0,0,0,광업,0,-3.157578665,8.085003976,82.96258463,10.0,70.61967701,-2.33,-2.91,-92.25,455.71,373.73,-6.24,-19.54,-7.35,23.04744165,-75.62221774,3.17
2936,(주)씨앤케이인터내셔널,39530,201212,200003,42143.0,0,1,1,광업,0,-13.28418884,-13.68079093,-38.67458151,0.0,197.1027514,2.69,-2.91,-92.25,336.74,263.09,6.01,-10.58,-1.94,31.10811081,-75.62221774,1.87
2937,(주)씨에스,65770,201112,200406,,0,0,0,제조업,1,7.868351598,-8.757975525,-3.534279325,6.9,-180.0004528,-2.92,1.65,55.18,126.98,101.1,-1.31,-19.48,-13.66,95.92157262,52.06282258,1.76
2938,(주)씨에스,65770,201212,200406,,1,0,1,제조업,1,27.29208006,25.58200803,36.68598693,-3.23,75.69919338,-0.61,2.59,45.36,162.32,132.57,-0.25,0.62,0.5,47.73890621,30.51325,2.06
2939,(주)씨에스에이코스믹,83660,201112,200607,,0,0,0,제조업,1,12.20254631,-11.92848966,12.59812258,-5.26,45.30982394,-5.37,1.93,-23.58,143.7,124.46,-2.27,-16.49,-9.03,44.0375782,52.3175,1.84
2940,(주)씨에스에이코스믹,83660,201212,200607,,0,0,0,제조업,1,-22.36308992,-31.51271657,-5.936061616,-15.74,2.105078637,-6.2,2.21,-92.25,126.63,106.13,-2.21,-6.48,-2.72,76.99265383,-9.06967033,2.1
2941,(주)씨에스에이코스믹,83660,201312,200607,,0,0,0,제조업,1,-16.58282606,-1.769803704,-36.0011114,-18.68,53.53220703,-4.01,2.42,-92.25,133.36,111.07,-1.58,11.67,5.63,66.82014293,59.01864865,1.81
2942,(주)씨에스에이코스믹,83660,201412,200607,,0,0,0,제조업,1,-18.34574038,-8.178488957,-9.784386619,-12.16,40.34902123,-2.89,1.75,-92.25,143.71,116.67,-1.44,6.27,2.44,61.86656827,47.028,1.93
2943,(주)씨에스에이코스믹,83660,201512,200607,,0,0,0,제조업,1,78.27578096,102.2875763,7.430794809,12.31,199.6750078,1.65,2.07,-54.11,181.41,173.5,1.07,5.81,6.16,-7.911578498,54.91452055,0.89
2944,(주)씨에스에이코스믹,83660,201612,200607,,0,0,0,제조업,1,-6.224822072,34.26262588,72.45544273,44.64,-432.3986363,-10.21,2.35,-56.46,294.33,255.01,-3.95,-19.54,-6.05,-39.31204466,14.43487437,1.09
2945,(주)씨에스에이코스믹,83660,201712,200607,,1,0,1,제조업,1,-22.36308992,-24.90014321,-8.760805904,-19.6,-115.6312235,-10.89,0.09,-92.25,279.48,218.41,-21.04,-19.54,-13.66,34.02257729,-2.69975,2.03
2946,(주)씨엔플러스,115530,201112,201111,,0,0,0,제조업,1,78.27578096,102.2875763,33.45829476,0.0,54.018383,15.09,0.18,51.29,125.87,115.58,31.87,31.36,16.94,39.78887407,90.68925287,3.38
2947,(주)씨엔플러스,115530,201212,201111,,0,0,0,제조업,1,5.880656189,17.79845477,-0.76625678,10.92,-50.22248337,5.7,0.34,56.93,109.52,100.29,7.78,34.91,17.62,96.97212788,70.92818653,2.48
2948,(주)씨엔플러스,115530,201312,201111,,0,0,0,제조업,1,-10.64054954,-0.451298549,-22.30914158,2.07,-112.0899726,-0.71,0.21,52.74,100.65,88.04,-1.35,18.67,9.11,502.4439383,65.11081218,2.4
2949,(주)씨엔플러스,115530,201412,201111,,1,0,1,제조업,1,-3.307650015,-31.51271657,-19.86512267,-21.32,-432.3986363,-10.89,1.25,28.67,62.79,51.23,-12.81,1.96,1.8,-31.05327022,6.597741935,2.58
2950,(주)씨엘인터내셔널,37340,201112,199912,42621.0,0,1,1,제조업,1,-2.409084945,35.21669089,-38.67458151,-30.12,-23.1027379,-8.93,5.3,-57.14,80.2,64.76,-1.82,-19.54,-13.66,-77.97291248,5.986,1.53
2951,(주)씨유메디칼시스템,115480,201112,201112,,0,0,0,제조업,1,61.9000232,78.37729714,32.63540186,0.0,41.41395608,20.54,0.42,41.49,822.18,702.46,56.22,20.36,5.97,-119.7228131,105.7702439,1.27
2952,(주)씨유메디칼시스템,115480,201212,201112,,0,0,0,제조업,1,7.481288603,0.955563023,-5.950377039,21.95,-66.03162122,5.78,0.24,46.76,451.19,342.77,16.92,-19.54,-13.66,30.87075983,62.3658,0.89
2953,(주)씨유메디칼시스템,115480,201312,201112,,0,0,0,제조업,1,42.9993214,13.87188244,9.372997128,-5.33,-97.75264156,0.11,2.43,44.46,378.78,297.81,0.08,-16.43,-13.66,29.04696344,52.94802817,0.85
2954,(주)씨유메디칼시스템,115480,201412,201112,,0,0,0,제조업,1,-4.983014476,-10.29532691,4.339193103,-12.68,-432.3986363,-0.74,2.97,40.15,177.88,125.49,-0.6,-2.54,-2.56,67.2764352,42.33008065,0.87
2955,(주)씨유메디칼시스템,115480,201512,201112,,0,0,0,제조업,1,9.289026675,10.93508076,3.970889809,-8.87,142.0132998,1.73,2.54,42.73,261.76,178.21,1.6,7.62,7.9,51.64995347,76.42097345,0.95
2956,(주)씨유메디칼시스템,115480,201612,201112,,0,0,0,제조업,1,-4.759331006,3.617795499,82.96258463,44.64,-50.33240321,0.84,1.26,35.83,197.73,138.31,0.58,7.45,3.0,60.79495851,21.39422018,1.94
2957,(주)씨유메디칼시스템,115480,201712,201112,,0,0,0,제조업,1,-2.951427439,1.259372716,6.908881062,-30.12,-345.5705517,-2.15,0.27,25.43,202.53,125.16,-2.2,17.17,5.76,75.45829333,5.112457627,2.38
2958,(주)씨유메디칼시스템,115480,201812,201112,,0,0,0,제조업,1,70.06110371,15.17248068,30.77585834,-8.47,136.7361292,4.4,1.31,24.26,110.53,74.32,2.41,8.93,6.6,343.886637,69.59648148,3.16
2959,(주)씨유메디칼시스템,115480,201912,201112,,0,0,0,제조업,1,23.27946691,14.66624998,7.195007144,-6.48,-32.41345404,2.11,5.3,12.71,112.51,79.91,0.47,-1.36,-1.22,260.6493944,53.60287129,2.51
