,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,매출액순이익률,총자본정상영업이익률,자기자본순이익률,금융비용부담률,유동비율,당좌비율,부채비율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,종업원1인당부가가치율_계산
507,(주)대성미생물연구소,36480,201312,200004,,0,0,0,제조업,1,13.54315065,-0.081244645,32.45578104,3.79,374.2054276,2.0,4.73,2.2,0.27,208.83,104.54,46.81,22.88,9.76,60.90963504
508,(주)대성미생물연구소,36480,201412,200004,,0,0,0,제조업,1,-3.986564391,7.212190103,16.93846516,3.65,84.76246001,8.07,8.38,10.0,0.25,276.19,139.72,31.48,43.02,11.31,70.37507042
509,(주)대성미생물연구소,36480,201512,200004,,0,0,0,제조업,1,16.65145369,18.71352217,22.64339036,0.0,124.5340397,14.67,17.73,19.69,-0.06,287.03,193.27,29.19,78.47,18.53,90.40028169
510,(주)대성미생물연구소,36480,201612,200004,,0,0,0,제조업,1,9.836730291,15.61478498,-0.723859673,-0.7,-7.308078022,14.59,14.54,16.62,-0.28,433.98,297.6,22.74,84.78,18.15,97.96510638
511,(주)대성미생물연구소,36480,201712,200004,,0,0,0,제조업,1,-2.317026298,4.429166763,-21.94044028,0.0,-59.6947726,6.48,5.66,5.25,-0.31,622.51,402.14,14.81,57.98,10.82,70.04340426
512,(주)대성미생물연구소,36480,202012,200004,,0,0,0,제조업,1,22.01777511,4.597207712,-1.324702772,-2.99,-35.14574802,6.12,3.88,4.25,-0.57,518.92,318.04,71.47,10.7,11.19,84.487
513,(주)대성엘텍,25440,201112,199505,,0,0,0,제조업,1,-17.49235472,-28.9632424,-7.710299188,-9.96,-252.0925702,-5.26,-5.5,-40.66,1.84,63.18,36.16,366.91,5.57,2.12,21.19414487
514,(주)대성파인텍,104040,201112,200901,,0,0,0,제조업,1,27.299598,23.18697861,41.42780828,15.85,104.0910302,11.68,12.13,17.9,0.4,155.06,123.49,82.26,25.29,14.32,105.5753684
515,(주)대성파인텍,104040,201312,200901,,0,0,0,제조업,1,6.605427118,9.560515268,1.39862425,1.92,4.178618985,8.89,11.74,11.54,-0.11,218.37,184.27,45.16,30.08,10.99,101.3721698
516,(주)대성파인텍,104040,201412,200901,,0,0,0,제조업,1,25.65475819,11.35324375,9.312990571,41.51,-14.92256352,8.53,8.58,10.98,0.18,153.3,116.98,63.81,18.16,9.55,73.16966667
517,(주)대성파인텍,104040,201512,200901,,0,0,0,제조업,1,12.65884171,13.30481545,13.87831603,0.67,32.2217452,9.05,9.58,11.81,0.36,187.68,151.22,62.87,16.42,8.47,90.95860927
518,(주)대성파인텍,104040,201612,200901,,0,0,0,제조업,1,14.59829867,15.41825972,7.702969631,7.95,-8.238472866,8.29,7.73,10.17,0.86,184.52,156.43,61.72,21.0,11.39,88.62828221
519,(주)대성파인텍,104040,201712,200901,,0,0,0,제조업,1,29.21018842,16.50186936,-9.319675337,-9.2,-33.45955128,4.94,4.2,4.75,1.11,146.16,116.9,79.36,14.99,13.43,89.83101351
520,(주)대성파인텍,104040,202012,200901,,0,0,0,제조업,1,-5.609306389,1.166793116,-14.35615659,-3.25,212.8604782,4.93,1.1,2.99,1.88,112.52,90.8,61.33,5.83,6.0,102.0431933
521,(주)대성합동지주,5620,201112,197612,42972.0,1,0,1,"전문, 과학 및 기술 서비스업",0,30.83336514,23.90794282,67.04409776,44.44,-62.12988467,-2.43,0.84,-3.47,4.49,69.09,44.19,215.42,-4.3,-5.88,251.53
522,(주)대양금속,9190,201112,199404,,0,1,1,제조업,1,-23.18877172,-33.4889481,-40.31154594,-0.54,-488.7035721,-34.09,-8.3,-44.9,5.14,70.25,41.33,395.35,0.76,0.96,-75.62221774
523,(주)대우건설,47040,201112,200103,,0,0,0,건설업,1,-0.940134566,0.277799851,3.526497721,-3.33,209.154923,2.47,3.43,5.34,1.91,168.08,140.53,177.49,-2.16,-1.86,266.3216204
524,(주)대우건설,47040,201312,200103,,0,0,0,건설업,1,2.667457064,-22.20435083,6.794764355,22.92,-170.7763741,-8.18,-2.45,-24.13,0.98,146.07,114.91,281.46,-11.03,-9.38,47.48370887
525,(주)대우건설,47040,201412,200103,,0,0,0,건설업,1,1.36239461,2.713314098,13.81006652,-13.15,157.3021496,1.02,4.19,4.01,0.94,165.05,135.96,276.44,-1.6,-1.21,245.5063864
526,(주)대우건설,47040,201512,200103,,0,0,0,건설업,1,-1.054158106,3.855539385,-0.593179173,0.97,-19.565365,1.43,3.36,5.3,0.72,143.42,115.91,258.64,6.48,4.78,275.4143899
527,(주)대우건설,47040,201612,200103,,0,0,0,건설업,1,-1.79089525,-26.87590768,11.77764779,8.49,-236.0501854,-6.8,-4.64,-30.63,0.61,96.23,77.47,381.68,6.61,4.7,79.92619236
528,(주)대우건설,47040,201712,200103,,0,0,0,건설업,1,-11.97476939,10.05644144,5.950968394,-4.41,208.9075849,2.19,4.58,12.12,0.46,100.14,86.35,285.25,5.36,2.96,284.222879
529,(주)대우건설,47040,202012,200103,,0,0,0,건설업,1,-4.039932268,7.585542183,-5.954175717,1.24,53.34172185,3.47,5.88,11.06,0.66,121.0,91.03,247.63,0.74,0.61,231.5513793
530,(주)대웅,3090,201112,197306,,0,0,0,제조업,1,-23.18877172,-21.72382891,-40.31154594,0.0,-48.92612244,15.11,10.46,13.36,0.11,129.45,95.68,41.91,7.39,3.54,109.8726592
531,(주)대웅,3090,201312,197306,,0,0,0,제조업,1,76.44016361,75.54336819,85.86773437,3.79,123.4292134,8.86,13.81,10.74,-0.26,308.3,200.96,30.77,26.92,6.75,111.4724818
532,(주)대웅,3090,201412,197306,,0,0,0,제조업,1,12.4946117,3.153000757,6.004612573,0.0,-19.06558628,4.24,8.24,5.75,-0.26,414.85,293.84,42.61,21.99,7.43,125.689927
533,(주)대웅,3090,201512,197306,,0,0,0,제조업,1,22.91110198,16.89604443,11.50657308,1.46,1.333165917,5.48,7.08,8.62,-0.12,344.38,241.03,49.95,14.68,6.1,131.7334173
534,(주)대웅,3090,201612,197306,,0,0,0,제조업,1,18.11027671,4.363744496,1.820776297,1.08,-23.48840274,3.41,4.5,4.17,0.03,263.26,179.84,69.7,7.77,4.61,109.4438434
535,(주)대웅,3090,201712,197306,,0,0,0,제조업,1,5.579495953,8.636454098,10.73838821,2.49,38.60852458,7.63,5.61,12.86,0.38,255.96,167.26,64.93,13.65,7.41,115.2378125
536,(주)대웅,3090,202012,197306,,0,0,0,제조업,1,10.15242709,8.835238996,-0.757277457,4.18,-8.822830544,8.73,5.59,14.99,0.41,227.42,158.6,64.52,19.7,10.47,250.4808696
537,(주)대웅제약,69620,201112,200211,,0,0,0,제조업,1,0.390273151,15.33086272,15.77136552,0.0,-14.82029219,7.14,12.77,14.0,0.14,205.83,133.98,37.54,57.94,11.09,140.9913103
538,(주)대웅제약,69620,201312,200211,,0,0,0,제조업,1,20.04147346,13.28988893,2.017026007,0.61,93.50915937,8.49,13.45,14.3,-0.24,357.95,225.9,32.21,35.16,7.27,153.8290509
539,(주)대웅제약,69620,201412,200211,,0,0,0,제조업,1,19.90472435,4.005485654,7.821359859,5.32,-27.21983256,4.14,8.16,7.2,-0.15,506.76,366.37,52.42,16.77,5.44,131.4167844
540,(주)대웅제약,69620,201512,200211,,0,0,0,제조업,1,36.04754534,27.38373713,14.10497972,-0.65,-16.13253781,4.25,5.32,9.3,0.02,303.21,206.51,62.78,8.49,3.68,142.1009869
541,(주)대웅제약,69620,201612,200211,,0,0,0,제조업,1,21.19267698,4.189736007,5.26791227,10.6,-40.56280299,2.96,2.48,5.51,0.23,227.73,154.7,89.35,4.75,2.9,111.0114173
542,(주)대웅제약,69620,201712,200211,,0,0,0,제조업,1,6.012453817,4.463796096,8.641841035,-4.0,50.45154795,3.69,3.3,6.2,0.63,193.3,123.53,92.15,10.25,6.21,134.2321463
543,(주)대웅제약,69620,202012,200211,,0,0,0,제조업,1,9.732910976,9.32955627,-5.209348005,-3.35,-62.00307216,2.29,1.3,2.38,0.68,161.7,108.46,96.61,11.81,7.51,104.7278799
544,(주)대원,7680,201712,201712,,0,0,0,건설업,1,-0.136113634,9.033993109,8.393385933,0.0,37.28738141,8.14,5.58,9.93,-0.43,242.32,161.76,64.77,12.1,7.05,310.4809497
545,(주)대원,7680,202012,201712,,0,0,0,건설업,1,0.351446658,-0.996731272,-15.48111698,1.54,-73.12809661,-4.8,0.65,-3.71,-0.4,250.94,139.52,75.16,-9.93,-10.55,125.5116162
546,(주)대유,290380,202012,201808,,0,0,0,제조업,1,30.42888386,4.149325867,13.34122238,-3.73,-13.660871,14.8,5.52,7.71,0.41,327.94,291.25,43.16,21.23,17.96,149.7622481
547,(주)대유에이텍,2880,201112,197702,,0,0,0,제조업,1,78.12143123,43.51389636,85.86773437,39.41,32.35524361,1.65,5.17,12.0,0.89,56.9,51.95,383.91,-4.24,-2.6,104.1702473
548,(주)대유에이텍,2880,201312,197702,,0,0,0,제조업,1,13.72274381,5.311647165,9.822163325,14.03,-26.49721258,1.57,3.16,9.21,0.8,63.06,60.46,323.6,9.55,5.77,102.5788482
549,(주)대유에이텍,2880,201412,197702,,0,0,0,제조업,1,70.82381289,18.94140111,32.83425446,1.05,9.265835346,2.08,2.39,10.77,0.61,65.19,51.6,395.35,5.51,4.68,93.8334715
550,(주)대유에이텍,2880,201512,197702,,0,0,0,제조업,1,0.741554052,18.60680305,37.03469866,-22.02,39.25200396,0.99,2.63,8.46,0.81,61.0,45.69,395.35,7.78,4.69,120.5831894
551,(주)대유에이텍,2880,201612,197702,,0,0,0,제조업,1,11.01951425,33.68994602,0.941711406,-0.66,3.432787255,0.57,2.57,-0.33,1.05,69.84,50.27,329.11,4.29,2.71,134.401204
552,(주)대유에이텍,2880,201712,197702,,0,0,0,제조업,1,5.314272226,2.959945078,4.679975509,-3.68,-42.42638967,0.17,1.37,2.27,1.09,65.54,44.58,338.92,5.78,3.69,129.6480556
553,(주)대유에이텍,2880,202012,197702,,0,0,0,제조업,1,4.404529359,1.372538047,14.15623219,-7.03,50.72928561,1.47,4.13,-1.86,0.88,76.33,59.87,387.5,7.19,4.55,120.309375
554,(주)대유에이피,290120,202012,201812,,0,0,0,제조업,1,34.81395401,4.294778609,9.142802632,-10.31,39.74844678,3.36,9.37,11.93,0.48,85.03,65.21,245.41,6.61,4.73,115.9649
555,(주)대유플러스,300,201112,197506,,0,0,0,제조업,1,38.44058362,33.86396402,36.84259818,9.58,531.7559279,-1.38,0.5,-3.71,1.1,89.65,76.39,395.35,1.53,2.35,86.82526992
556,(주)대유플러스,300,201312,197506,,0,0,0,제조업,1,4.899013002,6.523699933,11.66015432,12.03,295.8124345,1.72,1.49,3.96,0.66,141.89,124.91,395.35,6.87,8.61,93.0072167
557,(주)대유플러스,300,201412,197506,,0,0,0,제조업,1,10.54568381,-0.789731082,18.43508488,-31.52,-93.39781748,-0.77,0.09,-7.53,0.49,118.13,95.93,395.35,7.72,9.23,273.1518239
558,(주)대유플러스,300,201512,197506,,0,0,0,제조업,1,11.01259505,-0.332788966,-1.187433163,9.43,137.8408978,-0.03,0.2,-8.36,0.65,120.22,101.55,395.35,0.88,1.21,73.89270115
559,(주)대유플러스,300,201612,197506,,0,0,0,제조업,1,20.48402767,12.46968335,-12.43867913,-31.52,558.2374493,2.19,1.2,-4.07,0.8,108.24,88.98,395.35,0.99,1.88,371.4564
560,(주)대유플러스,300,201712,197506,,0,0,0,제조업,1,0.085830015,1.141050208,5.443072789,4.0,-33.59455593,-0.82,0.73,-16.54,0.72,110.94,90.7,395.35,0.88,1.59,-72.56115385
561,(주)대유플러스,300,202012,197506,,0,0,0,제조업,1,-23.18877172,-24.11034873,-0.948009598,-4.65,-10.82059938,-1.27,1.85,-8.56,0.64,69.32,54.74,291.11,4.79,3.72,121.2978049
562,(주)대창,12800,201112,198912,,0,0,0,제조업,1,8.757335381,-4.318609657,7.217527912,0.65,-54.14513288,-0.82,3.78,-4.04,1.44,109.51,52.45,167.75,1.23,0.43,102.2148077
563,(주)대창,12800,201312,198912,,1,0,1,제조업,1,37.90047853,-2.04641761,-3.377152342,-7.73,-90.86674955,-2.47,0.13,-10.65,1.32,106.68,56.4,254.78,1.4,0.87,63.81625749
564,(주)대창솔루션,96350,201112,200712,,0,0,0,제조업,1,25.17198594,24.8141833,10.47222736,-3.03,-17.92402449,2.6,2.82,2.46,2.08,99.75,59.86,67.79,13.26,9.55,97.375
565,(주)대창솔루션,96350,201312,200712,,1,0,1,제조업,1,-1.770577738,-0.533373794,38.15076887,0.63,-408.649515,-0.75,-1.98,-0.83,2.68,93.23,58.83,108.02,-0.53,-0.48,81.19546584
566,(주)대창스틸,140520,201412,201412,,0,0,0,제조업,1,-8.388097558,6.378011541,-20.40382921,0.0,-23.51760189,0.55,2.92,1.43,1.4,83.06,47.47,113.83,15.25,6.84,143.1946154
567,(주)대창스틸,140520,201512,201412,,0,0,0,제조업,1,31.29216747,20.75385142,-2.243826196,39.42,-43.51471715,1.75,1.49,4.4,1.3,83.08,47.3,132.49,3.04,1.96,117.9950345
568,(주)대창스틸,140520,201612,201412,,0,0,0,제조업,1,0.127769026,-4.897361047,16.35907816,-14.48,-136.3781199,-1.5,-0.48,-3.26,1.21,88.58,56.2,144.78,0.18,0.1,91.78201613
569,(주)대창스틸,140520,201712,201412,,0,0,0,제조업,1,4.163529139,7.310170203,5.08568433,-21.77,125.0273309,0.59,1.87,1.65,1.38,107.71,59.06,137.6,-2.83,-1.58,130.9781443
570,(주)대한과학,131220,201112,201110,,0,0,0,도매 및 소매업,1,15.99719559,56.23169545,23.60632041,0.0,-9.34119691,5.95,9.62,14.57,1.44,284.68,131.59,80.93,1.47,0.59,56.9929932
571,(주)대한과학,131220,201312,201110,,0,0,0,도매 및 소매업,1,16.05511305,4.263281316,1.234190847,7.59,-40.02883789,1.82,3.37,3.86,1.1,300.35,107.26,103.14,-5.36,-2.59,50.98347059
572,(주)대한과학,131220,201412,201110,,0,0,0,도매 및 소매업,1,8.161569403,19.22353428,-1.526936787,0.0,-9.127442922,2.24,2.74,3.98,1.1,204.38,105.99,84.29,-0.08,-0.04,50.81164706
573,(주)대한과학,131220,201512,201110,,0,0,0,도매 및 소매업,1,-0.490478015,4.214446393,6.538775969,-8.24,-114.2574559,-3.02,-0.38,-7.09,0.96,190.38,84.69,75.97,9.95,4.19,40.39865385
574,(주)대한과학,131220,201612,201110,,0,0,0,도매 및 소매업,1,0.37955229,8.770218454,10.73546199,-19.23,109.3584519,4.88,4.03,8.11,0.46,211.09,97.96,62.4,16.03,5.45,74.30325397
575,(주)대한과학,131220,201712,201110,,0,0,0,도매 및 소매업,1,-9.466895249,3.719567788,-10.21494606,-11.11,17.79735871,3.25,4.98,4.3,0.2,267.06,108.24,41.75,40.05,10.52,63.59589286
576,(주)대한과학,131220,202012,201110,,0,0,0,도매 및 소매업,1,1.16713771,5.554387812,11.49797819,-3.15,63.61822682,4.47,8.05,5.95,-0.05,296.96,142.87,29.87,37.64,6.33,71.31609756
577,(주)대한항공,3490,201112,196603,,0,0,0,운수 및 창고업,0,13.2831458,-31.03295192,3.791468452,6.09,-60.65289438,-1.63,2.17,-8.43,4.35,50.76,43.99,395.35,13.37,21.38,171.8641773
578,(주)대현,16090,201112,199009,,0,0,0,제조업,1,4.807864021,6.671452737,5.985976039,9.73,-2.854412992,4.25,6.93,9.01,0.34,111.27,42.6,81.65,8.52,3.39,88.96847291
579,(주)대현,16090,201312,199009,,0,0,0,제조업,1,8.746818932,7.572991089,13.09384684,5.07,37.15671839,3.58,6.02,8.48,0.49,114.26,36.44,101.17,5.33,2.36,94.76744235
580,(주)대현,16090,201412,199009,,0,0,0,제조업,1,4.398199301,2.166161755,0.045839028,5.03,-40.64828472,1.91,3.36,4.31,0.53,119.97,33.63,105.56,2.65,1.25,86.70189621
581,(주)대현,16090,201512,199009,,0,0,0,제조업,1,-0.020382912,6.765210516,5.77320407,0.0,36.22883781,3.19,4.48,7.3,0.45,126.63,35.24,92.5,6.14,2.57,94.14443114
582,(주)대현,16090,201612,199009,,0,0,0,제조업,1,10.63501791,38.68027966,7.937066373,0.2,58.94670679,16.73,6.76,28.33,-0.19,231.18,118.6,53.57,11.82,3.67,197.1188645
583,(주)대현,16090,201712,199009,,0,0,0,제조업,1,-1.140073239,6.368368847,1.256718237,0.0,-13.56299137,4.4,5.59,7.44,-0.38,282.15,137.74,42.73,5.14,1.34,106.3975697
584,(주)대현,16090,202012,199009,,0,0,0,제조업,1,-4.084937529,2.196279536,-15.48314843,1.52,-64.77480722,3.56,2.76,4.48,-0.73,363.66,131.73,24.26,22.11,4.31,123.8299359
585,(주)대호에이엘,69460,201112,200211,,0,0,0,제조업,1,13.60881581,8.245482579,7.40101361,9.68,-11.24168668,2.49,10.19,11.26,2.37,121.29,62.15,223.24,3.7,1.9,154.8977647
586,(주)대호에이엘,69460,201312,200211,,1,0,1,제조업,1,-11.94411033,4.876967624,-7.924354849,-0.57,-66.09607888,-1.84,1.13,-7.79,2.69,92.39,46.18,277.25,11.39,7.62,85.53514286
587,(주)대호특수강,21040,201112,199608,,0,0,0,제조업,1,21.89083333,-3.889436695,24.65332779,3.43,-47.18089555,-0.76,2.54,-7.01,2.53,91.49,61.32,395.35,-4.57,-2.06,85.94055249
588,(주)더 미동,161570,201312,201311,,0,0,0,제조업,1,67.33176804,106.7705723,-1.092673078,0.0,-40.02537433,8.92,9.18,11.62,-1.26,915.91,889.11,12.67,71.34,6.94,227.29125
589,(주)더 미동,161570,201412,201311,,0,0,0,제조업,1,5.176540086,4.466449874,-12.22917004,37.5,-78.80528579,4.84,1.9,5.42,-2.11,842.49,818.89,13.44,47.79,5.87,110.8963636
590,(주)더 미동,161570,201512,201311,,0,0,0,제조업,1,53.3437179,33.17830202,10.7612872,12.12,-79.40148691,1.45,0.3,1.51,-0.99,1062.63,944.43,30.61,8.77,2.95,56.20486486
591,(주)더 미동,161570,201612,201311,,0,0,0,제조업,1,-8.456578107,10.47602378,-29.08369451,-24.32,-488.7035721,-10.73,-11.17,-6.59,-2.84,1048.0,944.43,8.57,-19.47,-5.12,-57.50071429
592,(주)더 미동,161570,201712,201311,,1,0,1,제조업,1,-11.96461349,-10.05666397,-2.477382349,-31.52,38.31843714,-12.72,-7.67,-7.64,-2.84,1062.63,944.43,8.57,-19.47,-14.37,89.24928571
593,(주)더블유게임즈,192080,202012,201903,,0,0,0,정보통신업,0,-4.796056746,43.37970671,28.08782744,6.85,25.59765131,18.96,18.51,16.94,1.39,395.7,395.7,10.27,123.47,27.82,626.1993585
594,(주)더블유아이,73570,201112,200401,,0,1,1,제조업,1,-15.92110563,-1.729408817,-34.45948876,-11.43,-95.30317305,2.15,0.15,2.39,1.78,131.15,101.02,82.2,-0.1,-0.08,-18.3683871
595,(주)더존비즈온,12510,201112,198810,,0,0,0,정보통신업,0,44.45532936,-5.703953444,-1.449513759,17.37,-57.76768538,4.27,9.89,7.72,2.22,102.58,97.73,158.94,23.62,20.98,81.33069079
596,(주)더존비즈온,12510,201312,198810,,0,0,0,정보통신업,0,0.570266827,10.42713959,3.746822428,5.91,-23.7350124,10.57,9.52,15.66,2.2,95.42,92.75,113.13,24.91,19.73,91.12746411
597,(주)더존비즈온,12510,201412,198810,,0,0,0,정보통신업,0,8.893479491,29.69357702,5.230942134,44.44,11.82032125,8.02,10.16,10.4,1.61,127.21,124.58,78.95,37.31,25.42,56.44693215
598,(주)더존비즈온,12510,201512,198810,,0,0,0,정보통신업,0,1.407155219,12.83781862,15.65633102,-1.57,41.22892081,13.75,13.67,17.17,0.71,107.26,106.2,60.82,49.66,25.42,90.14373626
599,(주)더존비즈온,12510,201612,198810,,0,0,0,정보통신업,0,10.75249505,15.45336584,12.06686549,4.1,32.50455987,15.97,17.07,19.82,0.3,209.18,206.72,54.28,55.41,26.08,100.9191651
600,(주)더존비즈온,12510,201712,198810,,0,0,0,정보통신업,0,15.60991666,21.01474475,16.31462867,19.29,34.55332923,19.74,20.27,23.81,0.16,148.51,147.18,47.38,56.71,24.24,100.2361062
601,(주)더존비즈온,12510,202012,198810,,0,0,0,정보통신업,0,9.898343589,9.635131651,16.67228488,14.55,14.86990088,18.89,10.06,15.09,2.27,116.25,114.99,100.76,20.65,27.02,113.4756657
602,(주)덕산테코피아,317330,202012,201908,,0,0,0,제조업,1,7.297125459,8.834578776,26.74725193,23.87,4.593261314,16.12,8.24,8.11,-1.31,674.49,509.85,8.57,123.47,20.9,178.2300521
603,(주)덕성,4830,201112,198709,,0,0,0,제조업,1,-0.473006136,1.693115637,-18.15588298,9.46,-88.8647122,0.28,0.41,0.44,-0.04,203.58,149.48,57.61,-6.69,-2.41,64.94932099
604,(주)덕성,4830,201312,198709,,0,0,0,제조업,1,3.115389503,7.16137862,6.432217846,4.05,79.47336962,4.5,6.08,7.23,0.17,196.61,140.65,64.16,7.22,2.98,94.60594444
605,(주)덕성,4830,201412,198709,,0,0,0,제조업,1,-4.896010503,-0.097796548,-15.53118949,2.78,-73.55059633,0.92,1.62,1.21,0.15,219.45,155.21,56.28,6.17,2.64,65.76248649
606,(주)덕성,4830,201512,198709,,0,0,0,제조업,1,-0.691295623,1.306832869,-6.501869578,-7.57,-66.58906076,0.68,0.56,0.83,0.08,227.06,162.29,53.19,14.21,6.24,66.39128655
607,(주)덕성,4830,201612,198709,,0,0,0,제조업,1,11.2432862,3.759943444,34.92489401,5.85,519.2575704,2.83,3.28,4.55,0.09,202.56,149.07,64.24,10.61,4.33,81.17917127
608,(주)덕성,4830,201712,198709,,0,0,0,제조업,1,-2.55530997,-0.820125422,-2.988586572,4.42,-47.56190902,0.52,1.66,0.8,0.1,212.92,158.24,61.37,10.07,4.01,72.30227513
609,(주)덕성,4830,202012,198709,,0,0,0,제조업,1,2.106617115,5.156916831,35.69303632,-1.53,558.2374493,3.08,5.35,5.61,0.04,176.8,129.49,58.58,10.03,3.31,87.43445596
610,(주)덕신하우징,90410,201412,201408,,0,0,0,제조업,1,7.666286084,82.88757294,-13.20255667,0.0,-21.21727783,7.68,13.55,12.96,0.11,430.34,325.14,16.87,94.93,12.28,88.70530364
611,(주)덕신하우징,90410,201512,201408,,0,0,0,제조업,1,20.8771911,-1.777508767,15.72122386,31.98,-70.31340401,1.08,3.21,1.66,-0.02,199.97,148.4,43.82,-1.52,-0.43,59.84067485
612,(주)덕신하우징,90410,201612,201408,,0,0,0,제조업,1,13.29927278,-20.26591706,15.95694266,5.21,-437.8634387,-10.02,-10.17,-19.87,0.45,104.16,70.64,104.37,-11.72,-5.48,19.51221574
613,(주)덕신하우징,90410,201712,201408,,0,0,0,제조업,1,-4.145238773,14.52560346,3.496848903,-14.58,231.0556819,6.92,7.46,14.93,0.51,123.99,86.55,71.05,2.72,0.96,83.07508532
614,(주)덕신하우징,90410,202012,201408,,0,0,0,제조업,1,5.838286262,-1.134824895,-17.33111218,-15.68,-417.5185649,-6.4,-6.82,-10.92,0.47,153.07,127.02,73.17,14.17,6.04,42.00070352
615,(주)데이타솔루션,263800,201712,201708,,0,0,0,도매 및 소매업,1,56.59238968,65.1864988,-10.69017033,0.0,-85.8535737,0.98,1.1,3.77,0.19,158.77,122.96,112.01,-1.32,-0.48,74.62230088
616,(주)데이타솔루션,263800,202012,201708,,0,0,0,도매 및 소매업,1,13.25067952,3.237479446,-8.33740266,4.62,23.47621973,0.54,0.82,1.93,0.1,136.36,130.61,170.06,16.69,8.09,84.60946078
617,(주)데코앤이,17680,201112,199309,43789.0,1,0,1,제조업,1,-18.47942181,1.545652834,53.06116789,-20.86,488.542374,-0.65,1.97,-6.84,1.98,113.0,44.24,395.35,4.04,2.06,83.1835473
618,(주)덴티움,145720,201712,201703,,0,0,0,제조업,1,65.9231127,106.7705723,25.50294604,9.74,43.97591388,20.11,16.49,26.05,0.12,153.6,117.65,91.35,13.23,13.03,147.3577023
619,(주)덴티움,145720,202012,201703,,0,0,0,제조업,1,-6.739223971,10.68472835,-9.041564814,-10.2,-11.33212618,9.67,7.49,10.34,3.41,101.03,72.26,123.2,11.38,13.95,107.4865363
620,(주)도화엔지니어링,2150,201112,201008,,0,0,0,"전문, 과학 및 기술 서비스업",0,14.69936394,3.637036197,-12.41803366,8.2,-40.29984646,6.18,7.08,7.84,0.57,222.77,222.77,64.7,4.86,2.52,84.22714855
621,(주)도화엔지니어링,2150,201312,201008,,0,0,0,"전문, 과학 및 기술 서비스업",0,-2.63341154,0.981042896,-4.425008617,-2.76,464.4565035,2.03,1.98,2.52,0.82,187.45,187.45,54.38,-3.73,-1.64,86.3633574
622,(주)도화엔지니어링,2150,201412,201008,,0,0,0,"전문, 과학 및 기술 서비스업",0,-1.183448739,-2.193355249,-15.01020799,-3.3,-71.70742554,1.33,0.57,1.41,0.72,145.21,145.21,55.98,9.27,4.83,80.403664
623,(주)도화엔지니어링,2150,201512,201008,,0,0,0,"전문, 과학 및 기술 서비스업",0,-6.157600156,7.493885427,19.76975509,-0.96,136.3972877,6.47,1.4,8.02,0.1,128.85,128.85,36.17,9.96,3.01,94.26875606
624,(주)도화엔지니어링,2150,201612,201008,,0,0,0,"전문, 과학 및 기술 서비스업",0,-1.457775756,-1.678064256,18.06582565,2.32,227.6415588,0.39,4.78,0.55,-0.04,120.55,120.55,36.47,14.28,3.62,91.78642105
625,(주)도화엔지니어링,2150,201712,201008,,0,0,0,"전문, 과학 및 기술 서비스업",0,6.50889087,4.29729325,22.85292615,3.16,10.98813383,2.94,5.02,4.97,0.03,127.18,127.18,39.37,12.41,2.89,91.46284694
626,(주)도화엔지니어링,2150,202012,201008,,0,0,0,"전문, 과학 및 기술 서비스업",0,10.4428585,1.686132215,11.39162183,3.81,-11.29913529,3.1,5.58,7.0,-0.02,125.71,125.71,75.86,15.86,5.38,108.1442087
627,(주)동구바이오제약,6620,202012,201802,,0,0,0,제조업,1,8.761195121,10.50835275,11.16349752,10.17,17.80662011,6.57,5.49,10.14,0.25,178.61,116.97,52.51,17.73,6.33,100.1214154
628,(주)동국알앤에스,75970,201112,200402,,0,0,0,제조업,1,24.36277274,11.80453258,-9.124323501,3.33,9.403713823,2.4,4.78,4.91,3.14,86.29,40.17,136.85,8.04,5.75,174.1623656
629,(주)동국알앤에스,75970,201312,200402,,0,0,0,제조업,1,-5.730586025,-2.143023358,-9.693500451,1.27,-44.8756189,-0.72,3.37,-1.12,2.1,212.77,118.23,90.74,25.68,15.32,121.163375
630,(주)동국알앤에스,75970,201412,200402,,0,0,0,제조업,1,-3.788523587,0.288841294,-6.120964327,16.25,-37.78923096,1.62,2.2,2.44,1.7,188.96,94.22,82.98,14.7,8.56,126.4624731
631,(주)동국알앤에스,75970,201512,200402,,0,0,0,제조업,1,-5.573824114,-3.77008529,-10.2150504,-29.03,-82.97362586,-1.17,0.39,-2.04,1.29,160.37,100.09,79.55,15.29,9.16,108.644697
632,(주)동국알앤에스,75970,201612,200402,,0,0,0,제조업,1,-6.366883744,2.306441063,-4.419118609,-10.61,558.2374493,2.03,2.78,2.54,0.92,189.51,124.24,64.33,12.55,6.5,145.7005085
633,(주)동국알앤에스,75970,201712,200402,,0,0,0,제조업,1,1.150898505,0.542749029,0.704137957,5.08,4.917219302,2.72,3.0,3.49,0.75,172.07,92.47,65.32,6.24,3.28,141.7620968
634,(주)동국알앤에스,75970,202012,200402,,0,0,0,제조업,1,0.546616071,2.015477709,-8.296232448,0.0,16.01079952,3.4,3.35,3.93,0.69,198.31,127.95,56.73,16.92,8.28,135.9234375
