,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본정상영업이익률,금융비용부담률,수지비율,유보율,자기자본구성비율,유동비율,이자보상배율,CASH FLOW 대 총자본비율,순운전자본회전률
7290,(주)한창,5110,201212,197606,,0,0,0,도매 및 소매업,1,6.096023115,4.970505088,22.96210409,11.11,169.224049,3.26,-1.9,93.8,45.47,61.3946217,220.8,8.19,-6.81,0.49
7291,(주)한창,5110,201312,197606,,0,0,0,도매 및 소매업,1,8.070086741,4.124117281,34.10192177,50.0,88.95592989,5.92,0.65,95.94,50.6,59.15291625,270.98,7.94,-9.42,0.67
7292,(주)한창,5110,201412,197606,,0,0,0,도매 및 소매업,1,16.83082692,9.298936775,-14.88411646,20.0,-14.68380608,4.49,0.61,90.31,63.25,55.33942559,223.61,6.61,-7.75,0.49
7293,(주)한창,5110,201512,197606,,0,0,0,도매 및 소매업,1,53.51953365,39.43408224,-10.4209469,-5.56,-282.6432277,-6.0,1.05,116.65,112.36,50.26202097,1048.11,-8.53,-9.54,0.34
7294,(주)한창,5110,201612,197606,,0,0,0,도매 및 소매업,1,21.69598574,13.83707481,193.9357543,-17.65,518.5821955,1.07,-0.4,86.47,136.27,47.0161888,221.08,5.84,0.18,0.74
7295,(주)한창,5110,201712,197606,,0,0,0,도매 및 소매업,1,26.26270417,5.901269449,122.01429,14.29,467.8501279,4.88,0.04,95.55,132.01,39.43424237,290.36,8.79,10.04,1.15
7296,(주)한창,5110,201812,197606,,0,0,0,도매 및 소매업,1,2.263075389,-20.37222053,-11.53967242,0.0,1.795142439,4.4,0.18,96.26,87.67,30.705718,127.06,4.74,-0.69,0.75
7297,(주)한창,5110,201912,197606,,0,1,1,도매 및 소매업,1,-13.54176678,-18.02836461,-30.34037363,6.25,59.24090843,7.44,0.19,96.2,57.96,29.11229881,125.74,4.12,-0.58,0.59
7298,(주)한창바이오텍,43090,201112,200110,,1,0,1,도매 및 소매업,1,-12.08518471,-31.60321691,-9.419461442,-28.57,-194.1818573,-0.94,5.18,135.08,208.26,40.36817152,72.22,-0.32,4.17,0.51
7299,(주)한창제지,9460,201112,198712,,0,0,0,제조업,1,16.57077701,-6.323183441,6.000870128,9.46,-62.89415864,2.28,1.89,99.64,68.02,28.09107977,68.0,1.02,6.35,1.25
7300,(주)한창제지,9460,201212,198712,,0,0,0,제조업,1,-1.07732286,12.19011247,0.417073804,2.47,-8.403659902,1.97,2.16,99.6,63.31,31.85863434,67.3,0.82,5.35,1.04
7301,(주)한창제지,9460,201312,198712,,0,0,0,제조업,1,3.603785131,-23.80841127,11.04452527,-2.41,90.01467741,3.7,1.63,106.33,24.43,23.42925948,65.61,1.87,5.23,1.1
7302,(주)한창제지,9460,201412,198712,,0,0,0,제조업,1,-7.882197297,5.954232156,-3.891244969,-2.47,16.70592491,4.42,1.55,98.3,31.84,26.94841959,133.94,2.38,9.86,1.24
7303,(주)한창제지,9460,201512,198712,,0,0,0,제조업,1,-0.813717131,8.41692464,1.5241687,-5.49,13.68193835,5.26,1.52,97.57,42.93,29.45633903,68.18,2.81,4.97,1.39
7304,(주)한창제지,9460,201612,198712,,0,0,0,제조업,1,5.425475874,37.68115395,9.969369002,0.45,85.76372757,9.55,1.11,92.55,96.79,38.46871655,201.34,5.73,9.61,1.48
7305,(주)한창제지,9460,201712,198712,,0,0,0,제조업,1,-1.105700213,19.63661867,3.285198935,-2.22,23.32694159,11.54,0.93,92.71,135.44,46.53723402,115.52,8.66,16.69,1.66
7306,(주)한창제지,9460,201812,198712,,0,0,0,제조업,1,2.485136637,9.699921335,-0.450301494,-1.82,-33.4442376,7.63,0.74,94.07,162.46,49.81337859,160.56,6.56,7.96,1.58
7307,(주)한창제지,9460,201912,198712,,0,0,0,제조업,1,11.17120275,11.53849473,-9.304684313,-0.93,-6.90100797,6.64,0.68,94.54,188.08,49.97795408,149.51,7.22,4.86,1.33
7308,(주)한창제지,9460,202012,198712,,0,0,0,제조업,1,5.302140581,10.19918381,-5.47353767,0.47,58.96042662,9.77,0.71,91.79,217.46,52.30216326,142.91,11.74,8.61,1.11
7309,(주)한컴위드,54920,201112,200111,,0,0,0,정보통신업,0,-11.55555518,52.0546667,24.98105299,13.79,1274.58979,25.65,6.95,61.44,719.22,84.51310085,259.9,7.9,-0.88,0.74
7310,(주)한컴위드,54920,201212,200111,,0,0,0,정보통신업,0,57.40130709,4.210950619,-14.79179536,45.45,-95.60195508,0.72,-1.35,91.14,753.72,55.95373217,52.11,47.5,4.08,0.44
7311,(주)한컴위드,54920,201312,200111,,0,0,0,정보통신업,0,-0.476777155,7.866885713,6.330731773,-8.33,44.00271863,1.06,6.47,84.06,820.88,60.64468835,277.72,0.61,2.53,0.66
7312,(주)한컴위드,54920,201412,200111,,1,0,1,정보통신업,0,1.100523683,-2.17740829,-15.15386535,12.88,-90.56810819,0.1,17.42,101.48,800.83,58.67843579,41.25,0.03,1.28,0.55
7313,(주)한컴지엠디,77280,201112,200406,43846.0,0,0,0,정보통신업,0,27.04165613,5.474926095,44.8557493,-33.33,157.2506296,2.89,0.25,98.3,905.41,50.8891625,151.59,4.57,8.11,1.39
7314,(주)한컴지엠디,77280,201212,200406,43846.0,0,0,0,정보통신업,0,-3.830913105,-3.178001307,-17.19841034,76.67,-207.7609553,-3.23,2.3,102.36,858.09,51.23465954,135.11,-1.72,-3.81,1.29
7315,(주)한컴지엠디,77280,201312,200406,43846.0,0,0,0,정보통신업,0,-3.440799973,-5.191833606,-28.0377861,-16.98,-10.70428982,-3.64,2.81,111.29,828.06,50.30555478,164.93,-2.01,-3.28,0.87
7316,(주)한컴지엠디,77280,201412,200406,43846.0,0,0,0,정보통신업,0,-5.332925447,-5.662155088,5.184425515,-50.0,175.4694379,5.05,2.29,102.01,764.36,50.13060399,96.07,2.73,-1.47,0.85
7317,(주)한컴지엠디,77280,201512,200406,43846.0,0,1,1,정보통신업,0,-4.566556843,-4.096985581,-52.86125953,50.0,-150.9693165,-2.71,3.96,112.93,694.47,50.3772669,91.95,-1.39,6.7,0.44
7318,(주)한탑,2680,201112,199507,,0,1,1,제조업,1,16.77526343,-2.556501775,10.60327371,10.79,-100.0856224,0.0,1.33,101.93,375.04,34.50997311,100.22,0.0,1.67,0.67
7319,(주)한화,880,201112,197606,,0,0,0,제조업,1,-83.18882663,-43.87162163,-64.90575206,6.43,-80.00915269,2.11,2.07,97.67,1147.75,33.65885231,82.63,1.08,-0.47,1.32
7320,(주)한화,880,201212,197606,,0,0,0,제조업,1,5.560054372,5.960157018,-5.60241366,5.44,21.63989653,2.47,2.08,96.87,1225.21,33.78642894,90.04,1.35,4.59,1.22
7321,(주)한화,880,201312,197606,,0,0,0,제조업,1,614.2755123,101.030854,236.6450164,1.51,126.4324879,1.34,1.07,98.97,1045.53,9.509096347,104.25,1.85,3.18,2.77
7322,(주)한화,880,201412,197606,,0,0,0,제조업,1,9.143499825,12.42843131,-3.274702168,33.45,-40.27804273,0.44,1.15,99.9,1060.98,9.795295067,93.31,1.1,4.44,2.05
7323,(주)한화,880,201512,197606,,0,0,0,제조업,1,17.73665666,12.63225603,10.46390172,3.56,47.03268531,0.56,0.85,99.59,1006.94,9.37062605,87.71,1.84,4.88,1.97
7324,(주)한화,880,201612,197606,,0,0,0,제조업,1,6.351609548,4.2670662,13.88217098,2.02,122.2854863,1.12,0.88,96.57,804.69,9.186957215,91.0,3.65,5.07,1.88
7325,(주)한화,880,201712,197606,,0,0,0,제조업,1,3.437660178,12.20704113,6.969876941,2.09,28.05617094,1.37,0.75,96.16,831.88,9.965821775,89.86,5.22,3.51,1.99
7326,(주)한화,880,201812,197606,,0,0,0,제조업,1,5.838884038,6.190446124,-3.301858194,8.86,-16.3406334,1.1,0.71,97.4,759.18,9.998924969,92.27,4.31,2.33,1.83
7327,(주)한화,880,201912,197606,,0,0,0,제조업,1,7.512655798,7.732751097,3.43094122,-8.73,-37.67304783,0.64,1.0,99.51,808.19,10.01939434,95.25,2.27,1.44,1.69
7328,(주)한화,880,202012,197606,,0,0,0,제조업,1,4.878131791,1.331731199,1.019693588,-10.82,40.53665353,0.85,0.89,97.89,826.1,9.680593625,95.54,3.43,1.56,1.65
7329,(주)한화갤러리아타임월드,27390,201112,199601,43937.0,0,0,0,도매 및 소매업,1,-0.734606451,-1.26681919,4.1890436,-2.52,15.25470945,11.83,-0.25,73.12,578.96,64.49642126,46.21,67.0,13.78,1.06
7330,(주)한화갤러리아타임월드,27390,201212,199601,43937.0,0,0,0,도매 및 소매업,1,15.6524411,21.62471832,-0.722293741,5.48,1.355649898,11.06,-0.78,68.52,719.26,67.82700818,74.16,1162.28,10.81,0.88
7331,(주)한화갤러리아타임월드,27390,201312,199601,43937.0,0,0,0,도매 및 소매업,1,4.673463547,5.780332649,-1.949860499,0.61,-3.457950922,9.73,-1.21,70.89,766.26,68.54424459,25.05,474.69,9.82,0.89
7332,(주)한화갤러리아타임월드,27390,201412,199601,43937.0,0,0,0,도매 및 소매업,1,8.495603958,9.974361132,28.31481128,22.49,-6.743068155,8.51,-1.08,80.68,852.06,69.4784787,29.16,34.95,7.7,1.3
7333,(주)한화갤러리아타임월드,27390,201512,199601,43937.0,0,0,0,도매 및 소매업,1,25.30329791,-1.268386414,5.379983618,31.02,-53.28580384,3.39,-1.63,90.63,840.04,54.74494627,63.79,21.34,6.12,0.93
7334,(주)한화갤러리아타임월드,27390,201612,199601,43937.0,0,0,0,도매 및 소매업,1,-5.435913127,-12.24753618,68.62147162,-1.33,-178.8278019,-2.47,-0.33,102.25,725.66,50.80156828,42.33,-4.82,-0.1,1.19
7335,(주)한화갤러리아타임월드,27390,201712,199601,43937.0,1,0,1,도매 및 소매업,1,1.099011185,-2.000613242,16.12537699,-20.73,40.92193635,-1.49,0.58,104.11,709.26,49.24402801,48.12,-1.93,-3.28,1.21
7336,(주)해피드림,65180,201112,200206,42128.0,0,0,0,교육 서비스업,0,3.816269168,-0.848487557,41.88451601,-43.75,36.50553454,-9.05,-5.04,106.24,109.88,82.86456936,151.82,-35.22,-2.61,0.73
7337,(주)해피드림,65180,201212,200206,42128.0,0,0,0,교육 서비스업,0,63.49295678,73.150587,-11.18848543,188.89,-286.9097301,-26.11,0.61,205.59,89.89,87.7594308,175.43,-48.51,-7.65,0.79
7338,(주)해피드림,65180,201312,200206,42128.0,0,0,0,교육 서비스업,0,125.1816065,27.92946465,269.6620052,153.85,-13.51344214,-10.61,2.68,129.28,21.14,49.85761126,26.63,-8.19,-11.3,0.89
7339,(주)해피드림,65180,201412,200206,42128.0,0,0,0,교육 서비스업,0,33.9073508,43.66045384,-20.79606701,-15.15,1801.835619,0.55,12.6,112.59,63.82,53.48897591,12.3,0.15,-4.04,0.76
7340,(주)핸디소프트,220180,201612,201611,,0,0,0,정보통신업,0,36.53098701,59.21877589,-11.4308606,-12.83,-41.21511038,3.64,-0.24,94.43,868.52,69.83708416,330.68,54.05,-0.73,0.78
7341,(주)핸디소프트,220180,201712,201611,,0,0,0,정보통신업,0,31.14967503,-10.94811834,8.881856428,25.77,-170.6933495,-2.22,-0.94,107.19,755.93,47.420047,186.96,-3.33,0.31,0.69
7342,(주)핸디소프트,220180,201812,201611,,1,0,1,정보통신업,0,-19.28844819,-8.574437107,4.723305467,5.37,-315.3898584,-9.01,0.06,118.16,560.27,53.71479537,188.02,-5.78,-11.12,0.62
7343,(주)헥토이노베이션,214180,201512,201506,,0,0,0,정보통신업,0,177.9623272,329.8542914,50.61583025,0.0,82.63729631,21.64,-1.49,60.11,1616.13,92.33700669,1110.55,286.51,22.29,0.56
7344,(주)헥토이노베이션,214180,201612,201506,,0,0,0,정보통신업,0,216.1624969,149.6107749,52.82567312,44.0,44.17633275,9.87,-1.04,65.78,2400.81,72.90020805,195.13,662.23,8.88,0.44
7345,(주)헥토이노베이션,214180,201712,201506,,0,0,0,정보통신업,0,32.73613756,17.16292617,97.78697176,16.67,34.88509891,11.44,-1.33,72.03,1289.55,64.34722186,200.81,3833.74,16.1,0.56
7346,(주)헥토이노베이션,214180,201812,201506,,0,0,0,정보통신업,0,9.1448805,11.71107553,33.35941968,52.38,21.70463533,11.67,-0.84,76.4,1438.43,65.8601423,199.41,524.85,17.34,0.55
7347,(주)헥토이노베이션,214180,201912,201506,,0,0,0,정보통신업,0,29.22950307,40.00329576,15.29145801,-16.41,3.604961802,10.11,-1.09,76.1,1817.29,71.35086619,280.39,274.55,8.73,0.52
7348,(주)헥토이노베이션,214180,202012,201506,,0,0,0,정보통신업,0,20.21708667,12.45476302,38.14044213,9.35,4.527827566,8.51,-0.67,80.34,2005.5,66.74379634,222.86,112.04,10.11,0.56
7349,(주)헥토파이낸셜,234340,201912,201907,,0,0,0,정보통신업,0,48.54176646,100.7283232,14.68618801,0.0,1.996294042,9.49,-1.8,76.05,2484.4,65.37468748,254.82,1787.9,6.98,0.36
7350,(주)헥토파이낸셜,234340,202012,201907,,0,0,0,정보통신업,0,23.29266427,10.45957853,19.14412248,9.09,-20.65638976,5.11,-1.13,82.02,2709.21,58.57007364,197.3,256.91,14.2,0.31
7351,(주)현대공업,170030,201312,201312,,0,0,0,제조업,1,46.65509673,107.8916081,43.52312763,0.0,70.58154911,22.14,-0.11,89.66,1032.29,66.65649962,234.34,263.97,9.23,1.94
7352,(주)현대공업,170030,201412,201312,,0,0,0,제조업,1,29.27640254,19.22568314,17.22891624,14.0,2.535905323,16.65,-0.42,90.22,1243.26,61.47422535,189.61,128.724,9.49,1.74
7353,(주)현대공업,170030,201512,201312,,0,0,0,제조업,1,15.83568475,22.53569829,9.748470922,6.43,-1.152632668,13.53,-0.15,91.35,980.83,65.0299357,188.12,128.724,7.87,1.64
7354,(주)현대공업,170030,201612,201312,,0,0,0,제조업,1,15.50115641,15.22843857,7.663506017,-10.99,13.58006853,13.28,-0.13,90.93,1143.31,64.87638897,198.97,128.724,11.87,1.56
7355,(주)현대공업,170030,201712,201312,,0,0,0,제조업,1,-0.202441656,2.276011226,-17.14377242,0.0,-49.94632989,6.21,-0.3,95.32,1183.8,66.48758143,199.71,128.724,13.02,1.23
7356,(주)현대공업,170030,201812,201312,,0,0,0,제조업,1,-5.812930815,0.42475245,-10.21358604,1.85,-106.3309792,-0.41,-0.41,98.88,1191.32,70.89082359,268.72,128.724,6.3,1.16
7357,(주)현대공업,170030,201912,201312,,0,0,0,제조업,1,2.644143892,4.092043266,5.123174282,-1.21,117.2000903,2.4,-0.33,96.7,1243.55,71.89081029,257.94,43.1,3.26,1.25
7358,(주)현대공업,170030,202012,201312,,0,0,0,제조업,1,15.11434366,11.49525738,25.87144026,-0.61,277.1528473,8.3,-0.18,93.03,1385.73,69.6306311,247.93,239.37,5.28,1.41
7359,(주)현대그린푸드,5440,201112,198908,,0,0,0,도매 및 소매업,1,19.73836204,13.55176698,34.74349663,13.75,86.96637732,4.13,-1.0,91.49,2613.46,74.07029816,231.96,69.5,2.88,2.02
7360,(주)현대그린푸드,5440,201212,198908,,0,0,0,도매 및 소매업,1,6.831637174,6.12187283,16.42683652,-11.87,20.21592964,4.44,-0.81,92.92,2769.64,73.57819247,226.12,86.61,3.52,2.1
7361,(주)현대그린푸드,5440,201312,198908,,0,0,0,도매 및 소매업,1,6.928543948,7.54949456,13.2478164,13.52,-11.58901287,3.67,-0.65,93.44,2955.02,74.00547243,235.92,91.89,2.92,2.21
7362,(주)현대그린푸드,5440,201412,198908,,0,0,0,도매 및 소매업,1,-2.035546767,-2.862901826,11.51933187,4.08,14.48424894,4.11,-0.56,93.63,2870.17,73.38046203,232.4,72.6,3.08,2.22
7363,(주)현대그린푸드,5440,201512,198908,,0,0,0,도매 및 소매업,1,3.777851039,6.234438268,7.472607672,6.9,12.45157618,4.58,-0.53,94.41,3045.0,75.11749459,224.68,71.76,2.98,2.33
7364,(주)현대그린푸드,5440,201612,198908,,0,0,0,도매 및 소매업,1,11.64839032,9.482609624,19.35799778,-0.07,19.64156728,5.09,-0.37,94.61,3142.16,73.66034846,226.43,45.56,5.21,2.42
7365,(주)현대그린푸드,5440,201712,198908,,0,0,0,도매 및 소매업,1,28.1959224,27.1483431,0.484604599,2.59,-17.20371687,3.5,-0.52,93.94,3478.48,73.0584178,239.02,72.82,5.0,1.77
7366,(주)현대그린푸드,5440,201812,198908,,0,0,0,도매 및 소매업,1,1.447677928,3.314783922,28.32604704,15.58,57.58079816,4.87,-0.38,94.56,3548.63,74.40303024,248.65,68.16,3.56,2.01
7367,(주)현대그린푸드,5440,201912,198908,,0,0,0,도매 및 소매업,1,4.553535073,0.250265117,-3.917962171,6.15,-34.49776944,3.1,-0.41,96.9,3567.16,71.34071078,212.38,28.83,4.59,1.93
7368,(주)현대그린푸드,5440,202012,198908,,0,0,0,도매 및 소매업,1,3.434599206,3.487173484,3.653570186,1.15,-12.5880049,2.6,-0.34,96.86,3698.13,71.37697221,201.55,24.17,5.61,1.97
7369,(주)현대리바트,79430,201112,200511,,0,0,0,제조업,1,27.82354187,27.21327319,33.86004271,22.61,-55.16594364,2.78,-0.05,98.34,1011.61,54.87667991,142.01,5.32,3.82,1.83
7370,(주)현대리바트,79430,201212,200511,,0,0,0,제조업,1,-4.693260269,0.065320661,-3.11549049,4.12,-65.296895,0.96,-0.04,99.03,1010.54,57.61662384,150.67,1.9,3.39,1.76
7371,(주)현대리바트,79430,201312,200511,,0,0,0,제조업,1,1.753284531,2.428588514,9.832364672,1.88,300.473113,3.89,-0.11,97.7,1037.04,57.99900693,162.99,11.78,4.77,1.95
7372,(주)현대리바트,79430,201412,200511,,0,0,0,제조업,1,3.768031034,13.45784836,15.92058869,-15.54,166.6673918,10.09,-0.17,94.45,1187.46,63.41493105,179.98,122.94,6.26,2.13
7373,(주)현대리바트,79430,201512,200511,,0,0,0,제조업,1,9.854675592,12.26262655,7.986714222,-2.18,17.96739209,11.14,-0.12,94.21,1342.98,64.80494966,192.06,151.49,5.22,2.14
7374,(주)현대리바트,79430,201612,200511,,0,0,0,제조업,1,10.71702768,12.88266505,5.968696744,7.67,4.484708478,10.55,-0.09,93.94,1526.38,66.07254168,202.01,151.58,2.41,2.05
7375,(주)현대리바트,79430,201712,200511,,0,0,0,제조업,1,62.61719718,49.11003949,20.76712174,49.2,16.8644095,8.94,-0.08,94.42,1930.54,60.58448596,187.53,214.7,1.94,1.63
7376,(주)현대리바트,79430,201812,200511,,0,0,0,제조업,1,-0.565741457,8.15400543,52.14736877,25.42,-2.29387358,7.07,-0.1,96.29,2094.79,65.8973569,208.52,223.95,2.05,1.98
7377,(주)현대리바트,79430,201912,200511,,0,0,0,제조업,1,10.88704815,2.364470609,-8.443449382,-8.6,-50.38174931,3.34,-0.05,97.94,2146.3,60.83260549,160.28,25.87,6.8,1.9
7378,(주)현대리바트,79430,202012,200511,,0,0,0,제조업,1,6.709080674,5.042384627,11.88266651,5.51,55.74777622,4.78,0.02,97.56,2258.75,59.88245708,140.58,25.71,12.51,2.18
7379,(주)현대미포조선,10620,201112,198312,,0,0,0,제조업,1,-18.14385142,-22.87025941,12.27431433,1.16,-39.64514857,4.34,-1.7,93.61,3162.64,43.5625641,105.61,689.51,-0.27,0.53
7380,(주)현대미포조선,10620,201212,198312,,0,0,0,제조업,1,-1.300194419,-0.464591777,-4.509364207,0.6,-75.46487343,1.19,-0.99,97.45,3128.54,43.93136922,113.52,34.89,-8.5,0.56
7381,(주)현대미포조선,10620,201312,198312,,0,0,0,제조업,1,32.43460452,-4.471496857,-9.727796215,4.17,-396.8111801,-3.07,-0.66,107.85,3038.0,31.68883207,109.17,-76.29,-6.78,0.39
7382,(주)현대미포조선,10620,201412,198312,,0,0,0,제조업,1,-1.603272602,-40.55613756,-0.460559176,3.45,-215.350703,-8.55,-0.41,121.31,1726.85,19.14399619,110.89,-71.73,-1.23,0.3
7383,(주)현대미포조선,10620,201512,198312,,0,0,0,제조업,1,-6.21747541,-6.736830477,17.26422323,-9.18,1403.409073,0.68,0.19,98.99,1581.39,19.0379793,121.99,2.52,-4.27,0.35
7384,(주)현대미포조선,10620,201612,198312,,0,0,0,제조업,1,-2.242994127,25.68906258,-9.304369139,-6.68,211.7017002,2.22,0.51,97.89,2048.86,24.47769089,119.64,6.27,-3.7,0.34
7385,(주)현대미포조선,10620,201712,198312,,0,0,0,제조업,1,-9.82925512,3.575630847,-41.85560958,-4.21,-47.97901108,1.23,0.88,78.22,2123.19,28.11657239,114.76,3.82,-0.9,0.2
7386,(주)현대미포조선,10620,201812,198312,,0,0,0,제조업,1,-58.36577372,-0.939117561,-2.0549432,-3.05,-34.32423847,1.2,0.24,95.48,1049.65,66.89814416,167.35,4.22,-2.32,0.31
7387,(주)현대미포조선,10620,201912,198312,,0,0,0,제조업,1,-2.399305155,1.587612901,24.5976127,-0.64,30.64230662,2.71,-0.05,97.3,1063.64,69.63088514,174.21,9.63,6.6,1.06
7388,(주)현대미포조선,10620,202012,198312,,0,0,0,제조업,1,6.460253259,0.574246229,-6.749599311,-0.9,-60.38684419,1.05,0.05,100.66,1068.17,65.78111147,157.79,5.19,2.55,0.96
7389,(주)현대바이오랜드,52260,201112,200105,,0,0,0,제조업,1,45.22857239,29.241233,9.530358419,8.94,-0.01036646,13.06,-0.05,77.73,1143.89,72.39963625,270.16,62.37,12.96,1.24
7390,(주)현대바이오랜드,52260,201212,200105,,0,0,0,제조업,1,14.13003501,7.891733049,6.705292268,2.05,2.131780333,11.15,1.06,80.61,1242.05,68.44230116,546.58,15.02,9.27,1.2
7391,(주)현대바이오랜드,52260,201312,200105,,0,0,0,제조업,1,-3.082444972,6.70309455,-2.733679604,8.04,-14.439817,9.09,0.97,84.36,1332.01,75.3527607,202.22,11.35,10.2,0.93
7392,(주)현대바이오랜드,52260,201412,200105,,0,0,0,제조업,1,0.442418451,6.593662173,8.388125493,9.3,21.99964354,11.24,0.62,82.9,1426.43,79.96747631,570.79,19.92,10.34,1.01
7393,(주)현대바이오랜드,52260,201512,200105,,0,0,0,제조업,1,7.126041716,6.405613952,5.084196017,9.79,-11.5325012,9.58,0.16,83.33,1524.21,79.4296912,268.65,31.65,7.76,1.05
7394,(주)현대바이오랜드,52260,201612,200105,,0,0,0,제조업,1,9.327016,7.155187572,20.89722216,15.5,13.19587813,10.01,-0.32,82.88,1640.43,77.85178605,528.65,39.12,7.22,1.16
7395,(주)현대바이오랜드,52260,201712,200105,,0,0,0,제조업,1,5.190240183,5.580276465,4.855248441,3.02,-0.344910134,9.31,0.37,83.99,1737.55,78.14045372,290.56,30.64,7.61,1.22
7396,(주)현대바이오랜드,52260,201812,200105,,0,0,0,제조업,1,9.5217301,8.046816661,-1.918767657,9.12,6.471621941,9.23,0.33,84.08,1885.41,77.08814743,319.99,29.82,7.73,1.1
7397,(주)현대바이오랜드,52260,201912,200105,,0,0,0,제조업,1,8.225543803,4.578449927,5.687994035,-7.46,-15.21567263,7.19,0.5,86.47,1976.31,74.49035304,329.29,19.1,6.51,1.12
7398,(주)현대바이오랜드,52260,202012,200105,,0,0,0,제조업,1,-10.23399263,-11.87681768,-16.37842143,2.26,-161.2803044,-4.47,1.06,119.31,1729.71,73.12709069,160.99,-8.0,5.41,0.95
7399,(주)현대백화점,69960,201112,200211,,0,0,0,도매 및 소매업,1,-20.84867824,-25.38368658,-49.48009489,10.4,-21.89860834,10.42,0.32,64.26,2034.04,61.27869672,74.95,31.3,8.47,0.75
7400,(주)현대백화점,69960,201212,200211,,0,0,0,도매 및 소매업,1,14.40686608,11.89821328,5.616145524,21.44,-5.302028812,8.42,-0.46,69.59,2294.92,59.93501011,101.78,31.91,7.21,0.68
7401,(주)현대백화점,69960,201312,200211,,0,0,0,도매 및 소매업,1,3.715327587,9.564728252,0.905419712,8.39,-7.754586966,7.15,-0.52,71.83,2527.64,63.31526157,89.15,43.29,6.95,0.62
7402,(주)현대백화점,69960,201412,200211,,0,0,0,도매 및 소매업,1,1.485796384,6.848940435,1.18181465,6.63,-7.521229066,6.45,-0.52,75.88,2718.46,66.66123589,56.99,65.89,6.55,0.66
7403,(주)현대백화점,69960,201512,200211,,0,0,0,도매 및 소매업,1,8.390782897,6.384519238,6.772458167,31.59,-0.227915333,6.13,0.02,77.55,2921.66,65.427367,83.79,40.42,6.49,0.78
7404,(주)현대백화점,69960,201612,200211,,0,0,0,도매 및 소매업,1,6.921376116,6.939275758,10.55195898,0.12,5.605999317,6.01,0.31,77.26,3136.78,65.43832016,86.76,23.62,6.4,0.82
7405,(주)현대백화점,69960,201712,200211,,0,0,0,도매 및 소매업,1,2.884647453,7.12513306,0.891937661,8.99,2.740911263,5.89,0.13,76.99,3374.29,68.13542086,57.47,32.01,6.49,0.71
7406,(주)현대백화점,69960,201812,200211,,0,0,0,도매 및 소매업,1,3.117482584,4.57720951,0.761060504,8.66,-9.40121354,5.18,-0.14,77.18,3525.65,69.09994313,97.34,23.33,6.24,0.7
7407,(주)현대백화점,69960,201912,200211,,0,0,0,도매 및 소매업,1,9.07958175,3.110190915,18.08306479,0.35,-18.06047604,4.0,0.13,85.15,3633.77,65.31844195,94.59,16.31,5.33,0.82
7408,(주)현대백화점,69960,202012,200211,,0,0,0,도매 및 소매업,1,14.21913738,1.064512613,3.374438549,3.14,-53.51019998,1.66,0.62,93.79,3668.6,57.79571315,87.25,4.45,3.66,0.64
7409,(주)현대에버다임,41440,201112,200311,,0,0,0,제조업,1,27.50414772,18.27578669,8.036512431,15.46,23.40342261,8.33,1.24,94.26,1263.26,44.2881656,165.24,5.08,0.97,0.9
7410,(주)현대에버다임,41440,201212,200311,,0,0,0,제조업,1,15.91779777,35.23852109,22.71457538,4.17,21.62306883,8.82,1.26,93.72,1261.8,51.66994312,155.88,5.4,3.11,0.98
7411,(주)현대에버다임,41440,201312,200311,,0,0,0,제조업,1,18.29104755,14.32729479,29.83188651,9.71,8.171040233,8.15,0.54,94.07,1426.28,49.93856205,155.37,8.24,0.24,1.07
7412,(주)현대에버다임,41440,201412,200311,,0,0,0,제조업,1,15.49049895,3.908842391,6.199101478,8.59,1.753208632,7.1,0.42,95.04,1476.52,44.93060659,145.32,7.83,-2.25,0.92
7413,(주)현대에버다임,41440,201512,200311,,0,0,0,제조업,1,-8.321383409,7.899090156,3.699916183,-2.88,-13.92302625,5.95,0.4,94.56,1592.22,52.880069,166.82,6.38,5.47,0.95
7414,(주)현대에버다임,41440,201612,200311,,0,0,0,제조업,1,-8.069441322,10.84509931,2.908428193,0.99,44.52791536,9.36,0.09,94.05,1773.09,63.76004437,202.81,16.58,16.71,1.17
7415,(주)현대에버다임,41440,201712,200311,,0,0,0,제조업,1,4.273319659,9.694210229,0.864145087,3.91,-5.276593535,9.06,-0.14,93.95,1954.13,67.07475828,229.5,25.08,8.21,1.28
7416,(주)현대에버다임,41440,201812,200311,,0,0,0,제조업,1,-1.542043925,4.594788772,-8.55394183,-5.65,-41.6648997,5.22,0.06,95.67,2048.26,71.25549274,265.61,13.44,2.17,1.19
7417,(주)현대에버다임,41440,201912,200311,,0,0,0,제조업,1,4.078374828,-1.067404088,-20.10182634,-0.25,-78.37271316,1.12,0.2,98.65,2025.39,67.73252255,240.38,3.08,2.04,0.95
7418,(주)현대에버다임,41440,202012,200311,,0,0,0,제조업,1,-10.88094103,-3.24751049,5.982916348,-4.0,-6.054174442,1.09,-0.23,103.63,1956.55,73.53410429,276.32,5.0,6.7,1.04
7419,(주)현대이지웰,90850,201312,201312,,0,0,0,정보통신업,0,25.77793296,49.96914507,20.69011876,0.0,7.496315534,12.74,-0.78,85.88,376.81,56.85264013,149.14,254.07,12.96,0.83
