,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,정상영업손익증가율,총자본정상영업이익률,금융비용부담률,수지비율,유보율,자기자본구성비율,유동비율,이자보상배율,CASH FLOW 대 총자본비율,순운전자본회전률
1383,(주)로지시스,67730,202012,201507,,0,0,0,정보통신업,0,-1.081774601,4.54422074,-1.778292511,-5.86,-6.380161724,1.69,-0.32,98.2,250.39,68.26446644,281.03,23.87,-2.66,1.33
1384,(주)로케트전기,420,201112,198808,42059.0,0,0,0,제조업,1,23.446905,-0.677483442,-3.652934479,8.67,-96.51454879,0.21,4.51,104.1,22.6,11.3510651,67.18,0.05,-3.95,0.71
1385,(주)로케트전기,420,201212,198808,42059.0,1,0,1,제조업,1,-9.228052224,-103.0198672,-8.626253825,4.29,-5542.922474,-10.87,6.27,121.36,-46.95,-0.377635495,45.86,-2.36,-11.58,0.6
1386,(주)루멘스,38060,201112,200608,,0,0,0,제조업,1,-1.430270211,8.46205891,5.659475025,-0.47,72.99234016,10.69,1.06,93.54,553.26,48.67474489,120.34,5.56,14.02,1.44
1387,(주)루멘스,38060,201212,200608,,0,0,0,제조업,1,16.71705807,18.54146847,43.53535674,0.0,19.59391631,11.18,0.76,94.88,651.32,49.43558235,126.63,6.43,10.38,1.69
1388,(주)루멘스,38060,201312,200608,,0,0,0,제조업,1,9.905991732,37.88283619,24.07341308,0.0,66.30403038,16.45,0.15,89.23,835.95,62.0195332,182.26,26.31,17.67,1.89
1389,(주)루멘스,38060,201412,200608,,0,0,0,제조업,1,5.438782744,10.61168596,-14.60118422,5.68,-61.7586672,5.85,-0.1,94.18,899.76,65.06225652,210.29,21.56,17.05,1.56
1390,(주)루멘스,38060,201512,200608,,0,0,0,제조업,1,-3.536724221,-4.372489005,-18.84999566,-6.09,-69.39441829,1.77,-0.04,100.18,875.59,64.49855243,205.09,6.33,6.46,1.3
1391,(주)루멘스,38060,201612,200608,,0,0,0,제조업,1,2.911779393,-2.47778939,-5.351265114,-1.91,-14.64695212,1.52,0.08,100.46,855.95,61.12071379,179.09,3.9,7.5,1.3
1392,(주)루멘스,38060,201712,200608,,0,0,0,제조업,1,-1.253938325,3.840771972,-10.24557107,-10.89,-275.5937334,-2.65,0.34,102.58,826.62,64.27417961,173.87,-4.5,4.16,1.22
1393,(주)루멘스,38060,201812,200608,,1,0,1,제조업,1,-3.657352936,-13.79977911,-9.882732506,-13.97,-121.3240157,-6.01,0.66,106.6,683.84,57.50774603,147.43,-6.92,-0.16,1.12
1394,(주)루트로닉,85370,201112,200607,,0,0,0,제조업,1,5.964722466,-1.972787625,10.85739537,2.26,-172.4974051,-3.26,1.48,105.67,566.42,56.73836645,176.92,-2.06,4.48,1.03
1395,(주)루트로닉,85370,201212,200607,,0,0,0,제조업,1,19.69761418,-2.065492668,9.898582067,2.21,5239.402074,0.06,1.19,99.79,569.24,46.4223452,130.8,0.05,3.04,1.02
1396,(주)루트로닉,85370,201312,200607,,0,0,0,제조업,1,7.116862054,3.882968348,13.16553808,7.03,2882.310888,1.5,1.59,98.37,588.37,45.02083915,111.62,1.09,5.98,1.01
1397,(주)루트로닉,85370,201412,200607,,0,0,0,제조업,1,10.52365045,-0.760599984,24.67101938,8.59,163.8968742,3.63,1.31,96.55,593.26,40.42429876,99.67,2.85,7.3,1.11
1398,(주)루트로닉,85370,201512,200607,,0,0,0,제조업,1,60.92040072,130.1103312,10.77802334,5.12,89.10075923,5.02,0.91,92.32,1342.67,57.80527973,151.48,5.92,4.87,0.91
1399,(주)루트로닉,85370,201612,200607,,0,0,0,제조업,1,48.04861385,80.93265596,17.20683033,19.03,26.71999799,4.16,0.53,91.82,2092.02,70.64478699,289.51,7.95,3.48,0.68
1400,(주)루트로닉,85370,201712,200607,,0,0,0,제조업,1,2.613535581,-1.721581306,1.509678143,9.29,-142.3419694,-1.46,-0.4,105.99,975.83,67.66025471,241.55,-2.99,0.3,0.54
1401,(주)루트로닉,85370,201812,200607,,1,0,1,제조업,1,9.475653076,-2.577346878,7.425807586,12.59,-337.6050132,-6.0,0.55,114.39,932.67,60.2110272,188.41,-9.23,-2.77,0.54
1402,(주)룩손에너지홀딩스,33550,201112,199801,41401.0,0,0,0,도매 및 소매업,1,-23.18613356,-22.30387166,80.43179801,-7.14,206.2826511,4.6,4.28,99.51,81.12,26.62510081,81.84,0.82,-8.49,0.96
1403,(주)룩손에너지홀딩스,33550,201212,199801,41401.0,0,0,0,도매 및 소매업,1,-33.83220086,-64.59815051,-39.06662204,53.85,-288.4772985,-11.2,8.53,123.65,-46.68,14.24526467,53.77,-1.31,3.4,0.78
1404,(주)룽투코리아,60240,201112,200201,,0,0,0,정보통신업,0,-15.88315546,-64.57777212,29.2493931,-29.85,-27.65248475,-28.78,1.55,135.66,-58.25,15.32359131,69.57,-18.61,-5.02,0.73
1405,(주)룽투코리아,60240,201212,200201,,0,0,0,정보통신업,0,4.151038053,128.601195,17.47054843,-22.34,871.6311978,4.12,0.89,96.5,280.75,33.63376256,108.13,3.67,-3.08,0.84
1406,(주)룽투코리아,60240,201312,200201,,0,1,1,정보통신업,0,-24.55910173,-11.23180364,-25.31692255,-31.51,-215.8951757,-5.34,0.31,106.86,120.3,39.57546248,133.99,-5.79,-5.1,0.71
1407,(주)리노스,39980,201112,200208,,0,0,0,정보통신업,0,14.26508684,36.52375328,-13.73832395,7.42,3.318856592,13.45,0.0,89.3,147.26,67.8955376,249.14,16.48375,14.08,1.15
1408,(주)리노스,39980,201212,200208,,0,0,0,정보통신업,0,32.22562255,16.34363049,44.07961682,-29.82,2.499918264,11.65,0.0,91.42,182.85,59.74041328,202.92,16.48375,14.28,1.35
1409,(주)리노스,39980,201312,200208,,0,0,0,정보통신업,0,-16.15257793,-1.273771072,-21.88546442,-16.06,-44.39678556,6.19,-0.33,95.42,179.62,70.34140791,256.33,47.49,-8.75,1.03
1410,(주)리노스,39980,201412,200208,,0,0,0,정보통신업,0,34.25030882,26.38949739,29.3319279,34.57,98.77786791,10.04,-0.06,92.62,211.76,66.22267963,207.23,30.66,-3.66,1.21
1411,(주)리노스,39980,201512,200208,,0,0,0,정보통신업,0,14.96583502,18.40646331,-10.53419736,3.67,-17.28073634,8.15,-0.02,91.95,286.91,68.20455211,247.16,42.51,1.33,1.06
1412,(주)리노스,39980,201612,200208,,0,0,0,정보통신업,0,6.388715763,2.493927655,6.81942533,14.16,-42.37706808,3.91,-0.14,96.27,294.2,65.70764935,233.33,16.28,0.13,0.86
1413,(주)리노스,39980,201712,200208,,0,0,0,정보통신업,0,-8.165634951,5.71951,1.188337408,8.14,-6.621437023,3.81,-0.11,94.18,315.51,75.64249493,368.01,12.19,-3.05,0.91
1414,(주)리노스,39980,201812,200208,,0,0,0,정보통신업,0,-2.322451614,2.805954652,-29.41251273,9.68,-57.88328907,1.7,-0.3,97.19,309.58,79.61398532,448.74,9.37,-2.51,0.69
1415,(주)리노스,39980,201912,200208,,0,0,0,정보통신업,0,18.72333366,-0.121151909,13.46429255,1.96,-119.8335744,-0.31,-0.1,100.52,290.04,66.97717206,279.81,-1.02,5.66,0.68
1416,(주)리노스,39980,202012,200208,,0,0,0,정보통신업,0,-22.35167751,-7.307409086,5.605800396,-44.55,-1829.308711,-6.23,0.01,105.9,245.48,79.95391801,468.32,-25.61,-3.9,0.75
1417,(주)리더스코스메틱,16100,201112,200301,,0,0,0,제조업,1,91.97292639,56.60156411,14.23372328,11.49,-15.45963272,0.67,-0.21,72.42,456.5,70.59636726,143.77,6.86,0.86,2.06
1418,(주)리더스코스메틱,16100,201212,200301,,0,0,0,제조업,1,1.242628607,-10.19008323,19.62431553,65.98,121.163366,1.12,0.97,106.73,400.93,62.62435058,167.84,1.12,1.64,1.87
1419,(주)리더스코스메틱,16100,201312,200301,,0,0,0,제조업,1,7.155084899,5.209569927,35.40438765,47.2,182.8929111,2.94,0.82,106.4,403.15,61.48733863,139.92,2.21,7.21,1.4
1420,(주)리더스코스메틱,16100,201412,200301,,0,0,0,제조업,1,29.07010052,38.45140991,64.22856155,24.05,903.0767461,22.83,0.27,81.92,580.23,65.95647396,177.89,35.86,29.33,1.71
1421,(주)리더스코스메틱,16100,201512,200301,,0,0,0,제조업,1,86.42109437,69.58437431,43.93695089,-4.76,55.48077245,24.78,0.32,88.92,849.88,59.99958002,229.44,43.2,6.28,1.57
1422,(주)리더스코스메틱,16100,201612,200301,,0,0,0,제조업,1,5.395698437,10.73955802,4.935064015,-43.93,-43.5428945,10.47,0.58,93.46,923.53,63.04172818,194.9,13.26,5.57,1.18
1423,(주)리더스코스메틱,16100,201712,200301,,0,0,0,제조업,1,1.211032259,-9.171784394,-22.81895167,5.73,-101.3169756,-0.13,0.68,107.98,827.9,56.57454086,216.68,-0.16,8.37,0.92
1424,(주)리더스코스메틱,16100,201812,200301,,1,0,1,제조업,1,-14.9615062,-9.607509546,-0.534906933,21.08,-5223.557142,-7.64,1.46,108.99,765.11,60.13645604,133.95,-5.07,0.56,1.01
1425,(주)리드,197210,201512,201511,,0,0,0,제조업,1,-7.127947164,393.503878,5.268978858,11.32,0.648617448,5.92,0.64,96.53,324.01,36.02907794,201.38,5.84,-6.33,0.98
1426,(주)리드,197210,201612,201511,,0,0,0,제조업,1,89.79668691,40.57328012,-16.96901196,37.29,-61.41468551,1.64,0.56,97.83,418.22,26.68500567,136.07,2.8,4.08,0.58
1427,(주)리드,197210,201712,201511,,0,0,0,제조업,1,-17.25566892,-43.51918601,5.575009864,-74.07,-1711.748078,-22.03,0.89,154.64,51.39,18.21503445,117.84,-7.09,1.3,0.47
1428,(주)리드,197210,201812,201511,,1,0,1,제조업,1,151.5094559,404.2196192,-12.2500396,119.05,90.81587411,-1.27,9.97,154.63,437.38,36.51702757,85.46,-0.21,-6.76,0.34
1429,(주)리드코프,12700,201112,199601,,0,0,0,도매 및 소매업,1,39.93352057,20.20425895,24.69031289,3.94,-7.729014281,8.84,0.0,85.59,813.46,34.94128818,171.33,24.495,-13.42,0.42
1430,(주)리드코프,12700,201212,199601,,0,0,0,도매 및 소매업,1,29.54419621,17.76030704,22.35850352,3.1,15.96457281,7.91,0.0,86.06,975.49,31.7628805,166.37,24.495,-6.52,0.39
1431,(주)리드코프,12700,201312,199601,,0,0,0,도매 및 소매업,1,9.700037115,21.19629617,7.319040824,9.03,22.7852121,9.27,0.0,83.96,1203.23,35.09154211,171.2,24.495,-3.73,0.4
1432,(주)리드코프,12700,201412,199601,,0,0,0,도매 및 소매업,1,25.11804333,20.32861464,22.83661339,5.52,10.23742335,8.67,0.0,85.68,1467.93,33.74826313,164.58,24.495,-7.12,0.41
1433,(주)리드코프,12700,201512,199601,,0,0,0,도매 및 소매업,1,21.84870106,18.13433471,6.495080828,-0.87,6.302866773,7.48,0.0,85.71,1752.07,32.71950031,162.87,24.495,-11.34,0.35
1434,(주)리드코프,12700,201612,199601,,0,0,0,도매 및 소매업,1,21.38505346,11.64605367,17.91438232,5.57,-3.711542287,5.92,0.0,88.32,1967.64,30.09434015,158.52,24.495,-11.17,0.33
1435,(주)리드코프,12700,201712,199601,,0,0,0,도매 및 소매업,1,17.83112705,11.4439519,0.91213273,10.56,-7.395539551,4.59,0.0,89.27,2204.13,28.46304097,149.21,24.495,-11.15,0.28
1436,(주)리드코프,12700,201812,199601,,0,0,0,도매 및 소매업,1,2.319211303,5.082503917,4.874936055,2.76,-5.127033096,3.98,0.0,90.64,2335.68,29.23173054,147.26,24.495,-5.45,0.26
1437,(주)리드코프,12700,201912,199601,,0,0,0,도매 및 소매업,1,-9.110996457,10.45199852,6.749128678,-1.22,20.03953577,4.95,0.5,89.32,2585.05,35.52358297,93.44,19.3,7.59,0.53
1438,(주)리드코프,12700,202012,199601,,0,0,0,도매 및 소매업,1,5.785736027,12.44701869,-24.66064183,-1.24,11.51040742,5.63,0.49,83.93,2912.07,37.76048783,102.5,29.69,9.58,3.5
1439,(주)링네트,42500,201112,200201,,0,0,0,정보통신업,0,4.216726202,3.500271949,18.73647508,18.8,35.25963428,7.13,-0.52,95.96,267.39,36.8835767,152.05,9.45,4.19,0.86
1440,(주)링네트,42500,201212,200201,,0,0,0,정보통신업,0,12.46341811,41.81771355,9.711483731,8.86,6.338992113,7.02,-0.58,93.48,357.09,46.51063078,179.43,14.61,4.88,0.9
1441,(주)링네트,42500,201312,200201,,0,0,0,정보통신업,0,10.75017789,19.73390537,23.23018521,14.53,38.46797805,8.71,-0.56,92.79,443.04,50.28343583,191.23,27.95,3.62,1.02
1442,(주)링네트,42500,201412,200201,,0,0,0,정보통신업,0,11.35570373,25.36125591,18.1575631,15.74,7.489113196,8.43,-0.56,94.48,507.6,56.60773949,216.88,77.03,0.96,1.13
1443,(주)링네트,42500,201512,200201,,0,0,0,정보통신업,0,4.556970057,8.56889807,-12.59537909,10.53,-33.16490846,5.23,-0.5,94.96,559.09,58.77982019,225.5,76.68,11.2,0.95
1444,(주)링네트,42500,201612,200201,,0,0,0,정보통신업,0,9.559837886,8.303185553,28.63092653,11.11,14.90238808,5.61,-0.38,96.66,604.6,58.10561511,213.57,166.48,6.37,1.17
1445,(주)링네트,42500,201712,200201,,0,0,0,정보통신업,0,-2.356527967,8.254968898,15.17455934,8.21,11.08737838,6.03,-0.44,96.19,674.37,64.42029791,243.28,205.22,-0.82,1.36
1446,(주)링네트,42500,201812,200201,,0,0,0,정보통신업,0,8.690423797,-4.699376321,-7.370771621,-6.93,-21.76755286,4.58,-0.48,96.6,704.54,56.48422698,203.92,32.38,9.89,1.21
1447,(주)링네트,42500,201912,200201,,0,0,0,정보통신업,0,1.930547958,10.88399884,-4.101126048,-2.13,72.56929097,7.51,-0.51,93.11,787.69,61.4457303,219.6,25.4,4.48,1.11
1448,(주)링네트,42500,202012,200201,,0,0,0,정보통신업,0,30.46260755,18.43673838,13.29720413,-4.35,4.687986534,6.76,-0.48,93.35,892.75,55.78174483,205.79,40.11,6.57,1.07
1449,(주)마니커,27740,201112,200210,,0,0,0,제조업,1,31.48497428,-4.03422807,7.388190103,0.0,-64.04377589,1.9,1.96,100.56,276.94,31.38323091,82.82,0.58,3.46,1.51
1450,(주)마니커,27740,201212,200210,,1,0,1,제조업,1,3.716212974,-8.1697917,-2.906947209,0.0,-376.5527229,-4.72,2.36,105.98,123.83,27.78667432,84.67,-1.31,-0.33,1.28
1451,(주)마니커에프앤지,195500,201912,201908,,0,0,0,제조업,1,10.6859069,55.97119987,0.416370115,0.0,-29.64585756,7.86,0.49,96.1,606.97,62.71098785,187.1,8.66,8.37,2.13
1452,(주)마니커에프앤지,195500,202012,201908,,0,0,0,제조업,1,48.00154639,12.22802628,-7.547854691,2.96,-15.35466925,5.1,0.46,96.43,664.68,47.55308688,187.86,6.28,6.93,1.53
1453,(주)마이스코,88700,201112,200801,41398.0,1,0,1,제조업,1,3.213550944,-15.3353396,48.24932775,9.86,65.60585816,-2.67,5.95,110.14,1100.97,32.52727554,104.49,-0.76,-0.32,0.7
1454,(주)마이크로컨텍솔루션,98120,201112,200809,,0,0,0,제조업,1,25.93514855,27.76489239,54.3290059,-4.48,145.0500587,23.98,-0.95,78.67,440.74,85.23682426,360.47,363.23,13.12,1.94
1455,(주)마이크로컨텍솔루션,98120,201212,200809,,0,0,0,제조업,1,18.86771701,21.16538952,3.972718612,15.63,0.784905102,18.36,-1.28,78.63,555.19,86.88442306,403.27,536.17,19.58,1.51
1456,(주)마이크로컨텍솔루션,98120,201312,200809,,0,0,0,제조업,1,21.46897093,17.92528563,10.94662958,8.11,3.308994009,17.13,-1.29,79.26,667.99,84.34969299,419.53,301.28,15.76,1.51
1457,(주)마이크로컨텍솔루션,98120,201412,200809,,0,0,0,제조업,1,27.79639419,23.71191401,46.54897547,16.25,75.72403618,24.09,-0.69,76.15,847.0,81.6538059,347.79,259.53,13.73,1.66
1458,(주)마이크로컨텍솔루션,98120,201512,200809,,0,1,1,제조업,1,-1.153216438,6.000800137,-21.73200203,30.11,-61.12843076,8.39,-0.83,87.78,896.77,87.56348409,512.67,166.99,11.28,1.14
1459,(주)마이크로프랜드,147760,201612,201612,,0,0,0,제조업,1,56.64354556,84.55247055,22.48820281,0.0,116.6081909,11.95,-0.13,87.65,692.64,76.33759053,484.04,45.53,7.7,1.06
1460,(주)마이크로프랜드,147760,201712,201612,,0,0,0,제조업,1,1.56444921,13.90589007,12.09240963,13.38,16.53869103,11.32,-0.45,86.92,787.97,85.61363019,623.35,96.88,7.59,1.05
1461,(주)마이크로프랜드,147760,201812,201612,,0,0,0,제조업,1,10.005171,-4.142302453,-19.18199399,-4.49,-148.6683744,-5.21,-0.09,106.93,751.19,74.60308815,236.12,-44.06,5.89,0.95
1462,(주)마이크로프랜드,147760,201912,201612,,0,0,0,제조업,1,-5.645574308,-10.68060947,-9.589968,-4.12,9.839961661,-4.61,0.2,108.66,660.28,70.6220436,216.44,-12.4,7.74,0.92
1463,(주)마이크로프랜드,147760,202012,201612,,0,0,0,제조업,1,13.55980833,16.19657629,39.13877718,-4.29,156.0196696,7.94,0.16,90.8,783.42,72.26183099,234.38,29.67,9.62,1.21
1464,(주)마크로젠,38290,201112,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,27.65455251,16.26911587,39.83718856,11.9,226.6249123,8.39,-1.14,82.64,1439.17,74.6357438,313.62,99.05,14.36,0.91
1465,(주)마크로젠,38290,201212,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,42.18904499,19.97002873,36.27875064,9.04,18.85874659,7.42,0.33,88.87,1709.02,62.97287058,385.61,3.91,13.49,0.82
1466,(주)마크로젠,38290,201312,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,6.809452258,16.11573996,8.947887755,13.17,-31.22686398,4.2,1.16,86.53,1956.19,68.45968507,243.43,2.29,11.51,0.65
1467,(주)마크로젠,38290,201412,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,32.45440571,11.79588076,12.58722926,13.79,-27.10668862,2.55,-0.44,93.82,2189.55,57.7822289,425.91,7.7,6.78,0.62
1468,(주)마크로젠,38290,201512,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,15.60755182,15.37628214,46.93199437,17.42,60.219645,3.33,-0.11,89.6,1683.1,57.66663716,338.46,4.99,5.11,0.81
1469,(주)마크로젠,38290,201612,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,18.77132669,8.282314246,14.55875901,7.74,-24.60788248,2.14,0.95,93.85,1815.5,52.57394272,150.42,1.61,9.68,0.68
1470,(주)마크로젠,38290,201712,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,12.02602612,13.48021344,11.72111247,9.28,-3.885659859,1.79,1.36,90.16,2117.6,53.25639449,176.37,1.4,10.29,0.57
1471,(주)마크로젠,38290,201812,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.956052732,24.99841998,8.356268057,18.08,-30.35531529,1.17,0.39,92.57,2509.19,65.93923777,225.09,1.25,7.95,0.57
1472,(주)마크로젠,38290,201912,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,25.00638649,-9.365389681,10.83807717,13.23,-65.76246376,0.35,1.07,109.69,2467.97,47.80857433,124.56,0.3,6.67,0.64
1473,(주)마크로젠,38290,202012,200002,,0,0,0,"전문, 과학 및 기술 서비스업",0,27.6052285,84.12227038,-7.892962112,3.07,894.7936243,2.79,-0.1,81.93,4125.9,68.98324899,165.98,8.99,6.09,0.65
1474,(주)만도,204320,201512,201410,,0,0,0,제조업,1,8.146605034,24.36986076,207.8354292,0.0,235.1501088,6.39,0.59,95.89,2726.36,32.83220032,100.52,6.88,5.23,1.36
1475,(주)만도,204320,201612,201410,,0,0,0,제조업,1,7.321048184,10.93138862,10.70316241,-2.88,14.81709126,7.07,0.55,95.31,3030.29,33.93669401,119.85,8.04,6.36,1.52
1476,(주)만도,204320,201712,201410,,0,0,0,제조업,1,-0.298547709,-6.785097954,-3.096753731,2.68,-72.61475052,1.87,0.55,99.6,2789.77,31.72878163,103.45,2.37,7.04,1.45
1477,(주)만도,204320,201812,201410,,0,0,0,제조업,1,-0.308905394,4.922120809,-0.349569678,2.49,136.3451163,4.44,0.6,97.3,2926.2,33.39366543,107.46,4.76,6.35,1.46
1478,(주)만도,204320,201912,201410,,0,0,0,제조업,1,3.56853302,7.008225532,5.596713559,-2.16,10.71637793,4.84,0.69,96.86,3130.43,34.50272759,120.09,4.51,6.09,1.56
1479,(주)만도,204320,202012,201410,,0,0,0,제조업,1,7.45765483,7.818201038,-6.994003342,-5.48,-59.4166973,1.86,0.68,99.91,3398.3,34.61849251,118.48,1.97,7.11,1.34
1480,(주)매직마이크로,127160,201612,201511,,1,0,1,제조업,1,1.225928277,-13.11717442,-0.802191676,-24.27,-418.8758608,-6.45,2.15,110.7,968.62,34.83528791,60.75,-4.36,-1.79,0.89
1481,(주)매커스,93520,201112,200702,,0,0,0,도매 및 소매업,1,1.070910023,9.571598164,-3.080253374,18.52,-46.42090096,9.92,-0.08,93.12,213.91,66.14189051,248.08,15.03,6.8,1.26
1482,(주)매커스,93520,201212,200702,,0,0,0,도매 및 소매업,1,43.5872004,18.17113098,0.844094513,-3.13,18.3844688,8.18,-0.29,89.94,266.93,54.43425308,194.17,16.04,3.54,0.75
1483,(주)매커스,93520,201312,200702,,0,0,0,도매 및 소매업,1,17.88630105,18.63717288,28.89237293,-3.23,40.13103097,10.52,-0.56,90.42,323.9,54.78096976,193.45,34.34,16.69,0.88
1484,(주)매커스,93520,201412,200702,,0,0,0,도매 및 소매업,1,2.621348226,14.52265433,-1.692155278,13.33,22.55145652,11.76,-0.79,90.13,383.58,61.13408343,233.8,28.0,0.66,0.79
1485,(주)매커스,93520,201512,200702,,0,0,0,도매 및 소매업,1,27.23301582,6.844119193,15.72372009,2.94,-6.672454151,9.54,-0.04,91.9,440.59,51.33743985,189.52,25.98,-1.84,0.77
1486,(주)매커스,93520,201612,200702,,0,0,0,도매 및 소매업,1,1.638303545,1.220812472,-7.88952227,0.0,-48.15187117,4.38,0.12,96.05,449.71,51.12656539,190.12,13.45,6.19,0.62
1487,(주)매커스,93520,201712,200702,,0,0,0,도매 및 소매업,1,5.690777354,14.36870308,28.99860569,2.86,214.809848,13.3,0.11,87.67,547.15,55.32440126,205.52,39.96,3.41,0.8
1488,(주)매커스,93520,201812,200702,,0,0,0,도매 및 소매업,1,2.63472105,10.31276835,2.575133736,13.89,17.85451232,15.06,0.13,87.07,634.38,59.46318944,222.35,39.88,9.97,0.81
1489,(주)매커스,93520,201912,200702,,0,0,0,도매 및 소매업,1,16.07764917,1.178857921,-35.85595588,2.44,-54.05494056,6.32,0.01,89.64,671.92,51.83097382,191.12,34.83,4.39,0.46
1490,(주)매커스,93520,202012,200702,,0,0,0,도매 및 소매업,1,-5.571862985,7.29563612,51.19942643,0.0,59.05329194,9.63,0.04,88.85,751.35,58.89385815,217.83,59.35,0.63,0.66
1491,(주)머큐리,100590,201812,201812,,0,0,0,제조업,1,11.11081705,76.59718038,-3.207752837,0.0,34.57445152,11.52,0.19,92.92,820.09,73.20200036,460.99,26.34,10.0,1.55
1492,(주)머큐리,100590,201912,201812,,0,0,0,제조업,1,13.26022838,4.493691035,-17.06184505,-1.55,-79.28101361,2.13,-0.22,97.43,861.44,67.53603906,939.33,10.14,7.32,1.35
1493,(주)머큐리,100590,202012,201812,,0,0,0,제조업,1,19.99267196,12.97043396,6.089472203,-2.11,59.56089756,2.9,0.41,91.5,986.14,63.58367987,219.84,3.25,0.64,1.1
1494,(주)멀티캠퍼스,67280,201112,200611,,0,0,0,교육 서비스업,0,7.278645392,5.970963541,17.97651133,11.34,24.47814907,4.26,-3.8,89.92,2913.45,91.43555088,994.28,23.6,3.09,0.81
1495,(주)멀티캠퍼스,67280,201212,200611,,0,0,0,교육 서비스업,0,8.77615778,6.450099934,27.42313378,31.48,21.98630843,4.62,-3.06,87.73,3054.59,89.48030274,1032.98,23.6,5.29,0.92
1496,(주)멀티캠퍼스,67280,201312,200611,,0,0,0,교육 서비스업,0,30.7055672,21.43826505,35.05326864,34.15,30.05316484,5.21,-1.93,92.68,3546.6,83.13595935,447.24,23.6,5.26,1.1
1497,(주)멀티캠퍼스,67280,201412,200611,,0,0,0,교육 서비스업,0,6.600922903,7.882512399,18.35704728,32.02,93.50385325,8.61,-1.84,89.69,3836.35,84.13544574,539.73,23.6,7.56,1.06
1498,(주)멀티캠퍼스,67280,201512,200611,,0,0,0,교육 서비스업,0,-35.34723356,-44.96662474,5.441676555,25.65,1.808327191,10.32,-1.3,90.12,2110.0,71.61731528,178.1,23.6,10.68,1.36
1499,(주)멀티캠퍼스,67280,201612,200611,,0,0,0,교육 서비스업,0,19.24950056,19.89346364,37.54586044,11.08,49.3152151,17.9,-0.13,90.6,2541.92,72.00405825,202.3,23.6,11.15,2.48
1500,(주)멀티캠퍼스,67280,201712,200611,,0,0,0,교육 서비스업,0,7.895603726,10.28703221,7.908274304,1.28,-15.26935225,13.41,-0.29,92.18,2814.35,73.59997644,265.5,23.6,18.56,2.21
1501,(주)멀티캠퍼스,67280,201812,200611,,0,0,0,교육 서비스업,0,22.87526507,13.14334392,19.28199475,10.41,44.49898552,16.75,-0.36,90.81,3186.44,67.77073841,241.32,23.6,13.05,2.12
1502,(주)멀티캠퍼스,67280,201912,200611,,0,0,0,교육 서비스업,0,42.02099196,15.26314546,19.98743719,9.55,10.75401137,13.91,0.05,91.68,3675.76,55.00221039,154.53,28.65,8.8,2.07
1503,(주)멀티캠퍼스,67280,202012,200611,,0,0,0,교육 서비스업,0,-5.284630154,7.089066327,-9.716096424,-0.81,-43.24718315,6.91,0.09,95.05,3874.55,62.18774594,187.96,18.55,13.47,1.73
1504,(주)메디아나,41920,201412,201410,,0,0,0,제조업,1,35.5114439,77.19979564,13.91423052,5.88,15.36620653,13.29,0.2,89.74,666.86,73.72684953,349.42,22.08,7.69,1.32
1505,(주)메디아나,41920,201512,201410,,0,0,0,제조업,1,20.03689749,27.88066035,21.85892176,5.56,85.28968569,19.45,-0.29,82.77,877.65,78.5445009,375.66,220.8,9.45,1.3
1506,(주)메디아나,41920,201612,201410,,0,0,0,제조업,1,22.15488886,22.46801452,14.23786932,27.37,8.21766884,17.37,-0.11,83.95,897.86,78.7458379,372.85,313.8,14.62,1.32
1507,(주)메디아나,41920,201712,201410,,0,0,0,제조업,1,2.970846972,9.578655477,-1.932745012,1.24,-27.90706163,11.22,-0.04,91.87,992.53,83.79908775,470.06,178.23,9.36,1.27
1508,(주)메디아나,41920,201812,201410,,0,0,0,제조업,1,1.585110828,5.545549697,-10.57340059,-29.8,-43.7925505,6.17,0.01,93.75,1052.59,87.06611341,474.46,73.36,5.26,1.2
1509,(주)메디아나,41920,201912,201410,,0,0,0,제조업,1,14.04437146,15.16295068,3.360584872,-9.3,121.6515445,12.67,-0.12,83.91,1225.91,87.9200823,559.07,926.36,12.27,1.16
1510,(주)메디아나,41920,202012,201410,,0,0,0,제조업,1,18.53247203,19.97197067,39.50290434,4.49,103.2699172,22.12,-0.13,79.94,1487.65,88.98781367,693.55,1422.17,14.06,1.31
1511,(주)메디톡스,86900,201112,200901,,0,0,0,제조업,1,14.26127854,11.94489306,2.924420177,20.99,-25.09547101,15.98,-3.04,65.87,1546.66,77.68430273,292.98,32.68,15.29,0.65
1512,(주)메디톡스,86900,201212,200901,,0,0,0,제조업,1,33.38069216,34.34593819,67.07502835,24.49,114.3001097,27.61,-3.09,52.57,2036.77,78.24648653,353.97,98.18,14.23,0.83
1513,(주)메디톡스,86900,201312,200901,,0,0,0,제조업,1,12.58857883,9.95499591,7.938192919,13.93,-1.636078976,21.1,-1.0,59.13,2420.27,76.41620665,217.95,100.91,20.9,0.86
