,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,자기자본증가율,매출액증가율,종업원수증가율,총자본정상영업이익률,금융비용부담률,1주당순이익,유동비율,당좌비율,이자보상배율,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,종업원1인당부가가치율_계산,당좌자산회전률
0,(주)CMG제약,58820,201112,200108,,0,0,0,제조업,1,13.16648171,5.219838981,56.39690482,4.65,2.37,0.8,-34.51983375,200.97,165.03,3.53,-19.54,-13.66,27.17962963,1.55
1,(주)CMG제약,58820,201212,200108,,0,0,0,제조업,1,78.27578096,75.17050474,-8.429134465,-0.74,-9.96,2.53,-100.872314,693.49,649.98,-7.75,-8.1,-12.71,-0.657014925,0.57
2,(주)CMG제약,58820,201312,200108,,0,0,0,제조업,1,-2.093351662,55.10040697,25.51000779,1.49,1.4,1.65,3.419043233,694.71,610.74,0.7,-19.54,-13.51,51.11823529,0.56
3,(주)CMG제약,58820,201412,200108,,0,0,0,제조업,1,3.855596818,0.010945505,11.52057578,20.59,0.78,-0.65,1.824364742,324.58,268.23,3.6,-17.73,-7.06,43.0795122,0.8
4,(주)CMG제약,58820,201512,200108,,0,0,0,제조업,1,-2.644307329,-4.480892909,18.85196864,-4.88,-4.49,-0.11,-41.33867417,296.85,235.21,-21.04,16.12,5.8,27.67179487,1.22
5,(주)CMG제약,58820,201612,200108,,0,0,0,제조업,1,78.27578096,102.2875763,21.92128628,2.56,2.07,-0.47,15.89493889,862.15,792.17,50.08571429,29.03,8.69,65.742875,0.71
6,(주)CMG제약,58820,201712,200108,,0,0,0,제조업,1,-1.272045136,-3.12895856,25.98061409,25.0,1.41,-2.72,26.03519839,746.28,673.66,50.08571429,22.67,6.34,68.55005,0.57
7,(주)CMG제약,58820,201812,200108,,0,0,0,제조업,1,4.391537932,6.164569375,20.05315057,11.0,2.29,-1.01,55.70005978,957.86,856.94,50.08571429,13.63,2.84,75.89031532,0.68
8,(주)CMG제약,58820,201912,200108,,0,0,0,제조업,1,68.07428544,73.25936202,17.56329547,8.56,1.7,-1.86,21.96794372,1062.09,940.6,303.0,15.35,3.16,78.97614108,0.56
9,(주)CMG제약,58820,202012,200108,,0,0,0,제조업,1,1.619000074,0.539925772,9.957255281,-1.66,0.94,-1.27,1.547933807,1062.09,940.6,79.74,20.27,4.47,71.81308017,0.56
10,(주)DB하이텍,990,201112,197512,,1,1,1,제조업,1,-22.36308992,-23.94249659,-21.21911983,5.38,-3.34,5.3,-2238.020276,51.15,33.02,-0.75,5.87,9.47,84.5009739,2.54
11,(주)ES큐브,50120,201112,200204,,0,0,0,도매 및 소매업,1,16.81759712,-6.578983294,54.09825664,20.3,-6.58,-0.98,-206.352504,230.24,194.35,-21.04,6.82,2.08,33.59337553,1.86
12,(주)ES큐브,50120,201212,200204,,0,0,0,도매 및 소매업,1,-16.57509724,1.564117767,4.854247527,-0.42,0.19,-0.65,-15.35560098,472.77,371.91,1.72,81.36,9.33,49.22597458,3.13
13,(주)ES큐브,50120,201312,200204,,0,0,0,도매 및 소매업,1,1.849356743,6.304011816,4.69208537,-30.12,-2.49,-0.52,-450.9293014,1056.51,883.95,-21.04,82.01,6.67,-57.2254,2.35
14,(주)ES큐브,50120,201412,200204,,0,0,0,도매 및 소매업,1,20.09917439,17.12351472,-24.12699097,-30.12,0.33,-1.43,-16.86360405,769.89,668.53,22.2,39.24,6.16,54.86666667,1.23
15,(주)ES큐브,50120,201512,200204,,0,0,0,도매 및 소매업,1,-1.751499457,0.053133214,-5.188114571,44.44,-7.24,-0.54,-63.22139561,765.67,639.55,-11.86,0.93,0.13,160.5933333,1.13
16,(주)ES큐브,50120,201612,200204,,0,0,0,도매 및 소매업,1,78.27578096,44.39009507,-18.65487191,-23.08,2.69,-0.61,517.5458123,1062.09,940.6,8.98,-2.3,-2.24,672.0003333,0.88
17,(주)ES큐브,50120,201712,200204,,0,0,0,도매 및 소매업,1,0.69177729,1.563205887,4.247404846,16.67,2.13,1.01,20.87771792,1062.09,940.6,2.86,5.37,4.97,127.8877143,0.83
18,(주)ES큐브,50120,201812,200204,,0,0,0,도매 및 소매업,1,6.174930033,-2.840375748,-5.545508375,-14.29,-1.11,2.29,-73.53721068,119.8,95.25,-0.82,1.16,1.43,5.900333333,0.86
19,(주)ES큐브,50120,201912,200204,,0,0,0,도매 및 소매업,1,78.27578096,4.65013396,29.45408102,0.0,-0.91,5.3,-165.7002906,156.01,152.69,-0.68,9.52,28.6,-75.62221774,0.56
20,(주)ES큐브,50120,202012,200204,,0,0,0,도매 및 소매업,1,54.08478725,-6.132879872,82.96258463,-20.0,1.75,4.05,-186.4640143,61.5,59.7,3.09,2.96,23.68,-75.62221774,0.56
21,(주)HJ중공업,97230,201112,200708,,0,0,0,건설업,1,-7.11947049,-7.519747157,-9.364472804,-19.81,1.48,5.3,-2007.104595,96.33,81.81,0.55,-0.99,-1.77,130.7116697,1.29
22,(주)HJ중공업,97230,201212,200708,,1,0,1,건설업,1,-6.417614557,-8.106283961,-11.83400029,-5.42,0.78,5.3,-1102.00231,92.89,83.75,0.27,-4.99,-9.54,185.285877,1.25
23,(주)MH에탄올,23150,201112,199612,,0,0,0,제조업,1,4.630769807,0.229277913,-17.1965321,-3.77,0.45,5.3,-622.4731429,58.36,45.92,0.12,2.62,5.35,238.3558824,1.22
24,(주)MH에탄올,23150,201212,199612,,0,0,0,제조업,1,0.133347887,-7.005543678,33.45531496,1.96,4.06,5.3,41.05271429,61.27,36.07,1.08,-2.5,-3.95,220.6909615,1.83
25,(주)MH에탄올,23150,201312,199612,,0,0,0,제조업,1,-3.488371946,15.64399285,4.068573283,-1.92,2.28,5.07,1004.033429,57.37,40.78,0.87,0.72,0.97,-75.62221774,2.07
26,(주)MH에탄올,23150,201412,199612,,0,0,0,제조업,1,-22.36308992,15.04430493,-21.24779744,3.92,8.13,2.46,-27.53842705,90.87,68.77,5.62,17.21,11.51,208.1232075,1.87
27,(주)MH에탄올,23150,201512,199612,,0,0,0,제조업,1,-7.644589125,9.652951927,2.863033378,-11.32,13.48,1.17,1054.22045,109.55,92.01,12.69,43.92,18.4,350.0610638,2.48
28,(주)MH에탄올,23150,201612,199612,,0,0,0,제조업,1,-8.4262173,9.842964973,-2.95552733,-8.51,15.69,0.6,1103.836186,257.95,185.46,29.41,121.58,26.21,392.6251163,2.96
29,(주)MH에탄올,23150,201712,199612,,0,0,0,제조업,1,78.27578096,68.03111037,6.299170553,11.63,2.84,-1.46,583.8656664,51.15,41.69,3.46,1.98,14.99,310.0485417,1.11
30,(주)MH에탄올,23150,201812,199612,,0,0,0,제조업,1,-11.99619191,-14.27578638,40.05363551,4.17,0.26,5.3,-1630.871532,51.15,33.02,0.1,-1.14,-5.45,320.945,1.42
31,(주)MH에탄올,23150,201912,199612,,0,0,0,제조업,1,2.566448174,-13.31695475,11.10431097,-6.0,1.76,5.3,-1023.516486,51.15,33.02,0.73,0.01,0.06,108.437234,3.39
32,(주)MH에탄올,23150,202012,199612,,0,0,0,제조업,1,-0.397605002,1.305491938,17.02028807,14.89,3.5,5.3,515.3906078,51.15,33.02,1.29,4.11,16.04,205.4540741,3.5
33,(주)SH에너지화학,2360,201112,198512,,0,0,0,제조업,1,14.4585072,3.08790843,14.98935662,-1.8,4.16,0.77,16.15512027,147.77,115.16,2.82,8.32,1.9,130.4706422,4.8
34,(주)SH에너지화학,2360,201212,198512,,0,0,0,제조업,1,-0.974751969,-0.553511841,11.97438295,2.75,2.1,0.65,1.897193583,171.22,123.05,1.72,6.4,1.28,117.5369643,5.14
35,(주)SH에너지화학,2360,201312,198512,,0,0,0,제조업,1,6.556925846,7.271657822,19.57313536,3.57,6.0,0.52,41.45108937,168.09,134.09,5.3,6.23,1.1,161.4256897,5.56
36,(주)SH에너지화학,2360,201412,198512,,0,0,0,제조업,1,0.228489815,21.03194923,-0.431038523,20.69,19.23,0.34,150.5583726,291.69,224.49,26.68,57.91,6.65,241.4039286,4.94
37,(주)SH에너지화학,2360,201512,198512,,0,0,0,제조업,1,4.315747045,8.795430361,-6.266970193,4.29,20.29,0.09,113.2861496,399.36,329.69,84.87,103.42,11.41,239.0107534,4.21
38,(주)SH에너지화학,2360,201612,198512,,0,0,0,제조업,1,7.763107375,13.57684568,0.903853572,1.37,20.08,-0.07,162.2177984,673.11,580.63,210.93,89.01,8.31,266.2941892,3.39
39,(주)SH에너지화학,2360,201712,198512,,0,0,0,제조업,1,0.661449466,3.46298736,-13.86592358,0.0,11.35,-0.1,88.888442,1057.37,816.13,162.17,73.48,6.88,184.1913514,2.68
40,(주)SH에너지화학,2360,201812,198512,,0,0,0,제조업,1,-2.296240954,-2.138086884,-2.400691212,5.41,1.7,-0.11,18.29738091,1062.09,940.6,22.72,56.94,5.29,127.2395513,2.8
41,(주)SH에너지화학,2360,201912,198512,,0,1,1,제조업,1,0.801363601,-6.064011679,-23.28239559,1.28,-2.55,-0.2,-27.80414243,1062.09,887.83,-21.04,43.59,7.56,82.02468354,2.16
42,(주)SIMPAC,9160,201112,198907,,0,0,0,제조업,1,26.19510961,30.34391494,19.08811364,11.74,9.42,-0.29,858.747719,130.69,108.07,20.93,14.71,9.7,185.7798054,1.8
43,(주)SIMPAC,9160,201212,198907,,0,0,0,제조업,1,2.504565694,11.19897057,4.637518481,7.0,8.0,-0.95,663.0876992,140.97,117.58,15.51,12.07,7.01,165.4670909,1.78
44,(주)SIMPAC,9160,201312,198907,,0,0,0,제조업,1,13.59431263,11.16256187,-8.698414966,0.73,6.93,-1.49,689.1403708,81.19,62.03,16.58,8.23,6.13,159.2655235,1.96
45,(주)SIMPAC,9160,201412,198907,,0,0,0,제조업,1,5.512201318,4.929441837,27.8983174,10.11,4.66,0.53,492.0871895,105.96,76.17,8.48,14.28,8.84,114.8911475,2.81
46,(주)SIMPAC,9160,201512,198907,,0,0,0,제조업,1,10.70698041,5.879098316,2.422845961,-2.95,5.28,0.44,565.5841643,102.82,69.62,14.66,11.71,8.29,163.8898649,2.43
47,(주)SIMPAC,9160,201612,198907,,0,0,0,제조업,1,-1.174925271,3.624312421,-0.910436635,3.38,5.61,0.42,556.4340634,113.8,84.21,16.75,12.82,8.52,149.7325817,2.15
48,(주)SIMPAC,9160,201712,198907,,0,0,0,제조업,1,-8.784458112,0.170358502,-13.64390495,-0.33,2.93,0.37,443.380858,115.32,85.28,10.1,9.16,5.57,109.5472459,1.9
49,(주)SIMPAC,9160,201812,198907,,0,0,0,제조업,1,78.27578096,80.64191091,32.74267069,44.64,1.92,0.5,1057.604614,135.98,87.82,4.07,5.64,4.54,189.48468,1.96
50,(주)SIMPAC,9160,201912,198907,,0,0,0,제조업,1,-0.382099871,1.416586295,40.48147167,-1.8,1.64,0.35,145.0036097,131.76,91.59,3.47,15.72,8.7,103.31222,2.14
51,(주)SIMPAC,9160,202012,198907,,0,0,0,제조업,1,8.559551973,5.16566483,-14.93235868,-1.43,1.1,0.6,521.7749739,141.82,88.93,2.64,3.74,2.79,142.1464256,1.73
52,(주)SNT에너지,100840,201112,200802,,0,0,0,제조업,1,9.49985093,-3.661690281,-8.657168282,2.22,-2.49,0.15,-586.5906277,151.52,135.46,-9.21,-14.12,-8.38,-27.57027174,1.58
53,(주)SNT에너지,100840,201212,200802,,0,0,0,제조업,1,5.89131805,14.14136286,18.11849479,5.98,5.32,-0.27,1282.740819,182.56,162.88,77.44,4.27,2.03,-20.0574359,1.68
54,(주)SNT에너지,100840,201312,200802,,0,0,0,제조업,1,6.445735983,8.105755924,-12.98465446,7.18,5.56,-0.56,2285.190495,197.1,177.76,50.81,20.6,11.65,172.9437321,1.31
55,(주)SNT에너지,100840,201412,200802,,0,0,0,제조업,1,-2.298373815,4.818130776,20.91940132,4.31,4.47,-0.31,1589.960466,222.54,199.37,41.09,-2.4,-0.96,146.4270642,1.54
56,(주)SNT에너지,100840,201512,200802,,0,0,0,제조업,1,3.837053075,11.40395236,7.146191304,6.42,10.93,-0.18,3815.301671,286.28,269.65,359.1,-13.31,-4.34,231.4545259,1.6
57,(주)SNT에너지,100840,201612,200802,,0,0,0,제조업,1,10.07167717,-0.691604331,-2.308449238,-6.03,0.36,-0.09,234.274227,207.24,200.61,389.0242857,15.74,7.32,96.55591743,1.34
58,(주)SNT에너지,100840,201712,200802,,0,1,1,제조업,1,-13.72696557,1.748375357,-27.54850128,-10.55,5.92,-0.1,646.7223611,351.97,347.24,389.0242857,22.15,8.0,116.3751282,0.98
59,(주)SNT홀딩스,36530,201112,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,6.886024318,7.591926828,11.02629503,0.0,5.79,-0.01,5842.934158,174.28,128.31,16.87,9.54,4.66,-75.62221774,2.25
60,(주)SNT홀딩스,36530,201212,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-2.349571484,0.535114109,0.294729128,0.0,4.08,-0.11,4238.56571,184.89,132.96,20.28,9.53,4.32,685.3952381,2.25
61,(주)SNT홀딩스,36530,201312,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,3.579555216,4.274764453,-5.53596676,-11.11,4.01,-0.19,3602.595799,188.1,133.44,30.38,9.78,4.8,685.3952381,2.13
62,(주)SNT홀딩스,36530,201412,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-5.108346682,-1.333292015,-1.52208437,0.0,3.13,-0.24,4488.598092,208.24,148.81,34.38,13.86,6.1,685.3952381,2.11
63,(주)SNT홀딩스,36530,201512,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,6.370655606,12.77307699,3.889017186,0.0,7.68,-0.28,7574.453828,263.0,201.03,218.55,16.84,6.68,685.3952381,2.04
64,(주)SNT홀딩스,36530,201612,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.883875307,0.107472354,-4.653343476,0.0,3.3,-0.3,640.9665634,247.45,198.81,286.46,19.44,8.59,685.3952381,1.67
65,(주)SNT홀딩스,36530,201712,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-2.895851587,-0.757692402,-1.921580134,-12.5,2.78,-0.3,1633.789921,264.63,216.54,178.66,19.79,8.22,629.3057143,1.55
66,(주)SNT홀딩스,36530,201812,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-1.506883918,-1.054283563,-7.084474287,42.86,3.41,-0.48,4522.376874,306.08,248.36,59.79,19.09,8.32,685.3952381,1.46
67,(주)SNT홀딩스,36530,201912,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,5.811450601,8.159352782,7.907406791,0.0,5.81,-0.61,7636.787021,312.26,255.6,184.05,17.86,7.21,685.3952381,1.52
68,(주)SNT홀딩스,36530,202012,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,1.511469219,-0.516871344,-5.049873056,-10.0,5.64,-0.43,4777.35308,269.15,222.26,152.96,26.84,12.21,685.3952381,1.39
69,(주)STX,11810,201112,199009,,0,0,0,도매 및 소매업,1,-22.36308992,-31.51271657,-38.67458151,-30.12,4.14,2.05,3709.57162,70.06,54.61,1.66,-0.52,-0.29,604.1530612,4.01
70,(주)STX,11810,201212,199009,,0,0,0,도매 및 소매업,1,-3.19335903,-21.36301621,3.21981614,-4.34,-7.98,1.78,-2238.020276,62.81,55.08,-3.12,4.3,2.49,245.7466667,5.1
71,(주)STX,11810,201312,199009,,1,1,1,도매 및 소매업,1,-22.36308992,-31.51271657,-38.67458151,-30.12,-10.89,3.01,-2238.020276,62.06,54.71,-10.71,10.3,7.79,-75.62221774,2.45
72,(주)TCC스틸,2710,201112,198412,,0,0,0,제조업,1,42.93297362,41.81268227,16.27230507,-2.78,2.63,1.36,284.86675,110.8,62.71,1.41,-6.46,-2.87,150.4366667,4.91
73,(주)TCC스틸,2710,201212,198412,,0,0,0,제조업,1,20.40027424,0.246987287,-2.543926198,1.27,1.19,1.78,7.328294118,113.94,61.44,0.57,-2.31,-1.48,138.7078683,4.52
74,(주)TCC스틸,2710,201312,198412,,1,0,1,제조업,1,-0.604258967,-8.964950568,-0.1006749,-2.51,-1.42,2.24,-1108.657222,141.27,66.03,-0.59,-5.0,-3.38,119.2485209,4.54
75,(주)가비아,79940,201112,200510,,0,0,0,정보통신업,0,27.48236786,36.62566069,29.67804843,23.23,13.88,-0.44,550.8066155,207.38,207.27,22.28,61.1,18.83,78.62586387,2.03
76,(주)가비아,79940,201212,200510,,0,0,0,정보통신업,0,31.23739501,21.12267188,30.69573941,10.47,10.15,-2.91,706.3112773,215.35,213.68,15.43,43.49,16.56,82.08246445,2.28
77,(주)가비아,79940,201312,200510,,0,0,0,정보통신업,0,7.023066528,16.3795734,2.342114784,8.06,7.97,-2.91,712.8028079,249.42,248.8,15.81,57.53,18.42,73.94438596,2.05
78,(주)가비아,79940,201412,200510,,0,0,0,정보통신업,0,8.015646473,10.07208766,13.80460418,8.33,8.83,-0.32,498.8840608,258.29,258.29,24.59,63.03,18.05,78.66740891,2.03
79,(주)가비아,79940,201512,200510,,0,0,0,정보통신업,0,6.634083479,11.37131491,13.94540537,6.07,11.15,-0.42,630.2068665,395.42,395.42,64.83,84.54,19.36,85.64938931,1.95
80,(주)가비아,79940,201612,200510,,0,0,0,정보통신업,0,19.71343442,14.09778365,11.48992289,2.29,10.87,-0.36,751.9150861,295.5,288.81,83.64,62.2,18.17,86.31679104,1.84
81,(주)가비아,79940,201712,200510,,0,0,0,정보통신업,0,6.030227139,4.111102986,13.73958056,2.61,9.81,-0.28,714.3793398,224.87,219.17,53.72,57.21,16.48,82.95625455,1.88
82,(주)가비아,79940,201812,200510,,0,0,0,정보통신업,0,13.53843992,14.30577361,10.7646865,1.82,12.77,-0.28,1133.348488,262.0,255.35,62.3,56.79,16.44,88.59203571,1.83
83,(주)가비아,79940,201912,200510,,0,0,0,정보통신업,0,32.00968327,18.19082721,15.20910244,-1.07,13.51,0.03,1559.019108,201.58,195.45,34.25,45.28,19.83,106.8301805,1.85
84,(주)가비아,79940,202012,200510,,0,0,0,정보통신업,0,30.06717252,28.33782898,13.98321998,7.58,12.41,-0.29,1754.749815,244.16,238.12,58.63,50.12,25.74,104.7991611,1.65
85,(주)강원랜드,35250,201112,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,3.866238169,7.469802391,-3.683470629,2.14,18.36,-2.91,1781.688427,263.97,263.46,1142.61,99.17,28.6,249.0287059,1.13
86,(주)강원랜드,35250,201212,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,7.201202725,5.079568924,2.410138672,1.24,14.41,-2.91,1431.374555,224.82,224.59,565.68,80.84,28.6,217.9085835,1.11
87,(주)강원랜드,35250,201312,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,6.721867694,6.141140325,5.022050284,14.86,12.92,-2.91,1391.023892,189.47,189.21,1421.81,74.52,28.6,225.4613809,1.21
88,(주)강원랜드,35250,201412,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,8.803584759,7.453677967,9.935809491,-1.8,15.85,-2.91,1679.665926,219.66,219.47,2073.72,69.79,28.6,250.6071039,1.22
89,(주)강원랜드,35250,201512,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,9.352670699,10.80809917,9.166161006,0.81,16.85,-2.49,2064.26133,263.38,263.14,2623.81,78.31,28.6,276.6015608,1.05
90,(주)강원랜드,35250,201612,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,7.808507152,8.505439456,3.844954676,0.25,16.13,-2.29,2124.579773,251.71,251.53,836.02,80.65,28.6,286.0012565,0.95
91,(주)강원랜드,35250,201712,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,5.194032632,7.640002955,-5.426507031,1.76,13.0,-2.33,2045.150437,317.65,317.46,2241.82,77.4,28.6,273.9177633,0.81
92,(주)강원랜드,35250,201812,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,1.089049143,2.443170287,-10.37169597,40.64,10.23,-2.91,1389.343677,276.57,276.38,1834.66,64.16,28.6,162.9483288,0.73
93,(주)강원랜드,35250,201912,200309,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,4.889296892,3.651801708,5.703599988,-0.9,11.56,-2.74,1564.23815,288.36,287.8,255.56,53.57,25.39,176.1451739,0.84
94,(주)강원랜드,35250,202012,200309,,0,1,1,"예술, 스포츠 및 여가관련 서비스업",0,-17.94650054,-12.66167297,-38.67458151,-27.86,-10.68,-2.91,-1289.513224,454.03,453.38,-21.04,-19.54,-13.66,1.955149475,0.56
95,(주)강원에너지,114190,201212,200911,,0,1,1,제조업,1,66.15740553,47.36466589,82.96258463,0.0,13.01,-0.73,708.508114,151.93,144.74,58.37,-5.92,-2.95,185.7486139,1.39
96,(주)갤럭시아에스엠,11420,201112,198911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,28.7682389,15.7754875,10.83353815,12.12,11.45,0.97,148.2724051,157.4,157.27,6.31,30.0,12.57,403.7189189,1.92
97,(주)갤럭시아에스엠,11420,201212,198911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,-2.507814392,2.505478255,16.30693493,8.11,4.72,0.56,19.82543033,184.17,183.89,3.79,15.5,5.09,243.02775,2.23
98,(주)갤럭시아에스엠,11420,201312,198911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,-14.42142299,-17.03827947,-15.64481368,25.0,1.83,0.31,-88.50843301,147.37,146.43,1.9,22.7,7.89,78.5672,2.09
99,(주)갤럭시아에스엠,11420,201412,198911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,20.29248395,7.967235255,-5.494311212,26.0,-1.02,0.7,-13.00909612,149.66,146.81,-0.88,10.1,5.08,53.96857143,1.91
100,(주)갤럭시아에스엠,11420,201512,198911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,51.71372899,102.2875763,42.35269766,44.64,3.69,0.24,67.6514368,263.29,263.23,5.69,6.28,1.91,109.8562366,1.77
101,(주)갤럭시아에스엠,11420,201612,198911,,0,0,0,"예술, 스포츠 및 여가관련 서비스업",0,-14.91168226,-9.835754376,-15.76114765,15.05,-5.84,-0.15,-56.72015217,304.3,304.3,-18.76,4.62,1.19,46.85299065,1.28
102,(주)갤럭시아에스엠,11420,201712,198911,,1,1,1,"예술, 스포츠 및 여가관련 서비스업",0,-14.73788188,-9.705247407,-29.15850432,17.76,-6.55,-0.03,-214.1493371,328.78,328.78,-21.04,-19.54,-11.51,-2.18984127,1.12
103,(주)경농,2100,201112,197706,,0,0,0,제조업,1,-13.26769375,-6.054754713,-15.23268875,-4.94,4.42,0.81,23.49575299,379.4,97.18,4.52,46.0,11.68,93.53707792,5.02
104,(주)경농,2100,201212,197706,,0,0,0,제조업,1,55.03623894,6.12141086,12.96196018,-0.65,4.73,1.33,475.3115355,138.53,38.82,5.6,7.48,6.42,106.6718627,3.43
105,(주)경농,2100,201312,197706,,0,0,0,제조업,1,-4.984212111,7.525104588,43.35862475,1.63,7.15,1.75,643.113119,178.73,42.31,4.81,14.74,6.97,136.6358199,5.56
106,(주)경농,2100,201412,197706,,0,0,0,제조업,1,11.18751832,3.52934286,-4.010922303,9.32,5.42,1.45,327.2813397,154.43,45.72,4.53,14.38,8.83,113.3140882,5.24
107,(주)경농,2100,201512,197706,,0,0,0,제조업,1,11.14413908,3.405095672,4.210224164,1.76,4.03,1.45,321.7993938,140.92,39.99,3.96,1.71,1.24,106.0123699,4.51
108,(주)경농,2100,201612,197706,,0,0,0,제조업,1,1.445682244,5.32524718,3.852091789,-3.18,2.88,1.2,293.4666405,138.91,35.77,3.5,2.24,1.51,112.5188358,4.75
109,(주)경농,2100,201712,197706,,0,0,0,제조업,1,4.661277896,4.448493022,1.249819233,0.9,2.57,1.4,464.6670739,135.0,36.12,2.8,11.07,7.7,133.9497041,4.92
110,(주)경농,2100,201812,197706,,0,0,0,제조업,1,6.367462053,4.840364542,2.963300803,3.55,4.26,1.28,224.8977607,132.49,38.2,5.16,8.48,6.21,134.8708857,4.59
111,(주)경농,2100,201912,197706,,0,0,0,제조업,1,3.810538371,0.214133864,6.986128122,3.43,2.39,1.61,185.0779213,150.9,41.85,2.2,2.84,2.11,121.0581215,4.54
112,(주)경농,2100,202012,197706,,0,0,0,제조업,1,0.175683612,4.699184297,9.135641085,1.1,3.85,1.05,612.9028778,143.61,40.76,5.1,4.64,2.99,132.1256831,4.69
113,(주)경동나비엔,9450,201112,199308,,0,0,0,제조업,1,12.51894039,9.344704821,10.83480968,6.88,4.95,0.07,743.1230087,158.59,84.15,12.0,19.97,5.56,71.81128755,4.85
114,(주)경동나비엔,9450,201212,199308,,0,0,0,제조업,1,13.87435129,4.616387393,11.06745296,12.16,4.95,0.03,719.8051573,145.1,85.68,11.7,17.42,5.69,69.76091837,4.9
115,(주)경동나비엔,9450,201312,199308,,0,0,0,제조업,1,18.36654987,6.485042473,9.277567312,-7.91,6.05,0.13,873.6283421,89.68,41.69,14.4,14.5,5.86,77.38862881,5.59
116,(주)경동나비엔,9450,201412,199308,,0,0,0,제조업,1,13.21357111,1.46351855,3.575230616,5.68,3.56,0.49,736.296294,85.84,41.02,4.93,1.81,0.89,73.76486239,6.18
117,(주)경동나비엔,9450,201512,199308,,0,0,0,제조업,1,0.105913485,8.448884413,19.35864525,4.46,6.03,0.45,1314.964233,89.35,40.12,6.98,7.77,2.97,96.07010038,6.94
118,(주)경동나비엔,9450,201612,199308,,0,0,0,제조업,1,6.88172339,15.86088841,13.90965924,14.3,11.02,0.24,2941.237457,98.83,48.13,25.05,27.5,9.01,100.3787816,7.45
119,(주)경동나비엔,9450,201712,199308,,0,0,0,제조업,1,17.20574729,7.431791022,17.38663508,7.03,10.23,0.17,2120.891934,105.03,54.82,30.33,16.47,5.95,90.60926154,6.65
120,(주)경동나비엔,9450,201812,199308,,0,0,0,제조업,1,15.86242814,9.199423514,6.146203681,10.05,7.51,0.43,1942.660118,104.32,49.78,11.32,0.96,0.4,96.42705499,5.65
121,(주)경동나비엔,9450,201912,199308,,0,0,0,제조업,1,4.491554633,7.475450799,6.542777793,8.76,7.51,0.46,2186.276395,101.49,50.38,11.06,10.41,4.15,102.5306941,5.67
122,(주)경동나비엔,9450,202012,199308,,0,0,0,제조업,1,20.47863012,15.65267449,12.8011759,17.99,9.98,0.39,3060.50359,106.64,53.98,16.97,17.62,7.8,97.66051561,5.48
123,(주)경동도시가스,267290,201812,201705,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,9.5721968,8.887311773,82.96258463,0.0,5.73,-0.14,7242.81147,118.17,117.83,98.82,15.3,4.36,352.2170758,3.92
124,(주)경동도시가스,267290,201912,201705,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,-3.632435028,5.966477764,-11.4422898,0.36,3.67,-0.17,4179.245331,123.03,122.62,29.28,18.85,5.44,311.4332734,3.4
125,(주)경동도시가스,267290,202012,201705,,0,0,0,"전기, 가스, 증기 및 공기조절 공급업",0,-6.712179241,5.02504206,-23.60830514,0.0,2.5,-0.11,3225.74374,126.07,125.6,18.35,5.0,1.58,287.8704676,3.01
126,(주)경방,50,201112,195603,,0,0,0,도매 및 소매업,1,-5.543875393,-13.91583703,4.310769767,10.63,1.66,5.3,-543.8350962,51.15,33.02,1.15,-0.29,-0.6,133.6539292,5.04
127,(주)경방,50,201212,195603,,0,0,0,도매 및 소매업,1,-1.27812549,-1.429271596,-4.169505485,-2.36,0.54,5.3,-2238.020276,74.98,42.91,0.36,0.22,0.47,130.4741105,4.89
128,(주)경방,50,201312,195603,,0,0,0,도매 및 소매업,1,-2.850161043,2.534919189,4.067118968,16.75,2.74,3.97,5847.773822,76.48,46.74,2.58,5.22,9.93,147.3551479,5.18
