,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,매출액증가율,정상영업손익증가율,자기자본정상영업이익률,금융비용부담률,1주당순이익,1주당 CASH FLOW,CASH FLOW 대 부채비율,CASH FLOW 대 매출액비율,부가가치율,종업원1인당부가가치율_계산,자본집약도_계산,타인자본회전률,순운전자본회전률
10,(주)SH에너지화학,2360,201212,198512,,0,0,0,제조업,1,0.3969753155350977,-0.48812082081698155,-0.3624382207578254,0.20779220779220778,-0.2934927336919481,-0.3180531129271656,-0.2320441988950276,-0.47792494481236203,-0.7715951245363012,0.12962315823912332,0.2682590996657934,1.1614349775784756,1.9374999999999996
11,(주)SH에너지화학,2360,201812,198512,,0,0,0,제조업,1,-0.3267749859888618,-0.9168822617877355,-0.4769357495881384,-0.2857142857142857,-0.28092192095337454,-0.2905932656562151,1.7624309392265192,-0.03532008830022078,-0.5935347111817701,0.23142870270172233,0.09500793236118928,2.5426008968609866,1.2968749999999998
12,(주)SH에너지화학,2360,201912,198512,,0,1,1,제조업,1,-1.378118420436159,-2.7858500540413487,-0.8912685337726524,-0.34415584415584416,-0.3162589329834761,-0.2412849645420404,1.2355958958168904,0.2152317880794701,-0.6528881822999472,-0.24299365806775192,0.08468011092352161,1.9820627802690587,0.6562499999999999
13,(주)SIMPAC,9160,201212,198907,,0,0,0,제조업,1,0.0275818910673391,-0.03515951527797318,0.5238879736408566,-0.8311688311688311,0.21331257681510507,-0.0863014739394102,-0.008287292817679521,0.1545253863134657,-0.13937466878643345,0.6325356943157692,0.5187026438141839,-0.3228699551569508,-0.42187500000000017
14,(주)SIMPAC,9160,201812,198907,,0,0,0,제조업,1,1.4426084958977707,-0.0922434347986447,-0.3904448105436573,0.11038961038961037,0.5157114555148508,-0.026540649283304858,-0.26203630623520124,-0.11810154525386315,0.809220985691574,0.8845430955381939,0.6905050485107056,-0.35426008968609873,-0.5781250000000001
15,(주)SIMPAC,9160,201912,198907,,0,0,0,제조업,1,1.8322384539479943,0.1611315062540303,-0.4299835255354201,0.012987012987012962,-0.1838010623210049,-0.025693204873801195,0.13575374901341758,0.3410596026490065,-0.3619501854795973,-0.019631657852992142,0.6695289957708128,-0.26905829596412567,-0.4687500000000002
16,(주)SNT에너지,100840,201212,200802,,0,0,0,제조업,1,0.7063165228696584,1.6924945942718128,0.08566721581548607,-0.3896103896103897,0.688279305948411,1.5796712876064327,-0.31610102604577744,-0.39514348785871967,-1.2586115527292,-1.3141023994256242,0.9932405404447232,-0.1434977578475338,-0.2812500000000002
17,(주)SNT홀딩스,36530,201212,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.19106707507138534,-0.2747554889602915,-0.10214168039538717,-0.2857142857142857,2.9539315483226782,1.6203357398073555,-0.1085240726124704,-0.1423841059602649,-0.2501324854266032,6.098842755300924,17.04525578895037,-0.11210762331838567,-0.1093750000000001
18,(주)SNT홀딩스,36530,201812,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,-0.5625921633196835,0.28067875361648664,-0.24299835255354202,-0.525974025974026,3.171474002236417,3.66974336068471,0.26874506708760854,0.29911699779249445,-0.09644939056703765,6.098842755300924,17.04525578895037,-0.04932735426008984,-0.37500000000000017
19,(주)SNT홀딩스,36530,201912,200210,,0,0,0,"전문, 과학 및 기술 서비스업",0,0.19221287826378414,0.8966200189224979,0.025535420098846826,-0.6103896103896104,5.558682512019456,2.4413796708833213,0.22020520915548542,0.1766004415011037,-0.04610492845786969,6.098842755300924,17.04525578895037,0.04932735426008964,-0.2812500000000002
20,(주)STX,11810,201212,199009,,0,0,0,도매 및 소매업,1,-0.043796001332154263,-3.0829784939881435,-2.2545304777594724,0.9415584415584415,-1.9326221208115613,1.7763373056134637,-0.3149171270718232,-0.3443708609271523,-1.2888182299947009,1.4748786615620797,9.774941516058215,-0.2600896860986548,0.8749999999999997
