,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,종업원수증가율,총자본정상영업이익률,자기자본정상영업이익률,금융비용부담률,수지비율,CASH FLOW 대 총자본비율,총자본투자효율,순운전자본회전률
2909,(주)쏠리드,50890,201412,200507,,0,0,0,제조업,1,-0.067987449,21.08,8.61,19.88,0.96,91.95,3.81,22.95,0.94
2910,(주)쏠리드,50890,201512,200507,,0,0,0,제조업,1,53.18165357,-1.0,1.83,4.76,0.82,97.2,2.32,13.26,0.74
2911,(주)쏠리드,50890,201612,200507,,0,0,0,제조업,1,15.32302747,2.51,-16.04,-59.69,2.5,123.11,-5.84,11.48,0.89
2912,(주)쏠리드,50890,201712,200507,,0,0,0,제조업,1,-18.02375486,-1.47,6.48,25.76,2.73,95.3,-3.78,33.94,0.77
2913,(주)쏠리드,50890,201812,200507,,0,0,0,제조업,1,-4.12371978,5.47,0.39,1.12,2.46,95.94,1.6,24.99,0.75
2914,(주)쏠리드,50890,201912,200507,,1,0,1,제조업,1,5.344769764,10.85,-1.27,-3.01,0.96,99.72,1.67,19.61,0.88
2915,(주)씨그널엔터테인먼트그룹,99830,201112,201101,43224.0,0,0,0,정보통신업,0,42.4339813,28.21,8.55,10.96,-1.08,92.77,2.97,20.96,1.27
2916,(주)씨그널엔터테인먼트그룹,99830,201212,201101,43224.0,0,0,0,정보통신업,0,24.15857086,8.67,1.96,2.73,-0.12,96.62,-3.79,15.01,0.85
2917,(주)씨그널엔터테인먼트그룹,99830,201312,201101,43224.0,0,0,0,정보통신업,0,6.2519944,-36.81,-3.54,-5.28,1.97,108.62,2.22,9.29,0.67
2918,(주)씨그널엔터테인먼트그룹,99830,201412,201101,43224.0,1,0,1,정보통신업,0,54.42688891,-23.3,-6.63,-12.15,-15.02,132.1,-4.73,-2.59,0.34
2919,(주)씨씨에스충북방송,66790,201112,200305,,0,0,0,정보통신업,0,58.53485214,0.0,2.18,4.9,3.89,99.66,-1.1,14.09,0.79
2920,(주)씨씨에스충북방송,66790,201212,200305,,0,0,0,정보통신업,0,80.33443066,-25.53,0.73,2.12,3.92,100.36,4.35,7.45,0.36
2921,(주)씨씨에스충북방송,66790,201312,200305,,0,0,0,정보통신업,0,-43.92323662,2.86,-2.34,-5.62,3.81,109.48,-4.28,9.86,0.44
2922,(주)씨씨에스충북방송,66790,201412,200305,,0,0,0,정보통신업,0,0.465014933,-2.78,-4.73,-8.71,-0.43,115.3,-8.69,6.04,0.54
2923,(주)씨씨에스충북방송,66790,201512,200305,,0,0,0,정보통신업,0,-11.10324107,0.0,-1.5,-2.62,0.43,109.71,-0.47,7.59,0.59
2924,(주)씨씨에스충북방송,66790,201612,200305,,0,0,0,정보통신업,0,-22.47136339,14.29,-2.48,-3.73,2.21,110.0,4.77,11.22,1.0
2925,(주)씨씨에스충북방송,66790,201712,200305,,0,0,0,정보통신업,0,-6.214478398,-7.5,-2.57,-3.47,2.37,132.7,10.39,1.74,1.53
2926,(주)씨씨에스충북방송,66790,201812,200305,,0,0,0,정보통신업,0,-15.92274191,-5.41,-9.43,-13.27,1.64,134.87,13.6,2.29,1.23
2927,(주)씨씨에스충북방송,66790,201912,200305,,0,0,0,정보통신업,0,-7.672847515,2.86,1.79,2.52,2.12,106.7,10.42,18.75,1.19
2928,(주)씨씨에스충북방송,66790,202012,200305,,0,0,0,정보통신업,0,5.628342481,-2.78,-1.02,-1.37,0.91,114.97,10.32,11.57,1.07
2929,(주)씨아이테크,4920,201112,198911,,1,0,1,제조업,1,-8.40761663,0.0,-8.05,-8.8,-3.71,115.9,-12.11,-6.46,0.52
2930,(주)씨앤에스자산관리,32040,201112,199701,43384.0,0,0,0,임대업,1,-1.163995161,10.39,14.06,19.78,-1.59,87.41,10.62,91.05,1.66
2931,(주)씨앤에스자산관리,32040,201212,199701,43384.0,0,0,0,임대업,1,6.326433818,25.59,6.15,9.41,-1.2,85.32,-5.51,109.25,1.47
2932,(주)씨앤에스자산관리,32040,201312,199701,43384.0,0,0,0,임대업,1,94.46979558,18.69,4.84,11.53,-0.03,98.37,-1.02,63.82,1.46
2933,(주)씨앤에스자산관리,32040,201412,199701,43384.0,0,0,0,임대업,1,71.75796632,9.33,-0.38,-1.94,-0.03,104.12,6.72,41.16,0.9
2934,(주)씨앤에스자산관리,32040,201512,199701,43384.0,1,0,1,임대업,1,4.287675685,1.91,0.06,0.39,2.37,104.03,8.39,54.57,0.91
2935,(주)씨앤케이인터내셔널,39530,201112,200003,42143.0,0,0,0,광업,0,-3.157578665,10.0,-2.33,-2.73,-3.81,98.57,-9.22,-10.07,2.04
2936,(주)씨앤케이인터내셔널,39530,201212,200003,42143.0,0,1,1,광업,0,-13.28418884,0.0,2.69,3.04,-5.42,58.44,-1.25,-7.76,1.2
2937,(주)씨에스,65770,201112,200406,,0,0,0,제조업,1,7.868351598,6.9,-2.92,-6.11,1.65,104.44,-10.68,10.62,0.84
2938,(주)씨에스,65770,201212,200406,,1,0,1,제조업,1,27.29208006,-3.23,-0.61,-1.36,2.59,104.21,0.35,12.81,0.98
2939,(주)씨에스에이코스믹,83660,201112,200607,,0,0,0,제조업,1,12.20254631,-5.26,-5.37,-10.26,1.93,106.77,-8.89,16.7,0.98
2940,(주)씨에스에이코스믹,83660,201212,200607,,0,0,0,제조업,1,-35.42622805,-15.74,-6.2,-14.23,2.21,126.13,-3.9,-3.74,1.04
2941,(주)씨에스에이코스믹,83660,201312,200607,,0,0,0,제조업,1,-16.58282606,-18.68,-4.01,-9.32,2.42,101.06,6.2,25.95,0.85
2942,(주)씨에스에이코스믹,83660,201412,200607,,0,0,0,제조업,1,-18.34574038,-12.16,-2.89,-5.85,1.75,104.3,2.97,19.6,0.92
2943,(주)씨에스에이코스믹,83660,201512,200607,,0,0,0,제조업,1,191.9466199,12.31,1.65,3.14,2.07,98.34,2.76,8.97,0.52
2944,(주)씨에스에이코스믹,83660,201612,200607,,0,0,0,제조업,1,-6.224822072,172.6,-10.21,-16.07,2.35,114.55,-4.98,6.86,0.69
2945,(주)씨에스에이코스믹,83660,201712,200607,,1,0,1,제조업,1,-26.56535614,-19.6,-30.97,-40.26,0.09,129.8,-26.77,-1.41,1.17
2946,(주)씨엔플러스,115530,201112,201111,,0,0,0,제조업,1,93.01762926,0.0,15.09,33.01,0.18,87.14,14.9,28.08,1.69
2947,(주)씨엔플러스,115530,201212,201111,,0,0,0,제조업,1,5.880656189,10.92,5.7,10.26,0.34,92.1,14.52,25.29,1.23
2948,(주)씨엔플러스,115530,201312,201111,,0,0,0,제조업,1,-10.64054954,2.07,-0.71,-1.15,0.21,98.85,6.53,24.88,1.11
2949,(주)씨엔플러스,115530,201412,201111,,1,0,1,제조업,1,-3.307650015,-21.32,-12.14,-21.92,1.25,136.91,1.07,1.33,0.96
2950,(주)씨엘인터내셔널,37340,201112,199912,42621.0,0,1,1,제조업,1,-2.409084945,-32.58,-8.93,-19.53,10.84,139.19,-19.06,0.36,0.49
2951,(주)씨유메디칼시스템,115480,201112,201112,,0,0,0,제조업,1,61.9000232,0.0,22.43,28.07,0.42,69.08,3.29,31.12,0.89
2952,(주)씨유메디칼시스템,115480,201212,201112,,0,0,0,제조업,1,7.481288603,21.95,5.78,7.34,0.24,91.16,-13.48,20.27,0.56
2953,(주)씨유메디칼시스템,115480,201312,201112,,0,0,0,제조업,1,42.9993214,-5.33,0.11,0.15,2.43,103.87,-6.12,13.3,0.53
2954,(주)씨유메디칼시스템,115480,201412,201112,,0,0,0,제조업,1,-4.983014476,-12.68,-0.74,-1.21,2.97,114.07,-1.04,11.74,0.46
2955,(주)씨유메디칼시스템,115480,201512,201112,,0,0,0,제조업,1,9.289026675,-8.87,1.73,2.89,2.54,97.19,3.04,16.51,0.45
2956,(주)씨유메디칼시스템,115480,201612,201112,,0,0,0,제조업,1,-4.759331006,92.92,0.84,1.34,1.26,103.44,2.58,9.82,0.93
2957,(주)씨유메디칼시스템,115480,201712,201112,,0,0,0,제조업,1,-2.951427439,-45.87,-2.15,-3.22,0.27,106.63,5.45,6.1,1.05
2958,(주)씨유메디칼시스템,115480,201812,201112,,0,0,0,제조업,1,70.06110371,-8.47,4.4,8.09,1.31,96.2,4.8,12.36,1.19
2959,(주)씨유메디칼시스템,115480,201912,201112,,0,0,0,제조업,1,23.27946691,-6.48,2.11,4.76,5.84,104.49,-0.77,9.76,0.92
2960,(주)씨유메디칼시스템,115480,202012,201112,,1,0,1,제조업,1,-36.83521085,0.0,-2.6,-5.4,10.34,159.57,2.02,-4.64,0.32
2961,(주)씨유전자,56340,201112,200211,41780.0,1,1,1,제조업,1,-22.61418875,-37.14,-2.41,-4.2,2.38,107.99,-1.17,9.43,0.79
2962,(주)씨제이이엔엠,35760,201112,199911,,0,0,0,정보통신업,0,22.57227814,20.24,14.11,47.97,2.39,86.54,15.79,12.24,1.33
2963,(주)씨제이이엔엠,35760,201212,199911,,0,0,0,정보통신업,0,22.8672545,6.91,12.01,32.8,1.51,87.73,12.25,26.89,1.36
2964,(주)씨제이이엔엠,35760,201312,199911,,0,0,0,정보통신업,0,26.65034553,2.12,9.52,24.53,0.84,90.94,8.99,24.98,1.53
2965,(주)씨제이이엔엠,35760,201412,199911,,0,0,0,정보통신업,0,4.049545975,6.67,7.58,19.25,1.11,94.04,12.08,24.27,1.53
2966,(주)씨제이이엔엠,35760,201512,199911,,0,0,0,정보통신업,0,-5.246245505,6.36,6.83,16.03,0.99,93.05,15.44,25.13,1.34
2967,(주)씨제이이엔엠,35760,201612,199911,,0,0,0,정보통신업,0,-7.852096768,-4.46,6.23,13.19,0.73,96.22,15.55,22.53,1.28
2968,(주)씨제이이엔엠,35760,201712,199911,,0,0,0,정보통신업,0,1.751346011,7.96,8.08,15.77,0.54,91.92,13.31,26.98,1.46
2969,(주)씨제이이엔엠,35760,201812,199911,,0,0,0,정보통신업,0,141.0915759,241.69,5.25,10.23,0.53,93.72,6.79,19.57,1.31
2970,(주)씨제이이엔엠,35760,201912,199911,,0,0,0,정보통신업,0,-19.54183252,5.9,4.42,8.19,0.47,95.12,12.24,25.07,1.06
2971,(주)씨제이이엔엠,35760,202012,199911,,0,0,0,정보통신업,0,15.54782405,-7.53,4.64,7.84,0.4,95.94,10.43,20.22,1.02
2972,(주)씨젠,96530,201112,201009,,0,0,0,제조업,1,88.60158199,25.71,16.44,27.35,-0.58,75.52,-3.54,22.65,0.72
2973,(주)씨젠,96530,201212,201009,,0,0,0,제조업,1,6.533313874,37.88,15.08,29.58,0.62,80.46,0.51,26.88,0.8
2974,(주)씨젠,96530,201312,201009,,0,0,0,제조업,1,54.32397828,-2.2,13.25,22.3,0.95,76.85,0.3,20.84,0.69
2975,(주)씨젠,96530,201412,201009,,0,0,0,제조업,1,7.295675952,12.92,8.03,11.73,1.5,84.14,4.89,22.06,0.59
2976,(주)씨젠,96530,201512,201009,,0,0,0,제조업,1,40.15382216,6.97,5.19,7.51,1.28,87.19,0.95,15.63,0.48
2977,(주)씨젠,96530,201612,201009,,0,0,0,제조업,1,6.993456861,9.3,5.02,7.27,1.43,86.74,3.25,16.2,0.44
2978,(주)씨젠,96530,201712,201009,,0,0,0,제조업,1,-13.43548489,28.94,7.22,9.9,1.03,96.65,9.99,16.8,0.57
2979,(주)씨젠,96530,201812,201009,,0,0,0,제조업,1,-8.856740807,6.27,6.19,7.91,-0.05,89.96,10.18,24.97,0.73
2980,(주)씨젠,96530,201912,201009,,0,0,0,제조업,1,19.48007718,-2.48,12.47,15.95,-0.27,78.68,10.51,31.57,0.79
2981,(주)씨젠,96530,202012,201009,,0,0,0,제조업,1,459.2681215,96.18,104.81,169.21,0.05,42.33,18.74,70.32,1.7
2982,(주)씨티씨바이오,60590,201112,200202,,0,0,0,제조업,1,20.66356266,4.32,0.68,1.4,2.05,99.83,-1.08,14.2,1.07
2983,(주)씨티씨바이오,60590,201212,200202,,0,0,0,제조업,1,34.31615421,21.38,10.21,20.83,1.26,92.25,-2.19,21.01,1.15
2984,(주)씨티씨바이오,60590,201312,200202,,0,0,0,제조업,1,20.03128208,3.98,1.53,2.72,0.51,98.49,0.29,11.3,0.88
2985,(주)씨티씨바이오,60590,201412,200202,,0,0,0,제조업,1,7.739989642,37.16,0.07,0.12,0.27,100.02,0.75,9.19,0.87
2986,(주)씨티씨바이오,60590,201512,200202,,0,0,0,제조업,1,19.42417314,2.79,1.67,3.21,1.25,97.35,0.29,12.59,0.86
2987,(주)씨티씨바이오,60590,201612,200202,,0,0,0,제조업,1,-2.550697959,3.88,-1.38,-2.77,1.58,102.35,2.2,9.71,0.84
2988,(주)씨티씨바이오,60590,201712,200202,,1,0,1,제조업,1,4.358854182,-2.61,-7.29,-17.04,2.09,117.45,1.82,1.73,0.89
2989,(주)씨티케이,260930,201712,201712,,0,0,0,제조업,1,148.707904,0.0,13.2,14.23,-0.84,83.54,11.99,12.92,0.64
2990,(주)씨티케이,260930,201812,201712,,0,0,0,제조업,1,3.858133186,43.56,2.77,3.05,-1.89,91.66,1.39,9.16,0.66
2991,(주)씨티케이,260930,201912,201712,,0,0,0,제조업,1,5.248419146,-19.31,2.0,2.28,-1.12,91.72,3.41,13.43,0.78
2992,(주)씨티케이,260930,202012,201712,,0,0,0,제조업,1,1.358587463,-7.69,0.26,0.31,-0.42,99.9,2.23,9.72,0.89
2993,(주)아가방앤컴퍼니,13990,201112,200201,,0,0,0,도매 및 소매업,1,9.559071113,7.85,4.92,7.07,-0.15,94.87,4.26,14.4,1.54
2994,(주)아가방앤컴퍼니,13990,201212,200201,,0,0,0,도매 및 소매업,1,-3.539844165,-4.6,2.32,3.29,-0.15,97.54,2.01,12.89,1.5
2995,(주)아가방앤컴퍼니,13990,201312,200201,,0,0,0,도매 및 소매업,1,-0.241121286,-2.01,1.89,2.63,-0.03,98.43,1.09,12.47,1.47
2996,(주)아가방앤컴퍼니,13990,201412,200201,,0,0,0,도매 및 소매업,1,12.7282911,-7.38,-3.32,-4.61,-0.03,105.7,1.0,5.9,1.12
2997,(주)아가방앤컴퍼니,13990,201512,200201,,0,0,0,도매 및 소매업,1,-4.903250204,-7.96,0.05,0.06,-0.14,99.99,1.88,8.94,1.12
2998,(주)아가방앤컴퍼니,13990,201612,200201,,0,0,0,도매 및 소매업,1,1.701445396,13.46,0.73,0.96,-0.03,99.07,1.56,10.04,1.16
2999,(주)아가방앤컴퍼니,13990,201712,200201,,0,0,0,도매 및 소매업,1,-6.47748547,-16.1,-1.8,-2.32,0.01,103.72,-0.62,7.52,1.17
3000,(주)아가방앤컴퍼니,13990,201812,200201,,1,0,1,도매 및 소매업,1,-9.546253831,-7.58,-7.17,-9.08,-0.03,116.62,-3.54,-0.94,1.11
3001,(주)아나패스,123860,201112,201011,,0,0,0,제조업,1,8.54980668,31.82,21.12,23.12,-1.66,82.46,28.27,27.69,1.27
3002,(주)아나패스,123860,201212,201011,,0,0,0,제조업,1,20.91848897,13.79,20.02,22.05,-2.55,80.95,27.82,22.92,1.07
3003,(주)아나패스,123860,201312,201011,,0,0,0,제조업,1,3.696121975,28.79,12.31,14.01,-1.87,74.12,14.55,7.81,1.03
3004,(주)아나패스,123860,201412,201011,,0,0,0,제조업,1,21.49312444,20.0,20.5,24.89,-0.91,72.39,18.03,16.47,1.39
3005,(주)아나패스,123860,201512,201011,,0,0,0,제조업,1,-0.867767104,8.82,8.41,10.31,-0.41,70.98,17.24,7.47,0.95
3006,(주)아나패스,123860,201612,201011,,0,0,0,제조업,1,-19.41316207,0.0,6.47,8.01,-0.9,56.8,13.25,-21.66,1.03
3007,(주)아나패스,123860,201712,201011,,0,0,0,제조업,1,-2.577806658,0.0,5.09,6.53,-1.36,87.09,17.1,4.81,0.93
3008,(주)아나패스,123860,201812,201011,,0,0,0,제조업,1,-3.656458219,9.91,-8.45,-11.04,-1.97,110.98,8.47,0.07,0.56
3009,(주)아나패스,123860,201912,201011,,1,0,1,제조업,1,33.72695575,0.0,-21.71,-37.94,-1.14,134.82,-7.41,-11.94,0.52
3010,(주)아난티,25980,201112,199601,,0,0,0,숙박 및 음식점업,1,-0.079377905,-5.56,-2.5,-15.0,2.06,126.31,12.1,2.32,0.33
3011,(주)아난티,25980,201212,199601,,1,0,1,숙박 및 음식점업,1,5.85684623,-3.74,-0.29,-2.12,3.81,112.68,-3.32,3.48,0.32
3012,(주)아라온테크,41060,201112,200006,41767.0,0,0,0,정보통신업,0,-77.88329341,-63.16,-80.7,-110.02,6.01,563.55,-54.65,-301.03,0.51
3013,(주)아라온테크,41060,201212,200006,41767.0,0,0,0,정보통신업,0,-2.563262031,128.57,7.02,9.56,-0.12,104.53,-19.67,-54.18,1.96
3014,(주)아라온테크,41060,201312,200006,41767.0,0,0,0,정보통신업,0,-18.69838018,40.63,-16.35,-21.37,-0.51,86.05,-2.45,27.82,0.38
3015,(주)아리온테크놀로지,58220,201112,200508,,0,0,0,제조업,1,46.16684161,3.7,11.62,23.12,0.21,94.16,-4.12,24.71,1.51
3016,(주)아리온테크놀로지,58220,201212,200508,,0,0,0,제조업,1,115.3765866,16.07,11.42,33.48,0.05,94.34,10.11,13.78,0.98
3017,(주)아리온테크놀로지,58220,201312,200508,,0,0,0,제조업,1,-48.42054255,6.15,2.85,7.43,0.13,97.55,3.43,16.73,0.61
3018,(주)아리온테크놀로지,58220,201412,200508,,0,0,0,제조업,1,20.25005396,11.59,1.33,2.46,0.13,99.7,-5.71,12.87,1.54
3019,(주)아리온테크놀로지,58220,201512,200508,,0,0,0,제조업,1,-3.662322018,9.09,3.27,6.2,0.14,97.64,19.44,16.96,1.6
3020,(주)아리온테크놀로지,58220,201612,200508,,0,0,0,제조업,1,38.46350785,-16.67,-11.79,-25.89,0.82,124.85,-19.46,-5.14,0.68
3021,(주)아리온테크놀로지,58220,201712,200508,,1,0,1,제조업,1,-9.022426486,10.0,-13.13,-33.06,1.76,127.62,-8.8,-18.74,0.8
3022,(주)아모레퍼시픽,90430,201112,200606,,0,0,0,제조업,1,39.07204134,7.81,14.08,18.64,-0.36,83.67,13.56,29.47,2.22
3023,(주)아모레퍼시픽,90430,201212,200606,,0,0,0,제조업,1,7.486079003,6.32,12.47,16.25,-0.35,87.46,11.21,28.17,2.37
3024,(주)아모레퍼시픽,90430,201312,200606,,0,0,0,제조업,1,12.41349369,0.28,11.51,15.06,-0.29,88.41,10.32,26.64,2.27
3025,(주)아모레퍼시픽,90430,201412,200606,,0,0,0,제조업,1,13.30831042,4.2,15.54,20.7,-0.29,86.55,13.14,31.51,2.16
3026,(주)아모레퍼시픽,90430,201512,200606,,0,0,0,제조업,1,15.26818089,17.73,18.63,24.73,-0.26,83.91,13.66,35.28,1.99
3027,(주)아모레퍼시픽,90430,201612,200606,,0,0,0,제조업,1,16.62072565,7.85,17.62,23.33,-0.23,85.03,12.59,33.94,1.88
3028,(주)아모레퍼시픽,90430,201712,200606,,0,0,0,제조업,1,3.746100929,-1.04,11.3,14.78,-0.21,89.05,11.06,26.9,1.7
3029,(주)아모레퍼시픽,90430,201812,200606,,0,0,0,제조업,1,-0.084584972,-0.58,8.97,11.18,-0.2,91.5,10.79,27.05,2.09
3030,(주)아모레퍼시픽,90430,201912,200606,,0,0,0,제조업,1,11.50353357,-2.32,7.53,9.57,0.13,93.46,11.4,27.42,2.15
3031,(주)아모레퍼시픽,90430,202012,200606,,0,0,0,제조업,1,-4.793608975,-3.2,2.45,3.19,0.24,99.44,11.16,22.54,1.57
3032,(주)아모레퍼시픽그룹,2790,201112,197304,,0,0,0,제조업,1,28.53604438,47.37,10.76,13.59,-0.76,83.82,10.68,22.95,1.69
3033,(주)아모레퍼시픽그룹,2790,201212,197304,,0,0,0,제조업,1,6.136276187,96.43,10.24,12.85,-0.79,86.58,9.29,23.29,1.81
3034,(주)아모레퍼시픽그룹,2790,201312,197304,,0,0,0,제조업,1,8.988161795,94.55,9.95,12.46,-0.61,87.83,9.0,23.16,1.9
3035,(주)아모레퍼시픽그룹,2790,201412,197304,,0,0,0,제조업,1,11.74087618,-3.74,12.65,16.01,-0.57,85.94,11.19,27.1,1.86
3036,(주)아모레퍼시픽그룹,2790,201512,197304,,0,0,0,제조업,1,11.78684369,31.07,15.69,19.84,-0.43,84.0,11.61,30.14,1.77
3037,(주)아모레퍼시픽그룹,2790,201612,197304,,0,0,0,제조업,1,15.29653102,25.19,16.36,20.71,-0.36,84.0,11.38,30.34,1.72
3038,(주)아모레퍼시픽그룹,2790,201712,197304,,0,0,0,제조업,1,3.482322708,-13.02,10.14,12.72,-0.35,88.55,10.0,23.71,1.51
3039,(주)아모레퍼시픽그룹,2790,201812,197304,,0,0,0,제조업,1,0.710794281,-17.01,7.46,9.03,-0.39,91.32,8.94,22.94,1.72
3040,(주)아모레퍼시픽그룹,2790,201912,197304,,0,0,0,제조업,1,12.10198152,-6.56,6.36,7.83,0.04,93.27,9.42,23.14,1.67
3041,(주)아모레퍼시픽그룹,2790,202012,197304,,0,0,0,제조업,1,-5.948872684,-17.54,1.88,2.36,0.22,99.38,9.61,19.15,1.21
3042,(주)아모텍,52710,201112,200308,,0,0,0,제조업,1,22.32089353,11.87,0.05,0.1,4.67,105.29,2.15,14.6,0.69
3043,(주)아모텍,52710,201212,200308,,0,0,0,제조업,1,24.54735039,34.15,6.16,14.98,3.11,94.8,4.09,21.25,0.93
3044,(주)아모텍,52710,201312,200308,,0,0,0,제조업,1,2.714381701,8.0,7.48,18.29,2.44,93.84,9.4,28.76,1.06
3045,(주)아모텍,52710,201412,200308,,0,0,0,제조업,1,5.092906796,-8.75,0.82,1.97,3.15,101.41,6.4,22.41,0.78
3046,(주)아모텍,52710,201512,200308,,0,0,0,제조업,1,12.38961045,1.08,6.34,15.46,1.48,93.42,6.29,26.51,1.21
3047,(주)아모텍,52710,201612,200308,,0,0,0,제조업,1,-1.329740841,-11.52,8.13,18.37,1.26,92.86,10.25,25.92,1.09
3048,(주)아모텍,52710,201712,200308,,0,0,0,제조업,1,11.26618207,0.44,10.93,22.93,0.97,89.7,8.21,27.03,1.11
3049,(주)아모텍,52710,201812,200308,,0,0,0,제조업,1,0.417321479,-4.36,2.86,5.8,1.1,96.32,6.81,21.03,0.84
3050,(주)아모텍,52710,201912,200308,,0,0,0,제조업,1,8.780838469,1.48,1.69,3.52,1.58,98.48,2.84,19.57,0.82
3051,(주)아모텍,52710,202012,200308,,0,0,0,제조업,1,1.154305817,-8.42,-1.14,-2.59,2.41,107.71,0.53,13.7,0.67
3052,(주)아미노로직스,74430,201112,200406,,1,1,1,도매 및 소매업,1,43.00992041,-35.56,-12.7,-17.44,-2.63,146.59,-12.51,1.3,0.28
3053,(주)아바코,83930,201112,200510,,0,0,0,제조업,1,-0.289099491,4.24,7.74,14.99,0.09,95.81,-2.03,19.28,1.68
3054,(주)아바코,83930,201212,200510,,0,0,0,제조업,1,-6.433994252,-3.73,-0.71,-1.13,0.11,100.11,9.23,11.12,0.87
3055,(주)아바코,83930,201312,200510,,0,0,0,제조업,1,10.4615962,-2.11,7.24,11.5,0.01,113.01,5.32,-1.7,1.36
3056,(주)아바코,83930,201412,200510,,0,0,0,제조업,1,-9.83247663,0.72,6.79,10.83,-0.16,93.68,13.85,22.79,1.11
3057,(주)아바코,83930,201512,200510,,0,0,0,제조업,1,16.36861484,1.79,7.12,10.61,-0.43,91.56,4.93,22.22,1.01
3058,(주)아바코,83930,201612,200510,,0,0,0,제조업,1,20.36389932,28.42,7.65,12.32,-0.2,92.04,-1.6,23.21,1.16
3059,(주)아바코,83930,201712,200510,,0,0,0,제조업,1,7.209817853,0.55,1.0,1.74,-0.18,100.98,6.47,13.33,0.91
3060,(주)아바코,83930,201812,200510,,0,0,0,제조업,1,14.21117427,-0.54,11.46,20.48,-0.25,87.71,1.34,26.46,1.01
3061,(주)아바코,83930,201912,200510,,0,0,0,제조업,1,-6.667214615,-5.74,11.34,18.7,-0.29,89.09,1.61,26.61,0.96
3062,(주)아바코,83930,202012,200510,,0,0,0,제조업,1,5.826450949,0.29,11.29,17.05,-0.35,90.85,21.24,22.0,0.95
3063,(주)아바텍,149950,201212,201211,,0,0,0,제조업,1,50.82903806,0.0,24.28,28.92,-0.41,77.08,15.31,43.58,2.01
3064,(주)아바텍,149950,201312,201211,,0,0,0,제조업,1,15.41049587,5.54,17.42,20.04,-0.45,82.5,18.08,43.58,1.93
3065,(주)아바텍,149950,201412,201211,,0,0,0,제조업,1,16.6809007,-13.04,24.21,28.2,-0.45,75.22,23.9,49.88,1.83
3066,(주)아바텍,149950,201512,201211,,0,0,0,제조업,1,-1.935402819,-25.0,7.5,8.45,-1.07,86.25,24.22,34.7,1.01
3067,(주)아바텍,149950,201612,201211,,0,0,0,제조업,1,0.639680696,28.06,8.21,8.89,-0.75,86.31,15.76,34.34,1.02
3068,(주)아바텍,149950,201712,201211,,0,0,0,제조업,1,15.22417194,15.62,11.33,12.33,-1.02,82.2,17.96,35.28,1.02
3069,(주)아바텍,149950,201812,201211,,0,0,0,제조업,1,-2.80823872,-3.56,3.76,4.05,-2.54,89.37,14.43,25.81,0.84
3070,(주)아바텍,149950,201912,201211,,0,0,0,제조업,1,-0.833399848,0.19,3.75,3.99,-3.08,89.71,11.19,25.37,1.6
3071,(주)아바텍,149950,202012,201211,,0,0,0,제조업,1,3.606906337,-2.33,2.51,2.69,-2.55,92.65,8.53,24.65,1.57
3072,(주)아센디오,12170,201112,198912,,0,0,0,정보통신업,0,153.4594035,-27.27,46.22,67.17,0.08,87.02,-10.06,43.26,4.62
3073,(주)아센디오,12170,201212,198912,,0,1,1,정보통신업,0,29.9647687,56.25,-4.39,-7.01,1.02,107.79,-15.99,4.14,1.35
3074,(주)아스타,246720,201712,201703,,1,0,1,제조업,1,249.8882636,-40.0,-34.28,-56.37,-4.77,495.73,-27.83,-0.29,0.07
3075,(주)아스트,67390,201412,201412,,0,0,0,제조업,1,19.70836696,0.0,-2.84,-8.25,5.45,112.07,-4.61,14.3,0.61
3076,(주)아스트,67390,201512,201412,,0,0,0,제조업,1,15.28591651,-4.34,2.62,6.32,2.51,96.68,-1.68,20.66,0.68
3077,(주)아스트,67390,201612,201412,,0,0,0,제조업,1,66.28382052,-28.0,3.28,7.95,3.3,94.43,-6.11,14.58,0.47
3078,(주)아스트,67390,201712,201412,,0,0,0,제조업,1,38.5503123,-10.74,3.01,7.76,4.15,98.94,-4.1,11.24,0.45
3079,(주)아스트,67390,201812,201412,,0,0,0,제조업,1,27.22894168,11.62,3.07,9.19,5.93,95.0,-6.05,13.06,0.43
3080,(주)아스트,67390,201912,201412,,0,0,0,제조업,1,46.50090599,1.86,2.94,8.45,6.91,99.5,-1.27,9.64,0.44
3081,(주)아스트,67390,202012,201412,,0,0,0,제조업,1,-10.0755318,-4.38,-3.47,-9.46,24.52,151.07,1.21,1.59,0.14
3082,(주)아시아경제,127710,201512,201507,,0,0,0,정보통신업,0,42.94630203,0.0,12.84,17.88,-0.14,89.86,7.14,41.24,1.22
3083,(주)아시아경제,127710,201612,201507,,0,0,0,정보통신업,0,18.43256655,0.45,10.69,13.3,-1.22,85.24,9.84,35.04,0.76
3084,(주)아시아경제,127710,201712,201507,,0,0,0,정보통신업,0,29.98889273,22.67,5.59,6.62,-2.19,86.01,6.57,25.11,0.68
3085,(주)아시아경제,127710,201812,201507,,0,0,0,정보통신업,0,20.66219734,1.81,4.04,5.37,-0.32,90.16,3.23,16.01,0.5
3086,(주)아시아경제,127710,201912,201507,,0,0,0,정보통신업,0,-13.30286374,2.14,2.26,3.15,-0.43,88.83,-0.81,20.87,0.51
3087,(주)아시아경제,127710,202012,201507,,0,0,0,정보통신업,0,29.63990722,7.32,3.51,4.72,-0.68,93.96,0.74,17.58,0.82
