,회사명,거래소코드,회계년도,상장일,상장폐지일_x,부실기업1,부실기업2,부실기업,업종,경기민감도,총자본증가율,종업원수증가율,총자본정상영업이익률,자기자본정상영업이익률,금융비용부담률,수지비율,CASH FLOW 대 총자본비율,총자본투자효율,순운전자본회전률
7407,(주)현대백화점,69960,201912,200211,,0,0,0,도매 및 소매업,1,9.07958175,0.35,4.0,5.96,0.13,85.15,5.33,11.1,0.82
7408,(주)현대백화점,69960,202012,200211,,0,0,0,도매 및 소매업,1,14.21913738,3.14,1.66,2.71,0.62,93.79,3.66,8.15,0.64
7409,(주)현대에버다임,41440,201112,200311,,0,0,0,제조업,1,27.50414772,15.46,8.33,18.81,1.24,94.26,0.97,17.57,0.9
7410,(주)현대에버다임,41440,201212,200311,,0,0,0,제조업,1,15.91779777,4.17,8.82,18.29,1.26,93.72,3.11,18.8,0.98
7411,(주)현대에버다임,41440,201312,200311,,0,0,0,제조업,1,18.29104755,9.71,8.15,16.06,0.54,94.07,0.24,18.27,1.07
7412,(주)현대에버다임,41440,201412,200311,,0,0,0,제조업,1,15.49049895,8.59,7.1,15.02,0.42,95.04,-2.25,15.6,0.92
7413,(주)현대에버다임,41440,201512,200311,,0,0,0,제조업,1,-8.321383409,-2.88,5.95,12.2,0.4,94.56,5.47,20.77,0.95
7414,(주)현대에버다임,41440,201612,200311,,0,0,0,제조업,1,-8.069441322,0.99,9.36,16.12,0.09,94.05,16.71,23.56,1.17
7415,(주)현대에버다임,41440,201712,200311,,0,0,0,제조업,1,4.273319659,3.91,9.06,13.85,-0.14,93.95,8.21,22.1,1.28
7416,(주)현대에버다임,41440,201812,200311,,0,0,0,제조업,1,-1.542043925,-5.65,5.22,7.55,0.06,95.67,2.17,20.36,1.19
7417,(주)현대에버다임,41440,201912,200311,,0,0,0,제조업,1,4.078374828,-0.25,1.12,1.61,0.2,98.65,2.04,15.85,0.95
7418,(주)현대에버다임,41440,202012,200311,,0,0,0,제조업,1,-10.88094103,-4.0,1.09,1.54,-0.23,103.63,6.7,11.13,1.04
7419,(주)현대이지웰,90850,201312,201312,,0,0,0,정보통신업,0,25.77793296,0.0,12.74,24.12,-0.78,85.88,12.96,30.97,0.83
7420,(주)현대이지웰,90850,201412,201312,,0,0,0,정보통신업,0,18.80162891,13.0,10.88,21.82,-0.92,86.64,14.23,28.21,0.66
7421,(주)현대이지웰,90850,201512,201312,,0,0,0,정보통신업,0,20.75981754,16.81,7.69,17.99,-0.44,90.02,11.91,25.7,0.57
7422,(주)현대이지웰,90850,201612,201312,,0,0,0,정보통신업,0,-1.673005977,1.89,1.02,2.5,-0.19,99.89,8.23,24.48,0.74
7423,(주)현대이지웰,90850,201712,201312,,0,0,0,정보통신업,0,37.15722372,1.12,6.24,18.1,0.24,94.44,4.59,23.14,0.69
7424,(주)현대이지웰,90850,201812,201312,,0,0,0,정보통신업,0,3.015937022,4.04,8.59,26.39,0.55,96.67,4.14,22.86,0.72
7425,(주)현대이지웰,90850,201912,201312,,0,0,0,정보통신업,0,9.096256472,0.0,10.88,29.19,-0.02,92.12,6.38,26.73,0.79
7426,(주)현대이지웰,90850,202012,201312,,0,0,0,정보통신업,0,51.08729216,3.18,11.75,27.14,0.03,85.61,13.5,22.76,0.59
7427,(주)현대퓨처넷,126560,201112,201012,,0,0,0,정보통신업,0,12.29916954,2.82,9.7,13.63,-0.1,78.1,14.61,20.69,0.76
7428,(주)현대퓨처넷,126560,201212,201012,,0,0,0,정보통신업,0,-1.96223987,1.37,11.07,14.06,-1.05,75.04,17.11,23.74,0.95
7429,(주)현대퓨처넷,126560,201312,201012,,0,0,0,정보통신업,0,4.615071555,10.81,9.23,10.77,-1.63,78.57,16.19,22.98,1.15
7430,(주)현대퓨처넷,126560,201412,201012,,0,0,0,정보통신업,0,4.926794511,3.66,9.07,10.27,-1.66,80.73,15.36,21.13,1.04
7431,(주)현대퓨처넷,126560,201512,201012,,0,0,0,정보통신업,0,1.713464388,-4.71,7.02,7.76,-1.67,83.01,14.03,18.75,0.92
7432,(주)현대퓨처넷,126560,201612,201012,,0,0,0,정보통신업,0,5.96504254,416.05,7.33,8.04,-1.54,82.4,12.86,17.9,0.84
7433,(주)현대퓨처넷,126560,201712,201012,,0,0,0,정보통신업,0,6.351033274,2.87,6.91,7.59,-1.86,81.14,12.49,16.79,0.73
7434,(주)현대퓨처넷,126560,201812,201012,,0,0,0,정보통신업,0,6.192338859,3.26,6.17,6.76,-2.13,82.26,9.64,15.54,0.67
7435,(주)현대퓨처넷,126560,201912,201012,,0,0,0,정보통신업,0,4.22862696,3.6,5.12,5.61,-1.91,83.83,8.94,15.41,0.64
7436,(주)현대퓨처넷,126560,202012,201012,,0,0,0,정보통신업,0,22.26098328,-94.13,2.42,2.86,-0.17,93.3,5.17,10.35,0.6
7437,(주)현대홈쇼핑,57050,201112,201009,,0,0,0,도매 및 소매업,1,20.72727272,0.0,14.56,19.05,-4.56,74.03,12.33,23.19,0.68
7438,(주)현대홈쇼핑,57050,201212,201009,,0,0,0,도매 및 소매업,1,14.60988549,7.48,12.69,16.91,-3.15,81.72,9.6,17.01,0.74
7439,(주)현대홈쇼핑,57050,201312,201009,,0,0,0,도매 및 소매업,1,9.391182984,9.02,10.59,13.59,-2.59,73.03,7.1,22.25,0.86
7440,(주)현대홈쇼핑,57050,201412,201009,,0,0,0,도매 및 소매업,1,8.482078646,15.37,9.74,11.99,-2.33,79.3,6.12,17.62,0.87
7441,(주)현대홈쇼핑,57050,201512,201009,,0,0,0,도매 및 소매업,1,7.489779909,4.3,6.28,7.71,-2.39,84.53,5.11,11.56,0.78
7442,(주)현대홈쇼핑,57050,201612,201009,,0,0,0,도매 및 소매업,1,14.20040409,6.68,6.24,7.91,-1.95,83.24,4.81,12.31,0.76
7443,(주)현대홈쇼핑,57050,201712,201009,,0,0,0,도매 및 소매업,1,-1.448689151,11.79,6.63,8.36,-1.81,83.87,3.35,12.73,0.83
7444,(주)현대홈쇼핑,57050,201812,201009,,0,0,0,도매 및 소매업,1,35.84613885,59.64,5.08,6.96,-1.72,83.08,0.59,11.46,0.7
7445,(주)현대홈쇼핑,57050,201912,201009,,0,0,0,도매 및 소매업,1,-1.721172277,1.03,5.16,7.64,-0.09,94.09,0.69,17.16,1.27
7446,(주)현대홈쇼핑,57050,202012,201009,,0,0,0,도매 및 소매업,1,7.559017533,-1.94,5.96,8.79,-0.23,92.63,4.9,17.67,1.29
7447,(주)협진,138360,201312,201311,,0,0,0,제조업,1,28.09278726,0.0,11.9,13.66,-1.6,70.78,6.19,18.12,0.52
7448,(주)협진,138360,201412,201311,,0,0,0,제조업,1,16.31628644,12.0,9.01,10.31,-2.04,76.13,4.45,17.14,0.52
7449,(주)협진,138360,201512,201311,,0,0,0,제조업,1,-0.625591599,25.0,3.26,3.66,-0.76,90.74,3.74,13.75,0.62
7450,(주)협진,138360,201612,201311,,0,0,0,제조업,1,3.691223895,25.71,-5.77,-6.67,-0.16,110.56,2.23,6.41,0.83
7451,(주)협진,138360,201712,201311,,0,0,0,제조업,1,9.70142174,3.41,0.79,1.06,0.0,91.08,-7.12,15.69,0.75
7452,(주)협진,138360,201812,201311,,0,0,0,제조업,1,31.62279801,-27.47,-9.84,-15.09,3.43,253.93,-9.84,-39.82,0.41
7453,(주)협진,138360,201912,201311,,1,0,1,제조업,1,-24.38718906,-13.64,0.23,0.29,1.74,100.3,-4.24,9.47,0.37
7454,(주)형지아이앤씨,11080,201112,200407,,0,0,0,제조업,1,-8.678057539,-0.97,-11.21,-20.07,0.8,109.96,-3.06,1.05,1.06
7455,(주)형지아이앤씨,11080,201212,200407,,0,0,0,제조업,1,-18.75516991,-10.78,-24.36,-53.38,0.92,115.99,-4.46,-9.09,1.11
7456,(주)형지아이앤씨,11080,201312,200407,,0,0,0,제조업,1,38.7218901,-23.08,2.51,5.35,0.63,98.14,-1.45,6.15,1.13
7457,(주)형지아이앤씨,11080,201412,200407,,0,0,0,제조업,1,84.27977014,242.86,2.18,4.96,0.78,98.32,-4.71,12.02,0.85
7458,(주)형지아이앤씨,11080,201512,200407,,0,0,0,제조업,1,12.67310345,-21.25,1.45,3.29,1.2,99.82,-5.04,13.28,1.03
7459,(주)형지아이앤씨,11080,201612,200407,,1,0,1,제조업,1,-2.279682479,-22.75,-0.88,-1.89,1.37,104.56,-4.4,7.75,1.08
7460,(주)혜인,3010,201112,198809,,0,0,0,도매 및 소매업,1,6.087841443,14.39,2.28,4.07,0.99,98.21,1.44,9.74,1.1
7461,(주)혜인,3010,201212,198809,,0,0,0,도매 및 소매업,1,25.33464443,6.75,-1.27,-2.63,1.59,102.52,-6.6,7.13,0.92
7462,(주)혜인,3010,201312,198809,,0,0,0,도매 및 소매업,1,-8.42484734,6.03,0.3,0.72,1.7,102.55,-1.89,10.6,0.92
7463,(주)혜인,3010,201412,198809,,0,0,0,도매 및 소매업,1,12.3290566,-3.25,3.18,8.03,1.64,98.99,0.55,14.04,0.97
7464,(주)혜인,3010,201512,198809,,0,0,0,도매 및 소매업,1,-7.961760051,-5.04,1.05,2.75,1.51,101.05,1.31,13.25,0.96
7465,(주)혜인,3010,201612,198809,,0,0,0,도매 및 소매업,1,-0.881985573,0.59,2.2,5.67,1.73,99.14,6.99,13.73,0.82
7466,(주)혜인,3010,201712,198809,,0,0,0,도매 및 소매업,1,-2.813479789,-2.93,1.09,2.74,1.83,99.4,-4.13,12.32,0.92
7467,(주)혜인,3010,201812,198809,,0,0,0,도매 및 소매업,1,0.196865261,-4.83,2.7,6.71,1.82,99.71,-3.94,11.79,0.81
7468,(주)혜인,3010,201912,198809,,0,0,0,도매 및 소매업,1,-4.405574444,-5.08,5.28,12.61,1.67,97.1,6.75,16.38,1.01
7469,(주)혜인,3010,202012,198809,,0,0,0,도매 및 소매업,1,-4.789240191,-3.01,4.14,9.1,1.25,96.7,10.98,16.0,0.92
7470,(주)호텔신라,8770,201112,199103,,0,0,0,도매 및 소매업,1,17.6915005,7.72,7.58,16.65,0.68,95.93,3.7,17.64,2.14
7471,(주)호텔신라,8770,201212,199103,,0,0,0,도매 및 소매업,1,11.71649091,1.77,8.81,20.03,0.43,94.12,5.37,21.45,2.25
7472,(주)호텔신라,8770,201312,199103,,0,0,0,도매 및 소매업,1,10.62658575,4.87,5.31,12.66,0.3,99.31,8.7,11.5,2.05
7473,(주)호텔신라,8770,201412,199103,,0,0,0,도매 및 소매업,1,11.41200385,3.45,7.68,19.73,0.33,96.13,7.2,18.44,2.42
7474,(주)호텔신라,8770,201512,199103,,0,0,0,도매 및 소매업,1,14.11584429,7.87,3.78,10.47,0.56,98.66,5.61,15.38,2.27
7475,(주)호텔신라,8770,201612,199103,,0,0,0,도매 및 소매업,1,-6.236498393,-2.39,3.74,11.24,0.47,98.61,5.95,17.56,2.17
7476,(주)호텔신라,8770,201712,199103,,0,0,0,도매 및 소매업,1,10.23826766,-1.56,3.41,10.99,0.37,98.9,7.29,14.84,2.04
7477,(주)호텔신라,8770,201812,199103,,0,0,0,도매 및 소매업,1,2.39247822,7.46,9.18,29.18,0.16,96.92,7.84,22.17,2.15
7478,(주)호텔신라,8770,201912,199103,,0,0,0,도매 및 소매업,1,53.11091381,3.31,10.15,35.13,0.48,96.09,7.9,22.19,2.11
7479,(주)호텔신라,8770,202012,199103,,0,0,0,도매 및 소매업,1,-17.95825829,-11.2,-5.77,-24.01,1.15,111.16,6.08,11.17,1.25
7480,(주)홈센타홀딩스,60560,201112,200207,,0,0,0,도매 및 소매업,1,43.50381246,-19.44,2.8,3.81,-0.6,96.84,1.08,12.38,1.44
7481,(주)홈센타홀딩스,60560,201212,200207,,0,0,0,도매 및 소매업,1,21.17558345,2.59,0.13,0.2,-0.22,95.23,-3.46,12.42,1.08
7482,(주)홈센타홀딩스,60560,201312,200207,,0,0,0,도매 및 소매업,1,0.475924302,0.84,1.5,2.39,-0.89,97.26,3.01,11.14,1.06
7483,(주)홈센타홀딩스,60560,201412,200207,,0,0,0,도매 및 소매업,1,-0.578412125,-10.0,-1.78,-2.65,-0.46,100.92,4.05,7.31,1.28
7484,(주)홈센타홀딩스,60560,201512,200207,,0,0,0,도매 및 소매업,1,5.038706822,-29.63,1.52,2.12,-0.63,95.47,2.89,9.99,1.45
7485,(주)홈센타홀딩스,60560,201612,200207,,0,0,0,도매 및 소매업,1,166.6002535,-26.32,0.02,0.04,-0.12,85.66,1.42,6.25,0.71
7486,(주)홈센타홀딩스,60560,201712,200207,,1,0,1,도매 및 소매업,1,-7.523323067,12.5,0.41,0.8,1.23,122.58,2.56,-9.05,1.2
7487,(주)홈캐스트,64240,201112,200306,,0,0,0,제조업,1,20.44267887,3.06,12.0,18.52,0.5,93.02,12.19,19.12,1.57
7488,(주)홈캐스트,64240,201212,200306,,0,1,1,제조업,1,-27.82666483,-2.97,-0.98,-1.25,0.24,104.43,-5.85,2.75,1.74
7489,(주)화승엔터프라이즈,241590,201612,201610,,0,0,0,제조업,1,67.62393258,0.0,12.57,34.27,0.47,93.34,3.74,45.0,1.56
7490,(주)화승엔터프라이즈,241590,201712,201610,,0,0,0,제조업,1,43.53029205,-25.0,11.01,25.77,0.45,93.18,5.18,33.82,1.37
7491,(주)화승엔터프라이즈,241590,201812,201610,,0,0,0,제조업,1,21.3265492,0.0,5.81,14.8,1.2,97.4,4.94,34.88,1.26
7492,(주)화승엔터프라이즈,241590,201912,201610,,0,0,0,제조업,1,28.72064228,16.67,9.83,26.27,1.14,93.59,5.73,43.7,1.36
7493,(주)화승엔터프라이즈,241590,202012,201610,,0,0,0,제조업,1,17.98954468,0.0,5.85,13.8,1.0,95.76,6.36,34.31,1.02
7494,(주)화승인더스트리,6060,201112,199102,,0,0,0,제조업,1,5.383252369,1.4,3.49,11.61,0.91,98.32,1.71,26.79,1.1
7495,(주)화승인더스트리,6060,201212,199102,,0,0,0,제조업,1,-4.037142866,-17.63,2.65,8.96,1.1,98.28,2.83,26.52,1.02
7496,(주)화승인더스트리,6060,201312,199102,,0,0,0,제조업,1,3.368569597,1.67,2.01,7.56,1.07,100.49,2.87,26.65,1.08
7497,(주)화승인더스트리,6060,201412,199102,,0,0,0,제조업,1,12.76746744,14.14,3.2,14.12,1.09,99.17,2.66,26.96,0.94
7498,(주)화승인더스트리,6060,201512,199102,,0,0,0,제조업,1,5.272663792,8.07,8.1,35.88,0.85,96.85,5.48,35.5,1.1
7499,(주)화승인더스트리,6060,201612,199102,,0,0,0,제조업,1,43.26580905,2.13,11.45,37.45,0.86,94.13,4.61,35.03,1.29
7500,(주)화승인더스트리,6060,201712,199102,,0,0,0,제조업,1,8.937068458,-0.78,11.28,31.59,0.87,93.94,6.43,40.49,1.28
7501,(주)화승인더스트리,6060,201812,199102,,0,0,0,제조업,1,13.19232515,-80.79,6.18,17.32,1.41,96.97,7.04,31.47,1.16
7502,(주)화승인더스트리,6060,201912,199102,,0,0,0,제조업,1,28.18891141,-58.9,10.04,28.13,1.27,93.14,5.87,40.66,1.22
7503,(주)화승인더스트리,6060,202012,199102,,0,0,0,제조업,1,12.811892,-3.33,6.09,15.25,1.15,95.44,7.06,33.18,0.93
7504,(주)화승코퍼레이션,13520,201112,199102,,0,0,0,제조업,1,7.325345686,15.19,4.92,19.94,1.64,97.85,3.95,19.65,1.21
7505,(주)화승코퍼레이션,13520,201212,199102,,0,0,0,제조업,1,-1.3199056,11.84,5.07,20.6,1.66,98.37,7.13,19.35,1.26
7506,(주)화승코퍼레이션,13520,201312,199102,,0,0,0,제조업,1,18.31542319,5.19,7.02,33.99,1.7,97.04,5.41,15.95,1.31
7507,(주)화승코퍼레이션,13520,201412,199102,,0,0,0,제조업,1,3.212893763,3.61,7.64,44.3,1.66,95.18,8.28,23.63,1.21
7508,(주)화승코퍼레이션,13520,201512,199102,,0,0,0,제조업,1,11.26059447,3.02,8.91,46.64,1.23,95.15,9.56,25.13,1.15
7509,(주)화승코퍼레이션,13520,201612,199102,,0,0,0,제조업,1,3.102507301,9.07,7.98,35.46,1.42,94.92,8.31,25.88,1.07
7510,(주)화승코퍼레이션,13520,201712,199102,,0,0,0,제조업,1,-4.898395375,-6.04,2.74,12.02,1.61,96.72,5.36,18.94,0.97
7511,(주)화승코퍼레이션,13520,201812,199102,,0,0,0,제조업,1,-4.899638503,-9.46,4.34,22.07,1.93,97.82,3.24,21.3,1.03
7512,(주)화승코퍼레이션,13520,201912,199102,,0,0,0,제조업,1,-0.01636349,-3.93,5.36,27.03,1.9,97.63,4.97,27.35,1.05
7513,(주)화승코퍼레이션,13520,202012,199102,,0,0,0,제조업,1,-2.284937906,-6.39,1.15,5.69,1.74,101.96,6.85,21.13,0.91
7514,(주)화신,10690,201112,199401,,0,0,0,제조업,1,27.84762908,11.3,9.07,21.5,-0.07,96.32,9.42,19.13,1.6
7515,(주)화신,10690,201212,199401,,0,0,0,제조업,1,-3.862792069,-0.78,11.36,27.12,-0.03,94.75,7.17,25.12,1.75
7516,(주)화신,10690,201312,199401,,0,0,0,제조업,1,-8.430822527,3.67,8.12,18.93,0.26,97.97,5.44,23.81,1.86
7517,(주)화신,10690,201412,199401,,0,0,0,제조업,1,18.66555272,1.14,4.82,11.56,0.36,98.07,5.4,19.61,1.6
7518,(주)화신,10690,201512,199401,,0,0,0,제조업,1,-2.913881079,-0.63,2.1,5.18,0.51,101.05,5.5,17.39,1.44
7519,(주)화신,10690,201612,199401,,0,0,0,제조업,1,7.067475488,-0.63,4.95,12.19,0.59,95.14,4.5,24.68,1.4
7520,(주)화신,10690,201712,199401,,0,0,0,제조업,1,-12.21125208,2.15,-2.52,-6.12,0.81,103.77,2.21,15.8,1.18
7521,(주)화신,10690,201812,199401,,1,0,1,제조업,1,-2.148149382,9.93,-2.52,-6.53,1.27,103.87,-0.78,16.42,1.24
7522,(주)화신정공,126640,201212,201008,,0,0,0,제조업,1,1.310922361,13.87,6.68,9.78,-0.05,95.71,5.78,16.73,3.06
7523,(주)화신정공,126640,201312,201008,,0,0,0,제조업,1,10.13463704,9.62,7.2,10.62,-0.13,96.91,0.21,16.93,3.83
7524,(주)화신정공,126640,201412,201008,,0,0,0,제조업,1,-6.902889217,2.34,5.47,7.99,-0.19,97.47,2.46,17.85,3.53
7525,(주)화신정공,126640,201512,201008,,0,0,0,제조업,1,-5.875831976,-3.43,4.77,6.59,-0.17,97.6,4.95,19.11,3.39
7526,(주)화신정공,126640,201612,201008,,0,0,0,제조업,1,12.19080588,5.33,4.01,5.53,-0.22,97.55,5.85,17.38,2.71
7527,(주)화신정공,126640,201712,201008,,0,0,0,제조업,1,-8.078660531,0.0,2.51,3.48,-0.24,98.09,7.65,18.09,2.53
7528,(주)화신정공,126640,201812,201008,,0,0,0,제조업,1,-3.638761142,3.37,1.44,1.95,-0.23,99.29,8.37,17.51,2.91
7529,(주)화신정공,126640,201912,201008,,0,0,0,제조업,1,28.93233961,-1.63,3.36,5.09,-0.1,98.0,7.35,16.9,2.55
7530,(주)화신정공,126640,202012,201008,,0,0,0,제조업,1,9.302527367,8.29,4.7,7.94,0.02,97.33,9.14,17.53,2.24
7531,(주)화인베스틸,133820,201412,201407,,0,0,0,제조업,1,24.97580032,0.0,11.13,31.19,1.92,91.97,-0.82,19.19,1.18
7532,(주)화인베스틸,133820,201512,201407,,0,0,0,제조업,1,-12.11113247,-7.83,2.41,5.58,1.98,98.92,-0.72,13.01,0.93
7533,(주)화인베스틸,133820,201612,201407,,0,1,1,제조업,1,1.72796999,-7.5,1.85,4.11,2.22,98.97,10.9,11.75,0.79
7534,(주)화진,134780,201112,201108,44014.0,0,0,0,제조업,1,40.03861637,0.0,14.47,27.95,0.57,89.02,12.99,37.99,1.38
7535,(주)화진,134780,201212,201108,44014.0,0,0,0,제조업,1,10.01322894,-5.48,14.97,24.63,0.34,88.05,10.81,42.47,1.43
7536,(주)화진,134780,201312,201108,44014.0,0,0,0,제조업,1,30.71711994,9.42,15.19,24.48,0.08,86.68,12.86,38.54,1.4
7537,(주)화진,134780,201412,201108,44014.0,0,0,0,제조업,1,21.87892868,-0.99,10.81,18.11,0.38,89.81,12.25,31.13,1.31
7538,(주)화진,134780,201512,201108,44014.0,0,0,0,제조업,1,3.688020099,0.0,7.19,12.11,0.5,91.91,11.71,31.0,1.25
7539,(주)화진,134780,201612,201108,44014.0,0,0,0,제조업,1,-1.614523773,-1.0,5.76,9.12,0.39,89.52,11.12,33.79,1.18
7540,(주)화진,134780,201712,201108,44014.0,0,0,0,제조업,1,-5.752364433,-2.7,3.46,5.72,0.38,106.79,11.38,17.47,0.94
7541,(주)화진,134780,201812,201108,44014.0,0,0,0,제조업,1,-26.95772412,-5.9,-5.18,-11.57,3.19,152.35,5.27,-12.33,0.88
7542,(주)화진,134780,201912,201108,44014.0,0,0,0,제조업,1,-28.47626167,0.0,-11.16,-33.47,8.09,146.28,-4.03,2.98,0.68
7543,(주)황금에스티,32560,201112,200910,,0,0,0,제조업,1,19.50689424,7.27,4.97,8.2,0.23,94.49,-1.65,8.68,0.93
7544,(주)황금에스티,32560,201212,200910,,0,0,0,제조업,1,-6.108732387,0.85,1.85,2.86,0.52,95.56,3.31,8.47,0.86
7545,(주)황금에스티,32560,201312,200910,,0,0,0,제조업,1,4.845670376,2.52,3.24,4.79,0.16,95.52,4.1,8.45,0.97
7546,(주)황금에스티,32560,201412,200910,,0,0,0,제조업,1,-1.200885371,4.92,4.77,6.84,0.2,94.18,5.47,9.68,1.02
7547,(주)황금에스티,32560,201512,200910,,0,0,0,제조업,1,17.33717205,0.0,3.11,4.65,0.2,96.09,4.46,7.32,0.88
7548,(주)황금에스티,32560,201612,200910,,0,0,0,제조업,1,26.42739877,-3.91,6.06,9.9,0.23,87.12,6.44,17.39,0.93
7549,(주)황금에스티,32560,201712,200910,,0,0,0,제조업,1,-2.214828239,6.5,7.48,11.69,0.49,87.6,10.11,18.75,0.94
7550,(주)황금에스티,32560,201812,200910,,0,0,0,제조업,1,11.69960236,-5.34,6.24,9.31,0.4,90.62,5.05,16.71,0.97
7551,(주)황금에스티,32560,201912,200910,,0,0,0,제조업,1,-3.930376349,0.0,4.72,6.81,0.49,87.34,5.35,20.64,0.91
7552,(주)황금에스티,32560,202012,200910,,0,0,0,제조업,1,15.90692222,2.42,5.64,8.12,-0.07,89.14,1.95,14.66,0.8
7553,(주)후성,93370,201112,200612,,0,0,0,제조업,1,25.26406485,16.08,9.21,21.08,1.22,90.76,6.23,20.25,1.37
7554,(주)후성,93370,201212,200612,,0,0,0,제조업,1,4.451548017,-0.34,-1.87,-4.08,1.7,92.04,13.64,22.84,1.25
7555,(주)후성,93370,201312,200612,,1,0,1,제조업,1,-9.82564117,1.36,-5.2,-10.88,2.08,118.33,13.9,5.02,1.34
7556,(주)휠라홀딩스,81660,201112,201009,,0,0,0,도매 및 소매업,1,23.32199324,6.39,14.03,34.68,1.63,79.57,4.24,9.53,1.51
7557,(주)휠라홀딩스,81660,201212,201009,,0,0,0,도매 및 소매업,1,4.454297359,4.24,10.66,25.66,2.34,81.19,7.36,25.36,1.21
7558,(주)휠라홀딩스,81660,201312,201009,,0,0,0,도매 및 소매업,1,10.783982,5.76,10.62,21.66,1.7,88.41,7.73,15.25,1.35
7559,(주)휠라홀딩스,81660,201412,201009,,0,0,0,도매 및 소매업,1,6.575813857,-1.6,9.32,17.78,1.58,90.9,5.05,15.04,1.42
7560,(주)휠라홀딩스,81660,201512,201009,,0,0,0,도매 및 소매업,1,-5.438307611,3.58,8.0,15.5,1.28,67.81,3.39,-8.84,1.3
7561,(주)휠라홀딩스,81660,201612,201009,,0,0,0,도매 및 소매업,1,245.7764213,4.09,0.54,1.33,1.77,63.08,0.35,18.22,0.62
7562,(주)휠라홀딩스,81660,201712,201009,,0,0,0,도매 및 소매업,1,-9.039833796,-9.37,6.73,17.15,2.0,92.98,0.43,28.82,1.18
7563,(주)휠라홀딩스,81660,201812,201009,,0,0,0,도매 및 소매업,1,7.321235407,2.0,11.19,26.06,1.77,88.87,4.61,32.59,1.53
7564,(주)휠라홀딩스,81660,201912,201009,,0,0,0,도매 및 소매업,1,14.09993189,-5.23,13.31,28.46,1.55,86.7,7.87,35.31,1.55
7565,(주)휠라홀딩스,81660,202012,201009,,0,0,0,도매 및 소매업,1,-0.313185644,-78.97,9.06,18.65,1.1,89.44,10.17,31.63,1.22
7566,(주)휴네시온,290270,201812,201808,,0,0,0,정보통신업,0,118.415028,0.0,2.1,2.37,-1.29,95.4,6.53,26.35,0.63
7567,(주)휴네시온,290270,201912,201808,,0,0,0,정보통신업,0,12.41603321,-3.23,7.1,8.22,-1.79,84.88,8.25,30.77,0.76
7568,(주)휴네시온,290270,202012,201808,,0,0,0,정보통신업,0,19.79135666,30.0,9.02,11.12,-1.52,87.54,8.75,35.27,0.95
7569,(주)휴니드테크놀러지스,5870,201112,199109,,1,0,1,제조업,1,-3.802352044,-27.33,0.14,0.27,6.14,106.26,-1.41,12.07,0.59
7570,(주)휴맥스,115160,201112,200911,,0,0,0,제조업,1,4.673132727,7.2,5.48,11.01,7.07,95.92,5.24,24.68,1.03
7571,(주)휴맥스,115160,201212,200911,,0,0,0,제조업,1,-6.443300803,9.53,4.14,7.69,0.36,98.44,1.75,13.94,1.13
7572,(주)휴맥스,115160,201312,200911,,0,0,0,제조업,1,16.37847727,4.99,3.93,7.23,0.27,97.59,3.25,15.12,1.24
7573,(주)휴맥스,115160,201412,200911,,0,0,0,제조업,1,13.03080576,6.25,3.72,7.4,0.24,97.9,2.38,14.97,1.32
7574,(주)휴맥스,115160,201512,200911,,0,0,0,제조업,1,0.860094699,6.52,5.12,10.28,0.11,97.17,4.63,17.35,1.23
7575,(주)휴맥스,115160,201612,200911,,0,0,0,제조업,1,6.997210535,-3.48,2.04,4.18,0.13,99.0,7.04,13.64,1.13
7576,(주)휴맥스,115160,201712,200911,,0,0,0,제조업,1,18.42695314,1.62,0.72,1.74,0.71,101.58,-4.02,7.77,1.1
7577,(주)휴맥스,115160,201812,200911,,0,0,0,제조업,1,-12.34849623,-6.98,-3.46,-9.23,1.2,103.67,-1.07,6.13,1.0
7578,(주)휴맥스,115160,201912,200911,,0,1,1,제조업,1,-3.306738244,-41.84,2.2,5.57,1.38,96.06,10.09,15.0,0.99
7579,(주)휴맥스홀딩스,28080,201112,199704,,0,1,1,정보통신업,0,-73.59328167,140.0,5.63,5.98,-0.34,37.66,-2.68,6.54,0.55
7580,(주)휴먼엔,32860,201112,199707,,0,0,0,"수도, 하수 및 폐기물 처리, 원료 재생업",0,29.0584948,31.19,7.17,40.93,2.21,97.92,-3.56,13.6,1.34
7581,(주)휴먼엔,32860,201212,199707,,0,0,0,"수도, 하수 및 폐기물 처리, 원료 재생업",0,-8.789831964,-65.73,-2.26,-11.15,2.7,106.97,-13.5,-2.66,1.42
7582,(주)휴먼엔,32860,201312,199707,,1,0,1,"수도, 하수 및 폐기물 처리, 원료 재생업",0,10.08260267,-48.98,-21.2,-116.23,2.79,114.29,-13.85,-15.78,1.57
7583,(주)휴먼텍코리아,66060,201112,200208,41376.0,0,0,0,"전문, 과학 및 기술 서비스업",0,-13.28084751,9.96,-15.12,-64.07,0.82,124.67,4.89,-11.1,0.56
7584,(주)휴먼텍코리아,66060,201212,200208,41376.0,1,0,1,"전문, 과학 및 기술 서비스업",0,-33.71268897,-14.72,-26.77,0.0,2.92,141.68,5.7,-35.84,0.65
7585,(주)휴메딕스,200670,201412,201412,,1,0,1,제조업,1,148.0420946,0.0,19.31,23.45,0.14,72.82,13.32,23.28,0.82
7586,(주)휴비스,79980,201212,201202,,0,0,0,제조업,1,4.006964152,0.78,7.25,19.33,0.22,96.2,10.79,19.34,1.67
